"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","coordinatePrecision","minimumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"32","2019-11-27 13:52:54-03","UFS","ASE","28868","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Matos, GMA","Campos, DA; Santos, E; Matos, GMA; Barbosa, P","328","2013","05","22","Southern America","Brasil","Sergipe","Indiaroba","APA Sul, Povoado Convento","-37.401694","-11.480294",NA,"Arbusto aprox. 2,5m. Botões verdes e flores alvas. Frutos imaturos verdes.","ASE0000176","ASE0000176",NA,NA,NA,NA,"2013","08","05","-37.401694","-11.480294",NA,NA,NA,NA,NA
"33","2019-11-27 13:52:54-03","UFS","ASE","30222","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Damasceno, SA","Freire, GS; Silva, BD; Santos, E","148","2014","01","24","Southern America","Brasil","Sergipe","Maruim","Mata do Caititu","-37.131417","-10.718167",NA,"Frutos imaturos verdes com cerca de 5 metros.; Mata Atlântica","ASE0001823","ASE0001823",NA,NA,NA,NA,"2014","02","19","-37.131417","-10.718167",NA,NA,NA,NA,NA
"34","2019-11-27 13:52:54-03","UFS","ASE","3294","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Alves-Araújo, A","Gomes, E","268","1983","08","11","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Fazenda Santo Antônio","-37.424278","-11.378056",NA,"Árvore. 10m. . Frutos maduros marrons.; Árvore. 10m. . Frutos maduros marrons.; Restinga","ASE0014898","ASE0014898",NA,NA,NA,NA,"2012","07","17","-37.424278","-11.378056",NA,NA,NA,NA,NA
"35","2019-11-27 13:52:54-03","UFS","ASE","6436","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Alves-Araújo, A","Landim, M; Santos, E","711","1995","10","14","Southern America","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Beira de estrada, após o rio","-37.315","-10.758056",NA,"árvore. 8. m. Frutos imaturos. Látex branco.; árvore. 8. m. Frutos imaturos. Látex branco.; Mata","ASE0016857","ASE0016857",NA,NA,NA,NA,"2012","07","17","-37.315","-10.758056",NA,NA,NA,NA,NA
"36","2019-11-27 13:52:54-03","UFS","ASE","6615","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Alves-Araújo, A","Landim, M","863","1996","02","07","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528",NA,"árvore. 7. m. flores (poucas) com pétalas alvas, estame creme, botões verdes.; árvore. 7. m. flores (poucas) com pétalas alvas, estame creme, botões verdes.; Mata (borda)","ASE0016997","ASE0016997",NA,NA,NA,NA,"2012","07","17","-37.425861","-11.385528",NA,NA,NA,NA,NA
"37","2019-11-27 13:52:54-03","UFS","ASE","6973","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Alves-Araújo, A","Amaral, C; Santos, E","36","1997","12","05","Southern America","Brasil","Sergipe","Barra dos Coqueiros",NA,"-37.038611","-10.908889",NA,"Restinga","ASE0022875","ASE0022875",NA,NA,NA,NA,"2012","07","17","-37.038611","-10.908889",NA,NA,NA,NA,NA
"38","2019-11-27 13:52:54-03","UFS","ASE","2929","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Alves-Araújo, A","Carneiro, EM","481","1983","01","21","Southern America","Brasil","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana","-37.253","-10.4107",NA,"Árvore. 12m. . flores alvas em inflorescência tipo panícula e frutos maduros marrons.; Árvore. 12m. . flores alvas em inflorescência tipo panícula e frutos maduros marrons.; Mata","ASE0014634","ASE0014634",NA,NA,NA,NA,"2012","07","17","-37.253","-10.4107",NA,NA,NA,NA,NA
"39","2019-11-27 13:52:54-03","UFS","ASE","36546","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Santana, JP","Santana, JP","411","2015","03","07","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Mata Rio Fundo","-37.1944","-11.0429",NA,"Árvore, 5m, folhas simples alternas, flores marrons.; Mata Atlântica.","ASE0037016",NA,NA,NA,NA,NA,"2015","04",NA,"-37.1944","-11.0429",NA,NA,NA,NA,NA
"40","2019-11-27 13:52:54-03","UFS","ASE","36581","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Santana, JP","Santana, JP","447","2016","01","23","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Mata Rio Fundo","-37.1944","-11.0429",NA,"Arbusto,5m, flores aparentemente marrons. Folhas simples alternas.; Mata Atlântica.","ASE0037051",NA,NA,NA,NA,NA,"2016","03",NA,"-37.1944","-11.0429",NA,NA,NA,NA,NA
"41","2020-04-22 16:25:06-03","UFPB","JPB","49223","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D. Penn.","Gomes, LA","Gomes, LA; Santos, E","121","2011","04","19","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata. Solo arenoso","-37.425056","-11.398306",NA,"; HABITAT: Mata Atlântica.; DESC: Árvore, cerca de 4m de altura. Flores alvas. Frutos imaturos ferrugíneos.","JPB0049223",NA,NA,NA,NA,NA,"2011","04","25","-37.425056","-11.398306",NA,NA,NA,NA,NA
"42","2020-04-22 16:25:06-03","UFPB","JPB","50848","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D. Penn.","Déda, RM","Déda, RM; Amorim, BS; Chagas, MA; Costa-Lima, JL; Lourenço, AR; Santos, E","126","2012","04","16","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.440556","-11.406667",NA,"; HABITAT: Mata Atlântica; DESC: Planta arborescente com cerca de 4 m. Com frutos marrons e látex branco.","JPB0050848",NA,NA,NA,NA,NA,"2012","06",NA,"-37.440556","-11.406667",NA,NA,NA,NA,NA
