"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"16","2019-11-06 09:57:17-03","UFOP","OUPR","30281","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Badini, J.; Silva, J.L.","s.n.","1980","12","20",NA,"Brasil",NA,NA,"Árvore. Flores amareladas e aromáticas. Capoeira em solo ácido.",NA,NA,NA,"(Schott) Ducke","Roschel, M.B.","Minas Gerais","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2000","07",NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA
"17","2019-11-06 09:57:17-03","UFOP","OUPR","30282","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Árvore. Flores amareladas. Entre rochas e quartzito",NA,NA,NA,"(Schott) Ducke","Roschel, M.B.","Minas Gerais","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2000","07",NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA
"18","2019-11-06 09:57:17-03","UFOP","OUPR","1249","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Messias, M.C.T.B.; Roschel, M.A. & Silva, J.L.","s.n.","1993","11","11",NA,"Brasil",NA,NA,"Arvoreta ~ 3,5 m. Flores amareladas. Orla de mata de galeria.",NA,NA,NA,"(Schott) Ducke","Roschel, M.A.","Minas Gerais","Parque Estadual do Itacolomi, Estrada para a Fazenda do Manso","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2001","05","29","Ouro Preto",NA,NA,NA,"44599","auto",NA,NA
"19","2019-11-06 09:57:17-03","UFOP","OUPR","30280","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Badini, J.","s.n.","1980","02","04",NA,"Brasil",NA,NA,"Árvore. Entre rochas de quartzito.",NA,NA,NA,"(Schott) Ducke","Roschel, M.B.","Minas Gerais","Serra da Brígida","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2000","07",NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA
"20","2019-11-06 09:57:17-03","UFOP","OUPR","30279","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Badini, J.","s.n.","1980","12","25",NA,"Brasil",NA,NA,"Árvore. Flores amareladas e aromáticas. Mata.",NA,NA,NA,"(Schott) Ducke","Roschel, M.B.","Minas Gerais","Serra do Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2000","07",NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA
"21","2019-02-25 16:14:59-03","UNEMAT","HERBAM","23135","S","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Bronholi, A.Z.; Sousa, J.R.; Souza, N.S. & Oliveira, R.A.","475Equipe 8-62C","2014","10","03",NA,"Brasil",NA,NA,NA,"HERBAM023135",NA,NA,"(Schott ex Spreng.) Ducke","Melo, JAM; Fer","Mato Grosso","Resgate de FLORA da UHE Colíder. Lote C de supress","-55.2764015197754","-11.0616998672485",NA,NA,NA,"2015",NA,NA,"Itaúba",NA,NA,NA,"111180","auto",NA,NA
"22","2019-08-16 08:40:46-03","UTFPR","HCF","24433","S","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","A.Z. Bronholi",NA,"2014","10","03",NA,"Brasil",NA,NA,"Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado. Encontrada em Floresta Amazônica, solo úmido. Altura 7 m. CAP 25 cm. Árvore, base reta, casca reticulada e lenhosa, casca morta cinza escuro, casca viva cinza. Folhas concolores. Frutos secos, maduros marrom, elípticos.",NA,NA,NA,"(Schott) Ducke","J.A.M. Melo & L.C. Ferneda Rocha","MT","Resgate de Flora da UHE Colíder. Lote C","-55.7075","-10.974167",NA,"251","251","2015","01","12","Itaúba","55°42'27 W","10°58'27 S",NA,NA,NA,NA,NA
"23","2020-12-21 16:42:07-03","MBM","MBM","402852","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Bronholi, A.Z.; Souza, J.R.; Souza, N.S.; Oliveira, R.A.; Souza, J.R.; Souza, N.S.; Oliveira, R.A.","s.n.","2014","10","03","Southern America","Brazil",NA,NA,"Árvore com 7m de altura, CAP=25cm, base reta, casca reticulada e lenhosa, casca morta cinza escuro, casca viva cinza. Folhas concolores. Frutos secos, maduros marrom, elípticos.; Floresta do Planalto dos Parecis, região de ecótono","MBM402852",NA,NA,"Schott","Melo, J.A.M.","Mato Grosso","Resgate da Flora da UHE Colíder, Lote C de supressão","-55.715833","-10.974167","MBM402852","251","251","2015","01","12","Itaúba","-55.715833","-10.974167",NA,NA,NA,NA,NA
"24","2020-12-21 16:42:07-03","MBM","MBM","65999","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Anderson, W.R.; et al.; et al.","35706",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM065999",NA,NA,"Schott",NA,"Minas Gerais","Pico do Itambé","-43.3067016601562","-18.465799331665","MBM065999",NA,NA,NA,NA,NA,"Santo Antônio do Itambé",NA,NA,NA,"19014","auto",NA,NA
"25","2015-09-04 01:22:55-03","MNHN","RECOLNAT_MNHN_P","P02310213","PreservedSpecimen",NA,"Proteaceae","Panopsis","multiflora","Panopsis multiflora","Guillemin",NA,"1898","9","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310213' target='other'> <mi>dwc_moreinfo</mi></a>","P02310213",NA,NA,"(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Tijuca.",NA,NA,"P02310213_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"26","2015-09-04 01:22:55-03","MNHN","RECOLNAT_MNHN_P","P02310214","PreservedSpecimen",NA,"Proteaceae","Panopsis","multiflora","Panopsis multiflora","Guillemin",NA,"1838","9","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310214' target='other'> <mi>dwc_moreinfo</mi></a>","P02310214",NA,NA,"(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Tijuca.",NA,NA,"P02310214_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-09-04 01:22:55-03","MNHN","RECOLNAT_MNHN_P","P02310218","PreservedSpecimen",NA,"Proteaceae","Panopsis","multiflora","Panopsis multiflora","Glaziou",NA,"1888","2","19",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310218' target='other'> <mi>dwc_moreinfo</mi></a>","P02310218",NA,NA,"(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Alto Macaé.",NA,NA,"P02310218_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17197",NA
"28","2015-09-04 01:22:55-03","MNHN","RECOLNAT_MNHN_P","P02310219","PreservedSpecimen",NA,"Proteaceae","Panopsis","multiflora","Panopsis multiflora","Glaziou, A.",NA,"1888","2","19",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310219' target='other'> <mi>dwc_moreinfo</mi></a>","P02310219",NA,NA,"(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Alto Macaé.",NA,NA,"P02310219_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17197",NA
"29","2015-09-04 01:22:55-03","MNHN","RECOLNAT_MNHN_P","P02310221","PreservedSpecimen",NA,"Proteaceae","Panopsis","multiflora","Panopsis multiflora","Glaziou",NA,"1878","6","20",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310221' target='other'> <mi>dwc_moreinfo</mi></a>","P02310221",NA,NA,"(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Chemin d Macaco.",NA,NA,"P02310221_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8108",NA
"30","2015-09-04 01:22:55-03","MNHN","RECOLNAT_MNHN_P","P02310222","PreservedSpecimen",NA,"Proteaceae","Panopsis","multiflora","Panopsis multiflora","Gaudichaud",NA,"1836","3","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310222' target='other'> <mi>dwc_moreinfo</mi></a>","P02310222",NA,NA,"(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro",NA,NA,NA,"P02310222_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-09-04 01:22:55-03","MNHN","RECOLNAT_MNHN_P","P02310216","PreservedSpecimen",NA,"Proteaceae","Panopsis","multiflora","Panopsis multiflora","Glaziou, A.",NA,"1873","3","21",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310216' target='other'> <mi>dwc_moreinfo</mi></a>","P02310216",NA,NA,"(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Alto Macahé.","-41.7868995666504","-22.3708000183105","P02310216_01",NA,NA,NA,NA,NA,"Macaé",NA,NA,NA,"47209","auto","20469",NA
"32","2015-09-04 01:22:55-03","MNHN","RECOLNAT_MNHN_P","P02310217","PreservedSpecimen",NA,"Proteaceae","Panopsis","multiflora","Panopsis multiflora","Glaziou",NA,"1893","3","21",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310217' target='other'> <mi>dwc_moreinfo</mi></a>","P02310217",NA,NA,"(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Alto Macahé.","-43.2075004577637","-22.9027996063232","P02310217_01",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"57442","auto","20469",NA
"33","2015-09-04 01:22:55-03","MNHN","RECOLNAT_MNHN_P","P02310220","PreservedSpecimen",NA,"Proteaceae","Panopsis","multiflora","Panopsis multiflora","Glaziou, A.",NA,"1875","6","20",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310220' target='other'> <mi>dwc_moreinfo</mi></a>","P02310220",NA,NA,"(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Chemin de Macaco.","-43.2075004577637","-22.9027996063232","P02310220_01",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"57442","auto","8108",NA
"34","2015-09-04 01:22:55-03","MNHN","RECOLNAT_MNHN_P","P02310215","PreservedSpecimen",NA,"Proteaceae","Panopsis","multiflora","Panopsis multiflora","Guillemin",NA,"1838","11","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310215' target='other'> <mi>dwc_moreinfo</mi></a>","P02310215",NA,NA,"(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Montagne da Tijuca.","-43.2075004577637","-22.9027996063232","P02310215_01",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"57442","auto",NA,NA
"35","2020-12-11 11:40:32-03","UFMG","BHCB","185483","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Tameirão Neto, E; Vidal, CV","5389","2013","11","23","Southern America","Brasil",NA,NA,"Arbóreo; Floração; Botões e flores e flores discolores, altura 6m; Floresta estacional semidecidual","BHCB185483","Dicotyledon",NA,"Ducke",NA,"Minas Gerais",NA,"-43.397425","-19.009947",NA,NA,NA,NA,NA,NA,"Conceição do Mato Dentro","-43.397425","-19.009947",NA,NA,NA,NA,NA
"36","2009-10-26 23:35:00-02","MO","MOBOT","3023176","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Ludwig Riedel","Riedel s.n.","1839",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Schott ex Spreng.) Ducke","K.S. Edwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2009-10-21 07:13:00-02","MO","MOBOT","3023177","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35706","1972","2","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Schott ex Spreng.) Ducke","K.S. Edwards","Minas Gerais","Serra do Espinhaço. South eastern drainage of Pico de Itambé, about 5 km directly west and north of Santo Antôonio de Itambe. Hillsides with second growth forest and bracken-covered campo, sloping down to river with blocky sanstone and sandy soil.",NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2011-03-02 10:37:00-03","MO","MOBOT","3023179","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Johan F. Widgren","Widgren s.n.","1844",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Schott ex Spreng.) Ducke","K.S. Edwards, 199a","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2011-03-02 10:37:00-03","MO","MOBOT","3023182","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Johan F. Widgren","Widgren s.n.","1844",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Schott ex Spreng.) Ducke","K.S. Edwards","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","44135",NA,"Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","R. de O. Perdiz; L. C. Gomes, L. Daneu, M. Coelho & B. Koti","847","2011","07","28",NA,"Brasil",NA,NA,"Árvore ca 10m alt., drupas imaturas verdes","MBML044135",NA,NA,"(Schott) Ducke","R. Perdiz/Agosto-2011","Bahia","Serra da Pedra Lascada. Floresta Ombrófila Densa Montana","-39.533333","-14.766667",NA,"872","872",NA,NA,NA,"Barro Preto","39W32'","14S46'",NA,NA,NA,NA,NA
"41","2021-02-25 10:13:13-03","CVRD","CVRD","8708","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Luz, A.A. da","179","2004","04","13","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Arariba esfera","CVRD008708","Magnoliophyta","Proteales","(Schott ex Spreng.) Ducke","Daniela Zappi","MG",NA,"-43.4872016906738","-19.94580078125",NA,NA,NA,"2008","11","04","Barão de Cocais",NA,NA,"Magnoliopsida","21378","auto",NA,NA
"42","2020-09-12 05:00:02-03","US","US","2947298","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","J. G. Kuhlmann","s.n.","1928","10","16","South America - Neotropics","Brazil",NA,NA,NA,"US01333231",NA,"Proteales","(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Tijuca, Pedra do Conde","-43.2075004577637","-22.9027996063232","US01333231_01",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"Dicotyledonae","57442","auto",NA,"1"
"43","2020-09-12 05:00:02-03","US","US","2515534","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","A. F. M. Glaziou","17197","1888","2","19","South America - Neotropics","Brazil",NA,NA,NA,"US01333234",NA,"Proteales","(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Alto Macahé","-42.5311012268066","-22.2819004058838","US01333234_01",NA,NA,NA,NA,NA,"Nova Friburgo",NA,NA,"Dicotyledonae","33190","auto",NA,"1"
"44","2020-09-12 05:00:02-03","US","US","1484107","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","L. Riedel","s.n.","1904","12","28","South America - Neotropics","Brazil",NA,NA,NA,"US01333237",NA,"Proteales","(Schott ex Spreng.) Ducke",NA,"Minas Gerais","Brasilia, inter ad Minas Geraes.",NA,NA,"US01333237_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"45","2020-09-12 05:00:02-03","US","US","2579783","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","E. Kuehn","158","1966","7",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01333230",NA,"Proteales","(Schott ex Spreng.) Ducke",NA,"São Paulo","Via férrea São Paulo- Santos. Estação Biológica","-46.5299987792969","-23.6599998474121","US01333230_01",NA,NA,NA,NA,NA,"Santo André",NA,NA,"Dicotyledonae","27258","auto",NA,"1"
"46","2020-09-12 05:00:02-03","US","US","3741331","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","P. Rosa, M. Moraes, R. Negrão, R. Gomes, D. Maurenza & H. Medeiros",NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US03460612",NA,"Proteales","(Schott ex Spreng.) Ducke","Baez, C.","Rio de Janeiro","Brasil, Rio de Janeiro, Rio de Janeiro. Parque Nacional de Tijuca. Trilha para o Mirante da Freira","-43.2706","-22.9631",NA,"499",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"47","2020-09-12 05:00:02-03","US","US","1123587","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","A. F. M. Glaziou","20469","1893","3","21","South America - Neotropics","Brazil",NA,NA,NA,"US01333233",NA,"Proteales","(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Brésil (Rio Jan.) Alto Macahé.","-42.5311012268066","-22.2819004058838","US01333233_01",NA,NA,NA,NA,NA,"Nova Friburgo",NA,NA,"Dicotyledonae","33190","auto",NA,"1"
