"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","maximumElevationInMeters","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","order","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude"
"45","2021-03-15 16:37:00-03","NY","NYBG","01914138","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","M. A. Lewis","78-2510","1978","11","09","South America","Ecuador","Azuay","Area Nacional de Recreación Cajas, in the small lakes N and W of the head of Río Maladero, 0-3 km from the ranger station, WNW of Sayausí","-79.23","-2.8","4000","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142746' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914138","NY01914138_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","01914167","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. R. Buck","W. C. Steere","E-270","1981","01","16","South America","Ecuador","Napo","Cordillera Oriental, just E of summit, Páramo de Guamami, N of Quito-Baeza Road",NA,NA,"4200","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142776' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914167","NY01914167_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","1054329","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","J. Larraín","J. Larraín","31440","2008","11","08","South America","Chile","Los Lagos","Región de Los Lagos, Guabún, en bosque que hay detrás de la casa de la Dra. Katia, en la punta norte de la playa","-74.02","-41.8","100","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1197843' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054329",NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","531874","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"W. R. Buck","39507","2001","05","27","South America","Ecuador","Zamora-Chinchipe","Cordillera de Sabanilla, ca. 44 km S of Vilcabomba on road to Zumba (Hwy 39)","-79.13","-4.5","2800","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00531874",NA,NA,"2800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","01914162","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,NA,NA,NA,NA,NA,"South America","Chile",NA,NA,NA,NA,NA,"packeted","ex herb. J. Cardot <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142771' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914162","NY01914162_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","01914147","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","W. C. Steere","26056","1982","09","30","South America","Ecuador","Pichincha","NW corner of Volcán de Pichincha, along an open aquaduct carrying water for Quito",NA,NA,"3500","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142756' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914147","NY01914147_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","01914144","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","W. C. Steere","27548","1984","10","09","South America","Ecuador","Carchi","Páramo de El Angel, old Tulcán-El Angel road ca. 20 km N of El Angel",NA,NA,"3630","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142753' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914144","NY01914144_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","02899579","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","R. R. Ireland, Jr.","R. R. Ireland, Jr.","31162a","2001","09","19","South America","Chile","Bío-Bío","Región VIII, 6 km S of Contulmo, near limit of Región VIII","-73.22","-38","100","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3233684' target='other'> <mi>dwc_moreinfo</mi></a>","NY02899579","NY02899579_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","01914143","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","W. C. Steere","27622","1984","10","10","South America","Ecuador","Pichincha","W shore of Laguna San Marcos, N slope of Volcán Cayambe",NA,NA,"3450","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142752' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914143","NY01914143_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","01914166","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","S. P. Churchill","J. M. MacDougal","4535","1989","03","04","South America","Colombia","Antioquia","between Páramo de Frontino and Finca La Granada below El Quince","-76.08","6.42","2500","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142775' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914166","NY01914166_01","Urrao","3500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","01914150","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","M. P. Kuc","M. P. Kuc","14","1988","11","22","South America","Ecuador",NA,"nival zone of the south Chimborazo Gloacier, the transect survey from the border of permanent snow/ice belt to the end of moss-bogs",NA,NA,"4750","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142759' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914150","NY01914150_01",NA,"5236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","1010704","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","R. R. Ireland, Jr.","R. R. Ireland, Jr.","31768","2001","09","20","South America","Chile","Bío-Bío","Road to Las Pataguas, 3 km N from Hwy 148","-72.88","-36.82","222","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086121' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010704",NA,"Concepción","222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","01914149","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","M. P. Kuc","M. P. Kuc","14","1988","11","22","South America","Ecuador",NA,"nival zone of the south Chimborazo Gloacier, the transect survey from the border of permanent snow/ice belt to the end of moss-bogs",NA,NA,"4750","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142758' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914149","NY01914149_01",NA,"5236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","01914136","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","W. C. Steere","8357","1943","07","29","South America","Ecuador","Carchi","Páramo E of Tulcán, on road to El Pun, Cordillera Oriental",NA,NA,"2743","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142744' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914136","NY01914136_01",NA,"3048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","01914133","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"B. Løjtnant","11554","1979","03","31","South America","Ecuador","Napo","around Laguna Yuragcocha, 3 km E of the peak of Cerro Quilindaña, Cordillera Oriental","-78.35","-0.78","4100","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142741' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914133","NY01914133_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","01914146","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","W. C. Steere","26888","1983","10","28","South America","Ecuador","Imbabura","Cordillera Oriente, road up N slopes of volcán de Cayambe to short-wave relay station","-78","0.12","4023","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142755' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914146","NY01914146_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","1010775","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"R. R. Ireland, Jr.","32010","2001","10","01","South America","Chile","Bío-Bío","Region VIII: Road from Hualqui to Yumbel (0-54), 8 km E from Hualqui","-72.85","-37.97","200","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086302' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010775",NA,"Concepción","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","01207361","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"R. R. Ireland, Jr.","35850","2002","12","12","South America","Chile","Ñuble","Region VIII: North side of Diguillín River at San Lorenzo.","-71.57","-36.92","920","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1416469' target='other'> <mi>dwc_moreinfo</mi></a>","NY01207361",NA,NA,"920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","01448985","PreservedSpecimen","Plantae","Bryophyta","Pottiaceae","Trichostomum","chilense","Trichostomum chilense","Mont.",NA,"Collector unspecified","s.n.",NA,NA,NA,"South America","Chile",NA,NA,NA,NA,NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1713651' target='other'> <mi>dwc_moreinfo</mi></a>","NY01448985","NY01448985_01",NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0255814","PreservedSpecimen","Plantae",NA,"Musci","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","Sollman P","Florschütz PA",NA,"1972","10","08","Southern America","Colombia","Boyacá",NA,NA,NA,NA,NA,"Musgo tereestrea lo largo del camino asoc. con ditrichum.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200255814 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0255814",NA,NA,NA,NA,"Musci","2011","10","01",NA,NA,NA,NA,NA,NA,NA
"65","2009-06-25 12:59:00-03","MO","MOBOT","90242777","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"Robert R. Ireland|Gilda Bellolio","Ireland, Jr. 35475","2002","11","30","South America","Chile","Bíobío","Jaujau Farm (Mininco).","-71.95","-38.03333","760.00000000",NA,NA,NA,NA,"Bíobío",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2016-09-19 05:25:00-03","MO","MOBOT","90131654","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"Edgar L. Linares|S. P. Churchill","Linares Castillo 3932","1991",NA,NA,"South America","Colombia","Cundinamarca","Ubaque, Alto de Cruz Verde.","-74.03333","4.56666","3300.00000000",NA,NA,NA,NA,"Ubaque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-06-15 12:39:00-03","MO","MOBOT","100821971","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"T. Herzog","Herzog 3466","1911","4",NA,"South America","Bolivia","Cochabamba","Quebrada de Pocona.","-65.3666667","-17.65","2800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"68","2017-09-25 16:15:00-03","MO","MOBOT","100998994","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"Jesús Muñoz","Muñoz 98-299","1998","7","26","South America","Colombia","Nariño","Subida al volcán Cumbal.","-77.85","0.9333333","3700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"69","2018-06-16 15:33:00-03","MO","MOBOT","101050780","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W.C. Steere","Marko Lewis","Lewis 78-2510","1978","11","9","South America","Ecuador","Azuay","Area Nacional de Recreación Cajas, in small lakes N and W of the head of Río Maladero, WNW of Sayausí.","-79.2333333","-2.8","4000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"70","2018-06-16 15:36:00-03","MO","MOBOT","101050783","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W.C. Steere","Marko Lewis","Lewis 78-2511","1978","11","9","South America","Ecuador","Azuay","Area Nacional de Recreación Cajas, in small lakes N and W of the head of Río Maladero, WNW of Sayausí.","-79.2333333","-2.8","4000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"71","2018-06-16 15:46:00-03","MO","MOBOT","101050786","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W.C. Steere","William C. Steere","Steere 27853","1984","10","24","South America","Ecuador","Azuay","Nudo de Portete, W of Cuenca, páramo above Soldados on road to Chaucha.","-79.25","-2.95","3870.00000000",NA,NA,NA,NA,"Cuenca",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"72","2018-07-06 22:54:00-03","MO","MOBOT","101050790","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W.C. Steere","William C. Steere","Steere 9437","1944","8",NA,"South America","Ecuador","Carchi","Above Tufiño, SE slope of Volcán Chiles on Tufiño–Maldonado trail.","-77.8833333","0.7833333","3505.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"73","2018-07-06 22:56:00-03","MO","MOBOT","101050791","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W.C. Steere","William C. Steere","Steere 9457","1944","8",NA,"South America","Ecuador","Carchi","Above Tufiño, SE slope of Volcán Chiles on Tufiño–Maldonado trail.","-77.8833333","0.7833333","3505.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"74","2018-06-16 16:04:00-03","MO","MOBOT","101050793","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W.C. Steere","William C. Steere","Steere 8351","1943","7","29","South America","Ecuador","Carchi","Occidental, páramo above Tufiño on trail to Maldonado.","-77.6333333","0.6666667","3505.00000000",NA,NA,NA,NA,"Tulcán",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"75","2018-06-16 16:11:00-03","MO","MOBOT","101050794","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W.C. Steere","Benjamin Øllgaard|H. Balslev","Øllgaard 8900","1976","8","21","South America","Ecuador","Napo","Lake at origin of Río Antisana on SW slope of Volcán Antisana (Laguna Micacocha), surrounding páramos, swampy and rocky areas, heavily grazed by cattle, sheep and rabbits.","-78.1833333","-0.5166667","3900.00000000",NA,NA,NA,NA,NA,"4100.00000000",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"76","2018-06-16 16:21:00-03","MO","MOBOT","101050797","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W.C. Steere","William C. Steere","Steere 26888","1983","10","28","South America","Ecuador","Imbabura","Cordillera Oriental, road up N slope of Volcán de Cayambe.","-78","0.2833333","4025.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"77","2008-07-16 03:33:00-03","MO","MOBOT","90011744","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"Queirolo, Carlos","Queirolo 9429","1973","2",NA,"South America","Chile","Bíobío","San Carlos San Fabian.","-71.5","-36.51666",NA,NA,NA,NA,NA,"Ñuble",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2008-07-16 03:33:00-03","MO","MOBOT","90011745","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"Queirolo, Carlos","Queirolo 9314","1973","2",NA,"South America","Chile","Bíobío","San Carlos, San Fabian.","-71.5","-36.51666",NA,NA,NA,NA,NA,"Ñuble",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-07-16 03:33:00-03","MO","MOBOT","90011747","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"Queirolo, Carlos","Queirolo 9432","1975","2",NA,"South America","Chile","Bíobío","San Carlos, San Fabian.","-71.5","-36.51666",NA,NA,NA,NA,NA,"Ñuble",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2008-07-16 03:33:00-03","MO","MOBOT","90024190","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"Queirolo, Carlos","Queirolo 23519","1973","2",NA,"South America","Chile","Bíobío","San Fabian.","-71.5","-36.51666",NA,NA,NA,NA,NA,"Ñuble",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-06-19 02:36:00-03","MO","MOBOT","90041919","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"S. P. Churchill|Inés Sastre de Jesús|Margarita Escobar A.","Churchill 13415","1985","7","1","South America","Colombia","Antioquia","Abajo del páramo de Frontino, ca. 15 km N de Urrao. Bosque de Ladera, monø tano alto (elev. 3150-3500 m). <13358-13435; 13442-13443>","-76.0833333","6.4166667","3180.00000000",NA,NA,NA,NA,"Urrao",NA,NA,NA,NA,NA,NA,"1","85-13",NA,NA,NA,NA,NA
"82","2019-06-15 04:36:00-03","MO","MOBOT","90052036","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","R. Zander","Pirkko Hegewald|Eberhard Hegewald","Hegewald 6903","1973","8","31","South America","Peru","Amazonas","Calla-Calla, zw. Balsas u. Leimebamba. <6890-6967>","-77.81666","-6.75","3100.00000000",NA,NA,NA,NA,"Chachapoyas",NA,NA,NA,NA,NA,NA,NA,"73-81",NA,NA,NA,NA,NA
"83","2014-02-11 20:06:00-02","MO","MOBOT","90052599","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"Margarita Escobar A.|et al.","Escobar A. 991","1986","9","10","South America","Colombia","Antioquia","Páramo de Frontino.","-76.08333","6.41666","3400.00000000",NA,NA,NA,NA,"Urrao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2016-04-11 14:53:00-03","MO","MOBOT","90056410","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","R. H. Zander","S. P. Churchill","Churchill 16323","1990","4","12","South America","Colombia","Caldas","Carretera Manizales-Bogotá, sobre la carretera que conduce al Nevado del Ruiz (Km 213). Páramo. <16297-16332>","-75.35","4.9166667","3920.00000000",NA,NA,NA,NA,"Villamaria",NA,NA,NA,NA,NA,NA,"1","90-12",NA,NA,NA,NA,NA
"85","2011-02-27 13:03:00-03","MO","MOBOT","90067696","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","spc","Bernardo R. Ramírez Padilla","Ramírez Padilla 3234","1991","3","14","South America","Colombia","Nariño","Km 16 Pasto-Chachagüí. La Josefina.","-77.5","0.91666","2640.00000000",NA,NA,NA,NA,"Pasto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2018-06-16 16:15:00-03","MO","MOBOT","90067697","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","B. Løjtnant|Ulf Molau","Løjtnant 11554","1979","3","31","South America","Ecuador","Napo","Around Laguna Yuragcocha, 3 km east of peak of Cerro Quilindaña, Cordillera Oriental.","-78.35","-0.7833333","4100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"87","2013-02-20 12:23:00-03","MO","MOBOT","90067698","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","H. A. Crum","Richard E. Schultes|P. Bell","Schultes 11451","1951","3","4","South America","Colombia","Cundinamarca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2009-12-04 09:35:00-02","MO","MOBOT","90067699","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","spc","Bernardo R. Ramírez Padilla","Ramírez Padilla 8954","1995","12","2","South America","Colombia","Nariño","Páramo de Paja Blanca. Alrededores de la bocatoma del acueducto.","-77.56666","1.96666","3200.00000000",NA,NA,NA,NA,"Ospina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2009-09-21 20:24:00-03","MO","MOBOT","90067700","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","B. Løjtnant|Ulf Molau","Løjtnant 11588","1979","3","31","South America","Ecuador","Napo","Around Laguna Yuragcocha, 3 km E of the peak Cerro Quilindaña, Cordillera Oriental.","-78.35","-0.78333","4100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","90082025","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","spc","S. P. Churchill","Churchill 16332-c","1990","4","12","South America","Colombia","Caldas","Carretera Manizales-Bogotá, sobre la carretera que conduce al Nevado del Ruiz (Km 213). Páramo. <16297-16332>","-75.35","4.91666","3920.00000000",NA,NA,NA,NA,"Villamaria",NA,NA,NA,NA,NA,NA,NA,"90-12",NA,NA,NA,NA,NA
"91","2009-09-21 20:24:00-03","MO","MOBOT","90131588","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W.C. Steere","B. Løjtnant|Ulf Molau","Løjtnant 15342","1979","7","1","South America","Ecuador","Napo","SW slopes of Volcán Antisana, 2-3 km N of Hacienda El Hato and 5-6 km NNE of Laguna Nicacocha.","-78.15","-0.48333","4300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2009-12-03 11:35:00-02","MO","MOBOT","90131628","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","Churchill","Bernardo R. Ramírez Padilla","Ramírez Padilla 2681b","1990","9","14","South America","Colombia","Nariño","Pasto, Páramo de Bordoncillo, La Pastora, 15 km Pasto-El Encano.","-77.11666","1.2","3000.00000000",NA,NA,NA,NA,"Pasto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2009-06-25 13:51:00-03","MO","MOBOT","90131633","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","Zander","Antoine M. Cleef","Cleef 8076","1973",NA,NA,"South America","Colombia","Meta","PNN de Sumapaz, Cerro Nevado de Sumapaz.","-74.41666","3.75","4200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","90131673","PreservedSpecimen","Plantae",NA,"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"Robert M. King","King 1008","1965","7","22","South America","Colombia","Cundinamarca","Santa Fe De Bogota, La Calera, Páramo de Palacio, Hacienda La Siberia.","-73.91666","4.75","3390.00000000",NA,NA,NA,NA,"La Calera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
