"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2021-04-07 11:44:38-03","UFMS","CGMS","58954","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","A.C.M. Cristaldo","A. Pott; V.J. Pott, G. Hatschbach, J. Silva, A.C.M. Cristaldo","10490","2002","11","08",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Espora de Prata, estrada MS-382, 27,5 Km W de Bonito, entorno do Parque Nacional da Serra da Bodoquena.","-56.7177778","-21.025",NA,"Papilionoideae. Flor amarela. Superfície abaxial daFolha de cor cinza. Habitat: Cerrado com Myracrodruon. Solo litólico com afloramento calcário. Relevo topo ondulado. Habito: Erva semi-lenhosa. Freqüente.","CGMS1088873",NA,NA,NA,"2007",NA,NA,"-56,7177778","-21,025",NA,"680","680",NA,NA,NA,NA
"12","2021-04-07 11:44:38-03","UFMS","CGMS","21939","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","A.C.M. Cristaldo","A. Pott","13735","2005","12","08",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Sede da Fazenda Harmonia, entorno do Parque Nacional da Serra da Bodoquena.","-56.7655556","-21.2125",NA,"Papilionoideae. Flor amarela. Fruto ausente. Habitat: Campo herbáceo-arbustivo. Solo argiloso vermelho com afloramento de rocha dolomítica. Relevo meia encosta. Habito: Erva ereta com base lenhosa. 40-80 cm de altura. Esparsa.","CGMS1051348",NA,NA,NA,"2007","06","02","-56,7655556","-21,2125",NA,"555","555",NA,NA,NA,NA
"13","2021-04-07 11:44:38-03","UFMS","CGMS","33673","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","A.C.M. Cristaldo","W. Vargas; T.L.B.M. Borine; W. Covre","10","2012","04","26",NA,"Brasil","Mato Grosso do Sul","Bela Vista","Lado direito da BR 267 (sentido Porto Murtinho).","-56.65","-21.5894444",NA,"Papilionoideae. Flor amarela. Planta com xilopódio. Habitat: Solo arenoso. Habito: Subarbusto. 0,50m de altura.","CGMS1063069",NA,NA,NA,"2012","05","09","-56,65","-21,5894444",NA,"430","430",NA,NA,NA,NA
"14","2021-04-07 11:44:38-03","UFMS","CGMS","58955","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","A.C.M. Cristaldo","A. Pott","13762","2005","12","09",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Princezinha, próximo à nascente do Rio Perdido, entorno do Parque Nacional da Serra da Bodoquena.","-56.8391666","-21.05",NA,"Papilionoideae. Flor amarelada. Fruto castanho. Habitat: Pastagem cultivada em área de cerradão decidual. Solo argiloso vermelho. Relevo plano, entre morrote e deprimido alagado. Habito: Erva ereta com base lenhosa. 60 cm de altura.","CGMS1088874",NA,NA,NA,"2007",NA,NA,"-56,8391666","-21,05",NA,"569","569",NA,NA,NA,NA
"15","2021-04-07 11:44:38-03","UFMS","CGMS","58964","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","A.C.M. Cristaldo","A. Pott; V.J. Pott","13693","2005","12","11",NA,"Brasil","Mato Grosso do Sul","Bonito","Estrada boiadeira, fazenda Santo Antônio, entorno do Parque Nacional da Serra da Bodoquena.","-56.4818992614746","-21.1210994720459",NA,"Papilionoideae. Flor amarela clara. Fruto castanho. Habitat: Campo arbustivo de cerrado com Butia, Acosmium subelegans (regeneração) em pastagem de Brachiaria. Solo argiloso vermelho com afloramento de calcário dolomítico. Relevo val","CGMS1088883",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA
"16","2021-04-07 11:44:38-03","UFMS","CGMS","58956","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","A.C.M. Cristaldo","A. Pott; V.J. Pott, G. Hatschbach, J. Silva, A.C.M. Cristaldo","10524","2002","11","08",NA,"Brasil","Mato Grosso do Sul","Bonito","MS-382, Km W de Bonito.","-56.4818992614746","-21.1210994720459",NA,"Papilionoideae. Flor amarela.Folha discolor. Habitat: Campo cerrado. Solo argiloso vermelho. Relevo quase plano. Habito: Subarbusto, com xilopódio, 70 cm de altura. Freqüente.","CGMS1088875",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA
"17","2019-08-20 10:14:50-03","UNICAMP","UEC","31473","S","Plantae","Magnoliopsida",NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Fortunato, R","Garcia, WBG","13875",NA,NA,NA,NA,"Brazil","Mato Grosso do Sul","Amambai","Arredores da tribo Caiuá","-55.320619","-23.118472",NA,"flor","UEC127984",NA,NA,NA,"1998",NA,NA,"-55.320619","-23.118472",NA,NA,NA,NA,NA,NA,NA
"18","2019-11-06 09:55:37-03","UFOP","OUPR","19108","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Badini, J.","Badini, J.","s.n.","1980","04","16",NA,"Brasil","Minas Gerais","Ouro Preto","Botafogo","-43.5080986022949","-20.2875003814697",NA,"Campo. Arbusto. Flores avermelhadas",NA,NA,NA,NA,"1980","04","17",NA,NA,NA,NA,NA,"44599","auto",NA,NA
"19","2019-11-06 09:55:37-03","UFOP","OUPR","19107","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Badini, J.","Badini, J.","s.n.","1980","04","16",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,"Campo. Arbusto. Flores avermelhadas",NA,NA,NA,NA,"1980","04","17",NA,NA,NA,NA,NA,"44599","auto",NA,NA
"20","2020-12-21 16:27:56-03","MBM","MBM","276647","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Fortunato, R.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","73906","2002","11","08","Southern America","Brazil","Mato Grosso do Sul","Bonito","Rodovia Bonito - Campo dos Índios, próximo a Três Morros","-56.4818992614746","-21.1210994720459",NA,NA,"MBM276647","MBM276647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA
"21","2020-12-21 16:27:56-03","MBM","MBM","13529","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Fortunato, R.","Hatschbach, G.","23623",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Rio Brilhante","Entroncamento","-54.5463981628418","-21.8019008636475",NA,NA,"MBM013529","MBM013529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65544","auto",NA,NA
"22","2020-12-21 16:27:56-03","MBM","MBM","17446","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Fortunato, R.","Hatschbach, G.","25255",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Sidrolândia","Santa Fé",NA,NA,NA,"=45341","MBM017446","MBM017446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:27:56-03","MBM","MBM","298670","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Cristaldo, A.C.M.","Vargas, W.; Borine, T.L.B.M.; Covre, W.; Borine, T.L.B.M.; Covre, W.","10","2012","04","26","Southern America","Brazil","Mato Grosso do Sul","Bela Vista","lado direito da BR 267 (sentido Porto Murtinho)","-56.661556","-21.589556",NA,"Subarbusto de 0,50m de altura. Flor amarela. Planta com xilopódio.; Solo arenoso.","MBM298670","MBM298670",NA,NA,"2012","05","09","-56.661556","-21.589556",NA,"430","430",NA,NA,NA,NA
"24","2020-12-21 16:27:56-03","MBM","MBM","42491","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Grear, J.","Hatschbach, G.","38687",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Dourados","Rio Dourado",NA,NA,NA,NA,"MBM042491","MBM042491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:27:56-03","MBM","MBM","45341","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Grear, J.","Hatschbach, G.","26055",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Sidrolândia","Santa Fé",NA,NA,NA,"=17446","MBM045341","MBM045341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:27:56-03","MBM","MBM","270171","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Fortunato, R.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","73242","2002","05","21","Southern America","Brazil","Mato Grosso do Sul","Bonito","Rod. MS-270, km 15-20","-56.4818992614746","-21.1210994720459",NA,NA,"MBM270171","MBM270171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA
"27","2020-12-21 16:27:56-03","MBM","MBM","276648","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Fortunato, R.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","73903","2002","11","08","Southern America","Brazil","Mato Grosso do Sul","Bonito","Rodovia Bonito - Campo dos Índios, próximo a Três Morros","-56.4818992614746","-21.1210994720459",NA,NA,"MBM276648","MBM276648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA
"28","2020-12-21 16:27:56-03","MBM","MBM","280812","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Fortunato, R.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74468","2003","03","10","Southern America","Brazil","Mato Grosso do Sul","Bonito","Rodovia Bonito - Campo dos Índios, próximo a Três Morros","-56.4818992614746","-21.1210994720459",NA,NA,"MBM280812","MBM280812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA
"29","2015-10-25 19:59:55-02","MNHN","RECOLNAT_MNHN_P","P00708609","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.","Grear","Hassler, E.",NA,NA,"12",NA,NA,"Paraguay",NA,NA,"Iter ad Yerbales montium Sierra de Maracayu. In regione vicine Igatimi",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00708609' target='other'> <mi>dwc_moreinfo</mi></a>","P00708609","P00708609_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5620",NA
"30","2015-10-25 20:00:10-02","MNHN","RECOLNAT_MNHN_P","P00708610","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.","Grear","Hassler, E.",NA,NA,"12",NA,NA,"Paraguay",NA,NA,"Iter ad Yerbales montium Sierra de Maracayu. In regione vicine Igatimi",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00708610' target='other'> <mi>dwc_moreinfo</mi></a>","P00708610","P00708610_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5620",NA
"31","2015-10-25 16:27:42-02","MNHN","RECOLNAT_MNHN_P","P00708611","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.","Grear","Hassler, E.",NA,NA,"12",NA,NA,"Paraguay",NA,NA,"Iter ad Yerbales montium Sierra de Maracayu. In regione vicine Igatimi. In campis",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00708611' target='other'> <mi>dwc_moreinfo</mi></a>","P00708611","P00708611_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5621",NA
"32","2015-09-04 02:11:22-03","MNHN","RECOLNAT_MNHN_P","P00758813","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.","Grear","Saint-Hilaire, A. de",NA,"1821",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","autre inscription en plus du num de récolte (1348) : B.452# <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758813' target='other'> <mi>dwc_moreinfo</mi></a>","P00758813","P00758813_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1348",NA
"33","2015-09-04 02:05:42-03","MNHN","RECOLNAT_MNHN_P","P02748589","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.",NA,"Balansa, B.",NA,"1876","5","24",NA,"Paraguai",NA,NA,"Paraguay. Caaguazu.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748589' target='other'> <mi>dwc_moreinfo</mi></a>","P02748589","P02748589_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1540",NA
"34","2015-09-04 02:05:42-03","MNHN","RECOLNAT_MNHN_P","P02748590","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.",NA,"Riedel",NA,"1826","2","1",NA,"Brasil",NA,NA,"Brésil. Rio Paranap.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748590' target='other'> <mi>dwc_moreinfo</mi></a>","P02748590","P02748590_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"203",NA
"35","2015-09-04 02:05:42-03","MNHN","RECOLNAT_MNHN_P","P02748591","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.",NA,"Hassler, E.",NA,"1901","1","1",NA,"Paraguai",NA,NA,"Prope Concepcion.","-57.43","-23.4","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748591' target='other'> <mi>dwc_moreinfo</mi></a>","P02748591","P02748591_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8304",NA
"36","2015-09-04 02:05:42-03","MNHN","RECOLNAT_MNHN_P","P02748592","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.",NA,"Balansa, B.",NA,"1876","5","24",NA,"Paraguai",NA,NA,"Caaguazu, dans les campos.","-56.019","-25.46","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748592' target='other'> <mi>dwc_moreinfo</mi></a>","P02748592","P02748592_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1540",NA
"37","2015-09-04 02:05:42-03","MNHN","RECOLNAT_MNHN_P","P02748593","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"in altaplanitie et declivibus Sierra de Amambay",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748593' target='other'> <mi>dwc_moreinfo</mi></a>","P02748593","P02748593_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9783",NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","3214879","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.","Fortunato","Isabel Basualdo","Basualdo 002061","1988","12","21","South America","Paraguay","Caazapá",NA,"Tavai. Destacamento militar","-55.33333","-26.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","3215081","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.","Fortunato","Isabel Basualdo","Basualdo 001714","1988","10","30","South America","Paraguay","Caazapá",NA,"Tavai. Destcamento militar.","-55.33333","-26.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","2182868","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.","Caballero (Itaipu)","Caballero","Caballero 1837","1990","10","14","South America","Paraguay","Alto Paraná",NA,"reserva biologica Tati Yupi, 4-5 km NE de Hernandarias. Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","2182869","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.","Caballero (Itaipu)","Caballero","Caballero 1837","1990","10","14","South America","Paraguay","Alto Paraná",NA,"reserva biologica Tati Yupi, 4-5 km NE de Hernandarias. Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2009-08-25 17:41:00-03","MO","MOBOT","3214446","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.","Fortunato","Luciano Bernardi","Bernardi 20582","1980","4","14","South America","Brazil",NA,NA,"In incultis ad Antonio Joao, Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","3215456","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.","Fortunato","Mirtha Ortiz","Ortiz 000849","1966","12","3","South America","Paraguay","Caazapá",NA,"Tavai-arroyo Mboi Shini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","984467","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.","R. Fortunato (BAB)","Elsa M. Zardini|Leongino Guerrero","Zardini 42081","1994","12","28","South America","Paraguay","Caaguazú",NA,"East of Caaguazú. Cerrado scrub.","-55.80305","-25.39638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"390.00000000",NA,NA,NA,"987","5"
"45","2009-08-21 07:03:00-03","MO","MOBOT","2217955","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","(Benth.) Benth.",NA,"Émile Hassler","Hassler 5620",NA,NA,NA,"South America","Paraguay","Canindeyú",NA,"Reserva Natural del Bosque Mbaracayu.","-55.33333","-23.98333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","1573046","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.",NA,"P. Jörgensen","4883","1932","2",NA,"South America","Paraguay",NA,NA,"Ita- Comon [interpreted]",NA,NA,NA,NA,"US02346840",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"47","2020-09-12 05:00:02-03","US","US","3125514","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.",NA,"G. Hatschbach","23623","1970","2","16","South America - Neotropics","Brazil","Mato Grosso",NA,"Entroncamento (mun. Rio Brilhante) Mato Grosso",NA,NA,NA,NA,"US02346839","US02346839_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
