"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"212","2016-09-27 03:02:00-03","NY","NYBG","00852457","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","C. Delnatte","173","2005","10","13","South America","French Guiana","Cayenne","Ile de Cayenne, Chemin Vidal. Début du chemin de l'habitation Vidal, près du lycée Gontran-Damas","-52.288408","4.9417",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00852457","Magnoliophyta","Solanales",NA,"C. Delnatte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-03-15 16:37:00-03","NY","NYBG","770844","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","J. R. Pirani","s.n.","1981","07","21","South America","Brazil","Bahia","Estrada Andaraí-Mucugê, próximo ao Rio Paraguaçu.","-41.3706","-13.0056",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750542' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770844","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00770844_01",NA,NA,"Mucugê",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-03-15 16:37:00-03","NY","NYBG","00829551","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","K. M. Redden","4268","2006","09","15","South America","Guyana",NA,"Micobe road outside of village.","-58.9808","5.3414",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00829551","Magnoliophyta","Solanales","Lam.","M. H. Nee",NA,"22","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-03-15 16:37:00-03","NY","NYBG","00700735","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","A. N. Prentiss","s.n.","1870","08","10","South America","Brazil","Pará",NA,NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700735","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700735_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-03-15 16:37:00-03","NY","NYBG","01101309","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","A. M. Amorim","6091","2006","06","15","South America","Brazil","Bahia","RPPN Caminho das Pedras, em trilha de acesso ao Peito-de-Moça. Coletas efetuadas na trilha para a residência do Sr. Mormaço.","-39.3417","-15.1736",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1243549' target='other'> <mi>dwc_moreinfo</mi></a>","NY01101309","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY01101309_01","1000","1000","Arataca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-15 16:37:00-03","NY","NYBG","00713048","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","A. L. Bernardi","6652","1957","04","19","South America","Venezuela",NA,"C. D. [Campo Diamantifero] de Uaiparú, Zona de Ikabaru. Guayana Venzolana",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853426' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713048","Magnoliophyta","Solanales","Lam.","M. H. Nee",NA,"420","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-03-15 16:37:00-03","NY","NYBG","00700729","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","M. G. Vieira","693","1979","10","27","South America","Brazil","Rondônia","A 29 km de Vilhena","-60.17","-12.75",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700729","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700729_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-03-15 16:37:00-03","NY","NYBG","00700697","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","G. C. G. Argent","6616","1967","10","01","South America","Brazil","Mato Grosso","Base Camp","-51.77","-12.82",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837120' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700697","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700697_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-15 16:37:00-03","NY","NYBG","02703525","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","M. G. Bovini","3497","2011","03","28","South America","Brazil","Acre","vegetação de Campinarana, sítio Deus me ajude. 07´31´43S e 72º50´27W.","-72.6699981689453","-7.63111019134521",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3006212' target='other'> <mi>dwc_moreinfo</mi></a>","NY02703525","Magnoliophyta","Solanales","Lam.","L. L. Giacomin","NY02703525_01",NA,NA,"Cruzeiro do Sul","123037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-15 16:37:00-03","NY","NYBG","00700833","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","K. M. Redden","2281","2004","03","14","South America","Guyana","Cuyuni-Mazaruni","Bartica-Potaro Road at Amerindian village","-59.1443611","5.36844444",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700833","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700833_01","77","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-03-15 16:37:00-03","NY","NYBG","00713081","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","T. D. McDowell","1821","1990","01","23","South America","Guyana","Demerara-Mahaica","Along road between Rockstone and Linden","-58.42","5.98",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713081","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00713081_01","10","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-03-15 16:37:00-03","NY","NYBG","00700714","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","L. Coradin","5910","1983","06","21","South America","Brazil","Piauí","Rodovia Bom Jesus-Canto do Buriti Km 103","-46.83","-8.28",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837136' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700714","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700714_01","310","310","Cristino Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-03-15 16:37:00-03","NY","NYBG","1747947","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","G. Pereira-Silva","14988","2010","03","18","South America","Brazil","Rondônia","Estrada de acesso ao porto Prainha (balsa da mineradora) próximo ao povoado Mutum Paraná.","-64.9419","-9.6147",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1989443' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747947","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY01747947_01","100",NA,"Jaci-Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-03-15 16:37:00-03","NY","NYBG","00700764","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","M. H. Nee","42367","1992","01","29","South America","Brazil","Amazonas","Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, then 23 km east on ZF3, Fazenda Esteio. Between camp Colosso and camp Florestal","-59.8885828","-2.4292245",NA,NA,"sheet",NA,"Projeto Dinâmica Biológica de Fragmentos Florestais <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700764","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700764_01",NA,NA,"Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-15 16:37:00-03","NY","NYBG","00700744","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","I. L. do Amaral","977","1983","04","26","South America","Brazil","Pará","Estrada Santarém-Cuiabá, BR 163, km 794, Serra do Cachimbo, Base Aérea, margem do rio Braço-Norte, afluente do Curuá","-54.9","-9.37",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700744","Magnoliophyta","Solanales","Lam.","L. S. Coêlho","NY00700744_01",NA,NA,"Itaituba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2021-03-15 16:37:00-03","NY","NYBG","00700680","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","T. C. Plowman","9196","1980","02","27","South America","Brazil","Tocantins","Ribeirão do Côrrego, 55 km. southwest of Estreito along Belém-Brasília highway (BR-153)","-47.82","-6.82",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700680","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700680_01","480","480","Tocantinópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-03-15 16:37:00-03","NY","NYBG","169741","PreservedSpecimen","Plantae","Solanaceae","Solanum","grandiflorum","Solanum grandiflorum setosum","G. Gardner","VI.2269",NA,NA,NA,"South America","Brazil","Piauí","Brasil. trop.",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00169741","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","NY00169741_01",NA,NA,NA,NA,NA,"setosum","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-01-28 13:11:34-03","MCN-PUC-MINAS","HPUC-MG","ANG536","S","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Maielo - Silva, L.",NA,"2010","01","13",NA,"Brasil","Espirito Santo","Mimoso do Sul","-41.3664016723633","-21.0641994476318",NA,NA,NA,NA,"Nº IBAMA (CTF) = 4477412",NA,NA,NA,NA,NA,NA,NA,NA,"Mimoso do Sul","29430","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-01-28 13:11:34-03","MCN-PUC-MINAS","HPUC-MG","ANG544","S","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Maielo - Silva, L.",NA,"2010","01","16",NA,"Brasil","Espirito Santo","Mimoso do Sul","-41.3664016723633","-21.0641994476318",NA,NA,NA,NA,"Nº IBAMA (CTF) = 4477412",NA,NA,NA,NA,NA,NA,NA,NA,"Mimoso do Sul","29430","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-01-28 13:11:34-03","MCN-PUC-MINAS","HPUC-MG","ANG545","S","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Maielo - Silva, L.",NA,"2009","09","25",NA,"Brasil","Espirito Santo","Mimoso do Sul","-41.3664016723633","-21.0641994476318",NA,NA,NA,NA,"Nº IBAMA (CTF) = 4477412",NA,NA,NA,NA,NA,NA,NA,NA,"Mimoso do Sul","29430","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-02-08 11:10:19-03","UNESP-IBB","BOTU","6424","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Estrela, M.R.","27-15376","1976","03","15",NA,"Brasil","Amazonas",NA,"-63.166667","-7.516667","63°10'00w","7°31' s",NA,NA,"veg, cerrado fechado, com veget. Arbustiva e árvores de grande porte, além de veget. Rasteira; árvore arbustiva, chegando a 2m alt., com flor roxa ou lilás; nome vulgar jurubeba","BOTU006424",NA,NA,"Lam.",NA,NA,NA,NA,"Humaitá",NA,NA,NA,NA,"1987","01","01",NA,NA,NA,NA,NA,NA
"233","2020-11-04 08:56:13-03","UFPI-MRV","HDELTA","1820","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Carvalho, Y.S.; Silva, M.S.S.","14","2015","02","10",NA,"Brasil","Piauí","Fazenda Trapiá","-41.774667","-3.363806","41°46'28,80''W","03°21'49,70''S",NA,NA,"<ll>dwc_commonname:</ll> Jurubeba","HDELTA001820",NA,NA,"Lam.","Carvalho, Y. S.; Silva, M. S. S.",NA,NA,NA,"Caxingó",NA,NA,NA,NA,"2016","04","12",NA,NA,NA,NA,NA,NA
"234","2020-11-04 08:56:13-03","UFPI-MRV","HDELTA","2886","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Carvalho, Y.S.","152","2016","01","12",NA,"Brasil","Piauí","Caxingó","-41.77325","-3.36525","041º46'23,70W","03º21'54,9S",NA,NA,"<ll>dwc_commonname:</ll> Jurubeba","HDELTA002886",NA,NA,"Lam.","Carvalho, Y.S.",NA,NA,NA,NA,NA,NA,NA,NA,"2016","01","12",NA,NA,NA,NA,NA,NA
"235","2020-11-04 08:56:13-03","UFPI-MRV","HDELTA","1331","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Silva, M. F. S.","759","2014","11","22",NA,"Brasil","Piauí","Fazenda Trapiá","-41.77325","-3.36525","41°46'23,70''W","03°21'54,90''S",NA,NA,"Árvore de alt. 4m; espinhos por toda a planta. Projeto phytobios. Caatinga. <ll>dwc_commonname:</ll> Jurubeba","HDELTA001331",NA,NA,"Lam.","SILVA, M. F. S",NA,NA,NA,"Caxingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-06-29 11:32:43-03","UFRJ","RFA","13858","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","A.P. Duarte; Appa 137","6582","1962","09","10",NA,"Brasil","Amazonas","Rio Domani","-62.9241981506348","-0.974722027778625",NA,NA,NA,NA,NA,"RFA49469",NA,NA,"Lam.","M.F. Agra",NA,NA,NA,"Barcelos","358570","auto",NA,NA,"1997","04","04",NA,NA,NA,NA,NA,NA
"237","2020-06-29 11:32:43-03","UFRJ","RFA","8997","PreservedSpecimen","Plantae","Solanaceae","Solanum","macranthum","Solanum macranthum","E. Pereira","3785","1958","05","20",NA,"Brasil","Rio de Janeiro","Distrito Federal, Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"RFA49393",NA,NA,"Dunal",NA,NA,NA,NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-09-10 21:44:26-03","UNEMAT","TANG","3974","S","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Bronholi, AZ","3331","2015","06","26",NA,"Brasil","Mato Grosso","Lote D de supressão, Resgate da flora da UHE Colider","-55.674333","-10.986583","-55.674333","-10.986583",NA,NA,NA,"TANG000003974",NA,NA,"Lam.","Engels, ME",NA,"263","263","Nova Canaã do Norte",NA,NA,NA,NA,"2016","07","27",NA,NA,NA,NA,NA,NA
"239","2019-09-10 21:44:26-03","UNEMAT","TANG","4233","S","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Bronholi, AZ","308","2015","06","23",NA,"Brasil","Mato Grosso","Lote A de Supressão, Flora da UHE Colider","-55.713556","-10.979444","-55.713556","-10.979444",NA,NA,NA,"TANG000004233",NA,NA,"Lam.","Engels, ME; Canestraro, BK",NA,"251","251","Nova Canaã do Norte",NA,NA,NA,NA,"2016","04","28",NA,NA,NA,NA,NA,NA
"240","2021-03-30 12:49:56-03","EAO","IAN","108443","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Maguire, B; Pires, JM","47062","1960","07","19","Southern America","Brasil","Amapá","Second growth woodland along road between Oiapoque and Clevelândia. Occasional.","-52.916667","-0.916667","-52.916667","-0.916667",NA,NA,NA,"IAN108443","Dicotiledônea",NA,"Lam.","Giacomin, LL",NA,NA,NA,NA,NA,NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA,NA
"241","2021-03-30 12:49:56-03","EAO","IAN","107007","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Oliveira, E","1059","1960","08","26","Southern America","Brasil","Maranhão","Km 375 da Rod. Belém-Brasília.",NA,NA,NA,NA,NA,NA,NA,"IAN107007","Dicotiledônea",NA,"Lam.","Giacomin, LL",NA,NA,NA,NA,NA,NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA,NA
"242","2021-03-30 12:49:56-03","EAO","IAN","113072","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Pinheiro, FF","41","1962","08",NA,"Southern America","Brasil","Pará","IAN.",NA,NA,NA,NA,NA,NA,NA,"IAN113072","Dicotiledônea",NA,"Lam.","Costich, D",NA,NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"243","2021-03-30 12:49:56-03","EAO","IAN","113073","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Pinheiro, FF","41","1962","08",NA,"Southern America","Brasil","Pará","IAN.",NA,NA,NA,NA,NA,NA,NA,"IAN113073","Dicotiledônea",NA,"Lam.","Costich, D",NA,NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"244","2021-03-30 12:49:56-03","EAO","IAN","113715","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Pires, JM; Rodrigues, WA","51093","1961","09","19","Southern America","Brasil","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,"IAN113715","Dicotiledônea",NA,"Lam.","Costich, D",NA,NA,NA,"Porto Platon",NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"245","2021-03-30 12:49:56-03","EAO","IAN","11477","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Ducke, A","7875","1942","11","25","Southern America","Brasil","Pará","South forest of the IAN, Belém.",NA,NA,NA,NA,NA,NA,NA,"IAN011477","Dicotiledônea",NA,"Lam.","Costich, D","IAN011477 IAN011477_e",NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"246","2021-03-30 12:49:56-03","EAO","IAN","11478","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Ducke, A","7875","1942","11","25","Southern America","Brasil","Pará","South forest of the IAN, Belém.",NA,NA,NA,NA,NA,NA,NA,"IAN011478","Dicotiledônea",NA,"Lam.","Costich, D","IAN011478 IAN011478_e",NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"247","2021-03-30 12:49:56-03","EAO","IAN","11481","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Ducke, A","7875","1942","11","25","Southern America","Brasil","Pará","South forest of the IAN, Belém.",NA,NA,NA,NA,NA,NA,NA,"IAN011481","Dicotiledônea",NA,"Lam.","Costich, D","IAN011481 IAN011481_e IAN011481_e1",NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"248","2021-03-30 12:49:57-03","EAO","IAN","115571","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Oliveira, E","2788","1963","10","24","Southern America","Brasil","Amazonas","Km 55 da Rod. Manaus-Itacoatiara.",NA,NA,NA,NA,NA,NA,NA,"IAN115571","Dicotiledônea",NA,"Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-03-30 12:49:57-03","EAO","IAN","11692","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Ducke, A","7707","1942","10","20","Southern America","Brasil","Pará","South forest of the IAN, Belém.",NA,NA,NA,NA,NA,NA,NA,"IAN011692","Dicotiledônea",NA,"Lam.","Costich, D","IAN011692 IAN011692_e IAN011692_e1",NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"250","2021-03-30 12:49:57-03","EAO","IAN","117299","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Prance, GT; Pennington, TD","1817","1965","10","30","Southern America","Brasil","Pará","Road Br 22, Capanema to Maranhão.",NA,NA,NA,NA,NA,NA,NA,"IAN117299","Dicotiledônea",NA,"Lam.","Costich, D",NA,NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"251","2021-03-30 12:49:57-03","EAO","IAN","162065","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Plowman, T; Davidse, G","8390","1980","02","04","Southern America","Brasil","Tocantins","Road from highway BR 153 to Itaporã 12km west of village of Prs. K. Fazenda Primavera along Ribeirão Feinho.","-48.616667","-3.416667","-48.616667","-3.416667",NA,NA,NA,"IAN162065","Dicotiledônea",NA,"Lam.","Giacomin, LL",NA,"500","500","Presidente Kennedy",NA,NA,NA,NA,"2019","05","07",NA,NA,NA,NA,NA,NA
"252","2021-03-30 12:49:57-03","EAO","IAN","144888","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Ratter, JA; Santos, RR dos","1283","1968","05","04","Southern America","Brasil","Mato Grosso","6Km S of the Base Camp of the Expedition.","-51.866667","-12.9","-51.866667","-12.9",NA,NA,NA,"IAN144888","Dicotiledônea",NA,"Lam.","Giacomin, LL",NA,NA,NA,NA,NA,NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA,NA
"253","2021-03-30 12:49:57-03","EAO","IAN","130727","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Irwin, HS; Maxwell, HS","21061","1968","03","12","Southern America","Brasil","Goiás","Cut-over forest, ca. 2km S of Araguaína, Goiás.",NA,NA,NA,NA,NA,NA,NA,"IAN130727","Dicotiledônea",NA,"Lam.","Giacomin, LL",NA,"300","300",NA,NA,NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA,NA
"254","2021-03-30 12:49:57-03","EAO","IAN","130758","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Irwin, HS; Maxwell, HS","21416","1968","03","19","Southern America","Brasil","Goiás","Roadside embankment. Gallery forest and adjacent cerrado, ca. 2km S of Guará.",NA,NA,NA,NA,NA,NA,NA,"IAN130758","Dicotiledônea",NA,"Lam.","Giacomin, LL",NA,"550","550",NA,NA,NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA,NA
"255","2021-03-30 12:49:57-03","EAO","IAN","13195","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Silva, A da","246","1944","06","22","Southern America","Brasil","Pará","Belém,on lands of IAN, k of Administration Building Along roads.",NA,NA,NA,NA,NA,NA,NA,"IAN013195","Dicotiledônea",NA,"Lam.","Costich, D","IAN013195 IAN013195_e",NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"256","2021-03-30 12:49:57-03","EAO","IAN","132643","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Austin, DF","4161","1969","06","09","Southern America","Brasil","Pará","Belém, Grounds of the IPEAN, common in fields. Roads to S.W. of Mocambo, terra firme.",NA,NA,NA,NA,NA,NA,NA,"IAN132643","Dicotiledônea",NA,"Lam.","Costich, D",NA,NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"257","2021-03-30 12:49:57-03","EAO","IAN","13394","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Silva, MB da","44","1942","09","06","Southern America","Brasil","Pará","Belém, 6km no IAN, near Eunâ.",NA,NA,NA,NA,NA,NA,NA,"IAN013394","Dicotiledônea",NA,"Lam.","Costich, D","IAN013394 IAN013394_e IAN013394_e1 IAN013394_e2",NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"258","2021-03-30 12:49:57-03","EAO","IAN","140186","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Pires, JM; Passos, BC dos","13203","1973","08","21","Southern America","Brasil","Pará","Serra Norte.",NA,NA,NA,NA,NA,NA,NA,"IAN140186","Dicotiledônea",NA,"Lam.","Costich, D",NA,NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"259","2021-03-30 12:49:57-03","EAO","IAN","143427","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Cordeiro, MR","213","1974","06","29","Southern America","Brasil","Mato Grosso","Aripuanã.",NA,NA,NA,NA,NA,NA,NA,"IAN143427","Dicotiledônea",NA,"Lam.","Giacomin, LL",NA,NA,NA,"Dardanelos",NA,NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA,NA
"260","2021-03-30 12:49:57-03","EAO","IAN","149991","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Coradin, L","516","1975","06","05","Southern America","Brasil","Pará","Martins Pinheiro, Campina do Mangaba.",NA,NA,NA,NA,NA,NA,NA,"IAN149991","Dicotiledônea",NA,"Lam.","Costich, D",NA,NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"261","2021-03-30 12:49:57-03","EAO","IAN","152895","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Ribeiro, BGS","1340","1976","06","24","Southern America","Brasil","Pará","Serra dos Carajás, margem da estrada 1-4, mata alta de terra firme.",NA,NA,NA,NA,NA,NA,NA,"IAN152895","Dicotiledônea",NA,"Lam.","Costich, D",NA,NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
"262","2021-03-30 12:49:57-03","EAO","IAN","152964","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","Ribeiro, BGS","1409","1976","06","28","Southern America","Brasil","Pará","Serra dos Carajás",NA,NA,NA,NA,NA,NA,NA,"IAN152964","Dicotiledônea",NA,"Lam.","Costich, D",NA,NA,NA,NA,NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA
