"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","individualCount","phylum","class","order","continentOcean","preparationType","coordinatePrecision","geoFlag","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","previousCatalogNumber","sex"
"137","2019-08-20 10:00:46-03","UNICAMP","UEC","140610","S","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch ex Rchb.f.","Meneguzzo, TEC","2015",NA,NA,"Breier, TB","2005","06","18","Brazil","São Paulo","Atibaia","Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"UEC034582","UEC034582","1301",NA,NA,"Liliopsida",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:20:10-03","UNICAMP","UEC","63169","S","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch ex Rchb.f.","Meneguzzo, TEC","2015",NA,NA,"Bernacci, LC",NA,NA,NA,"Brazil","São Paulo","Atibaia","Parque Municipal da Grota Funda.","-46.5499992370605","-23.1100006103516",NA,NA,"900","1400","UEC017588","UEC017588","28432","Epífita ca. 0,5 m alt., flores esbranquiçadas, odoríferas, ocorrente no interior da mata mesófila de altitude.; Mata mesófila de altitude com afloramentos rochosos no interior ou expostos.",NA,"Liliopsida",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"139","2019-08-20 10:00:46-03","UNICAMP","UEC","140326","S","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch ex Rchb.f.","Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER","2004","07","07","Brazil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC034581","UEC034581","s.n.","Data de floração: 07/07/2004. Cultivado na casa de vegetação da Unicamp.",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:20:10-03","UNICAMP","UEC","43410","S","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch ex Rchb.f.","Meneguzzo, TEC","2015",NA,NA,"Taroda, N; Gouvêa, LSK; Yamamoto, K","1986","04","30","Brazil","São Paulo","Campinas","Distrito de Cabras mata próxima ao Obser","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC017612","UEC017612","18566","Herbácea, sobre pedras. Flores amarelas perfumadas.",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:20:10-03","UNICAMP","UEC","160135","S","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch ex Rchb.f.","Meneguzzo, TEC","2015",NA,NA,"Corrêa, AM; Hoch, AM; Prado, J; Costa, CB; et al.","1996","05","24","Brazil","São Paulo","Iporanga","Fazenda Intervales, Trilha do Carmo. Beira de estrada.","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"UEC017661","UEC017661","83","Epífita, flores amareladas, labelo com manha vermelha. Tronco caído.",NA,"Liliopsida",NA,NA,NA,NA,"38740","auto",NA,NA,NA,NA,NA,NA
"142","2019-08-20 10:00:46-03","UNICAMP","UEC","97213","S","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch ex Rchb.f.","Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER","1998","05","24","Brazil","São Paulo","Jundiaí","Serra do Japi, sentido Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC034583","UEC034583","198",NA,NA,"Liliopsida",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"143","2019-08-20 10:00:46-03","UNICAMP","UEC","131653","S","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch ex Rchb.f.","Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER","2003","04","24","Brazil","São Paulo","Jundiaí","Serra do Japi, sentido Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC034584","UEC034584","1066",NA,NA,"Liliopsida",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:20:10-03","UNICAMP","UEC","160192","S","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch ex Rchb.f.","Meneguzzo, TEC","2015",NA,NA,"Eiten, G; Eiten, LT; Sota, E","1960","06","18","Brazil","São Paulo","São Paulo","About 10 km due north of center of São Paulo (Praça da Sé). Serra da Cantareira, near top.","-46.6300010681152","-23.5400009155273",NA,NA,"1200","1200","UEC017678","UEC017678","2178","Orchid on tree fern trunk, 3m. from ground. Fls. light green when young, yellowish-green when older. Slipper with upper edge & tip of lower projection rusty orange, rest whitish green.; Virgin forest, ravine of brook, in shade.",NA,"Liliopsida",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:20:15-03","UNICAMP","UEC","116318","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Souza, VC; Sakuragui, CM","1993","09","06","Brazil","São Paulo","Itararé","Estrada Itararé - Bonsucesso. Descida da Serra.","-49.159444","-24.274444","-49.159444","-24.274444",NA,NA,"UEC017600","UEC017600","4216","Erva em touceiras, rupícola, tépalas amarela-pálides, coluna alva. Interior de mata.; Mata higrófila de encosta.&nf;Área de contato Cristalino - Bacia sedimentar do Paraná (Cornija).",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-08-20 10:00:46-03","UNICAMP","UEC","139827","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Breier, TB; Dittrich, VAO","2002","09","25","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, parcelas permanentes","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,"UEC034516","UEC034516","630",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-08-20 10:00:46-03","UNICAMP","UEC","140351","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Faria, AD",NA,NA,NA,"Brazil","Rio de Janeiro","Macaé de Cima",NA,NA,NA,NA,NA,NA,NA,"UEC034522","UEC034522","s.n.",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:20:15-03","UNICAMP","UEC","86684","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Leitão Filho, HF; Rezende, RR; et al.","1995","02","14","Brazil","São Paulo","Jacupiranga","Parque Estadual do Jacupiranga, Núcleo Cedro.","-48.414722","-24.962222","-48.414722","-24.962222",NA,NA,"UEC017611","UEC017611","33500","Epífita, pétalas, sépalas e labelo amarelos, frutos imaturos verdes.; Mata atlântica de encosta.",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:20:15-03","UNICAMP","UEC","160133","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Custódio-Filho, A","1983","09","16","Brazil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia.","-45.866667","-23.633333","-45.866667","-23.633333","890","950","UEC017663","UEC017663","1538","Epífita, flores amarelas.",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:20:15-03","UNICAMP","UEC","68242","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Barros, F; et al.","1993","11","09","Brazil","São Paulo","Ubatuba","Trilha do Corisco","-44.816667","-23.333333","-44.816667","-23.333333",NA,NA,"UEC017609","UEC017609","26469","Epífita, com flores amarelo-esverdeadas, coluna branca.; Mata de encosta.",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:20:15-03","UNICAMP","UEC","86513","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Leitão Filho, HF; Rodrigues, RR","1995","02","08","Brazil","São Paulo",NA,"São Paulo, BR 116, a 10km do Barrra do Turvo.",NA,NA,NA,NA,NA,NA,"UEC017610","UEC017610","32876","Flores amarelas, coluna branca com cavidade estigmatífera vermelha.",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:20:15-03","UNICAMP","UEC","206762","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Forster, W","2018","06",NA,"Nunes, CEP","2012","11","29","Brazil","São Paulo","São Luiz do Paraitinga","Trilha da Pirapitinga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667","-45.133333","-23.316667","80","1200","UEC053914","UEC053914","2012/41","Erva epífita.; Floresta Ombrófila Densa Sub-Montana.",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-08-20 10:00:46-03","UNICAMP","UEC",NA,"S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Breier, TB; Dittrich, VAO","2002","09","25","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, parcelas permanentes","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,"UEC034521",NA,"630",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-01 16:20:15-03","UNICAMP","UEC","206763","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Forster, W","2018","06",NA,"Nunes, CEP","2013","04","13","Brazil","São Paulo","São Luiz do Paraitinga","Trilha da Poço do Pito, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667","-45.133333","-23.316667","80","1200","UEC050254","UEC050254","2013/42","Erva epífita.; Floresta Ombrófila Densa Sub-Montana.",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-01 16:20:15-03","UNICAMP","UEC","156199","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC",NA,NA,NA,"Paula, JA","1987","05","16","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,"UEC062261","UEC062261","s.n.","Epífita.&nf;; Mata Secundária.",NA,"Liliopsida",NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA
"156","2019-08-20 10:00:46-03","UNICAMP","UEC","135379","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Simões, AO; Belinello, R; Singer, RB","1998","12","02","Brazil","Minas Gerais","Minduri","Mata Triste","-44.6039009094238","-21.6819000244141",NA,NA,"1300","1300","UEC034524","UEC034524","610","Epífita, flores amarelo-esverdeadas, fragrantes, coluna com detalhes em laranja.",NA,"Liliopsida",NA,NA,NA,NA,"15713","auto",NA,NA,NA,NA,NA,NA
"157","2021-03-01 16:20:15-03","UNICAMP","UEC","108015","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Freitas, L","1999","06","18","Brazil","Minas Gerais","São Roque de Minas","São José do Barreiro","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"UEC017606","UEC017606","685","Erva epífita e terrestre/25cm . Flores: corola amarelo vivo, mancha laranja na coluna.; Campo de altitude.",NA,"Liliopsida",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"158","2019-08-20 10:00:46-03","UNICAMP","UEC","161205","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Andrade-Lima, AD","1972","12","19","Brazil","Pernambuco","Caruaru","Brejo dos Cavalos","-35.9761009216309","-8.28332996368408",NA,NA,NA,NA,"UEC069184","UEC069184","72-7115",NA,NA,"Liliopsida",NA,NA,NA,NA,"35136","auto",NA,NA,NA,NA,NA,NA
"159","2021-03-01 16:20:15-03","UNICAMP","UEC","115921","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Giordano, LC; Marques, MCM; Klein, VLG; Sylvestre, LS","1989","08","17","Brazil","Rio de Janeiro","Petrópolis","Distrito de Corrêas, Bonfim (antinga Fazenda Bonfim); mata seguindo paralelamente o Rio Bonfim.","-43.1786003112793","-22.5049991607666",NA,NA,"1600","1700","UEC017608","UEC017608","776","Planta bulbosa; rupícola. Umbrófila. Folhas verdes concolores; flores amarlas, labelo alvacento com mácula vermelha (mais internamente).",NA,"Liliopsida",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA
"160","2021-03-01 16:20:15-03","UNICAMP","UEC","115920","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Sucre, D; Braga, PIS","1968","02","12","Brazil","Rio de Janeiro","Teresópolis","Estrada para Posse, Crescendo em mata secundária.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"UEC017522","UEC017522","3400","Epífita, umbrófila, flor amarelo esverdeado.",NA,"Liliopsida",NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"161","2021-03-01 16:20:15-03","UNICAMP","UEC","115919","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Bertoncini, AP; Dário, FR; Lopes, FR; Rodrigues, RR; Souza, VC; Tamashiro, JY","1996","12","11","Brazil","São Paulo","Cunha","Parque estadual da Serra do Mar, Borda, trilha do Rio Bonito. Núcleo Cunha.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"UEC017604","UEC017604","723","Folhas membranáceas (mais largas que a 704), flores amareladas com coluna branca e calosidade alaranjada intenso. Foto.; Floresta Ombrófila Densa com ação antrópica.",NA,"Liliopsida",NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA
"162","2019-08-20 10:00:46-03","UNICAMP","UEC","132314","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER","2003","11","19","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC034520","UEC034520","1099",NA,NA,"Liliopsida",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"163","2019-08-20 10:00:46-03","UNICAMP","UEC","133873","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER; Mickeliunas, L","2003","01","15","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC034517","UEC034517","1109",NA,NA,"Liliopsida",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"164","2019-08-20 10:00:46-03","UNICAMP","UEC","102876","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER","1998","11","30","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC034518","UEC034518","369",NA,NA,"Liliopsida",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"165","2021-03-01 16:20:15-03","UNICAMP","UEC","161347","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Shirasuna, RT; Simão-Bianchini, R; Rossi, L; Kiyama, CY","1994","09","04","Brazil","São Paulo","Salesópolis","Estação Biológica de Boracéia, Mata próxima à barragem da SABESP no Rio Claro.","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"UEC017605","UEC017605","13","Epífita, Flores amarelo esverdeadas, labelo com uma pinta avermelhada na base.",NA,"Liliopsida",NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA
"166","2019-08-20 10:00:46-03","UNICAMP","UEC",NA,"S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Breier, TB; Budke, JC","2002","08","25","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Rio Branco, Vargedo","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"UEC034513",NA,"572",NA,NA,"Liliopsida",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"167","2019-08-20 10:00:46-03","UNICAMP","UEC","139826","S","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Meneguzzo, TEC","2015",NA,NA,"Breier, TB; Budke, JC","2002","08","25","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Rio Branco, Vargedo","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"UEC034515","UEC034515","572",NA,NA,"Liliopsida",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"168","2019-11-06 09:56:52-03","UFOP","OUPR","25170","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch & Rchb.f.","Mota, R.C.","2010","05",NA,"Ferreira, M.T.M.","2010","05","04","Brasil","Minas Gerais","Ouro Preto","Serra da Brígida, Parque Natural Municipal das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"32","Epífita e terrícola. Pétalas creme. Floresta Estacional Semidecidual Altimotana. Cercada por campo rupestre acentuada declividade, árvores com altura máxima de 8m, episódios frequentes de neblina no periodo da manhã.",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"169","2019-11-06 09:56:52-03","UFOP","OUPR","3950","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","planifolia","Gomesa planifolia","(Lindl.) Kl. & Rchb.f.","Alves, R.J.V.","1988","03","23","Peron, M.V.","1987","04","23","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"s.n.","Campo rupestre. Erva epífita. Flores verdes. Coluna com mancha vermelham em forma de meia lua abaixo do estigma",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"170","2019-11-06 09:56:52-03","UFOP","OUPR","25641","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Antônio-Silva, L.","2011","11","03","Cândido, E.S.; et al.","2010","04","26","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Mata do Morro do Cachorro. Floresta","-43.492111","-20.419917","-43.492111","-20.419917",NA,NA,NA,NA,"537","Epífita terrestre. 40-50cm. Pétala e sépalas verde claro. Bulbo verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-03-12 10:29:24-03","UFOP","OUPR","34183","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Pedrosa, L.G.","2019","06","16","Pedrosa, L.G.","2019","06","16","Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,NA,NA,NA,"1659","Erva, 10cm. Flores pendentes, amareladas. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-03-12 10:29:24-03","UFOP","OUPR","34200","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Pedrosa, L.G.","2019","06","24","Pedrosa, L.G.","2019","06","24","Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,NA,NA,NA,"1676","Erva, 15cm. Flores amarelas. Mata de galeria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-10-14 10:03:58-03","FURB","FURB","11514","PreservedSpecimen","Plantae","Orchidaceae","Coppensia","paranaensis","Coppensia paranaensis","(Kraenzl.) F.Barros & V.T.Rodrigues","Gasper, AL de","2009","04",NA,"Stival-Santos, A.; Silveira, S.","2008","12","13","Brasil","Santa Catarina","Anita Garibaldi","Cachoeira Primeira.","-51.2122222","-27.7233334","-51.2122222","-27.7233334","866","866","FURB02731","FURB02731","273","Florística IFFSC 1062 (Epífita). Habitat: Floresta Ombrófila Mista; interior da mata Habito: epífita; flor amarelas com manchas alaranjadas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-10-14 10:03:58-03","FURB","FURB","11844","PreservedSpecimen","Plantae","Orchidaceae","Coppensia","paranaensis","Coppensia paranaensis","(Kraenzl.) F.Barros & V.T.Rodrigues","Ceolin, LM","2009","02",NA,"Verdi, M.; Grosch, B. & Klemz, G.","2008","12","11","Brasil","Santa Catarina","Capão Alto","Fazenda Pessegueirinho.","-50.7608333","-28.17","-50.7608333","-28.1700000","762","762","FURB34719","FURB34719","1146","Florística IFFSC 529(Epífita) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-10-14 10:04:09-03","FURB","FURB","12969","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch & Rchb.f.","Rigon-Junior, MJ","2010","08","10","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","06","30","Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","-49.0519444","-27.2686111","874","874","FURB35313","FURB35313","2454","Florística IFFSC 468(Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-10-14 10:04:09-03","FURB","FURB","14320","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch & Rchb.f.","Mancinelli, WS","2010","10","10","Korte, A.; Kniess, A.","2009","09","22","Brasil","Santa Catarina","Vidal Ramos","Mina Bugre.","-49.32","-27.3597222","-49.3200000","-27.3597222","598","598","FURB35302","FURB35302","260","Florística IFFSC 423 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio a avançado Habito: epífita; flor esverdeada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-11-08 08:54:24-03","FURB","FURB","1670","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch & Rchb.f.","Ceolin, LM","2007","06","22","Sevegnani, L.","2001","07","12","Brasil","Santa Catarina","Indaial","Parque das Nascentes, Encano Indaial.","-49.1491666","-27.05","-49.1491666","-27.0500000",NA,NA,"FURB35311","FURB35311",NA,"Projeto Fundo Nacional do Meio Ambiente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-10-14 10:04:09-03","FURB","FURB","17431","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch & Rchb.f.","Rigon-Junior, MJ","2010","08","10","Cadorin, T.J.; Oliveira, C.P.L. & Boing, E.","2009","11","04","Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36","-48.7800000","-27.3600000","440","440","FURB35304","FURB35304","444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-08 08:54:24-03","FURB","FURB","17442","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch & Rchb.f.","Mancinelli, WS","2010","01","25","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576","FURB35312","FURB35312","879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-10-14 10:04:09-03","FURB","FURB","17533","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch & Rchb.f.","Mancinelli, WS","2010","01","25","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","FURB35307","FURB35307","441","Epífita IFFSC e518a (Acima de 4m), forófito 6. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-08 08:54:24-03","FURB","FURB","2540","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch & Rchb.f.",NA,NA,NA,NA,"Hering-Rinnert, C.","1995","04","06","Brasil","Santa Catarina","Blumenau","Sulfabril - Salto Weissbach.","-49.1275","-26.8925","-49.1275000","-26.8925000",NA,NA,"FURB35315","FURB35315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-10-14 10:04:09-03","FURB","FURB","25693","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","crispa","Gomesa crispa","(Lindl.) Klotzsch & Rchb.f.","Cadorin, TJ","2010","05","13","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","FURB35308","FURB35308","2241","Epífita IFFSC e993b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor verde clara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
