"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","796795","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","B. Loeuille","M. G. da Silva","4990","1979","04","19","South America","Brazil","Mato Grosso","Aripuanã","Aripuana","-59.44931","-10.174831","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=183745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00796795","NY00796795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","860342","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","N. F. F. MacLeish","G. T. Prance","18851","1973","10","12","South America","Brazil","Mato Grosso",NA,"Chapada dos Guimarães, just above Cachoeira Furada, Reserva Buriti","-55.8147419","-15.45169","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944304' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860342","NY00860342_01","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","860348","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","N. F. F. MacLeish","R. R. de Santos","1567","1968","05","29","South America","Brazil","Mato Grosso",NA,"1 km E of the Base Camp of the Expedition. (Base Camp c. 270 km N of Xavantina).","-51.87","-12.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944320' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860348","NY00860348_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","168379","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze",NA,"C. E. O. Kuntze","s.n.","1892","07",NA,"South America","Brazil","Mato Grosso",NA,"Mattogrosso",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=395673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00168379","NY00168379_01",NA,NA,"holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","860346","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","N. F. F. MacLeish","D. Philcox","4939","1968","05","05","South America","Brazil","Distrito Federal","Brasília","c. 1.5 km. S.E. of dam at Paranoá.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944315' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860346","NY00860346_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","860350","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","H. de F. Leitão Filho","H. S. Irwin","16623","1966","06","04","South America","Brazil","Mato Grosso",NA,"Ca. 86 km. N. of Xavantina. Serra do Roncador.","-52.08","-13.92","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860350","NY00860350_01","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","796787","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","H. A. Gleason","G. Gehrt","s.n.","1920","04","09","South America","Brazil","São Paulo",NA,"Franca","-47.408394","-20.588552","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=230680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00796787","NY00796787_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","860343","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","N. F. F. MacLeish","J. A. Ratter","1926","1978","06","24","South America","Brazil","Mato Grosso",NA,"8 km. NE of the base Camp Expedition (Base Camp c. 270 km. N. of Xavantina).","-51.87","-12.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860343","NY00860343_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","796788","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","N. F. F. MacLeish","C. S. Rosário","68","1978","06","12","South America","Brazil","Pará",NA,"Sao Felix de Xingú. Ponto 8, folha SC 22 VD","-51.97281","-6.6415893","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=230681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00796788","NY00796788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","860344","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","J. F. Pruski","B. Maguire","56315","1963","08","25","South America","Brazil","Mato Grosso",NA,"15-120 km beyond Alto Araguaia, road to Cuiaba. Brasilia-Acre Highway.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944308' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860344","NY00860344_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","860349","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","N. F. F. MacLeish","D. R. Hunt","5567","1966","05","25","South America","Brazil","Mato Grosso","Água Boa","Xavantina - Cachimbo road, 65 km. from Xavantina.","-52.1583","-14.0503","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860349","NY00860349_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00750277","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","N. F. F. MacLeish","J. A. Ratter","1594","1968","05","30","South America","Brazil","Mato Grosso","Ribeirão Cascalheira","Córrego de Gato, 220 km. N. of Xavantina on the Xavantina-Sao Felix road","-51.8241996765137","-12.9416999816895","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=877979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750277","NY00750277_01",NA,NA,NA,"106632","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","796790","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","H. Schumacher","G. M. Magalhaes","19087","1963","05","16","South America","Brazil","Minas Gerais","Guimarânia","10 km. Leste da Cidade","-46.7931","-18.8442","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=230682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00796790","NY00796790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","796789","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","J. F. Pruski","S. A. Mori","16726","1984","07","12","South America","Brazil","Mato Grosso","Chapada dos Guimaraes","Cuiabá-Chapada dos Guimaraes H'wy (MT251). 3 km W of Buriti","-55.7494","-15.4608","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=230679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00796789","NY00796789_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","860251","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","H. de F. Leitão Filho","H. S. Irwin","16018","1966","05","25","South America","Brazil","Mato Grosso",NA,"Ca. 60 km. N. of Xavantina. Serra do Roncador.","-52.15","-14.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860251","NY00860251_01","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","860345","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","J. F. Pruski","R. Goodland","513","1966","07","08","South America","Brazil","Mato Grosso","Alto Garças","± 3 km W of Alto Graças. after S. R. Araqueira.","-53.5281","-16.9442","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860345","NY00860345_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","860347","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","N. F. F. MacLeish","D. R. Hunt","6160","1966","06","23","South America","Brazil","Goiás","Piranhas","Caiaponia-Aragarças road, 75 km. from Aragarças, near Piranhas","-51.8219","-16.4269","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944319' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860347","NY00860347_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","860252","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","N. F. F. MacLeish","W. R. Anderson","9801","1973","05","06","South America","Brazil","Mato Grosso",NA,"Top and eastern slope of mountain ca. 9 km NE of Barra do Garças","-52.19058","-15.82579","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944330' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860252","NY00860252_01","500","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:10:26-03","UFBA","ALCB","132987","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Bringel Júnior, JBA","Veira, RF","2001","1997","07","13","Southern America","Brasil","Mato Grosso do Sul","Barra do Garças","Serra Azul, cerca de 5 km de Barra do Garças, estrada para Cristo redentor.","52.25","-15.883333",NA,"ca 2m de altura; Campo Cerrado","ALCB049787","ALCB049787","550","550",NA,NA,NA,"2011","10","52.25","-15.883333",NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:49:07-03","NBC","NL-BOTANY","U.1118116","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Robinson HE","Killeen TJ; Gonzales H",NA,"1994","06","12","Southern America","Bolivia","Santa Cruz",NA,NA,"-60.833333","-14.583333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118116 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118116","NL-U1118116",NA,NA,NA,NA,NA,NA,NA,"-60.833333","-14.583333","Magnoliopsidae","U 0069360",NA,NA,NA,NA
"21","2020-11-04 11:01:40-03","ESALQ","ESA","43538","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Loeuille, B.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17352.0","1997","06","08",NA,"Brasil","Mato Grosso","Tapurah","MT-010. 37km após o trevo com a Serra dos Caiabis. Savana arborizada, utilizada como pasto.","-56.18","-12.36",NA,"Arbusto, ca. 1,5 m alt.; flores creme.","ESA043538","ESA043538",NA,NA,NA,NA,NA,"2011",NA,"-56.18","-12.36",NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:01:40-03","ESALQ","ESA","43540","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Loeuille, B.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17815.0","1997","06","12",NA,"Brasil","Mato Grosso","Tapurah","Estrada MT-010. Ca. 5km do entroncamento com MT-338. Savana arborizada com trechos alagáveis","-56.26","-12.49",NA,"Arbusto, ca. 1,8 m alt.; flores creme.","ESA043540","ESA043540",NA,NA,NA,NA,NA,"2011",NA,"-56.26","-12.49",NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:01:40-03","ESALQ","ESA","43539","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Loeuille, B.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16879.0","1997","05","22",NA,"Brasil","Mato Grosso","Diamantino","Fazenda Camargo. Ca. 7km NW (em linha reta) de Diamantino. Savana arborizada (cerrado).","-56.3","-14.17",NA,"Arbusto, ca. 2 m alt.; flores creme.","ESA043539","ESA043539",NA,NA,NA,NA,NA,"2011",NA,"-56.3","-14.17",NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:01:40-03","ESALQ","ESA","43546","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Loeuille, B.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16140.0","1997","05","17",NA,"Brasil","Mato Grosso","Diamantino","13km da Estrada Diamantino - Nobres. Fazenda Piraputanga. Savana arborizada (cerrado).","-56.16","-14.34",NA,"Arbusto com ramos subescandentes; capítulos alvos.","ESA043546","ESA043546 ESA043546_1",NA,NA,NA,NA,NA,"2011",NA,"-56.16","-14.34",NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:01:40-03","ESALQ","ESA","41729","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Loeuille, B.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16996.0","1997","05","23",NA,"Brasil","Mato Grosso","Diamantino","20km SE (em linha reta) de Diamantino. Savana arborizada (cerrado).","-56.18","-14.32",NA,"Arbusto, ca. 1 m alt.; flores creme.","ESA041729","ESA041729",NA,NA,NA,NA,NA,"2011",NA,"-56.18","-14.32",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:01:40-03","ESALQ","ESA","43542","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Loeuille, B.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16414.0","1997","05","19",NA,"Brasil","Mato Grosso","Nobres","Ca. 30km NE (em linha reta) de Nobres. BR-242, ca. 2km do entroncamento com a BR 364/163. Serra da Caixa Furada. Savana arborizada (cerrado).","-56.11","-14.32",NA,"Subarbusto, até 50 cm alt.; flores alvas.","ESA043542","ESA043542",NA,NA,NA,NA,NA,"2011",NA,"-56.11","-14.32",NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:01:40-03","ESALQ","ESA","34758","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Loeuille, B.","Nave, A.G. et al.","1258.0","1997","02","26",NA,"Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,"ESA034758","ESA034758",NA,NA,NA,"107042","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:01:40-03","ESALQ","ESA","126393","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Loeuille, B.","Monge, M.","2004.0","1905","07","05",NA,"Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,"ESA126393","ESA126393",NA,NA,NA,"107042","auto","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:01:40-03","ESALQ","ESA","92184","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Loeuille, B.","Marimon, B.S. et al.",NA,"2003","10","07",NA,"Brasil","Mato Grosso","Nova Xavantina",NA,"-52.353099822998","-14.6732997894287",NA,NA,"ESA092184","ESA092184",NA,NA,NA,"79739","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:01:40-03","ESALQ","ESA","28284","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Loeuille, B.","Dubs, B.","1757.0","1994","09","09",NA,"Brasil","Mato Grosso do Sul","Campo Grande",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"ESA028284","ESA028284",NA,NA,NA,"161190","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:01:40-03","ESALQ","ESA","69190","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Loeuille, B.","Lima, H.S. et al.","568.0","2000","08","07",NA,"Brasil","Mato Grosso","Cocalinho",NA,"-50.9958000183105","-14.3971996307373",NA,NA,"ESA069190","ESA069190",NA,NA,NA,"293587","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
