"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"32","2020-11-04 11:01:40-03","ESALQ","ESA","119148","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis",NA,"Loeuille, B.","Merlin, B.L.","52.0","2007","09","23",NA,"Brasil","Minas Gerais","São Roque de Minas","Cerrado pedregoso ao redor da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"ESA119148","ESA119148",NA,NA,NA,"57119","auto","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:01:40-03","ESALQ","ESA","35130","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kunth.","Loeuille, B.","Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","11511.0","1996","07","01",NA,"Brasil","Minas Gerais","Passos","Estrada entre Furnas e Passos, ca. de 16 km do Rio Turvo (em direção a Furnas). Fazenda Paredão (Usina Açucareira Passos). Campo rupestre.","-46.6096992492676","-20.718900680542",NA,"Arbusto, ca. 1,5 m alt.; flores creme.","ESA035130","ESA035130",NA,NA,NA,"37279","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-02 11:39:42-03","UFPI","TEPB","25849","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze",NA,"A. J. CASTRO",NA,"1985","09","01",NA,"Brasil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual de Vaçununga, gleba Pé de Gigante, Rod. Anhaguera, km 255-7","-47.6","-21.633333",NA,"Arbusto 2,5m, pappus de cor creme Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47°36'W","21°38'S",NA,NA,NA,NA,NA,NA
"35","2021-04-02 01:59:59-03","UFPI","TEPB","8242","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze",NA,"A. J. CASTRO","241/3289","1985","10","01",NA,"Brasil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual de Vassununga","-47.4700012207031","-21.7099990844727",NA,"Arbusto. Ambiente: Cerrado",NA,NA,NA,NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-02 01:59:59-03","UFPI","TEPB","8240","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze",NA,"A. J. CASTRO","111/2381","1985","08","01",NA,"Brasil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual de Vassununga","-47.4700012207031","-21.7099990844727",NA,"Arbusto. Ambiente: Cerrado",NA,NA,NA,NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-02 01:59:59-03","UFPI","TEPB","8241","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze",NA,"A. J. CASTRO","2942","1985","02","01",NA,"Brasil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual de Vassununga","-47.4700012207031","-21.7099990844727",NA,"Arbusto. Ambiente: Cerrado",NA,NA,NA,NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-02 01:59:59-03","UFPI","TEPB","8244","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze",NA,"A. J. CASTRO","198/1557","1985","10","01",NA,"Brasil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual de Vassununga","-47.4700012207031","-21.7099990844727",NA,"Arbusto. Ambiente: Cerrado",NA,NA,NA,NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-02 01:59:59-03","UFPI","TEPB","8243","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze",NA,"A. J. CASTRO","199/2593","1985","10","01",NA,"Brasil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual de Vassununga","-47.4700012207031","-21.7099990844727",NA,"Arbusto. Ambiente: Cerrado",NA,NA,NA,NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-02-15 11:34:11-02","IPA","IPA","89162","S","Plantae","Plantae",NA,"Asteraceae","Eremanthus","matogrossensis","Eremanthus matogrossensis","Kuntze","Loeuille, B.","Vichnewski, W.; Lopes, J.L.C.; Lopes, J.L.C.","19069","1987","07","02","Southern America","Brasil","Minas Gerais","Capitólio","Represa de Furnas.","-46.0499992370605","-20.6152992248535",NA,"Arbusto até 2,2m; capítulos maduros.; Cerrado e campos rupestres.","IPA0089162","IPA0089162",NA,NA,NA,"29474","auto","2015","04",NA,NA,NA,NA,"27",NA,NA,NA
"41","2019-08-20 10:05:36-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze",NA,"Schumacher, H","1001","1981","08","25",NA,"Brazil","Minas Gerais",NA,"Furnas Richtung Piupi, Km 289, Rechts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:24:09-03","UNICAMP","UEC","161828","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Franco, GADC","Polisel, RT; Durigan, G; Franco, GADC; Furlan, A; Souza, SCPM; Macedo, EE","146","2006","09","27",NA,"Brazil","São Paulo","Pedregulho","P.E.F.B.J., Núcleo Chapadão (Sad 69, Zona 23K)","-25.173889","-78.091528",NA,"Árvore, 4.5m, flores douradas; Campo rupestre","UEC009472","UEC009472",NA,NA,NA,NA,NA,"2006","09","-25.173889","-78.091528",NA,NA,"27",NA,NA,NA
"43","2021-03-01 16:24:09-03","UNICAMP","UEC","119600","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Loeuille, BFP","Batalha, MA","3033","1999","03","08",NA,"Brazil","Goiás","Chapadão do Céu","Pq. Nacional das Emas, próximo ao ponto Q","-52.65","-17.816667",NA,"Arbusto, 1.5m, botões; Campo cerrado","UEC123899","UEC123899",NA,NA,NA,NA,NA,"2013",NA,"-52.65","-17.816667",NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:05:36-03","UNICAMP","UEC","119601","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","mattogrossensis","Eremanthus mattogrossensis","Kuntze","Loeuille, BFP","Batalha, MA","2213","1999","11","02",NA,"Brazil","Goiás","Chapadão do Céu","Parque Nacional das Emas","-52","-17",NA,"Arbusto, 1,8m alt. Frutos. Em campo cerrado.","UEC069555","UEC069555",NA,NA,NA,NA,NA,"2011",NA,"-52","-17",NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:24:09-03","UNICAMP","UEC","198826","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","mattogrosensis","Eremanthus mattogrosensis","Kuntze","Monge, M","Monge, M; Delfini, C; Rigon, J","2004","2013","07","03",NA,"Brazil","Mato Grosso","Chapada dos Guimarães","Parque Nacional da Chapada dos Guimarães.","-55.839944","-15.414167",NA,"Arvoreta, ca. 1,5m alt., fuste tortuoso, com ritidoma espesso, capítulos creme.; Cerrado","UEC155315","UEC155315","615","615",NA,NA,NA,NA,NA,"-55.839944","-15.414167",NA,NA,NA,NA,NA,NA
