"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","1552090","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl",NA,NA,NA,NA,"H. C. de Lima",NA,NA,NA,"Brazil","Rio de Janeiro","Petrópolis","Próximo a fazenda Inglesa.","-43.1786003112793","-22.5049991607666",NA,NA,"1200",NA,"NY01552090","NY01552090_01","629","Magnoliophyta","Ericales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1434783' target='other'> <mi>dwc_moreinfo</mi></a>","36524","auto",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02707181","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl",NA,NA,NA,NA,"A. P. Duarte","1959","09","02","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada do Redentor.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"NY02707181","NY02707181_01","5005","Magnoliophyta","Ericales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2991067' target='other'> <mi>dwc_moreinfo</mi></a>","57442","auto",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1146302","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl",NA,NA,NA,NA,"P. W. Fritsch","2005","10","17","Brazil","Paraná","Piraquara","Road to and vicinity of SANEPAR Water Company. 500 m from Represa do Carvalhinho, ca. 23 km from BR-277.","-48.97672","-25.49081",NA,NA,"1048","1048","NY01146302","NY01146302_01","1824","Magnoliophyta","Ericales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1336727' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1182577","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","P. W. Fritsch",NA,NA,NA,"L. Riedel","1833","07",NA,"Brazil","Rio de Janeiro",NA,"Tijuca","-43.274528","-22.95583",NA,NA,NA,NA,"NY01182577","NY01182577_01","s.n.","Magnoliophyta","Ericales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407026' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-04 15:25:54-03","PUCPR","HUCP","16882","S","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl.","Selusniaki, M",NA,NA,NA,NA,"2005","08","27","Brasil","Paraná","Curitiba","Parque Tanguá","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00018254","HUCP00018254","532","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"16","2019-12-04 15:25:54-03","PUCPR","HUCP","18625","S","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2007","10","27","Brasil","Paraná","Quatro Barras","Caminho Para o Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"HUCP00018554","HUCP00018554","1366","Eudicotiledonea",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:25:54-03","PUCPR","HUCP","17990","S","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl.","Selusniaki, M","2007","10","17","Wangler, MS; Quadros, J","1997","10","25","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha, RPPN.","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"HUCP00018483","HUCP00018483","189","Eudicotiledonea",NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:25:54-03","PUCPR","HUCP","16696","S","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2005","06","18","Brasil","Paraná","Curitiba","Bosque Hauer","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00018525","HUCP00018525","400","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:25:54-03","PUCPR","HUCP","16714","S","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2004","11",NA,"Brasil","Paraná","Curitiba","Uberaba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00018366","HUCP00018366","186","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:54-03","PUCPR","HUCP","16741","S","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl.","Selusniaki, M",NA,NA,NA,"Pereira, JG","2001","11","17","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00018259","HUCP00018259","010","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:25:54-03","PUCPR","HUCP","17083","S","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2005","09",NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00018314","HUCP00018314","591","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:25:54-03","PUCPR","HUCP","16722","S","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2005","06","25","Brasil","Paraná","Curitiba","Bosque da Fazendinha","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00018533","HUCP00018533","442","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:25:20-03","UFBA","ALCB","127534","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl",NA,NA,NA,NA,"Asprino, R; Daneu, L; Silva, D","2014","11","12","Brasil","Bahia","Barro Preto","Serra da Pedra Lascada. Acesso pela Faz. Boa Vista, trilha principal até o mirante.","-39.535556","-14.773889","-39.535556","-14.773889","858","858","ALCB044754","ALCB044754","102","Dicotyledon",NA,"Southern America",NA,"ca. 15 m alt. Folhas fortemente discolores, face abaxial alva. Folhas jovens com indumento castanho-amarelado. Flores com cálice verde-amarronzado, pétalas brancas, anteras amarelas.; Floresta Ombrófila Densa Montana.",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:04:52-03","NBC","NL-BOTANY","L.2671993","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Fritsch PW","2010","05","01","Unknown","1900","01","01","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2671993","NL-L2671993",NA,NA,"Ericales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2671993 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0275479",NA,NA,NA,NA
"25","2020-02-08 09:04:52-03","NBC","NL-BOTANY","L.2671994","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Fritsch PW","2010","04","01","Sellow F","1900","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2671994","NL-L2671994",NA,NA,"Ericales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2671994 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0069898",NA,NA,NA,NA
"26","2020-02-08 09:04:52-03","NBC","NL-BOTANY","L.2671995","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Fritsch PW","2010","05","01","Burchell WJ","1900","01","01","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2671995","NL-L2671995",NA,NA,"Ericales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2671995 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0069899",NA,NA,NA,NA
"27","2020-02-08 09:04:52-03","NBC","NL-BOTANY","L.2671996","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Fritsch PW",NA,NA,NA,"Persoon CH","1900","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2671996","NL-L2671996",NA,NA,"Ericales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2671996 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0070000",NA,NA,NA,NA
"28","2020-02-08 09:04:52-03","NBC","NL-BOTANY","L.2671997","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl",NA,NA,NA,NA,"Reitz R; Klein RM","1958","10","19","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-L2671997","NL-L2671997",NA,NA,"Ericales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2671997 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0275126",NA,NA,NA,NA
"29","2020-02-08 09:04:52-03","NBC","NL-BOTANY","U 0280657","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","11","09","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U0280657",NA,NA,NA,"Ericales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200280657 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","Uw13963",NA,NA,NA,NA
"30","2020-02-08 09:04:52-03","NBC","NL-BOTANY","U.1739576","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl",NA,NA,NA,NA,"Reitz R; Klein RM","1958","10","19","Brazil",NA,NA,"Santa Catarina, Solto do Pilão, Lontras, Rio do Sul. Mata.",NA,NA,NA,NA,NA,NA,"NL-U1739576","NL-U1739576",NA,NA,"Ericales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739576 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 09:04:52-03","NBC","NL-BOTANY","U.1739577","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl",NA,NA,NA,NA,"Reitz R; Klein RM","1954","09","23","Brazil",NA,NA,"Santa Catarina, Cunhas, Itajaí, Mata.",NA,NA,NA,NA,NA,NA,"NL-U1739577","NL-U1739577",NA,NA,"Ericales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739577 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 09:04:52-03","NBC","NL-BOTANY","U.1739578","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","11","09","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1739578","NL-U1739578",NA,NA,"Ericales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739578 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","U 0046465",NA,NA,NA,NA
"33","2020-11-04 11:20:08-03","ESALQ","ESA","28350","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatum","Styrax acuminatum",NA,NA,NA,NA,NA,"Pickel, B.","1942","10","22","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA028350",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:20:08-03","ESALQ","ESA","33556","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","1992","10","30","Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ESA033556","ESA033556","2172.0","Magnoliophyta",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:20:08-03","ESALQ","ESA","103635","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus",NA,"Durigan, G. & Franco, G.A.D.C.",NA,NA,NA,"Gorenstein, M.R.","2005","06","15","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"ESA103635","ESA103635","9064.0","Magnoliophyta",NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:20:08-03","ESALQ","ESA","29122","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","1995","08","23","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029122","ESA029122","290.0","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:20:08-03","ESALQ","ESA","29123","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","1995","11","24","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029123","ESA029123","593.0","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:20:08-03","ESALQ","ESA","24764","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Fritsch, P.W.","2004","01","01","Souza, V.C.; Souza, J.P. et al.","1995","10","09","Brasil","São Paulo","Peruíbe","Arredores da foz do Rio Guaraú (margem esquerda). Mata de restinga.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"ESA024764","ESA024764","9311.0","Magnoliophyta",NA,NA,NA,"Arbusto, ca. 2,5 m alt.; corola e filetes alvos; anteras amarelas.","21922","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-04 12:16:10-03","ESALQ","ESA","136384","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","J. Codeiro","2013","11","21","J.M. Silva","2013","10","15","Brasil","Paraná","Paananguá",NA,NA,NA,NA,NA,NA,NA,"ESA136384",NA,"8461.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:20:08-03","ESALQ","ESA","32372","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl",NA,NA,NA,NA,"Koscinski, M.","1938","12","01","Brasil","São Paulo",NA,"Serra da Cantareira",NA,NA,NA,NA,NA,NA,"ESA032372","ESA032372",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:20:09-03","ESALQ","ESA","5913","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Soares e Silva, L.H.","1989","01","01","Soares e Silva, L.H.","1989","09","04","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"ESA005913","ESA005913","241.0","Magnoliophyta",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:20:09-03","ESALQ","ESA","77500","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Franco, G.A.D.C. & Sztutman, M.",NA,NA,NA,"Sztutman, M. ; Valmir","1998","09","23","Brasil","São Paulo","Pariquera-açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA077500","ESA077500","46.0","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:20:08-03","ESALQ","ESA","5912","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Soares e Silva, L.H.","1989","01","01","Soares e Silva, L.H.","1989","09","15","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"ESA005912","ESA005912","257.0","Magnoliophyta",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:20:08-03","ESALQ","ESA","5906","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Soares e Silva, L.H.","1989","01","01","Soares e Silva, L.H. ; Silva, F.C.","1988","10","26","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"ESA005906","ESA005906","126.0","Magnoliophyta",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:20:08-03","ESALQ","ESA","105997","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus",NA,"Sobral, M.","2008","04","01","Godoy, M.B.","2007","11","12","Brasil","Santa Catarina","itaiópolis",NA,"-49.9063987731934","-26.3363990783691",NA,NA,NA,NA,"ESA105997","ESA105997","22841.0","Magnoliophyta",NA,NA,NA,NA,"51919","auto",NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:20:08-03","ESALQ","ESA","104567","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus",NA,"Aguiar, O.T.","2002","03","17","Aguiar, O.T.","2002","03","12","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA104567","ESA104567","1155.0","Magnoliophyta",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:20:09-03","ESALQ","ESA","77499","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Sztutman, M.","1999","06","23","Godoy, J.R.L. et al.","1999","01","13","Brasil","São Paulo","Pariquera-açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA077499","ESA077499","146.0","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"48","2019-02-15 11:51:13-02","IPA","IPA","10015","S","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus alutacens","Perkins","Condorcet Aranha","1970","04","22","Koscinski, M.","1933","09",NA,"Brasil","São Paulo",NA,"Serra da Cantareira",NA,NA,NA,NA,NA,NA,"IPA0010015",NA,"s.n.","Plantae",NA,"Southern America",NA,"Fruto em dezembro.",NA,NA,NA,NA,"alutacens",NA,NA,NA
"49","2019-08-27 13:28:51-03","IAP","PACA-AGP","53506","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Emrich-Rambo","1954","09","22","Rambo, B.","1953","01","10","Brasil","PR","Cascavel",NA,"-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"PACA053506",NA,NA,"Magnoliophyta","Ebenales",NA,NA,"ster. Habitat: ad silvam primaevam","47841","auto","Magnoliatae",NA,NA,NA,NA,NA
"50","2019-08-27 13:28:51-03","IAP","PACA-AGP","7852","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Emrich-Rambo","1954","09","22","F. Theissen SJ","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA007852",NA,NA,"Magnoliophyta","Ebenales",NA,NA,"fl. Habitat: in silva campestri Fenofase: flor","10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"51","2019-08-27 13:28:51-03","IAP","PACA-AGP","1160","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Emrich-Rambo","1954","09","22","Rambo, B.","1932","11","16","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA001160",NA,NA,"Magnoliophyta","Ebenales",NA,NA,"fl. Habitat: in silva campestri Fenofase: flor","10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"52","2019-08-27 13:28:51-03","IAP","PACA-AGP","25149","PreservedSpecimen","Plantae","Styracaceae","Styrax","acuminatus","Styrax acuminatus","Pohl","Emrich-Rambo","1954","09","22","F. Theissen SJ","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA025149",NA,NA,"Magnoliophyta","Ebenales",NA,NA,"ster. Habitat: in silva campestri","10287","auto","Magnoliatae",NA,NA,NA,NA,NA
