"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","county","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount"
"11","2020-09-23 10:43:26-03","E","E","27739","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","Suzana M Salis","546","1991","09","17","E. Tropical South America","BR","Mato Grosso","Proximo a cachoeira do corrego do Facão; Na gleba fo Facão; Caceres",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:32809","<a href=http://data.rbge.org.uk/herb/E00027739 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00027739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:43:26-03","E","E","277679","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","Ratter, J.A.; Da Fonsêca, S.G. & Fonsêca Filho, J.",NA,"1976","06","30","E. Tropical South America","BR","Minas Gerais","N of Pandeiros, c. 30 km W of Januária",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:327204","<a href=http://data.rbge.org.uk/herb/E00277679 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:43:26-03","E","E","277677","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","Ratter, J.A.; Pott, A.; Pott, V.; Almeida Rego, S.C.; Martins, F. & Tamashiro, J.",NA,"1987","11","17","E. Tropical South America","BR","Mato Grosso do Sul","Santa Cruz, Serra de Urucum; nr Corumbá","-57.55","-19.133333","-57.550000","-19.133333","herbarium specimen of unspecif","BGBASE:327206","<a href=http://data.rbge.org.uk/herb/E00277677 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:43:26-03","E","E","277680","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","J.A. Ratter, V. Menezes & E. Cardoso",NA,"1994","07","09","E. Tropical South America","BR","Distrito Federál","APA de Cafuringa, Fazenda Dois Irmãos","-48.116667","-15.533333","-48.116667","-15.533333","herbarium specimen of unspecif","BGBASE:327203","<a href=http://data.rbge.org.uk/herb/E00277680 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:43:26-03","E","E","277678","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","Ramos, P.C.M.","199","1990","10","25","E. Tropical South America","BR","Distrito Federál","Parque Nacional de Brasília, próximo ao córrego bananal. CENTRO OESTE","-47.933333","-15.883333","-47.933333","-15.883333","herbarium specimen of unspecif","BGBASE:327205","<a href=http://data.rbge.org.uk/herb/E00277678 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1034350","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","A. C. Cervi","CA7101","1994","10","20","South America","Brazil","Alagoas","Reserva Biológica de Pedra Talhada","-36.42","-9.25",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1251493' target='other'> <mi>dwc_moreinfo</mi></a>","NY01034350","Quebrangulo","Magnoliophyta","Ericales","(Mart.) Radlk.","R. Spichiger","NY01034350_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01212984","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta glabra","G. T. Prance","8277","1968","11","09","South America","Brazil","Rondônia","8km. NE of Porto Velho. Forest on terra firme.","-63.8138354","-8.7077196",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1467664' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212984",NA,"Magnoliophyta","Ericales","T.D.Penn.",NA,NA,"glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01212979","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta glabra","R. de Lemos Fróes","24021","1949","01","29","South America","Brazil","Amazonas",NA,NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1467646' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212979",NA,"Magnoliophyta","Ericales","T.D.Penn.","T. D. Pennington","NY01212979_01 NY01212979_02 NY01212979_03","glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00896555","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","H. S. Irwin","13432","1966","03","04","South America","Brazil","Goiás","Serra dos Cristais, ca. 10 km W. of Cristalina","-47.69379","-16.75",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966289' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896555","Cristalina","Magnoliophyta","Ericales","(Mart.) Radlk.","C. T. Rizzini","NY00896555_01",NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00896561","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","C. L. Collenette","120","1928","06","28","South America","Brazil","Mato Grosso","Burity, N. E. of Cuyabá.","-55.77825","-15.432",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896561","Cuiabá","Magnoliophyta","Ericales","(Mart.) Radlk.","T. D. Pennington","NY00896561_01",NA,"686","686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01212965","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","B. Maguire","56571","1963","09","04","South America","Brazil","Roraima",NA,NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1467543' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212965",NA,"Magnoliophyta","Ericales","(Mart.) Radlk.","T. D. Pennington","NY01212965_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00896581","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta torta","E. P. Heringer","17517","1979","09","05","South America","Brazil","Minas Gerais","Estrada Três Marias a João Pinheiro.",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896581",NA,"Magnoliophyta","Ericales","(Mart.) Radlk.","T. D. Pennington","NY00896581_01","torta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01212970","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta glabra","R. de Lemos Fróes","183","1941","06","27","South America","Brazil","Amazonas",NA,NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1467600' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212970",NA,"Magnoliophyta","Ericales","T.D.Penn.","T. D. Pennington","NY01212970_01","glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01212971","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta glabra","R. de Lemos Fróes","24055","1949","01","30","South America","Brazil","Amazonas",NA,NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1467617' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212971",NA,"Magnoliophyta","Ericales","T.D.Penn.","T. D. Pennington","NY01212971_01","glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","375727","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","G. Eiten","3450","1961","12","01","South America","Brazil","São Paulo","A few meters from boundary with Mun. de Araraquara. 15.9 km due NW of RR station at village of Santa Eudoxia","-47.92","-21.7",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375727","Sao Carlos","Magnoliophyta","Ericales","(Mart.) Radlk.","T. D. Pennington","NY00375727_01",NA,"625","625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 15:41:00-03","NY","NYBG","866860","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","D. C. Daly","7930","1993","10","26","South America","Brazil","Acre","Basin of Rio Purus, Rio Iaco, right bank, Nova Olinda, between Igarapé Santo Antõnio and Ig. Boa Esperança","-69.22","-10.12",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866860","Sena Madureira","Magnoliophyta","Ericales",NA,"T. D. Pennington","NY00866860_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","375741","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta torta","G. Eiten","3450","1961","12","01","South America","Brazil","São Paulo","At boundary of Mun. de Araraquare. 15.9km due NW of RR station et village of Santa Eudoxia","-47.92","-21.7",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261845' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375741","Sao Carlos","Magnoliophyta","Ericales","(Mart.) Radlk.","T. D. Pennington","NY00375741_01","torta","625","625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00896585","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta torta","G. T. Prance","59481","1964","10","18","South America","Brazil","Goiás","Serra do Caiapó, Banks of Rio Claro, 40 km. south of Caiaponia, road to Jatai.","-51.8103","-16.9569",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896585","Caiapônia","Magnoliophyta","Ericales","(Mart.) Radlk.",NA,"NY00896585_01","torta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","375731","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","S. A. Mori","10771","1978","10","17","South America","Brazil","Bahia","Torre da Embratel. Ramal com entrada no km 26 da Rod. BR-367 (Eunapolis/PortoSeguro)","-39.0244","-16.2783",NA,NA,"sheet",NA,"Fotos (2) two frutos <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375731","Santa Cruz Cabrália","Magnoliophyta","Ericales","(Mart.) Radlk.","T. D. Pennington","NY00375731_01",NA,"220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","375734","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","A. F. M. Glaziou",NA,"1885","08","06","South America","Brazil","Minas Gerais","Plantes des environs de Rio de Janeiro et d'Ouro Preto",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375734",NA,"Magnoliophyta","Ericales","(Mart.) Radlk.","C. Baehni","NY00375734_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00896559","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais","Prov. Minas Geraës. Lagoa Santa.","-43.8894","-19.6272",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896559","Lagoa Santa","Magnoliophyta","Ericales","(Mart.) Radlk.","C. Baehni","NY00896559_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","866863","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta glabra","A. Rosas Jr.","229","1985","09","10","South America","Brazil","Acre","BR 364 km 42, ramal 4 do Projeto Santa Luzia (INCRA)","-72.67","-7.63111",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866863","Cruzeiro do Sul","Magnoliophyta","Ericales","T.D.Penn.","T. D. Pennington","NY00866863_01","glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00896563","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","J. A. Ratter","3240","1976","06","30","South America","Brazil","Minas Gerais","Near Pandeiros, 30 km. W of Januária.",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896563",NA,"Magnoliophyta","Ericales","(Mart.) Radlk.",NA,"NY00896563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-30 03:33:00-03","NY","NYBG","01252100","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta glabra","A. Vicentini","517","1994","04","28","South America","Brazil","Amazonas","Porção Nordeste da Reserva, vale do Igarapé do Tinga. Solo argiloso.","-59.966667","-2.883333",NA,NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1495633' target='other'> <mi>dwc_moreinfo</mi></a>","NY01252100",NA,"Magnoliophyta","Ericales","T.D.Penn.","T. D. Pennington","NY01252100_01 NY01252100_02","glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00866865","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta tuberculata","C. A. Cid Ferreira","2901","1980","10","15","South America","Brazil","Acre","UFAC forest reserve","-67.8097","-9.9747",NA,NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979832' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866865","Rio Branco","Magnoliophyta","Ericales","(Sleumer) T.D.Penn.","T. D. Pennington","NY00866865_01 NY00866865_02","tuberculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00896584","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta torta","G. T. Prance","59557","1964","10","22","South America","Brazil","Goiás","Serra do Caiapó. 66 km. north of Jatai.","-51.7142","-17.8817",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896584","Jataí","Magnoliophyta","Ericales","(Mart.) Radlk.",NA,"NY00896584_01","torta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02878139","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta glabra","H. Medeiros","1294","2013","06","09","South America","Brazil","Acre","Bacia do Rio Juruá. Rio Tejo. Reserva Extrativista do Alto Juruá, ca. 5km antes da Vila Restauração.","-72.3207","-9.043764",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2712205' target='other'> <mi>dwc_moreinfo</mi></a>","NY02878139","Marechal Thaumaturgo","Magnoliophyta","Ericales","T.D.Penn.","T. D. Pennington","NY02878139_01","glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00896576","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta glabra","H. S. Irwin","8746","1965","09","28","South America","Brazil","Distrito Federal","Immediately W. of Planaltina","-47.67603","-15.6167",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966398' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896576","Brasília","Magnoliophyta","Ericales","T.D.Penn.","T. D. Pennington","NY00896576_01","glabra","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","419192","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta torta","L. Riedel","2212","1834","05",NA,"South America","Brazil","São Paulo","Araracoara","-48.1697","-21.7903",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261856' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419192","Araraquara","Magnoliophyta","Ericales","(Mart.) Radlk.","T. D. Pennington","NY00419192_01","torta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 21:20:00-03","NY","NYBG","00896551","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta","E. P. Heringer","8552","1961","07","28","South America","Brazil","Distrito Federal","Pr. João Pinheiro.","-47.9294","-15.7797",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896551","Brasília","Magnoliophyta","Ericales",NA,"T. D. Pennington","NY00896551_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01251402","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta tuberculata","C. A. Cid Ferreira","1661","1980","07","18","South America","Brazil","Pará","Rio Trombetas, margem esquerda, lago Erepecu a Oeste do lago","-56.7321056","-1.3421834",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330979' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251402","Oriximiná","Magnoliophyta","Ericales","(Sleumer) T.D.Penn.","A. Alves-Araújo","NY01251402_01","tuberculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00896575","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta torta","H. S. Irwin","9768","1965","11","02","South America","Brazil","Goiás","Serra dos Cristais. 5 km W of Cristalina.","-47.6133","-16.7686",NA,NA,"separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896575","Cristalina","Magnoliophyta","Ericales","(Mart.) Radlk.","T. D. Pennington","NY00896575_01","torta","1175","1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01212981","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","torta","Pouteria torta glabra","I. L. do Amaral","590","1982","11","19","South America","Brazil","Amazonas","Vila Bitencourt. Rio Japura, margem esquerda, igarape Patoa.","-69.4263813","-1.3996708",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330274' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212981",NA,"Magnoliophyta","Ericales","T.D.Penn.","T. D. Pennington","NY01212981_01","glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
