"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","monthIdentified","dayIdentified","locality","individualCount","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","infraspecificEpithet"
"136","2020-12-21 16:39:02-03","MBM","MBM","267474","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Abreu, M.C.","2010","Ribas, O.S.; Costa, E.F.; Silva, P.R.; Costa, E.F.; Silva, P.R.","3902","2001","11","28","Brazil","Paraná","Pitanga","-51.7613983154297","-24.7572002410889",NA,NA,NA,NA,"MBM267474","MBM267474","Ereta, 50 cm, flor rosada. Mata de galeria",NA,NA,"01","18","Rio Corumbataí",NA,"Southern America",NA,"37178","auto",NA,NA,NA,NA,NA
"137","2020-12-21 16:39:02-03","MBM","MBM","236088","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Lourteig, A.",NA,"Dombrowski, L.T.","3704",NA,NA,NA,"Brazil","Paraná","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"MBM236088",NA,NA,NA,NA,NA,NA,"Rio Branco do Sul",NA,"Southern America",NA,"37352","auto",NA,NA,NA,NA,NA
"138","2020-12-21 16:39:02-03","MBM","MBM","885","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Lourteig, A.",NA,"Hatschbach, G.","14336",NA,NA,NA,"Brazil","Paraná","São Carlos do Ivaí","-52.4757995605469","-23.315299987793",NA,NA,NA,NA,"MBM000885","MBM000885",NA,NA,NA,NA,NA,"Rio Ivaí",NA,"Southern America",NA,"17334","auto",NA,NA,NA,NA,NA
"139","2020-12-21 16:39:02-03","MBM","MBM","39698","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Lourteig, A.",NA,"Hatschbach, G.; Lange, R.; Lange, R.","5380",NA,NA,NA,"Brazil","Paraná","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,"MBM039698","MBM039698",NA,NA,NA,NA,NA,"Fazenda Morungava, Rio do Funil",NA,"Southern America",NA,"55682","auto",NA,NA,NA,NA,NA
"140","2020-12-21 16:39:02-03","MBM","MBM","124543","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Lourteig, A.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","52088",NA,NA,NA,"Brazil","Paraná","Tomazina","-49.9496994018555","-23.778299331665",NA,NA,NA,NA,"MBM124543","MBM124543",NA,NA,NA,NA,NA,"Rio das Cinzas, Salto Cavalcanti",NA,"Southern America",NA,"29630","auto",NA,NA,NA,NA,NA
"141","2020-12-21 16:39:02-03","MBM","MBM","276770","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Abreu, M.C.","2010","Ribas, O.S.; Abe, L.M.; Abe, L.M.","4734","2002","06","27","Brazil","Paraná","Tunas do Paraná","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"MBM276770","MBM276770","Ereta, 50 cm, flor rósea. Orla da mata ombrófila mista. Unicata",NA,NA,"01","18","Marquês de Abrantes",NA,"Southern America",NA,"41885","auto",NA,NA,NA,NA,NA
"142","2020-12-21 16:39:02-03","MBM","MBM","315027","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Abreu, M.C.","2010","Silva, J.M.; Abe, L.M.; Abe, L.M.","4535","2005","12","14","Brazil","Paraná","Tunas do Paraná","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"MBM315027","MBM315027","Ereta, 50 cm, flor violeta. Beira da estrada",NA,NA,"01","18","Pacas",NA,"Southern America",NA,"41885","auto",NA,NA,NA,NA,NA
"143","2020-12-21 16:39:02-03","MBM","MBM","353055","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Cabral, F.S.","2019","Verdi, M.; Grosch, B.; Klemz, G.; Grosch, B.; Klemz, G.","986","2008","11","19","Brazil","Santa Catarina","Campos Novos","-51.525833","-27.32","-51.525833","-27.32","585","585","MBM353055","MBM353055","Floresta Estacional Decidual, estágio inicial a médio.",NA,NA,"10","14","Florão da Serra",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:39:02-03","MBM","MBM","413918","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Cabral, F.S.","2019","Völtz, R.R.; Brotto, M.L.; Lozano, E.D.; Brotto, M.L.; Lozano, E.D.","1606","2017","11","15","Brazil","Paraná","Cerro Azul","-49.234722","-24.78","-49.234722","-24.78","280","280","MBM413918","MBM413918","Subarbusto 0,5 m alt.; flores com pétalas rosadas.; Floresta Ombrófila Densa Submontana; borda de estrada em barranco.",NA,NA,"10","14","Estrada Cerro Azul - Adrianópolis",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:39:02-03","MBM","MBM","416289","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Barboza, E.","2019","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3094","2018","11","15","Brazil","Minas Gerais","Botumirim","-43.034722","-16.835833","-43.034722","-16.835833","916","916","MBM416289",NA,"Erva ereta; flor rósea.; Floresta Estacional Semidecidual e Savana.",NA,NA,"02","05","Córrego da Benta, próximo à Cachoeira do Bananal",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:39:02-03","MBM","MBM","428125","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Fiaschi, P.","2018","Lozano, E.D.; Brotto, M.L.; Silva, J.M.; Völtz, R.R.; Brotto, M.L.; Silva, J.M.; Völtz, R.R.","3415","2016","11","30","Brazil","Paraná","Adrianópolis","-48.757167","-24.699806","-48.757167","-24.699806",NA,NA,"MBM428125",NA,"Subarbusto, 30 cm, flores róseas, beira da estrada, margem de fragmento.; Floresta Ombrófila Densa Submontana.",NA,NA,NA,NA,"Tabaquara",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:39:02-03","MBM","MBM","85072","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.",NA,NA,"Krapovickas, A.; et al.; et al.","35498",NA,NA,NA,"Brazil","Minas Gerais","Bandeira do Sul","-46.385799407959","-21.728099822998",NA,NA,NA,NA,"MBM085072","MBM085072",NA,NA,NA,NA,NA,"Bandeira do Sul",NA,"Southern America",NA,"5829","auto",NA,NA,NA,NA,NA
"148","2020-12-21 16:39:02-03","MBM","MBM","231849","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Cervi, A.C.; Chautems, A.",NA,"Hatschbach, G.","68880",NA,NA,NA,"Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"MBM231849","MBM231849",NA,NA,NA,NA,NA,"Rio Bom Sucesso, 3-5km O da barra",NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA
"149","2020-12-21 16:39:02-03","MBM","MBM","359663","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Fiaschi, P.","2011","Cordeiro, J.; Silva, J.M.; Silva, J.M.","3604","2010","03","11","Brazil","Espírito Santo","Castelo","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"MBM359663","MBM359663","Subarbusto, 60 cm, flor rosada. Mata Atlântica",NA,NA,NA,NA,"Caxixe Quente, estrada para o Parque Estadual Forno Grande",NA,"Southern America",NA,"23588","auto",NA,NA,NA,NA,NA
"150","2020-12-21 16:39:02-03","MBM","MBM","164662","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Lourteig, A.",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","59713",NA,NA,NA,"Brazil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"MBM164662","MBM164662",NA,NA,NA,NA,NA,"Chapéu, Rio Jucu Braço Norte",NA,"Southern America",NA,"48150","auto",NA,NA,NA,NA,NA
"151","2020-12-21 16:39:02-03","MBM","MBM","280879","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Abreu, M.C.","2010","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74713","2003","03","14","Brazil","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"MBM280879","MBM280879","Ereta, 50 cm, flor lilás. Encosta do morro com solo calcário",NA,NA,"01","18","Projeto Guaicurus, arredores",NA,"Southern America",NA,"71352","auto",NA,NA,NA,NA,NA
"152","2020-12-21 16:39:02-03","MBM","MBM","271530","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Abreu, M.C.","2010","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","73257","2002","05","21","Brazil","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"MBM271530","MBM271530","Ereta, 35 m, flor lilás. Cerrado",NA,NA,"01","18","Rod. NS 270, próximo do Córrego Três Morros",NA,"Southern America",NA,"71352","auto",NA,NA,NA,NA,NA
"153","2020-12-21 16:39:02-03","MBM","MBM","294772","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Abreu, M.C.","2010","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","77027","2004","03","12","Brazil","Mato Grosso do Sul","Caracol","-57.0243988037109","-22.0139007568359",NA,NA,NA,NA,"MBM294772","MBM294772","Ereta, flor rosada. Floresta de galeria. Unicata",NA,NA,"01","18","Rodovia Bela Vista a Caracol, próximo do Rio Caracol",NA,"Southern America",NA,"53879","auto",NA,NA,NA,NA,NA
"154","2020-12-21 16:39:02-03","MBM","MBM","297904","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Abreu, M.C.","2010","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","78018","2004","06","19","Brazil","Minas Gerais","Itacarambi","-44.0918998718262","-15.1021995544434",NA,NA,NA,NA,"MBM297904","MBM297904","Rreta, flor lilás-pálida. Cerrado degradado",NA,NA,"01","18","Rio São Francisco, Porto da Balsa",NA,"Southern America",NA,"47793","auto",NA,NA,NA,NA,NA
"155","2020-12-21 16:39:02-03","MBM","MBM","408574","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Cabral, F.S.","2019","Rosa, P.O.; Hattori, E.K.O.; Hattori, E.K.O.","410","2007","02","14","Brazil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"MBM408574","MBM408574","Herbácea, ca. 1,5m. Cálice verde, corola rósea.; Mata ciliar.",NA,NA,"10","14","Capim Branco I",NA,"Southern America",NA,"58223","auto",NA,NA,NA,NA,NA
"156","2020-12-21 16:39:02-03","MBM","MBM","188814","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Abreu, M.C.","2010","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","64115","1996","01","15","Brazil","Minas Gerais","Várzea da Palma","-44.7308006286621","-17.5981006622314",NA,NA,NA,NA,"MBM188814","MBM188814","Erva, flor lilás. Mata de galeria",NA,NA,"01","18","Córrego Bebedouro",NA,"Southern America",NA,"60948","auto",NA,NA,NA,NA,NA
"157","2020-12-21 16:39:02-03","MBM","MBM","63471","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Lourteig, A.",NA,"Lourteig, A.; Hatschbach, G.; Hatschbach, G.","3167",NA,NA,NA,"Brazil","Paraná","Adrianópolis","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"MBM063471","MBM063471",NA,NA,NA,NA,NA,"Rio Corumbá",NA,"Southern America",NA,"49901","auto",NA,NA,NA,NA,NA
"158","2020-12-21 16:39:02-03","MBM","MBM","280880","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Abreu, M.C.","2010","Ribas, O.S.; Cordeiro, J.; Costa, E.F.; Cordeiro, J.; Costa, E.F.","5130","2003","02","25","Brazil","Paraná","Campo Magro","-49.4514007568359","-25.3686008453369",NA,NA,NA,NA,"MBM280880","MBM280880","Ereta, até 60cm, flor lilás-rosada. Floresta ombrófila mista. Orla da mata",NA,NA,"01","18","Conceição dos Túlios",NA,"Southern America",NA,"24260","auto",NA,NA,NA,NA,NA
"159","2020-12-21 16:39:02-03","MBM","MBM","342471","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Cordeiro, J.; Barboza, E.","2008","Silva, A.R.; et al.; et al.","673","2008","04","20","Brazil","Paraná","Campo Magro","-49.4514007568359","-25.3686008453369",NA,NA,"804","804","MBM342471","MBM342471","Erva terrestre, heliófita, ereta, ca. 0,50m. Flores rosas. Em beira de talude. relevo ondulado",NA,NA,NA,NA,"Estrada do Cerne",NA,"Southern America",NA,"24260","auto",NA,NA,NA,NA,NA
"160","2020-12-21 16:39:02-03","MBM","MBM","9308","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Lourteig, A.",NA,"Lindeman, J.; et al.; et al.","2128",NA,NA,NA,"Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"MBM009308","MBM009308",NA,NA,NA,NA,NA,"Cerro Azul",NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA
"161","2020-12-21 16:39:02-03","MBM","MBM","402167","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Cabral, F.S.","2019","Ariati, V.; Lozano, E.D.; Sageth, Y.; Lozano, E.D.; Sageth, Y.","1118","2015","05","16","Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"MBM402167","MBM402167","Subarbusto, flor rosa.; Floresta Ombrófila Densa em transição com Floresta Estacional Semidecidual.",NA,NA,"10","14","Estrada para Mato Preto, Beira do Rio Ribeira",NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA
"162","2020-12-21 16:39:02-03","MBM","MBM","134142","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Abreu, M.C.","2010","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","785","1990","01","05","Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"MBM134142","MBM134142","Ereta até 50 cm, flores lilás com base amarela. Margens rodovia (barrancos)",NA,NA,"01","18","Estrela",NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA
"163","2020-12-21 16:39:02-03","MBM","MBM","33863","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Lourteig, A.",NA,"Hatschbach, G.","33861",NA,NA,NA,"Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"MBM033863","MBM033863",NA,NA,NA,NA,NA,"Mato Preto",NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA
"164","2020-12-21 16:39:02-03","MBM","MBM","258503","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Abreu, M.C.","2010","Ribas, O.S.; Silva, J.M.; Silva, J.M.","3216","2001","02","10","Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"MBM258503","MBM258503","Ereta, 70 cm, flor rósea. Mata da margem do Rio Ribeira",NA,NA,"01","18","Mato Preto",NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA
"165","2020-12-21 16:39:02-03","MBM","MBM","136088","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Hatschbach, G.",NA,"Nicolack, V.; Holmes, W.; Holmes, W.","125",NA,NA,NA,"Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"MBM136088","MBM136088",NA,NA,NA,NA,NA,"Mato Preto",NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA
"166","2020-12-21 16:39:02-03","MBM","MBM","16431","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Lourteig, A.",NA,"Hatschbach, G.","24501",NA,NA,NA,"Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"MBM016431","MBM016431",NA,NA,NA,NA,NA,"Rio do Turvo",NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA
"167","2020-12-21 16:39:02-03","MBM","MBM","213095","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Hatschbach, G.",NA,"Odia, E.V.; Cruz, J.M.; Cruz, J.M.","42",NA,NA,NA,"Brazil","Paraná","Doutor Ulysses","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,"MBM213095","MBM213095",NA,NA,NA,NA,NA,"Rio do Turvo",NA,"Southern America",NA,"32237","auto",NA,NA,NA,NA,NA
"168","2020-12-21 16:39:02-03","MBM","MBM","315028","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Abreu, M.C.","2010","Barboza, E.; Costa, E.F.; Costa, E.F.","1243","2006","04","19","Brazil","Paraná","Doutor Ulysses","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,"MBM315028","MBM315028","Ereta, flor rosada. Em barranco na beira da estrada",NA,NA,"01","18","Rio Turvo",NA,"Southern America",NA,"32237","auto",NA,NA,NA,NA,NA
"169","2020-12-21 16:39:02-03","MBM","MBM","228312","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.",NA,NA,"Hatschbach, G.; Ribas, O.S.; Barboza, E.; Ribas, O.S.; Barboza, E.","67521",NA,NA,NA,"Brazil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM228312","MBM228312",NA,NA,NA,NA,NA,"Colônia São Judas Tadeu",NA,"Southern America",NA,"53832","auto",NA,NA,NA,NA,NA
"170","2020-12-21 16:39:02-03","MBM","MBM","16425","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Lourteig, A.",NA,"Hatschbach, G.","25875",NA,NA,NA,"Brazil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"MBM016425","MBM016425",NA,NA,NA,NA,NA,"Coatis",NA,"Southern America",NA,"31827","auto",NA,NA,NA,NA,NA
"171","2020-12-21 16:39:02-03","MBM","MBM","188804","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Abreu, M.C.","2010","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","1547","1995","10","05","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM188804","MBM188804","Ereta, flor rosada. Dos barrancos à beira da estrada",NA,NA,"01","18","Itaiacoca",NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA
"172","2020-12-21 16:39:02-03","MBM","MBM","36088","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Lourteig, A.",NA,"Hatschbach, G.","35668",NA,NA,NA,"Brazil","Paraná","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"MBM036088","MBM036088",NA,NA,NA,NA,NA,"Serra do Votuvoru",NA,"Southern America",NA,"37352","auto",NA,NA,NA,NA,NA
"173","2020-12-21 16:39:02-03","MBM","MBM","16416","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Lourteig, A.",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","25559",NA,NA,NA,"Brazil","Paraná","São José da Boa Vista","-49.6521987915039","-23.9158000946045",NA,NA,NA,NA,"MBM016416","MBM016416",NA,NA,NA,NA,NA,"Rio Jaguariaíva, Corredeir Paulista",NA,"Southern America",NA,"21399","auto",NA,NA,NA,NA,NA
"174","2020-12-21 16:39:02-03","MBM","MBM","213543","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C. Mart. & Zucc.","Guimarães, O.",NA,"Cervi, A.C.; et al.; et al.","6077",NA,NA,NA,"Brazil","Paraná","Tomazina","-49.9496994018555","-23.778299331665",NA,NA,NA,NA,"MBM213543","MBM213543",NA,NA,NA,NA,NA,"Estrada para Salto Cavalcanti",NA,"Southern America",NA,"29630","auto",NA,NA,NA,NA,NA
"175","2015-09-05 10:47:11-03","MNHN","RECOLNAT_MNHN_P","P05581751","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. & Zucc.",NA,NA,"Trinta, Z.A.|Fromm, E.",NA,"1964","12","8","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P05581751","P05581751_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05581751' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Entre Campos e Morro do Cocô",NA,NA,"hb",NA,NA,NA,NA,NA,"1044",NA
"176","2015-09-05 10:47:11-03","MNHN","RECOLNAT_MNHN_P","P05581752","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. & Zucc.",NA,NA,"Trinta, Z.A.|From, E.",NA,"1964","4","19","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"P05581752","P05581752_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05581752' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Pr. Teófilo Otoni",NA,NA,"hb",NA,NA,NA,NA,NA,"743",NA
"177","2015-09-05 10:47:12-03","MNHN","RECOLNAT_MNHN_P","P05581753","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. & Zucc.",NA,NA,"Sucre, D.",NA,"1969","11","11","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P05581753","P05581753_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05581753' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Situada na vertente Suleste do Sumaré.",NA,NA,"hb",NA,NA,NA,NA,NA,"6237",NA
"178","2015-09-05 10:47:12-03","MNHN","RECOLNAT_MNHN_P","P05581756","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. & Zucc.",NA,NA,"Sucre, D.",NA,"1969","1","12","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P05581756","P05581756_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05581756' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Mata da Lagoinha.",NA,NA,"hb",NA,NA,NA,NA,NA,"4416",NA
"179","2015-09-05 10:47:12-03","MNHN","RECOLNAT_MNHN_P","P05581758","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. & Zucc.",NA,NA,"Santos, T.S.",NA,"1975","10","6","Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"P05581758","P05581758_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05581758' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Faz Sta Thereza, km 8 da Rod Ubaitaba Itacaré. Plantação de cacau",NA,NA,"hb",NA,NA,NA,NA,NA,"3042",NA
"180","2015-09-05 10:47:12-03","MNHN","RECOLNAT_MNHN_P","P05581760","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. & Zucc.",NA,NA,NA,NA,"1885","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"P05581760","P05581760_01","Herb J. de Saldanha <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05581760' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Campos da Mantiqueira pelo Vale do Rio Verde dos Três Corações",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"181","2015-09-05 10:48:01-03","MNHN","RECOLNAT_MNHN_P","P05581777","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. & Zucc.",NA,NA,"Duarte",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"P05581777","P05581777_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05581777' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Margem do Rio Parapoeba",NA,NA,"hb",NA,NA,NA,NA,NA,"11434",NA
"182","2015-09-05 10:48:01-03","MNHN","RECOLNAT_MNHN_P","P05581779","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. & Zucc.",NA,NA,"Gaudichaud",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"P05581779","P05581779_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05581779' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
