"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","1738433","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring","M. K. Caddah","M. K. Caddah","815","2011","02","02","South America","Brazil","Minas Gerais","Ouro Branco","Estrada entre Conselheiro Lafaiete e Ouro Branco, entrada para Casa de Tiradentes.","-43.71107","-20.55535","1070","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568222' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738433","NY01738433_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","02104740","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring","F. A. Michelangeli","P. H. Labiak E.","5427","2013","02","04","South America","Brazil","Minas Gerais","Catas Altas","Vegetação de Canga às margens da rodovia MG-129, sentido Mariana.","-43.475","-20.266","760","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2550838' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104740","NY02104740_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","00917009","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"F. Sellow","1307","1837",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989749' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917009","NY00917009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00917016","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring","J. J. Wurdack","W. R. Anderson","8661","1973","04","11","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, 10 km by N of Gouvêia","-43.69707","-18.3665","1320","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917016","NY00917016_01","1320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00917012","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"J. B. E. Pohl","3614",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"In campis altis et ad fluvios inter frutices prope Infeçionado.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989754' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917012","NY00917012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","00917004","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Serra da Lapa.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917004","NY00917004_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","00917006","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring","J. Badini","A. Macedo","2752","1950","12","27","South America","Brazil","Minas Gerais","Ouro Preto","Localidade Lavras Novas.","-43.5081","-20.2878",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917006","NY00917006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","01856067","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"M. J. R. Rocha","610","2012","04","29","South America","Brazil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi. Próximo à lagoa do Manso.","-43.5080986022949","-20.2875003814697",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2191909' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856067","NY01856067_01",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00917018","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring","J. J. Wurdack","H. S. Irwin","29464","1971","01","30","South America","Brazil","Minas Gerais","Ouro Preto","Serra do Espinhaço, on middle slopes of Pico de Itacolomi, ca. 3 km S. of Ouro Preto","-43.5058333","-20.3874","1750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917018","NY00917018_01","1750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","00917014","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring","J. J. Wurdack","B. Maguire","44610","1959","12","18","South America","Brazil","Minas Gerais",NA,"Serra Rola Moça, 8 km. from Belo Horizonte.",NA,NA,"1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917014","NY00917014_01","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","00917007","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring","J. Badini","A. Macedo","2752","1950","12","27","South America","Brazil","Minas Gerais","Ouro Preto","Localidade Lavras Novas.","-43.5081","-20.2878",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917007","NY00917007_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00917003","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Serra da Lapa.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917003","NY00917003_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1795755","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"R. Goldenberg","1497","2011","01","23","South America","Brazil","Minas Gerais","Santa Bárbara","Caraça; Estrada de acesso ao Santuário Floresta","-43.503286","-20.087063",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2024127' target='other'> <mi>dwc_moreinfo</mi></a>","NY01795755","NY01795755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1281690","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring","T. Rolim","T. Rolim","216","2009","10","22","South America","Brazil","Minas Gerais",NA,"Parque Estadual do Itacolomi-PEI, trilha do calais (ESQ1).",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1741370' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281690","NY01281690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00917013","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring","R. Goldenberg","J. M. Pires","2927","1951","01",NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989756' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917013","NY00917013_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00917011","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"G. Eiten","6979","1965","11","29","South America","Brazil","Minas Gerais","Ouro Preto","ca. 4 km due S of city of Ouro Preto. Along dirt road up mountain to east of village of Saramenha.","-43.5","-20.42","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917011","NY00917011_01","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1145602","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring","R. Goldenberg","M. Groppo, Jr.","661","2001","03","27","South America","Brazil","Minas Gerais","Ouro Preto","Distrito de Lavras Novas, sul de Ouro Preto, Bacia do Custódio, represa da Alcan.","-43.5081","-20.2878",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320587' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145602","NY01145602_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1738501","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"R. Goldenberg","1511","2011","02","04","South America","Brazil","Minas Gerais","Ouro Preto","Estrada para Venda do Campo (Lavras Novas)","-43.53175","-20.44906","1353","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568135' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738501","NY01738501_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1654192","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring","M. K. Caddah","M. K. Caddah","814","2011","02","02","South America","Brazil","Minas Gerais","Ouro Branco","Estrada entre Conselheiro Lafaiete e Ouro Branco, entrada para Casa de Tiradentes.","-43.71107","-20.55535","1070","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568221' target='other'> <mi>dwc_moreinfo</mi></a>","NY01654192","NY01654192_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00917005","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"L. Riedel","s.n.","1824",NA,NA,"South America","Brazil","Minas Gerais",NA,"Serra da Lapa.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917005","NY00917005_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00917017","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring","J. J. Wurdack","W. R. Anderson","8477","1973","04","10","South America","Brazil","Minas Gerais",NA,"Ca. 18 km by road SW of Diamantina on road to Curvelo. Serra do Espinhaço.","-43.72035","-18.36499","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917017","NY00917017_01","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00917008","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917008","NY00917008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00917010","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring","A. C. Brade","P. Occhioni","s.n.","1940","12","04","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, km. 131.","-43.499904","-19.221042",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917010","NY00917010_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-01-28 13:11:24-03","MCN-PUC-MINAS","HPUC-MG","ANG3621","S","Plantae",NA,NA,"Melastomataceae","Miconia","corallina","Miconia corallina",NA,NA,NA,NA,"2010",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra do Gandarela - Município de Santa Bárbara",NA,NA,NA,NA,"Florística e Fitossociologia para ampliação de mina de dolomito calcário. Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:31:24-03","UFRJ","RFA","2732","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"Pizarro",NA,"1887","02",NA,NA,"Brasil","Minas Gerais","Itacolomi",NA,NA,NA,NA,NA,NA,"RFA45414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:44:30-03","EAO","IAN","105446","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"Magalhães, MG","2797","1943","01","31","Southern America","Brasil","Minas Gerais","Itabira do Campo","Capoeirinha na canga (rocha férrica), Pico Cauê.",NA,NA,NA,NA,NA,"IAN105446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:44:30-03","EAO","IAN","149200","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring","Wurdack, JJ","Anderson, CW","8477","1973","04","10","Southern America","Brasil","Minas Gerais",NA,"Ca. 18 km by road SW of Diamantina on road to Curvelo, steep rocky (quartzite) hillside sloping down to gallery forest, with seeps and sedge meadows just above forest.",NA,NA,"1400",NA,NA,"IAN149200",NA,"1400",NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:44:30-03","EAO","IAN","138761","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring","Wurdack, JJ","Irwin, HS; Harley, RM","29464","1971","01","30","Southern America","Brasil","Minas Gerais","Ouro Preto","Cerrado on middle slopes of Pico de Itacolomí, ca. 3km S of Ouro P.","-43.5080986022949","-20.2875003814697","1750",NA,NA,"IAN138761",NA,"1750","44599","auto","1972",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:20:22-03","UFBA","ALCB","53970","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring","Baumgratz, JFA","Loureiro, DM; Alves, L. de J.; Guedes, ML; Santana, DL","162","2001","05","20","Southern America","Brasil","Bahia","Bonito","Chapada Diamantina, Assentamento Piratini, ponto T6","-41.335278","-12.077222",NA,NA,"2,5m, ramos com tomentos ferrugíneos. Folhas cartáceas, discolores, face abaxial com tomentos ferrugíneos.",NA,NA,NA,NA,NA,"2001","-41.335278","-12.077222",NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:03:43-03","NBC","NL-BOTANY","U.1384105","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"Anderson WR",NA,"1973","04","10","Southern America","Brazil",NA,NA,"Estado de Minas Gerais. Serra do Espinhaco. Ca. 18 Km by road SW of Diamantina on road to Curvelo; steep rocky (quartzite) hillside sloping down to gallery forest, with seeps and sedge meadows just above forest.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1384105 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1384105","NL-U1384105",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
