"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"31","2020-11-04 11:13:36-03","ESALQ","ESA","34886","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","corallina","Miconia corallina",NA,"Souza, V.C.","Nave, A.G. et al.","1298.0","1997","03","01",NA,"Brasil","Mato Grosso","Guimarães",NA,NA,NA,NA,NA,NA,"ESA034886","ESA034886",NA,NA,NA,"1997",NA,NA,NA,"09","06",NA,NA,NA
"32","2020-11-04 11:13:36-03","ESALQ","ESA","110362","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","corallina","Miconia corallina",NA,"Colletta, G.D.","Colletta, G.D.","204.0","2009","05","12",NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105",NA,NA,NA,"ESA110362","ESA110362",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:13:36-03","ESALQ","ESA","13380","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","corallina","Miconia corallina",NA,NA,"Leitão Filho, H.F. et al.","27327.0","1992","12","07",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,"ESA013380",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:13:36-03","ESALQ","ESA","27121","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring","Goldenberg, R.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","9977.0","1996","01","10",NA,"Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Serra de Catas Altas. Campo rupestre com mata nos trechos mais baixos.","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto, ca. 1 m alt.; frutos imaturos verdes. Entre rochas.","ESA027121","ESA027121",NA,"33136","auto","1998",NA,NA,NA,"01","01",NA,NA,NA
"35","2020-11-04 11:13:36-03","ESALQ","ESA","82959","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","corallina","Miconia corallina",NA,NA,"Araújo, A.O.; Romão, G.O.; Vieira, S.",NA,"2003","01","08",NA,"Brasil","Minas Gerais","Diamantina","ca. 8 km de Diamantina na estrada para Mendanha",NA,"-18.18","1230",NA,"arvoreta 3 m; frutos cinzas","ESA082959","ESA082959","1230",NA,NA,NA,"-43,543,333","-18.18",NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:13:36-03","ESALQ","ESA","105557","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","corallina","Miconia corallina",NA,"Silvia Corrêa Chiea","Krieger, L.","7778.0","1969","11","01",NA,"Brasil","Minas Gerais","Sítio Borda",NA,NA,NA,NA,NA,NA,"ESA105557","ESA105557",NA,NA,NA,"1987",NA,NA,NA,"03","05",NA,NA,NA
"37","2020-11-04 11:13:36-03","ESALQ","ESA","87054","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring","Colletta, G.D.","Cunha, G.C.",NA,"1998","08","18",NA,"Brasil","Rio de Janeiro","Lídice","Fazenda Rio Claro, altitude entre 700 e 1200m.",NA,NA,NA,NA,NA,"ESA087054","ESA087054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:13:36-03","ESALQ","ESA","24254","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring","Goldenberg, R.","Sakuragui, C.M. et al.",NA,"1994","01","16",NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,"ESA024254",NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:13:36-03","ESALQ","ESA","20338","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring","Goldenberg, R.","Souza, V.C. et al.","8269.0","1995","03","11",NA,"Brasil","Minas Gerais","Serro",NA,"-43.3793983459473","-18.604700088501",NA,NA,NA,"ESA020338",NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:13:36-03","ESALQ","ESA","81973","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring.",NA,"Mazine, F.F. Araújo, A.O.; Duarte, A.R.; Tsuji, R.","573.0","2002","11","08",NA,"Brasil","Minas Gerais","Itacambira","Morro da antena - Beira de estrada - Cerrado","-43.3088989257812","-17.0646991729736","1250",NA,"Árvore 3 m, flores brancas.","ESA081973","ESA081973","1250","48089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:13:36-03","ESALQ","ESA","77550","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring","Souza, V.C.","Souza, V.C.; Araújo, A.O.; Romão, G.O.; Elias, S.I.; Sampaio, D.","28052.0","2002","02","20",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas. Campo rupestre.","-43.5080986022949","-20.2875003814697","1400",NA,"Arbusto, ca. 2 m alt.; frutos imaturos castanho-claros.","ESA077550","ESA077550","1400","44599","auto","2002",NA,NA,NA,"01","01",NA,NA,NA
"42","2020-11-04 11:13:36-03","ESALQ","ESA","75234","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring","Ivanauskas, N.M. et al.","Souza, J.P.; Souza, V.C.; Ivanauskas, N.M.; Rodrigues, R.R.; Gandolfi, S.; Tamashiro, J.Y.","3547.0","2001","04","14",NA,"Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha para o Mirante, ca. 850msm.","-46.6300010681152","-23.5400009155273","850",NA,"Árvore, 5m alt. Frutos imaturos verdes, maduros vermelho-vináceos. Arredores do mirante.","ESA075234","ESA075234","850","53584","auto",NA,"-46,743,056","-23,991,667",NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:31:40-03","MN","R","148697","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring","Goldenberg, R.","Freire Allemão, F.",NA,NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"R010053599","R010053599_001 R010053599_002",NA,NA,NA,"2010","Arvoreta de capueña",NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:31:40-03","MN","R","167504","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"Freire Allemão, F.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"R010054888","R010054888_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:31:40-03","MN","R","9635","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"Glaziou, A.F.M.","10775","1872","11","14",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009635","R000009635_001 R000009635_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:18:22-03","UFV","VIC","30611","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring","Faria, C.A.","Paula, C.C.; et al.","552","2002","12","21",NA,"Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco, Área 2","-43.6918983459473","-20.5207996368408",NA,NA,"Terrestre, mata de capão; arbustode 2,5m; frequênca abundante; folhas pilosas com a face adaxial verde e baxial castanho; folhas pilosas com a face adaxial verde e abaxial castanho; folhas jovens castanhas com pilosas; sépalas castanha","VIC030611",NA,NA,"13809","auto","2005",NA,NA,NA,"01",NA,NA,NA,NA
"47","2020-12-20 21:18:22-03","UFV","VIC","033132","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"Rolim, T.P.; et al.","342","2010","04","15",NA,"Brasil","Minas Gerais","Ouro Preto","PEI","-43.5080986022949","-20.2875003814697",NA,NA,"Campo rupestre, árvore de ca de 2 m, flores alvad,estames e gineceu creme,folhas deflexas.","VIC033132","VIC033132",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-20 21:18:22-03","UFV","VIC","033178","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"Rolim, T.P.; et al.","216","2009","10","22",NA,"Brasil","Minas Gerais","Ouro Preto","PEI, Trilha do Calais (ESQ1)","-43.5080986022949","-20.2875003814697",NA,NA,"Campo rupestre, árvore ca de 1,3m, flores alvas, estames gineceu creme,folhas deflexas.","VIC033178","VIC033178",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-20 21:18:22-03","UFV","VIC","6865","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring","Ferreira, R.R.","Ferreira, R.R.; et al.","054","1980","11","15",NA,"Brasil","Minas Gerais","Santa Bárbara","Colégio do Caraça, Altitude de 1927 m. Beira do riacho. Campo rupestre.","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto de 2m. de altura. Corola marrom clara pilosa. folhas grandes de face ventral verde escuro glabra e face dorsal pilosa lanosa de cor clara.","VIC006865",NA,NA,"33136","auto","1980",NA,NA,NA,"12","01",NA,NA,NA
