"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","individualCount"
"11","2021-03-24 17:09:16-03","UFES","SAMES","2930","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, Prance & Menandro","Ribeiro,M.","Ribeiro,M.; Penha,J.S.","672","2011","11","12",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta alta sobre Tabuleiro, estrada Interna km 4.","-39.7322006225586","-18.5932998657227",NA,"Árvore de 35 metros de alt., CAP: 2,50 m; frutos passados. Tronco fissurado cinza. SAMEScarpo2930.","SAMES02930",NA,NA,"2012","10","04","-398050000.0","-182625000.0","41644","auto",NA,NA,NA,NA
"12","2021-03-01 16:32:50-03","UNICAMP","UEC","198433","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, Prance & Menandro","Folli, DA","Folli, DA","5039","2005","03","23",NA,"Brazil","Espírito Santo","Linhares","Aceiro com Pomar de Frutas Tropicais.","-40.0722007751465","-19.3910999298096",NA,"Arbóreo, botão branco, flor branco, seiva incolor, descamação ausente, fuste cilíndrico 8m, casca sulcada, altura 13m, CAP fuste 61cm, diametro 7m.; Mata de tabuleiro","UEC050617","UEC050617",NA,"2005","03","23",NA,NA,"48094","auto","100","100",NA,NA
"13","2021-03-01 16:32:50-03","UNICAMP","UEC","198431","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, Prance & Menandro","Folli, DA","Folli, DA","5098","2005","09","19",NA,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada: Municipal do MME, 1200m","-40.0722007751465","-19.3910999298096",NA,"Porte: Arbóreo&nf;Forma Vida: Terrestre&nf;Forma Fuste: Cilíndrico&nf;Superficie Casca: Sulcada&nf;Cor Fruto Maduro: Marrom&nf;Cor Fruto Imaturo: Marrom&nf;Exscudação: Seiva&nf;Cor Exsudação: Incolor&nf;Descamação: Ausente&nf;Superfície Casca: Sulcada","UEC050618","UEC050618",NA,"2005","09","19",NA,NA,"48094","auto",NA,NA,NA,NA
"14","2020-04-27 16:10:14-03","UFES","VIES","20392","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, Prance & Menandro","Menandro, M.S.","Menandro, M.S.","287","1991","08","29",NA,"Brasil","Espírito Santo","Colatina","Itapina.","-40.6305999755859","-19.539400100708",NA,NA,"VIES020392","VIES020392",NA,"1991","08","29",NA,NA,"57036","auto",NA,NA,NA,NA
"15","2020-06-29 09:30:38-03","UFRRJ","RBR","7972","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, Prance & Menandro","M. Ribeiro","D.A. Folli","453","1983","08","11",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da Vale do Rio Doce, Ext. LOURO, ant. 351, Km 1,150, lado direito.","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00007972",NA,NA,"2014","08","28",NA,NA,"48094","auto",NA,NA,NA,NA
"16","2020-08-31 08:53:39-03","INPA","INPA","246236","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Moriet al.","Paciencia, MLB","Rando, JG","227","2006","04","09","Southern America","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"INPA0246236","INPA0246236 INPA0246236_e",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"17","2021-03-04 11:05:33-03","UFRB","HURB","11802","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori et al.",NA,"Santos, L.G.",NA,"2016","07","18",NA,"Brasil","Bahia","Santa Teresinha",NA,"-39.533333","-12.65",NA,"Coleção Carpoteca/ Etnobotânica.","HURB000011802","HURB000011802",NA,NA,NA,NA,"39º32'W","12º39'S",NA,NA,NA,NA,NA,NA
"18","2020-01-30 12:37:16-03","UFES","SAMES-CARPOTECA","90001","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori et al.","Ribeiro,M.","Ribeiro,M.; Penha,J.S.","672","2011","11","12",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego grande. Estrada interna km 4.","-39.7322006225586","-18.5932998657227",NA,"CAP: 2,50 m; frutos passados. Tronco fissurado cinza. Fruto na carpoteca.. SAMES 2930 Habito: Árvore","SAMEScarpo90001",NA,NA,"2012","10","04",NA,NA,"41644","auto",NA,NA,NA,NA
"19","2020-01-30 12:37:16-03","UFES","SAMES-CARPOTECA","90059","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori et al.","Ribeiro, M.","Ribeiro, M.; Rozario, E.M.","1557","2019","07","26",NA,"Brasil","Espírito Santo","Conceição da Barra","Coleta ao longo do km 3 e 4 da estrada interna. Reserva Biológica de Córrego Grande","-39.7322006225586","-18.5932998657227",NA,"20 m de alt., casca profundamente fissurada, cinza-claro. Frutos passados coletados no chão, somente os frutos foram coletados. Habito: Árvore","SAMEScarpo90059",NA,NA,"2019","11","12",NA,NA,"41644","auto","65","65",NA,NA
"20","2021-02-25 10:11:50-03","CVRD","CVRD","1998","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, G.T.Prance & Menandro",NA,"Folli, D.A.","761","1988","07","12","América do Sul","BRASIL","BA","Porto Seguro",NA,"-39.0647010803223","-16.4496994018555",NA,"<ll>dwc_commonname:</ll> Jequitibá cravinho","CVRD001998",NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,"Magnoliopsida",NA
"21","2021-02-25 10:11:50-03","CVRD","CVRD","1016","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, G.T.Prance & Menandro","Prance & Menandro","Folli, D.A.","428","1983","02","24","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Jequitibá cravinho","CVRD001016",NA,"PARATYPUS","1993","02","01",NA,NA,"48094","auto",NA,NA,"Magnoliopsida",NA
"22","2021-02-25 10:11:50-03","CVRD","CVRD","9218","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, G.T.Prance & Menandro","Domingos A. Folli","Folli, D.A.","5098","2005","09","19","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Jequitibá cravinho","CVRD009218","CVRD009218",NA,"2005","09","19",NA,NA,"48094","auto",NA,NA,"Magnoliopsida",NA
"23","2021-02-25 10:11:50-03","CVRD","CVRD","9098","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, G.T.Prance & Menandro","Domingos A. Folli","Folli, D.A.","5039","2005","03","23","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Jequitibá cravinho","CVRD009098","CVRD009098",NA,"2005","03","23",NA,NA,"48094","auto",NA,NA,"Magnoliopsida",NA
"24","2021-02-25 10:11:50-03","CVRD","CVRD","3094","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, G.T.Prance & Menandro","Prance & Menandro","Folli, D.A.","1305","1991","03","12","América do Sul","BRASIL","ES","Linhares","Árvore em floresta degradada, área de capoeira no MME.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Jequitibá cravinho","CVRD003094","CVRD003094","PARATYPUS","1992","10","23",NA,NA,"48094","auto",NA,NA,"Magnoliopsida",NA
"25","2021-02-25 10:11:50-03","CVRD","CVRD","1048","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, G.T.Prance & Menandro","Prance & Menandro","Folli, D.A.","453","1983","07","11","América do Sul","BRASIL","ES","Linhares","Coleta de flor DAF.428, registro 1016","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Jequitibá cravinho","CVRD001048",NA,"PARATYPUS","1993","02","01",NA,NA,"48094","auto",NA,NA,"Magnoliopsida",NA
"26","2021-02-25 10:11:50-03","CVRD","CVRD","3968","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, G.T.Prance & Menandro","Schott Mori","Folli, D.A.","1646","1992","10","15","América do Sul","BRASIL","ES","Linhares","Localizada no RFL 88/89, MME.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Jequitibá cravinho","CVRD003968",NA,NA,"1992","10","23",NA,NA,"48094","auto",NA,NA,"Magnoliopsida",NA
"27","2021-02-25 10:11:50-03","CVRD","CVRD","3462","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, G.T.Prance & Menandro","Prance & Menandro","Folli, D.A.","1437","1991","10","11","América do Sul","BRASIL","ES","Linhares","Próximo ao Apiário, lado direito, no aceiro da mata.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Jequitibá cravinho","CVRD003462","CVRD003462","HOLOTYPUS","1992","10","23",NA,NA,"48094","auto",NA,NA,"Magnoliopsida",NA
"28","2020-09-02 16:30:26-03","Cenargen","CEN","57324","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, Prance & Menandro","F. S. Catenacci","Domingos Antônio Folli","761","1988","07","12",NA,"Brasil","BA","PORTO SEGURO",NA,"-39.0647010803223","-16.4496994018555","Exsicatas","Municipal. Doação do Banco Genético do Pau-Brasil. Registro nº225. Coleção de referência. EMBRAPA, CEPLAC, VERACEL.","CEN00057324","CEN00057324",NA,"2015",NA,NA,NA,NA,"68835","auto",NA,NA,NA,"1"
"29","2019-11-13 11:21:20-03","USP","SPF","180400","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, Prance & Menandro","Mori, SA","Rando, JG","227","2006","04","09",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0688","-19.1497",NA,NA,"SPF00180400",NA,NA,"2013",NA,NA,"-40.0688","-19.1497",NA,NA,"68","68",NA,NA
"30","2020-10-14 16:35:24-03","UFVJM","HDJF","7838","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lecythidaceae","Cariniana","parvifolia","Cariniana parvifolia","S.A.Mori, Prance & Menandro",NA,"Paixão, FA","97P97","2019","07","30","Southern America","Brasil","Espírito Santo","Linhares","Rio Doce, Margem Direita","-40.191167","-19.473056",NA,NA,"HDJF007838","HDJF007838_01",NA,NA,NA,NA,"-40.191167","-19.473056",NA,NA,"18","18",NA,NA
