"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2016-11-07 11:59:00-02","NY","NYBG","1279902","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","denudata","Tachigali denudata",NA,"H. H. van der Werff","F. C. Hoehne","s.n.","1931","10","15","South America","Brazil","São Paulo","Nativa no Parque do Estado e Jardim Botânico","-46.621883","-23.654505","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514515' target='other'> <mi>dwc_moreinfo</mi></a>","NY01279902","NY01279902_01","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02913476","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira-Filho",NA,"H. C. de Lima","8328","2016","08","20","South America","Brazil","Rio de Janeiro","Estrada da Vista Chinesa, ca. 500 metros após a Mesa do Imperador. Floresta de Encosta. Parque Nacional da Tijuca","-43.2588889","-22.9677778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3239466' target='other'> <mi>dwc_moreinfo</mi></a>","NY02913476","NY02913476_01","Rio de Janeiro","424","424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1187839","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira-Filho",NA,"C. Angeli","467","1978","08","18","South America","Brazil","Rio de Janeiro","Estr. da Vista Chinesa, km 2","-43.272486","-22.971682","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393507' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187839","NY01187839_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1187797","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira-Filho","H. H. van der Werff","G. G. Hatschbach","43188","1980","09","17","South America","Brazil","Paraná","Serra Negra","-48.426212","-25.176184","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393224' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187797","NY01187797_01","Guaraqueçaba","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-07 11:59:00-02","NY","NYBG","1279901","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","denudata","Tachigali denudata",NA,"H. H. van der Werff","J. de S. Silva","389","1975","10","09","South America","Brazil","São Paulo","Parque Estadual das Fontes do Ipiranga.","-46.621883","-23.654505","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514507' target='other'> <mi>dwc_moreinfo</mi></a>","NY01279901","NY01279901_01","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-11-07 11:56:00-02","NY","NYBG","1188214","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","denudata","Tachigali denudata",NA,"H. H. van der Werff","F. C. Hoehne","20917","1931","10","14","South America","Brazil","São Paulo","Jardim Botanico","-46.618358","-23.646109","sheet","Planta viva, no. 119. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397593' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188214","NY01188214_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:29:52-03","UNESP-IBB","BOTU","27265","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira-Filho","Escobar, N.A.G.","Furlan, A.",NA,"1998","10","20",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"BOTU027265",NA,"São Paulo",NA,NA,"2017","08","29","9999","9999",NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:29:52-03","UNESP-IBB","BOTU","9419","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira-Filho","Escobar, N.A.G.","Hoehne, F.C.",NA,"1933","10","04",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"BOTU009419",NA,NA,NA,NA,"2017","08","29","9999","9999",NA,NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:29:52-03","UNESP-IBB","BOTU","9415","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira-Filho","Escobar, N.A.G.","Hoehne, F.C.",NA,"1933","10","04",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"BOTU009415",NA,NA,NA,NA,"2017","08","29","9999","9999",NA,NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:40:20-03","EAO","IAN","4167","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Sclerolobium","denudatum","Sclerolobium denudatum","Vogel",NA,"Sellow, F","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN004167","IAN004167_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:40:31-03","EAO","IAN","93329","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira-Fillho","Lima, HC de","Glaziou, AFM","1570","1867","09","22",NA,"França","Paris",NA,NA,NA,NA,NA,"IAN093329",NA,NA,NA,NA,"2009","02","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-26 18:08:27-03","CPAN-UFMS","COR","1703","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira-Filho",NA,"Oliveira, A.",NA,"1983","12","21",NA,"Brasil","Mato Grosso do Sul","Rodovia federal BR-163; saída para São Paulo, após a segunda baixada à direita","-54.582222","-20.588611",NA,"Arbóreo; flor amarela Habito: Arbóreo",NA,NA,"Campo Grande","542","542",NA,NA,NA,"54º34'56''W","20º35'19''S",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:17:23-03","UFBA","ALCB","126252","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) L.C. de Oliveira Filho","Lima, HC","Lima, HC; Machado, DNS","8328","2016","08","20","Southern America","Brasil","Rio de Janeiro","Parque Nacional da Vista Chinesa, ca . 500 metros após a Mesa do Imperador.","-43.258889","-22.977778",NA,"com 10 m alt. Tronco com casca lisa, levemente fissurada, pardacenta, DAP ca. 25 cm. Inflorescência com raque castanho-rosada, botões alvo-esverdeados. Muito frequente.","ALCB038155","ALCB038155","Rio de Janeiro","424","424","2016","08",NA,"-43.258889","-22.977778",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:17:23-03","UFBA","ALCB","126253","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) L.C. de Oliveira Filho","Lima, HC","Lima, HC; Machado, DNS","8329","2016","08","29","Southern America","Brasil","Rio de Janeiro","Parque Nacional da Vista Chinesa, ca . 500 metros após a Mesa do Imperador.","-43.259167","-22.977778",NA,"com 17 m alt. Tronco com casca lisa, levemente fissurada e descamante na base pardacenta. DAP 78 cm. Inflorescência com raque castanho-rosada, botões alvo-esverdeados. Muito frequente.","ALCB038156","ALCB038156","Rio de Janeiro","424","424","2016","08",NA,"-43.259167","-22.977778",NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:17:23-03","UFBA","ALCB","73017","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) L.C. de Oliveira Filho","Santana, JCO","Ribas, OS; Silva, JM","7101","2005","10","27","Southern America","Brasil","Paraná","Pacas","-49.0858001708984","-24.9743995666504",NA,"15 m. Flor amarela.","ALCB028515","ALCB028515","Tunas do Paraná",NA,NA,"2014","11",NA,NA,NA,"41885","auto",NA,NA,NA,NA,NA
"26","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.2026170","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Sclerolobium","denudatum","Sclerolobium denudatum","Vogel",NA,"Vincent D",NA,"1915","12","01","Southern America","Brazil",NA,"Fre. de Joyas - foréts.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2026170 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2026170","NL-L2026170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U.1332039","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Sclerolobium","denudatum","Sclerolobium denudatum","Vogel","Hoehne FC","Hoehne FC",NA,"1931","10","15","Southern America","Brazil","São Paulo",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1332039 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1332039","NL-U1332039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0038312",NA,NA,NA
"28","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U.1332040","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Sclerolobium","denudatum","Sclerolobium denudatum","Vogel",NA,"Hoehne FC",NA,"1933","10","04","Southern America","Brazil",NA,"Sao Paulo-Brasil. Cabreuva.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1332040 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1332040","NL-U1332040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U.1332041","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Sclerolobium","denudatum","Sclerolobium denudatum","Vogel",NA,"Duarte AP",NA,"1959","09","02","Southern America","Brazil",NA,"Brasil, Estado da Guanabara, entre mesa do Imperador e Alto da Boa Vista.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1332041 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1332041","NL-U1332041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-11-04 11:10:20-03","ESALQ","ESA","6671","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Sclerolobium","denudatum","Sclerolobium denudatum","Vogel","Tamashiro, J.Y.","Moraes, P.L.R.","428.0","1990","01","05",NA,"Brasil","São Paulo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA006671",NA,"São Miguel Arcanjo",NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"31","2020-11-04 11:10:20-03","ESALQ","ESA","6670","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Sclerolobium","denudatum","Sclerolobium denudatum","Vogel","Tamashiro, J.Y.","Moraes, P.L.R.","399.0","1991","01","13",NA,"Brasil","São Paulo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA006670",NA,"São Miguel Arcanjo",NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"32","2020-11-04 11:10:59-03","ESALQ","ESA","19194","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira Filho","Souza, V.C.","Rossi, L. et al.","1665.0","1994","09","06",NA,"Brasil","São Paulo",NA,"-45.8400001525879","-23.5300006866455",NA,NA,"ESA019194","ESA019194","Salesópolis",NA,NA,"2012","03","20",NA,NA,"18032","auto",NA,NA,NA,NA,NA
"33","2020-11-04 11:10:59-03","ESALQ","ESA","128758","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata",NA,"Souza, V.C.","Kuntz, J.","1068.0","1905","07","05",NA,"Brasil","São Paulo",NA,"-47.5","-23.9599990844727",NA,NA,"ESA128758",NA,"Tapiraí",NA,NA,"2013","04","23",NA,NA,"41034","auto",NA,NA,NA,NA,NA
"34","2020-11-04 11:10:59-03","ESALQ","ESA","114796","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata",NA,"Souza, V.C.","Campos, M.C.R.","963.0","2007","03","04",NA,"Brasil","São Paulo",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA114796","ESA114796","Ubatuba",NA,NA,"2012","03","20",NA,NA,"34265","auto",NA,NA,NA,NA,NA
"35","2020-11-04 11:10:59-03","ESALQ","ESA","39712","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira Filho","Souza, V.C.","Árbocz, G.F. et al.","33404.0","1995","02","12",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"ESA039712","ESA039712","Pariquera Açú",NA,NA,"2012","03","20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:10:59-03","ESALQ","ESA","24085","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira Filho","Souza, V.C.","Árbocz, G.F. et al.","33404.0","1995","02","12",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"ESA024085","ESA024085","Pariquera Açú",NA,NA,"2012","03","20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:10:59-03","ESALQ","ESA","104257","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata",NA,"Souza, V.C.","Aguiar, O.T.","1187.0","2002","03","12",NA,"Brasil","São Paulo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA104257","ESA104257","São Miguel Arcanjo",NA,NA,"2012","03","20",NA,NA,"27904","auto",NA,NA,NA,NA,NA
"38","2020-11-04 11:10:59-03","ESALQ","ESA","36604","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira Filho","Souza, V.C.","Ziller, S.R. ; Maschio, W.","996.0","1995","09","19",NA,"Brasil","Paraná",NA,"-48.3288993835449","-25.3066997528076",NA,NA,"ESA036604","ESA036604","Guaraqueçaba",NA,NA,"2012","03","20",NA,NA,"37295","auto",NA,NA,NA,NA,NA
"39","2020-11-04 11:10:59-03","ESALQ","ESA","57162","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira Filho","Souza, V.C.","Ribas, O.S.","7101.0","2005","10","27",NA,"Brasil","Paraná",NA,"-49.0858001708984","-24.9743995666504",NA,NA,"ESA057162","ESA057162","Tunas do Paraná",NA,NA,NA,NA,NA,NA,NA,"41885","auto",NA,NA,NA,NA,NA
"40","2020-11-04 11:10:59-03","ESALQ","ESA","25199","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira Filho","Souza, V.C.","Rodrigues, R.R. et al.","203.0","1995","09","04",NA,"Brasil","São Paulo",NA,"-48.0999984741211","-24.5200004577637",NA,NA,"ESA025199","ESA025199","Eldorado",NA,NA,"2012","03","20",NA,NA,"38804","auto",NA,NA,NA,NA,NA
"41","2020-11-04 11:10:59-03","ESALQ","ESA","24173","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vog.) Oliveira Filho","Pinto, R.B.","Barreto, K.D. et al.","3316.0","1994","11","30",NA,"Brasil","São Paulo",NA,"-47.6300010681152","-24.3199996948242",NA,NA,"ESA024173",NA,"Juquiá",NA,NA,NA,NA,NA,NA,NA,"32505","auto",NA,NA,NA,NA,NA
"42","2020-11-04 11:10:59-03","ESALQ","ESA","108680","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata",NA,"Souza, V.C.","Polisel, R.T.","363.0","2006","07","09",NA,"Brasil","São Paulo",NA,"-47.060001373291","-23.9300003051758",NA,NA,"ESA108680","ESA108680","Juquitiba",NA,NA,"2012","03","20",NA,NA,"24559","auto",NA,NA,NA,NA,NA
"43","2020-11-04 11:10:59-03","ESALQ","ESA","28764","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira Filho","Souza, V.C.","Ivanauskas, N.M.","326.0","1995","08","26",NA,"Brasil","São Paulo",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA028764","ESA028764","Pariquera-Açu",NA,NA,"2012","03","20",NA,NA,"17990","auto",NA,NA,NA,NA,NA
"44","2020-11-04 11:10:59-03","ESALQ","ESA","92953","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira Filho","Souza, V.C.","Furlan, A. et al.",NA,"1998","10","20",NA,"Brasil","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA092953","ESA092953","São Paulo",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"45","2021-01-14 15:30:13-03","MN","R","128995","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Sclerolobium","denudatum","Sclerolobium denudatum","Vogel",NA,"Trinta, E.F.; et al.","235","1961","10","14",NA,"Brasil","São Paulo","antigo S. Paulo-Santos","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"46","2021-01-14 15:30:13-03","MN","R","69316","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Sclerolobium","denudatum","Sclerolobium denudatum","Vogel","Lima, M.C. & Correia, C.M.B.","Glaziou, A.F.M.",NA,"1895","01","02",NA,"Brasil","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,"Herb. Schwacke; Herb. J. de Saldanha, 7307","R000069316","R000069316_001","Rio de Janeiro",NA,NA,"1992",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"47","2021-01-14 15:30:13-03","MN","R","128607","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Sclerolobium","denudatum","Sclerolobium denudatum","Vogel",NA,"Angeli, C.","310","1962","08","29",NA,"Brasil","Rio de Janeiro","Estr. Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"48","2021-01-14 15:30:13-03","MN","R","190155","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Sclerolobium","denudatum","Sclerolobium denudatum","Vogel",NA,"Lima, H.C.; et al.","4004","1990","10","12",NA,"Brasil","Rio de Janeiro","Paratimirim","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"Paratí",NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA
"49","2021-01-14 15:30:35-03","MN","R","8763","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira-Filho","Werf, H.van der","Glaziou, A.F.M.; Netto, L.S.M. & Schwacke, C.A.W.","209","1874","02","26",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"Plantas do Brasil Central","R000008763","R000008763_001",NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:30:35-03","MN","R","15860","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","denudata","Tachigali denudata","(Vogel) Oliveira-Filho","Lima, H.C.","Schwebel, E.","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","06","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
