"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","stateProvince","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","previousCatalogNumber","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","642190","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.","K. Yamamoto",NA,NA,NA,"G. G. Hatschbach","19653","1968","08","29","Brazil","Sao José dos Pinhais","Serra do Emboque","-49.2064","-25.5347",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642190","NY00642190_01","Magnoliophyta","Malpighiales","South America","Paraná","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1127976","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.","K. Yamamoto",NA,NA,NA,"L. B. Smith","14175","1964","12","30","Brazil","Ilhota","Morro do Bau, northwest of Ilhota.","-48.88","-26.87",NA,NA,"250","920","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272473' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127976","NY01127976_01","Magnoliophyta","Malpighiales","South America","Santa Catarina","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:31:45-03","UFRJ","RFA","40010","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.","Carla Candido & Karina Peres","2014","10","24","Caroline M. Brandão","9","2014","10","06","Brasil","Rio de Janeiro","Restinga de Grumari (APA)","-43.532778","-23.048333","43º31'58''W","23º2'54''S",NA,NA,"Arbusto 1,5 m de altura; folha simples, alterna espiralada, verde; flor com 5 sépalas amarelas; 5 pétalas amarelas","RFA53107",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:20:27-03","UFRJ","RFA","8241","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","4556","1956","07","04","Brasil","Quatro Barras","Morro Mãe Cativa","-49.0769004821777","-25.3656005859375",NA,NA,"1200","1200","Arvoreta, flor amarela","RFA47063",NA,NA,NA,NA,"Paraná",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:46:18-03","EAO","IAN","93363","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.",NA,NA,NA,NA,"Glaziou, AFM","5802",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093363",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:46:18-03","EAO","IAN","93802","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.",NA,NA,NA,NA,"Glaziou, AFM","5802","1872","05","18","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093802",NA,"Dicotiledônea",NA,"Southern America","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:25:33-03","PUCPR","HUCP","19074-B","S","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","Engl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","1529","2007","11","15","Brasil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00015471","HUCP00015471","Eudicotiledonea",NA,NA,"Paraná",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:25:33-03","PUCPR","HUCP","19729","S","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","Engl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2245","2008","05","04","Brasil","Morretes","Rochedinho, Pico Marumbi.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"HUCP00015575","HUCP00015575","Eudicotiledonea",NA,NA,"Paraná",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:25:33-03","PUCPR","HUCP","17202","S","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","Engl.","Salvador, GS",NA,NA,NA,"Stange, EJ","135","2005","07","26","Brasil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00015564","HUCP00015564","Eudicotiledonea",NA,NA,"Paraná",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:33-03","PUCPR","HUCP","12405","S","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","Engl.","Borgo, M",NA,NA,NA,"Borgo, M","202","1998","04","20","Brasil","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Nº 40725.","HUCP00015508","HUCP00015508","Eudicotiledonea",NA,NA,"Paraná",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:25:33-03","PUCPR","HUCP","19076-B","S","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","Engl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","1544","2008","11","15","Brasil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"Paraná",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:25:33-03","PUCPR","HUCP","17203","S","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","Engl.","Salvador, GS",NA,NA,NA,"Salvador, GS","s.n.","2003","11","12","Brasil","Tijucas do Sul","Morro dos Perdidos","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"HUCP00015567","HUCP00015567","Eudicotiledonea",NA,NA,"Paraná",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:22:00-03","UFBA","ALCB","74547","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.","Hatschbach, G","2006",NA,NA,"Hatschbach, G; Barbosa, E","79514","2006","08","17","Brasil","Alfredo Wagner","od. BR-263, Morro do Trombudo","-49.333333","-27.7","-49.333333","-27.7",NA,NA,"5 m. Flor amarela.","ALCB037607","ALCB037607","Dicotyledon",NA,"Southern America","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:22:00-03","UFBA","ALCB","129148","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.","Guimarães, EF","2016","10",NA,"Baez.; C.; Lima, T","691","2016","08","08","Brasil","Silva Jardim","Área de Proteção Ambientalde Macaé de Cima. Rio bonito de Macaé de Cima. Pico de Velutina. Estrada pela Reserva Biológica do Matão.","-42.504444","-26.438611","-42.504444","-26.438611","1171","1171","Terrícola, heliófila. Frequente,. Folhas glabas discolores. Sépalas verdes e pétalas amarelas. Estames verdes, pistilo alvo. Receptáculo de frutos vinosos. Frutos púrpuras.; Mata de altitude e afloramentos rochosos","ALCB046623","ALCB046623","Dicotyledon",NA,"Southern America","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:22:00-03","UFBA","ALCB","043312","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.","Hatschbach, G","1998",NA,NA,"Barbosa, E; Cruz, JM; Poliquesi, CB","194","1998","11","06","Brasil","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"Arbusto, 2 m, fruto maduro verde.; Matinha nebular.","ALCB037606","ALCB037606","Dicotyledon",NA,"Southern America","Paraná",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:56:02-03","NBC","NL-BOTANY","U.1444601","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","01","12","Brazil",NA,"Flora Brasiliae Australis. Est. Parana. Serra do Mar, Rio Corvo, upstream from old road Curitiba - Morretes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1444601 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1444601","NL-U1444601",NA,"Malpighiales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:56:02-03","NBC","NL-BOTANY","WAG.1120298","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.",NA,NA,NA,NA,"Hatschbach GG",NA,"1966","08","04","Brazil",NA,"Morretes: Encosta Morro Mae.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1120298 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1120298","NL-WAG1120298",NA,"Malpighiales","Southern America","Paraná",NA,NA,NA,"Magnoliopsidae","WAG0246660",NA,NA,NA,NA,NA
"28","2020-02-08 09:56:02-03","NBC","NL-BOTANY","WAG.1120299","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.",NA,NA,NA,NA,"Kummrow R; Silva JM",NA,"1987","05","14","Brazil",NA,"Morro Mãe Catira (mum. Quatro Barras).",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1120299 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1120299","NL-WAG1120299",NA,"Malpighiales","Southern America","Paraná",NA,NA,NA,"Magnoliopsidae","WAG0246661",NA,NA,NA,NA,NA
"29","2020-11-04 12:17:15-03","ESALQ","ESA","75309","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.","Yamamoto, K.","2001","01","01","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","68.0","2001","04","11","Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente.","-467.333",NA,"-467,333","-23,983,333","800","800","Árvore, ca. 6m alt. Flores amarelas. Interior de mata, beira de rio.","ESA075309","ESA075309","Magnoliophyta",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 12:17:15-03","ESALQ","ESA","5564","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides",NA,NA,NA,NA,NA,"Gandolfi, S.",NA,"1987","08","20","Brasil","Santo André",NA,"-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"ESA005564","ESA005564","Magnoliophyta",NA,NA,"São Paulo",NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 12:17:15-03","ESALQ","ESA","61982","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides",NA,NA,NA,NA,NA,"Silva, J.M. et al.","2400.0","1998","06","20","Brasil","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"ESA061982","ESA061982","Magnoliophyta",NA,NA,"Paraná",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 12:17:15-03","ESALQ","ESA","5562","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides",NA,NA,NA,NA,NA,"Gandolfi, S.",NA,"1988","03","29","Brasil","Santo André",NA,"-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"ESA005562","ESA005562","Magnoliophyta",NA,NA,"São Paulo",NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:32:21-03","MN","R","7986","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","Engl.","Yamamoto, K.","1984",NA,NA,"Glaziou, A.F.M.","5802","1872","05","18","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007986","R000007986_001",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-19 08:08:17-03","FPS","FPS","3039","MachineObservation","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.","Vieira, F.C.S.","2017","10","05","Schwirkowski, P.","2466","2017","10","23","Brasil","São Bento do Sul","Rio Natal. No topo do Morro da Igreja","-49.259124","-26.36341","-49.259124","-26.36341",NA,NA,NA,"FPS03039,FURB55732","FPS03039_v01 FPS03039_v02 FPS03039_v03 FPS03039_v04 FPS03039_v05 FPS03039_v06 FPS03039_v07 FPS03039_v08 FURB55732",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,"FURB 55732","voucher",NA,NA,NA,NA
"35","2019-02-15 11:46:45-02","IPA","IPA","62458","S","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","Engl.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Barbosa, E.; Cordeiro, J.; Barbosa, E.; Cordeiro, J.","2373","1998","05","14","Brasil","Tijucas do Sul","Serra de Papanduva, beira de rio encachoeirado; campo de altitude.","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"Árvore 5m, flor amarela.","IPA0062458",NA,"Plantae",NA,"Southern America","Paraná",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:46:45-02","IPA","IPA","9821","S","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","Engl.","Ewan",NA,NA,NA,"Pickel, B.","5511","1941","11","24","Brasil",NA,"Estação Calmon Viana, no campo.",NA,NA,NA,NA,NA,NA,"Arbusto com flores amarelas.","IPA0009821",NA,"Plantae",NA,"Southern America","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:33:42-03","IAP","PACA-AGP","70028","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A. St.-Hil. & Tul.) Engl.","Daniel B. Falkenberg","1988",NA,NA,"Daniel B. Falkenberg","4528","1987","10","31","Brasil","Ilhota","Parque Botânico Morro do Baú","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"Arbusto 1,5m altura, Em estágio de fruto, receptáculo cor-de-vinho, carpelos verdes","PACA070028",NA,"Magnoliophyta","Theales",NA,"SC",NA,"18275","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:33:42-03","IAP","PACA-AGP","71725","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A. St.-Hil. & Tul.) Engl.","Daniel B. Falkenberg","1987",NA,NA,"Daniel B. Falkenberg","4396","1987","06","27","Brasil","Ilhota","Parque Botânico Morro do Baú","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"Em vegetação arbustiva, arbusto","PACA071725",NA,"Magnoliophyta","Theales",NA,"SC",NA,"18275","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:18:43-03","UFV","VIC","42183","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil & Tull.) Engl",NA,NA,NA,NA,"Tinti, B.V.","s.n.","2010","04","23","Brasil","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404",NA,NA,NA,NA,NA,"VIC042183",NA,NA,NA,NA,"Minas Gerais",NA,"20038","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-27 16:44:08-03","UFSC","CTBS","1136","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.","Gasper, A.L.","2010","06","23","Dreveck, S.","2262","2010","06","16","Brasil","Rio dos Cedros","alto Rio dos Cedros","-49.32","-26.55","49°19'12W","26°33'00S","890","890","Ecótono florest O. Densa e F.O. Mista. Estágio médio de regeneração; interior do fragmento; arbustiva; flor amarela.",NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,"FURB 26629",NA,NA,NA
"41","2021-03-24 17:09:40-03","UFES","SAMES","7283","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil. & Tul.) Engl.","Gaper,A.L.","2010","06","23","Dreveck,S","2262","2010","06","16","Brasil","Rio dos Cedros","Alto Rio dos Cedros","-49.2742004394531","-26.7383003234863","-493200000.0","-265500000.0","890","890","Flor amarela Habitat: Ecótono Floresta Ombrófila Densa e Floresta Ombrófila Mista Habito: Arbusto","SAMES07283",NA,NA,NA,NA,"Santa Catarina",NA,"35192","auto",NA,NA,NA,NA,NA,NA,NA
"42","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0059484","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","Engl.","G. Hatschbach",NA,NA,NA,"G. Hatschbach; E. Barbosa","79514","2006","8","17","Brazil",NA,"Rod. BR-263, Morro do Trombudo (Mun. Alfredo Wagner).","-49.333701","-27.700804",NA,NA,NA,NA,"Árvore, 5 m, flor amarela.",NA,NA,"Magnoliophyta","Malpighiales",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045618","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","Engl.","G. Hatschbach",NA,NA,NA,"O. S. Ribas; E. Barbosa & P. R. Silva","3546","2001","4","28","Brazil",NA,"Serra Quiriri, Rio dos Alemães (Mun. Campo Alegre).","-49.265918","-26.192803",NA,NA,"1400",NA,"Árvore, 4m, flor amarela.",NA,NA,"Magnoliophyta","Malpighiales",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:40:35-03","UFJF","CESJ","51748","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioiddes","Ouratea vaccinioiddes","(A. St.-Hil. et Tal) Engl.","G. Hatschbach","2006",NA,NA,"G. Hatschbach; E. Barbosa","79514","2006","08","17","Brasil","Alfredo Wagner","Morro do Trombudo, Rod. BR- 263","-49.3335990905762","-27.7003002166748",NA,NA,NA,NA,"Árvore, 5m, flor amarela. Matinha de altitude.","CESJ051748",NA,"Angiosperma",NA,"América do Sul","Santa Catarina",NA,"19935","auto",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 14:40:35-03","UFJF","CESJ","39879","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","vaccinioiddes","Ouratea vaccinioiddes","(A. St.-Hil. et Tal) Engl.","G. Hatschbach","2001",NA,NA,"O.S. Ribas; E. Barbosa; J.M. Silva","3546","2001","04","28","Brasil","Campo Alegre","Serra Quiriri, Rio dos Alemães.","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"Árvore, 4m, flor amarela. Matinha nebular. Alt.: 1400m","CESJ039879",NA,"Angiosperma",NA,"América do Sul","Santa Catarina",NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
