"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","infraspecificEpithet","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","individualCount","typeStatus"
"142","2021-03-16 17:52:23-03","UCS","HUCS","11979","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R.","Hatschbach, G.","61287","1994","11","23",NA,"Brasil","Santa Catarina","Praia Grande","Rod. SC-450 - Serra do Faxinal","-49.9502983093262","-29.1966991424561",NA,"ereta , flor creme - Herbário MBM; Lejeados rochosos expostos ao sol",NA,NA,"A. St.-Hil. & Moq.","800","800","2007","21549","auto",NA,NA,"09","19",NA,NA,NA,NA,NA,NA,NA
"143","2021-03-16 17:52:23-03","UCS","HUCS","13550","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R.","Dombrowski, L.T.","9976","1978","11","09",NA,"Brasil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,"flores cremes, frequente; campo",NA,NA,"A. St.-Hil. & Moq.",NA,NA,"2007","27346","auto",NA,NA,"09","19",NA,NA,NA,NA,NA,NA,NA
"144","2019-08-16 08:40:40-03","UTFPR","HCF","19565","S","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","J. Cordeiro","E. Barboza","4227","2014","09","29",NA,"Brasil","RS","São José dos Ausentes","Campo Novo","-49.951667","-28.472222",NA,"herbácea 35 cm, flores avas. Campo limpo seco.",NA,NA,"A.St.-Hil. & Moq.","973","973","2014",NA,NA,NA,NA,"11","28",NA,"49°57'06 W","28°28'20 S",NA,NA,NA,NA
"145","2019-08-16 08:40:40-03","UTFPR","HCF","10270","S","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","J. Cordeiro & G. Felitto","M.G. Caxambu","3723","2012","02","02",NA,"Brasil","PR","Campina Grande do Sul","Morro Alpino (Morro da EMBRATEL)","-48.822333","-25.122972",NA,"erva semi-ciófila, ca. 0,10 m. Flores alvas. Em barranco úmido alterado.",NA,NA,"A.St.-Hil. & Moq.","1274","1274","2012",NA,NA,NA,NA,NA,NA,NA,"48°49'20,4 W","25°07'22,7 S",NA,NA,NA,NA
"146","2019-12-05 18:44:19-03","UTFPR","HCF","30067","S","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","E. Barboza","R.R. Völtz","1848","2018","10","06",NA,"Brasil","PR","Tibagi","Rio Tibagi, Cerrado Bowman","-50.406111","-24.5525",NA,"erva 0,3 m. Flores alvas. Fisionomia herbáceo-arbustiva em solo arenoso em lajeados de pedra. Savana/Estepe.",NA,NA,"A.St.-Hil. & Moq.","720","720","2018",NA,NA,NA,NA,"10","11",NA,"50°24'22 W","24°33'09 S",NA,NA,NA,NA
"147","2019-08-16 08:40:40-03","UTFPR","HCF","25048","S","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","G.A. Dettke","E.L. Siqueira","2450","2018","03","08",NA,"Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, Rafting do","-54.441667","-25.68675",NA,"erva rupícola, ca. 0,30 m, heliófita, ripária. Flores alvas. vegetação ciliar do Rio Iguaçu.",NA,NA,"A.St.-Hil. & Moq.","149","149","2018",NA,NA,NA,NA,"06","26",NA,"54°26'30 W","25°41'12,3 S",NA,NA,NA,NA
"148","2019-11-25 12:12:32-03","UFSM","SMDB","1987","S","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R","Vall.","1572","1972","09","12",NA,"Brasil","Rio Grande do Sul","Caçapava",NA,NA,NA,NA,NA,"SMDB001987",NA,"A. St .Hil. & Moq.",NA,NA,"2006",NA,NA,NA,NA,"05","22",NA,NA,NA,NA,NA,NA,NA
"149","2019-11-25 12:12:32-03","UFSM","SMDB","1991","S","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R","Vall.","1638","1971","09","25",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,"SMDB001991",NA,"A. St .Hil. & Moq.",NA,NA,"2006","29946","auto",NA,NA,"05","22",NA,NA,NA,NA,NA,NA,NA
"150","2021-02-11 16:53:23-03","UFSM","SMDB","6119","S","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R","Záchia, R.A","023780","1996","09","12",NA,"Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,"SMDB006119",NA,"A. St .Hil. & Moq.",NA,NA,"2006","37819","auto",NA,NA,"05","22",NA,NA,NA,NA,NA,NA,NA
"151","2021-02-03 11:08:10-03","UFSM","SMDB","17540","S","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Essi, L","Essi, L; Pires, FB; Dolwitsch, C","745","2016","07","16",NA,"Brasil","Rio Grande do Sul","Santa Maria","Campus da UFSM,","-53.8069000244141","-29.6842002868652",NA,"Flores brancas. Raiz aromática. Testemunho de estudos químicos. Orientadores: Marcelo Barcelos da Rosa e Liliana Essi; Em campo úmido modificado, atrás do prédio da FATEC.","SMDB017540",NA,"A. St .Hil. & Moq.",NA,NA,"2016","37819","auto",NA,NA,"07","16",NA,NA,NA,NA,NA,NA,NA
"152","2019-11-25 12:12:32-03","UFSM","SMDB","5410","S","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R","Ethur, LZ","s.n.",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Campus UFSM","-53.8069000244141","-29.6842002868652",NA,"Plantas ruderais.","SMDB005410",NA,"A. St .Hil. & Moq.",NA,NA,"2006","37819","auto",NA,NA,"05","22",NA,NA,NA,NA,NA,NA,NA
"153","2019-11-25 12:12:32-03","UFSM","SMDB","1126","S","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R","Vianna, F.M.S.","s.n.","1971","09","08",NA,"Brasil","Rio Grande do Sul","Santa Maria","Chácara Linck.","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB001126",NA,"A. St .Hil. & Moq.",NA,NA,"2006","37819","auto",NA,NA,"05","22",NA,NA,NA,NA,NA,NA,NA
"154","2019-11-25 12:12:32-03","UFSM","SMDB","1988","S","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R","Vall.","s.n.","1972","09","12",NA,"Brasil","Rio Grande do Sul","Bagé","Km 43","-54.1068992614746","-31.3313999176025",NA,NA,"SMDB001988",NA,"A. St .Hil. & Moq.",NA,NA,"2006","74087","auto",NA,NA,"05","22",NA,NA,NA,NA,NA,NA,NA
"155","2019-11-25 12:12:32-03","UFSM","SMDB","4967","S","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Ludtke, R","Assunção, A.F.; Vianna, F.M.S.","34","1993","09","19",NA,"Brasil","Rio Grande do Sul","Santa Maria","Avenida Roraima próx. ponte da UFSM.","-53.8069000244141","-29.6842002868652",NA,"Pequena erva heliófita até 15 cm de altura, com hastes em forma de roseta. Polígala. Heliófita","SMDB004967",NA,"A. St .Hil. & Moq.",NA,NA,"2006","37819","auto",NA,NA,"05","22",NA,NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:41:21-03","MBM","MBM","387478","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Barboza, E.","Motta, J.T.; Silva, J.M.; Cordeiro, J.; Barboza, E.; Vaz, J.; Silva, J.M.; Cordeiro, J.; Barboza, E.; Vaz, J.","4080","2013","09","23","Southern America","Brazil","Santa Catarina","Água Doce","Usina Eólica Horizonte","-51.698239","-26.581425",NA,"Herbácea; flores brancas.; Em solo muito alteraldo, à margem da PR-280.","MBM387478","MBM387478","A. St.-Hil.","1294","1294","2014",NA,NA,NA,NA,"02","05",NA,"-51.698239","-26.581425",NA,NA,NA,NA
"157","2020-12-21 16:41:21-03","MBM","MBM","393396","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Cordeiro, J.","Barboza, E.; Cordeiro, J.; Lozano, E.D.; Ariati, V.; Cordeiro, J.; Lozano, E.D.; Ariati, V.","4164","2014","09","16","Southern America","Brazil","Rio Grande do Sul","Bom Jesus","Barragem Rio dos Touros","-50.284467","-28.645917",NA,"Erva 30cm, flor lilás.; Banhado.","MBM393396","MBM393396","A. St.-Hil.","1015","1015","2014",NA,NA,NA,NA,"11","26",NA,"-50.284467","-28.645917",NA,NA,NA,NA
"158","2020-12-21 16:41:21-03","MBM","MBM","399978","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lozano, E.D.","Lozano, E.D.; Ariati, V.; Barboza, E.; Cordeiro, J.; Ariati, V.; Barboza, E.; Cordeiro, J.","2776","2014","09","17","Southern America","Brazil","Rio Grande do Sul","Bom Jesus","Arroio da Goiabeira","-50.069528","-28.511944",NA,"Herbácea, 20 cm, flores alvas.; Campos de Cima da Serra, barranco a beira da estrada.","MBM399978","MBM399978","A. St.-Hil.",NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,"-50.069528","-28.511944",NA,NA,NA,NA
"159","2020-12-21 16:41:21-03","MBM","MBM","245599","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Wurdack, J.","Dombrowski, L.T.; et al.; et al.","4413",NA,NA,NA,"Southern America","Brazil","Paraná","Colombo","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,"MBM245599","MBM245599","A. St.-Hil.",NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:41:21-03","MBM","MBM","245600","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Dombrowski, L.T.","Dombrowski, L.T.","6245",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,"MBM245600","MBM245600","A. St.-Hil.",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:41:21-03","MBM","MBM","245611","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Braga, R.","Braga, R.; Hatschbach, G.; Hatschbach, G.","1571",NA,NA,NA,"Southern America","Brazil","Paraná","Almirante Tamandaré","Campo Magro","-49.310001373291","-25.3246994018555",NA,NA,"MBM245611","MBM245611","A. St.-Hil.",NA,NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:41:21-03","MBM","MBM","245601","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Ribas, O.S.","Dombrowski, L.T.","10379",NA,NA,NA,"Southern America","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,"MBM245601","MBM245601","A. St.-Hil.",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:41:21-03","MBM","MBM","321586","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdke, R.","Barboza, E.; Cunha, E.M.; Cunha, E.M.","1763","2006","10","27","Southern America","Brazil","Paraná","Candói","Lagoa Seca","-52.0558013916016","-25.5722007751465",NA,"Erva, flor creme-esvedeada.; Campo rochoso.","MBM321586","MBM321586","A. St.-Hil.",NA,NA,"2007","42664","auto",NA,NA,"02","28",NA,NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:41:21-03","MBM","MBM","219627","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R.","Silva, J.M.; Soares, A.; Maschio, W.; Soares, A.; Maschio, W.","2165","1997","10","17","Southern America","Brazil","Paraná","Cantagalo","Rod. BR-277, descida para o Rio Cavernoso.","-52.1263999938965","-25.3743991851807",NA,"Flor alva. Campo, lajeados rochosos.","MBM219627","MBM219627","A. St.-Hil.",NA,NA,"2007","29583","auto",NA,NA,"02","26",NA,NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:41:21-03","MBM","MBM","56238","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella rubusta","Wurdack, J.","Hatschbach, G.","40346",NA,NA,NA,"Southern America","Brazil","Paraná","Cerro Azul","Barra do Tigre","-49.261100769043","-24.823600769043",NA,NA,"MBM056238","MBM056238","Grondona",NA,NA,NA,"32006","auto",NA,NA,NA,NA,"rubusta",NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:41:21-03","MBM","MBM","245613","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella rubusta","Wurdack, J.","Saito, Y.; et al.; et al.","182",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,"MBM245613","MBM245613","Grondona",NA,NA,NA,"25180","auto",NA,NA,NA,NA,"rubusta",NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:41:21-03","MBM","MBM","245608","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Dombrowski, L.T.","Dombrowski, L.T.","3178",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM245608","MBM245608","A. St.-Hil.",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-12-21 16:41:21-03","MBM","MBM","245606","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Cristóbal, C.L.","Schinini, A.","8160",NA,NA,NA,"Southern America","Brazil","Paraná","Foz do Iguaçu","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,"MBM245606","MBM245606","A. St.-Hil.",NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-12-21 16:41:21-03","MBM","MBM","37224","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Wurdack, J.","Hatschbach, G.; Pereira, E.; Pereira, E.","10302",NA,NA,NA,"Southern America","Brazil","Paraná","Guarapuava","Rio Campo Real","-51.4580993652344","-25.395299911499",NA,"Campo pedregoso, flor alvescente.","MBM037224","MBM037224","A. St.-Hil.",NA,NA,"1964","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-12-21 16:41:21-03","MBM","MBM","234068","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Loizeau, P.A.; Spichiger, R.; Cervi, A.C.; Loizeau, P.A.","68730","1998","11","16","Southern America","Brazil","Paraná","Palmas","Rod. BR-449, Km 5-10","-51.9906005859375","-26.4841995239258",NA,"Ereta, flor alvacenta. Campo rochoso.","MBM234068","MBM234068","A. St.-Hil.",NA,NA,"2007","46666","auto",NA,NA,"02","26",NA,NA,NA,NA,NA,NA,NA
"171","2020-12-21 16:41:21-03","MBM","MBM","293224","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R.","Saldanha, J.","6","1991","05","21","Southern America","Brazil","Paraná","Pinhão","Foz do Rio Verde","-51.6596984863281","-25.6956005096436",NA,"Ereta, flor alvacenta. Solo arenoso junto ao rio.","MBM293224","MBM293224","A. St.-Hil.",NA,NA,"2007","37408","auto",NA,NA,"08","01",NA,NA,NA,NA,NA,NA,NA
"172","2020-12-21 16:41:21-03","MBM","MBM","245596","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Wurdack, J.","Imaguire, N.","2352",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,"MBM245596","MBM245596","A. St.-Hil.",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-12-21 16:41:21-03","MBM","MBM","37202","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Wurdack, J.","Hatschbach, G.","3377",NA,NA,NA,"Southern America","Brazil","Paraná","São Mateus do Sul","Foz do Rio Taquaral","-50.3828010559082","-25.8742008209229",NA,NA,"MBM037202","MBM037202","A. St.-Hil.",NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-12-21 16:41:21-03","MBM","MBM","37226","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Wurdack, J.","Hatschbach, G.","8532",NA,NA,NA,"Southern America","Brazil","Paraná","Tijucas do Sul","Tabatinga","-49.1988983154297","-25.9281005859375",NA,NA,"MBM037226","MBM037226","A. St.-Hil.",NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-12-21 16:41:21-03","MBM","MBM","37205","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Brade, A.C.","Porto, C.","2596",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Itatiaia","Itatiaia, km 17","-44.5633010864258","-22.4960994720459",NA,NA,"MBM037205","MBM037205","A. St.-Hil.",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-12-21 16:41:21-03","MBM","MBM","260404","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Smith, S.F.","Kegler, A.","854",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Caxias do Sul","Ana Rech - Santo Antônio","-51.1794013977051","-29.1681003570557",NA,NA,"MBM260404","MBM260404","A. St.-Hil.",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-12-21 16:41:21-03","MBM","MBM","348212","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R.","Lüdtke, R.","115","2002","12","27","Southern America","Brazil","Rio Grande do Sul","Vacaria","BR 116, a 20 km da divisa com SC","-50.9338989257812","-28.5121994018555",NA,"Baixada úmida. Flores brancas","MBM348212","MBM348212","A. St.-Hil.",NA,NA,NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-12-21 16:41:21-03","MBM","MBM","393586","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Barboza, E.","Barboza, E.; Cordeiro, J.; Ariati, V.; Daniel, V.; Cordeiro, J.; Ariati, V.; Daniel, V.","4106","2014","06","13","Southern America","Brazil","Santa Catarina","Bom Jardim da Serra","Ronda","-49.624698638916","-28.3369007110596",NA,"Herbácea 30cm; flores alvas.; Campo limpo seco.","MBM393586","MBM393586","A. St.-Hil.",NA,NA,"2014","32577","auto",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-12-21 16:41:21-03","MBM","MBM","165012","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella rubusta","Falkenberg, D.B.","Falkenberg, D.B.","5680",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,"MBM165012","MBM165012","Grondona",NA,NA,NA,"30102","auto",NA,NA,NA,NA,"rubusta",NA,NA,NA,NA,NA,NA
"180","2020-12-21 16:41:21-03","MBM","MBM","17627","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","15490",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM017627","MBM017627","A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-12-21 16:41:21-03","MBM","MBM","393444","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Cordeiro, J.","Cordeiro, J.; Barboza, E.; Daniel, V.; Ariati, V.; Barboza, E.; Daniel, V.; Ariati, V.","5284","2014","09","23","Southern America","Brazil","Rio Grande do Sul","São José dos Ausentes","Campo Novo","-50.043889","-28.481433",NA,"Herbácea, flor lilás.; Banhado.","MBM393444","MBM393444","A. St.-Hil.","1087","1087","2014",NA,NA,NA,NA,"11","27",NA,"-50.043889","-28.481433",NA,NA,NA,NA
"182","2020-12-21 16:41:21-03","MBM","MBM","393496","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Cordeiro, J.","Barboza, E.; Cordeiro, J.; Daniel, V.; Ariati, V.; Cordeiro, J.; Daniel, V.; Ariati, V.","4227","2014","09","29","Southern America","Brazil","Rio Grande do Sul","São José dos Ausentes","Campo Novo","-49.951617","-28.472333",NA,"Herbácea 35cm, flores alvas.; Campo limpo seco.","MBM393496","MBM393496","A. St.-Hil.","973","973","2014",NA,NA,NA,NA,"11","28",NA,"-49.951617","-28.472333",NA,NA,NA,NA
"183","2020-12-21 16:41:21-03","MBM","MBM","400516","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Barboza, E.","Brotto, M.L.","2016","2015","09","16","Southern America","Brazil","Paraná","Curitiba","Jardim Botânico Municipal, Coleção do Campo Nativo","-49.2375","-25.443611",NA,"Erva prostrada; flores brancas com lilás.; Estepe gramíneo-lenhosa (Campos de Curitiba).","MBM400516",NA,"A. St.-Hil.","920","920","2015",NA,NA,NA,NA,"10","09",NA,"-49.2375","-25.443611",NA,NA,NA,NA
"184","2020-12-21 16:41:21-03","MBM","MBM","414226","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Barboza, E.","Barboza, E.","4244","2015","07","22","Southern America","Brazil","Paraná","Turvo",NA,"-51.53","-25.038889",NA,"Herbácea, 30cm de altura. Flores brancas.; Lajeado úmido.","MBM414226",NA,"A. St.-Hil.",NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA,"-51.53","-25.038889",NA,NA,NA,NA
"185","2020-12-21 16:41:21-03","MBM","MBM","415026","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Barboza, E.","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1848","2018","10","06","Southern America","Brazil","Paraná","Tibagi","Rio Tibagi, Cerrado Bowman","-50.406111","-24.5525",NA,"Erva 0,3 m alt.; flores alvas;.fisionomia herbáceo-arbustiva em solo arenoso com lajeados de pedra.; Savana/Estepe.","MBM415026","MBM415026","A. St.-Hil.","720","720","2018",NA,NA,NA,NA,"10","11",NA,"-50.406111","-24.5525",NA,NA,NA,NA
"186","2020-12-21 16:41:21-03","MBM","MBM","424064","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Taufer, M.","Roher, D.; Barcik, J.; Barcik, J.","558","2019","06","10","Southern America","Brazil","Paraná","Tibagi","UHE Tibagi Montante, Margem esquerda","-50.402139","-24.547472",NA,"Erva ereta com 0,2 m de alt.; flores alvas.; Ecótono entre Savana Gramíneo-lenhosa e Estepe Gramíneo-lenhosa.","MBM424064",NA,"A. St.-Hil.","717","717","2019",NA,NA,NA,NA,"10","02",NA,"-50.402139","-24.547472",NA,NA,NA,NA
"187","2020-12-21 16:41:21-03","MBM","MBM","430056","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R.","Gonzatti, F.","2713","2016","10","15","Southern America","Brazil","Rio Grande do Sul","São José dos Ausentes","Rio Silveira, Caminho para a cachoeira","-49.989444","-28.599722",NA,"Vegetação campestre, solo úmido.","MBM430056",NA,"A. St.-Hil.","1131","1131","2018",NA,NA,NA,NA,"05","10",NA,"-49.989444","-28.599722",NA,NA,NA,NA
"188","2020-12-21 16:41:21-03","MBM","MBM","430063","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R.","Gonzatti, F.","3075","2016","12","07","Southern America","Brazil","Rio Grande do Sul","São Francisco de Paula","Caminho para o Pró-Mata","-50.292222","-29.418333",NA,"Em campo alterado.","MBM430063",NA,"A. St.-Hil.","800","800","2018",NA,NA,NA,NA,"05","10",NA,"-50.292222","-29.418333",NA,NA,NA,NA
"189","2020-12-21 16:41:21-03","MBM","MBM","245604","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","10114",NA,NA,NA,"Southern America","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,"MBM245604","MBM245604","A. St.-Hil.",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-12-21 16:41:21-03","MBM","MBM","245603","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Ribas, O.S.","Dombrowski, L.T.","5401",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,"MBM245603","MBM245603","A. St.-Hil.",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-21 16:41:21-03","MBM","MBM","245612","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke, R.","Dombrowski, L.T.; et al.; et al.","2072",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Umbará","-49.2731018066406","-25.4277992248535",NA,"Frequente em campo","MBM245612","MBM245612","A. St.-Hil.",NA,NA,"2007","25180","auto",NA,NA,"02","22",NA,NA,NA,NA,NA,NA,NA
"192","2020-12-21 16:41:21-03","MBM","MBM","37200","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","Wurdack, J.","Hatschbach, G.","4317",NA,NA,NA,"Southern America","Brazil","Paraná","Laranjeiras do Sul","Estrada para Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,"MBM037200","MBM037200","A. St.-Hil.",NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
