"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"143","2021-03-24 17:10:02-03","UFES","SAMES","5392","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Monteiro,M.M.; Giaretta,A.O.;Cruz,T.S.","2008","08","17","Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"SAMES05392",NA,NA,NA,"40",NA,"Bairro Liberdade. Mata seca de restinga à direita da estrada principal entrando no bairro liberdade, acessível por uma estrada de terra adjacente a uma fábrica de tijolos, após o Hospital Roberto Silvares no sentido São Mateus - Guriri.",NA,"Com botões florais verdes e látex leitoso.",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"144","2021-03-24 17:10:02-03","UFES","SAMES","5380","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Faria,M.B.; Teotônio,F.C.","2007","10","06","Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"SAMES05380",NA,NA,NA,"88",NA,"Bairro Liberdade. Vegetação de restinga pleistocênica. Estrada de terra adjacente à uma fábrica de tijolos, depois do Hospital Roberto Silvares no sentido São Mateus - Guriri.",NA,"Arbusto de 3m com látex, inflorescências pequenas.",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"145","2021-03-24 17:10:02-03","UFES","SAMES","5393","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Faria,M.B.; Teotônio,F.C.","2007","10","06","Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"SAMES05393",NA,NA,NA,"100",NA,"Bairro Liberdade. Vegetação de restinga pleistocênica. Estrada de terra adjacente à uma fábrica de tijolos, depois do Hospital Roberto Silvares no sentido São Mateus - Guriri.",NA,"Com látex e infrutescências verdes. Habito: Árvore",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"146","2021-03-24 17:10:02-03","UFES","SAMES","5379","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Menezes,L.F.T.","2006","09","15","Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"SAMES05379",NA,NA,NA,"1542",NA,"Bairro Liberdade. Vegetação de restinga, próximo ao hospital Roberto Silvares.",NA,"Árvore com 6 metros de altura com flores e látex.",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"147","2021-03-24 17:10:02-03","UFES","SAMES","5384","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Teotônio,F.C.","2006","11","25","Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"SAMES05384",NA,NA,NA,"16",NA,"Bairro Liberdade. Vegetação de restinga. Próximo ao Hospital Roberto Silvares.",NA,"Com látex, frutos verdes pequenos. Habito: Arbusto",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"148","2021-03-24 17:10:02-03","UFES","SAMES","5386","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Martins,R.F.A.; Pereira,O.J.;Menezes,L.F.T.;Giaretta,A.O.","2007","08","01","Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"SAMES05386",NA,NA,NA,"18",NA,"Bairro Litorâneo. Vegetação de restinga.",NA,"Com látex leitoso.",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"149","2021-03-24 17:10:02-03","UFES","SAMES","5389","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Giaretta,A.","Giaretta,A.O.","2011","11","30","Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"SAMES05389",NA,NA,NA,"1083",NA,"Bairro Quadrado. Floresta de restinga sobre cordão arenoso. fundos do campus do CEUNES, próximo ao rio São Mateus.",NA,"Frutos verdes, látex leitoso. Habito: Árvore",NA,NA,NA,"2011","11","56510","auto","30",NA,NA,NA,NA
"150","2021-03-24 17:10:02-03","UFES","SAMES","5391","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Rossini,J.","Giaretta,A.O.; Coelho,R.;Ribeiro,M.;Menezes,L.F.T.","2009","08","28","Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"SAMES05391",NA,NA,NA,"580",NA,"Bairro Quadrado. Fragmentos de restinga pleistocênica seguindo uma estrada de terra atrás do campus da Universidade no bairro Litorâneo.",NA,"Com botões creme. Habito: Árvore",NA,NA,NA,"2010","07","56510","auto","26",NA,NA,NA,NA
"151","2021-03-24 17:10:02-03","UFES","SAMES","10424","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Pereira, O.J.; Lemes, B.X.; Penha, J.S; Firmino, A.D.;Gudin, G. S.","2020","01","14","Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749","-397391666.0","-189591667.0","SAMES10424",NA,NA,NA,"9481",NA,"Barra Nova Sul.",NA,"Planta com 3 metros de altura. Fruto amarelo.",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"152","2021-03-24 17:10:02-03","UFES","SAMES","5385","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Menezes,L.F.T.","2006","10","22","Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"SAMES05385",NA,NA,NA,"1577",NA,"Barra Nova. Vegetação de restinga. Estrada para Barra Nova.",NA,"Com frutos jovens e látex. Habito: Arbusto",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"153","2021-03-24 17:10:02-03","UFES","SAMES","5395","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Faria,M.B.; Martins,R.F.A.","2007","11","24","Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"SAMES05395",NA,NA,NA,"115",NA,"Guriri. Vegetação de restinga à 200m da praia. Local conhecido como Bosque.",NA,"Com látex leitoso. Frtuso verdes e amarelos. Habito: Arbusto",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"154","2021-03-24 17:10:02-03","UFES","SAMES","7742","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Wandekoken,D.T.","2015","10","13","Brasil","Espírito Santo","Vila Velha","-40.2924995422363","-20.3297004699707","-407088889.0","-204655556.0","SAMES07742",NA,NA,NA,"20",NA,NA,NA,"Habito: Árvore",NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA
"155","2021-03-24 17:10:02-03","UFES","SAMES","5381","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Monteiro,M.M.; Giaretta,A.O.;Lopes,L.C.M.","2010","03","14","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"SAMES05381",NA,NA,NA,"205",NA,"Itaúnas. Parque Estadual de Itaúnas. Mata de restinga sobre influência de lençol freático. Trilha das borboletas.",NA,"Planta de 6m com botões verdes.",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"156","2021-03-24 17:10:02-03","UFES","SAMES","7943","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Agrizzi, A.P.; Ribeiro,M.;Teixeira,M.C.","2018","03","27","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227","-397072222.0","-183841666.0","SAMES07943",NA,NA,NA,"20",NA,"Parque Estadual de Itaúnas.Chácara do finado Belo. Final da trilha da borboleta.",NA,"Casca profundamente fissurada, látex leitoso, pedúnculo verde claro, fruto vermelho vináceo ( comestível doce). Habito: Árvore",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"157","2021-03-24 17:10:02-03","UFES","SAMES","6399","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Jesus,M.C.F.","2010","07","25","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","-403530556.0","-192238889.0","SAMES06399",NA,NA,NA,"294",NA,"Pontal do Ipiranga",NA,"Flores esverdeadas Habito: Árvore",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"158","2021-03-24 17:10:02-03","UFES","SAMES","5394","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Jesus,M.C.F.","2010","11","01","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"SAMES05394",NA,NA,NA,"373",NA,"Pontal do Ipiranga. Mata próxima a praia.",NA,"Com frutos verdes e amarelos. Habito: Arbusto",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"159","2021-03-24 17:10:02-03","UFES","SAMES","5383","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Jesus,M.C.F.","2011","08","07","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"SAMES05383",NA,NA,NA,"495",NA,"Pontal do Ipiranga. Morro dos anjos, moitas.",NA,"Com flores brancas, perfumadas e pré- floração verde. Habito: Arbusto",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"160","2021-04-07 11:48:47-03","UFMS","CGMS","76140","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","G. Hatschbach","G. Hatschbach","1962","07","17","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"CGMS1109095",NA,NA,NA,"9195",NA,"Sítio do Meio.",NA,"Doação UPCB 3613. Habitat: Mata pluvial da planície litorânea, terreno arenoso, mais seco-taboleiro. Habito: Árvore, lacticífera, 12 m de altura. Madeira de lei com cerne vermelho.",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"161","2021-03-01 16:41:10-03","UNICAMP","UEC","149335","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Urbanetz, C","Urbanetz, C","2008",NA,NA,"Brazil","São Paulo","Cananéia","-47.918056","-24.9025","-47.918056","-24.9025","UEC184149","UEC184149","Magnoliopsida",NA,"489",NA,"Km 31 da rodovia SP-226, Estrada de terra para o mar de dentro.",NA,"Árvore de 10m de altura. Frutos maduros bordô.; Floresta alta de restinga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-01 16:41:10-03","UNICAMP","UEC","149919","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Tamashiro, JY","Urbanetz, C","2003","10","28","Brazil","São Paulo","Cananéia","-47.931944","-24.885278","-47.931944","-24.885278","UEC074906","UEC074906","Magnoliopsida",NA,"183",NA,"Km 31 da rodovia SP-226, Fazenda Folha Larga.",NA,"Árvore de 25m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-01 16:41:10-03","UNICAMP","UEC","89200","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Almeida Jr, EB","Leite, EC; et al.","1993","11","15","Brazil","Rio de Janeiro","Parati","-44.656944","-23.328333","-44.656944","-23.328333","UEC184147","UEC184147","Magnoliopsida",NA,"29421",NA,"Entre condomínio Laranjeiras e praia do sono",NA,"Árvore de mais ou menos 27m, tronco decorticante, látex abundante, copa denda.; Mata pouco alterada.",NA,NA,NA,"2007","11",NA,NA,NA,NA,NA,NA,NA
"164","2021-03-01 16:41:10-03","UNICAMP","UEC","91630","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Almeida Jr, EB","Ivanauskas, NM","1996","06","29","Brazil","São Paulo","Pariquera-Açu","-47.876944","-24.675833","-47.876944","-24.675833","UEC074905","UEC074905","Magnoliopsida",NA,"843",NA,"Propriedade de Antonio Povinski.",NA,"Árvore de 20m. Casca suberosa, fissurada longitudinalmente. Látex branco. Flores brancas, aromáticas.; Floresta Atlântica.",NA,NA,NA,"2007","11",NA,NA,NA,NA,NA,NA,NA
"165","2019-08-20 10:26:09-03","UNICAMP","UEC","101098","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Almeida Jr, EB","Oliveira, FCA; et al.","1997","11","08","Brazil","Bahia","São Desidério","-44.9733009338379","-12.3633003234863",NA,NA,"UEC045758","UEC045758","Magnoliopsida",NA,"886",NA,"Ca. de 67 km. de Roda Velha. Solo: arenoso. Relevo: Plano. Cerrado.",NA,"Arvoreta heliófita ca. de 2,50 metros de altura; folhas de cor verde, lisas; frutos maduros de cor preta e imaturos de cor verde. Comum.",NA,NA,NA,"2008","03","175149","auto","05",NA,NA,NA,NA
"166","2021-03-01 16:41:10-03","UNICAMP","UEC","56823","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Hatschbach, G","Hatschbach, G; Souza, A","1987","08","10","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"UEC074900","UEC074900","Magnoliopsida",NA,"51302",NA,"Boa Vista.",NA,"Árvore 10m; latex alvo, flores alvescentes, anteras castanhas.; Mata pluvial da planície litorânea.","3","5",NA,"1988",NA,"41937","auto",NA,NA,NA,NA,NA
"167","2021-03-01 16:41:10-03","UNICAMP","UEC","104192","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Britez, RM","Britez, RM","1987","08","14","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"UEC074901","UEC074901","Magnoliopsida",NA,"1750",NA,"Ilha do Mel. Ponta do Oeste (Reserva Ecológica).",NA,"Árvore de 10m, flores brancas, lactencente, início de frutificação; frequente em floresta pluvial da planíce litorânea. Nome vulgar: Maçaranduba.; Floresta pluvial da planície litorânea.",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"168","2019-08-20 10:26:09-03","UNICAMP","UEC","104193","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Almeida Jr, EB","Britez, RM","1986","09","07","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"UEC045751","UEC045751","Magnoliopsida",NA,"885",NA,"Ilha do Mel, Praia do Farol.",NA,"Árvore com 14 m. de altura. CAP. 1,55 m. recém derrubada pelo mar, frutos imaturos muito lactescentes.",NA,NA,NA,"2008","04","24916","auto","29",NA,NA,NA,NA
"169","2021-03-01 16:41:10-03","UNICAMP","UEC","25180","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Thomaz, LD","Yamamoto, K","1980","09","21","Brazil","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"UEC074903","UEC074903","Magnoliopsida",NA,"11518",NA,"Barra de Maricá.",NA,"Subarbusto até c. 1m alt., flores esbranquiçadas.; Restinga.",NA,NA,NA,"1989","08","20726","auto",NA,NA,NA,NA,NA
"170","2021-03-01 16:41:10-03","UNICAMP","UEC","56383","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Lieberg, SA","1989","11","28","Brazil","São Paulo","Boracéia","-48.7700004577637","-22.1900005340576",NA,NA,"UEC074908","UEC074908","Magnoliopsida",NA,"22699",NA,NA,NA,"Árvore, fruto.",NA,NA,NA,NA,NA,"10241","auto",NA,NA,NA,NA,NA
"171","2021-03-01 16:41:10-03","UNICAMP","UEC","56159","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Spigolon, JR","1989","11","28","Brazil","São Paulo","Boracéia","-48.7700004577637","-22.1900005340576",NA,NA,"UEC074904","UEC074904","Magnoliopsida",NA,"22670",NA,NA,NA,"Árvore, fruto.",NA,NA,NA,NA,NA,"10241","auto",NA,NA,NA,NA,NA
"172","2019-08-20 10:26:09-03","UNICAMP","UEC","8138","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Almeida Jr, EB","Leitão Filho, HF","1977","08",NA,"Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC045755","UEC045755","Magnoliopsida",NA,"6070",NA,"Fazenda Santa Elisa (IAC), Cultivado na fazenda - Seção de Floricultura.",NA,"Arvoreta até 4 m.; flores brancas.",NA,NA,NA,"2008","03","23900","auto","05",NA,NA,NA,NA
"173","2021-03-01 16:41:10-03","UNICAMP","UEC","40218","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Carneiro, CE","Leitão Filho, HF; Tamashiro, JY","1985","12","05","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"UEC149703","UEC149703","Magnoliopsida",NA,"18047",NA,"Ilha do Cardoso",NA,"Árvore até 12m, frutos alaranjados quando maduros; Mata de restinga",NA,NA,NA,"2017","03","37574","auto","11",NA,NA,NA,NA
"174","2021-03-01 16:41:10-03","UNICAMP","UEC","40237","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Carneiro, CE","Tamashiro, JY; Leitão Filho, HF","1985","12","03","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"UEC149700","UEC149700","Magnoliopsida",NA,"17996",NA,"Ilha do Cardoso",NA,"Árvore até 20m, frutos jovens verdes; Mata de restinga",NA,NA,NA,"2017","03","37574","auto","11",NA,NA,NA,NA
"175","2021-03-01 16:41:10-03","UNICAMP","UEC","133616","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Pastore, JA","Baitello, JB; Silva, EL","1999","05","26","Brazil","São Paulo","Ilhabela","-45.3499984741211","-23.7700004577637",NA,NA,"UEC074902","UEC074902","Magnoliopsida",NA,"860",NA,"Ilhabela, Parque estadual, região da Cachoeira da Lage.",NA,"Arvoreta entre pedras, flores esverdeadas.",NA,NA,NA,"1999","06","23719","auto","04",NA,NA,NA,NA
"176","2021-03-01 16:41:10-03","UNICAMP","UEC","23249","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Ramos, F","Gehrt, A","1935","06","24","Brazil","São Paulo","Santos","-46.3300018310547","-23.9599990844727",NA,NA,"UEC184146","UEC184146","Magnoliopsida",NA,"s.n.",NA,"Morro de São Bento.",NA,"Arvore, flores alvas",NA,NA,NA,"1980",NA,"26836","auto",NA,NA,NA,NA,NA
"177","2019-08-20 10:26:09-03","UNICAMP","UEC","150249","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Bertoncello, R","Bertoncello, R; Pansonato, M","2007","06","08","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"UEC184148","UEC184148","Magnoliopsida",NA,"722",NA,"Parque Estadual Serra do Mar, Morro do Cuscuzeiro.",NA,NA,"820","820",NA,"2008",NA,"34265","auto",NA,NA,NA,NA,NA
"178","2019-08-20 10:26:12-03","UNICAMP","UEC","8137","S","Plantae","Sapotaceae","Mimusops","floribunda","Mimusops floribunda","Mart.",NA,"Davis, PH","1976","09","23","Brazil","Bahia","Salvador","-38.510799407959","-12.9710998535156",NA,NA,"UEC037753","UEC037753","Magnoliopsida",NA,"61029",NA,"Itapoã At Lagoa do Abaeté., E. of Salvador. White dunes in restinga (sclerophyllous) scrub.",NA,"2-3 m. shrub. Flowers white.",NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"179","2019-11-19 14:09:24-03","UFRPE","PEUFR","1738","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","E. B. Almeida-Júnior","G. Hatschbach","1962","07","14","Brasil","Paraná","Paranagua","-48.5092010498047","-25.5200004577637",NA,NA,"PEUFR001738",NA,NA,NA,NA,NA,"Sítio do Meio",NA,"Árvore; lacticifera; 12m; madeira com cerne vemelho.","5","5",NA,"2008","05","24916","auto","15",NA,NA,NA,NA
"180","2019-11-19 14:09:24-03","UFRPE","PEUFR","1766","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","E. B. Almeida-Júnior","F. Segadas-Vianna; L. Dau; W. T. Ormond; G. C. Machline; J. Lorêdo Jr;","1953","08","11","Brasil","Rio de Janeiro","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"PEUFR001766",NA,NA,NA,"1788",NA,"Praia do Pontal; Arraial do Cabo",NA,NA,NA,NA,NA,"2008","05","40069","auto","15",NA,NA,NA,NA
"181","2020-04-22 16:25:05-03","UFPB","JPB","61332","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Alves-Araújo, A","Nusbaumer, L; et al.","2015","10","17","Brasil","Alagoas","Flexeiras","-35.790345","-9.24451","-35.790345","-9.24451","JPB0061332",NA,"Angiosperma","Dicotyledon","4637","Southern America","Serra de Murici, Localité de Flexeiras. Serra de Poço verde.",NA,"; HABITAT: Forêt ombrophile submontagnarde de plateau; DESC: arbre, 23 m, 32 cm DBH; fl. à 3 sép. vert à écailles rousses, 3 pét. verdâtre à écailles à l'ext., blanc int., laciniés, > 10 ét., filet blanc, anthères brunes, style vert e","430","430",NA,"2015","12",NA,NA,"07",NA,NA,NA,NA
"182","2020-12-04 13:19:44-03","UDESC","LUSC","4975","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Cruz, R.C.; Longhi, A.T.; Sedlacek, R.","Longhi, A.T.","2006","09","23","Brasil","Santa Catarina","Itapema","-48.611400604248","-27.0902996063232",NA,NA,"LUSC005563","LUSC005563",NA,NA,NA,NA,"Rua 246.",NA,NA,NA,NA,NA,NA,NA,"9090","auto",NA,NA,NA,NA,NA
"183","2020-10-14 10:06:29-03","FURB","FURB","34825","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Sobral, M","Dreveck, S.; Carneiro, F.E.","2010","04","08","Brasil","Santa Catarina","Araquari","-48.6888889","-26.5525","-48.6888889","-26.5525000","FURB03492","FURB03492",NA,NA,"2523",NA,"Canudo / WEG Floresta.",NA,"Voucher estéril IFFSC 913 (Fitossociologia) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Médio Habito: arbórea;","10","10",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-10-14 10:06:29-03","FURB","FURB","60442","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","08","31","Brasil","Santa Catarina","São Francisco do Sul","-48.69","-26.19","-48.6900000","-26.1900000","FURB60442","FURB60442",NA,NA,"3334",NA,"Vila da Glória.",NA,"flor creme Habitat: interior da unidade amostral Habito: árvore",NA,NA,NA,"2018","08",NA,NA,"31",NA,NA,NA,NA
"185","2020-10-14 10:06:29-03","FURB","FURB","60473","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","08","29","Brasil","Santa Catarina","Itapoá","-48.69","-26.1","-48.6900000","-26.1000000","FURB60473","FURB60473",NA,NA,"3412",NA,"Sai Mirim.",NA,NA,NA,NA,NA,"2018","08",NA,NA,"29",NA,NA,NA,NA
"186","2020-10-14 10:06:29-03","FURB","FURB","60637","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","09","28","Brasil","Santa Catarina","Camboriú","-48.7805556","-27.09","-48.7805556","-27.0900000","FURB60637","FURB60637",NA,NA,"3543",NA,NA,NA,"flor creme, indivíduo localizado entre o ponto central e o início do braço sul Habitat: interior da unidade amostral Habito: árvore","341","341",NA,"2018","09",NA,NA,"28",NA,NA,NA,NA
"187","2020-10-14 10:06:29-03","FURB","FURB","60697","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Brotto, M.L.","Brotto, M.L.; Silva, J.M.","2015","07","29","Brasil","Paraná","Guaratuba","-48.5844444","-25.9247223","-48.5844444","-25.9247223","FURB60697","FURB60697",NA,NA,"1966",NA,"Balneário Nereidas.",NA,"10m de altura, flores e frutos imaturos. Habitat: Floresta Ombrófilda Densa de terras baixas. Habito: Árvore","11","11",NA,"2015","09",NA,NA,"23",NA,NA,NA,NA
"188","2020-10-14 10:06:29-03","FURB","FURB","61314","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2018","09","04","Brasil","Santa Catarina","Araquari","-48.6888889","-26.5525","-48.6888889","-26.5525000","FURB61314","FURB61314",NA,NA,"3380",NA,NA,NA,"flor creme Habitat: interior da unidade amostral Habito: árvore",NA,NA,NA,"2018","09",NA,NA,"04",NA,NA,NA,NA
"189","2021-03-16 17:51:54-03","UCS","HUCS","45627","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubart","Brotto, M.L.","Brotto, M.L.","2015","07","29","Brasil","Paraná","Guaratuba","-48.584444","-25.924722","-48.584444","-25.924722",NA,NA,"Angiospermae","Ericales","1966",NA,"Balneário Nereidas",NA,"Árvore de 10m de altura; flores e frutos imaturos.; Floresta Ombrófila Densa das Terras Baixas","11","11",NA,"2015","09",NA,NA,"23",NA,NA,NA,NA
"190","2014-10-14 15:56:32-03","BS","M","M-0174504","S","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"M0174504",NA,"Magnoliophyta","Ericales",NA,NA,"[Crescit in Montis Corcovado sylvis et alibi in Prov. Sebastianopolitana.]",NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
