"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"134","2020-11-04 11:19:12-03","ESALQ","ESA","99181","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma",NA,"Aguirre, G.H. et al.","Aguirre, G.H.","606.0","2007","03","22",NA,"Brasil","São Paulo","Araras",NA,"-47.3800010681152","-22.3500003814697",NA,NA,"ESA099181","ESA099181",NA,NA,NA,NA,NA,NA,NA,NA,"22739","auto",NA,NA,NA,NA
"135","2020-11-04 11:19:12-03","ESALQ","ESA","61655","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Ramos, E. & Torres, R.B.","Durigan, G.",NA,"1987","10","28",NA,"Brasil","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121",NA,NA,"ESA061655",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23972","auto",NA,NA,NA,NA
"136","2020-11-04 11:19:12-03","ESALQ","ESA","100379","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma",NA,"Bertoncini, A.P.","Bertoncini, A.P.","920.0","1998","10","01",NA,"Brasil","São Paulo","Avaí",NA,"-49.3300018310547","-22.1399993896484",NA,NA,"ESA100379","ESA100379",NA,NA,NA,NA,NA,NA,NA,NA,"23140","auto",NA,NA,NA,NA
"137","2020-11-04 11:19:12-03","ESALQ","ESA","10507","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briquet","Rodrigues, R.R. et al.","Barreto, K.D. et al.","423.0","1993","05","06",NA,"Brasil","São Paulo","Charqueada",NA,"-47.7700004577637","-22.5100002288818",NA,NA,"ESA010507","ESA010507",NA,NA,NA,NA,NA,NA,NA,NA,"12465","auto",NA,NA,NA,NA
"138","2020-11-04 11:19:12-03","ESALQ","ESA","110067","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma",NA,NA,"Toniato, M.T.Z. ; Barreto, T.E.","63.0",NA,NA,NA,NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,"ESA110067",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA
"139","2020-11-04 11:19:12-03","ESALQ","ESA","110108","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma",NA,NA,"Franco, G.A.D.C. ; Furlan, E.","4643.0",NA,NA,NA,NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,"ESA110108","ESA110108",NA,NA,NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA
"140","2020-11-04 11:19:12-03","ESALQ","ESA","64949","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briquet",NA,"Gorenstein, M.R.","5085.0","1999","06","01",NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,"ESA064949","ESA064949",NA,NA,NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA
"141","2020-11-04 11:19:12-03","ESALQ","ESA","6969","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Torres, R.B. & Ramos, E.","Durigan, G.",NA,"1988","04","06",NA,"Brasil","São Paulo","Marília",NA,"-49.939998626709","-22.2099990844727",NA,NA,"ESA006969",NA,NA,NA,NA,"2005","03","01",NA,NA,"38865","auto",NA,NA,NA,NA
"142","2020-11-04 11:19:12-03","ESALQ","ESA","36271","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briquet","Rozza, A.F.","Rozza, A.F.","157.0","1995","10","20",NA,"Brasil","São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697",NA,NA,"ESA036271","ESA036271",NA,NA,NA,NA,NA,NA,NA,NA,"26922","auto",NA,NA,NA,NA
"143","2020-11-04 11:19:12-03","ESALQ","ESA","36270","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briquet","Ramos, E. & Torres, R.B.","Rozza, A.F.","158.0","1995","10","20",NA,"Brasil","São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697",NA,NA,"ESA036270",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26922","auto",NA,NA,NA,NA
"144","2020-11-04 11:19:12-03","ESALQ","ESA","4257","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briquet","Catharino, E.L.M.","Catharino, E.L.M.","435.0","1985","09","27",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA004257","ESA004257",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"145","2020-11-04 11:19:12-03","ESALQ","ESA","10296","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briquet","Rodrigues, R.R.; Capellari Jr., L.; Souza, V.C.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","340.0","1996","05","07",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA010296","ESA010296",NA,NA,NA,"1994",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"146","2020-11-04 11:19:12-03","ESALQ","ESA","119347","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma",NA,"Farah, F.T.","Farah, F.T. ; Vieira, D.M.","2401.0","2004","06","22",NA,"Brasil","São Paulo","São Joaquim da Barra",NA,"-47.8499984741211","-20.5799999237061",NA,"Árvore","ESA119347",NA,NA,NA,NA,"2004",NA,NA,NA,NA,"29681","auto",NA,NA,NA,NA
"147","2020-11-04 12:16:08-03","ESALQ","ESA","136454","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","G. Fellito","G. Felitto","717.0","2013","09","26",NA,"Brasil","São Paulo","Valparaíso",NA,"-50.8600006103516","-21.2199993133545",NA,NA,"ESA136454",NA,NA,NA,NA,"2014",NA,NA,NA,NA,"32798","auto",NA,NA,NA,NA
"148","2020-11-04 11:19:12-03","ESALQ","ESA","119451","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma",NA,"Alves, F.M.","Alves, F.M.","564.0","2012","06","12",NA,"Brasil","Mato Grosso do Sul","Corumbá","Área da Mineradora MMX","-57.6533012390137","-19.0091991424561",NA,"Árvore, 6m (folha coletada em sílica para extração de DNA).","ESA119451",NA,NA,NA,NA,"2012","06","27",NA,NA,"295160","auto",NA,NA,NA,NA
"149","2020-11-04 12:16:08-03","ESALQ","ESA","137146","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Colletta, G. D","2325.0","2015","11","10",NA,"Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, trilha do cipó","-49.5499992370605","-22.2900009155273",NA,"Árvore, 5m, (estéril)","ESA137146",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA
"150","2020-11-04 11:19:12-03","ESALQ","ESA","118859","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma",NA,"Colletta, G.D. & Alves, F.M.","Colletta, G.D.","644.0","2012","05","01",NA,"Brasil","São Paulo","Agudos","Faz. São João do Barreiro, mata ao lado do confinamento.","-48.9799995422363","-22.4599990844727",NA,"Árvore, 10m","ESA118859",NA,NA,NA,NA,"2012","05","15",NA,NA,"52219","auto",NA,NA,NA,NA
"151","2020-11-19 10:25:20-03","CPAP","CPAP","12062","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Escobar, N","Pott, V. J.","2196","1994","02","25",NA,"Brasil","MS","São Gabriel do Oeste","Próximo ao vale do Coxim, estrada de São Gabriel do Oeste","-54.366667","-19.283333",NA,"Árvore 11m de altura. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Área desmatada. SUBSTRATO: latosolo vermelho escuro arenoso. RELEVO: muito inclinado.",NA,NA,NA,"390","390","2016","08","31","54°22' W","19°17' S",NA,NA,NA,NA,NA,NA
"152","2020-11-19 10:25:20-03","CPAP","CPAP","12655","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Pott, A.","6681","1994","02","27",NA,"Brasil","MS","Coxim","Distrito de Silviolândia","-54.516667","-18.3",NA,"Árvore 12m de altura. FLOR: não vista. FRUTO: . INTERESSE: Floretal. FREQUÊNCIA: Frequente. AMBIENTE: Floresta de Anadenanthera/Pouteria, com lianas. SUBSTRATO: latossolo vermelho escuro, arenoso. RELEVO: encosta inferior.",NA,NA,NA,"300","300",NA,NA,NA,"54°31' W","18°18' S",NA,NA,NA,NA,NA,NA
"153","2020-11-19 10:25:20-03","CPAP","CPAP","13140","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mattos, P. P. de","42","1994","07","06",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim, Sub-região da Nhecolândia, Pantanal","-56.65","-18.983333",NA,"Arbóreo, 14m de altura. FLOR: esverdeada. FRUTO: não visto. INTERESSE: Apícola. FREQUÊNCIA: Pouco frequente. AMBIENTE: Cerradão. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Pururuca",NA,NA,NA,"90","90",NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA
"154","2020-11-19 10:25:20-03","CPAP","CPAP","17202","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Pott, A.","7969","1998","04","05",NA,"Brasil","MS","Aquidauana","Estância Caiman; Sub-região de Miranda; Pantanal","-56.348889","-19.865556",NA,"Árvore ereta 7m de altura. FLOR: não vista. FRUTO: não visto. INTERESSE: Florestal. FREQUÊNCIA: Esparsa. AMBIENTE: Floresta decídua. SUBSTRATO: solo siltoso. RELEVO: plano convexo. <ll>dwc_commonname:</ll> Espeteiro",NA,NA,NA,"95","95",NA,NA,NA,"56°20'56'' W","19°51'56'' S",NA,NA,NA,NA,NA,NA
"155","2020-11-19 10:25:20-03","CPAP","CPAP","18470","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Pott, A.","8189","1999","10","29",NA,"Brasil","MS","Alcinópolis","Antiga sede da fazenda Água Limpa; córrego Água Limpa","-53.9","-18.216667",NA,"Arvoreta ou árvore 3-10m de altura, ramos quase perpendiculares. FLOR: creme. INTERESSE: Apícola. AMBIENTE: Mata ciliar. SUBSTRATO: solo arenoso hidromórfico. RELEVO: vale, plano deprimido. <ll>dwc_commonname:</ll> Vidro",NA,NA,NA,NA,NA,NA,NA,NA,"53°54' W","18°13' S",NA,NA,NA,NA,NA,NA
"156","2020-11-19 10:25:20-03","CPAP","CPAP","18801","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Pott, A.","8207","1999","10","31",NA,"Brasil","MS","Corumbá","Fazenda Santa Verônica, BR-060, 5km Norte de Camapuã; microbacia do córrego Barroso","-57.007778","-19.501389",NA,"Árvore ereta 3-12m de altura, ramos quase horizontais. FLOR: creme. FRUTO: não visto. INTERESSE: Fruto para fauna. FREQUÊNCIA: Frequente. AMBIENTE: Floresta (mata ciliar) de córrego. SUBSTRATO: solo argiloso escuro. RELEVO: forte inclinado.",NA,NA,NA,"500","500",NA,NA,NA,"57°00'28'' W","19°30'05'' S",NA,NA,NA,NA,NA,NA
"157","2020-11-19 10:25:20-03","CPAP","CPAP","20387","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","E. M. Jesus","Assis, T. C.","156","2006","09","20",NA,"Brasil","MS","Ladário","Fazenda Banda Alta","-57.586667","-19.142778",NA,"Arvoreta, 8 A 15m de altura. FLOR: laranja amarelada. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Rara. AMBIENTE: Pasto. SUBSTRATO: solo argiloso. RELEVO: levemente ondulado.",NA,NA,NA,"132","132",NA,NA,NA,"57°35'12'' W","19°08'34'' S",NA,NA,NA,NA,NA,NA
"158","2020-11-19 10:25:20-03","CPAP","CPAP","20410","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","E. M. Jesus","Jesus, E. M.","19","2006","10","18",NA,"Brasil","MS","Ladário","Fazenda Banda Alta - trilha 3","-57.588611","-19.098333",NA,"Árvore 03m aproximados. FLOR: . FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Frequente. AMBIENTE: Mata. SUBSTRATO: solo argiloso. RELEVO: levemente ondulado.",NA,NA,NA,"109","109",NA,NA,NA,"57°35'19'' W","19°05'54'' S",NA,NA,NA,NA,NA,NA
"159","2020-11-19 10:25:20-03","CPAP","CPAP","21695","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","R. S. Rodrigues; A. M. Almeida","Almeida, A. M.","261","2011","11","07",NA,"Brasil","MS","Corumbá","Assentamento Tamarineiro II Sul - sítio Sr. Albino - lote-92 - trilha 3","-57.7875","-19.108611",NA,"Árvore 10m~. FLOR: amarela. FRUTO: seco. INTERESSE: Apícola. FREQUÊNCIA: Rara. AMBIENTE: Mata beira da estrada. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"153","153","2011",NA,NA,"57°47'15'' W","19°06'31'' S",NA,NA,NA,NA,NA,NA
"160","2020-11-19 10:25:20-03","CPAP","CPAP","24157","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","A. Pott; V. J. Pott","Pott, A.","12870","2005","06","23",NA,"Brasil","MS","Porto Murtinho","Fazenda Água Doce, 40 Km leste da rodovia BR-267, Pantanal.","-57.874444","-22.022222",NA,"Arbusto ou Árvoreta 1-3m de altura. com flor esbranquiçada e fruto ausente. Floresta semidecídual com Anadenanthera colubrina, Ruprechtia exploratricis. Solo: silti-arenoso. Relevo: plano.",NA,NA,NA,"80","80","2005",NA,NA,"57°52'28 W","22°01'20 S",NA,NA,NA,NA,NA,NA
"161","2020-11-19 10:25:20-03","CPAP","CPAP","24415","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","A. Pott; V. J. Pott","Pott, A.","13477","2005","09","23",NA,"Brasil","MS","Corumbá",NA,"-56.569444","-19.430833",NA,"Árvore 3-8m de de altura. Flor ausente..apícola; Florestal... Frequente.. Solo: arenoso. Relevo: plano convexo. Cerradão decidual com Pterogyne nitens e Attalea pharelata <ll>dwc_commonname:</ll> Espeteiro",NA,NA,NA,"102","102","2005",NA,NA,"56°34'10 W","19°25'51 S",NA,NA,NA,NA,NA,NA
"162","2020-11-19 10:25:20-03","CPAP","CPAP","4278","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","A. Pott","Pott, A.","3792","1987","11","02",NA,"Brasil","MS","Corumbá","Antiga estrada de acesso a Corumbá","-57.65","-19",NA,"Arbusto. FLOR: amarelada. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Vegetação secundária (caapoeira). SUBSTRATO: solo calcimórfico. RELEVO: inclinado.",NA,NA,NA,"150","150","2000","09",NA,"57°39' W","19°00' S",NA,NA,NA,NA,NA,NA
"163","2020-11-19 10:23:55-03","CPAP","CPAP","20182","PreserverdSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","S.M. Salis; 05/04","Donatti, C.I.","F-333","2003","05","23",NA,"Brasil","MS","Aquidauana","Fazenda Rio Negro","-55.7872009277344","-20.4710998535156",NA,"Árvore. FLOR: flores na base das folhas. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cordilheira. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,NA,"2004","05",NA,NA,NA,"212961","auto",NA,NA,NA,NA
"164","2020-11-19 10:25:20-03","CPAP","CPAP","11401","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Salis, S. M.","28","1989","09","25",NA,"Brasil","SP","Brotas","Fazenda Santa Elisa, rio Jacaré-Pepira","-48.1199989318848","-22.2800006866455",NA,"Árvore de 10m de altura.AMBIENTE: Mata ciliar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26585","auto",NA,NA,NA,NA
"165","2019-02-15 11:40:10-02","IPA","IPA","63852","S","Plantae","Plantae",NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Marquete, R.","Melo, E.; França, F.; Silva, M.M. da; Correia, C.; França, F.; Silva, M.M. da; Correia, C.","1913","1996","12","15","Southern America","Brasil","Bahia","Itatim","Morro da Quixaba, mata da base.","-39.783333","-12.733333",NA,"Arbusto apoiante (liana). Frutos secos com sementes plumosas, pluma marrom-avermelhada.","IPA0063852",NA,NA,"300","300","2008","07",NA,"-39.783333","-12.733333",NA,NA,NA,NA,NA,NA
"166","2019-02-15 11:40:10-02","IPA","IPA","63861","S","Plantae","Plantae",NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Marquete, R.","Melo, E.; França, F.; Silva, M.M. da; Correia, C.; França, F.; Silva, M.M. da; Correia, C.","1911","1996","12","15","Southern America","Brasil","Bahia","Itatim","Morro da Quixaba, mata da base.","-39.783333","-12.733333",NA,"Arbusto 2,5m. Fruto maduro seco marrom, sementes plumulosas marrom-avermelhadas.","IPA0063861",NA,NA,NA,NA,"2008","07",NA,"-39.783333","-12.733333",NA,NA,NA,NA,NA,NA
"167","2020-12-20 21:17:54-03","UFV","VIC","13930","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata Edson Mendes.","-48.187198638916","-18.6471996307373",NA,NA,"VIC013930","VIC013930",NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA
"168","2020-12-20 21:17:54-03","UFV","VIC","043914","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Scardino; et al.","1015","1980","12",NA,NA,"Brasil","Bahia","Porto Castro Alves","Cachoeira, Vale dos rios Paraguacu e Jacuipe",NA,NA,NA,"Arbusto bastante esgalhado e com caule fino com espinhos,inflorescências axilares e cimosasde flores alvas e singelas.","VIC043914","VIC043914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-12-20 21:17:54-03","UFV","VIC","30832","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Duarte, T.; Chiregatto, L.C.","104","2005","07","22",NA,"Brasil","Mato Grosso","B. Melgaço","RPPN SESC Pantanal, Mata seca área 1.",NA,NA,NA,"Árvore de 13 m, arquitetura triângular, folhas senescentes de coloração avermelhada , botões florais de coloração castanha, n° 938.","VIC030832","VIC030832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-12-20 21:17:54-03","UFV","VIC","43520","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,NA,"1392","1992","10","21",NA,"Brasil","Minas Gerais",NA,"Vale do Rio Araguari",NA,NA,NA,NA,"VIC043520","VIC043520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-12-20 21:17:54-03","UFV","VIC","13393","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mota, A.L.P.; et al.","3280",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,"VIC013393","VIC013393",NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA
"172","2020-12-20 21:17:54-03","UFV","VIC","13537","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mota, A.L.P.; et al.","8056",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,"VIC013537","VIC013537",NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA
"173","2020-12-20 21:17:54-03","UFV","VIC","13538","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mota, A.L.P.; et al.","8058",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,"VIC013538","VIC013538",NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA
"174","2020-12-20 21:17:54-03","UFV","VIC","13632","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mota, A.L.P.; et al.","7768",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,"VIC013632","VIC013632",NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA
"175","2020-12-20 21:17:54-03","UFV","VIC","13891","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,"VIC013891","VIC013891",NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA
"176","2020-12-20 21:17:54-03","UFV","VIC","14061","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,"VIC014061","VIC014061",NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA
"177","2020-12-20 21:17:54-03","UFV","VIC","14066","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,"VIC014066","VIC014066",NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA
"178","2020-12-20 21:17:54-03","UFV","VIC","14134","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,"VIC014134","VIC014134",NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA
"179","2020-12-20 21:17:54-03","UFV","VIC","14727","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mota, A.L.P.; et al.","168",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata de Furnas.","-48.187198638916","-18.6471996307373",NA,"Mata de Furnas.","VIC014727","VIC014727",NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA
"180","2020-12-20 21:17:54-03","UFV","VIC","14810","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata de Galeria Corrêgo das Posses.","-48.187198638916","-18.6471996307373",NA,"Mata de galeria Corrêgo das Posses.","VIC014810","VIC014810",NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA
"181","2020-12-20 21:17:54-03","UFV","VIC","14942","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mota, A.L.P.; et al.","274",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata de Galeria Fazenda Ribeiro.","-48.187198638916","-18.6471996307373",NA,"Mata de galeria Fazenda Barreiro.","VIC014942","VIC014942",NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA
"182","2020-12-20 21:17:54-03","UFV","VIC","14528","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata do Barreiro.","-48.187198638916","-18.6471996307373",NA,"Mata do Barreiro.","VIC014528","VIC014528",NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA
