"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"44","2021-03-15 16:37:00-03","NY","NYBG","01044696","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","W. R. Anderson","11348","1975","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185660' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044696","Magnoliophyta","Fabales","Benth.",NA,"Mato Grosso","Santo Antônio do Leverger","-56.08333","-15.8667","NY01044696_01","Vicinity of Sto. Antônio de Leverger, 15-25 km south of Cuiabá","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01044699","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","M. G. da Silva","4511","1979","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185642' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044699","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Mato Grosso",NA,"-56.195","-15.6489","NY01044699_01","entroncamento das rodovias Cuiabá, Santarém e Porto Velho, arredores do aeroporto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","01044777","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","E. P. Heringer","s.n.","1958","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185706' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044777","Magnoliophyta","Fabales","Benth.","L. T. Silveira",NA,NA,NA,NA,"NY01044777_01","Margens da Rodovia Brasilia-Paraopeba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","01044670","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","H. S. Irwin","21150","1968","03","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185551' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044670","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Tocantins","Araguaína","-48.2","-7.15467","NY01044670_01","Ca. 5 km N. of Araguaína.","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","01044751","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","M. Duarte Macedo","1229","1978","03","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185695' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044751","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Mato Grosso","Poconé","-56.6228","-16.2569","NY01044751_01","Pocone. Transpantaneira Highway near to Tank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","01044675","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","E. P. Heringer","10946","1966","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185648' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044675","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Goiás",NA,NA,NA,"NY01044675_01","Serra Dourada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-04-08 17:41:55-03","EAO","IAN","138497","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Irwin, HS; Maxwell, HS","21303","1968","03","18","Southern America","Brasil",NA,NA,"Subshrub ca. 1 m tall. Corolla scarlet. Fruit green.","IAN138497","Dicotiledônea",NA,"Benth.","Arroyo, MTK","Goiás",NA,NA,NA,NA,"Occasional in cerrado. Gallery forest and adjacent cerado, 10 km S of Guará.","550","550","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-04-08 17:41:55-03","EAO","IAN","139225","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Heringer, EP","10946","1966","10","21","Southern America","Brasil",NA,NA,"Planta erecta do cerrado; flores amarelas.","IAN139225","Dicotiledônea",NA,"Benth.","Lima, HC de","Goiás",NA,NA,NA,NA,"Serra Dourada.",NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-04-08 17:41:55-03","EAO","IAN","140522","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Pires, JM","13633","1973","09","15","Southern America","Brasil",NA,NA,"Flores roseas.","IAN140522","Dicotiledônea",NA,"Benth.","Lewis, GP","Pará",NA,NA,NA,NA,"Estudo Ecológico entre estreito e Marabá. Cerrado.",NA,NA,"1998","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-04-08 17:41:55-03","EAO","IAN","142538","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Pinheiro, GS; Carvalho, JFV","11","1974","04","04","Southern America","Brasil",NA,NA,"Planta de 50 cm de altura; flor vermelha.","IAN142538","Dicotiledônea",NA,"Benth.","Lewis, GP","Pará",NA,NA,NA,NA,"Estreito-Marabá, km 1.",NA,NA,"1998","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-04-08 17:41:55-03","EAO","IAN","142749","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Pinheiro, GS; Carvalho, JFV","223","1974","04","06","Southern America","Brasil",NA,NA,"Planta de 60 m de altura.","IAN142749","Dicotiledônea",NA,"Benth.","Lewis, GP","Pará",NA,NA,NA,NA,"Estreito-Marabá, km 1.",NA,NA,"1998","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-04-08 17:41:55-03","EAO","IAN","157217","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Silva, MG da; Pinheiro, A","4372","1979","02","02","Southern America","Brasil",NA,NA,"Arbusto tipo cipó; flor vermelha; fruto jovem verde.","IAN157217","Dicotiledônea",NA,"Benth.",NA,"Mato Grosso",NA,NA,NA,NA,"Entroncamento das rodovias Cuiabá-Santarérm e Porto Velho, arredores do aeroporto. Campo cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-04-08 17:41:55-03","EAO","IAN","157249","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Silva, MG da; Pinheiro, A","4511","1979","02","08","Southern America","Brasil",NA,NA,"Arbusto de 1 m; flor vermelha; fruto jovem verde.","IAN157249","Dicotiledônea",NA,"Benth.","Silva, MG da","Mato Grosso",NA,NA,NA,NA,"Entrocamento das rodovias Cuiabá-Santarém e Porto Velho, arredores do aeroporto. Campo cerrado.",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-04-08 17:41:55-03","EAO","IAN","3035","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Gardner, A","3102",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN003035","Dicotiledônea",NA,"Benth.",NA,"Goiás",NA,NA,NA,"IAN003035_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-04-08 17:41:55-03","EAO","IAN","31898","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Baldwin Jr., JT","3134","1943","11","01","Southern America","Brasil",NA,NA,"Fls. red. Plant seen only here. Dry place.","IAN031898","Dicotiledônea",NA,"Benth.","Ducke, A","Mato Grosso",NA,NA,NA,"IAN031898 IAN031898_1 IAN031898_e","Seringal Roserisal (southern edge of Amazon Basin).",NA,NA,"1949","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-04-08 17:41:55-03","EAO","IAN","58682","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Pires, JM; Black, GA","2255","1950","05","26","Southern America","Brasil",NA,NA,"Arbusto; flores vermelhas.","IAN058682","Dicotiledônea",NA,"Benth.","Lewis, GP","Maranhão",NA,NA,NA,NA,"Perto de Carolina; campo cerrado.",NA,NA,"1998","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-04-08 17:41:55-03","EAO","IAN","95986","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Gardner, G","3102","1836",NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN095986","Dicotiledônea",NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-04-08 17:41:55-03","EAO","IAN","118450","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Heringer, EP","85691748","1964","02","15","Southern America","Brasil",NA,NA,"Flores vermelhas.","IAN118450","Dicotiledônea",NA,"Benth.","Lima, HC de","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,"Estrada Brasília-Pires do Rio.",NA,NA,"1981",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-04-08 17:41:55-03","EAO","IAN","120773","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Heringer, EP","10434","1965","05","25","Southern America","Brasil",NA,NA,"Planta trepadeira, quando rasteira existe raizes nos nós; flores vermelhas, abundantes e vivazes. Foi coletado material de nódulos.","IAN120773","Dicotiledônea",NA,"Benth.",NA,"Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,"Rodovia Brasília-Anápolis.",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-04-08 17:41:55-03","EAO","IAN","189483","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Carvalho, CA","MIR_PEM38","2013","02","17","Southern America","Brasil",NA,NA,"Corola vermelha. Hábito herbáceo, vegetação cerrados","IAN189483","Dicotiledônea",NA,"Benth.","Oliveira, JCL de","Maranhão","Mirador","-44.3630981445312","-6.37083005905151",NA,"Base Geraldina",NA,NA,NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-04-08 17:41:55-03","EAO","IAN","14960","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Oliveira, JE de","s.n.","1938","12","28","Southern America","Brasil",NA,NA,"Subarbusto; flores vermelhas. Muito frequente.","IAN014960","Dicotiledônea",NA,"Benth.","Barreto, M","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711","IAN014960 IAN014960_e","Cerrado. Vila Independência.",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-02-08 09:14:11-03","NBC","NL-BOTANY","L.2043736","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Burchell WJ",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2043736 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2043736",NA,"Fabales","Benth.",NA,NA,NA,NA,NA,"NL-L2043736","Plantarum Brasiliæ Tropicæ.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"66","2020-02-08 09:14:11-03","NBC","NL-BOTANY","L.2043737","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","heterophylla","Periandra heterophylla","Burchell WJ",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2043737 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2043737",NA,"Fabales","Benth.",NA,NA,NA,NA,NA,"NL-L2043737","Plantarum Brasiliæ Tropicæ.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"67","2020-11-04 11:10:12-03","ESALQ","ESA","38340","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16715.0","1997","05","20",NA,"Brasil",NA,NA,"Subarbusto; flores vermelhas.","ESA038340","Magnoliophyta",NA,"Benth.","Souza, V.C.","Mato Grosso","Alto Paraguai","-56.4824981689453","-14.5136003494263","ESA038340","11 Km WSW (em linha reta) de Alto Paraguai. Estrada para Tira Sentido. Borda de savana florestada (cerradão) em área alagável.",NA,NA,"1997","12","78022","auto",NA,"27",NA,NA,NA,NA,NA,NA
"68","2020-11-04 11:10:12-03","ESALQ","ESA","34741","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Nave, A.G.","1126.0","1997","02","21",NA,"Brasil",NA,NA,NA,"ESA034741","Magnoliophyta",NA,"Benth.",NA,"Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292","ESA034741",NA,NA,NA,"1997","12","107042","auto",NA,"27",NA,NA,NA,NA,NA,NA
"69","2020-11-04 11:10:12-03","ESALQ","ESA","49857","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Viana, R.H.O.","74.0","1998","10","30",NA,"Brasil",NA,NA,NA,"ESA049857","Magnoliophyta",NA,NA,"Lewis, G.P.","Mato Grosso","Nova Xavantina","-52.353099822998","-14.6732997894287","ESA049857",NA,NA,NA,"2009",NA,"79739","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-11-04 11:10:12-03","ESALQ","ESA","28220","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Dubs, B.","1788.0","1995","01","27",NA,"Brasil",NA,NA,NA,"ESA028220","Magnoliophyta",NA,"Benth.",NA,"Mato Grosso","Alto Paraguai","-56.4824981689453","-14.5136003494263","ESA028220",NA,NA,NA,"1997","12","78022","auto",NA,"27",NA,NA,NA,NA,NA,NA
"71","2020-11-04 11:10:12-03","ESALQ","ESA","38341","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","17123.0","1997","05","24",NA,"Brasil",NA,NA,"Subarbusto, ca. 30 cm alt.; frutos castanhos.","ESA038341","Magnoliophyta",NA,"Benth.","Souza, V.C.","Mato Grosso","Nobres","-56.3274993896484","-14.7202997207642","ESA038341","Arredores da Fazenda Quebó. Cerca de 37 Km ENE (em linha reta) de Nobres. Savana arborizada (cerrado) mais densa em topo de morro com solo férrico (canga).",NA,NA,"1997","12","176011","auto",NA,"27",NA,NA,NA,NA,NA,NA
"72","2020-11-04 11:10:12-03","ESALQ","ESA","38342","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20702.0","1997","10","10",NA,"Brasil",NA,NA,"Subarbusto, ca. 80 cm alt.; frutos castanhos.","ESA038342","Magnoliophyta",NA,"Benth.","Souza, V.C.","Mato Grosso","Nova Brasilândia","-54.9655990600586","-14.9568996429443","ESA038342","Estrada Nova Brasilândia - Planalto da Serra, ca 20km NE (em linha reta) de Nova Brasilândia. Savana arborizada (cerrado)",NA,NA,"1997","12","68729","auto",NA,"27",NA,NA,NA,NA,NA,NA
"73","2020-11-04 11:10:12-03","ESALQ","ESA","38339","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14103.0","1997","03","14",NA,"Brasil",NA,NA,"Escandente; flores vermelhas; frutos imaturos verdes.","ESA038339","Magnoliophyta",NA,"Benth.","Souza, V.C.","Mato Grosso","São Félix do Araguaia","-50.6693992614746","-11.6171998977661","ESA038339","Estrada São Félix do Araguaia. - Alto Boa Vista, ca. 29km de São Félix do Araguaia. 190 m.s.m. Savana gramíneo-lenhosa (campo cerrado), utilizada como pasto.",NA,NA,"1997","12","290331","auto",NA,"27",NA,NA,NA,NA,NA,NA
"74","2021-03-31 13:40:07-03","MN","R","131652","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Mello Filho, L.E.","1894","1961","01","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-31 13:40:07-03","MN","R","14639","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Hoehne, F.C.","1340","1909","03",NA,NA,"Brasil",NA,NA,"Comissão Rondon",NA,NA,NA,"Benth.","Harius, H.","Mato Grosso",NA,NA,NA,NA,"Tapirapuã",NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-01-14 15:30:07-03","MN","R","220723","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Hoehne, F.C.","701","1908","11",NA,NA,"Brasil",NA,NA,"Comissão Rondon",NA,NA,NA,"Benth.","Harius, H.","Mato Grosso","Perto Espiridião",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-01-14 15:30:07-03","MN","R","220726","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Kuhlmann, J.G.","409","1914","11",NA,NA,"Brasil",NA,NA,"Comissão de Linhas Telegraficas e Estrategicas do Mato Grosso",NA,NA,NA,"Benth.","Hoehne, F.C.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-01-14 15:30:07-03","MN","R","220727","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Kuhlmann, J.G.","410","1914","11",NA,NA,"Brasil",NA,NA,"Comissão de Linhas Telegraficas e Estrategicas do Mato Grosso",NA,NA,NA,"Benth.","Hoehne, F.C.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-01-14 15:30:07-03","MN","R","220728","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Hoehne, F.C.","675","1908","10",NA,NA,"Brasil",NA,NA,"Comissão Rondon",NA,NA,NA,"Benth.","Harius, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-31 13:40:07-03","MN","R","65180","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Kuhlmann, J.G.","408","1914","11",NA,NA,"Brasil",NA,NA,"Commissão de Linhas Telegraphicas e Estrategicas do Matto Grosso ao Amazonas",NA,NA,NA,"Benth.","Hoehne, F.C.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-31 13:40:07-03","MN","R","65423","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Kuhlmann, J.G.","407","1914","11",NA,NA,"Brasil",NA,NA,"Commissão de Linhas Telegraphicas e Estrategicas do Matto Grosso ao Amazonas",NA,NA,NA,"Benth.","Hoehne, F.C.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-31 13:40:07-03","MN","R","65425","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Hoehne, F.C.","700","1908","11",NA,NA,"Brasil",NA,NA,"Comissão Rondon",NA,NA,NA,"Benth.","Harius, H.","Mato Grosso","Porto Espiridião",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-31 13:40:07-03","MN","R","65426","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Hoehne, F.C.","674","1908","10",NA,NA,"Brasil",NA,NA,"Comissão Rondon",NA,NA,NA,"Benth.","Harius, H.","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-01-14 15:30:07-03","MN","R","68404","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Freire Allemão, F. 405 p.p.; Cysneiros, M.",NA,"1859",NA,NA,NA,"Brasil",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R000068404",NA,NA,"Benth.",NA,"Ceará",NA,NA,NA,"R000068404_001 R000068404_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-31 13:40:07-03","MN","R","65166","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Malme, G.O.A.","1406","1894","02","19",NA,"Brasil",NA,NA,"Herb. Brasil. Regnell. Musei bot. Stockolm.",NA,NA,NA,"Benth.",NA,"Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-31 13:40:07-03","MN","R","33158","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Mello Barreto, H.L.","5702","1934","12","28",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.","Mello Barreto, H.L.","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-31 13:40:07-03","MN","R","33156","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Mello Barreto, H.L.","5501","1932","12","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.","Mello Barreto, H.L.","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-31 13:40:07-03","MN","R","126264","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Williams, L.O.","5406","1945","02",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.",NA,"Minas Gerais","Betim","-44.198299407959","-19.9678001403809",NA,NA,"900","900",NA,NA,"15199","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-31 13:40:07-03","MN","R","111311","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Heringer, E.P.","7104",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.",NA,"Minas Gerais","Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-31 13:40:07-03","MN","R","33157","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Mello Barreto, H.L.","5503","1933","11","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.","Mello Barreto, H.L.","São Paulo","São Vicente","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,NA,"25482","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-31 13:40:07-03","MN","R","65424","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Hoehne, F.C.","4687","1911","03",NA,NA,"Brasil",NA,NA,"Comissão Rondon",NA,NA,NA,"Benth.","Hoehne, F.C.","Mato Grosso","Cuiabá","-56.0966987609863","-15.5960998535156",NA,"Coxipó da Ponte",NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-10-29 20:58:27-03","UFPI","TEPB","22050","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Bruno Machado Teles Walter ET ALLI","808","1991","11","21",NA,"Brasil",NA,NA,"Folha discolor; pétalas vermelho vivo; estames amarelos; pedicelo branco; botões florais verde-avermelhados. Área de influência da UHE Serra da Mesa. Ambiente: Cerrado Típico, sujeito a incêndios periódicos.",NA,NA,NA,"Benth.","CHAVES, E. M. F.","Goiás","Colinas do Sul","-48.0783004760742","-14.1513996124268",NA,"Estrada que liga Serra da Mesa/ Colinas; 2,5 Km da entrada sul do canteiro de obras da UHE Serra da Mesa.",NA,NA,"2004","03","58154","auto",NA,"30",NA,NA,NA,NA,NA,NA
"93","2015-07-02 14:02:01-03","JBP","HPL","12847","S","Plantae","Fabaceae-Faboideae","Periandra","heterophylla","Periandra heterophylla","A. Campos-Rocha & D. Hueb","288","2009","01","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.","A. Campos-Rocha","TO","Darcinópolis","-47.7597","-6.71306",NA,"Coletado à beira de estrada de terra, em área de cerrado com cascalho - seguindo ca. 4-5 km a partir de entrada no km 35 da rodovia Darcinópolis - Angico. Material prensado em álcool.",NA,NA,"2012","10","39281","auto",NA,"01",NA,NA,NA,NA,NA,NA
"94","2015-07-02 14:55:31-03","JBP","HPL","2749","S","Plantae","Fabaceae-Faboideae","Periandra","heterophylla","Periandra heterophylla","R. Tsuji, L.C. Bernacci & E. Franco","728","2004","11","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"G.P. Lewis","MT","Peresópolis","-55.236833",NA,NA,"Coletado entre Peresópolis-Cuiába, em cerrado pedregoso.","418","418","2009","12",NA,NA,NA,"01","55° 14' 12,6 W","14° 88' 22,7 S",NA,NA,NA,NA
"95","2015-07-02 14:02:01-03","JBP","HPL","4584","S","Plantae","Fabaceae-Faboideae","Periandra","heterophylla","Periandra heterophylla","H. Lorenzi","4227","2003","12","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"G.P. Lewis","MG","Augusto Lima",NA,NA,NA,"Coletada em área de cerrado fechado em ambiente de meia-sombra.",NA,NA,"2009","12",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"96","2020-12-20 21:17:39-03","UFV","VIC","10363","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","Butruille, D.","s.n.","1988","02",NA,NA,"Brasil",NA,NA,NA,"VIC010363",NA,NA,"Benth.","Queiroz, L.P. de; Lewis, G.P.","Goiás","Padre Bernardo","-48.2839012145996","-15.1603002548218","VIC010363","Fazenda Santa Clara",NA,NA,"2004","07","56279","auto",NA,"20",NA,NA,NA,NA,NA,NA
