"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","previousCatalogNumber","sex"
"44","2021-03-01 16:33:32-03","UNICAMP","UEC","167788","S","Plantae","Magnoliopsida",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Esteves, GL","Weiser, VL","86","2002","05","31",NA,"Brazil","São Paulo","Bauru","Reserva Ecológica da UNESP, Trilha da Cachoeirinha.&nf;Cerrado perturbado.","-49.060001373291","-22.3099994659424",NA,"Arbusto ca. 3 m alt. Folhas simples, alternas e pubescentes. Flores alvas de fauce rosa reunidas em inflorescência.","UEC040180","UEC040180",NA,NA,NA,NA,NA,NA,"29186","auto","2006","02","16",NA,NA,NA,NA,NA
"45","2019-08-20 10:17:51-03","UNICAMP","UEC","55867","S","Plantae","Magnoliopsida",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Sciamarelli, A; Coffani-Nunes, JV","662","1990","05","19",NA,"Brazil","São Paulo","Cajuru","Fazenda Santa Carlota, Cerrado","-47.2999992370605","-21.2700004577637",NA,"Arbusto 1,50m, flor rosa",NA,NA,NA,NA,NA,NA,NA,NA,"21243","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-16 08:39:58-03","UTFPR","HCF","4141","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","J. Cordeiro & E. Barboza","A.L.M.S.P. Ferreira",NA,"2006","01","12",NA,"Brasil","DF","Brasília","Campus da UnB","-47.9296989440918","-15.7797002792358",NA,"arbusto heliófito piloso, com flores rosas.",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","2008",NA,NA,NA,NA,NA,NA,NA
"47","2020-06-29 09:30:54-03","UFRRJ","RBR","2387","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","G.L. Esteves","E.P. Heringer","13109","1974","02","16",NA,"Brasil","Goiás","Caldas Novas",NA,"-48.625","-17.74169921875",NA,NA,"RBR00002387",NA,NA,NA,NA,NA,NA,NA,"36612","auto","1996","10",NA,NA,NA,NA,NA,NA
"48","2021-03-21 19:36:47-03","UFC","EAC","10642","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Krapovichas, A.","Del'Arco, M.R.","s.n.","1981","04","14","Southern America","Brasil","Piauí","Ribeiro Gonçalves","Estação Ecológica - Uruçuí-UNA","-45.2421989440918","-7.55833005905151",NA,"Subarbusto, Flor rósea; Cerrado","EAC0010642","EAC0010642",NA,NA,NA,NA,NA,NA,"121004","auto","1983",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:33:26-03","MBM","MBM","159975","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Krapovickas, A.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","59539",NA,NA,NA,"Southern America","Brazil","Goiás","Colinas do Sul","Rodovia para Niquelândia, ponte do Rio Tocantins","-48.0783004760742","-14.1513996124268",NA,NA,"MBM159975","MBM159975",NA,NA,NA,NA,NA,NA,"58154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:33:26-03","MBM","MBM","57476","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Krapovickas, A.","Cézio Pereira","397",NA,NA,NA,"Southern America","Brazil","Goiás","Mozarlândia","Cavalo Brando","-50.5705986022949","-14.7447004318237",NA,NA,"MBM057476","MBM057476",NA,NA,NA,NA,NA,NA,"35559","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:33:26-03","MBM","MBM","33145","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Krapovickas, A.","Hatschbach, G.","34727",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rondonópolis","Serra da Petrovina","-54.6356010437012","-16.4708003997803",NA,NA,"MBM033145","MBM033145",NA,NA,NA,NA,NA,NA,"69781","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:33:26-03","MBM","MBM","13280","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Krapovickas, A.","Hatschbach, G.","23694",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Terenos","Terenos",NA,NA,NA,NA,"MBM013280","MBM013280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:33:26-03","MBM","MBM","28941","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, G.L.","Hatschbach, G.","34048",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Itaquiraí","Rio Corrente",NA,NA,NA,NA,"MBM028941","MBM028941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:33:26-03","MBM","MBM","85086","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.",NA,"Gregory, W.C.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","Mato Grosso",NA,"Rio Itiquira",NA,NA,NA,NA,"MBM085086","MBM085086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:33:26-03","MBM","MBM","58282","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.",NA,"Krapovickas, A.; Cristóbal, C.L.; Arbo, M.M.; Cristóbal, C.L.; Arbo, M.M.","33107",NA,NA,NA,"Southern America","Brazil","Goiás","Itumbiara","20km N de Itumbiara, Rod. BR-253","-49.2153015136719","-18.4192008972168",NA,NA,"MBM058282","MBM058282",NA,NA,NA,NA,NA,NA,"77216","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:33:26-03","MBM","MBM","173881","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Krapovickas, A.","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62318",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Cáceres","Gleba Facão, rodovia para Rio Jacobina","-57.6789016723633","-16.0706005096436",NA,NA,"MBM173881","MBM173881",NA,NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:33:26-03","MBM","MBM","49153","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, G.L.","Hatschbach, G.","39448",NA,NA,NA,"Southern America","Brazil","Bahia","Barreiras","Roda Velha","-44.9900016784668","-12.1527996063232",NA,NA,"MBM049153","MBM049153",NA,NA,NA,NA,NA,NA,"152720","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:33:26-03","MBM","MBM","58281","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.",NA,"Krapovickas, A.; Cristóbal, C.L.; Arbo, M.M.; Cristóbal, C.L.; Arbo, M.M.","33163",NA,NA,NA,"Southern America","Brazil","Goiás","Anápolis","80km SE de Brasília, camino a Anápolis","-48.9528007507324","-16.3267002105713",NA,NA,"MBM058281","MBM058281",NA,NA,NA,NA,NA,NA,"31830","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:33:26-03","MBM","MBM","49164","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Krapovickas, A.","Hatschbach, G.","39343",NA,NA,NA,"Southern America","Brazil","Goiás","Formosa","JK","-47.334400177002","-15.5371999740601",NA,NA,"MBM049164","MBM049164",NA,NA,NA,NA,NA,NA,"113054","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:33:26-03","MBM","MBM","43514","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Krapovickas, A.","Hatschbach, G.","38024",NA,NA,NA,"Southern America","Brazil","Goiás","Jaraguá","Rio das Almas","-49.334400177002","-15.7568998336792",NA,NA,"MBM043514","MBM043514",NA,NA,NA,NA,NA,NA,"39368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:33:26-03","MBM","MBM","73736","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Krapovickas, A.","Oliveira, P.I.; et al.; et al.","445",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Barra do Garças","Barra do Garças, 5km N","-52.2566986083984","-15.8900003433228",NA,NA,"MBM073736","MBM073736",NA,NA,NA,NA,NA,NA,"123012","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:33:26-03","MBM","MBM","214791","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Krapovickas, A.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","66848",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Chapada dos Guimarães","Água Fria, 7km na estrada para Rio Manso","-55.749698638916","-15.460599899292",NA,NA,"MBM214791","MBM214791",NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:33:26-03","MBM","MBM","110861","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Krapovickas, A.","Pedersen, T.M.","12049",NA,NA,NA,"Southern America","Brazil","São Paulo","Nova Granada","Nova Granada","-49.310001373291","-20.5300006866455",NA,NA,"MBM110861","MBM110861",NA,NA,NA,NA,NA,NA,"25306","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:37:51-03","UFMG","BHCB","34673","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Lagoa da Prata",NA,"-45.5435981750488","-20.0224990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21026","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:37:51-03","UFMG","BHCB","33445","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:19:31-03","UFPR","UPCB","33448","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Krapovickas, A.","Hatschbach, G.","66848","1997","08","13",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Água Fria, 7km na estrada para Rio Manso","-55.749698638916","-15.460599899292",NA,"Arbusto delgado, 1m, flor rosada. Campo cerrado..",NA,NA,NA,NA,NA,NA,NA,NA,"107042","auto","1998","01","01",NA,NA,NA,NA,NA
"67","2021-02-11 17:19:31-03","UFPR","UPCB","31619","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Krapovickas, A.","Hatschbach, G.","62318","1995","05","05",NA,"Brasil","Mato Grosso","Cáceres","Gleba Facão, rodovia para Rio Jacobina","-57.6789016723633","-16.0706005096436",NA,"Arbusto delgado, 1,5m, flor rosada, base mais escura. Cerrado, solo rochoso..",NA,NA,NA,NA,NA,NA,NA,NA,"172193","auto","1996","01","01",NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","1542659","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","P. Fryxell","Alwyn H. Gentry|et al.","Gentry 37696","1982","7","18","South America","Peru","San Martín",NA,"6 km S of Tarapoto on road to Juanjui, dry savannah.","-76.41666","-6.58333",NA,NA,NA,NA,"310.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2365",NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","1944846","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","A. Krapovickas","Nélida Soria","Soria Rey 3733","1989","5","7","South America","Paraguay","Amambay",NA,"Arroyo Estrella","-56.48333","-22.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","1944847","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","A. Krapovickas","Nélida Soria","Soria Rey 3733","1989","5","7","South America","Paraguay","Amambay",NA,"Arroyo Estrella","-56.48333","-22.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2013-03-27 16:15:00-03","MO","MOBOT","2074564","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","P. A. Fryxell (TEX)","Michael J.G. Hopkins|et al.","Hopkins 115",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","2516475","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.",NA,"Moore","Moore 10",NA,NA,NA,"South America","Paraguay","Central",NA,"near Barra de San Lorenzo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2009-10-24 06:14:00-02","MO","MOBOT","3048929","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","P. A. Fryxell","Ezechias P. Heringer|George Eiten","Heringer 14184","1974","12","23","South America","Brazil","Goiás",NA,"Municipio de Caldas Novas; 12 km deu west of city of Calas Novas. 5.1 km N of entrance to hotel, Pousada do Rio Quente, along sifde road fromhotel to main Morrinho=Caldas Novas highway ( Several km w of foot of werst slope of Serra de Galdas. Region de rolling terrain with partially cleared on uplands and narrow gallery forests along brooks. Habitat; of this no; roadside thrugh partially cleared cerrado. This no; Wide-crownedherb with some stems rising to 1/2 m. tall; stem 7 leaves sticky, . Petals light pink ( white in some flowers), with ruby-red base. Stamen column ruby-red, anthers cream-white stigma & styles white.l; stem & Leaves sticky , pEtals light pink ( white in some flowers) , with ruby -red base. Stamen column ruby-red, anthers cream-white, stigma 7 Styles white.","-48.75","-17.76666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2009-06-25 13:32:00-03","MO","MOBOT","3049179","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","P.A. Fryxell","William R. Anderson","Anderson 9854","1973","5","6","South America","Brazil",NA,NA,"Mato Grosso. Ca. 20 km (straight line) Ene of Barra do Garcas; cerrado along stream.",NA,NA,NA,NA,NA,NA,"460.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2009-07-09 17:05:00-03","MO","MOBOT","3049376","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","P.A. Fryxell","Gert G. Hatschbach","Hatschbach 38024","1976",NA,NA,"South America","Brazil","Goiás",NA,"Rio das Almas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2016-11-15 05:15:00-02","MO","MOBOT","3049613","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","P. Afryxell","Walton C. Gregory|Antonio C. Krapovickas|J. Pietrarelli","Gregory 9617","1959",NA,NA,"South America","Argentina","Tucumán",NA,"Tobati.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2016-11-15 05:15:00-02","MO","MOBOT","3453976","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 42755","1989","1","3","South America","Brazil","Minas Gerais",NA,"Itapagipe-MG-255.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-09-09 13:31:29-03","UNESP-IBILCE","SJRP","14918","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Karina G. Melzi & Edlaine R. Avelino",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São José do Rio Preto","Bosque Municipal","-49.3544444","-20.77694444",NA,"Arbusto, 1 m, flores esbranquiçadas de centros rosados;",NA,NA,NA,NA,"-49.3544444","-20.77694444","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-06-22 14:18:45-03","UNESP-IBILCE","SJRP","08241","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Antonio Krapovickas","Silva, M.R.",NA,NA,NA,NA,"América do Sul","Brasil","Goiás","Serranópolis","ca. 32 km de Serranópolis, no sentido de Itaruã","-51.9622001647949","-18.3061008453369",NA,"Flor alaranjada, 80 cm de altura;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"86936","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-06-22 14:18:45-03","UNESP-IBILCE","SJRP","29195","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Fernandes, A.C.",NA,"2006","07",NA,"América do Sul","Brasil","São Paulo","Nhandeara","Empresa Quiri Ruber, sítio estrela Dalva","-50.0299987792969","-20.6900005340576",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"20767","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-06-22 14:18:45-03","UNESP-IBILCE","SJRP","00525","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Antonio Krapovickas","Giorgio de Marinis",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São José do Rio Preto","na cidade","-49.3699989318848","-20.8199996948242",NA,"Até 1,5 m, folhas variegadas alternas denteadas;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"20305","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-06-22 14:18:45-03","UNESP-IBILCE","SJRP","00534","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Antonio Krapovickas","Giorgio de Marinis",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São José do Rio Preto","Posto Exp. de Criação","-49.3699989318848","-20.8199996948242",NA,"Até 80 cm, flores róseas;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"20305","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-06-22 14:18:45-03","UNESP-IBILCE","SJRP","17499","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","A. Krapovickas","G. Hatschbach",NA,NA,NA,NA,"América do Sul","Brasil","Mato Grosso","Cáceres","rodovia para Rio Jacobina","-57.6789016723633","-16.0706005096436",NA,"Arbusto delgado, 1,5 m, flor rosada, base mais escura;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-12-19 11:19:35-03","UFG","UFG","9634","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Krapovickas, A.","Rizzo, J.A.","9634","1974","03","14",NA,"Brasil","Tocantins","Natividade","À 40 Km do Porto Nacional para Natividade. Mata alagada em muitos trechos; Mata à beira da estrada; Solo pedregoso.","-47.7233009338379","-11.7096996307373",NA,NA,"UFG0009634",NA,NA,NA,NA,NA,NA,NA,"59394","auto","1987","11","11",NA,NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","2755067","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.",NA,"W. R. Anderson, S. R. Hill, R. G. P. Santos & R. Souza","9854","1973","5","6","South America - Neotropics","Brazil","Mato Grosso",NA,"Ca 20 km ene of barra do garcas",NA,NA,NA,NA,NA,NA,"460","460",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","2753028","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.",NA,"W. R. Anderson, M. T. Stieber & J. H. Kirkbride","36883","1972","3","9","South America - Neotropics","Brazil","Bahia",NA,"Ca 10 km n of rio roda vehla, ca 100 km wsw of barreirars; espigao mestre",NA,NA,NA,NA,NA,NA,"800","800",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"87","2020-09-12 05:00:02-03","US","US","2844337","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.",NA,"J. W. Grear, H. S. Irwin, R. Souza & R. G. P. Santos","14974","1966","4","18","South America - Neotropics","Brazil","Goiás",NA,"Plants of planalto do brasil, serra do morcego, corrego estrema, 35 km. n.w. of formosa",NA,NA,NA,NA,NA,NA,"800","800",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"88","2020-09-12 05:00:02-03","US","US","3132581","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.",NA,"G. Hatschbach","34727","1974","7","23","South America - Neotropics","Brazil","Mato Grosso",NA,"Mun. Rondonópolis; Serra da Petroliva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"89","2020-09-12 05:00:02-03","US","US","3436984","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.",NA,"A. Macedo","0047","2002","5","8","South America - Neotropics","Brazil","Minas Gerais","Campina Verde","Regiao do Lajeado","-49.486400604248","-19.5356006622314",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"79993","auto",NA,NA,NA,NA,"1",NA,NA,NA
"90","2020-09-12 05:00:02-03","US","US","2822301","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.",NA,"E. P. Heringer & G. Eiten","14184","1974","12","23","South America - Neotropics","Brazil","Goias",NA,"Mun. de Caldas Novas: 12 km due W of city of Caldas Novas.","-48.75","-17.77",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"91","2020-09-12 05:00:02-03","US","US","2197258","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.",NA,"A. Macedo","239","1944","1","28","South America - Neotropics","Brazil","Mato Grosso",NA,"Campo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"92","2020-09-12 05:00:02-03","US","US","3420164","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.",NA,"A. Macedo","5702","2001","1","30","South America - Neotropics","Brazil","Minas Gerais","Campina Verde",NA,"-44.9853","-21.7222",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"93","2020-09-02 16:32:42-03","Cenargen","CEN","44844","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","A. Krapovickas","Glocimar Pereira-Silva","6288","2002","03","27",NA,"Brasil","MG","UNAI","Cerca de 1 km à montante do eixo da barragem. Margem direita do rio Arrependido.","-46.9061012268066","-16.3575000762939","Exsicatas","Área de Influência da AHE Queimado.","CEN00044844","CEN00044844 CEN00044844_1","810","810","-4727778.0","-1621194.0",NA,NA,"97926","auto","2011","12",NA,NA,"4",NA,NA,NA
"94","2020-09-02 16:32:42-03","Cenargen","CEN","24913","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","G. L. Esteves","Taciana Barbosa Cavalcanti","1451","1995","06","22",NA,"Brasil","GO","MINACU","Estrada Minaçú - UHE Serra da Mesa, 8 km da barreira da UHE Serra da Mesa.",NA,NA,"Exsicatas","Botões rosa-magenta. Planta toda viscosa. Folhas discolores.","CEN00024913","CEN00024913",NA,NA,NA,NA,NA,NA,NA,NA,"1998","04",NA,NA,NA,NA,NA,NA
