"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","maximumElevationInMeters","coordinatePrecision","geoFlag","class","infraspecificEpithet","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","fieldNumber","individualCount"
"20","2021-03-01 16:24:32-03","UNICAMP","UEC","158096","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.","Loeuille, BFP","Loeuille, BFP; et al.","466","2008","12","17",NA,"Brazil","Minas Gerais","Pico de Itambé, no topo","-43.3475","-18.398889","2037",NA,"arbusto até 70cm; flores roxas; campo rupestre","UEC015100","UEC015100","Santo Antônio de Itambé","2009","2037",NA,NA,NA,NA,NA,"-43.3475","-18.398889",NA,NA,NA,NA
"21","2021-03-01 16:24:32-03","UNICAMP","UEC","158095","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.","Loeuille, BFP","Loeuille, BFP; et al.","467","2009","01","28",NA,"Brazil","Minas Gerais","no topo do Pico de Itambé","-43.349944","-18.397944","2035",NA,"arbuto até 1m; flores roxas; campo rupestre","UEC015099","UEC015099","Santo Antônio de Itambé","2009","2035",NA,NA,NA,NA,"01","-43.349944","-18.397944",NA,NA,NA,NA
"22","2019-11-05 16:45:09-03","UFOP","OUPR","26515","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.","Messias, M.C.T.B.","Messias, M.C.T.B.","2469","2001","05","04",NA,"Brasil","Minas Gerais","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,"Arbusto 1,3m de altura. Flores roxas. Planta medicinal. Campo ferruginoso",NA,NA,"Ouro Preto","2012",NA,"44599","auto",NA,NA,"05",NA,NA,"03",NA,NA,NA
"23","2014-10-14 15:56:23-03","BS","M","M-0029465","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in summo, Brasiliae monte Itambé; Provinciae Minas.",NA,NA,NA,NA,NA,"M0029465",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"HOLOTYPE",NA,NA
"24","2014-10-14 15:56:23-03","BS","M","M-0029466","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M0029466",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"TYPE",NA,NA
"25","2014-10-14 15:56:23-03","BS","M","M-0029467","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in Serro Frio ad Tejuco; Provinciae M. Geraes.",NA,NA,NA,NA,NA,"M0029467",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"NOTATYPE",NA,NA
"26","2013-04-01 09:18:14-03","IPT","BCTW","10680","S","Plantae","Magnoliophyta",NA,NA,"Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Rodovia Brasília/Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-09-04 10:27:55-03","MNHN","RECOLNAT_MNHN_P","P04416548","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,NA,NA,NA,NA,NA,NA,"[Bresil]",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04416548' target='other'> <mi>dwc_moreinfo</mi></a>","P04416548","P04416548_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:33:10-03","UFMG","BHCB","162482","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Romão, GO; Laivis, M; Gissi, D","2543","2010","04","08","Southern America","Brasil","Minas Gerais","Pico do Itambé, Subida para o pico.","-43.348333","-18.395833",NA,NA,"Arbusto, 1m, capítulos roxos.","BHCB005859",NA,"Santo Antônio do Itambé","2012",NA,NA,NA,NA,NA,"12","-43.348333","-18.395833",NA,NA,NA,NA
"29","2020-12-11 11:33:10-03","UFMG","BHCB","63350","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Glaziou, AFM","21651","1895","10","14","Southern America","Brasil","Goiás","Entre Barreira do Veado e Morro Redondo.",NA,NA,NA,NA,"Arbusto. Flor lilás.","BHCB051782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:33:10-03","UFMG","BHCB","103956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","259","2006","10","06","Southern America","Brasil","Minas Gerais","Parque Estadual do Pico do Itambé, Descida do Pico do Itambé.","-43.3067016601562","-18.465799331665",NA,NA,"Plantas do Brasil. PLANTA PRENSADA EM ÁLCOOL; Arbustivo ereto, ca. 1m. Capítulos com flores lilás.; Borda de mata de grota.","BHCB025623",NA,"Santo Antônio do Itambé","2015",NA,"19014","auto",NA,NA,"06",NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:33:10-03","UFMG","BHCB","54868","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Magalhães, GM","1582","1942","04","05","Southern America","Brasil","Minas Gerais","Pico do Itambé, Alto do pico.","-43.3793983459473","-18.604700088501",NA,NA,"Muito frequente.; Arbusto, 1m. Flor violácea.; Campo.","BHCB051780",NA,"Serro",NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:33:10-03","UFMG","BHCB","168767","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Magalhães, M","1581","1942","05","05","Southern America","Brasil","Minas Gerais","Pico do Itambé, Alto do pico.","-43.3793983459473","-18.604700088501",NA,NA,"Muito frequente.; Arbusto 1m. Flor violácea.; Campo.","BHCB012969",NA,"Serro","1992",NA,"37754","auto",NA,NA,"11",NA,NA,NA,NA,NA,NA
"33","2020-08-31 08:53:00-03","INPA","INPA","66039","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Irwin, HS","28676","1971","01","18","Southern America","Brasil","Minas Gerais","Steep rocky iron-rich slopes of Serra da Piedade, ca. 35 km. E. of Belo Horizonte, near BR-31.",NA,NA,"1800",NA,NA,"INPA0066039","INPA0066039 INPA0066039_e INPA0066039_e1",NA,NA,"1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-06-10 10:10:19-03","FZB-BH","BHZB","736","S","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides",NA,"Grandi, T.S.M.","Pôrto de Paula, L.M.",NA,"1990","07","04",NA,"Brasil","MG","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,NA,"Outros coletores: Grandi, T.S.M. Com triplicata.criticamente em perigo",NA,NA,"Moeda","1996",NA,"14750","auto",NA,NA,"01",NA,NA,"11",NA,NA,NA
"35","2015-08-20 11:24:18-03","CPQBA","CPMA","1034","S","Plantae","Magnoliophyta","Asterales","Asteraceae¹","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Narciso/Marcos",NA,"1982","10","10",NA,"Brasil","Minas Gerais",NA,"-44.999722","-21.245278",NA,NA,"só no herbário",NA,NA,"Lavras",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"44º 59' 59 W","21º 14' 43 S",NA,NA,"CPQBA 550",NA
"36","2020-09-12 05:00:02-03","US","US","USw35774","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"H. S. Irwin","11803",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,"Wood Sample",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"37","2020-09-12 05:00:02-03","US","US","3697914","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"B. Loeuille, R. Mello-Silva, J. Lovo & S. Alcantara","594","2011","11","18","South America","Brazil","Minas Gerais","Santo Antonio de Itambe: Parque Estadual do Pico do Itambe.","-43.3422","-18.3985","1884",NA,NA,"US01311890","US01311890_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"38","2019-11-13 11:16:25-03","USP","SPF","214764","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.","Loeuille, B","Loeuille, B","598","2011","11","18",NA,"Brasil","Minas Gerais","Parque Estadual do Pico do Itambé","-43.35","-18.397944","2031",NA,NA,"SPF00214764",NA,"Santo Antônio do Itambé","2011","2031",NA,NA,NA,NA,"11","-43.35","-18.397944","18",NA,NA,NA
"39","2019-11-13 11:16:25-03","USP","SPF","214774","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.","Loeuille, B","Loeuille, B","594","2011","11","18",NA,"Brasil","Minas Gerais","Parque Estadual do Pico do Itambé","-43.342222","-18.398472","1884",NA,NA,"SPF00214774",NA,"Santo Antônio do Itambé","2011","1884",NA,NA,NA,NA,"11","-43.342222","-18.398472","18",NA,NA,NA
"40","2019-09-04 20:01:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides alpicola","DC.",NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","alpicola",NA,NA,NA,NA,"Holotype",NA,NA
"41","2019-09-04 20:01:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides alpicola","DC.",NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","alpicola",NA,NA,NA,NA,"Holotype",NA,NA
"42","2019-05-06 11:53:38-03","UFU","HUFU","25800","S","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.","Barroso, G.M.","Krieger, P.L.","1353","1950","01","03",NA,"Brasil","Minas Gerais","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,"Arbusto, ca. 3 m. Flores roxas.; Alto da serra sobre canga.","HUFU00047776","HUFU00047776","Belo Horizonte",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Minas Geraes in jugis ditionis Adamantium, e. gr. ad Corral d'El Rey, in Serra da Caraça, Serra da Lapa, Serra da Piedade etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Sello, HL","797",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Minas Geraes in jugis ditionis Adamantium, e. gr. ad Corral d'El Rey, in Serra da Caraça, Serra da Lapa, Serra da Piedade etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Habitat prov. Minas Geraes in jugis ditionis Adamantium, e. gr. ad Corral d'El Rey, in Serra da Caraça, Serra da Lapa, Serra da Piedade etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Minas Geraes in jugis ditionis Adamantium, e. gr. ad Corral d'El Rey, in Serra da Caraça, Serra da Lapa, Serra da Piedade etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Minas Geraes in jugis ditionis Adamantium, e. gr. ad Corral d'El Rey, in Serra da Caraça, Serra da Lapa, Serra da Piedade etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Gardner, G","4832",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Minas Geraes in jugis ditionis Adamantium, e. gr. ad Corral d'El Rey, in Serra da Caraça, Serra da Lapa, Serra da Piedade etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Minas Geraes in jugis ditionis Adamantium, e. gr. ad Corral d'El Rey, in Serra da Caraça, Serra da Lapa, Serra da Piedade etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Claussen, P","104",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Minas Geraes in jugis ditionis Adamantium, e. gr. ad Corral d'El Rey, in Serra da Caraça, Serra da Lapa, Serra da Piedade etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Minas Geraes in jugis ditionis Adamantium, e. gr. ad Corral d'El Rey, in Serra da Caraça, Serra da Lapa, Serra da Piedade etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-08 12:36:34-03","UFRGS","ICN","144550","S","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.","Matzenbacher, NI","Hagelund, K","6369","1972","07","22","América do Sul","Brasil","MG",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"Doação de Karner Hagelund.",NA,NA,"Diamantina","1972",NA,"101169","auto",NA,NA,"07",NA,NA,"13",NA,NA,NA
