"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","typeStatus","individualCount","fieldNumber"
"48","2021-03-01 16:36:27-03","UNICAMP","UEC","121380","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Kurtz, BC; et al.","61","1989","07","05",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima margem dos rio das Flores.","-42.5311012268066","-22.2819004058838",NA,"Árvore 8m alt, folhas verdes discolores, frutos verdes, cálice persistente pardacento.","UEC008191","UEC008191",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA
"49","2021-03-01 16:36:27-03","UNICAMP","UEC","118407","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Moraes, PLR","252","1990","10","07",NA,"Brazil","São Paulo","São Miguel Arcanjo","P. E. C. Botelho.","-47.9900016784668","-23.8700008392334",NA,"Árvore 15m de alt, frutos roxos.; Mata Atlântica.","UEC008189","UEC008189",NA,"700","700",NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA
"50","2021-03-01 16:36:27-03","UNICAMP","UEC","157777","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Matsemoto, K; Oliveira, ACP","830","2002","12","14",NA,"Brazil","São Paulo","Sete Barras","P. E. Carlos Botelho.","-47.9199981689453","-24.3799991607666",NA,"Arvoreta ca. 5m, tronco liso verde, uniforme. Indivíduo 330.","UEC013850","UEC013850",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"51","2021-03-01 16:36:27-03","UNICAMP","UEC","31158","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Silva, AF","9166","1978","12","05",NA,"Brazil","São Paulo","Ubatuba","Est. Experimental do Int. Agronômico de Campinas.","-45.0699996948242","-23.4300003051758",NA,"Árvore de 10m e alt, flores em botão.","UEC033214","UEC033214","Barroso, GM",NA,NA,"1997",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"52","2021-03-01 16:36:27-03","UNICAMP","UEC","118401","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Sanchez, M; Pedroni, F","47","1992","11","07",NA,"Brazil","São Paulo","Ubatuba","Serra do Mar, Picinguaba. Margem do Rio da Fazenda.","-45.0699996948242","-23.4300003051758",NA,"Árvore 10m de alt, CAP 43cm. Botões de cor creme.","UEC008194","UEC008194","Matsemoto, K",NA,NA,"2011",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"53","2021-03-01 16:36:44-03","UNICAMP","UEC","107781","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neosuaveolens","Myrcia neosuaveolens","E.Lucas & C.E. Wilson","Sampaio, D; Maltez, HM; Silva, C; Almeida, A; Silva, MMR","156","1999","01","12",NA,"Brazil","São Paulo","Sete Barras","Núcleo Sabaidela (Intervales), natrilha da encosta, atrás da casa de pesquisa.","-48.214167","-24.225278",NA,"Árvore de 5,5 m de alt, botões verdes.; Floresta baixo montana (sobre relevo declivoso)","UEC033211","UEC033211",NA,NA,NA,NA,NA,NA,"-48.214167","-24.225278",NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:36:44-03","UNICAMP","UEC","178222","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neosuaveolens","Myrcia neosuaveolens","E.Lucas & C.E. Wilson","Rochelle, ALC","J1123",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral.","-45.051111","-23.216111",NA,"Floresta ombrófila densa submontana.","UEC041694","UEC041694",NA,"450","450",NA,NA,NA,"-45.051111","-23.216111",NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:36:44-03","UNICAMP","UEC","64283","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neosuaveolens","Myrcia neosuaveolens","E.Lucas & C.E. Wilson","Peron, M; et al.","788","1989","07","17",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima.","-42.05","-22",NA,"Árvore, frutos verdes. DAP 13m.","UEC033210","UEC033210",NA,NA,NA,NA,NA,NA,"-42.05","-22",NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:36:44-03","UNICAMP","UEC","119804","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neosuaveolens","Myrcia neosuaveolens","E.Lucas & C.E. Wilson","Marquete, R","1502","1994","03","08",NA,"Brazil","Rio de Janeiro","Paraty","Apa-Cairucu, Corrego dos Micos, Morros da Pedra Rolada.","-44.5","-23.166667",NA,"Semi-ciofila. Árvore com ca. 7m de alt, tronco com casca lisa, cor acinzentada com liquens, folhas castaceas, disc. verde, frutos carnosos, indeicente de cor verde. Ex. Jardim Botânico do Rio de Janeiro , 305368.","UEC008195","UEC008195",NA,"120","500",NA,NA,NA,"-44.5","-23.166667",NA,NA,NA,NA,NA,NA
"57","2019-08-20 10:21:34-03","UNICAMP","UEC","148817","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neosuaveolens","Myrcia neosuaveolens","E.Lucas & C.E. Wilson","Aranha, BA","479","2007","01","09",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389",NA,NA,"UEC033209","UEC033209",NA,"380","380",NA,NA,NA,"-45.084167","-23.366389",NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:36:44-03","UNICAMP","UEC","161006","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neosuaveolens","Myrcia neosuaveolens","E.Lucas & C.E. Wilson","Stefani, EJF; Belinello, R; Galvão, J","122","2010","06","01",NA,"Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar.","-45.504167","-23.6275",NA,"Árvore com 7m.; Mata Atlântica.","UEC066590","UEC066590",NA,"50","90",NA,NA,NA,"-45.504167","-23.6275",NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:36:44-03","UNICAMP","UEC","167017","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neosuaveolens","Myrcia neosuaveolens","E.Lucas & C.E. Wilson","Stefani, EJF; Belinello, R; Galvão, J","250","2011","06","30",NA,"Brazil","São Paulo","Paraibuna","parque estadual serra do mar","-45.541111","-23.586389",NA,"arvore com 18m; mata atlantica","UEC066592","UEC066592",NA,"800","900",NA,NA,NA,"-45.541111","-23.586389",NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:36:44-03","UNICAMP","UEC","121386","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neosuaveolens","Myrcia neosuaveolens","E.Lucas & C.E. Wilson","Sobral, M","4726","1986","03",NA,NA,"Brazil","Espírito Santo","Linhares","Reserva das Florestas Rio Doce.","-40.0722007751465","-19.3910999298096",NA,"Arvoreta ca. 8m de alt, em interior de mata, casca rugosa, fruto imaturo.","UEC008193","UEC008193",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA
"61","2021-03-01 16:36:44-03","UNICAMP","UEC","118406","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neosuaveolens","Myrcia neosuaveolens","E.Lucas & C.E. Wilson","Moraes, PLR","65","1990","06","25",NA,"Brazil","São Paulo","São Miguel Arcanjo","P.E.C. Botelho., Mata Atlântica. Sub-bosque - meio da encosta.","-47.9900016784668","-23.8700008392334",NA,"Arvoreta - 4 m altura.","UEC012978","UEC012978",NA,"700","700",NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA
"62","2021-03-01 16:36:44-03","UNICAMP","UEC","31141","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neosuaveolens","Myrcia neosuaveolens","E.Lucas & C.E. Wilson","Silva, AF","9213","1978","12","18",NA,"Brazil","São Paulo","Ubatuba","Nativo em mata da Estação Experimental do IAC.","-45.0699996948242","-23.4300003051758",NA,"Árvore, flores brancas.","UEC033212","UEC033212","Graziela",NA,NA,"1997",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"63","2020-12-04 13:19:29-03","UDESC","LUSC","6729","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Floriani, M.M.P.","184","2012","01","03",NA,"Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,"LUSC004724","LUSC004724","Floriani, M.M.P.",NA,NA,NA,NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA
"64","2020-12-04 13:19:29-03","UDESC","LUSC","5476","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","N. M. Ivanauskas","731",NA,NA,NA,NA,"Brasil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico.","-47.8800010681152","-24.7099990844727",NA,"Floresta Atlântica;;Imaturo;.","LUSC004725","LUSC004725",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA
"65","2020-04-27 16:10:47-03","UFES","VIES","25086","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ribeiro, M.; Andrade, R.C. & Marcarini, L.","744","2012","01","10",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica de Córrego Grande.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES025086","VIES025086","Souza, M.C.; Giaretta, A.O.",NA,NA,"2012","05","05",NA,NA,NA,"41644","auto",NA,NA,NA
"66","2021-03-29 11:45:25-03","UTFPR","HCF","27738","S","Plantae",NA,NA,"Myrtaceae","Myrcia","neosuaveolens","Myrcia neosuaveolens","E.Lucas & C.E.Wilson","R.R. Völtz","1626","2018","05","05",NA,"Brasil","PR","Guaraqueçaba","RPPN Salto Morato","-48.325","-25.170833",NA,"árvore 6 m alt.; ritidoma liso, esverdeado. Casca interna amarelo-alaranjado claro. Folhas bicolores, verde-escuro na face adaxial e verde-claro na face abaxial. Frutos verdes. Interior de floresta de encosta.",NA,NA,"R.R. Völtz","200","200","2018","07","03","48°19'30 W","25°10'15 S",NA,NA,NA,NA,NA,NA
"67","2020-06-29 09:31:32-03","UFRRJ","RBR","12603","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","F.C. Nettesheim","109","2004","09","25",NA,"Brasil","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, Bravo 6'","-44.040599822998","-22.9596996307373",NA,NA,"RBR00012603","RBR00012603",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA
"68","2020-06-29 09:31:32-03","UFRRJ","RBR","16572","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","F.C. Nettesheim","24","2002","03","26",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Estrada da Senzala.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00016572","RBR00016572",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA
"69","2020-06-29 09:31:32-03","UFRRJ","RBR","36745","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","A. Peixoto","3283","1985","02","02",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CRVD, Transect 7","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00036745",NA,"M.C. Souza",NA,NA,"2015","03","04",NA,NA,NA,"48094","auto",NA,NA,NA
"70","2020-06-29 09:31:32-03","UFRRJ","RBR","42263","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","L.F. Gonçalves","190","2015","11","16",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha do Rancho Frio. Parque Nacional da Serra dos Órgãos","-43.002222","-22.458333",NA,NA,"RBR00042263","RBR00042263","L.F. Gonçalves","1251","1251",NA,NA,NA,"43º0'8''W","22º27'30''S",NA,NA,NA,NA,NA,NA
"71","2020-06-29 09:31:32-03","UFRRJ","RBR","42264","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","L.F. Gonçalves","186","2015","11","16",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha do Rancho Frio. Parque Nacional da Serra dos Órgãos","-43.0025","-22.457778",NA,NA,"RBR00042264","RBR00042264","L.F. Gonçalves","1272","1272",NA,NA,NA,"43º0'9''W","22º27'28''S",NA,NA,NA,NA,NA,NA
"72","2020-06-29 09:31:32-03","UFRRJ","RBR","43728","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","T.P.P. Alverga",NA,"2013","11","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vila Parque da Cidade. Inventário complementar F26/29.","-43.243611","-22.975833",NA,NA,"RBR00043728",NA,"T.P.P. Alverga",NA,NA,NA,NA,NA,"43º14'37''W","22º58'33''S",NA,NA,NA,NA,NA,NA
"73","2020-06-29 09:31:32-03","UFRRJ","RBR","43729","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","T.P.P. Alverga",NA,"2013","10","24",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Mesa do Imperador. Inventário complementar F12-128.","-43.255278","-22.973056",NA,NA,"RBR00043729",NA,"T.P.P. Alverga",NA,NA,NA,NA,NA,"43º15'19''W","22º58'23''S",NA,NA,NA,NA,NA,NA
"74","2020-06-18 10:58:08-03","UFRRJ","RBR","46804","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","M.C. Souza; V. Staggemeier, T. Silva","1125","2012","10","30",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Orelha de Onça, primeiro morro.","-40.011389","-19.173889",NA,NA,"RBR00046804","RBR00046804",NA,"38","38",NA,NA,NA,"40º0'41''W","19º10'26''S",NA,NA,NA,NA,NA,NA
"75","2020-06-29 09:31:32-03","UFRRJ","RBR","46882","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","L.F. Gonçalves","493","2018","02","02",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Parque Nacional da Serra dos Órgãos. Barragem.","-43.000833","-22.451389",NA,NA,"RBR00046882","RBR00046882","L.F. Gonçalves","1217","1217",NA,NA,NA,"43º0'3''W","22º27'5''S",NA,NA,NA,NA,NA,NA
"76","2020-06-29 09:31:32-03","UFRRJ","RBR","38219","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","G.R. Souza","455","2000","03","15",NA,"Brasil","Rio de Janeiro","Volta Redonda","Brasil, ARIE Floresta da Cicuta no Município de Volta Redonda, RJ. Médio Paraíba do Sul. Floresta semidecidual, ca. 22°32#?#51,38#?##?#S 44°05#?#13,60#?##?#O.","-44.1041984558105","-22.523099899292",NA,NA,"RBR00038219","RBR00038219","M.C. Souza",NA,NA,"2015","11","27",NA,NA,NA,"16209","auto",NA,NA,NA
"77","2020-06-29 09:31:32-03","UFRRJ","RBR","38225","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","G.R. Souza","204","2000","06","23",NA,"Brasil","Rio de Janeiro","Volta Redonda","Floresta da Cicuta, Vale do Paraíba do Sul.Município de Volta Redonda, Rio de Janeiro, Brasil. ca. 22°33#?#2#?##?#S, 44°05#?#00#?##?#W.","-44.1041984558105","-22.523099899292",NA,NA,"RBR00038225","RBR00038225","G.M. Barroso",NA,NA,"2001","11","20",NA,NA,NA,"16209","auto",NA,NA,NA
"78","2020-06-29 09:31:32-03","UFRRJ","RBR","16872","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","M. Peron","788","1989","07","17",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Mun. de Macaé de Cima, (Coord. 22º00#?# S , 42º03#?#W) Parc. 1A, ind. 51","-42.5311012268066","-22.2819004058838",NA,NA,"RBR00016872","RBR00016872",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA
"79","2020-06-29 09:31:32-03","UFRRJ","RBR","36743","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","A.L. Peixoto","3053","1985","01","31",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CRVD, Estrada 243","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00036743",NA,"M.C. Souza",NA,NA,"2015","03","04",NA,NA,NA,"48094","auto",NA,NA,NA
"80","2020-06-29 09:31:32-03","UFRRJ","RBR","36744","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","A.L. Peixoto","3115","1985","02","01",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CRVD, Transect 2","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00036744","RBR00036744","M.C. Souza",NA,NA,"2015","03","04",NA,NA,NA,"48094","auto",NA,NA,NA
"81","2020-12-21 16:36:54-03","MBM","MBM","47531","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Hatschbach, G.","9539","1961","12","29","Southern America","Brazil","Paraná","Paranaguá","Sítio do Meio","-48.5092010498047","-25.5200004577637",NA,NA,"MBM047531","MBM047531","Legrand, D.",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA
"82","2020-12-21 16:36:54-03","MBM","MBM","304238","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Peron, M.; et al.; et al.","858","1989","08","14","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima","-42.5311012268066","-22.2819004058838",NA,NA,"MBM304238","MBM304238",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA
"83","2020-12-21 16:36:54-03","MBM","MBM","233629","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Reitz, R.; Klein, R.M.; Klein, R.M.","1965","1954","07","17","Southern America","Brazil","Santa Catarina","Itajaí","Luís Alves","-48.6618995666504","-26.9078006744385",NA,NA,"MBM233629",NA,"Legrand, D.",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA
"84","2020-12-21 16:36:54-03","MBM","MBM","223894","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ivanauskas, N.M.","222","1995","06","21","Southern America","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.8800010681152","-24.7099990844727",NA,NA,"MBM223894","MBM223894","Ivanauskas, N.M.",NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA
"85","2020-12-21 16:36:54-03","MBM","MBM","413921","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1609","2018","05","23","Southern America","Brazil","Paraná","Guaratuba","Rio Tibagi, Trilha para o Salto Parati","-48.628056","-25.79",NA,"Arvoreta 4 m alt.; ritidoma liso, verde-acinzentado; folhas com forte aroma de pitanga quando maceradas; frutos verdes.; Floresta Ombrófila Densa Submontana; interior de floresta de encosta.","MBM413921","MBM413921","Völtz, R.R.","95","95","2018","07","03","-48.628056","-25.79",NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:36:54-03","MBM","MBM","413938","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Völtz, R.R.","1626","2018","05","05","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.325","-25.170833",NA,"Árvore 6 m alt.; ritidoma liso, esverdeado; casca interna amarelo-alaranjado claro; folhas bicolores, verde-escuro na face adaxial e verde-claro na face abaxial; frutos verdes.; Floresta Ombrófila Densa Submontana; interior de flores","MBM413938",NA,"Völtz, R.R.","200","200","2018","07","03","-48.325","-25.170833",NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:36:54-03","MBM","MBM","425317","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Rosa, P.; Moraes, M.; Lima, T.; Overney, G.; Moraes, M.; Lima, T.; Overney, G.","968","2016","08","12","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Área de Proteção Ambiental de Macaé de Cima, RPPN Bacchus","-42.495833","-22.375",NA,"Arbusto terrícola em encosta, caule castanho, folhas verdes brilhantes discolores, flores de cálice verde, e pétalas alvas, androceu com filetes alvos, anteras castanhas e pistilo alvo. Altura: 2 m.; Área do mirante de vegetação seca","MBM425317",NA,"Guimarães, E.F.","1349","1349","2016",NA,NA,"-42.495833","-22.375",NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:36:54-03","MBM","MBM","199242","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Lombardi, J.A.","1343","1996","07","24","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Parque de Furnas do Catete","-42.5311012268066","-22.2819004058838",NA,NA,"MBM199242","MBM199242","Kawasaki, M.L.",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA
"89","2020-12-21 16:36:54-03","MBM","MBM","47532","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Reitz, R.; Klein, R.M.; Klein, R.M.","2048","1954","08","20","Southern America","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luís Alves","-48.6618995666504","-26.9078006744385",NA,NA,"MBM047532","MBM047532","Legrand, D.",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA
"90","2020-12-21 16:36:54-03","MBM","MBM","47515","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Klein, R.","108","1951","06","15","Southern America","Brazil","Santa Catarina","São Francisco do Sul","Porto das Canoas","-48.6380996704102","-26.2432994842529",NA,NA,"MBM047515","MBM047515","Legrand, D.",NA,NA,NA,NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA
"91","2020-12-21 16:36:54-03","MBM","MBM","240084","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Sampaio, D.; et al.; et al.","156","1999","01","12","Southern America","Brazil","São Paulo","Sete Barras","Núcleo Saibadela","-47.9199981689453","-24.3799991607666",NA,NA,"MBM240084","MBM240084",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"92","2020-12-21 16:36:54-03","MBM","MBM","222076","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Almeida-Scabbia, V.B.; et al.; et al.","1401","1995","05","16","Southern America","Brazil","São Paulo","Sete Barras","Fazenda Intervales","-47.9199981689453","-24.3799991607666",NA,NA,"MBM222076","MBM222076","Kawasaki, M.L.",NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"93","2015-11-07 05:49:55-02","MNHN","RECOLNAT_MNHN_P","P00217963","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217963' target='other'> <mi>dwc_moreinfo</mi></a>","P00217963","P00217963_01","Matsumoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isolectotype",NA,NA
"94","2015-09-04 14:53:08-03","MNHN","RECOLNAT_MNHN_P","P00217964","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217964' target='other'> <mi>dwc_moreinfo</mi></a>","P00217964","P00217964_01","Matsumoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lectotype",NA,NA
"95","2020-12-11 11:39:18-03","UFMG","BHCB","110781","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Freire, GQ; Rochelle, ALC; Roncero-Siles, MF; Scalon, VR; Souza, VC de; Melis, J van","145","2006","04","11","Southern America","Brasil","Espírito Santo","Linhares","Reserva da Companhia Vale do Rio Doce, Estr. Juerana Vermelha. Próx. À casa do guarda (Barra Seca)/mata de tabuleiro. Borda de mata.","-40.485278","-19.139722",NA,"Árvore, 13m alt.; frutos castanhos.","BHCB010869","BHCB010869",NA,"4","4",NA,NA,NA,"-40.485278","-19.139722",NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:39:18-03","UFMG","BHCB","32880","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Nova Friburgo","Parque de Furnas do Catete","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA
"97","2020-12-11 11:39:18-03","UFMG","BHCB","97315","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Zipparro, VB","2040","2000","11","16","Southern America","Brasil","São Paulo","Sete Barras","Parque Intervales - Base Saibadela","-47.9199981689453","-24.3799991607666",NA,"Árvore com cerca 13m de altura; presença de botões verde-claros e flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"98","2021-02-11 17:20:42-03","UFPR","UPCB","93041","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Völtz, R.R. | Brotto, M.L.","1647","2015","02","06",NA,"Brasil","Paraná","Tunas do Paraná","Parque Estadual da Lauráceas","-48.7475","-24.876389",NA,"Floresta Ombrófila Densa Montana. Árvore 13 m alt.; ritidoma liso de cor esverdeadas; frutos imaturos verdes, maduros roxos, estes com gosto de jabuticaba.","UPCB0036356","UPCB0036356","Völtz, R.R.","815","815","2018","07",NA,"-48.747500","-24.876389",NA,NA,NA,NA,NA,NA
