"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","relatedCatalogItem","typeStatus","fieldNumber","infraspecificEpithet","individualCount"
"15","2021-03-15 16:37:00-03","NY","NYBG","3271685","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","J. A. Steyermark","111330","1975","01","03","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588306' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271685","Magnoliophyta","Myrtales","Cogn.","Bolivar","Tall forest (20-40 m. tall), 9 km. east of Perai-tepuy","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3271626","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","C. L. Kelloff","s.n.","1994","06","12","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588247' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271626","Magnoliophyta","Myrtales","Cogn.","Potaro-Siparuni","Kaieteur National Park, between guest house and Menzies Landing.","300","300",NA,"-59.48","5.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3271621","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","J. Homeier","s.n.","2007","10","07","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588242' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271621","Magnoliophyta","Myrtales","Cogn.","Napo","Hakuna Matata” private lodge, ca. 5km NW of Archidona.",NA,NA,"Archidona","-77.845","-0.8967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3271569","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","Lehmann","8746",NA,NA,NA,"South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588102' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271569","Magnoliophyta","Myrtales","Cogn.","Cauca","Forest of Popayan & Cali","1500","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3271661","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","Illegible collector name","s.n.",NA,NA,NA,"South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588282' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271661","Magnoliophyta","Myrtales","Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3271650","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","B. Manara","s.n.","1976","10","23","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588271' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271650","Magnoliophyta","Myrtales","Cogn.","Zulia","Cerro el Avila: Boca de Tigre","1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3271652","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","J. A. Steyermark","104654","1971","02","20","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588273' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271652","Magnoliophyta","Myrtales","Cogn.","Trujillo","Selva virgen, arriba de Escuque, entre Escuque y La Mesa de San Pedro. Steep slopes along Quebrado Los Riitos.","1300","1650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1017194","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","G. G. Hatschbach","17887","1967","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1200281' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017194","Magnoliophyta","Myrtales","Cogn.","Paraná","Praia do Mendanha.",NA,NA,"Guaratuba","-48.5744","-25.8831","NY01017194_01","G. G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3271613","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","B. Hoffman","1956","1992","05","29","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588234' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271613","Magnoliophyta","Myrtales","Cogn.","Cuyuni-Mazaruni","Pakaraima Mountains","525","525",NA,"-60.28","5.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","521536","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","W. H. Stubblebine","13212","1981","12","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=439088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521536","Magnoliophyta","Myrtales","Cogn.","São Paulo","Estaçao Ecologica da Juréia (SEMA)",NA,NA,"Iguape","-47.299","-24.468","NY00521536_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-27 14:30:00-03","NY","NYBG","01855818","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","J. H. Vargas López","5212","2005","04","05","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2145110' target='other'> <mi>dwc_moreinfo</mi></a>","NY01855818","Magnoliophyta","Myrtales",NA,"El Oro","Parroquia El Placer. Reserva Ecológica Buenaventura, propiedad de la Fundación Jocotoco. Recorrido desde la Cripta de la Virgen hasta la salida a la carretera de Moromoro, sendero Tapaculo de El Oro. Bosque intervenido con parches de bosque primario. Bosque Húmedo Montano.","1080",NA,"Piñas","-79.73944","-3.66527","NY01855818_01","R. Goldenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3271682","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","J. A. Steyermark","61412","1945","03","07","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588303' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271682","Magnoliophyta","Myrtales","Cogn.","Anzoátegui","Cerro Peonía, between Rio Leon and Bergantin, northeast of Bergantin","1000","1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1016005","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","S. A. C. Chiea","165","1980","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116000' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016005","Magnoliophyta","Myrtales","Cogn.","São Paulo","Ilha do Cardoso.",NA,NA,"Cananéia","-47.992538","-25.197304","NY01016005_01","S. A. C. Chiea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01806087","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","A. V. de Melo Silva","575","2010","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551784' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806087","Magnoliophyta","Myrtales","Cogn.","Pernambuco","Jaqueira. RPPN Frei Caneca. Serra do Urubu. Trilha para Serra do Quengo.",NA,NA,NA,"-35.8408","-8.7169","NY01806087_01","F. A. Michelangeli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3271705","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","O. Huber","7777","1983","06","28","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588326' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271705","Magnoliophyta","Myrtales","Cogn.","Bolivar","Cumbre del Cerro Auyan-tepui, sector central del brazo occidental. (Estacion EDELCA Auyantepui Centro).","1900","1900","Piar","-62.57","5.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01116649","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","F. A. Michelangeli","1256","2008","05","31","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1240065' target='other'> <mi>dwc_moreinfo</mi></a>","NY01116649","Magnoliophyta","Myrtales","Cogn.","Mérida","Carretera Estanques-El Molino, 5-10 km de Estanques.","1100","1300",NA,"-71.5239","8.4328","NY01116649_01","F. A. Michelangeli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3271694","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","B. Maguire","53856","1962","09","14","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588315' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271694","Magnoliophyta","Myrtales","Cogn.","Bolivar","Alto Rio Cuyuni, Summit of Southerly portion of Cerro Uroi, Rio Uroi.","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1722334","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","E. P. Killip","23920","1929","06","01","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1047004' target='other'> <mi>dwc_moreinfo</mi></a>","NY01722334","Magnoliophyta","Myrtales","Cogn.","Junín","East of Quimirí Bridge, near La Merced.","800","1300",NA,"-75.315489","-11.033671","NY01722334_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3271704","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","H. Pittier","13870","1937","02","05","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588325' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271704","Magnoliophyta","Myrtales","Cogn.",NA,"Rancho Grande","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1016001","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","F. de Barros","1663","1989","07","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115984' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016001","Magnoliophyta","Myrtales","Cogn.","São Paulo","Ilha do Cardoso. Morro do Pereirinha.",NA,NA,"Cananéia","-47.91496","-25.104184","NY01016001_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3271654","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","T. B. Croat","21651","1973","02","12","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588275' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271654","Magnoliophyta","Myrtales","Cogn.","Miranda","Parque National Guatopo, 10 km east of entrance near Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3271565","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","R. Callejas P.","913","1978","10","25","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588098' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271565","Magnoliophyta","Myrtales","Cogn.","Antioquia","Alto de Matasano, 58 Kms de Medellin","2100","2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01164379","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","F. A. Michelangeli","1277","2008","06","04","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1240086' target='other'> <mi>dwc_moreinfo</mi></a>","NY01164379","Magnoliophyta","Myrtales","Cogn.","Barinas","Carretera Barinas-Merida, 1 km antes del limite con Merida","1350","1500",NA,"-70.5844","8.8631","NY01164379_01","F. A. Michelangeli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1722325","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","L. Cayola","1271","2004","09","10","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1046977' target='other'> <mi>dwc_moreinfo</mi></a>","NY01722325","Magnoliophyta","Myrtales","Cogn.","La Paz","Area Natural de Manejo Integrado Apolobamba, Quita Calzon.","788",NA,"Bautista Saavedra","-68.5122","-15.1511","NY01722325_01","A. Fuentes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3271717","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","J. J. Wurdack","34041","1953","01","07","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3598258' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271717","Magnoliophyta","Myrtales","Cogn.","Bolivar","Frequent along rio Asaporpo, slope forest Tirepon-tepui","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3271606","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","G. Harling","3470","1958","12","01","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588227' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271606","Magnoliophyta","Myrtales","Cogn.","Pastaza","Mera, road to Shell Mera, rastrojal.","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3271636","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","R. Schomburgk","s.n.","1905","01","15","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588257' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271636","Magnoliophyta","Myrtales","Cogn.","Cuyuni-Mazaruni","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3271670","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","A. H. G. Alston","s.n.","1938","12","23","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588291' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271670","Magnoliophyta","Myrtales","Cogn.","Carabobo","Above Maturin, near Las Trincheras","1000","1000","Maturin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","3271591","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","J. Cuatrecasas","27948","1969","09","25","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588199' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271591","Magnoliophyta","Myrtales","Cogn.","Norte de Santander","Cercanias de La Maria, cerros aridos","1950","1950","Ocaña",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1015998","PreservedSpecimen","Plantae","Melastomataceae","Miconia","dodecandra","Miconia dodecandra","F. de Barros","1464","1988","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115957' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015998","Magnoliophyta","Myrtales","Cogn.","São Paulo","Ilha do Cardoso. Proximidades da base do CEPARNIC.",NA,NA,"Cananéia","-47.992538","-25.197304","NY01015998_01","S. A. C. Chiea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
