"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","year","month","locality","decimalLongitude","decimalLatitude","day","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"146","2018-05-11 05:21:00-03","MO","MOBOT","3028917","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D. Philcox","Marion J. Jansen-Jacobs|E. M. Nic Lughadha|Ben J.H. ter Welle|Doorjoohan Gopaul","Jansen-Jacobs 1832","South America","Guyana",NA,NA,NA,NA,NA,"(L.) Wettst.","1989","9","Konashen-area, Essequibo River. Airstrip Konashen.","-58.68333","1.56666","25",NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-03-19 04:37:00-03","MO","MOBOT","3029398","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls Lewis, (ISC), Oct.","Calaway H. Dodson|Mary E. Fallen|Pete Morgan","Dodson 7947","South America","Ecuador","Pichincha",NA,NA,NA,NA,"(L.) Wettst.","1979","7","Rio Chiquilpe near junction with Rio Baba. 7 Km east of Km 7 on highway Sto. Domingo-Quevedo.","-79.23","-0.312","12",NA,"420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2008-05-27 22:02:00-03","MO","MOBOT","3029590","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls Lewis, (ISC), Oct.","Calaway H. Dodson","Dodson 7324","South America","Ecuador","Los Ríos",NA,NA,NA,NA,"(L.) Wettst.","1978","11","Rio Palenque Science Center. Km 56 Rd. Quevedo - Sto. Domingo. Collected on rocky gravel bars in river bed below building.","-79.3666667","-0.6","30",NA,"150.00000000","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2009-08-21 06:56:00-03","MO","MOBOT","3029796","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.Q. Lewis, (ISC), 5/","Keiichi Mizoguchi","Mizoguchi 2179","South America","Brazil","Pernambuco",NA,NA,NA,NA,"(L.) Wettst.","1984","9","De Cabo.",NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2011-06-08 11:53:00-03","MO","MOBOT","3029821","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls, 15 June","José Schunke V.","Schunke Vigo 7472","South America","Peru","San Martín",NA,NA,NA,NA,"(L.) Wettst.","1974","7","Tocache Nuevo. Fundo Melodía, (Camino a Shunté márgen derecha del río Tocache). En campo abierto.",NA,NA,"17","Mariscal Cáceres","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2008-05-27 22:02:00-03","MO","MOBOT","3029847","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls, 15 June","J.C. Ongley","Ongley 21805","South America","Brazil","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1974","4","Rio Cuieiras, 50km. upstream, farm of Sr. Nemerio. Terra firme; fields of Sr. Nemerio. Herbaceous ground cover.",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2008-05-27 22:02:00-03","MO","MOBOT","3029866","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls, 15 June","J.S. de la Cruz","de la Cruz 2069","South America","Guyana",NA,NA,NA,NA,NA,"(L.) Wettst.","1922","9","Upper Mazaruni River.",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2012-05-04 05:16:00-03","MO","MOBOT","3029886","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls, 15 June","Cyril Allen","Allen 222","South America","Colombia","Magdalena",NA,NA,NA,NA,"(L.) Wettst.","1924","8","Forest, Rincon Hondo.",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2011-04-06 15:32:00-03","MO","MOBOT","3029897","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls, 15 June","R. Romero Castañeda","Romero Castañeda 8373","South America","Colombia","Santander",NA,NA,NA,NA,"(L.) Wettst.","1960","4","Entre La Gómez y el kilometro 80 del ferrocarril del Atlántico.",NA,NA,"20","Puerto Wilches","100.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2009-11-30 17:06:00-02","MO","MOBOT","3029913","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls, 15 June","Jorge Araque Molina|Fred A. Barkley","Araque Molina 18 S.209","South America","Colombia","Santander",NA,NA,NA,NA,"(L.) Wettst.","1948","12","En suelos arenosos en una planicie a un lado del río Magdalena, cerca de Barranca Bermeja.",NA,NA,"15",NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2008-05-27 22:02:00-03","MO","MOBOT","3030379","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls Lewis, (ISC), Oct.","Calaway H. Dodson","Dodson 6163","South America","Ecuador","Los Ríos",NA,NA,NA,NA,"(L.) Wettst.","1976","8","Rio Palenque Biological Station Km 56 Rd. Quevedo - Sto. Domingo. Small herb in lawn at building.",NA,NA,"16",NA,"150.00000000","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2009-11-23 18:40:00-02","MO","MOBOT","3030807","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls, 15 June","Enrique Forero|Alwyn H. Gentry|Andrew M. Sugden|Douglas C. Daly","Forero 3069","South America","Colombia","Chocó",NA,NA,NA,NA,"(L.) Wettst.","1977","2","Base del Cerro Torrá. Camino a lo largo del río Surama. Alrededores de una casa indígena.",NA,NA,"21",NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2011-02-10 10:41:00-02","MO","MOBOT","3030938","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls, 15 June","George Gardner","Gardner 1097","South America","Brazil","Pernambuco",NA,NA,NA,NA,"(L.) Wettst.","1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2009-06-30 11:45:00-03","MO","MOBOT","3031096","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls, 15 June","Paul H. Allen","Allen 3327","South America","Colombia","Meta",NA,NA,NA,NA,"(L.) Wettst.","1945","1","Vicinity of Villavicencio. (Collected by Dorothy O. Allen).",NA,NA,"2",NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2013-01-05 12:11:00-02","MO","MOBOT","3031255","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls, 15 June","Helen Schiefer","Schiefer 772","South America","Colombia","Meta",NA,NA,NA,NA,"(L.) Wettst.","1945","7","Hill back of Tres Esquinas Mill.","-74.04555","3.53527","7","Villavicencio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2008-05-27 22:02:00-03","MO","MOBOT","3031656","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls Lewis, (ISC), Oct.","Franz G. Seidenschwarz","Seidenschwarz 14811","South America","Peru",NA,NA,NA,NA,NA,"(L.) Wettst.","1983","7","Panguana. Open areas around the houses.","-74.93333","-9.61666","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2008-05-27 22:02:00-03","MO","MOBOT","3031808","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls Lewis, (ISC), 10 Oct.","J.S. de la Cruz","de la Cruz 1768","South America","Guyana",NA,NA,NA,NA,NA,"(L.) Wettst.","1922","7","Upper Rupununi River, Near Dadanawa.",NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2008-05-27 22:02:00-03","MO","MOBOT","3032081","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","N.H.Holmgren & K.A.Vincent (FVG2005)","Ronald L. Liesner","Liesner 3485","South America","Venezuela","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1977","11","Forest, roadside, and stream 3 km E of San Carlos de Rio Negro.","-67.06666","1.93333","14",NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2011-11-08 05:06:00-02","MO","MOBOT","3032205","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D. Diaz-Miranda, (MERF)","Ricardo Callejas|Orlando Marulanda","Callejas Posada 6891","South America","Colombia","Meta",NA,NA,NA,NA,"(L.) Wettst.","1988","8","Area de la Reserva de La Macarena, 13 Km O de La Macarena, vía a Conejos, sabanas del Refugio en suelos arenosos, dominadas por Poaceae y Cyperaceae.","-73.75","2.25","7","La Macarena","415.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2009-03-12 03:32:00-03","MO","MOBOT","3033001","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls Lewis, (ISC), Oct.","Richard Spruce","Spruce 115","South America","Brazil","Pará",NA,NA,NA,NA,"(L.) Wettst.","1850","1","In vicinibus Santarem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2013-08-23 04:12:00-03","MO","MOBOT","3087808","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","J.L. Fernandez (COL)","Diego Giraldo-Cañas","Giraldo-Cañas 228","South America","Colombia","Antioquia",NA,NA,NA,NA,"(L.) Wettst.","1991","6",NA,"-75.13333","6.03333","2","Cocorná","1000.00000000","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2011-02-16 07:27:00-02","MO","MOBOT","3153197","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","G. Aymard","Wilmer A. Díaz","Díaz 1043","South America","Venezuela","Bolívar",NA,NA,NA,NA,"(L.) Wettst.","1992","6","Municipio Raúl Leoni Aza-karon (Castillos de Aza; Frente 5). Ruderal.","-63.34694","6.34055","12",NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2009-02-13 13:25:00-02","MO","MOBOT","3232980","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.Q. Lewis (ISC)","Gerardo Aymard","Aymard C. 5688","South America","Venezuela","Apure",NA,NA,NA,NA,"(L.) Wettst.","1987","5","Dtto. Muñoz. Modulos. Fernando Corrales de la UNELLEZ. Sabanas inundables. 63 km al W de Mantecal.","-69.5","7.5","1",NA,"80.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"169","2009-02-13 11:59:00-02","MO","MOBOT","3232992","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.Q. Lewis (ISC)","Elio Sanoja","Sanoja 2545","South America","Venezuela","Bolívar",NA,NA,NA,NA,"(L.) Wettst.","1989","2","Mun. Sucre. Vegetacion baia herbacea secundaria, expuesta. Centro del poblado de Santa Maria de Erebato.","-64.8166667","4.9833333",NA,NA,"360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"170","2020-01-25 04:33:00-03","MO","MOBOT","3251282","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.Q. Lewis (ISC)","Francico Guánchez M.","Guánchez Meza 3672","South America","Venezuela","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1984","11","Dpto Atures, bosque ribereño (G) y vegetacion secundaria (VS), en los alrrededores del raudal Ceguera, en la margen izquierda del Rio Autana, junto a Comunidad indigena de la Etnia Piaroa.",NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"171","2009-02-13 11:57:00-02","MO","MOBOT","3251283","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.Q. Lewis (ISC)","Gustavo A. Romero G.","Romero-González 1967","South America","Venezuela","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1989","4","Dpto Atures, Rio Orinoco, Nericagua (entre Caño Piojo y Caño Ucata), afloramiento granitico (laja).","-67.8","4.4166667","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"172","2009-02-13 13:45:00-02","MO","MOBOT","3251288","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.Q. Lewis (ISC)","Andreas Gröger","Gröger 988","South America","Venezuela","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1993","7","Dpto Atures. Carretera Pt. Ayacucho hacia Samariapo: km 11; al lado occidnetal de la carrtera: Piedra La Tortuga. en herbazal del bosque marginal al pie de la laja.","-67.5833333","5.5666667","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"173","2010-03-04 10:32:00-03","MO","MOBOT","3269926","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","St.G. Beck (LPB)","Stephan G. Beck","Beck 19677","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"(L.) Wettst.","1990","1","Prov. Ichilo, de G. Busch 17 km hacia Villa Tunari. Terraza sobre el rio Víbora, temporalmente inundado.",NA,NA,"24","Ichilo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"174","2009-02-11 17:05:00-02","MO","MOBOT","3425136","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Deborah Q. Lewis (ISC)","Thomas B. Croat|Geneviève Ferry","Croat 98750","South America","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,"(L.) Wettst.","2007","9","Along Río Nangaritza, between Las Orchideas and Miasi.","-78.6497222","-4.2838889","17","Nangaritza","871.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4306","2"
"175","2014-04-05 06:07:00-03","MO","MOBOT","3471944","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"M.T.V.A. Campos|C. Fernandes da Silva","Campos 592","South America","Brazil","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1996","4","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26.","-59.96666","-2.88333","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2008-07-10 03:33:00-03","MO","MOBOT","3471945","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","L.G. Lohmann","M.A.S. Costa","Costa 153","South America","Brazil","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1995","2","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Estação meteorológica, solo argiloso. Capoeira. Erva prostrada.","-59.96666","-2.88333","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2011-03-14 10:43:00-03","MO","MOBOT","475943","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","W.H. Lewis","Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre","Lewis 9908","South America","Peru","Loreto",NA,NA,NA,NA,"(L.) Wettst.","1985","11","Near Felix Flores, PetroPeru Camp #5; 4º40'S, 77º30'W, ca. 180 m elev. Mostly disturbed, ruderal areas at the rainforest edge.","-77.5","-4.6666667","30","Alto Amazonas","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-1","3"
"178","2011-03-14 10:44:00-03","MO","MOBOT","476054","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","W. H. Lewis (MO)","Walter H. Lewis|Memory Elvin-Lewis|E. J. Kennelly|M. C. Gnerre","Lewis 14115","South America","Ecuador","Morona-Santiago",NA,NA,NA,NA,"(L.) Wettst.","1988","7","Junction of ríos Pastaza and Tuna Chiguasa by Puyo-Macas road. Cliffs and floodplain of río Pastaza.","-77.9333333","-1.8333333","31",NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","2"
"179","2014-08-05 11:26:00-03","MO","MOBOT","477348","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D. Diáz-Miranda (MERF)","H. van der Werff|Basil Stergios|Raúl Rivero|Francisco J. Ortega|Gerardo Aymard","van der Werff 7530","South America","Venezuela","Portuguesa",NA,NA,NA,NA,"(L.) Wettst.","1985","10","La Divisoria de la Concepción. 5 km al noroeste de la Concepción.","-70.1","9.3","22","Sucre","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-29","2"
"180","2015-07-23 11:27:00-03","MO","MOBOT","478252","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Holmgren 1984/Qualls Lewis 1986","Calaway H. Dodson|et al.","Dodson 6282","South America","Ecuador","Los Ríos",NA,NA,NA,NA,"(L.) Wettst.",NA,NA,"Río Palenque Biological Station, km 56 Quevedo-Santo Domingo.","-79.3666667","-0.5833333",NA,"Quevedo","150.00000000","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"181","2011-06-13 15:15:00-03","MO","MOBOT","478615","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Alwyn H. Gentry|J. Orlando Rangel","Gentry 68539","South America","Colombia","Valle del Cauca",NA,NA,NA,NA,"(L.) Wettst.","1989","10","Bajo Anchicayá, Levantamiento. Transecto 5","-76.83333","3.75","19","Buenaventura","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"129","3"
"182","2014-04-04 05:45:00-03","MO","MOBOT","478655","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","R. Liesner","Alwyn H. Gentry|Rodolfo Vásquez|E. Andrade C.","Gentry 28916A","South America","Peru","Loreto",NA,NA,NA,NA,"(L.) Wettst.","1980","7","Mishana, Río Nanay, halfway between Iquitos and Santa Maria de Nanay. Weedy area around village.","-73.5","-3.83333","22","Maynas","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-5","1"
"183","2008-05-27 22:02:00-03","MO","MOBOT","478941","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","N.H. Holmgren","L.B. Holm-Nielsen|S. Jeppesen","Holm-Nielsen 475","South America","Ecuador","Pastaza",NA,NA,NA,NA,"(L.) Wettst.","1968","6","Shell-Mera rain forest","-78.05","-1.48333","8",NA,"1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2015-07-02 11:23:00-03","MO","MOBOT","800334","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Deborah Q. Lewis (ISC)","Percy Núñez V.","Núñez Vargas 13017","South America","Peru","Cusco",NA,NA,NA,NA,"(L.) Wettst.","1991","2","Camanti; 254 km from Cusco road to Maldonado, 15 Quince, Mil area. River, rivulets and waterfalls.","-70.75","-13.2166667","18","Quispicanchis","643.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","2"
"185","2011-02-24 13:22:00-03","MO","MOBOT","911694","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls","Miguel Bang","Bang 883","South America","Bolivia","La Paz",NA,NA,NA,NA,"(L.) Wettst.","1891","11","Zongo","-68.05","-16.08333",NA,"Murillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","1"
"186","2008-08-05 15:14:00-03","MO","MOBOT","932518","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Brent Berlin","Berlin 412","South America","Peru","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1972","11","Rio Cenepa region. Near Shaim above Quebrada Nahim, 1 day walk from Huampami. Primary forest.","-78.1327778","-4.4261111","28","Condorcanqui","457.20000000","487.68000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","1"
"187","2008-11-20 09:22:00-02","MO","MOBOT","947635","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Rubio Kayap","Kayap 1495","South America","Peru","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1974","8","Rio Cenepa region. Al lado de Huampami. Monte.","-78.1563889","-4.4666667","3","Condorcanqui","243.84000000","259.08000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","1"
"188","2011-04-18 09:21:00-03","MO","MOBOT","100366177","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Vandellia","diffusa","Vandellia diffusa","Foster's catalog notes file","Henry H. Rusby","Rusby 2566","South America","Bolivia",NA,NA,NA,NA,NA,"L.","1886","5","Guanai",NA,NA,NA,NA,"609.60000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"189","2020-08-31 08:59:22-03","INPA","INPA","212456","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Costa, MAS","Lohmann, LG","72","Southern America","Brasil","Amazonas",NA,NA,"INPA0212456","INPA0212456 INPA0212456_e","(L.) Wettst.","1996","04","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333","18",NA,NA,NA,NA,NA,"2000","-59.966667","-2.883333","03",NA,NA,NA,NA,NA
"190","2020-08-31 08:59:22-03","INPA","INPA","198470","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Souza, VC de","Freitas, MA de","158","Southern America","Brasil","Amazonas",NA,NA,"INPA0198470","INPA0198470 INPA0198470_e INPA0198470_e1","(L.) Wettst.","1990","10","Distrito Agropecuário, ZF3., Distrito Agropecuário - Reserva 1501 Km do Smithsonian/INPA - Projeto Dinâmica Biológica dos Fragmentos Florestais, acampamento","-59.75","-2.416667","10","Manaus","50","50",NA,NA,"2002","-59.75","-2.416667","10",NA,NA,NA,NA,NA
"191","2020-08-31 08:59:22-03","INPA","INPA","173213","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Souza, VC de","Nee, MH","42296","Southern America","Brasil","Amazonas",NA,NA,"INPA0173213","INPA0173213 INPA0173213_e","(L.) Wettst.","1992","01","Distrito Agropecuário, ZF3., Distrito Agropecuário da SUFRA. Rodovia BR-174, km 64, then 23 km east on ZF-3. Fazenda Esteio. Former tropical evergreen forest, weeds around camp Colosso, on hard-packed clay, mostly unshaded.","-59.866667","-2.4","22","Manaus",NA,NA,NA,NA,"2004","-59.866667","-2.4","07",NA,NA,NA,NA,NA
"192","2020-08-31 08:59:22-03","INPA","INPA","1037","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Philcox, D","Almeida, JC de","INPA1037","Southern America","Brasil","Amazonas",NA,NA,"INPA0001037","INPA0001037 INPA0001037_e","(L.) Wettst.","1955","05","BR 174, km 9, BR-17, km 9. T. firme.","-60.03","-2.87","23","Manaus",NA,NA,NA,NA,"1968","-60.03","-2.87",NA,NA,NA,NA,NA,NA
"193","2020-08-31 08:59:22-03","INPA","INPA","117879","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Vincent, KA","Steward, WC","141","Southern America","Brasil","Roraima",NA,NA,"INPA0117879","INPA0117879 INPA0117879_e","(L.) Wettst.","1977","11","BR174, Estrada Manaus-Boa Vista, between Mucajaí & Boa Vista. On west side of Rio Branco opposite Serra Grande. Damp savanna on sand.","-61.1","1.6","21",NA,NA,NA,NA,NA,"1986","-61.1","1.6",NA,NA,NA,NA,NA,NA
"194","2020-08-31 08:59:22-03","INPA","INPA","128217","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Vincent, KA","Hill, SR","12765","Southern America","Brasil","Amazonas",NA,NA,"INPA0128217","INPA0128217 INPA0128217_e","(L.) Wettst.","1983","06","Borba, 3 km E, 3 km E of Borba; region of the rio Madeira. In disturbed sand near clearings; campina.","-59.583333","-4.383333","22","Borba",NA,NA,NA,NA,"1986","-59.583333","-4.383333",NA,NA,NA,NA,NA,NA
"195","2021-01-10 20:44:37-03","INPA","INPA","157101","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Souza, VC de","Sanaiotti, TM","INPA157101","Southern America","Brasil","Pará",NA,NA,"INPA0157101","INPA0157101 INPA0157101_e","(L.) Wettst.","1989","02","Alter do Chão, Peninsula em frente a Alter-do-Chão.","-54.95","-2.483333","10","Santarém",NA,NA,NA,NA,"2004","-54.95","-2.483333","07",NA,NA,NA,NA,NA
"196","2021-01-10 20:44:37-03","INPA","INPA","157101","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Sanaiotti, TM","INPA157101","Southern America","Brasil","Pará",NA,NA,"INPA0157101","INPA0157101 INPA0157101_e","(L.) Wettst.","1989","02","Alter do Chão, Peninsula em frente a Alter-do-Chão.","-54.95","-2.483333","10","Santarém",NA,NA,NA,NA,NA,"-54.95","-2.483333",NA,NA,NA,NA,NA,NA
"197","2020-08-31 08:59:22-03","INPA","INPA","168405","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Souza, VC de","Croat, TB","62439","Southern America","Brasil","Acre",NA,NA,"INPA0168405","INPA0168405 INPA0168405_e","(L.) Wettst.","1986","08","Along rio Moa, upstream from its mouth at rio Juruá. Vicinity of International airport.","-72.6","-7.633333","21","Cruzeiro do Sul","150","150",NA,NA,"2004","-72.6","-7.633333","07",NA,NA,NA,NA,NA
