"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","occurrenceRemarks","barcode","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","phylum","continentOcean"
"1","2021-01-06 11:42:31-03","UFPI-MRV","HDELTA","796","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","biovularioides","Utricularia biovularioides","(Kuhlm.) P.Taylor","Reis, R.B.","2016","06","21","Silva, A. S.","21","2012","03","09","Brasil","Maranhão","Canabrava","Planta aquática","HDELTA000796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-01-06 11:42:31-03","UFPI-MRV","HDELTA","778","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","biovularioides","Utricularia biovularioides","(Kuhlm.) P.Taylor",NA,"2016","06","21","Miranda, J. A. L.","03","2012","08","15","Brasil","Piauí","Parnaíba","Erva","HDELTA000778","Lagoa da Prata","-41.784139","-2.977222","41°47'02,90''W","02°58'38,00''S",NA,NA,NA,NA,NA,NA,NA
"3","2021-01-06 11:42:31-03","UFPI-MRV","HDELTA","621","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","biovularioides","Utricularia biovularioides","(Kuhlm.) P.Taylor","Reis, R. B.","2016","06","21","Lima, A.A.","24","2012","08","15","Brasil","Piauí","Parnaíba","Flutuante fixa","HDELTA000621","Lagoa da Prata","-41.783469","-2.97725","41°47'00,49''W","02°58'38,10''S",NA,NA,NA,NA,NA,NA,NA
"4","2019-11-13 11:23:30-03","USP","SPF","180150","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","biovularioides","Utricularia biovularioides","(Kuhlm.) P.Taylor","Rivadavia, F","2007",NA,NA,"Rivadavia, F","2489","2007","03","18","Brasil","Mato Grosso","Chapada dos Guimarães",NA,"SPF00180150",NA,"-55.839194","-15.389222","-55.839194","-15.389222","575","575","SPF00180150",NA,NA,NA,NA
"5","2019-11-13 11:23:30-03","USP","SPF","103716","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","biovularioides","Utricularia biovularioides","(Kuhlm.) P.Taylor","Rivadavia, F","1995",NA,NA,"Rivadavia, F","388","1995","04","15","Brasil","Goiás","Alto Paraíso de Goiás",NA,"SPF00103716",NA,"-47.5099983215332","-14.1324996948242",NA,NA,"1200","1200","SPF00103716","44724","auto",NA,NA
"6","2019-11-13 11:23:30-03","USP","SPF","103817","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","biovularioides","Utricularia biovularioides","(Kuhlm.) P.Taylor","Rivadavia, F","1995",NA,NA,"Rivadavia, F","357","1995","04","10","Brasil","Goiás","Alto Paraíso de Goiás",NA,"SPF00103817","Parque Nacional da Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,"900","900","SPF00103817","44724","auto",NA,NA
"7","2019-11-13 11:23:30-03","USP","SPF","93242","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","biovularioides","Utricularia biovularioides","(Kuhlm.) P.Taylor","Rivadavia, F","1994",NA,NA,"Rivadavia, F","263","1994","02","26","Brasil","Mato Grosso","Chapada dos Guimarães",NA,"SPF00093242",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,"SPF00093242","107042","auto",NA,NA
"8","2019-11-13 11:23:30-03","USP","SPF","103729","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","biovularioides","Utricularia biovularioides","(Kuhlm.) P.Taylor","Rivadavia, F","1995",NA,NA,"Rivadavia, F","421","1995","04","29","Brasil","Mato Grosso","Chapada dos Guimarães",NA,"SPF00103729","Parque Nacional da Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"500","500","SPF00103729","107042","auto",NA,NA
"9","2019-11-01 15:02:06-03","UnB","UB","111773","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","biovularioides","Utricularia biovularioides","(Kuhlm.) P. Taylor","Rivadavia-Lopes, F",NA,NA,NA,"Irwin, HS; Harley, RM; Smith, GL","32717","1971","03","19","Brasil","Goiás",NA,"Submerged in sluggish water, the flowers floating. Corolla white.; Gallery forest and adjacent wet campo.",NA,"Ca. 20km N of Alto Paraíso",NA,NA,NA,NA,"1250","1250",NA,NA,NA,"Dicotyledoneae","Southern America"
