"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","occurrenceRemarks","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"835","2020-09-12 05:00:02-03","US","US","1471466","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Ll. Williams","1929","8",NA,"Peru","Loreto",NA,"La Victoria On The Amazon River, Dept. Loreto",NA,NA,NA,NA,"US02507884",NA,NA,"2736",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"836","2020-09-12 05:00:02-03","US","US","2403825","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"S. Tavares","1962","1","4","Brazil","Pernambuco",NA,"Vicência. Mata do Engenho Jundiá.",NA,NA,NA,NA,"US02507911","US02507911_01",NA,"882",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"837","2020-09-12 05:00:02-03","US","US","3671128","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"A. Webber","1984","11","2","Brazil","Amazonas",NA,"Poraquequara",NA,NA,NA,NA,"US02507905","US02507905_01",NA,"511",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"838","2020-09-12 05:00:02-03","US","US","1390143","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"F. C. Lehmann","1881","7","30","Colombia","Cauca",NA,"Buga in Cauca - Tale",NA,NA,NA,NA,"US02507866",NA,NA,"803","900",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"839","2020-09-12 05:00:02-03","US","US","1859086","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"W. C. Steere","1942","8","24","Ecuador","Carchi",NA,"Cordillera Occidental, Behind house of Sr. Agapito Romo in village of Maldonado",NA,NA,NA,NA,"US02507903",NA,NA,"8067","1539",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"840","2020-09-12 05:00:02-03","US","US","3377526","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"R. W. Long & K. Norstog","1971","10","5","Venezuela",NA,NA,"Distrito Federal: Rainforest area including some disturbed and altered vegetation near the Forestry Station at Cariaco, ca. 10 mi n. of Caracas",NA,NA,NA,NA,"US02507814",NA,NA,"3453",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"841","2020-09-12 05:00:02-03","US","US","3083144","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"J. Jones & C. Davidson","1979","11","14","Peru","Junin",NA,"Dpto. Junin: 26.3 km NE of central plaza in Acobamba (NE of Tarma) on Carretera 20 B to Oxapampa. Montane raiforest. Disturbed margins along a small tributary of Rio Palca",NA,NA,NA,NA,"US02507883",NA,NA,"9156","1829",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"842","2020-09-12 05:00:02-03","US","US","1423154","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"M. T. Dawe",NA,NA,NA,"Colombia","Cundinamarca",NA,"''Misiones''",NA,NA,NA,NA,"US02507853",NA,NA,"315",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"843","2020-09-12 05:00:02-03","US","US","1359503","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"E. P. Killip & A. C. Smith","1929","6","16","Peru","Junín",NA,"Dept. Junín: Along Río Perene, near ''Hacienda 3'', Colonia Perene",NA,NA,NA,NA,"US02507885","US02507885_01",NA,"25235","600",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"844","2020-09-12 05:00:02-03","US","US","1471470","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Ll. Williams","1929","8",NA,"Peru","Loreto",NA,"Caballo-Cocha on the Amazon River, Dept. Loreto",NA,NA,NA,NA,"US02507894",NA,NA,"2258",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"845","2020-09-12 05:00:02-03","US","US","1177860","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"R. S. Williams","1901",NA,NA,"Bolivia",NA,NA,"Escudo [interpreted]",NA,NA,NA,NA,"US02507877",NA,NA,"664",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"846","2020-09-12 05:00:02-03","US","US","1594693","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"F. E. Drouet","1935","7","4","Brazil","Pará",NA,"In hillside Thickets, Villa Carmo, Municipio de Cametá [interpreted]",NA,NA,NA,NA,"US02507917","US02507917_01",NA,"2007",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"847","2020-09-12 05:00:02-03","US","US","2818268","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"I. L. Wiggins","1964","2","8","Ecuador","Colón",NA,"Isla Santa Cruz, Galapagos Islands, Vicinity of Horneman's Ranch and Bella Vista. In Scalesia Zone, Horneman's door-yard",NA,NA,NA,NA,"US02507900","US02507900_01",NA,"18629","225",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"848","2020-09-12 05:00:02-03","US","US","763315","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"J. N. Rose & Mrs. J.N. Rose","1916","10","25","Venezuela",NA,NA,"Between Caracas and La Guaira",NA,NA,NA,NA,"US02507871",NA,NA,"21825",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"849","2020-09-12 05:00:02-03","US","US","1357674","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"E. P. Killip & A. C. Smith","1929","5","7","Peru","Ayacucho",NA,"Clearing, Dept. Ayacucho: Aina, between Huanta and Río Apurimac; dense woods",NA,NA,NA,NA,"US02507889","US02507889_01",NA,"22823","750","1000","South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"850","2020-09-12 05:00:02-03","US","US","1515418","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Ll. Williams","1929","12",NA,"Peru","San Martin",NA,"Tarapoto, Dept. San Martin",NA,NA,NA,NA,"US02507891",NA,NA,"6099","750",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"851","2020-09-12 05:00:02-03","US","US","1619030","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"E. Reed",NA,NA,NA,"Venezuela","Merida",NA,"Lagoon Laginious, Site On shore of lagoon",NA,NA,NA,NA,"US02507869",NA,NA,"631","1128",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"852","2020-09-12 05:00:02-03","US","US","1177892","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"O. Buchtien","1907","8",NA,"Bolivia",NA,NA,"Región tropical, San Carlos b Mapiri 15° Br",NA,NA,NA,NA,"US02507881",NA,NA,"1647","750",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"853","2020-09-12 05:00:02-03","US","US","1158566","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"O. Buchtien","1911","11",NA,"Bolivia",NA,NA,"Región: andine, Cotavía, am Flumen [interpreted]",NA,NA,NA,NA,"US02507880","US02507880_01",NA,"5770","2450",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"854","2020-09-12 05:00:02-03","US","US","2324206","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"H. S. Irwin","1958","11","6","Brazil","Minas Gerais",NA,"State Agricultural School, Viçosa, in abandoned hillside field",NA,NA,NA,NA,"US02507913","US02507913_01",NA,"2026",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"855","2020-09-12 05:00:02-03","US","US","USw21801","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"J. Standen",NA,NA,NA,"Colombia","Distrito Capital","Bogotá",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"South America - Neotropics","Wood Sample",NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"856","2020-09-12 05:00:02-03","US","US","1592499","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Y. Mexia","1930","9","20","Brazil","Minas Gerais",NA,"Viçosa, Agricultural College lands, Near eastern boundary on overgrown slope",NA,NA,NA,NA,"US02507916","US02507916_01",NA,"5076","685",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"857","2020-09-12 05:00:02-03","US","US","1544301","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Bro. Elias","1932","3",NA,"Colombia",NA,NA,"Barranquila and vicinity",NA,NA,NA,NA,"US02507865",NA,NA,"982",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"858","2020-09-12 05:00:02-03","US","US","2271677","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"-- Reitz & Klein, --","1957","8","25","Brazil","Santa Catarina",NA,"Palacio Episcopal, Joinville",NA,NA,NA,NA,"US02507914","US02507914_01",NA,"4721","10",NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"859","2020-09-12 05:00:02-03","US","US","2250782","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"H. Cardenas",NA,NA,NA,"Bolivia","La Paz",NA,"Conzata",NA,NA,NA,NA,"US02507876",NA,NA,"5258","1800",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"860","2020-09-12 05:00:02-03","US","US","42871","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"M. Bang","1892","7",NA,"Bolivia",NA,NA,"Mapiri",NA,NA,NA,NA,"US02507879",NA,NA,"1560",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"861","2020-09-12 05:00:02-03","US","US","3652149","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"B. Sparre","1967","1","19","Ecuador","Pichincha",NA,"Aequadoriensis, Road Aloag - Santo Domingo, Tandápi, at the confluence between Rio Tandápi and Rio Pilatón, subtropical rain and gallery forest",NA,NA,NA,NA,"US02507897",NA,NA,"14024","1500",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"862","2020-09-12 05:00:02-03","US","US","3494314","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"E. M. Zardini","1988","5","28","Paraguay","Cordillera",NA,"Cerro Ybitú Silla, 1 km S of Tobatí. In forest","-57.12","-25.2",NA,NA,"US02507875",NA,NA,"4370","297",NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"863","2020-09-12 05:00:02-03","US","US","1496923","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Ll. Williams","1929","10",NA,"Peru","Loreto",NA,"Lower Rio Huallaga, Dept. Loreto",NA,NA,NA,NA,"US02507892",NA,NA,"4467","155","210","South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"864","2020-09-12 05:00:02-03","US","US","1471316","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Ll. Williams","1929",NA,NA,"Peru","Loreto",NA,"Along The Río Nanay, Dept. Loreto",NA,NA,NA,NA,"US02507886",NA,NA,"1294",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"865","2020-09-12 05:00:02-03","US","US","1797911","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"J. Cuatrecasas","1938","10","15","Colombia","Meta",NA,"Los Llanos, Río Meta; Tunupe",NA,NA,NA,NA,"US02507852",NA,NA,"3652",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"866","2020-09-12 05:00:02-03","US","US","1185098","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Bro. Ariste-Joseph","1923","7",NA,"Colombia","Cundinamarca",NA,"El Colegio, Dept. of Cundinamarca",NA,NA,NA,NA,"US02507856","US02507856_01",NA,"s.n.",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"867","2020-09-12 05:00:02-03","US","US","2101645","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"F. A. Barkley","1947","10","19","Colombia","Antioquia",NA,"Departamento de Antioquia, en área abierta y selvosa cerca a Santa Bárbara",NA,NA,NA,NA,"US02507858","US02507858_01",NA,"17C248","2000",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"868","2020-09-12 05:00:02-03","US","US","1040072","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Bro. Ariste-Joseph",NA,NA,NA,"Colombia","Bogota D.C.",NA,"Bogotá",NA,NA,NA,NA,"US02507860","US02507860_01",NA,"A 400",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"869","2020-09-12 05:00:02-03","US","US","3625275","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"D. Naranjo & B. Freire",NA,NA,NA,"Ecuador","Orellana",NA,"Reserva Étnica Huaorani. Comunidad Tobeta, a 170 km al sur del Coca, vía Puerto Pindo 2. Bloque 14 (ENCAN). Bosque muy húmedo tropical. Bosque intervenido","-76.6667","-0.6625",NA,NA,"US02507896",NA,NA,"511","300",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"870","2020-09-12 05:00:02-03","US","US","2813686","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"R. Lévêque","1960","3","6","Ecuador","Colón",NA,"The Galapagos Islands, Santa Cruz Island, Kastdalen Farm",NA,NA,NA,NA,"US02507901",NA,NA,"121",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"871","2020-09-12 05:00:02-03","US","US","1619019","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"E. Reed",NA,NA,NA,"Venezuela","Merida",NA,"3½ miles west of City of Merida",NA,NA,NA,NA,"US02507868",NA,NA,"229","1524",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"872","2020-09-12 05:00:02-03","US","US","2705167","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"L. Skog","1967","3","31","Venezuela",NA,NA,"At the Jardim Botanico surrounding the Istituto Botanico, Ciudad Universitaria, Caracas",NA,NA,NA,NA,"US02507867",NA,NA,"1235","1000",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"873","2020-09-12 05:00:02-03","US","US","1989681","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"H. C. Cutler","1944","8","12","Brazil","Ceará",NA,"Near Belem do Machado, Municipio de Quixaramobim. About 50 km west of Caninde",NA,NA,NA,NA,"US02507915","US02507915_01",NA,"8204","420",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"874","2020-09-12 05:00:02-03","US","US","3313831","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"V. Zak & J. Jaramillo","1987","11","20","Ecuador","Pichincha",NA,"Carretera Quito-Aloag-Santo Domingo de los Colorados, Km 94, sector La Esperie. Colecciones en zona húmeda en vegetación disturbada","-78.83","-0.33",NA,NA,"US02507898","US02507898_01",NA,"2993","1350","1800","South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"875","2020-09-12 05:00:02-03","US","US","1140740","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"E. P. Killip","1922","8","25","Colombia","Caldas",NA,"Department of Caldas, Salento, Cordillera Central",NA,NA,NA,NA,"US02507861",NA,NA,"10152",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"876","2020-09-12 05:00:02-03","US","US","2612010","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"E. L. Little Jr.","1944","9","27","Colombia","Huila",NA,"Trees of Departamento del Huila, 24 km NW of Palermo, Depto del Huila, Cordillera Central",NA,NA,NA,NA,"US02507851","US02507851_01",NA,"8719","1585",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"877","2020-09-12 05:00:02-03","US","US","1121574","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Bro. Ariste-Joseph",NA,NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,"US02507855",NA,NA,"s.n.",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"878","2020-09-12 05:00:02-03","US","US","1986214","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"R. E. Schultes & M. Villareal","1946","5","29","Colombia","Putumayo",NA,"Valley of Sibundoy: Sibundoy",NA,NA,NA,NA,"US02507862",NA,NA,"6603A","2225","2300","South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"879","2020-09-12 05:00:02-03","US","US","1123221","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Bro. Ariste-Joseph",NA,NA,NA,"Colombia",NA,NA,"Caparapí",NA,NA,NA,NA,"US02507854",NA,NA,"B-45",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"880","2020-09-12 05:00:02-03","US","US","1198360","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"L. H. Bailey & E. Z. Bailey","1921","12","30","Venezuela",NA,NA,"Caracas and Vicinity, in the dry season",NA,NA,NA,NA,"US02507870",NA,NA,"575","914","1067","South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"881","2020-09-12 05:00:02-03","US","US","1455583","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"G. Klug","1929","10",NA,"Peru","Loreto",NA,"Dept. Loreto: Mishuyacu, near Iquitos; forest",NA,NA,NA,NA,"US02507887",NA,NA,"584","100",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"882","2020-09-12 05:00:02-03","US","US","2817171","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"J. Cuatrecasas, R. E. Schultes & E. Smith","1941","10","12","Colombia","Norte de Santander",NA,"Cordillera Oriental, Departamento Norte de Santander; región del Sarara: La Cabuya",NA,NA,NA,NA,"US02507859","US02507859_01",NA,"12247","1300",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"883","2020-09-12 05:00:02-03","US","US","1177893","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"O. Buchtien","1906","11","25","Bolivia",NA,NA,"Sud-Yungas Sirupaye bei Yanacochi 16° B, über [illegible text]",NA,NA,NA,NA,"US02507878","US02507878_01",NA,"254","2100",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"884","2020-09-12 05:00:02-03","US","US","2613957","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"C. Angeli","1965","8","6","Brazil",NA,NA,"Guanabara, Estrada da Vista Chinesa, Hôrto da Estação Biológica",NA,NA,NA,NA,"US02507910","US02507910_01",NA,"4582",NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"885","2020-09-12 05:00:02-03","US","US","1471481","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Ll. Williams","1929","8",NA,"Peru","Loreto",NA,"Pró on The Amazon River, Dept. Loreto",NA,NA,NA,NA,"US02507893",NA,NA,"1966",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"886","2020-09-12 05:00:02-03","US","US","1193014","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"J. F. Macbride","1923","6","20","Peru",NA,NA,"Well-established along many trails, Pozuzo",NA,NA,NA,NA,"US02507888",NA,NA,"4628","610",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"887","2020-09-12 05:00:02-03","US","US","3494312","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"E. M. Zardini & C. Cuevas","1988","6","30","Paraguay","Paraguari",NA,"Macizo Acahay. In forest on Eastern peak.","-57.15","-25.9",NA,NA,"US02507874",NA,NA,"5247","500",NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"888","2020-09-12 05:00:02-03","US","US","3031642","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"D. Araujo & A. L. Peixoto","1971","7","16","Brazil","Espírito Santo",NA,"Mun e Aracrus, em frente a Estacão de Biologia Moninha, Mello Leitos, mata secundaria [interpreted]",NA,NA,NA,NA,"US02507908","US02507908_01",NA,"141",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"889","2020-09-12 05:00:02-03","US","US","1471565","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Ll. Williams","1929","5",NA,"Peru","Loreto",NA,"Along Río Itaya, Dept. Loreto",NA,NA,NA,NA,"US02507890","US02507890_01",NA,"218",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"890","2020-09-12 05:00:02-03","US","US","2613956","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"J. Lanna","1966","2","21","Brazil","Rio de Janeiro",NA,"Rezende, pr Penedo, Sítio Palmital",NA,NA,NA,NA,"US02507909","US02507909_01",NA,"1239",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"891","2020-09-12 05:00:02-03","US","US","1112559","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"ex herb. Mus. Paris","1816",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US02507904","US02507904_01",NA,"s.n.",NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
