"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","geoFlag","identifiedBy","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00907561","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","dodoneaefolia","Eugenia dodoneaefolia","Cambess.",NA,"H. S. Irwin","28323","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986218' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907561","NY00907561_01","1970","03","25","Diamantina","Serra do Espinhaço, ca. 2 km N. of São João da Chapada","-43.7833","-18.0833",NA,"1200",NA,"B. K. Holst","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","579921","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","dodoneaefolia","Eugenia dodoneaefolia","Cambess.",NA,"W. R. Anderson","6215","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=66245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579921","NY00579921_01","1973","03","03","Alto Paraíso de Goiás","Chapada dos Veadeiros. Ca. 20 km by road N of Alto Paraíso.","-47.5099983215332","-14.1324996948242","44724","1600","auto","B. K. Holst","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:20:23-03","UFRJ","RFA","24358","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"F. M. de B. Pereira","jul-17",NA,"Brasil","Minas Gerais",NA,"Arvore, 7m de altura, 11cm de DAP, folha e frutos verdes e raras no local. Esta planta possuipelícula protetora(cerosidade) Obs: Não é fungo!","RFA42037",NA,"2000","06","25","Itamonte","Fazenda Campo redondo","-44.701667","-22.265556",NA,NA,NA,NA,NA,"44º42'6''W","22º15'56''S",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:45:50-03","EAO","IAN","93755","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","curvatopetiolata","Eugenia curvatopetiolata","Kiaersk.","isotipo","Glaziou, AFM","13889","Southern America","Brasil",NA,NA,NA,"IAN093755",NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:45:50-03","EAO","IAN","94260","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","curvatopetiolata","Eugenia curvatopetiolata","Kiaersk.","isotipo","Glaziou, AFM","13889","Southern America","Brasil",NA,NA,NA,"IAN094260",NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:45:50-03","EAO","IAN","27501","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","dodoneaefolia","Eugenia dodoneaefolia","Cambess.",NA,"Saint-Hilaire","s.n.","Southern America","Brasil",NA,NA,NA,"IAN027501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443361","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","curvatopetiolata","Eugenia curvatopetiolata","Kiaersk.",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443361","NL-U1443361","1967","02","03",NA,"Flora Brasiliae Australis. Est. Rio de Janeiro. Parque Nacional do Itatiaia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443349","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Mexia YEJ",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443349 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443349","NL-U1443349","1930","09","19",NA,"State of Minas Geraes. Vicosa. Fazenda de Aguada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:14:33-03","ESALQ","ESA","39524","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia",NA,NA,"Souza, V.C. et al.","11523.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA039524",NA,"1996","07","02","Formiga",NA,"-45.426399230957","-20.4643993377686","46203",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 10:56:24-03","ESALQ","ESA","136335","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"V.S. Moreno",NA,NA,"Brasil","Minas Gerais",NA,NA,"ESA136335",NA,"2013","10","18","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051","23696",NA,"auto","V.S. Moreno",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:14:33-03","ESALQ","ESA","91548","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Viani, R.A.G. et al.","523.0",NA,"Brasil","São Paulo",NA,NA,"ESA091548","ESA091548","2004","07","12","Bofete",NA,"-48.25","-23.1000003814697","29333",NA,"auto","Sobral, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:14:33-03","ESALQ","ESA","62581","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia",NA,NA,"Albuquerque, J.E. et al.","1808.0",NA,"Brasil","São Paulo",NA,NA,"ESA062581","ESA062581","1999","01","01","Botucatu",NA,"-48.439998626709","-22.8799991607666","40412",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:14:33-03","ESALQ","ESA","101162","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia",NA,NA,"Eraldo","9.0",NA,"Brasil","Rio de Janeiro",NA,NA,"ESA101162","ESA101162","1996","06","26","Silva Jardim",NA,"-42.3917007446289","-22.6508007049561","29995",NA,"auto","Lima, H.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-07-26 11:40:46-03","IPA","IPA","63757","S","Plantae","Plantae",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Hoehne, F.C.","63757","Southern America","Brasil","São Paulo",NA,"Árvore; flores brancas; frutos.","IPA0063757",NA,"1931","10","30","São Paulo","Parque do Estado de São Paulo, e Jardim Botânico.","-46.6300010681152","-23.5400009155273","53584",NA,"auto","Kawasaki, M.L.",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:31:18-03","IAP","PACA-AGP","103410","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","dodoneaefolia","Eugenia dodoneaefolia","Cambess.",NA,"S.V.A. Pessoa","807",NA,"Brasil","RJ",NA,"Arvoreta ca. 5 m alt.,heliófila, folhas discolores verdes,flores alvas.&nf;RB 327260 Habitat: borda de mata","PACA103410",NA,"1995","09","12","Silva Jardim","Reserva Biológica Poço das Antas, mata do rio Pau Preto.","-42.3917007446289","-22.6508007049561","29995",NA,"auto","G.M. Barroso",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-20 21:18:36-03","UFV","VIC","877","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Camb.",NA,"Mexia, Y.","5066",NA,"Brasil","Minas Gerais",NA,NA,"VIC000877",NA,NA,NA,NA,"Viçosa","ESAV","-42.8819007873535","-20.7539005279541","13937",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-20 21:18:36-03","UFV","VIC","11951","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Camb.",NA,"Neto, M.J.A.A.","21345",NA,"Brasil","São Paulo",NA,"Árvore com 7 metros , flores brancas , no interior da mata.","VIC011951",NA,"1987","11","16","Atibaia","Fazenda Grota Funda","-46.5499992370605","-23.1100006103516","21675",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-20 21:18:36-03","UFV","VIC","1651","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Camb.",NA,"Kulhmann","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"VIC001651",NA,"1934","12","17","Viçosa","ESAV","-42.8819007873535","-20.7539005279541","13937",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-20 21:18:36-03","UFV","VIC","10951","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Camb.",NA,"Silva, F.A.","1308",NA,"Brasil","São Paulo",NA,"Árvore de até 15m , cálice verde ,pétalas branco-esverdeadas, anteras brancas.","VIC010951",NA,"1985","10","23","São José dos Campos","Flora da Reserva Florestal da Boa Vista","-45.8800010681152","-23.1700000762939","39297",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034937","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Dulcinea S. Silva; C.D. Renno, V.L. Ramos","47",NA,"Brazil","Sao Paulo",NA,"Coor from www.fallingrain.com/world; Arvore ca. 20m; flores esverdeadas, perfumadas.",NA,NA,"1986","9","30","Jacarei","Mata da Escola Tecnica Agricola. 'Conego Jose Bento'","-45.9667","-23.3167",NA,NA,NA,"M.L. Kawasaki, 1996.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034938","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"E. P. Heringer","1124",NA,"Brazil","Minas Gerais",NA,"Coor from www.fallingrain.com/world; Arvore de porte medio.",NA,NA,"1942","11","11","Coronel Pacheco","Fazenda da Liberdade.","-43.2667","-21.5833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:36:14-03","UNICAMP","UEC","64217","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","curvato-petiolata","Eugenia curvato-petiolata","Kiaersk.",NA,"Lima, HC; et al.","3587",NA,"Brazil","Rio de Janeiro",NA,"Árvore com 10m de alt.; DAP 13cm, tronco com casca acinzentada. Frutos jovens esverdeados, sempre nos ramos mais grossos. Ocasional nas margens do Rio Macaé.",NA,NA,"1989","06","06","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Sítio Fazenda Velha","-43.05","-22",NA,NA,NA,NA,NA,"-43.05","-22",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:36:14-03","UNICAMP","UEC","169342","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Santos, K; Belinello, R","3196",NA,"Brazil","São Paulo",NA,"Árvore perenifólia; zoocórica; altura total: 9 m; altura do fuste: 8 m; PAP: 32 cm.; Floresta Estacional semidecidual.","UEC063214","UEC063214","2000","08","22","Itatiba","Mata da Fazenda Malabar (Fragmento M2); área total: 21 ha.","-46.85","-22.9",NA,"777",NA,"Santos, K","777","-46.85","-22.9",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:21:03-03","UNICAMP","UEC","151404","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Torres, RB; Figueiredo, N; Oliveira, AR","193",NA,"Brazil","São Paulo",NA,"Árvore 6 m. Beira da mata. Frutos verdes. Córtex cinza.",NA,NA,"1987","05","13","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","-48.590417","-23.711356",NA,NA,NA,"Barroso, GM",NA,"-48.590417","-23.711356",NA,"1988","06",NA,NA,NA,NA,NA
"35","2021-03-01 16:36:14-03","UNICAMP","UEC","169343","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Santos, K; Belinello, R","3954",NA,"Brazil","São Paulo",NA,"Árvore perenifólia; zoocórica; altura total: 16 m; altura do fuste: 14 m; PAP: 33 cm.&nf;01-25% da copa infestada por lianas.; Floresta Estacional semidecidual.","UEC063211","UEC063211","2001","01","23","Itatiba","Mata da Fazenda Malabar (Fragmento M3); área total: 20 ha.","-46.866667","-22.916667",NA,"717",NA,"Santos, K","717","-46.866667","-22.916667",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:36:14-03","UNICAMP","UEC","169339","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Santos, K; Belinello, R","2444",NA,"Brazil","São Paulo",NA,"Árvore perenifólia, zoocórica; altura total: 10 m; altura do fuste: 7 m; PAP: 53 cm.&nf;01-25% da copa infestada por lianas.; Floresta Estacional Semidecidual.","UEC063212","UEC063212","2000","06","28","Campinas","Mata Fazenda Santa Helena (Fragmento P1); área total 12,4 ha.","-46.9","-22.9",NA,"887",NA,"Santos, K","887","-46.9","-22.9",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:36:14-03","UNICAMP","UEC","169344","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Santos, K; Belinello, R","911",NA,"Brazil","São Paulo",NA,"Árvore perenifólia, zoocórica; altura total: 9 m; altura do fuste: 7 m; PAP: 57 cm.; Floresta Estacional Semidecidual.","UEC063331","UEC063331","1999","12","27","Campinas","Mata Ribeirão Cachoeira (Área C2); área total: 244,9 ha.","-46.916667","-22.816667",NA,"660",NA,"Santos, K","660","-46.916667","-22.816667",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:36:14-03","UNICAMP","UEC","169345","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Santos, K; Belinello, R","2969",NA,"Brazil","São Paulo",NA,"Árvore perenifólia, zoocórica; altura total: 8 m; altura do fuste: 6 m; PAP: 36 cm.&nf;51-75% da copa infestada por lianas.; Floresta Estacional semidecidual.","UEC063213","UEC063213","2000","08","15","Campinas","Mata da Fazenda Capoeira Grande (Fragmento M1); área total: 19,9 ha.","-46.9","-22.866667",NA,"885",NA,"Sobral, M","885","-46.9","-22.866667",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:36:15-03","UNICAMP","UEC","95514","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Souza, SB","1283",NA,"Brazil","Minas Gerais",NA,"Árvore. Material estéril.","UEC035847","UEC035847","1994","08","24","Monte Belo","Mata da Olaria. - Fazenda Lagoa. Na trilha 9-168 nº 67.","-46.3675003051758","-21.3264007568359","16667",NA,"auto","Mazine, FF",NA,NA,NA,NA,"2013","04","16",NA,NA,NA,NA
"40","2021-03-01 16:36:15-03","UNICAMP","UEC","54943","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Meira Neto, JAA; Bernacci, LC; Grombone-Guaratini, MT; Leitão Filho, HF; Tamashiro, JY","21345",NA,"Brazil","São Paulo",NA,"Árvore com 7m, flores brancas, no interior da mata.",NA,NA,"1987","11","16","Atibaia","Fazenda Grota Funda","-46.5499992370605","-23.1100006103516","21675",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:36:15-03","UNICAMP","UEC","58743","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Bernacci, LC; Grombone-Guaratini, MT; Meira Neto, JAA","21422",NA,"Brazil","São Paulo",NA,"Árvore com 6m, frutos imaturos verdes.","UEC077686","UEC077686","1988","01","25","Atibaia","Fazenda Grota Funda.","-46.5499992370605","-23.1100006103516","21675",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:36:14-03","UNICAMP","UEC","11589","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Leitão Filho, HF; Martins, FR; Semir, J; Gibbs, PE","1547",NA,"Brazil","São Paulo",NA,"Árvore 7m; folhas novas acinzentadas. Frutos verdes. Rara.",NA,NA,"1975","10","29","Porto Ferreira","Nativo em mata da Reserva Florestal.","-47.4700012207031","-21.8500003814697","13859",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:36:15-03","UNICAMP","UEC","45226","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"Bertoni, JEA","18656",NA,"Brazil","São Paulo",NA,"Árvore, 5m, em mata, frutos arroxeados.",NA,NA,"1982","06","09","Porto Ferreira","Reserva Estadual de Porto Ferreira","-47.4700012207031","-21.8500003814697","13859",NA,"auto","Meira Neto, JAA",NA,NA,NA,NA,"1989","08","08",NA,NA,NA,NA
"44","2014-10-14 15:56:58-03","BS","M","M-0137687","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.","NOTATYPE","Riedel, L.",NA,NA,"Brasil",NA,NA,NA,"M0137687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"45","2020-06-29 09:31:27-03","UFRRJ","RBR","32988","S","Plantae",NA,NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"A.T. Silva","s.n.",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00032988","RBR00032988","1991","11","28","Angra dos Reis","Parque Estadual da Ilha Grande, Unidade amostral Estrada Parnaioca 92/3.","-44.3180999755859","-23.0067005157471","32988",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-06-29 09:31:27-03","UFRRJ","RBR","30187","S","Plantae",NA,NA,"Myrtaceae","Eugenia","dodonaeifolia","Eugenia dodonaeifolia","Cambess.",NA,"S.V.A. Pessoa","807",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00030187","RBR00030187","1995","09","12","Silva Jardim","Reserva Biológica de Poço das Antas, Mata do Rio Pau Preto, borda da mata.","-42.3917007446289","-22.6508007049561","29995",NA,"auto","G.M. Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
