"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","typeStatus","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","4032419","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton",NA,"G. S. Jenman","s.n.",NA,NA,NA,"South America","Guyana","British Guiana. Barima River.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336466' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","4032416","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton",NA,"G. S. Jenman","s.n.",NA,NA,NA,"South America","Guyana","Barima River. British Guiana.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336463' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4032414","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton",NA,"G. S. Jenman","s.n.",NA,NA,NA,"South America","Guyana","Demerara River. British Guiana.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336461' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4032409","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton",NA,"J. M. Beitel","85256","1985","02","23","South America","Venezuela","Dpto. Río Negro. Cerro de La Neblina Expedition. Neblina Base Camp on Rio Barío (=Rio Mawarinuma), left bank, 1 km southeast of Base Camp.","-66.1611","0.8306","140","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336456' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032409",NA,"Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01091684","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton","R. S. Fernandes","M. R. Pietrobom-Silva","4720","2000","12","19","South America","Brazil","Usina Serra Grande, Engenho Coimbra, Grota do Varjão.","-35.865547","-9.2011","380","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250813' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091684","NY01091684_01","Alagoas","Ibateguara",NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4032418","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton",NA,"G. S. Jenman","s.n.",NA,NA,NA,"South America","Guyana","Barima. British Guiana.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336465' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4032408","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton",NA,"J. M. Beitel","85256","1985","02","23","South America","Venezuela","Dpto. Río Negro. Cerro de La Neblina Expedition. Neblina Base Camp on Rio Barío (=Rio Mawarinuma), left bank, 1 km southeast of Base Camp.","-66.1611","0.8306","140","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336455' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032408",NA,"Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4032412","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton",NA,"R. H. Schomburgk","s.n.","1901",NA,NA,"South America","Guyana","British Guiana. Barima River.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336459' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4032411","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton",NA,"G. S. Jenman","s.n.",NA,NA,NA,"South America","Guyana","Barima River. British Guiana.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336458' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4032413","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton",NA,"G. S. Jenman","s.n.",NA,NA,NA,"South America","Guyana","Barima. British Guiana.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336460' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","816078","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton","A. Salino","T. B. Croat","59593","1984","12","03","South America","Venezuela","Cerro Neblina base camp, along trail straight across Río Mawarinuma from base camp.","-66.17","0.83","140","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00816078",NA,"Amazonas",NA,NA,"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4032415","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton",NA,"G. S. Jenman","s.n.",NA,NA,NA,"South America","Guyana","Barima River. British Guiana.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336462' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4032422","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton",NA,"V. Mustiala","193","2000","09","12","South America","French Guiana","Eaux-Claires. 100 m from Eaux-Claires to SW, between the trail to Saul and the stream, along trail to the gravesite.","-53.2","3.62","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336469' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","816076","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton","A. Salino","T. S. dos Santos","1336","1971","01","18","South America","Brazil","Camacã, km 1 a 2 da estrada L de Camacã.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00816076","NY00816076_01","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","816077","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton","A. Salino","W. W. Thomas","9207","1992","05","07","South America","Brazil","7.3 km N of Serra Grande on rd to Itacaré.","-39.0617","-14.4231",NA,"sheet","Site: SG. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=297570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00816077","NY00816077_01","Bahia","Uruçuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","03230904","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton","A. Salino","Y. E. J. Mexia","6202","1931","12","02","South America","Peru","Above Pongo de Manseriche. Ridge about 1 km. from mouth of Rio Santiago",NA,NA,"400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3597514' target='other'> <mi>dwc_moreinfo</mi></a>","NY03230904",NA,"Loreto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02422588","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kuntze) Morton","J. Prado","J. Prado","1905","2008","02","05","South America","Brazil","Distrito de Balbina, margem do lago da Represa de Balbina, próximo ao acampamento da expedição","-60.0250015258789","-2.03444004058838",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2635243' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422588","NY02422588_01","Amazonas","Presidente Figueiredo",NA,NA,"229398","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01091685","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton","M. R. Pietrobom-Silva; A. C. P. Santiago","M. R. Pietrobom-Silva","4842","2001","02","09","South America","Brazil","Usina Serra Grande, Engenho Coimbra, Grota do Dudé","-35.85394","-9.000833","390","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250814' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091685","NY01091685_01","Alagoas","Ibateguara",NA,"415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","816075","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton","A. Salino","M. Wacket","211","1908",NA,NA,"South America","Brazil","Sa. do Mar.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00816075","NY00816075_01","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","04032407","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kunze) C.V.Morton",NA,"R. C. Moran","6040","1996","04","10","South America","Ecuador","Parque Nacional Yasuni. Estación Cientifica Yasuni, por el Río Tiputini. Transect 1. 1 km E of the biological station.","-76.47","-0.0681","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336454' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032407",NA,"Napo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-09-10 21:44:27-03","UNEMAT","TANG","3869","S","Plantae",NA,NA,"Thelypteridaceae","Meniscium","macrophyllum","Meniscium macrophyllum","Kunze","Engels, ME","Engels, ME; Bezerra, AS","4695","2016","07","21",NA,"Brasil","Resgate da flora da UHE Colider","-55.309028","-11.11325","283",NA,NA,"TANG000003869",NA,"Mato Grosso","Itaúba",NA,"283",NA,NA,"2016","07","21","-55.309028","-11.11325",NA,NA,NA,NA
"32","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","06514","S","Plantae","Tracheophyta","Polypodiales","Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla",NA,"M.R. Pietrobom-Silva","T.S. dos Santos","1336","1971","01","18","América do Sul","Brasil","km 1 a 2 L de Camacã",NA,NA,NA,NA,"GEOGRAFIA: 80 cm de altura, flor marrom e escuro, plantação de cacau;",NA,NA,"Bahia","Camacã",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polypodiopsida",NA,NA,NA
"33","2021-03-30 12:51:06-03","EAO","IAN","198080","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Meniscium","macrophyllum","Meniscium macrophyllum","Kunze","Pietrobom, MR","Cunha, MJR; Pietrobom, MR","57","2015","02","11","Southern America","Brasil","Serra do Piriá. Terrestre no interior da floresta inundável.","-46.330167","-1.148222",NA,NA,NA,"IAN198080",NA,"Pará","Viseu",NA,NA,NA,NA,"2017","03","30","-46.330167","-1.148222",NA,NA,NA,NA
"34","2021-03-30 12:51:06-03","EAO","IAN","192049","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Meniscium","macrophyllum","Meniscium macrophyllum","Kunze","Pietrobom, MR","Souza, MGC; Pietrobom, MR","774","2011","04","28","Southern America","Brasil","Ilha Macujubim, Sítio Boa Esperança. Floresta de várzea, terrestre no interior da mata.","-50.675833","-1.407194",NA,NA,NA,"IAN192049",NA,"Pará","Breves",NA,NA,NA,NA,"2015","07","01","-50.675833","-1.407194",NA,NA,NA,NA
"35","2021-03-30 12:51:06-03","EAO","IAN","198139","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Meniscium","macrophyllum","Meniscium macrophyllum","Kunze","Pietrobom, MR","Soares, MIB; Pietrobom, MR","83","2014","10","10","Southern America","Brasil","Comunidade da Penha, Vila da pedra.&nf;&nf;Terrestre no interior da floresta inundável (área de igapó).","-47.45475","-1.694583",NA,NA,NA,"IAN198139",NA,"Pará","Irituia",NA,NA,NA,NA,"2016","06","21","-47.45475","-1.694583",NA,NA,NA,NA
"36","2021-03-30 12:51:06-03","EAO","IAN","198544","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Meniscium","macrophyllum","Meniscium macrophyllum","Kunze","Pietrobom, MR","Pietrobom, MR","10253","2014","05","13","Southern America","Brasil","Ramal do Abaeté, igarapé Abaeté, terrestre em área alagada no interior da floresta de igapó.","-47.324111","-1.139722",NA,NA,NA,"IAN198544",NA,"Pará","Peixe-Boi",NA,NA,NA,NA,"2017","06","28","-47.324111","-1.139722",NA,NA,NA,NA
"37","2021-03-30 12:51:06-03","EAO","IAN","181008","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Meniscium","macrophyllum","Meniscium macrophyllum","Kunze","Pietrobom, MR","Nunes, JL; Costa, JM","63","2003","10","04","Southern America","Brasil","Parque Ambiental de Belém, floresta tropical perenifólia, terrestre, encontrado no interior da mata.","-48.5043983459473","-1.4558299779892",NA,NA,"Fértil.","IAN181008",NA,"Pará","Belém",NA,NA,"48462","auto","2016","06","10",NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:51:06-03","EAO","IAN","181008a","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Meniscium","macrophyllum","Meniscium macrophyllum","Kunze","Pietrobom, MR","Nunes, JL; Costa, JM","63","2003","10","04","Southern America","Brasil","Parque Ambiental de Belém, floresta tropical perenifólia, terrestre, encontrado no interior da mata.","-48.5043983459473","-1.4558299779892",NA,NA,"Fértil.","IAN181008a",NA,"Pará","Belém",NA,NA,"48462","auto","2016","06","10",NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:51:06-03","EAO","IAN","095377a","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Meniscium","macrophyllum","Meniscium macrophyllum","Kunze","Fernandes, RS","Black, GA","18889","1956","11","09","Southern America","Brasil","Perto do Igarapé Murureteua. Mata de terra firme, secundária. Em sombra do capoeirão.","-47.4832992553711","-1.62667000293732",NA,NA,NA,"IAN095377a",NA,"Pará","Sao Miguel do Guama",NA,NA,"53234","auto","2015","07",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:51:06-03","EAO","IAN","95377","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Meniscium","macrophyllum","Meniscium macrophyllum","Kunze","Fernandes, RS","Black, GA","18889","1956","11","09","Southern America","Brasil","Perto do Igarapé Murureteua. Mata de terra firme, secundária.","-47.4832992553711","-1.62667000293732",NA,NA,"Em sombra do capoeirão.","IAN095377",NA,"Pará","São Miguel do Guamá",NA,NA,"53234","auto","2015","07",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:51:08-03","EAO","IAN","198517","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Thelypteris","macrophylla","Thelypteris macrophylla","(Kuntze) C.V.Morton","Pietrobom, MR","Pietrobom, MR","9246","2012","11","02","Southern America","Brasil","Sítio São Domingos.","-47.705389","-1.823028",NA,NA,"Floresta de igapó, terrestre no interior da mata.","IAN198517",NA,"Pará","São Domingos do Capim",NA,NA,NA,NA,"2012","11","02","-47.705389","-1.823028",NA,NA,NA,NA
"42","2019-10-09 11:26:18-03","UFBA","ALCB","00131","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Meniscium","macrophyllum","Meniscium macrophyllum","Kunze","Noblick, LR","Costa, AL","s/n","1959","09","06","Southern America","Brasil","Recôncavo Sul, Fazenda S. Cruz",NA,NA,NA,NA,"à margem do rio Sapatém","ALCB001464","ALCB001464","Bahia","Conceição de Almeida",NA,NA,NA,NA,"1983","10",NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:26:18-03","UFBA","ALCB","039710","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Meniscium","macrophyllum","Meniscium macrophyllum","Kunze","Guedes, ML; Nascimento, AFS","Nascimento, AFS; Guedes, ML; Santos, OM dos; Bastos, C; Vilas Bôas-Bastos, SB; Silva, MB da","199","1998","10","25","Southern America","Brasil","Recôncavo, Lamarão do Passé, Ponto 7(controle)","-38.483333","-12.5",NA,NA,"1,0 m, rizoma ereto. Folhas com fol¡olos semi-crassos, pec¡olo com escamas. Aparelho espor¡fero com soros marrons, na face adaxial das pinas. Frequente.; próximo a estrada antropizada, com estádios de regeneração.","ALCB001467","ALCB001467 ALCB001467_1","Bahia","São Sebastião do Passé",NA,NA,NA,NA,"1998","11",NA,"-38.483333","-12.5",NA,NA,NA,NA
"44","2019-10-09 11:26:18-03","UFBA","ALCB","056273","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Meniscium","macrophyllum","Meniscium macrophyllum","Kunze","Guedes, ML","Guedes, ML; Silva, LB da","9266","2001","11","12","Southern America","Brasil","Litoral Norte","-38.083333","-11.933333",NA,NA,"com rizoma rastejante, com raízes fibrosas. Fronde 1-pinada. Pinas cartáceas, com aparelho esporífero na face dorsal.","ALCB001468","ALCB001468 ALCB001468_1","Bahia","Entre Rios",NA,NA,NA,NA,"2002","02",NA,"-38.083333","-11.933333",NA,NA,NA,NA
"45","2019-10-09 11:26:18-03","UFBA","ALCB","08792","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Meniscium","macrophyllum","Meniscium macrophyllum","Kunze","Noblick, LR","Noblick, LR","1628","1980","01",NA,"Southern America","Brasil","Região Metropolitana Salvador, Dunas de Itapoã.","-38.5","-12.966667",NA,NA,"feto de 1m alt.. Folha estéril.","ALCB001465","ALCB001465 ALCB001465_1 ALCB001465_2","Bahia","Salvador",NA,NA,NA,NA,"1983","10",NA,"-38.5","-12.966667",NA,NA,NA,NA
