"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","county","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01353983","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","G. Pereira-Silva","8863","2004","04","19","South America","Brazil","130",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1579908' target='other'> <mi>dwc_moreinfo</mi></a>","NY01353983","Pará","Sao Geraldo do Araguaia. Fazenda Andorinha sede 2. Aera de lazer próximo à sede; córrego Gameleirinha.","-48.4389","-6.1222",NA,NA,"Magnoliophyta","Sapindales","L.",NA,"NY01353983_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2103652","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","B. S. Amorim","1457","2012","02","15","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2260358' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103652","Pernambuco","Jardim Botânico do Recife.","-34.9667","-8.0778",NA,NA,"Magnoliophyta","Sapindales","L.","J. R. Maciel","NY02103652_01","Recife",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1030811","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","G. G. Hatschbach","56079","1991","11","01","South America","Brazil","400","400","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131121' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030811","Tocantins","Rio Paranã","-47.8831","-12.6156",NA,NA,"Magnoliophyta","Sapindales","L.","J. R. Pirani","NY01030811_01","Parana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","447438","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","B. J. Pickel","2938","1931","12","30","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632493' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447438","Pernambuco","Tapera.","-35.18","-8.12",NA,NA,"Magnoliophyta","Sapindales","L.","F. D. Venning","NY00447438_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00981344","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","G. Pereira-Silva","4671","2001","02","20","South America","Brazil","310","310","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981344","Goiás","Cerca de 200 m a montante da barragem, na margem esquerda do rio Tocantins. Area de influência da futura Hidrelética de Cana Brava, influência direta (lago)","-48.1458","-13.4042",NA,NA,"Magnoliophyta","Sapindales","L.","G. Pereira-Silva","NY00981344_01","Minaçú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02431757","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","M. F. Simon","1693","2012","10","09","South America","Brazil","93",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2976663' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431757","Rondônia","Ao longo da BR-364, 11 km W do povoado Embaúba.","-64.8208","-9.5306",NA,NA,"Magnoliophyta","Sapindales","L.",NA,"NY02431757_01","Porto Velho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01353901","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","G. T. Prance","24231","1976","11","10","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1582132' target='other'> <mi>dwc_moreinfo</mi></a>","NY01353901","Pará","Campina da Cutia, São João de Pirabas","-47.1811","-0.7794",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY01353901_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01353966","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","H. H. Rusby","2594","1886","10",NA,"South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1579276' target='other'> <mi>dwc_moreinfo</mi></a>","NY01353966",NA,"Falls of Madeira.","-65.3465375","-10.7798649",NA,NA,"Magnoliophyta","Sapindales","L.","F. D. Venning","NY01353966_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","482624","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin mombin","D. C. Daly","10175","1999","03","28","South America","Brazil",NA,NA,"separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482624","Acre","Rio Chandless (tributary of Alto Rio Purus), right bank, Canamari.","-69.9442","-9.3831",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY00482624_01","Santa Rosa do Purus","mombin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01353965","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","N. A. Rosa","1719","1977","06","05","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1579273' target='other'> <mi>dwc_moreinfo</mi></a>","NY01353965","Pará","Ananindeua, margem do rio Aurá, afluente do rio Guamá.","-48.5044","-1.45583",NA,NA,"Magnoliophyta","Sapindales","L.",NA,"NY01353965_01","Belém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01353963","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","W. A. Archer","7737","1942","10","30","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1579094' target='other'> <mi>dwc_moreinfo</mi></a>","NY01353963","Pará","Northeast woods of the I. A. N.","-48.4447503","-1.4380977",NA,NA,"Magnoliophyta","Sapindales","L.",NA,"NY01353963_01","Belém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01353995","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","S. Romaniuc Neto","536","1986","10","07","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1582078' target='other'> <mi>dwc_moreinfo</mi></a>","NY01353995","Rondônia","Eixo do JP-14, Ponto II.","-61.83","-9.25",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY01353995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","195172","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","W. L. Balée","3380","1987","06","18","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195172","Maranhão","P.I. Guajá, Rio Turiaçu. Guajá Indians","-46.08","-3.12",NA,NA,"Magnoliophyta","Sapindales","L.",NA,"NY00195172_01","Monçao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","867412","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin mombin","L. C. Ming","372","1993","12","16","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867412","Acre","Reserva Extrativista Chico Mendes, Seringal Florestal, Colocaçao Rio Branco.","-68.5042","-10.6519",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell; D. C. Daly","NY00867412_01","Xapuri","mombin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","447441","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","J. N. Rose","19665","1915","05","28","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632481' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447441","Bahia","Vicinity of Bahia.",NA,NA,NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY00447441_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01353984","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","S. A. da M. Souza","1226","1987","02","16","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1580026' target='other'> <mi>dwc_moreinfo</mi></a>","NY01353984","Pará","Rio Xingu, ilha do Bacabal.","-52.2064","-3.20333",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY01353984_01","Altamira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01353988","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","J. M. Pires","48842","1960","10","15","South America","Brazil","100",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1581945' target='other'> <mi>dwc_moreinfo</mi></a>","NY01353988","Amapá","Rio Oiapoque. On lower slopes of Mt. Carupina.","-51.95","3.55",NA,NA,"Magnoliophyta","Sapindales","L.","G. T. Prance","NY01353988_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","447440","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","R. P. Belém","973","1965","05","14","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447440","Bahia","Centro de Pesquisas de Cacau (CEPEC).","-39.2273659","-14.771874",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY00447440_01","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3147694","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","B. M. Torke","1531","2015","11","04","South America","Brazil","69",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2954747' target='other'> <mi>dwc_moreinfo</mi></a>","NY03147694","Pará","FLONA do Tapajós, along the BR-163 at small igarapé","-54.8753","-3.9411",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell",NA,"Rurópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","447432","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","R. P. Belém","967","1965","05","14","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632477' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447432","Bahia","Centro de Pesquisas do Cacau (CEPEC).","-39.2273659","-14.771874",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY00447432_01","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1030818","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","G. T. Prance","26696","1979","06",NA,"South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131137' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030818","Mato Grosso","Pantanal; Rio Paraguai. Fazenda Acurizal. Plot A; Tree No. 30.","-57.53","-17.87",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY01030818_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1030810","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","W. W. Thomas","4623","1985","10","26","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131117' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030810","Mato Grosso","Pantanal. 1 km NW of Porto Jofre on Transpantaneira (MT060) to Poconé.","-56.83","-17.3",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY01030810_01","Poconé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01353971","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","G. T. Prance","10979","1971","03","14","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1579389' target='other'> <mi>dwc_moreinfo</mi></a>","NY01353971","Roraima","Posto Mucajaí, Rio Mucajaí, Vicinity of Mucajaí airstrip.","-60.919436","2.443722",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY01353971_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1499185","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","A. Fendler","238","1877",NA,NA,"South America","Trinidad and Tobago",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1749561' target='other'> <mi>dwc_moreinfo</mi></a>","NY01499185",NA,"Trinidad",NA,NA,NA,NA,"Magnoliophyta","Sapindales","L.",NA,"NY01499185_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","867418","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","D. C. Daly","7174","1991","11","06","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867418","Acre","Rio Acre @ 3 hours by boat downstream from Xapuri and 1 hr walking inland from left bank","-68.33","-10.75",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY00867418_01 NY00867418_02","Xapuri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1030984","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","I. Silberbauer-Gottsberger","11-191182","1982","11","19","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132420' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030984","Maranhão","Ilha de São Luis, (city of São Luis). Olho d'Agua, 10 km NNE from the center of the city.","-44.25","-2.5",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY01030984_01","São Luís",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","887102","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","A. C. Sevilha","2649","2002","09","26","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887102","Pernambuco","Tamandare. Rebio Saltinho.","-35.1858","-8.7231",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell; D. C. Daly","NY00887102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00981322","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","J. W. B. Machado","301","1999","02","01","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981322","Goiás","Margem da estrada que liga Iaciara a Nova Roma, 53 km de Iaciara","-46.8803","-13.7419",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell; D. C. Daly","NY00981322_01","Nova Roma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-27 01:21:00-03","NY","NYBG","1499165","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","W. E. Broadway","3614","1910","04","14","South America","Trinidad and Tobago",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1749541' target='other'> <mi>dwc_moreinfo</mi></a>","NY01499165",NA,"Tobago. Rockley Vale.",NA,NA,NA,NA,"Magnoliophyta","Sapindales",NA,NA,"NY01499165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01353994","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","G. T. Prance","10979","1971","03","14","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1582074' target='other'> <mi>dwc_moreinfo</mi></a>","NY01353994","Roraima","Posto Mucajaí, Rio Mucajaí, Vicinity of Mucajaí airstrip.","-60.919436","2.443722",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY01353994_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01353997","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","G. T. Prance","10287","1969","02","27","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1582085' target='other'> <mi>dwc_moreinfo</mi></a>","NY01353997","Amazonas","Basin of Rio Demeni, vicinity of Tototobí","-63.5471213","1.576736",NA,NA,"Magnoliophyta","Sapindales","L.",NA,"NY01353997_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","403134","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin mombin","D. C. Daly","9377","1997","03","09","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00403134","Acre","Basin of Rio Purus, Rio Antimari, Floresta Estadual do Antimari, left bank, inland from river.","-68.1239","-9.4111",NA,NA,"Magnoliophyta","Sapindales","L.",NA,"NY00403134_01","Bujari","mombin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01353980","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","G. T. Prance","30385","1987","11","09","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1579887' target='other'> <mi>dwc_moreinfo</mi></a>","NY01353980","Pará","First Savanna on Rio Mocoões, Fazenda Fura Olho","-49.62","-0.6",NA,NA,"Magnoliophyta","Sapindales","L.",NA,"NY01353980_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","02423815","PreservedSpecimen","Plantae","Anacardiaceae","Spondias","mombin","Spondias mombin","N. C. Bigio","1096","2013","09","29","South America","Brazil","254",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2676037' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423815","Rondônia","estrada para Alvorada, Linha 5.","-62.1186","-11.1944",NA,NA,"Magnoliophyta","Sapindales","L.","J. D. Mitchell","NY02423815_01","Presidente Médici",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
