"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","typeStatus","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","521431","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","J. J. Wurdack",NA,NA,NA,"R. M. Klein","2351","1959","12","15","Brazil","Santa Catarina","Blumenau","Mata da Companhia Hering, Bom Retiro","-49.082834","-26.926032",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755311' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521431","NY00521431_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","521442","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"R. Reitz","1800","1945",NA,NA,"Brazil","Santa Catarina","Sombrio","Sombrio","-49.635936","-29.103288",NA,NA,"15","15","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521442","NY00521442_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","521423","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","J. J. Wurdack",NA,NA,NA,"P. K. H. Dusén","s.n.","1911","07","20","Brazil","Paraná","Lapa","Volta Grande","-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755310' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521423","NY00521423_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","521447","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"F. C. Hoehne","28530","1931","12","21","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521447","NY00521447_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","521458","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","J. J. Wurdack",NA,NA,NA,"R. Reitz","707","1954","03","17","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755331' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521458","NY00521458_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","521433","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","J. J. Wurdack",NA,NA,NA,"A. P. Duarte","6071","1961","08","27","Brazil","Bahia","Porto Seguro","Fazenda Pedro Deiró","-39.0644","-16.4497",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521433","NY00521433_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1016191","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"I. C. C. Macedo","61","1985","12","05","Brazil","São Paulo","Cananéia","Ilha do Cardoso. Coletado no morro das Pedras.","-47.966514","-25.140513",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142639' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016191","NY01016191_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02840249","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"J. Monteiro","236","2012","06","20","Brazil","Rio de Janeiro","Piraí","Estrada Antiga Rio-São Paulo, KM 89, nº 89001. Reserva Jorge Monteiro.","-43.937222","-22.696944",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3137708' target='other'> <mi>dwc_moreinfo</mi></a>","NY02840249","NY02840249_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1738443","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","M. K. Caddah",NA,NA,NA,"M. K. Caddah","836","2011","02","06","Brazil","Espírito Santo","Santa Teresa","Fim da estrada para o Alto Misterioso/começo da trilha. Próximo a cafezal.","-40.76863","-19.8038",NA,NA,"950",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568299' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738443","NY01738443_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","521425","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","41143","1978","03","17","Brazil","Paraná","Morretes","Anhaia","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521425","NY00521425_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","521441","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"Restinga I","900","1953","08","18","Brazil","Rio de Janeiro","Cabo Frio","Road between Arauama Lagoon and the main road Cabo Frio - Arraial do Cabo","-42.08","-22.92",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521441","NY00521441_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02711978","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"O. Thier","OT1264","2008","03","05","Brazil","Rio de Janeiro","Cachoeiras de Macacu","Street between Funchal and Guapiaçu. near REGUA.","-42.7625","-22.4575",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2998956' target='other'> <mi>dwc_moreinfo</mi></a>","NY02711978","NY02711978_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","521454","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","G. G. Hatschbach",NA,NA,NA,"J. C. Lindeman","15616","1967","01","03","Brazil","Paraná","Matinhos","Forest on Morro de Tabaquara, W of Matinhos","-48.5428","-25.8175",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521454","NY00521454_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","03271177","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"G. Klug","22","1929","10","01","Peru","Loreto","Maynas","Mishuyacu, near Iquitos",NA,NA,NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3585954' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271177",NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02210512","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"G. Klug","1082","1930","02",NA,"Peru","Loreto",NA,"Mishuyacu, near Iquitos.","-73.412281","-3.792532",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2502830' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210512","NY02210512_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","521453","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","J. J. Wurdack",NA,NA,NA,"R. Reitz","1663","1954","03","02","Brazil","Santa Catarina","Ibirama","Horto Florstal I.N.P.","-49.5178","-27.0569",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755330' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521453","NY00521453_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","521452","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"A. P. Duarte","813","1947","01","07","Brazil","Rio de Janeiro","Itatiaia",NA,"-44.5631","-22.4961",NA,NA,NA,NA,"coll team member: Possibly Edmundo Pereira? <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755335' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521452","NY00521452_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01318243","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"R. Goldenberg","1254","2009","01","19","Brazil","Espírito Santo","Viana","Arredores da Reserva Biológica de Duas Bocas. São Paulo de Viana, propriedade do Valtinho.","-40.5417","-20.3064",NA,NA,"700",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1727747' target='other'> <mi>dwc_moreinfo</mi></a>","NY01318243","NY01318243_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","521456","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","J. J. Wurdack",NA,NA,NA,"R. M. Klein","266","1950","02","04","Brazil","Santa Catarina","Brusque","Mata do Hoffman","-48.9","-27.1",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521456","NY00521456_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","521446","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"Restinga I","197","1953","07","18","Brazil","Rio de Janeiro","Cabo Frio","Arraial do Cabo. Road Cabo Frio town-Arraial do Cabo village","-42.040932","-22.930451",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521446","NY00521446_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","521438","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","G. G. Hatschbach",NA,NA,NA,"J. C. Lindeman","15616","1967","01","03","Brazil","Paraná","Matinhos","Forest on Morro de Tabaquara, W of Matinhos","-48.5428","-25.8175",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521438","NY00521438_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1019494","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"J. M. A. Braga","1892","1995","02","03","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas,Estrada para Juturnaiba, trilha da Pelonha, proxima a parcela.","-42.3917","-22.6508",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1283770' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019494","NY01019494_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","521434","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","J. J. Wurdack",NA,NA,NA,"G. F. J. Pabst","7013","1962","08","12","Brazil","Rio de Janeiro","Casimiro de Abreu","Prope Barra de Sao Joao","-41.989285","-22.571814",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521434","NY00521434_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02210537","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"P. J. M. Maas","9813","2009","05","07","Brazil","Espírito Santo","Linhares","Reserva do Vale de Rio Doce, Estrada Flamengo.","-40.03","-19.09",NA,NA,"69","69","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2502829' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210537","NY02210537_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02210513","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"P. J. M. Maas","9859","2009","05","09","Brazil","Espírito Santo","Linhares","Reserva do Vale de Rio Doce, Estrada Aceiro Paraju.","-40.0526923","-19.0986603",NA,NA,"80","80","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2502823' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210513","NY02210513_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","521450","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"Restinga I","756","1953","08","09","Brazil","Rio de Janeiro","Cabo Frio","Arraial do Cabo, road Cabo Frio town - Arraial do Cabo village","-42.040932","-22.930451",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521450","NY00521450_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","521445","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"Restinga I","964","1953","09","05","Brazil","Rio de Janeiro","Casimiro de Abreu","District of Barra de Sao Joao, near Barra de Sao Joao village","-41.989285","-22.571814",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521445","NY00521445_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1015476","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"C. Luchiari","274","1994","02","03","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biologica de Poço das Antes, Est. Juturnaiba, direita - km 0.","-42.3917","-22.6508",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106435' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015476","NY01015476_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00987742","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"R. Spruce","1878",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987742","NY00987742_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","521455","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","J. J. Wurdack",NA,NA,NA,"R. M. Klein","261","1949","12","15","Brazil","Santa Catarina","Brusque","Mata do Hoffman","-48.9","-27.1",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521455","NY00521455_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","521440","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin","J. J. Wurdack",NA,NA,NA,"R. M. Harley","16587","1974","03","01","Brazil","Bahia","Senhor do Bonfim","Serra da Jacobina, west of Estiva, ca. 12 km. N of Senhor do Bonfim on the BA 130 highway to Juazeiro","-40.25","-10.3",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755320' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521440","NY00521440_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","521424","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(DC.) Naudin",NA,NA,NA,NA,"P. K. H. Dusén","8654","1909","12","01","Brazil","Paraná","Lapa","Volta Grande","-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521424","NY00521424_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
