"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","recordNumber","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","scientificNameAuthorship","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","infraspecificEpithet","dayIdentified","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"125","2019-02-22 11:46:49-03","IPA","IPA","31568","S","Plantae","Leguminosae-Pap.","Macroptilium","bracteatum","Macroptilium bracteatum","Fotius, G.","1982","12","15","Southern America","Brasil","Pernambuco",NA,NA,"Trepadeira ao chão, não sobe muito os arbustos. Folha verde-cinza ao verso. Flor roxo preto, cálice verde. Fenologia: Fl - fr","IPA0031568","Plantae",NA,"3234","Petrolina","COVEVASP, bordadura de pastagem úmida","-40.5008010864258","-9.39861011505127",NA,NA,NA,"(Nees. & C. Mart.) Maréchal & Baudet","Costa e Silva, M.B.","90462","auto",NA,NA,NA,"2004","05",NA,NA,NA,NA,NA,NA,NA
"126","2019-07-26 11:40:30-03","IPA","IPA","61474","S","Plantae","Leguminosae-Pap.","Macroptilium","bracteatum","Macroptilium bracteatum","Luiz, J.","2002","10","19","Southern America","Brasil","Pernambuco",NA,NA,NA,"IPA0061474","Plantae",NA,"61474","Pombos","Serra das Russas","-35.3958015441895","-8.14138984680176",NA,NA,NA,"(Nees. & C. Mart.) Maréchal & Baudet","Costa e Silva, M.B.","16427","auto",NA,NA,NA,"2004","05",NA,NA,NA,NA,NA,NA,NA
"127","2019-02-22 11:46:49-03","IPA","IPA","4065","S","Plantae","Leguminosae-Pap.","Macroptilium","bracteatum","Macroptilium bracteatum","Pickel, B.","1930","11","08","Southern America","Brasil","Pernambuco",NA,NA,NA,"IPA0004065","Plantae",NA,"2475","São Lourenço da Mata","Tapera, São Bento, roçado alto na Pedra","-35.0182991027832","-8.00222015380859",NA,NA,NA,"(Nees. & C. Mart.) Maréchal & Baudet","Costa e Silva, M.B.","21764","auto",NA,NA,NA,"2004","05",NA,NA,NA,NA,NA,NA,NA
"128","2019-02-22 11:46:47-03","IPA","IPA","19918","S","Plantae","Leguminosae-Pap.","Macroptilium","bracteatum","Macroptilium bracteatum","Castellanos, A.","1964","07","24","Southern America","Brasil","Ceará",NA,NA,"Flores atro-purpúreas","IPA0019918","Plantae",NA,"25243",NA,"Serra Mãozinha",NA,NA,NA,NA,NA,"(Nees. & C. Mart.) Maréchal & Baudet","Costa e Silva, M.B.",NA,NA,NA,NA,NA,"2004","05",NA,NA,NA,NA,NA,NA,NA
"129","2019-02-22 11:46:47-03","IPA","IPA","24087","S","Plantae","Leguminosae-Pap.","Macroptilium","bracteatum","Macroptilium bracteatum","Harley, R.M.","1974","02","18","Southern America","Brasil","Bahia",NA,NA,"Herbaceous climber to 1,5m. Leaves soft greyish-green. Flowers with green calyx. Standard small fleshy, dull flesh-pink embracing base of large expanded wing petals. Wing petals deep crimson lake. One held mais ou menos horizontally,","IPA0024087","Plantae",NA,"16169",NA,"6 km from Filadelfia on the BA-385 to Itiuba.","-40.066667","-10.75","400","400",NA,"(Nees. & C. Mart.) Maréchal & Baudet","Costa e Silva, M.B.",NA,NA,"-40.066667","-10.75",NA,"2004","05",NA,NA,NA,NA,NA,NA,NA
"130","2019-02-22 11:46:47-03","IPA","IPA","25113","S","Plantae","Leguminosae-Pap.","Macroptilium","bracteatum","Macroptilium bracteatum","Harley, R.M.","1977","03","06","Southern America","Brasil","Bahia",NA,NA,"Creeping herb with stems to 2m long. Leaves mid-green paler beneath. Sepals pale green, red-tinged above. Standard fleshy grey-pink. Wings showy white blaze near base of limb. Keel ourled dull purplish-red below, paler near tip with y","IPA0025113","Plantae",NA,"19437","Milagres","Serra do Sincorá, Disturbed grassy roaside","-39.866667","-12.883333","500","600",NA,"(Nees. & C. Mart.) Maréchal & Baudet","Costa e Silva, M.B.",NA,NA,"-39.866667","-12.883333",NA,"2004","05",NA,NA,NA,NA,NA,NA,NA
"131","2019-02-22 11:46:49-03","IPA","IPA","40345","S","Plantae","Leguminosae-Pap.","Macroptilium","bracteatum","Macroptilium bracteatum","Martius",NA,NA,NA,"Southern America","Brasil","Piauí",NA,NA,NA,"IPA0040345","Plantae",NA,"2439",NA,"Serrinha",NA,NA,NA,NA,NA,"(Nees. & C. Mart.) Maréchal & Baudet","Costa e Silva, M.B.",NA,NA,NA,NA,NA,"2004","05",NA,NA,NA,NA,NA,NA,NA
"132","2019-02-22 11:46:47-03","IPA","IPA","13561","S","Plantae","Leguminosae-Pap.","Macroptilium","bracteatum","Macroptilium bracteatum","Trinta, Z.A.; Fromm, E.; Fromm, E.","1964","04","20","Southern America","Brasil","Minas Gerais",NA,NA,"Trepadeira de flores vinosas","IPA0013561","Plantae",NA,"758","Pedra Azul","Pedra da Conceição","-41.2971992492676","-16.0053005218506",NA,NA,NA,"(Nees. & C. Mart.) Maréchal & Baudet","Costa e Silva, M.B.","39993","auto",NA,NA,NA,"2004","05",NA,NA,NA,NA,NA,NA,NA
"133","2019-02-22 11:46:47-03","IPA","IPA","12066","S","Plantae","Leguminosae-Pap.","Macroptilium","bracteatum","Macroptilium bracteatum","Andrade-Lima","1959","11","01","Southern America","Brasil","Pernambuco",NA,NA,"Cipozinho sobre ervas. Flor verde muito clara com ligeira tonalidade roxa","IPA0012066","Plantae",NA,"59-3390","Bezerros","Engenho Riachão","-35.7969017028809","-8.23332977294922",NA,NA,NA,"(Nees. & C. Mart.) Maréchal & Baudet","Costa e Silva, M.B.","25699","auto",NA,NA,NA,"2004","05",NA,NA,NA,NA,NA,NA,NA
"134","2019-02-22 11:46:47-03","IPA","IPA","26118","S","Plantae","Leguminosae-Pap.","Macroptilium","bracteatum","Macroptilium bracteatum","Krapovickas, A.; Cristóbal, C.L.; Andrade-Lima; Cristóbal, C.L.; Andrade-Lima","1981","02",NA,"Southern America","Brasil","Pernambuco",NA,NA,"Flores moradas; ramas prostradas","IPA0026118","Plantae",NA,"38065","Pesqueira","Mimoso, 22km E de Arcoverde","-36.6963996887207","-8.35778045654297",NA,NA,NA,"(Nees. & C. Mart.) Maréchal & Baudet","Costa e Silva, M.B.","36615","auto",NA,NA,NA,"2004","05",NA,NA,NA,NA,NA,NA,NA
"135","2019-02-22 11:46:47-03","IPA","IPA","1770","S","Plantae","Leguminosae-Pap.","Macroptilium","bracteatum","Macroptilium bracteatum","Andrade-Lima","1950","07","11","Southern America","Brasil","Pernambuco",NA,NA,"Flor creme esverdeada","IPA0001770","Plantae",NA,"50-572","Quipapá","Usina Água Branca, sobre arbusto","-36.0116996765137","-8.82777976989746",NA,NA,NA,"(Nees. & C. Mart.) Maréchal & Baudet","Costa e Silva, M.B.","11788","auto",NA,NA,NA,"2004","05",NA,NA,NA,NA,NA,NA,NA
"136","2020-12-20 21:17:34-03","UFV","VIC","12848","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Heringer, E.P.","1941","03","10",NA,"Brasil","Minas Gerais",NA,NA,"Planta cultivada sob nº 334.","VIC012848",NA,NA,"548","Coronel Pacheco","Est. Exp. de Café","-43.2655982971191","-21.5877990722656",NA,NA,"VIC012848","(Nees & C. Mart.) Maréchal & Baudet",NA,"10350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-20 21:17:34-03","UFV","VIC","6995","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Martins, F.R.","1980","03","18",NA,"Brasil","São Paulo",NA,NA,"Erva trepadeira, flores cor de carmim","VIC006995",NA,NA,"s.n.","Campinas","Campus da UNICAMP, Jardim do instituto de Física.","-47.060001373291","-22.8999996185303",NA,NA,"VIC006995","(Nees & C. Mart.) Maréchal & Baudet",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-20 21:17:34-03","UFV","VIC","12763","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Heringer, E.P.","1941","09","20",NA,"Brasil","Minas Gerais",NA,NA,"Planta trepadeira, flores amarelas.","VIC012763",NA,NA,"738","Coronel Pacheco","Est. Exp. de Café","-43.2655982971191","-21.5877990722656",NA,NA,"VIC012763","(Nees & C. Mart.) Maréchal & Baudet",NA,"10350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-20 21:17:34-03","UFV","VIC","22843","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Ribeiro, J.E.L.S.; et al.","1983","10","08",NA,"Brasil","São Paulo",NA,NA,"Trepadeira. Flores vinho e frutos verdes.","VIC022843",NA,NA,"734","Ubatuba","Picinguaba, Trilha do Morro do Corsário.","-45.0699996948242","-23.4300003051758",NA,NA,"VIC022843","(Nees & C. Mart.) Maréchal & Baudet","Garcia, F.C.P.","34265","auto",NA,NA,NA,"1989","10",NA,"08",NA,NA,NA,NA,NA
"140","2020-12-20 21:17:39-03","UFV","VIC","007716","PreservedSpecimen","Plantae","Fabaceae","Phaseolus","bracteolatus","Phaseolus bracteolatus","Moura, L.S.; et al.","1982","12","10",NA,"Brasil","Minas Gerais",NA,NA,"Trepadeira de folhas verde claras,lanosas,de caule lanoso,de pêlos amarronzados claro. Flores de pétalas vermelho tijolo,quando velhas tornam-se arroxeadas-escuras poucas no local. Fruto legume, piloso.","VIC007716",NA,NA,"163","Viçosa","Campus da UFV, Atrás do CCB,atrás das estufas de Fisiologia Vegetal.","-42.8819007873535","-20.7539005279541",NA,NA,"VIC007716","Nees et Mart.",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 14:36:52-03","UFJF","CESJ","45778","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","J.G. Seijo; V.G. Solis Neffa","2004","04","07","América do Sul","Bolivia","Santa Cruz",NA,NA,"Arenal con algunas barrancas. En borde de camino, arena roja en primeras capas y amarillas abajo. Tallos apoyantes, flores violetas.","CESJ045778","Angiosperma",NA,"3260","Velasco","A 4,7 Km NE San Ignacio, hacia Espíritu, 16°22'47 S, 60°55'41 W. 395 m.s.m",NA,NA,NA,NA,NA,"(Nees & C.Mart.) Marechal & Bau","G. Seijo",NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-04-07 11:44:25-03","UFMS","CGMS","56579","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","A. Pott; V.J. Pott","2003","03","28",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Papilionoideae. Flor atropurpúrea. Habitat: Floresta de galeria. Solo areia grossa. Relevo plano convexo. Ocasional. Habito: Erva trepadeira.","CGMS1086539",NA,NA,"10933","Corumbá","Lagoa Gaíva, Pantanal, próximo a fronteira Brasil/Bolívia.","-57.6775","-17.8463889","110","110",NA,"(Nees & Mart.) Maréchal & Baudet","R.R. Silva",NA,NA,"-57,6775","-17,8463889",NA,"2006","04",NA,"11",NA,NA,NA,NA,NA
"143","2021-04-07 11:44:25-03","UFMS","CGMS","23113","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","F. Matos-Alves; A.L.B. Sartori & W. Vargas","2007","08","27",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Papilionoideae. Flor vinácea. Habitat: Chaco (Savana Estépica Arbórea, senso IBGE). Habito: Erva prostrada.","CGMS1052521",NA,NA,"444","Porto Murtinho","Fazenda Agro-Comercial Aubi (ex-São Roque).","-57.6880555","-21.6844444",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","T.R.F. Sinani",NA,NA,"-57,6880555","-21,6844444",NA,"2018","02",NA,"01",NA,NA,NA,NA,NA
"144","2021-04-07 11:44:25-03","UFMS","CGMS","15921","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","D.K. Noguchi; G.P. Nunes; L.E.A.M. Lescano","2005","01","16",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Papilionoideae. Flor vinho. Fruto ausente. Habitat: Beira de estrada. Frequente na área. Habito: Subarbusto trepador.","CGMS1045430",NA,NA,"93","Porto Murtinho","Estrada 10. Beira de estrada.","-57.7691667","-21.7066667",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L.C.P. Lima",NA,NA,"-57,7691667","-21,7066667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-04-07 11:44:25-03","UFMS","CGMS","27666","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","E.P. Seleme; A.L.B. Sartori","2008","11","20",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Papilionoideae. Flor vinho. Habitat: Chaco. Habito: Subarbusto. O,8m de altura","CGMS1057109",NA,NA,"161","Porto Murtinho","Fazenda Retiro Conceição.","-57.7636111","-21.7052778",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","E.P. Seleme",NA,NA,"-57,7636111","-21,7052778",NA,"2009","01",NA,"19",NA,NA,NA,NA,NA
"146","2021-04-07 11:44:25-03","UFMS","CGMS","56965","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","A. Pott","2008","06","25",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Papilionoideae. Habitat: Vegetação secundária. Solo arenoso. Relevo plano. Habito: Trepadeira.","CGMS1086879",NA,NA,"17322","Corumbá","Estrada Parque Pantanal.","-56.9816667","-19.2441666",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet",NA,NA,NA,"-56,9816667","-19,2441666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-04-07 11:44:25-03","UFMS","CGMS","60731","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","A. Pott; W. Garcez; R. Lemos","2012","07","05",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Papilionoideae. Flor ausente. Fruto verde imaturo. Habitat: Floresta decidual perturbada, com Anadenanthera colubrina, Myracrodruon urundeuva. Solo siltoso, eutrófico. Relevo suave ondulado. Habito: Erva volúvel. Ocasional.","CGMS1093735",NA,NA,"16372","Miranda","Fazenda Nova Bahia, 25 Km ao norte da Rodovia BR-262 e 10 Km da estrada para o Distrito de Taunay.","-56.0002778","-20.3475","200","200",NA,"(Nees & Mart.) Maréchal & Baudet","A. Pott",NA,NA,"-56,0002778","-20,3475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-04-07 11:44:25-03","UFMS","CGMS","15931","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","D.K. Noguchi; G.P. Nunes; L.E.A.M. Lescano","2005","01","16",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Papilionoideae. Flor vinho. Fruto ausente. Habitat: Beira de estrada. Frequente na área. Habito: Subarbusto trepador.","CGMS1045442",NA,NA,NA,"Porto Murtinho","Estrada 14. Beira de estrada.","-57.7986111","-21.7047222",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L.C.P. Lima",NA,NA,"-57,7986111","-21,7047222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-04-07 11:44:25-03","UFMS","CGMS","30936","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","T.H. Stefanello; V.S. Santos; A.C.S. Brito","2010","11","24",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Papilionoideae. Flor roxa. Fruto imaturo verde. Habitat: Floresta estacional semidecídua e Cerradão. Habito: Trepadeira.","CGMS1060347",NA,NA,"205","Corumbá","Sub-região Pantanal do Paraguai, RPPN Eliezer Batista.","-57.4666667","-18.0916666","87","87",NA,"(Nees & Mart.) Maréchal & Baudet","A. Pott",NA,NA,"-57,4666667","-18,0916666",NA,"2011","08",NA,"23",NA,NA,NA,NA,NA
"150","2021-04-07 11:44:25-03","UFMS","CGMS","15915","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","D.K. Noguchi; G.P. Nunes; L.E.A.M. Lescano; F.H. Oda","2004","08","26",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Papilionoideae. Flor roxa. Fruto amarromzado. Habitat: Interior de mata. Habito: Liana.","CGMS1045424",NA,NA,"30","Porto Murtinho","Fazenda Anahí . Interior de mata.","-57.7352777","-21.6913889",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","A. Pott",NA,NA,"-57,7352777","-21,6913889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-04-07 11:44:25-03","UFMS","CGMS","49356","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","A.L.B. Sartori","2002","04","20",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Papilionoideae. Flor vinho. Fruto imaturo verde.","CGMS1079288",NA,NA,"830","Deodápolis","Estrada entre Deodápolis e linha 11, a 4 Km da cidade, Km 86.","-54.1247223","-22.2925",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","A. Pott",NA,NA,"-54,1247223","-22,2925",NA,"2018","02",NA,"14",NA,NA,NA,NA,NA
"152","2021-04-07 11:44:25-03","UFMS","CGMS","30524","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","C.O. Dourado; T.S. Yule; M.T. Oliveira; A. Pott","2010","11","24",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Papilionoideae. Flor bordô. Habitat: Cerradão. Solo com afloramento rochoso. Habito: Erva. 0,30m de altura.","CGMS1059934",NA,NA,"146","Corumbá","RPPN Eliezer Batista.","-57.6533012390137","-19.0091991424561",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","A. Pott","295160","auto",NA,NA,NA,"2010","11",NA,"24",NA,NA,NA,NA,NA
"153","2021-04-07 11:44:25-03","UFMS","CGMS","32933","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","B.E.M. Pinto","2010","03","19",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Papilionoideae. Flor marrom. Habitat: Chaco. Savana Estépica Arborizada. Habito: Subarbusto. 1,00m de altura.","CGMS1062324",NA,NA,"816","Porto Murtinho","Fazenda Retiro Conceição.","-57.8824996948242","-21.6989002227783",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","B.E.M. Pinto","185577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-04-07 11:44:25-03","UFMS","CGMS","45658","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","G. Hatschbach; M. Hatschbach; O.S. Ribas","2002","05","23",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Papilionoideae. Flor púrpurea. Fruto ausente. Habitat: Orla de brejo. Habito: Trepadeira volúvel.","CGMS1075628",NA,NA,"73325","Porto Murtinho","Rodovia BR 267, próximo do trevo para Colônia Ingazeiro.","-57.8824996948242","-21.6989002227783",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","G. Hatschbach","185577","auto",NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-27 13:48:57-03","UFS","ASE","1822","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Carneiro, EM","1981","12","07","Southern America","Brasil","Sergipe",NA,NA,"Capoeira de mata subperenifolia","ASE0005461","Magnoliophyta",NA,"245","Arauá",NA,"-37.619444","-11.2625",NA,NA,"ASE0005461 ASE0005461_1","(Nees & Mart.) Maréchal & Baudet","Moreira, JLA",NA,NA,"-37.619444","-11.2625",NA,"1998","02",NA,"13",NA,NA,NA,NA,NA
"156","2019-11-27 13:48:57-03","UFS","ASE","31258","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Araújo, AMS","2009","02","16","Southern America","Brasil","Rio Grande do Norte",NA,NA,"Erva. coletada em floretsa subcaducifólia. Flor vermelha.; Caatinga.","ASE0002637","Magnoliophyta",NA,"100","Florânia","Sítio Cajueiro, Serra de Santana, alto de Dedé Candio.","-36.4904","-6.0738",NA,NA,"ASE0002637","(Nees & Mart.) Maréchal & Baudet","Fortuna-Perez, AN",NA,NA,"-36.4904","-6.0738",NA,"2010","03",NA,"25",NA,NA,NA,NA,NA
"157","2021-03-01 16:30:53-03","UNICAMP","UEC","112511","S","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Souza, VC; Souza, JP; Elias, SI; Forster, W; Oliveira, ACP","1999","05","15",NA,"Brazil","Minas Gerais",NA,NA,"fruto, Escandente, botões verdes, frutos imaturos verdes.; Cerrado","UEC189472","Magnoliopsida",NA,"22416","Augusto de Lima","4 km de Augusto de Lima em direção a Curvelo","-44.331111","-18.427778",NA,NA,"UEC189472","(Nees & Mart.) Maréchal & Baudet","Souza, VC",NA,NA,"-44.331111","-18.427778",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-08-20 10:14:12-03","UNICAMP","UEC","142409","S","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Silva, RR; Maciel, A","2003","01","31",NA,"Brazil","Mato Grosso do Sul",NA,NA,"Arbusto trepador de 1m de altura. Flores com estandarte verde-rosado, asas roxas, pétalas da quilha rosadas. Solo ferruginoso.","UEC189473","Magnoliopsida",NA,"235","Corumbá","Serra do Urucum, Topo da Serra Urucum. Planalto Residual do Urucum. Acesso pela Urucum Mineração. Capoeira de Floresta Estacional Semidecidual.","-57.616333","-19.192528","494","494","UEC189473","(Nees & Mart.) Maréchal & Baudet","Silva, RR",NA,NA,"-57.616333","-19.192528",NA,"2003","01",NA,NA,NA,NA,NA,NA,NA
"159","2021-01-29 12:47:06-03","UNICAMP","UEC","143146","S","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Silva, RR; Silva, MV","2003","10","17",NA,"Brazil","Mato Grosso do Sul",NA,NA,"Subarbusto trepador de 80cm de altura. Flores com cálice verde-vermelhado; estandarte verde-vináceos, asas e pétalas da quilha vináceas. Solo areno-ferruginoso.","UEC189474","Magnoliopsida",NA,"356","Ladário","Fazenda Rabicho (Marinha do Brasil), Sede da Fazenda Rabicho (Marinha do Brasil). Final da pista de pouso. Mata de Galeria.","-57.474417","-19.041056",NA,NA,"UEC189474","(Nees & Mart.) Maréchal & Baudet","Silva, RR",NA,NA,"-57.474417","-19.041056",NA,"2003","10",NA,NA,NA,NA,NA,NA,NA
"160","2021-03-01 16:30:53-03","UNICAMP","UEC","130979","S","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Queiroz, LP; Silva, MM; Cruz, NR; Ferreira, APL; Rios, L","2000","05","21",NA,"Brazil","Bahia",NA,NA,"Erva decumbente de ca. 30cm alt. Folíolos cartáceos. Flores com cálice verde, estandarte e carena creme e alas atrovináceas. Planta tida como excelente forrageira.","UEC070064","Magnoliopsida",NA,"6211","Campo Alegre de Lourdes","Ramalho S W, Área de cultivo.","-59.366667","-33",NA,NA,"UEC070064","(Nees & Mart.) Maréchal & Baudet","Queiroz, LP",NA,NA,"-59.366667","-33",NA,"2000","05",NA,NA,NA,NA,NA,NA,NA
"161","2021-03-01 16:30:53-03","UNICAMP","UEC","205698","S","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Baumgratz, JFA; Nadruz, MA; Bovini, MG; Silva, DSP","2013","03","14",NA,"Brazil","Rio de Janeiro",NA,NA,"Trepadeira:Ramos e peciolos verdes;folhas verdes subconcolores;flores com cálice verde, pétalas vinoso-nigrescentes.; Floresta Estacional Semidecidual.Floresta alterada (mata seca), em regeneração.","UEC166290","Magnoliopsida",NA,"1271","Cambuci","Brasil, Rio de Janeiro, Cambuci.Estrada da Fazenda Esmeralda.","-41.852778","-21.479722","120","120","UEC166290","(Nees & Mart.) Maréchal & Baudet","Ribeiro, CL",NA,NA,"-41.852778","-21.479722",NA,"2019","04",NA,NA,NA,NA,NA,NA,NA
"162","2019-08-20 10:14:12-03","UNICAMP","UEC","37644","S","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Harley, RM","1980","04","24",NA,"Brazil","Bahia",NA,NA,"flor, Twining herb to 4m with grey-green leaves, paler beneath. Stipules pale green. Calyx very pale green. Standard dull greyish pink. Wings dark red, keel dull pink. Pods green.","UEC189476","Magnoliopsida",NA,"21713","Correntina","Chapadão Ocidental da Bahia. Valley of t","-44.416667","-13.666667",NA,NA,"UEC189476","(Nees & Mart.) Maréchal & Baudet","Silva, ED",NA,NA,"-44.416667","-13.666667",NA,"2005","05",NA,NA,NA,NA,NA,NA,NA
"163","2021-03-01 16:30:53-03","UNICAMP","UEC","26289","S","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Peixoto, AL; et al.","1981","12","14",NA,"Brazil","Minas Gerais",NA,NA,"Erva heliófila de flores purpúreas.","UEC070170","Magnoliopsida",NA,"1614",NA,"BR 116, Próximo a divisa com a Bahia, cerrado aberto.",NA,NA,NA,NA,"UEC070170","(Nees & Mart.) Maréchal & Baudet","Moreira, JLA",NA,NA,NA,NA,NA,"1998","02",NA,"13",NA,NA,NA,NA,NA
"164","2020-02-10 17:52:54-03","UNICAMP","UEC","68359","S","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Harley, RM; Simão, RC; Fothergill, JM; Hind, DJN","1988","11","02",NA,"Brazil","Bahia",NA,NA,"flor, Beira da Lagoa, em solo úmido. Erva com ramas decumbentes, cálice verde na base, no ápice cor de vinho, pétalas com unhas verdes, limbos vermelho-enegrecidos.","UEC189475","Magnoliopsida",NA,"25851","Livramento do Brumado","Lagoa Vargem de Dentro, ca. 8 km ao oeste da cidade","-41.783333","-13.633333",NA,NA,"UEC189475","(Nees & Mart.) Maréchal & Baudet","Silva, ED",NA,NA,"-41.783333","-13.633333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-01 16:30:53-03","UNICAMP","UEC","68372","S","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Thomas, WW; Pirani, JR; Mello-Silva, R; Fernandes, JB","1988","02","15",NA,"Brazil","Minas Gerais",NA,NA,"Shrub to 1m in dry scrub vegetation near road. Leaves silvery green, calyx pale green, corolla deep purple, fruit becoming brown.; Granite outcrop with outcrop and associated caatinga-like vegetation.","UEC070159","Magnoliopsida",NA,"5976","Itinga","4km W of Itinga on BR 367 to Almenara, 300 m alt.","-41.8","-16.633333","300","300","UEC070159","(Nees & Mart.) Maréchal & Baudet","Moreira, JLA",NA,NA,"-41.8","-16.633333",NA,"1998","02",NA,"13",NA,NA,NA,NA,NA
