"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","infraspecificEpithet","fieldNumber","typeStatus","sex"
"45","2019-10-09 11:14:17-03","UFBA","ALCB","92637","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Guedes, ML; Loureiro, DM","Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC","2009","01","06","Brasil","Bahia","Itagibá","Litoral Sul, Mata da Botinha.","-39.708611","-14.181389","-39.708611","-14.181389",NA,NA,"Folhas cartáceas, discolores. Flores femininas monoclamídeas, cálice verde, frutos jovens.",NA,NA,"Dicotyledon",NA,"16508","Southern America",NA,NA,NA,"2009","08",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-10-09 11:14:17-03","UFBA","ALCB","042686","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Stradmann, MTS","Stradmann, MTS; Poveda, A; Gomes, DF","1995","03","03","Brasil","Bahia","Lençóis","Chapada Diamantina, Trilha do Bodão","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"Terrestre, ca. de 6,5 metros de altura. Folhas membranáceas, discolores; face adaxial verde escuro e abaxial esbranquiçada e tomentosa",NA,NA,"Dicotyledon",NA,"PCD209","Southern America",NA,"47385","auto","1998","12",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-10-09 11:14:17-03","UFBA","ALCB","036681","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Caruzo, MBR","Stradmann, MTS","1996","03","09","Brasil","Bahia","Lençóis","Chapada Diamantina, Trilha do Bodão","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"Folhas discolores, membranáceas. ca de 7,5 metros de altura.",NA,NA,"Dicotyledon",NA,"209","Southern America",NA,"47385","auto","2006","09",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-02-08 09:48:05-03","NBC","NL-BOTANY","U.1267508","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Punt W","Hatschbach GG; Ribas OS","1992","12","16","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267508 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267508","NL-U1267508",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"2001","06","01","Magnoliopsidae","U 0100465",NA,NA,NA,NA,NA
"49","2020-02-08 09:48:05-03","NBC","NL-BOTANY","L.2203502","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Smith LB","Reitz R; Klein RM","1956","10","26","Brazil","Santa Catarina",NA,"Piloes, Palhoça",NA,NA,NA,NA,NA,NA,"Capoeira<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2203502 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2203502","NL-L2203502",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0234852 | 961268337",NA,NA,NA,NA,NA
"50","2020-02-08 09:48:05-03","NBC","NL-BOTANY","L.2203503","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Hallier JG","Vauthier M","1833","01","01","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2203503 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2203503","NL-L2203503",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"1910","10","01","Magnoliopsidae","L 0234853 | 903322649",NA,NA,NA,NA,NA
"51","2020-02-08 09:48:05-03","NBC","NL-BOTANY","U.1267507","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Punt W","Silva JM; Abe LM","1999","12","15","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267507 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267507","NL-U1267507",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"2001","06","01","Magnoliopsidae","U 0100464",NA,NA,NA,NA,NA
"52","2020-02-08 09:48:05-03","NBC","NL-BOTANY","U.1267509","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Punt W","Barbosa E; Abe LM","1999","11","17","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267509 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267509","NL-U1267509",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"2001","06","01","Magnoliopsidae","U 0100466",NA,NA,NA,NA,NA
"53","2020-02-08 09:48:05-03","NBC","NL-BOTANY","U.1267510","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Punt W","Hatschbach GG; Goldenberg R; Barbosa E","1999","12","03","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267510 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267510","NL-U1267510",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"2001","06","01","Magnoliopsidae","U 0100467",NA,NA,NA,NA,NA
"54","2020-02-08 09:48:05-03","NBC","NL-BOTANY","U.1267511","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Punt W","Hatschbach GG; Silva JM","1994","12","07","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267511 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267511","NL-U1267511",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"2001","06","01","Magnoliopsidae","U 0100468",NA,NA,NA,NA,NA
"55","2020-02-08 09:48:05-03","NBC","NL-BOTANY","U.1267512","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Punt W","Portes MC; Kuniyoshi YS","1993","11","15","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267512 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267512","NL-U1267512",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"2001","06","01","Magnoliopsidae","U 0100469",NA,NA,NA,NA,NA
"56","2020-02-08 09:48:05-03","NBC","NL-BOTANY","U.1267513","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.",NA,"Reitz R; Klein RM","1956","10","26","Brazil",NA,NA,"Plantas de Santa Catarina - Brasil, Pilões, Palhoca,Capoeira.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267513 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267513","NL-U1267513",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:07:41-03","ESALQ","ESA","32371","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Cordeiro, I.","Koscinski, M.","1938","11","01","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA032371","ESA032371","Magnoliophyta",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:07:41-03","ESALQ","ESA","52010","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Bail.",NA,"Lima, R.A.F.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"400","400","plaqueta parcelas permanentes: 50218","ESA052010","ESA052010","Magnoliophyta",NA,"441.0",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:07:41-03","ESALQ","ESA","109491","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109491","ESA109491","Magnoliophyta",NA,"30042.0",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:07:41-03","ESALQ","ESA","71585","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Caruzo, M.B.R.","Ferretti, A.R. et al.","1996","12","11","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,"ESA071585","ESA071585","Magnoliophyta",NA,"8.0",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-04 11:07:41-03","ESALQ","ESA","26836","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Cardoso-Leite, E. & Rodrigues, R.R.","Cardoso-Leite, E. ; Oliveira, A.","1994","09","22","Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,NA,NA,NA,"ESA026836","ESA026836","Magnoliophyta",NA,"394.0",NA,NA,"15567","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-04 11:07:41-03","ESALQ","ESA","109701","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109701","ESA109701","Magnoliophyta",NA,"29291.0",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-01-14 15:28:05-03","MN","R","233434","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Farias, S.Q. de","Farias, S.Q. de 134; Silva, J.L. da","2016","12","01","Brasil","Rio de Janeiro","Guapimirim",NA,"-42.993056","-22.476819","42°59'35.00W","22°28'36.55S","601","601",NA,"R010049173,R010049174,R010049175",NA,NA,NA,NA,NA,NA,NA,NA,"2016","12","01",NA,NA,NA,NA,NA,NA,NA
"64","2021-01-14 15:28:05-03","MN","R","233435","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Farias, S.Q. de","Farias, S.Q. de 94; Silva, J.L. da","2016","09","05","Brasil","Rio de Janeiro","Guapimirim",NA,"-42.993056","-22.476819","42°59'35.00W","22°28'36.55S","601","601",NA,"R010049727,R010049728",NA,NA,NA,NA,NA,NA,NA,NA,"2016","09","05",NA,NA,NA,NA,NA,NA,NA
"65","2021-01-14 15:28:05-03","MN","R","233436","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Farias, S.Q. de","Farias, S.Q. de 113; Silva, J.L. da","2016","09","08","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.988983","-22.4495","42°59'20.34W","22°26'58.20S","1015","1015",NA,"R010049687",NA,NA,NA,NA,NA,NA,NA,NA,"2016","09","08",NA,NA,NA,NA,NA,NA,NA
"66","2019-02-15 11:39:35-02","IPA","IPA","75366","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Caruzo, M.B.R.","Monteiro, M.T.","1972","04","28","Brasil","Bahia","Belmonte","Fazenda Pancadinha","-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,"Flores amarelas muito perfumadas. Tem resina vermelha.","IPA0075366",NA,"Plantae",NA,"23668","Southern America",NA,"71281","auto","2015","02","25",NA,NA,NA,NA,NA,NA,NA
"67","2019-02-15 11:39:35-02","IPA","IPA","75368","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Brandão, F.H.P.","Monteiro, M.T.","1970","11","18","Brasil","Bahia","Santa Cruz Cabrália","Fazenda Embiruçú","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"Flores esbranquiçadas e perfumadas.","IPA0075368",NA,"Plantae",NA,"23432","Southern America",NA,"49584","auto","2017","07","10",NA,NA,NA,NA,NA,NA,NA
"68","2019-02-15 11:39:35-02","IPA","IPA","75784","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Caruzo, M.B.R.","Monteiro, M.T.","1972","04","28","Brasil","Bahia","Belmonte","Fazenda Pancadinha","-38.141111","-15.141944","-38.141111","-15.141944",NA,NA,"Flores amarela muito perfumadas; tem resina vermelha.","IPA0075784",NA,"Plantae",NA,"23668","Southern America",NA,NA,NA,"2015","02","25",NA,NA,NA,NA,NA,NA,NA
"69","2019-02-15 11:39:35-02","IPA","IPA","74663","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Caruzo, M.B.R.","Lima, D.P.","1971","11","19","Brasil","Bahia","Una","Mata da Queimada","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"Árvore mais ou menos 15cm de diametro por 6m. da altura. Tem látex de cor vermelkho.Flores esverdeadas com perfume enjoativo.","IPA0074663",NA,"Plantae",NA,"12737","Southern America",NA,"36070","auto","2015","02","25",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-20 21:16:58-03","UFV","VIC","47639","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.",NA,"Riina, R.; et al.","2006","02","05","Brasil","Rio de Janeiro","Teresópolis","Rua Sloper","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"árvore de até 20 m alto, látex vermelho no caule, amarelado nos ramos jovens, Estéril, muito comum em alguns bairros da cidade com restos de mata e também dentro do P.N. Serra dos orgáos.","VIC047639","VIC047639",NA,NA,"s.n.",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0028583","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","M. B. Caruzo","G. Hatschbach; J. M. Silva","1993","11","15","Brazil","Parana",NA,"Salto Morato (Mun. Guaraqueçaba).","-48.3258","-25.2983",NA,NA,"70",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","59776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0028567","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","W. Punt","G. Hatschbach; R. Goldenberg, E. Barbosa","1999","12","3","Brazil","Parana",NA,"Sete Quedas (Mun. Dr. Ulysses).","-49.419916","-24.567764",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Malpighiales","69829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 14:35:37-03","UFJF","CESJ","41530","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","B.S.Haiad","G. Hatschbach; J.M. Silva","1994","01","15","Brasil","Paraná","Guaratuba","Descampado","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Árvore, 12m, mata pluvial da encosta do morro. Alt.: 50m.","CESJ041530",NA,"Angiosperma",NA,"59816","América do Sul",NA,"41937","auto","2004","08","04",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 14:35:37-03","UFJF","CESJ","38342","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","W.Punt","J.M. Silva; L.M.Silva","1999","12","15","Brasil","Paraná","Tunas do Paraná","Pacas","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"Árvore, 5m, flor creme. Floresta atlântica.","CESJ038342",NA,"Angiosperma",NA,"3116","América do Sul",NA,"41885","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 14:35:37-03","UFJF","CESJ","39509","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","G. Hatschbach","G. Hatschbach; A.C. Cervi; E. Barbosa","2000","12","07","Brasil","Santa Catarina","Rancho Queimado","Rod. BR - 282","-49.0217018127441","-27.6725006103516",NA,NA,NA,NA,"Árvore, 8m, flor creme. Floresta degradada.","CESJ039509",NA,"Angiosperma",NA,"71575","América do Sul",NA,"17361","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:49:53-03","UFJF","CESJ","59405","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","M. Sobral","A. Stival-Santos; E. Legal; S. Silveira","2009","11","05","Brasil","Santa Catarina","Botuvetá","Lageado Alto - Recanto Feliz","-49.14","-27.18","-49.14","-27.18","307","307","Floresta Ombrófila Densa, estádio sucessional avançado, árvore ca. 8m alt., no pasto, flor verde.","CESJ059405",NA,"Angiosperma",NA,"1171","América do Sul",NA,NA,NA,"2010","01","25",NA,NA,NA,NA,NA,NA,NA
"77","2021-04-07 11:43:18-03","UFMS","CGMS","23312","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","A. Pott; V. J. Pott","W.M. Ramos; A. L. B. Sartori","2008","09","29","Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Santa Ana, Distrito de Piraputanga.","-55.4902777","-20.4608333","-55,4902777","-20,4608333",NA,NA,NA,"CGMS1052719",NA,NA,NA,"476",NA,NA,NA,NA,"2008","10","28",NA,NA,NA,NA,NA,NA,NA
"78","2021-04-07 11:43:18-03","UFMS","CGMS","17725","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","W. Punt","G. Hatschbach; J.M. Silva","1994","12","07","Brasil","Paraná","Cerro Azul","Cabeceiras do Ribeirão do Tigre.","-49.261100769043","-24.823600769043",NA,NA,"500","500","Flor creme-esverdeada. Duplicata do MBM. Habitat: Mata Pluvial. Habito: Árvore. 6,00m de altura.","CGMS1047020",NA,NA,NA,"61464",NA,NA,"32006","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-04-07 11:43:18-03","UFMS","CGMS","49034","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","W. Punt","G. Hatschbach; O.S. Ribas","1992","12","16","Brasil","Paraná","Cerro Azul","Cabeceiras do Ribeirão do Tigre.","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Flor creme. Habitat: Mata pluvial. Habito: Árvore. 5,00m de altura.","CGMS1078980",NA,NA,NA,"58455",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-27 13:48:13-03","UFS","ASE","12547","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Punt, W","Hatschbach, G; Ribas, OS","1992","07","16","Brasil","Paraná","Cerro Azul","Cabeçeiras do Ribeirão do Trigue","-49.261111","-24.823611","-49.261111","-24.823611",NA,NA,"Árvore, 5m, flor creme.; Árvore, 5m, flor creme.; Mata pluvial.","ASE0023686","ASE0023686","Magnoliophyta",NA,"58455","Southern America",NA,NA,NA,"1992","07","16",NA,NA,NA,NA,NA,NA,NA
"81","2019-08-20 10:11:20-03","UNICAMP","UEC","80505","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Cardoso-Leite, E","Cardoso-Leite, E; Oliveira, A","1994","09","22","Brazil","São Paulo","São Roque","Mata da Câmara","-48.080556","-23.523889","-48.080556","-23.523889",NA,NA,"ori, Município de São Roque. Mata da Câmara","UEC143061","UEC143061","Magnoliopsida",NA,"394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:29:36-03","UNICAMP","UEC","171852","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Santos, RF","Borges, RAX; Amorim, AM; Perdiz, RO; Rocha, WD; Magnavita, LC","2006","12","09","Brazil","Bahia","Camacan","RPPN Serra Bonita. 9,7Km de Camacan na estrada para Jacarecí. Daí 6 Km SW na estrada para a RPPN e torre da Embratel.","-39.565278","-15.391667","-39.565278","-15.391667","900","1000","Árvore de dossel, 12m alt., folhas levemente discolores, pecíolos verde-claros, flor e infloresc. hirsutos, brácteas verdes, flor masculina creme e feminina acastanhada; frutos pardos, tomentosos.; Floresta Ombrófila Densa Montana. Cla","UEC045132","UEC045132","Magnoliopsida",NA,"322",NA,NA,NA,NA,"2015","09",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:29:36-03","UNICAMP","UEC","182919","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Tamashiro, JY","Vinha, D",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","mata",NA,NA,NA,NA,"1100","1100","Plântula originada no banco de sementes do solo e cultivada em casa de vegetação. Coletas de solo realizadas nas parcelas K e N do projeto Biota Gradiente Funcional, localizadas no Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","UEC011475",NA,"Magnoliopsida",NA,"45",NA,NA,NA,NA,"2014","12","01",NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:29:36-03","UNICAMP","UEC","200472","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Tamashiro, JY; Pereira, LS","Pereira, LS; Belinello, R; Gomes, JAMA; Rosado, BHP; Cavalin, PO","2008","12","07","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","Parcela N - Projeto Biota-FAPESP. Árvore com 20 metros de altura. Frequência da espécie na parcela: n=8; Mata Atlântica","UEC158115",NA,"Magnoliopsida",NA,"N1325",NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:29:36-03","UNICAMP","UEC","166718","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Padgurschi, MCG","Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM- Núcleo Santa Virgínia - Parcela K.","-45.068056","-23.325556","-45.068056","-23.325556","1093","1093","K1353 Árvore, ca. 15 m, sem flores ou frutos. Abundância: 3 ind ha(-1).; Floresta Ombrófila Densa Montana.","UEC039904","UEC039904","Magnoliopsida",NA,"1204",NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:29:36-03","UNICAMP","UEC","166675","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Padgurschi, MCG","Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.068056","-23.325278","-45.068056","-23.325278","1074","1093","K0646 Árvore, ca. 18 m, com flores e frutos. Abundância: 3 ind.ha-1.","UEC039815","UEC039815","Magnoliopsida",NA,"572",NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-08-20 10:11:20-03","UNICAMP","UEC","53463","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Lima, LR","Silva, AF","1985","10","24","Brazil","São Paulo","São José dos Campos",NA,"-45.964722","-22.898333","-45.964722","-22.898333",NA,NA,"flor, Árvore até 30 m, casca vermelha masculina de seiva sanguinolenta, lenho amarlo, flores cor verde com estames amarelos","UEC143053","UEC143053","Magnoliopsida",NA,"1321",NA,NA,NA,NA,"2002","05","08",NA,NA,NA,NA,NA,NA,NA
"88","2019-08-20 10:11:20-03","UNICAMP","UEC","112147","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.",NA,"Custódio-Filho, A; Kirizawa, M; Lopes, EA","1982","09","23","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"flor, Árvore 2 m alt. NV pau - sangue","UEC143060","UEC143060","Magnoliopsida",NA,"915",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-08-20 10:11:20-03","UNICAMP","UEC","112145","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Cordeiro, I","Melo, MMRF; Anastácio, A","1988","10","20","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Próximo a casa da turbina, mata da base do morro da captação","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ori, Árvore ca 15 m alt, látex vemelho. Botões esverdeados","UEC143051","UEC143051","Magnoliopsida",NA,"715",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-08-20 10:11:20-03","UNICAMP","UEC","112148","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Cordeiro, I","Barros, F","1990","12","03","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Trilha para captação de água","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"flor, Árvore ca. 15 m alt, crescendo na floresta de encosta. O tronco tem casca clara e quando ferido verte um líquido cor-de-sangue, frutos jovens verdes","UEC143056","UEC143056","Magnoliopsida",NA,"2014",NA,NA,"37574","auto","1990","12",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-08-20 10:11:20-03","UNICAMP","UEC","112146","S","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Cordeiro, I","Calasans, X; RD","1982","10","26","Brazil","São Paulo","Cananéia","No caminho para o rio pereque na reserva","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"flor, Planta rastejante","UEC143054","UEC143054","Magnoliopsida",NA,"16",NA,NA,"37574","auto","1989","12",NA,NA,NA,NA,NA,NA,NA,NA
