"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","county","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","typeStatus","previousCatalogNumber"
"450","2021-01-26 14:13:01-03","CPACT","ECT","4083","PreservedSpecimen","Plantae","Embryophyta",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","M.M.Marchi","M.M.Marchi","4416","2013","03","26",NA,"Brasil","Rio Grande do Sul","Fazenda São Miguel, área de conservação de banco de germoplasma in situ de Butia odorata, área 3 de monitoramento. Campo nativo, ecossistema de butiazal.","-51.368333","-30.545556",NA,NA,"ECT0004083","Tapes","ECT0004083","50","50","51º22'6''W","30º32'44''S",NA,NA,"2013","03",NA,"26",NA,NA,NA,NA,NA,NA
"451","2021-03-01 11:52:40-03","UFPE","UFP","66620","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Giacomin, LL","Sampaio, VS; Melo, A; Gomes, LA; Moreira, RS","16","2011","08","24",NA,"Brasil","Bahia",NA,"-40.022222","-14.276944",NA,"Arbusto com cerca de 1,50m, espinhoso, mucilagem no caule, flores pendulas de coloração branca, frutos maduros e verdes.; Floresta submontana.","UFP066620","Itagí",NA,NA,NA,"-40.022222","-14.276944",NA,NA,"2012","03",NA,NA,NA,NA,NA,NA,NA,NA
"452","2021-03-01 11:52:40-03","UFPE","UFP","74853","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Sampaio, VS","Sampaio, VS; Amorim, BS; Chagas, MA; Porto, NM","70","2012","03","07",NA,"Brasil","Paraíba",NA,"-35.6916999816895","-6.96332979202271",NA,"Arbusto aculeado, piloso, ca. de 50 cm de altura; folhas geminadas; inflorescência reduzida, flores alvas com anteras discolores; frutos imaturos verdes e os maturos de cor amarelo ovo.","UFP074853","Areia",NA,NA,NA,NA,NA,"15425","auto","2013","03",NA,"07",NA,NA,NA,NA,NA,NA
"453","2021-03-01 11:52:40-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Sampaio, VS","Sampaio, VS; Amorim, BS; Chagas, MA; Porto, NM","70","2012","03","07",NA,"Brasil","Paraíba",NA,"-35.6916999816895","-6.96332979202271",NA,"Arbusto aculeado, piloso, ca. de 50 cm de altura; folhas geminadas; inflorescência reduzida, flores alvas com anteras discolores; frutos imaturos verdes e os maturos de cor amarelo ovo.",NA,"Areia",NA,NA,NA,NA,NA,"15425","auto","2013","03",NA,"07",NA,NA,NA,NA,NA,NA
"454","2019-07-31 14:33:26-03","CPATSA","HTSA","3404","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Dias Martins, C.T.V. de; Santos, A.P.B.","126","2011","01","19",NA,"Brasil","Pernambuco","Baixa do Juazeiro","-40.271900177002","-8.99693965911865",NA,"Erva rasteira. Frutos imaturos verdes.",NA,"Lagoa Grande",NA,NA,NA,NA,NA,"55699","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2019-07-31 14:33:26-03","CPATSA","HTSA","2345","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Lima, J.L.S.","2345","1992","06","12",NA,"Brasil","Pernambuco","A 23 Km Leste margem do Rio São Francisco., Chácara São Sebastião.","-40.5008010864258","-9.39861011505127",NA,NA,NA,"Petrolina",NA,NA,NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2019-07-31 14:33:26-03","CPATSA","HTSA","4599","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Tiina Sarkinen, T.S.","Lima, J.L.S.","145","1994","06","06",NA,"Brasil","Bahia",NA,"-40.5553016662598","-11.730299949646",NA,NA,NA,"Piritiba",NA,NA,NA,NA,NA,"31230","auto","2017","03",NA,"20",NA,NA,NA,NA,NA,NA
"457","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"J. L. Clark, D. Menuz & S. Quinn","09325","2005","8","15","South America - Neotropics","Ecuador","Morona-Santiago","Bosque Protector Do Mono (managed by El CREA).","-78.1231","-2.2272",NA,"QCNE, US, silicagel",NA,"Macas",NA,"1170",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"458","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"H. D. Clarke, R. Williams, C. Perry, E. Tripp, J. Kelly, D. Gittens & S. R. Stern","10768","2003","7","11","South America - Neotropics","Guyana","Potaro-Siparuni","Mt. Wokomung, summit","-59.8616","5.06758",NA,NA,NA,NA,NA,"1560",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"459","2020-09-12 05:00:02-03","US","US","USw38330","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"B. A. Krukoff","8232",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"460","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"J. L. Clark, D. Menuz & S. Quinn","09334","2005","8","15","South America - Neotropics","Ecuador","Morona-Santiago","Bosque Protector Do Mono (managed by El CREA).","-78.1231","-2.2272",NA,"QCNE, US, silicagel",NA,"Macas",NA,"1170",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"461","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., S. Baldeon, A. Alonso, J. Santisteban, G. Valencia, K. Anderson, J. Louton, J. Pacaya V. & F. Ramos R.","19748","1997","3","10","South America - Neotropics","Peru","Cusco","Dist. Echarati: San Martin-3 Well Site. (Convención Prov. = La Convención Prov.)","-72.8683","-11.7815",NA,NA,NA,"La Convención",NA,"400","400",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"462","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"H. D. Clarke, C. Perry, E. Tripp, S. R. Stern & D. Gittens","11871","2004","6","22","South America - Neotropics","Guyana","Cuyuni-Mazaruni","Mt. Maringma, plateau below summit escarpment","-60.5879","5.20281",NA,NA,NA,NA,NA,"1610",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"463","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"H. D. Clarke, R. Williams, C. Perry, E. Tripp & J. Kelly","10622","2003","7","7","South America - Neotropics","Guyana","Potaro-Siparuni","Mt. Wokomung, Little Ayanganna, summit of highest point of Mt. Wokomung massif","-59.8406","5.0814",NA,NA,NA,NA,NA,"1660",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"464","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"K. J. Wurdack, C. Perry, E. Liverpool, P. Benjamin, C. E. Hinchliff & K. M. Redden","4325","2006","9","10","South America - Neotropics","Guyana","Potaro-Siparuni","Base/Saddle of Eagle Mountain, around the OMIA base camp.","-59.1043","5.21397",NA,NA,NA,NA,NA,"102",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"465","2020-09-12 05:00:02-03","US","US","2456949","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Nee, M. H.","J. A. Steyermark","88876","1961","1","1","South America - Neotropics","Venezuela","Bolívar","Cerro El Picacho, SE of; N of Las Nieves, 45 km N of Tumeremo. Altiplanicie de Nuria",NA,NA,NA,NA,NA,NA,NA,"100","300",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"466","2020-09-12 05:00:02-03","US","US","USw37801","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"H. H. Iltis & R. C. Koeppen","279",NA,NA,NA,"South America - Neotropics","Peru","San Martín","Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo",NA,NA,NA,NA,NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"467","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., H. Beltran, W. Nauray, L. Acurio, R. de la Colina, N. Llerena & A. Salas","21799","1998","4","18","South America - Neotropics","Peru","Cusco","Pagoreni site well","-73","-11.6833",NA,NA,NA,NA,NA,"350","350",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"468","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., H. Beltran, F. Ramirez & J. Tenteyo","20080",NA,NA,NA,"South America - Neotropics","Peru","Cusco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"469","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. M. Peterson & D. Gopaul","07473","1989","6","14","South America - Neotropics","Guyana",NA,"West Demerara District, south of Georgetown on Soesdyke-Linden Highway, 7 miles north of Loo River.","-58.22","6.33",NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"470","2020-09-12 05:00:02-03","US","US","USw37802","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"H. H. Iltis & C. M. Iltis","296",NA,NA,NA,"South America - Neotropics","Peru","San Martín","Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo",NA,NA,NA,NA,NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"471","2020-09-12 05:00:02-03","US","US","USw22201","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"M. Acosta Solis","6673",NA,NA,NA,"South America - Neotropics","Ecuador","Bolívar","Chillanes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"472","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., H. Beltran, W. Nauray, L. Acurio, R. de la Colina, N. Llerena & A. Salas","21790","1998","4","18","South America - Neotropics","Peru","Cusco","Pagoreni site well","-73","-11.6833",NA,NA,NA,NA,NA,"350","350",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"473","2020-09-12 05:00:02-03","US","US","USw38332","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"B. A. Krukoff","8232",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"474","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Acevedo-Rodriguez, E. Oliveira & L. Assis","13530","2003","9","27","South America - Neotropics","Brazil","Acre","Acre: Mun. Brasiléia. Basin of Rio Acre, Bom Futuro, 52 km W of Brasiléia on road to Assis Brasil, then 18 km on Ramal Tocandeira.","-69.029","-10.7521",NA,NA,NA,"Brasiléia",NA,"274",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"475","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. M. Peterson & D. Gopaul","07701","1989","7","1","South America - Neotropics","Guyana",NA,"Rupununi District, east slopes of Shiriri Mountain.",NA,NA,NA,NA,NA,NA,NA,"1500","2200",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"476","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., H. Beltran, R. de la Colina, W. Nauray & J. Tenteyo","23891","1998","9","2","South America - Neotropics","Peru","Cusco","Cashiriari-3 Well Site, 5.0 km south of Camisea River","-72.6517","-11.8825",NA,NA,NA,NA,NA,"700","700",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"477","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"J. J. Pipoly, G. Gharbarran & G. Samuels","10329","1987","2","2","South America - Neotropics","Guyana","Cuyuni-Mazaruni","Chi-Chi Mountains, ±4km W of Chi-Chi Falls, on tributary leading N from Mazaruni","-60.25","5.57",NA,NA,NA,NA,NA,"450",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"478","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., S. Baldeon, A. Alonso, J. Santisteban, G. Valencia, K. Anderson, J. Louton, J. Pacaya V. & F. Ramos R.","19173","1997","2","15","South America - Neotropics","Peru","Cusco","Dist. Echarati: San Martin-3 Well Site","-72.8683","-11.7815",NA,NA,NA,"La Convención",NA,"400","400",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"479","2020-09-12 05:00:02-03","US","US","USw24849","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"B. Maguire","28620",NA,NA,NA,"South America - Neotropics","Venezuela","Mérida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"480","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., P. Acevedo-Rodriguez & M. Chuspe","20795","1997","9","18","South America - Neotropics","Peru","Cusco","Las Malvinas, ca. Chokoriari, lower Urubamba River","-72.95","-11.85",NA,NA,NA,NA,NA,"400","400",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"481","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., P. Acevedo-Rodriguez & M. Chuspe","20830","1997","9","18","South America - Neotropics","Peru","Cusco","Las Malvinas, ca. Chokoriari, lower Urubamba River","-72.95","-11.85",NA,NA,NA,NA,NA,"400","400",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"482","2020-09-12 05:00:02-03","US","US","USw38316","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"B. A. Krukoff","8866",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"483","2020-09-12 05:00:02-03","US","US","USw15188","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"H. S. Irwin","2061",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"484","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Acevedo-Rodriguez, D. A. Bell, K. B. Rankin & S. F. Smith","8820","1997","1","16","South America - Neotropics","Peru","Cusco","Districto Camisea, Campamento San Martín-C, Camisea Production Unit. West of camp site.","-72.6992","-11.7856",NA,NA,NA,"Cuzco",NA,"467",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"485","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Acevedo-Rodriguez, L. Assis & E. Oliveira","13618","2003","10","1","South America - Neotropics","Brazil","Acre","Acre: Mun. Capichaba.; Basin of Rio Acre, Projeto de Assentamento Extrativista Sao Luiz do Remanso, Colocaçao Estrangeiro, 30 km w of Capixaba, then 15-21 km N on new unpaved access road.","-67.9032","-10.4937",NA,NA,NA,"Capichaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"486","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Acevedo-Rodriguez, D. A. Bell, K. B. Rankin & S. F. Smith","8810","1997","1","15","South America - Neotropics","Peru","Cusco","Districto Camisea, Campamento San Martín-C, Camisea Production Unit. West of camp.","-72.6992","-11.7856",NA,NA,NA,"Cuzco",NA,"467",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"487","2020-09-12 05:00:02-03","US","US","USw33429","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"J. Cuatrecasas","20218",NA,NA,NA,"South America - Neotropics","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"488","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Acevedo-Rodriguez, D. A. Bell, K. B. Rankin & S. F. Smith","8803","1997","1","15","South America - Neotropics","Peru","Cusco","Districto Camisea, Campamento San Martín-C, Camisea Production Unit. West of camp.","-72.6992","-11.7856",NA,NA,NA,"Cuzco",NA,"467",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"489","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., H. Beltran, R. de la Colina, W. Nauray & J. Tenteyo","23852","1998","9","2","South America - Neotropics","Peru","Cusco","Cashiriari-3 Well Site, 5.0 km south of Camisea River","-72.6517","-11.8825",NA,NA,NA,NA,NA,"700","700",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"490","2020-09-12 05:00:02-03","US","US","USw10154","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Ll. Williams","2981",NA,NA,NA,"South America - Neotropics","Peru","San Martín","Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo",NA,NA,NA,NA,NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"491","2020-09-12 05:00:02-03","US","US","USw40778","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"J. Schunke Vigo et al.","4766","1970","9","24","South America - Neotropics","Peru","San Martín","Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo",NA,NA,NA,NA,NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"492","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"J. L. Clark, D. Menuz & S. Quinn","09342","2005","8","15","South America - Neotropics","Ecuador","Morona-Santiago","Bosque Protector Do Mono (managed by El CREA).","-78.1231","-2.2272",NA,"QCNE, US, silicagel",NA,"Macas",NA,"1170",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"493","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"H. D. Clarke, R. Williams, C. Perry, E. Tripp, J. Kelly, D. Gittens & S. R. Stern","10622","2003","7","6","South America - Neotropics","Guyana","Potaro-Siparuni","Mt. Wokomung, Little Ayanganna, summit of highest point of Mt. Wokomung massif","-59.8406","5.08142",NA,NA,NA,NA,NA,"1660",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"494","2020-09-12 05:00:02-03","US","US","USw33011","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"J. Cuatrecasas","14529",NA,NA,NA,"South America - Neotropics","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"495","2020-09-12 05:00:02-03","US","US","3406453","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"L. J. Dorr & B. G. Stergios","8805","2001","1","3","South America - Neotropics","Venezuela","Trujillo","P.N. Guaramacal. Between camp in Qda. Amarillo above the Río Amarillo (W of bridge over river and Mesa de Cunaviche) (UTM 19-269899E; 1011215N) and a mesa-like area above karst outcrops (19-369690E; 1011252N).",NA,NA,NA,"MY, NY, PORT, US",NA,"Boconó",NA,"1200","1400",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"496","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Acevedo-Rodriguez, T. Menezes, M. Lima, F. Ramos & F. C. Walthier","13676","2003","10","4","South America - Neotropics","Brazil","Acre","Acre: Mun. Acrelândia. Basin of Rio Abuna, Projeto de Assentamento Extrativista Porto Dias, Colocaçao Palhau, 108 km E of Rio Branco on BR-364, then 30 km S on side road.","-66.772","-10.0103",NA,NA,NA,"Acrelândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"497","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., P. Acevedo-Rodriguez & M. Chuspe","20824","1997","9","18","South America - Neotropics","Peru","Cusco","Las Malvinas, ca. Chokoriari, lower Urubamba River","-72.95","-11.85",NA,NA,NA,NA,NA,"400","400",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"498","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., P. Acevedo-Rodriguez & M. Chuspe","20748","1997","9","18","South America - Neotropics","Peru","Cusco","Las Malvinas, ca. Chokoriari, lower Urubamba River","-72.95","-11.85",NA,NA,NA,NA,NA,"400","400",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"499","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., P. Acevedo-Rodriguez & M. Chuspe","20751","1997","9","18","South America - Neotropics","Peru","Cusco","Las Malvinas, ca. Chokoriari, lower Urubamba River","-72.95","-11.85",NA,NA,NA,NA,NA,"400","400",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"500","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., R. de la Colina, W. Nauray & L. Acurio","24097","1998","10","2","South America - Neotropics","Peru","Cusco","Pagoreni well site, near Río Camisea","-72.9027","-11.7061",NA,NA,NA,NA,NA,"474","474",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"501","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"K. J. Wurdack, C. Perry, E. Liverpool, P. Benjamin, C. E. Hinchliff & K. M. Redden","4355","2006","9","11","South America - Neotropics","Guyana","Potaro-Siparuni","Eagle Mountain. OMIA Mining Camp and adjacent areas.","-59.1163","5.20511",NA,NA,NA,NA,NA,"383",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"502","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"P. Nuñez V., H. Beltran, W. Nauray, L. Acurio, R. de la Colina, N. Llerena & A. Salas","21650","1998","4","18","South America - Neotropics","Peru","Cusco","Pagoreni site well","-73","-11.6833",NA,NA,NA,NA,NA,"350","350",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
