"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","fieldNumber","preparationType","continentOcean","individualCount","class","order","monthIdentified","typeStatus","dayIdentified","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-01 16:40:16-03","UNICAMP","UEC","77371","S","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Yamamoto, K; et al.","26751","1992","06","10","Brazil","São Paulo","Campos do Jordão","Morro do Elefante.","-45.5900001525879","-22.7299995422363","21048","auto","Magnoliopsida","Zappi, DC","2007",NA,NA,NA,NA,"Arvoreta ca. 2,0m de altura; frutos imaturos amarelo, mata, próximo a curso d'água.","UEC112780","UEC112780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:40:16-03","UNICAMP","UEC","67979","S","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Tamashiro, JY; Santos, FAM; Goldenberg, R; Belinello, R","533","1994","08","17","Brazil","São Paulo","São Bento Do Sapucaí","Morro do Baú","-45.7299995422363","-22.6800003051758","18089","auto","Magnoliopsida","Zappi, DC","2007",NA,NA,NA,NA,"Arvoreta de 5m., frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-11-02 09:38:07-02","MNHN","RECOLNAT_MNHN_P","P02272968","PreservedSpecimen",NA,"Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Glaziou, A.",NA,"1883",NA,NA,"Brésil",NA,NA,"Plantes des environs de Rio-de-Janeiro et d'Ouro-Preto, Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02272968' target='other'> <mi>dwc_moreinfo</mi></a>","P02272968","P02272968_01","14902","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-11-07 04:13:59-02","MNHN","RECOLNAT_MNHN_P","P03985268","PreservedSpecimen",NA,"Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Glaziou, A.",NA,"1884","2","22","Brésil",NA,NA,"Rio Janeiro, Petropolis, près de la cascade d'Itamaraty",NA,NA,NA,NA,NA,"Bruniera",NA,NA,NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03985268' target='other'> <mi>dwc_moreinfo</mi></a>","P03985268","P03985268_01 P03985268_02","14902","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-09-04 14:19:25-03","MNHN","RECOLNAT_MNHN_P","P03985269","PreservedSpecimen",NA,"Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Glaziou, A.",NA,"1884","2","22","Brésil",NA,NA,"Rio Janeiro, Petropolis, près de la cascade d'Itamaraty",NA,NA,NA,NA,NA,"Bruniera",NA,NA,NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03985269' target='other'> <mi>dwc_moreinfo</mi></a>","P03985269","P03985269_01 P03985269_02","14902","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2015-09-04 14:19:25-03","MNHN","RECOLNAT_MNHN_P","P03985270","PreservedSpecimen",NA,"Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Glaziou",NA,"1883","10","26","Brasil","Rio de Janeiro",NA,"Petrópolis prés le Cachambú.",NA,NA,NA,NA,NA,"Bruniera",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03985270' target='other'> <mi>dwc_moreinfo</mi></a>","P03985270","P03985270_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-09-04 14:15:57-03","MNHN","RECOLNAT_MNHN_P","P04008535","PreservedSpecimen",NA,"Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Glaziou, A.",NA,"1882","4","4","Brasil","Espírito Santo",NA,"Serra de Mambucaba.",NA,NA,NA,NA,NA,"Bruniera",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04008535' target='other'> <mi>dwc_moreinfo</mi></a>","P04008535","P04008535_01","12761 A","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:41:08-03","UFMG","BHCB","52655","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Kamino, LHY; França, GS; Stehmann, JR","55","2000","06","21","Brasil","Minas Gerais","Camanducaia","Fazenda São José.","-46.004444","-22.755",NA,NA,"Dicotyledon",NA,NA,"-46.004444","-22.755","1400","1400","Arbusto Interior de mata Frutos imaturos verdes",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:41:08-03","UFMG","BHCB","63546","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Krieger, L","10845","1971","10","30","Brasil","Minas Gerais","Entre Rios de Minas",NA,"-44.065601348877","-20.6707992553711","20620","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-11 11:41:08-03","UFMG","BHCB","59002","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","França, GS; Stehmann, JR","268","2001","04","20","Brasil","Minas Gerais","Camanducaia","Mata do Altair.","-46.1446990966797","-22.7553005218506","22140","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,"Arbóreo, sp.2, nº 1109",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:41:08-03","UFMG","BHCB","10927","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Sousa, HC; et al.","s.n.","1987","11","19","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","30417","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-07-06 08:13:00-03","MO","MOBOT","100986229","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","C.P. Bruniera|F.G. Trindade|J.V.S. Castelar|V.X.B. Silva|W. da Silva","Bruniera 702","2012","3","27","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Trilha dos Três Picos.","-44.6144444","-22.4338889",NA,NA,NA,"C.P. Bruniera & Zappi",NA,NA,NA,"1078.00000000",NA,NA,NA,NA,NA,NA,"South America","1",NA,NA,NA,NA,NA,NA,NA
"23","2012-12-20 13:37:00-02","MO","MOBOT","3234789","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Braga","Braga 7374","2004","1","29","Brazil","Rio de Janeiro",NA,"Recreio dos Bandeirantes, Prainha, Área de Protecão Ambeintal da Prainha, proximidades do topo do morro da Boa Vista,",NA,NA,NA,NA,NA,"C. Bruniera (SPFR)",NA,NA,NA,"320.00000000",NA,NA,NA,NA,NA,NA,"South America","1",NA,NA,NA,NA,NA,NA,NA
"24","2014-04-30 13:29:00-03","MO","MOBOT","3235097","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","L.H.Y. Kamino|G. S. França|J.R. Stehmann","Kamino 58","2000","6","21","Brazil","Minas Gerais","Camanducaia","Fazenda São José.","-46.1044444","-22.755",NA,NA,NA,"C.P. Bruniera (SPFR)",NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,"South America","1",NA,NA,NA,NA,NA,NA,NA
"25","2012-12-20 14:02:00-02","MO","MOBOT","3235757","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Braga","Braga 7231","2003","10","29","Brazil","Rio de Janeiro",NA,"Parque Municipal Ecológico da Prainha, proximidades do topo do morro da Boa Vista.",NA,NA,NA,NA,NA,"C. Bruniera (SPFR)",NA,NA,NA,"330.00000000",NA,NA,NA,NA,NA,NA,"South America","1",NA,NA,NA,NA,NA,NA,NA
"26","2014-12-13 22:00:00-02","MO","MOBOT","3239422","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","G. S. França|J.R. Stehmann","França 268","2001","4","20","Brazil","Minas Gerais","Camanducaia","Mata do Altair.","-45.9316667","-22.7108333",NA,NA,NA,"C.P. Bruniera (SPFR)",NA,NA,NA,"1900.00000000",NA,NA,NA,NA,NA,NA,"South America","1",NA,NA,NA,NA,NA,NA,NA
"27","2012-12-27 11:55:00-02","MO","MOBOT","100553488","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","R. Marquete","Marquete 1287","1993","10","20","Brazil","Rio de Janeiro","Parati","Apa-cairucu, Morro do Carrapato.","-44.7131004333496","-23.2178001403809","34470","auto",NA,"C.P. Bruniera (SPFR)",NA,NA,NA,"140.00000000","180.00000000",NA,NA,NA,NA,NA,"South America","1",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 11:51:53-03","UFPE","UFP","38060","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","L.Rossi; O.T.Oyakawa","UFP1531","1994","06","24","Brasil","Rio de Janeiro","Resende",NA,"-44.4467010498047","-22.468900680542","36089","auto",NA,"D.Zappi","1999",NA,NA,NA,NA,"Arbusto no interior da mata, frutos laranja forte.; Arbusto no interior da mata, frutos laranja forte.","UFP038060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","2341212","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","-- Segadas-Vianna","2941","1951","3",NA,"Brazil","São Paulo",NA,"Barreiro Co., Serra da Bocaina, Lageado Farm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600",NA,NA,"US02743415","US02743415_01",NA,NA,"South America - Neotropics","1","Dicotyledonae","Rubiales",NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","3028580","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","D. Sucre & P. I. S. Braga","534","1968","10","12","Brazil","Rio de Janeiro",NA,"RS. Petropolis, Rocinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"900",NA,NA,"US02743414","US02743414_01",NA,NA,"South America - Neotropics","1","Dicotyledonae","Rubiales",NA,NA,NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","2341211","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","-- Segadas-Vianna","2940","1951","3",NA,"Brazil","São Paulo",NA,"Barreiro Co., Serra da Bocaina, Lageado Farm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600",NA,NA,"US02743416","US02743416_01",NA,NA,"South America - Neotropics","1","Dicotyledonae","Rubiales",NA,NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","3212120","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","D. Araujo","7804",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Mun. S. Pedro d'Aldeia, Serra de Sapiatiba, mata secundária",NA,NA,NA,NA,NA,NA,NA,NA,NA,"300",NA,NA,"US02743413","US02743413_01",NA,NA,"South America - Neotropics","1","Dicotyledonae","Rubiales",NA,NA,NA,NA,NA
"33","2019-11-13 11:30:32-03","USP","SPF","37113","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","angustifolia","Rudgea angustifolia","Müll.Arg.","Pirani, JR","CFCR7313","1984","12","20","Brasil","Bahia","Lençóis","Rio Mucugezinho. Próx a BR-242, em direção à serra Brejão. Próximo ao Morro do Pai Inácio.","-41.3899993896484","-12.563099861145","47385","auto",NA,"Zappi, DC","2006",NA,NA,"1000","1000",NA,"SPF00037113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:30:34-03","USP","SPF","145279","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Costa, CB","443","2000","12","06","Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.471111","-22.685",NA,NA,NA,"Zappi, DC","2006","-45.471111","-22.685","1900","1900",NA,"SPF00145279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-13 11:30:34-03","USP","SPF","149101","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Pirani, JR","4899","2001","10","20","Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.888889","-23.656964",NA,NA,NA,"Zappi, DC","2001","-45.888889","-23.656964",NA,NA,NA,"SPF00149101",NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA
"36","2019-11-13 11:30:34-03","USP","SPF","99512","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","Tamashiro, JY","533","1994","08","17","Brasil","São Paulo","São Bento do Sapucaí","Morro do Baú.","-45.7299995422363","-22.6800003051758","18089","auto",NA,"Zappi, DC","2006",NA,NA,NA,NA,NA,"SPF00099512",NA,NA,NA,NA,NA,NA,NA,"08",NA,NA,NA,NA
"37","2019-01-23 11:12:14-02","F","FMNH-SEEDPLANTS","V0070954F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","alibertioides","Rudgea alibertioides",NA,"A. Glaziou","14902",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"V0070954F","V0070954F_01",NA,NA,"South America",NA,"Dicotyledoneae",NA,NA,"Isotype",NA,NA,NA
"38","2019-09-04 18:34:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rubiaceae","Rudgea","angustifolia","Rudgea angustifolia",NA,"J. H. F. Link",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"Dicotyledoneae",NA,NA,"Type [status unknown]",NA,NA,NA
"39","2015-04-09 13:25:23-03","F","FMNH-SEEDPLANTS","V0293395F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","angustifolia","Rudgea angustifolia",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"V0293395F","V0293395F_01",NA,NA,"South America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"40","2015-04-09 13:25:24-03","F","FMNH-SEEDPLANTS","V0293398F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","angustifolia","Rudgea angustifolia",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"V0293398F","V0293398F_01",NA,NA,"South America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"41","2015-04-09 13:32:16-03","F","FMNH-SEEDPLANTS","V0293982F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"V0293982F","V0293982F_01",NA,NA,"South America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"42","2015-04-09 13:32:16-03","F","FMNH-SEEDPLANTS","V0293983F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"V0293983F","V0293983F_01",NA,NA,"South America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"43","2015-04-09 13:32:17-03","F","FMNH-SEEDPLANTS","V0293984F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"V0293984F","V0293984F_01",NA,NA,"South America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"44","2019-06-24 08:11:42-03","IAC","IAC","28364","S","Plantae","Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","triflora","Rudgea triflora","Benth.","J.R. Mattos (1)","15809","1974","04","23","Brasil","São Paulo","Campos do Jordão","Parque Estadual","-45.5914","-22.7394",NA,NA,NA,"S.L. Jung-Mendaçolli","2004","-45.5914","-22.7394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,"06",NA,NA
"45","2020-02-20 14:37:31-03","IAC","IAC","28307","S","Plantae","Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","triflora","Rudgea triflora","Benth.","M. Kuhlmann","3958","1956","10","05","Brasil","São Paulo","Anhembi","Fazenda Barreiro Rico","-48.1272","-22.7894",NA,NA,NA,"S.L. Jung-Mendaçolli","2004","-48.1272","-22.7894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,"21",NA,NA
"46","2019-06-24 08:11:42-03","IAC","IAC","28539","S","Plantae","Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","triflora","Rudgea triflora","Benth.","M. Kuhlmann","s/nº","1949","11","22","Brasil","São Paulo","Campos do Jordão","Umuarama","-45.5914","-22.7394",NA,NA,NA,"S.L. Jung-Mendaçolli","2004","-45.5914","-22.7394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,"06",NA,NA
"47","2020-02-20 14:37:31-03","IAC","IAC","31363","S","Plantae","Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","triflora","Rudgea triflora","Benth.","L. Krieger","10845","1971","10","30","Brasil","Minas Gerais","Entre Rios de Minas","Fazenda da Pedra","-44.0656","-20.6708",NA,NA,NA,"S.L. Jung-Mendaçolli",NA,"-44.0656","-20.6708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-02-20 14:37:31-03","IAC","IAC","44290","S","Plantae","Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","triflora","Rudgea triflora","Benth.","M. Kuhlmann","2072","1949","11","22","Brasil","São Paulo",NA,"Umuarama - Campos do Jordão",NA,NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,"21",NA,NA
"49","2020-07-23 12:21:22-03","CEPLAC","CEPEC","99440","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora",NA,"J. M. A. Braga","7231","2003","10","29","Brasil","Rio de Janeiro","rio de janeiro","Parque Municipal Ecológico da Prainha, proximidades do topo do morro da Boa Vista.","-43.2075004577637","-22.9027996063232","57442","auto",NA,"C. P. Bruniera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18/03/2011",NA
"50","2016-08-23 11:00:14-03","NHMLondon","NHM-LONDON-BOT","BM000043438","S","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","Benth.","George Gardner; b.1812; d.1849; Gardner","5741","1841","03",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Daniela Cristina Zappi; b.1965; Zappi","2002",NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/487ffd46aa032e1074133ab81f889a72089931d1/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,"NHMUK:ecatalogue:548880"
"51","2021-03-04 15:46:11-03","IF","SPSF","37528","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","(Spreng.) Tul.","C. de Moura & F. A. R. D. P. Arzolla & F.E.S.P.Vilela & G.C.R.de Paula","121","2007","11","08","Brasil","SP","Guarulhos","Parque Estadual da Cantareira, Núcleo Cabuçú","-46.531944","-23.391667",NA,NA,"Magnoliophyta","J.A.Pastore","2008",NA,NA,"815","815","COLETA: Árvore, 5 metros, frutos maduros negros, receptáculo de coloração laranja.; GEOGRAFIA: Trilha da Cachoeira.;",NA,NA,NA,NA,"América do Sul",NA,"Magnoliopsida","Rubiales","10",NA,"02",NA,NA
"52","2021-03-04 15:46:11-03","IF","SPSF","40023","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","triflora","Rudgea triflora","(Spreng.) Tul.","F.M.Souza & R.C.Sousa & H.F.A.Pereira & R.L.M.Garcia","955","2007","10","22","Brasil","SP","São Paulo","Parque Estadual do Jaraguá","-46.768611","-23.473056",NA,NA,"Magnoliophyta","G.A.D.C. Franco","2008",NA,NA,"801","801","COLETA: Árvore, 8m. Frutos imaturos verdes e maduros vináceos-escuros.; GEOGRAFIA: Trilha das Garças;",NA,NA,NA,NA,"América do Sul",NA,"Magnoliopsida","Rubiales","03",NA,"24",NA,NA
