"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","typeStatus","class","individualCount","relatedCatalogItem"
"48","2020-12-11 11:33:45-03","UFMG","BHCB","13816","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia","Less.","Ferreira, GA","s.n.","1988","10","02","Southern America","Brasil","Minas Gerais","Serra de Ouro Branco., Vertente sul.","1150","1150",NA,"Campo rupestre. Herbáceo.",NA,NA,NA,NA,NA,"Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA
"49","2021-02-11 17:18:13-03","UFPR","UPCB","14545","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia","Less.","Hatschbach, G.","51220","1987","03","22",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Capítulo lilás. Campo rupestre, solo arenoso. Alt. 1300 m.s.n.m..",NA,NA,"Robinson, H.","1987","01","São Tomé das Letras","-44.9852981567383","-21.7222003936768",NA,NA,"01","16076","auto",NA,NA,NA,NA,NA
"50","2020-04-24 12:31:15-03","UFG","UFG","61543","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","Mendonça, J.G.F.; et al.","106","2015","09","13",NA,"Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio","1840","1840",NA,"Erva, 60cm. campo de altitude. Folhas discolores com tricomas alvos na face abaxial. Inflorescência lilás, papus alvo.","UFG0061543","UFG0061543","A.M. Teles","2017","02","Baependi","-44.743333","-22.116944","-44.743333","-22.116944","10",NA,NA,NA,NA,NA,NA,NA
"51","2020-04-24 12:31:15-03","UFG","UFG","61550","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","Mendonça, J.G.F.; et al.","17","2015","05","25",NA,"Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio","1950","1950",NA,"Erva, 15cm. Campo de Altitude. Pedúnculo alvo, flores do raio alvas e flores do disco bege.","UFG0061550","UFG0061550",NA,NA,NA,"Baependi","-44.721389","-22.131111","-44.721389","-22.131111",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","3499431","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","B. L. Stannard, T. Silva & W. Ganev","H52764","1992","3","21","South America - Neotropics","Brazil","Bahia","Campos Rupestres do Brasil, Mun. Abaira: Bicota","1400","1750",NA,NA,"US01631233","US01631233_01",NA,NA,NA,NA,"-41.85","13.33",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"53","2020-09-12 05:00:02-03","US","US","3220490","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","E. Tenorio","76-1595","1978","5","26","South America - Neotropics","Brazil","Minas Gerais","Reserva do Clube Nautico de Agua Limpa (mun. Nova Lima) Minas Gerais","1400",NA,NA,NA,"US01631229","US01631229_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"54","2020-09-12 05:00:02-03","US","US","3062423","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","G. Hatschbach, M. M. Hatschbach, A. C. Cervi & O. Guimarães","51220","1987","3","22","South America - Neotropics","Brazil","Minas Gerais","S. Tome das Letras, arredores, Minas Gerais","1300",NA,NA,NA,"US01631231","US01631231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"55","2020-09-12 05:00:02-03","US","US","3083675","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","F. Ferreira, G. Smith, N. F. F. MacLeish & J. G. Stutts","948","1980","10","6","South America - Neotropics","Brazil","Minas Gerais","Serra do Cipo, on road to Chapeu de Sol from Diamantina, about 20 km from Chapeu de Sol","1350",NA,NA,NA,"US01631230","US01631230_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"56","2020-09-12 05:00:02-03","US","US","2985425","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","G. Hatschbach","46524","1983","5","17","South America - Neotropics","Brazil","Bahia","Aeroporto (mun. Rio de Contas) Bahia","1100",NA,NA,NA,"US01631238","US01631238_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"57","2020-09-12 05:00:02-03","US","US","3499421","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","B. L. Stannard, W. Ganev & R. Queiroz","H51561","1992","2","24","South America","Brazil","Bahia","Campos Rupestres do Brasil, Mun. Abaira: Cachoeira das Anaguas","1500",NA,NA,NA,"US01631234","US01631234_01",NA,NA,NA,NA,"-41.88","-13.27",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"58","2020-09-12 05:00:02-03","US","US","2197204","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","A. Macedo","3767","1952","9","5","South America - Neotropics","Brazil","Minas Gerais","Serra do Cipo, Municipio Mato Dentre, Estado Minas",NA,NA,NA,NA,"US01631237","US01631237_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"59","2020-09-12 05:00:02-03","US","US","2922387","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","R. M. King & L. E. Bishop","8759A","1981","2","1","South America - Neotropics","Brazil","Bahia","Bahia: from road 8 Km, along road S of Mucuge, 2-5 Km. E along base of Mountain","853","914",NA,NA,"US01631242","US01631242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"60","2020-09-12 05:00:02-03","US","US","2124279","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","M. Magalhães","3050","1942","7","25","South America - Neotropics","Brazil","Minas Gerais","Canga, Serra do Curral, municipio de Nova Lima",NA,NA,NA,NA,"US01631240","US01631240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"61","2020-09-12 05:00:02-03","US","US","3497391","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","F. Ferreira, G. Smith, N. F. F. MacLeish & J. G. Stutts","948","1980","10","6","South America - Neotropics","Brazil","Minas Gerais","Serra do Cipo, on road to Chapeu de Sol from Diamantina, about 20 km from Chapeu de Sol","1350",NA,NA,NA,"US01631232","US01631232_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"62","2020-09-12 05:00:02-03","US","US","2027459","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","A. Duarte","2002","1949","12","3","South America - Neotropics","Brazil",NA,"Serra do Cipo, Palacio K.",NA,NA,NA,NA,"US01631236","US01631236_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"63","2020-09-12 05:00:02-03","US","US","2197195","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","A. Macedo","3753","1952","9","5","South America - Neotropics","Brazil","Minas Gerais","Serra do Cipo, Municipio Mato Dentre, Esatdo Minas [interpreted]",NA,NA,NA,NA,"US01631239","US01631239_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"64","2020-09-12 05:00:02-03","US","US","2197938","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","L. B. Smith, F. Segadas-Vianna, A. Magnanini, W. A. Egler & et al.","7049","1952","4","29","South America - Neotropics","Brazil","Minas Gerais","Municipio Jaboticatubas, Serra do Cipo, Chapeu de Sol","1000",NA,NA,NA,"US01631241","US01631241_01",NA,NA,NA,NA,"-43.95","-19.67",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"65","2020-09-12 05:00:02-03","US","US","3499770","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","W. Ganev","3348",NA,NA,NA,"South America","Brazil","Bahia","Municipio de Abaira: Boa Vista, acima do Capao do mel","1250",NA,NA,NA,"US01631235","US01631235_01",NA,NA,NA,NA,"-41.83","-13.32",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"66","2019-10-07 09:11:38-03","UEFS","HUEFS","14742","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Ganev, W.","2155","1993","08","30",NA,"Brasil","Bahia",NA,"1200","1200",NA,NA,"HUEFS0014742","HUEFS0014742","N.Roque","2003","11","Rio de Contas","-42.333333","-13.833333","42W20'","13S50'",NA,NA,NA,NA,NA,"Asteranae",NA,NA
"67","2019-10-07 09:11:38-03","UEFS","HUEFS","122989","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Funch, R.","335","2004","11","14",NA,"Brasil","Bahia","Morro do Sabarú.",NA,NA,NA,"Transição campo rupestre-cerrado.","HUEFS0122989","HUEFS0122989","H.A.Ogasawara","2013","03","Palmeiras","-41.570833","-12.6275","41W34'15''","12S37'39''",NA,NA,NA,NA,NA,"Asteranae",NA,NA
"68","2019-10-07 09:11:38-03","UEFS","HUEFS","156556","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Queiroz, L.P.de","14538","2009","05","04",NA,"Brasil","Bahia","Guiné. Serra do Esbarrancado.","1142","1142",NA,"Campo rupestre.","HUEFS0156556","HUEFS0156556","H.A.Ogasawara","2011","11","Mucugê","-41.511944","-12.759167","41W30'43''","12S45'33''",NA,NA,NA,NA,NA,"Asteranae",NA,NA
"69","2019-10-07 09:11:38-03","UEFS","HUEFS","18093","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Ganev, W.","3348","1994","06","11",NA,"Brasil","Bahia",NA,"1250","1250",NA,NA,"HUEFS0018093","HUEFS0018093","N.Roque","2003","11","Abaíra","-41.833333","-13.316667","41W50'","13S19'",NA,NA,NA,NA,NA,"Asteranae",NA,NA
"70","2019-10-07 09:11:38-03","UEFS","HUEFS","47604","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Harley, R.M.","53910","2000","05","07",NA,"Brasil","Bahia","Subida para a Capela Bom Jesus.",NA,NA,NA,"Cerrado.","HUEFS0047604","HUEFS0047604","N.Roque","2003","11","Rio de Contas","-41.95","-13.55","41W57'","13S33'",NA,NA,NA,NA,NA,"Asteranae",NA,NA
"71","2019-10-07 09:11:38-03","UEFS","HUEFS","53660","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Stannard, B.","H52764","1992","03","21",NA,"Brasil","Bahia","Bicota.","1400","1750",NA,"Sobre rochas.","HUEFS0053660","HUEFS0053660","N.Roque","2003","11","Abaíra","-41.85","-13.333333","41W51'","13S20'",NA,NA,NA,NA,NA,"Asteranae",NA,NA
"72","2019-10-07 09:11:38-03","UEFS","HUEFS","58866","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Stannard, B.","H51561","1992","02","24",NA,"Brasil","Bahia","Cachoeira das Anáguas.","1500","1500",NA,NA,"HUEFS0058866","HUEFS0058866","N.Roque","2003","11","Abaíra","-41.883333","-13.266667","41W53'","13S16'",NA,NA,NA,NA,NA,"Asteranae",NA,NA
"73","2021-03-04 11:15:06-03","UEFS","HUEFS","74806","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Lam.) H.Rob.","Giulietti, A.M.","2370","2002","04","19",NA,"Brasil","Bahia","Kaiambola, Serra de Mesa.","1549","1549",NA,"Campo rupestre.","HUEFS0074806","HUEFS0074806","H.A.Ogasawara","2012","07","Rio de Contas","-41.878611","-13.396389","41W52'43''","13S23'47''",NA,NA,NA,NA,NA,"Asteranae",NA,NA
"74","2019-10-07 09:11:38-03","UEFS","HUEFS","79831","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Harley, R.M.","54429","2001","05","26",NA,"Brasil","Bahia","0,7 Km de Fazendola.","1075","1075",NA,"Cerrado, beira de estrada.","HUEFS0079831","HUEFS0079831","H.A.Ogasawara","2013","03","Rio de Contas","-41.87","-13.446667","41W52'12''","13S26'48''",NA,NA,NA,NA,NA,"Asteranae",NA,NA
"75","2019-09-04 18:52:00-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia",NA,"F. Sellow","785","1818",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]","Dicotyledoneae",NA,NA
"76","2020-07-23 11:59:13-03","CEPLAC","CEPEC","87625","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius",NA,"B. Stannard","52764","1992","03","21",NA,"Brasil","Bahia","Bicota.",NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas",NA,NA,"ABAÍRA","-41.85","13.333333","41W51'","13N20'",NA,NA,NA,NA,NA,NA,NA,"30/12/2000"
"77","2020-07-23 11:59:13-03","CEPLAC","CEPEC","34250","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius",NA,"G. Hatschbach","46524","1983","05","17",NA,"Brasil","Bahia","Aeroporto.",NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas",NA,NA,"RIO DE CONTAS","-41.8114013671875","-13.5789003372192","0W0'0","0S0'0",NA,"49773","auto",NA,NA,NA,NA,"30/12/1984"
"78","2020-07-23 11:59:13-03","CEPLAC","CEPEC","85395","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius",NA,"A. M. Amorim","2790","1999","04","12",NA,"Brasil","Bahia","Pico do Itobira, efetuada na trilha p/ o Pico.",NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas",NA,NA,"RIO DE CONTAS","-41.8114013671875","-13.5789003372192",NA,NA,NA,"49773","auto",NA,NA,NA,NA,"28/10/2002"
"79","2019-11-13 16:04:30-03","UNISANTA","HUSC","10346","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Sampaio, P.S.P.; Castro, J.C.","1077","2015","04","20",NA,"Brasil","Minas Gerais","Trilha do defunto, depois do campo de futebol em direção ao Pico do Gavião.","1300","1300",NA,"Erva com 30cm de altura, flores lilases.; Campo Rupestre.",NA,NA,"Teles, A.","2015","04","São Thomé das Letras","-44.978264","-21.717922","-44.978264","-21.717922",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-13 16:04:30-03","UNISANTA","HUSC","10340","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Sampaio, P.S.P.","1071","2015","04","18",NA,"Brasil","Minas Gerais","Trilha do defunto, depois do campo de futebol em direção ao Pico do Gavião.","1300","1300",NA,"Erva com 10cm de altura, flores com pétalas violeta.; Campo Rupestre.",NA,NA,"Teles, A.","2015","04","São Thomé das Letras","-44.978264","-21.717922","-44.978264","-21.717922",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-01 14:54:10-03","UnB","UB","132839","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Anderson, WR","36205","1972","02","18","Southern America","Brasil","Minas Gerais","Serra do Cipó","1225","1225",NA,"Corolla purple-pink.; Stems from a thick underground base.; Sandy campo. Rocky campo and cerrado, sloping down to wet-sand meadow adjacent to gallery forest along stream; sandy soil and sandstone outcrops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-05-06 11:53:37-03","UFU","HUFU","42581","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Paula, C.C. de; Aniceto, D. & Siva, R.R. da","157","2002","07","13",NA,"Brasil","Minas Gerais","Serra do Ouro Branco, Área 1.",NA,NA,NA,"Saxicola. Herbácea, ca. 0,5 m. Folhas verdes.; Campo de Velozia.","HUFU00047587","HUFU00047587","Nakajima, J.N.","2016","03","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA
"83","2019-05-06 11:53:37-03","UFU","HUFU","56885","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Souza, V.C.; Sakuragui, C.M.","2036","1992","10","11",NA,"Brasil","Minas Gerais","Serra do Ouro Branco, Cerca de 10km da cidade.",NA,NA,NA,"Subarbusto, ca. 0,6 m. Capítulos roxo-escuros.; Campo arenoso.","HUFU00047588","HUFU00047588","Nakajima, J.N.","2016","03","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA
"84","2019-05-06 11:53:37-03","UFU","HUFU","42582","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Paula, C.C. de; Aniceto, D. & Siva, R.R. da","207","2002","08","04",NA,"Brasil","Minas Gerais","Serra do Ouro Branco, Área 2.",NA,NA,NA,"Herbácea, ca. 0,7 m. Folhas com face abaxial cinza, pétalas lilás, folhas aromáticas.; Campo graminóide.","HUFU00047591","HUFU00047591","Nakajima, J.N.","2016","03","Ouro Branco","-43.639167","-20.506111","-43.639167","-20.506111",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-05-06 11:53:37-03","UFU","HUFU","43036","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Paula, C.C. de; Aniceto, D. & Silva, R.R. da","310","2002","09","21",NA,"Brasil","Minas Gerais","Serra do Ouro Branco, Área 2.",NA,NA,NA,"Herbácea, ca. 0,5 m. Folhas verdes, pétalas lilás.; Afloramento rochoso.","HUFU00047586","HUFU00047586","Nakajima, J.N.","2016","03","Ouro Branco","-43.638889","-20.506111","-43.638889","-20.506111",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-05-06 11:53:37-03","UFU","HUFU","49778","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Rosa, P.O.; Santos, A.P.N.; Nakajima, J.N. & Mello, F.N.A.","901","2007","10","17",NA,"Brasil","Minas Gerais","Estrada para Lavras Novas",NA,NA,NA,"Subarbusto, ca. 0,8 m. Brácteas verdes, corola e ramos do estilete magenta.; Campo rupestre.","HUFU00047590","HUFU00047590","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-05-06 11:53:37-03","UFU","HUFU","50081","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Santos, A.P.M.; Rosa, P.O.; Nakajima, J.N. & Mello, F.N.A.","436","2007","10","18",NA,"Brasil","Minas Gerais","Estrada entre Ouro Preto - Lavras Novas","1290","1290",NA,"Subarbusto, ca. 0,4 m. Brácteas vinho, corola e anteras roxas.; Campo rupestre.","HUFU00047589","HUFU00047589","Nakajima, J.N.","2016","03",NA,"-43.55","-20.447222","-43.55","-20.447222",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-05-06 11:53:37-03","UFU","HUFU","72249","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Sampaio, P.S.P.","1071","2015","04","18",NA,"Brasil","Minas Gerais","Trilha da Defunto., Depois do campo de futebol em direção ao Pico do Gavião.","1300","1300",NA,"Erva com 10 cm de alt., flores com pétalas violeta.; Campo rupestre.","HUFU00059816","HUFU00059816","Teles, A.","2015","04","São Thomé das Letras","-44.978333","-21.718056","-44.978333","-21.718056",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-08-08 09:59:15-03","UFU","HUFU","78394","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Pedrosa, L.G.","98","2018","03","28",NA,"Brasil","Minas Gerais","Entre Falcão e Venda do Campo.",NA,NA,NA,"Subarbusto, de 15-30 cm . Flores lilases.","HUFU00075816",NA,"Nakajima, J.N.","2019","03","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"15","44599","auto",NA,NA,NA,NA,NA
"90","2017-09-11 17:08:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia","Less.","Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in Serra de Ouro branco prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
