"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount"
"93","2020-12-21 16:42:44-03","MBM","MBM","132954","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Gereau, R.E.","Solomon, J.C.",NA,NA,NA,"Bolivia","La Paz",NA,"Prov. Murillo. Calacoto. Hillsides on the north side. Below Alto Irpavi",NA,NA,NA,NA,"3300","3300","Low, spreading shrub. Mature fruits white, spongy.","MBM132954","MBM132954","14352","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA
"94","2020-12-21 16:42:44-03","MBM","MBM","141090","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Zardini, E.M.","Cabrera, A.L.; et al.; et al.",NA,NA,NA,"Argentina","San Luis",NA,"Camino de Mercedes a la Toma, a 25 km de Mercedes",NA,NA,NA,NA,NA,NA,NA,"MBM141090","MBM141090","25410","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:42:44-03","MBM","MBM","154088","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Ferraro, L.; et al.; et al.",NA,NA,NA,"Argentina","San Luis",NA,"Dep. Gnel. Pringles. Rute Prov. 9, entre Río Grande y Los Tapiales",NA,NA,NA,NA,NA,NA,NA,"MBM154088","MBM154088","4138","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:42:44-03","MBM","MBM","242681","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Schinini, A.","Seijo, G.",NA,NA,NA,"Argentina","Córdoba",NA,"Dep. Punilla. Pampa de Achala, Él Cóndor",NA,NA,NA,NA,NA,NA,"Frutos rojos. En curso de agua","MBM242681","MBM242681","1867","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:42:44-03","MBM","MBM","386882","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Barboza, E.","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2013","11","05","Brazil","Santa Catarina","Urubici","Subida para o Morro da Igreja","-49.488233","-28.055736","-49.488233","-28.055736","1155","1155","Erva prostrada, frutos roxos.","MBM386882","MBM386882","10058","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"2013","12","03",NA,NA
"98","2020-12-21 16:42:44-03","MBM","MBM","386882","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Barboza, E.","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2013","11","05","Brazil","Santa Catarina","Urubici","Subida para o Morro da Igreja","-49.488233","-28.055736","-49.488233","-28.055736","1155","1155","Erva prostrada, frutos roxos.","MBM386882","MBM386882","10058","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"2013","12","03",NA,NA
"99","2020-12-21 16:42:44-03","MBM","MBM","39158","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Zardini, E.M.","Zardini, E.M.; et al.; et al.",NA,NA,NA,"Argentina",NA,NA,"Penamar",NA,NA,NA,NA,NA,NA,"Dunas","MBM039158","MBM039158","211","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:42:44-03","MBM","MBM","48729","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Rambo, B.","Rambo, B.",NA,NA,NA,"Brazil","Rio Grande do Sul","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"In campestribus saxosis dumetosis","MBM048729","MBM048729","51318","Southern America",NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:42:44-03","MBM","MBM","169627","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Smith, S.F.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.",NA,NA,NA,"Brazil","Santa Catarina","Bom Jardim da Serra","Rod. SC-438, 3-5km O de Bom Jardim da Serra","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"Reptante, flor rosada. Campo pedregoso","MBM169627","MBM169627","60648","Southern America",NA,NA,NA,NA,"32577","auto",NA,NA,"1995",NA,NA,NA,NA
"102","2020-12-21 16:42:44-03","MBM","MBM","298521","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Hatschbach, G.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","2004","10","17","Brazil","Santa Catarina","Bom Jardim da Serra","Rod. Sc 438, 4-5km O de Bom Jardim da Serra","-49.624698638916","-28.3369007110596",NA,NA,"1150","1150","Flor alva. Campo rochoso.","MBM298521","MBM298521","78155","Southern America",NA,NA,NA,NA,"32577","auto",NA,NA,"2004",NA,NA,NA,NA
"103","2020-12-21 16:42:44-03","MBM","MBM","67646","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Hatschbach, G.","Hatschbach, G.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Imbituba","Itapiruba","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,"Das ante-dunas","MBM067646","MBM067646","41010","Southern America",NA,NA,NA,NA,"18719","auto",NA,NA,"1981",NA,NA,NA,NA
"104","2020-12-21 16:42:44-03","MBM","MBM","7377","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Smith, S.F.; L.B.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","Passo do Pupo","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Do campo esgotado, erva semi-ereta até 35 cm","MBM007377","MBM007377","17130","Southern America",NA,NA,NA,NA,"46557","auto",NA,NA,"1968",NA,NA,NA,NA
"105","2020-12-21 16:42:44-03","MBM","MBM","355926","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Cordeiro, J.; Ribas, O.S.","Barboza, E.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.; Silva, J.M.","2009","11","09","Brazil","Rio Grande do Sul","Herval","Guarda Nova","-53.3955993652344","-32.0236015319824",NA,NA,NA,NA,"Erva ruderal. Campo limpo seco","MBM355926","MBM355926","2464","Southern America",NA,NA,NA,NA,"51680","auto",NA,NA,"2009",NA,NA,NA,NA
"106","2020-12-21 16:42:44-03","MBM","MBM","203595","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Hatschbach, G.","Ribas, O.S.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.",NA,NA,NA,"Brazil","Santa Catarina","Otacílio Costa","Rod. SC-425, Palmeira","-50.121898651123","-27.4831008911133",NA,NA,NA,NA,"Ascendente, frutos rosados. Campo sujo","MBM203595","MBM203595","1182","Southern America",NA,NA,NA,NA,"48988","auto",NA,NA,"1997",NA,NA,NA,NA
"107","2020-12-21 16:42:44-03","MBM","MBM","326834","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Ribas, O.S.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","2007","02","10","Brazil","Santa Catarina","Urubici","Parque Nacional de São Joaquim","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"Ruderal","MBM326834","MBM326834","79866","Southern America",NA,NA,NA,NA,"30102","auto",NA,NA,"2009","07","21",NA,NA
"108","2020-12-21 16:42:44-03","MBM","MBM","298520","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Hatschbach, G.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","2004","10","18","Brazil","Santa Catarina","Urubici","Serra do Rio do Rastro, subida ao Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"Prostrada. Campo de altitude","MBM298520","MBM298520","78182","Southern America",NA,NA,NA,NA,"30102","auto",NA,NA,"2004",NA,NA,NA,NA
"109","2015-09-05 11:24:21-03","MNHN","RECOLNAT_MNHN_P","P00162094","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Romoleroux","Commerson, P.","1767","5",NA,"Uruguay",NA,NA,"Dans le sable de la plage de Montevideo",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00162094' target='other'> <mi>dwc_moreinfo</mi></a>","P00162094","P00162094_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"135",NA
"110","2015-09-05 09:07:06-03","MNHN","RECOLNAT_MNHN_P","P00162095","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Romoleroux","Jussieu, J. de",NA,NA,NA,"Pérou",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00162095' target='other'> <mi>dwc_moreinfo</mi></a>","P00162095","P00162095_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2015-11-06 23:22:23-02","MNHN","RECOLNAT_MNHN_P","P01819228","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Commerson, P.","1767","11",NA,"[Uruguay]",NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01819228' target='other'> <mi>dwc_moreinfo</mi></a>","P01819228","P01819228_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2015-09-05 11:24:21-03","MNHN","RECOLNAT_MNHN_P","P00162090","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.","Simpson","Bonpland, A.J.A.|de, Humboldt A.",NA,NA,NA,"pérou",NA,NA,"Crescit prope Santa Fé de Bogota, Popayan, Quito et Ayavaca, alt. 1300-1500 hex",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00162090' target='other'> <mi>dwc_moreinfo</mi></a>","P00162090","P00162090_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3476",NA
"113","2018-08-27 15:43:11-03","MNHN","RECOLNAT_MNHN_P","P00162091","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.","Simpson","Bonpland, A.J.A.|de, Humboldt A.",NA,NA,NA,"pérou",NA,NA,"Crescit prope Santa Fé de Bogota, Popayan, Quito et Ayavaca, alt. 1300-1500 hex",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00162091' target='other'> <mi>dwc_moreinfo</mi></a>","P00162091","P00162091_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3476",NA
"114","2015-09-04 04:14:45-03","MNHN","RECOLNAT_MNHN_P","P00162092","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.","Simpson","Bonpland, A.J.A.|de, Humboldt A.",NA,NA,NA,"Pérou",NA,NA,"Crescit prope Santa Fé de Bogota, Popayan, Quito et Ayavaca, alt. 1300-1500 hex",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00162092' target='other'> <mi>dwc_moreinfo</mi></a>","P00162092","P00162092_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3474",NA
"115","2015-09-05 09:07:05-03","MNHN","RECOLNAT_MNHN_P","P00162093","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.","Simpson","Bonpland, A.J.A.|de, Humboldt A.",NA,NA,NA,"Pérou",NA,NA,"Crescit prope Santa Fé de Bogota, Popayan, Quito et Ayavaca, alt. 1300-1500 hex",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00162093' target='other'> <mi>dwc_moreinfo</mi></a>","P00162093","P00162093_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3474",NA
"116","2017-05-31 16:40:58-03","MNHN","RECOLNAT_MNHN_P","P00679393","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.","Kunth","Bonpland, A.J.A.|de, Humboldt A.",NA,NA,NA,"pérou",NA,NA,"Crescit prope Santa Fé de Bogota, Popayan, Quito et Ayavaca, alt. 1300-1500 hex",NA,NA,NA,NA,NA,NA,"Spécimen d'intérêt <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00679393' target='other'> <mi>dwc_moreinfo</mi></a>","P00679393","P00679393_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3476",NA
"117","2015-09-04 04:15:49-03","MNHN","RECOLNAT_MNHN_P","P03144698","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,NA,"1880","4","1","Uruguai",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03144698' target='other'> <mi>dwc_moreinfo</mi></a>","P03144698","P03144698_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2015-09-04 04:15:49-03","MNHN","RECOLNAT_MNHN_P","P03144705","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Glaziou, A.","1892","1","12","Brasil","São Paulo",NA,"Brésil. (S. Paulo) Serra da Bocaina",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03144705' target='other'> <mi>dwc_moreinfo</mi></a>","P03144705","P03144705_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19142",NA
"119","2015-09-04 04:18:00-03","MNHN","RECOLNAT_MNHN_P","P03144724","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Nadeaud","1861","1","1","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03144724' target='other'> <mi>dwc_moreinfo</mi></a>","P03144724","P03144724_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2015-09-04 11:09:33-03","MNHN","RECOLNAT_MNHN_P","P03265213","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,NA,"1839","9","1","Brasil",NA,NA,"Brésil. Orangerie.",NA,NA,NA,NA,NA,NA,"Herbier Delacour. Reçu le 10 Avril 1970, de la Faculté de Pharmacie, Paris. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03265213' target='other'> <mi>dwc_moreinfo</mi></a>","P03265213","P03265213_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2015-09-04 04:14:05-03","MNHN","RECOLNAT_MNHN_P","P03324272","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Gaudichaud, C.","1833","1","1","Brasil","Rio Grande do Sul",NA,"Brésil. Province de Rio-Grande",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03324272' target='other'> <mi>dwc_moreinfo</mi></a>","P03324272","P03324272_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"122","2015-09-04 04:14:05-03","MNHN","RECOLNAT_MNHN_P","P03324273","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Saint-Hilaire, A.","1816","1","1","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03324273' target='other'> <mi>dwc_moreinfo</mi></a>","P03324273","P03324273_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1776",NA
"123","2015-09-04 04:14:05-03","MNHN","RECOLNAT_MNHN_P","P03324274","PreservedSpecimen",NA,"Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Saint-Hilaire","1816","1","1","Brasil","Santa Catarina",NA,"Province de Sainte-Catherine",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03324274' target='other'> <mi>dwc_moreinfo</mi></a>","P03324274","P03324274_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1776",NA
"124","2020-12-11 11:40:34-03","UFMG","BHCB","59583","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Ziller, SR; et al.",NA,NA,NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,"1897","Southern America",NA,NA,"Dicotyledon",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"125","2020-12-11 11:40:34-03","UFMG","BHCB","20010","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Hatschbach, G; Hatschbach, M; Barbosa, E","1994","04","18","Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"Campo pedregoso. Reptante. Flor rosada.",NA,NA,"60648","Southern America",NA,NA,"Dicotyledon",NA,"32577","auto",NA,NA,NA,NA,NA,NA,NA
"126","2021-02-11 17:21:29-03","UFPR","UPCB","19096","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Zardini, E.M.","Cabrera, A.L.","1974","10","24","Argentina","San Luiz",NA,"Prov. de San Luiz: camino de Mercedes a La Toma, a 25km de Mercedes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-02-11 17:21:29-03","UFPR","UPCB","8174","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Smith, L.B.","Hatschbach, G.","1967","09","08","Brasil","Paraná","Ponta Grossa","Passo do Pupo","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Erva semi-ereta, até 35cm. Campo esgotado..",NA,NA,"17130",NA,NA,NA,NA,NA,"46557","auto",NA,NA,"1970","01","01",NA,NA
"128","2021-02-11 17:21:29-03","UFPR","UPCB","30416","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Hatschbach, G.","Ribas, O.S.","1996","02","10","Brasil","Santa Catarina","Otacílio Costa","SC 425, Palmeira","-50.121898651123","-27.4831008911133",NA,NA,NA,NA,"Ascendente, fruto rosado. Campo sujo..",NA,NA,"1182",NA,NA,NA,NA,NA,"48988","auto",NA,NA,"1994","01","01",NA,NA
"129","2014-04-29 05:39:00-03","MO","MOBOT","992612","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","K. Romoleroux (QCA)","P.M. Ramsay|P.J. Merrow-Smith",NA,NA,NA,"Ecuador","Loja",NA,NA,NA,NA,NA,NA,"3100.00000000",NA,NA,NA,NA,"Ramsay 597","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2011-09-08 13:44:00-03","MO","MOBOT","100409157","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","R.L. Liesner (MO)","Balduino Rambo","1947","1","10","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda B. Velho.","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,NA,"Rambo 34597","South America",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,"1"
"131","2012-04-23 10:44:00-03","MO","MOBOT","3165932","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","K. Romoleroux","Folke Fagerlind|Per-Göran Wibom","1952","10","29","Ecuador","Chimborazo",NA,"Between Tixan and Palmira.","-78.12","-2.1",NA,NA,NA,NA,NA,NA,NA,"Fagerlind 807","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2008-05-27 22:02:00-03","MO","MOBOT","66036","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","K. Romoleroux (QCA)","L. Ellemann","1989","1","30","Ecuador","Loja",NA,"Jera 10 north of Saraguro. Information of local name and use: Maríe Christine Bermeo, Saraguro-indian. LE209-212.","-79.23333","-3.4",NA,NA,"2400.00000000",NA,NA,NA,NA,"Ellemann 66923","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2011-06-10 05:37:00-03","MO","MOBOT","1599017","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Carlos E. Cerón","1991","5","6","Ecuador","Cañar","Azogues","Parroquia Solano. Bosque muy húmedo Montano Bajo. Informantes: R.E.M. Raniou.","-78.10555","-2.80666",NA,NA,"2630.00000000",NA,NA,NA,NA,"Cerón Martínez 14620","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3"
"134","2008-05-27 22:02:00-03","MO","MOBOT","1719311","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Israel G. Vargas C.|G. Linares","2000","7","26","Bolivia","Santa Cruz","Manuel Maria Caballero","Siberia, alrrededores de la escuela y tramo de 2 km al S bajando por el camino a Oconi. Ladera SSW. vegetación natural muy intervenida por campos de cultivo, árboles ralos de Polylepis sp. y Alnus acuminata; barbechos con Baccharis dracunculifolia.","-64.75","-17.83333",NA,NA,NA,NA,NA,NA,NA,"Vargas Caballero 4994","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2009-11-17 11:02:00-02","MO","MOBOT","100228811","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","K.M. Meyer (MO)","Alyse Rothrock Kuhlman|Samuel Regalado","2008","6","30","Peru","Lambayeque","Chiclayo","Purchased at Mercado Moshequeque Booth: Herbarios Adriano Cubas.","-79.8333333","-6.7666667",NA,NA,"26.00000000",NA,NA,NA,NA,"Kuhlman 146","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","1"
"136","2017-10-23 17:07:00-02","MO","MOBOT","100272017","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","A. Fuentes (LPB)","Alfredo F. Fuentes|H. Huaylla|Roberto Vásquez|Raúl Lara R.","2008","8","18","Bolivia","La Paz","Bautista Saavedra","Area Natural de Manejo Integrado Apolobamba, Charazani.","-69.0002889","-15.1801389",NA,NA,"3366.00000000",NA,NA,NA,NA,"Fuentes Claros 13246","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08-115","3"
"137","2018-08-13 04:32:00-03","MO","MOBOT","100390517","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Carmen Ulloa|Katya Romoleroux|Christopher Davidson|Sharon R. Christoph|J. Irazábal","2011","5","31","Ecuador","Pichincha",NA,"Pichincha/Napo: Páramo de la Virgen, antigua vía Guamaní-Papallacta.","-78.2544444","-0.2733889",NA,NA,"3340.00000000","4055.00000000",NA,NA,NA,"Ulloa Ulloa 1947","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122","3"
"138","2020-01-15 04:34:00-03","MO","MOBOT","100400328","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","G. A. Parada (USZ), 2013","Luzmila Arroyo P.|G.A. Parada|Y. Inturias|Jehizon Terán|D. Soux|R. Garcia|C. Roth","2011","7","22","Bolivia","Santa Cruz","Vallegrande","Subiendo al Cerro entrando por el camino de la Represa de Guadalupe.","-64.0916666","-18.9363889",NA,NA,"1461.00000000",NA,NA,NA,NA,"Arroyo Padilla 5695","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-23","1"
"139","2011-08-15 08:52:00-03","MO","MOBOT","100401215","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Andrew Townesmith|Karen M. Meyer|Jennifer Truppner","2010","1","12","Peru","La Libertad","Trujillo","Purchased at the Mercado Mayorista at stall 057E, Blanquita.","-79.0166667","-8.1166667",NA,NA,NA,NA,NA,NA,NA,"Townesmith 1694","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131","2"
"140","2018-08-14 10:40:00-03","MO","MOBOT","100404153","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","G. A. Parada (USZ) 2011","G.A. Parada|Y. Inturias","2011","8","4","Bolivia","Santa Cruz","Vallegrande","Camino hacia Khasa Monte, sobre la cima de la serrania.","-64.0336111","-18.6358333",NA,NA,"2550.00000000",NA,NA,NA,NA,"Parada-Gutierrez 3656","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-58","1"
