"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","relationshipType","relatedCatalogItem","class","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2019-08-27 13:33:50-03","IAP","PACA-AGP","91455","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","A. Wieliczko & M. Pittol",NA,NA,NA,"Mauhs, J.","1995","01","05","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"HASU 9901. Habitat: mata com araucária Hábito: erva","PACA091455",NA,"Magnoliophyta","Umbellales",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"12","2019-08-27 13:33:50-03","IAP","PACA-AGP","45642","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","M.F. Silveira","2007","05",NA,"Rambo, B.","1950","01","31","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"ster. Habitat: in araucarieto","PACA045642",NA,"Magnoliophyta","Umbellales",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"13","2019-08-27 13:33:50-03","IAP","PACA-AGP","11585","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Emrich-Rambo","1954","09","25","P. Buck SJ","1944","01",NA,"Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,"fl. fr. Habitat: in araucarieto Fenofase: flor e fruto","PACA011585",NA,"Magnoliophyta","Umbellales",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"14","2019-08-27 13:33:50-03","IAP","PACA-AGP","54746","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Constance","1954","09","25","Rambo, B.","1954","01","01","Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,"fl. Habitat: in araucarieto Fenofase: flor","PACA054746",NA,"Magnoliophyta","Umbellales",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"15","2020-10-14 09:58:31-03","FURB","FURB","29964","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Nery, EK","2016","02","03","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","22","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275","-50.1322223","-27.2750000","Florística IFFSC e456b (Liana) Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior do fragmento Habito: liana de Dicksonia sellowiana; flor inflorecência verde claro","FURB15424","FURB15424",NA,NA,"1471",NA,"1131","1131",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-10-14 09:58:31-03","FURB","FURB","30220","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Nery, EK","2016","01","27","Korte, A.; Kniess, A.","2010","02","05","Brasil","Santa Catarina","Santa Terezinha","Nova Esperança.","-49.9505556","-26.7302778","-49.9505556","-26.7302778","Florística IFFSC 797 (Erva Terrícola) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola;","FURB15423","FURB15423",NA,NA,"1730",NA,"535","535",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-10-14 09:58:31-03","FURB","FURB","33181","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Nery, EK","2015","01","26","Korte, A.","2010","12","02","Brasil","Santa Catarina","Palhoça","Parque Estadual do Tabuleiro - Guarda do Embaú.","-48.5994444","-27.9047222","-48.5994444","-27.9047222","Florística IFFSC 228 (Erva Terrícola) Habitat: Restinga; Estágio Avançado; costão rochoso Habito: erva terrícola; flor branca","FURB00621","FURB00621",NA,NA,"5345",NA,"15","15",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-14 09:58:31-03","FURB","FURB","35286","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Nery, EK","2016","02","05","Korte, A.","2011","02","16","Brasil","Santa Catarina","Campo Alegre","Campinas dos Faxinais.","-49.1405555","-26.1002778","-49.1405555","-26.1002778","Florística IFFSC 1064 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: erva terrícola; flor verde","FURB15420","FURB15420",NA,NA,"5911",NA,"914","914",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-10-14 09:58:31-03","FURB","FURB","52050","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Schwirkowski, P.","2016","10","15","Schwirkowski, P.","2016","10","15","Brasil","Santa Catarina","São Bento do Sul","Localidade de Rio Natal.","-49.2697223","-26.3261111","-49.2697223","-26.3261111","Ripária, heliófita, inflorescência branca","FURB52050","FURB52050",NA,NA,"1946",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-08 08:49:13-03","FURB","FURB","56757","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Funez, L.A.","2017","11","28","Funez, L.A.; Zermiani, A.E.","2017","11","26","Brasil","Santa Catarina","Ascurra","Cachoeira das Andorinhas.","-49.3105556","-27.0013889","-49.3105556","-27.0013889","Flores brancas Habitat: Margem do rio, nas rochas e barrancos Habito: Erva","FURB56757","FURB56757",NA,NA,"6712",NA,"175","175",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-24 16:38:34-03","FURB","FURB","67055","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.",NA,NA,NA,NA,"Funez, L.A.","2019","12","30","Brasil","Santa Catarina","Indaial","Salto Andorinhas.","-49.31","-27.015","-49.3100000","-27.0150000","Flores brancas Habitat: Floresta às margens do rio Habito: Erva","FURB67055","FURB67055",NA,NA,"9297",NA,"221","221",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:13:26-03","MBM","MBM","135222","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Hatschbach, G.",NA,NA,NA,"Landrum, L.R.","1977","12","15","Brazil","Paraná","São José dos Pinhais","Rodovia para Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,"MBM135222","MBM135222",NA,NA,"2912","Southern America",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA
"23","2020-12-21 16:13:26-03","MBM","MBM","268340","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Rambo, B.",NA,NA,NA,"Sehnem, A.","1950","01","19","Brazil","Rio Grande do Sul","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"MBM268340","MBM268340",NA,NA,"4277","Southern America",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA
"24","2020-12-21 16:13:26-03","MBM","MBM","35866","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Constance, L.",NA,NA,NA,"Hatschbach, G.","1950","01","22","Brazil","Paraná","São José dos Pinhais","Rincão","-49.2064018249512","-25.5347003936768",NA,NA,NA,"MBM035866","MBM035866",NA,NA,"1765","Southern America",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA
"25","2018-01-15 10:56:22-02","MNHN","RECOLNAT_MNHN_P","P00115368","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Constance",NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"brésil",NA,NA,"Province de Saint-Paul",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00115368' target='other'> <mi>dwc_moreinfo</mi></a>","P00115368","P00115368_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"C2 1643",NA
"26","2015-09-04 04:32:52-03","MNHN","RECOLNAT_MNHN_P","P00115369","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Constance",NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"brésil",NA,NA,"Province de Saint-Paul",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00115369' target='other'> <mi>dwc_moreinfo</mi></a>","P00115369","P00115369_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"C2 1643",NA
"27","2015-10-07 22:21:09-03","MNHN","RECOLNAT_MNHN_P","P00115370","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Constance",NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"brésil",NA,NA,"Province de Saint-Paul",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00115370' target='other'> <mi>dwc_moreinfo</mi></a>","P00115370","P00115370_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"C2 1643",NA
"28","2015-09-04 04:29:49-03","MNHN","RECOLNAT_MNHN_P","P03207539","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.",NA,NA,NA,NA,"Riedel",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03207539' target='other'> <mi>dwc_moreinfo</mi></a>","P03207539","P03207539_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","1400767","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","langsdorfii","Hydrocotyle langsdorfii","Wedd.",NA,NA,NA,NA,"E. H. Ule","1888","4",NA,"Brazil","Santa Catarina",NA,"In einem Waldthale an der Garcia bei Blumenau.",NA,NA,NA,NA,NA,"US03070912","US03070912_01",NA,"Apiales","739","South America",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"30","2020-09-12 05:00:02-03","US","US","2403258","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","langsdorfii","Hydrocotyle langsdorfii","Wedd.",NA,NA,NA,NA,"Reitz & Klein, --","1958","9","20","Brazil","Santa Catarina",NA,"Pinhal da Companhia, Lauro Müller-Uruçanga. Pinhal.",NA,NA,NA,NA,NA,"US03070911","US03070911_01",NA,"Apiales","7193","South America","300",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"31","2020-08-20 14:54:35-03","UFSC","FLOR","65732","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Nery, E.K.","2018","09","07","Nery, E.K.; Caddah, M.K.; Goebel, G.; Giuffre, P.M.W.","2018","09","07","Brasil","Rio Grande do Sul","Cambará do Sul","Parque Nacional de Aparados da Serra, RS427.","-50.016389","-29.183333","50º0'59''W","29º11'S","Erva estolonífera, estéril","FLOR0065732","FLOR0065732",NA,"Apiales","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-08-20 20:37:45-03","UFSC","FLOR","15924","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.",NA,"1972",NA,NA,"Klein, R.M.; Bresolin, A.","1968","06","27","Brasil","Santa Catarina","Florianópolis","Morro do Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"erva rasteira, flor branca. Fl. Il. Cat. (UMBE): 31. 1972 Habitat: beira do caminho na mata","FLOR0015924","FLOR0015924",NA,"Apiales","7759",NA,"150","150",NA,NA,NA,NA,"27000","auto",NA,NA
"33","2020-08-20 14:54:35-03","UFSC","FLOR","65637","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Nery, E.K.","2016","03","04","Nery, E.K.; Carmes, A.A.; Pereira-Silva, L.","2016","03","04","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.5491981506348","-27.596700668335",NA,NA,"Erva terrícula prostrada e estéril","FLOR0065637","FLOR0065637",NA,"Apiales","2",NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA
"34","2020-08-20 20:37:45-03","UFSC","FLOR","5577","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Falkenberg, D.B.","1986",NA,NA,"Silva Filho, F.A. da","1983","10","08","Brasil","Santa Catarina","Florianópolis","Pedra Preta, Ilha do Campeche.","-48.5491981506348","-27.596700668335",NA,NA,"erva rasteira, flor branca Habitat: caminho na mata","FLOR0005577","FLOR0005577",NA,"Apiales","113",NA,"40","40",NA,NA,NA,NA,"27000","auto",NA,NA
"35","2017-09-11 17:07:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.",NA,NA,NA,NA,"Langsdorff, GH (Baron)",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat in Brasiliae prov. S. Catharina",NA,NA,NA,NA,NA,NA,"P11P1N0072",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-09-11 17:07:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.",NA,NA,NA,NA,"St.-Hil, A",NA,NA,NA,"Brazil","São Paulo",NA,"prov. S. Paulo",NA,NA,NA,NA,NA,NA,"P11P1N0072",NA,NA,"1643","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 12:33:10-03","UFRGS","ICN","016380","S","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Rambo; Emrich",NA,NA,NA,"Rambo, B","1948","01","27","Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"Dicotyledon",NA,"36778","América do Sul",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA
"38","2021-02-08 12:33:10-03","UFRGS","ICN","049978","S","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Irgang, BE",NA,NA,NA,"Goergem, J","1980","12","27","Brasil","RS","Cambará do Sul","Itaimbézinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA
"39","2021-02-08 12:33:10-03","UFRGS","ICN","028899","S","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Carneiro, AM",NA,NA,NA,"Ferreira, AG; Baptista, LRM","1973","04","15","Brasil","RS","São Francisco de Paula","I.B.D.F","-50.5835990905762","-29.4480991363525",NA,NA,"Flores brancas.",NA,NA,"Dicotyledon",NA,"603","América do Sul",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA
"40","2021-02-08 12:33:10-03","UFRGS","ICN","004441","S","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Irgang, BE",NA,NA,NA,"Schultz, AR","1967","10","06","Brasil","RS","São Francisco de Paula","I.N.P","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"Dicotyledon",NA,"4441","América do Sul",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA
"41","2021-02-08 12:33:10-03","UFRGS","ICN","059147","S","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Jarenkow, JA",NA,NA,NA,"Jarenkow, JA; Bueno, RM","1983","02","07","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"Dicotyledon",NA,"79","América do Sul",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA
"42","2021-02-08 12:33:10-03","UFRGS","ICN","009338a","S","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.",NA,NA,NA,NA,"Lindeman, JC; Lindeman, FM; Porto, ML; Giardi, AM","1971","12","03","Brasil","RS","Cambará do Sul","Itaimbezinho matinho no começo de canion","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA
"43","2021-02-08 12:33:10-03","UFRGS","ICN","028903","S","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Irgang, BE",NA,NA,NA,"Ferreira, AG; Baptista, LRM","1973","04","15","Brasil","RS","São Francisco de Paula","I.B.D.F","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"Dicotyledon",NA,"599","América do Sul",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA
"44","2021-02-18 17:08:18-03","FEPAGRO","BLA","27","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","B. Rambo",NA,NA,NA,"O. R. Camargo","1958","08","15","Brasil","Rio Grande do Sul","Farroupilha","Estação Experimental de Fruticultura","-51.3478012084961","-29.2250003814697",NA,NA,"Habitat: Margem úmida e pedregosa de arroio.","BLA000027",NA,"Spermatophyta",NA,NA,NA,"600","600",NA,NA,NA,NA,"19545","auto",NA,NA
"45","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","44503","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.",NA,NA,NA,NA,"Schmidt, R.","2005","04",NA,"Brasil","Rio Grande do Sul","Itati","Arroio Carvalho; Estação Ecológica Estadual Aratinga",NA,NA,NA,NA,"erva","HAS0044503",NA,"Magnoliophyta",NA,"1113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-01-06 15:36:54-03","MCN-FZBRS","HAS","46969","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Bonotto, A.L.","1994",NA,NA,"Strehl, T.","1994","01",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fazenda Velha - Celulose Cambará","-50.1446990966797","-29.0478000640869",NA,NA,"Banhado próximo, local baixo","HAS0046969",NA,"Magnoliophyta",NA,"1203",NA,NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA
"47","2020-06-18 14:07:11-03","MCN-FZBRS","HAS","46970","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.","Silveira, N.","1994",NA,NA,"Silveira, N.; Mansan, C.","1994","01",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fazenda Velha, Celulose Cambará","-50.1446990966797","-29.0478000640869",NA,NA,"Na mata rasteira.","HAS0046970",NA,"Magnoliophyta",NA,"11753",NA,NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA
"48","2019-12-16 15:38:43-03","IBt","SP","51122","S","Plantae","Araliaceae","Hydrocotyle","langsdorffii","Hydrocotyle langsdorffii","DC.",NA,NA,NA,NA,"Rambo, B","1935","01","14","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,"SP116666","SP116666",NA,NA,"1806",NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA
