"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","month","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","day","coordinatePrecision","geoFlag","class","identifiedBy","yearIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-04-08 20:48:34-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03618","S","Plantae","Tracheophyta","Polypodiales","Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E.Fourn.",NA,"P.G. Windisch","158","1972","América do Sul","Brasil","prainha de santiago","-45.4099998474121","-23.7600002288818",NA,"GEOGRAFIA: sobre rocha na cascata da mata;",NA,NA,"01","São Paulo","São Sebastião",NA,NA,"08","41977","auto","Polypodiopsida","B. Ollgaard et Windisch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 20:48:34-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","24465","S","Plantae","Tracheophyta","Polypodiales","Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E.Fourn.",NA,"Athayde, F.P.F.","878","2001","América do Sul","Brasil","Parque Est. Ilha Anchieta","-45.0699996948242","-23.4300003051758",NA,"GEOGRAFIA: trilha da prainha, junto a margem do córrego;",NA,NA,"01","São Paulo","Ubatuba",NA,NA,"23","34265","auto","Polypodiopsida","Athayde, F.P.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:26:00-03","UFBA","ALCB","74258","PreservedSpecimen","Plantae","Fern",NA,"Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E.Fourn.",NA,"Valadão, RM; Guedes, ML","643","2006","Southern America","Brasil","Litoral Sul, Fragmento do Pacangê",NA,NA,NA,"rupícola, de rizoma longo rastejante, densamente revestido por tricomas negros. Frondes isomorfas, com lâmina foliar palmatilobada, glabras e com venação livre. Soros marginais com indúsios infundibuliformes bilabiado.; Arbórea.","ALCB000339","ALCB000339","10","Bahia","Ituberá/Grapiúna",NA,NA,"28",NA,NA,NA,"Sylvestre, L","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:41:36-03","NBC","NL-BOTANY","L.1146421","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E.Fourn.",NA,"Unknown",NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1146421 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1146421","NL-L1146421",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:41:36-03","NBC","NL-BOTANY","L.1146471","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E.Fourn.",NA,"Unknown",NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1146471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1146471","NL-L1146471",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:41:53-03","NBC","NL-BOTANY","L.1146429","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","fontanum","Trichomanes fontanum","Lindm.",NA,"Unknown",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1146429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1146429","NL-L1146429",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:41:53-03","NBC","NL-BOTANY","L.1146439","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","fontanum","Trichomanes fontanum","Lindm.",NA,"Jürgens LC",NA,NA,"Southern America","Brazil","Rio Grande do Sul.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1146439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1146439","NL-L1146439",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:41:53-03","NBC","NL-BOTANY","L.1146448","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","fontanum","Trichomanes fontanum","Lindm.",NA,"Unknown",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1146448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1146448","NL-L1146448",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,"9137329",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:41:59-03","NBC","NL-BOTANY","L.3647937","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","ovale","Trichomanes ovale","(E.Fourn.) Wess.Boer",NA,"Unreadable",NA,NA,"Southern America","Brazil","Chamipo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3647937 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3647937","NL-L3647937",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:41:59-03","NBC","NL-BOTANY","L.3647938","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","ovale","Trichomanes ovale","(E.Fourn.) Wess.Boer",NA,"Jürgens LC",NA,"1906","Southern America","Brazil","Est Rio Grande do Sul, Mun ! Serra de Laâo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3647938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3647938","NL-L3647938","01",NA,NA,NA,NA,"01",NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:41:59-03","NBC","NL-BOTANY","U.1022430","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","ovale","Trichomanes ovale","(E.Fourn.) Wess.Boer",NA,"Steyermark JA; Steyermark C",NA,"1966","Southern America","Venezuela","ESTADO CARABOBO: Selva siempre verde a lo largo de las cabeceras del Rio San Gián, arriba de La Toma, al sur de Borburata.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1022430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1022430","NL-U1022430","03",NA,NA,NA,NA,"30",NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:41:59-03","NBC","NL-BOTANY","U.1025331","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","ovale","Trichomanes ovale","(E.Fourn.) Wess.Boer",NA,"Jürgens GHB",NA,"1906","Southern America","Brazil","Austral brasilienses, Est. Rio Grande do Sul, Mun. S. Cruz, Serra de Leao, ad rupes humidas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1025331 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1025331","NL-U1025331","01",NA,NA,NA,NA,"01",NA,NA,"Pteropsida",NA,NA,"U 0237202",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:41:59-03","NBC","NL-BOTANY","U.1025332","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","ovale","Trichomanes ovale","(E.Fourn.) Wess.Boer",NA,"Santos Lima J",NA,"1931","Southern America","Brazil","Est. do Rio. Santo Antonia do Imbe, Mata da Agulha.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1025332 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1025332","NL-U1025332","07",NA,NA,NA,NA,"26",NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:35:32-03","IAP","PACA-AGP","116487","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E. Fourn.",NA,"Mallmann & Silva",NA,"2015",NA,"Brasil","Parque do Itaimbezinho","-50.118572","-29.134469",NA,"Hábito: terrícola","PACA116487",NA,"05","RS","Cambará do Sul",NA,NA,"08",NA,NA,"Filicopsida","Silva, V. L.",NA,NA,"50º07'06.86W","29º08'04.09S",NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:35:32-03","IAP","PACA-AGP","118574","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E. Fourn.",NA,"da Silva, L. V.",NA,"2016",NA,"Brasil","Parque Nacional Aparados da Serra","-50.1446990966797","-29.0478000640869",NA,"Habitat: terricola","PACA118574",NA,"05","RS","Cambará do Sul",NA,NA,"04","30776","auto","Filicopsida","da Silva, L. V.","2016",NA,NA,NA,"05","04",NA,NA,NA,NA
"26","2019-08-27 13:35:37-03","IAP","PACA-AGP","99207","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Trichomanes","fontanum","Trichomanes fontanum","Lindm.",NA,"Sehnem, A.","1171","1943",NA,"Brasil","Morro Dois Irmãos","-51.1472015380859","-29.7602996826172",NA,"Habitat: ad rupem ad rivulum","PACA099207",NA,"10","RS","São Leopoldo","200","200","27","10287","auto","Filicopsida","A. Sehnem","1943",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:35:37-03","IAP","PACA-AGP","87687","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Trichomanes","ovale","Trichomanes ovale","(E. Fourn.) Wess. Boer","Isotipo","A. Lindmann","1043",NA,NA,"Brasil",NA,"-54.2630996704102","-28.2992000579834",NA,"Dupl. ex. orig. H.B.; Isotypus de Trichomanes fontanum Lindm.","PACA087687","PACA087687",NA,"RS","Santo Ângelo",NA,NA,NA,"25915","auto","Filicopsida","P.G. Windisch","1997",NA,NA,NA,"05","20",NA,NA,NA,NA
"28","2019-08-27 13:35:37-03","IAP","PACA-AGP","75840","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Trichomanes","ovale","Trichomanes ovale","(E. Fourn.) Wess. Boer",NA,"Sch., Drentrich et Jurg.",NA,"1908",NA,"Brasil",NA,"-52.378101348877","-29.9897003173828",NA,"Fl. Br. RGS.1&nf;ASSL 11100","PACA075840",NA,NA,"RS","Rio Pardo","120","120",NA,"46320","auto","Filicopsida","Windisch","1997",NA,NA,NA,"05",NA,NA,NA,NA,NA
"29","2019-08-27 13:35:37-03","IAP","PACA-AGP","87686","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Trichomanes","ovale","Trichomanes ovale","(E. Fourn.) Wess. Boer",NA,"N.P.",NA,"1906",NA,"Brasil",NA,"-52.4258003234863","-29.7175006866455",NA,NA,"PACA087686",NA,NA,"RS","Santa Cruz do Sul",NA,NA,NA,"38612","auto","Filicopsida","P.G. Windisch","1997",NA,NA,NA,"05","20",NA,NA,NA,NA
"30","2019-08-27 13:35:37-03","IAP","PACA-AGP","75126","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Trichomanes","ovale","Trichomanes ovale","(E. Fourn.) Wess. Boer",NA,"Sehnem, A.","1171","1943",NA,"Brasil","Morro Dois Irmãos.","-51.1472015380859","-29.7602996826172",NA,"Habitat: ad rupem ad rivulum","PACA075126",NA,"10","RS","São Leopoldo","200","200","27","10287","auto","Filicopsida","Windisch","1997",NA,NA,NA,"05",NA,NA,NA,NA,NA
"31","2019-08-27 13:35:37-03","IAP","PACA-AGP","104689","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Trichomanes","ovale","Trichomanes ovale","(E. Fourn.) Wess. Boer",NA,"Windisch, P. G.","158","1972",NA,"Brasil","Litoral norte do Estado, cascata na encosta p#?#roximo a praia de santiago.","-45.4099998474121","-23.7600002288818",NA,"RARA Habitat: Sobre parte lateral de uma rocha na beira do regato, misturando-se com briófitas.","PACA104689",NA,"01","SP","São Sebastião",NA,NA,"09","41977","auto","Filicopsida","Windisch, P. G","1973",NA,NA,NA,"04",NA,NA,NA,NA,NA
"32","2019-08-27 13:35:37-03","IAP","PACA-AGP","90811","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Trichomanes","ovale","Trichomanes ovale","(E. Fourn.) Wess. Boer",NA,"Windisch, P. G.","158","1972",NA,"Brasil","Prainha de Santiago (litoral norte do Estado).","-45.4099998474121","-23.7600002288818",NA,"HASU 8686 Habitat: Sobre rocha na cascata, na mata.","PACA090811",NA,"01","SP","São Sebastião",NA,NA,"08","41977","auto","Filicopsida","P. G. Windisch","1990",NA,NA,NA,"11",NA,NA,NA,NA,NA
"33","2019-08-27 13:35:37-03","IAP","PACA-AGP","104690","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Trichomanes","ovale","Trichomanes ovale","(E. Fourn.) Wess. Boer",NA,"Athayde, F. P. F.","878","2001",NA,"Brasil","Parque Estadual da Ilha Anchieta (PEIA)","-45.0699996948242","-23.4300003051758",NA,"Habitat: Trilha da prainha, junto a margem do córrego.","PACA104690",NA,"01","SP","Ubatuba",NA,NA,"23","34265","auto","Filicopsida","Athayde F. P. F.","2001",NA,NA,NA,"02","10",NA,NA,NA,NA
"34","2019-10-25 11:38:45-03","IECOS","HBRA","12393","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E. Fourn.",NA,"M. R. Pietrobom","6792","2007","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha F, parcela 29","-51.64677778","-2.00544444","exsicata","Floresta de terra firme, epífita na base de tronco vivo.","HBRA0008566",NA,"01","Pará","Portel",NA,NA,"17",NA,NA,NA,"M.R. Pietrobom","2007",NA,"-51.64677778","-2.00544444","02","02",NA,NA,NA,NA
"35","2019-10-25 11:38:45-03","IECOS","HBRA","12392","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E. Fourn.",NA,"M. R. Pietrobom","6600","2007","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha B, parcela 15","-51.65486111","-1.97827778","exsicata","Floresta de terra firme, epífita na base de tronco vivo.","HBRA0008562",NA,"01","Pará","Portel",NA,NA,"14",NA,NA,NA,"M.R. Pietrobom","2013",NA,"-51.65486111","-1.97827778","04","18",NA,NA,NA,NA
"36","2019-10-25 11:38:45-03","IECOS","HBRA","12391","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E. Fourn.",NA,"M. R. Pietrobom","5705","2004","América do Sul","Brasil","Estação Cientifica Ferreira Penna, plote 3 de 100 ha do projeto TEAM","-50.7122001647949","-1.80444002151489","exsicata","Floresta de terra firme, epífita na base de tronco de árvore no platô.","HBRA0008546",NA,"11","Pará","Melgaço",NA,NA,"12","142262","auto",NA,"M.R. Pietrobom","2013",NA,NA,NA,"04","19",NA,NA,NA,NA
"37","2020-10-20 14:17:33-03","UFOPA","HSTM","3601","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E.Fourn.",NA,"Almeida, T.E.; Mortati, A.F.; Aragon, S.; Ló, J.S.; Santos, F.","4270","2016",NA,"Brasil","Floresta Nacional do Tapajós, base na altura do km 117 da BR-163 (Rodovia Cuiabá-Santarém). Trilha oeste do módulo PPBio Norte-Sul. Floresta Estacional Semidecidual.","-54.951389","-2.373056",NA,NA,"HSTM003601","HSTM003601","03","Pará","Belterra","200","200","25",NA,NA,NA,"Almeida, T.E. & Oliveira, M.H.V.","1905",NA,"54º57'5''W","2º22'23''S","07","11",NA,NA,NA,NA
"38","2020-10-20 14:17:33-03","UFOPA","HSTM","3568","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E.Fourn.",NA,"Almeida, T.E.; Giacomim, L.L.; André, T.; Oliveira, M.H.V.","4237","2016",NA,"Brasil","Floresta Nacional do Tapajós, na altura do km 160 da BR-163 (Rodovia Cuiabá-Santarém). Floresta Estacional Semidecidual.","-54.844167","-3.706944",NA,NA,"HSTM003568","HSTM003568","02","Pará","Placas","145","145","14",NA,NA,NA,"Almeida, T.E. & Oliveira, M.H.V.","2019",NA,"54º50'39''W","3º42'25''S","04","01",NA,NA,NA,NA
"39","2020-10-20 14:17:33-03","UFOPA","HSTM","3676","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E.Fourn.",NA,"Almeida, T.E.; André, T.; Oliveira, M.H.V.; Corrêa, E.; M.D.F. Santana","4274","2016",NA,"Brasil","Floresta Nacional do Tapajós, trilha que leva a Rio, 5km após a comunidade de Piçarreiro (sentido Rurópolis). Na altura do km 193 da BR-163 (Rodovia Cuiabá-Santarém). Floresta Estacional Semidecidual e Mata Ciliar.","-54.878056","-3.922778",NA,NA,"HSTM003676","HSTM003676","04","Pará","Rurópolis","130","130","02",NA,NA,NA,"Almeida, T.E. & Oliveira, M.H.V.","2019",NA,"54º52'41''W","3º55'22''S","04","01",NA,NA,NA,NA
"40","2020-10-20 14:17:33-03","UFOPA","HSTM","13329","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E.Fourn.",NA,"Almeida, T.E.",NA,"2018",NA,"Brasil","Cachoeira do Grin, em estrada vicinal saindo da sede do munícipio, 15 km. Entorno da Floresta Nacional do Tapajós. Fragmento de Floresta Estacional Semidecidual e Mata de Galeria.","-55.008333","-4.093889",NA,NA,"HSTM013329","HSTM013329","11","Pará","Rurópolis",NA,NA,"05",NA,NA,NA,"Almeida, T.E.","2019",NA,"55º0'30''W","4º5'38''S","05","01",NA,NA,NA,NA
"41","2020-10-20 14:17:33-03","UFOPA","HSTM","1047","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E.Fourn.",NA,"Almeida, T.E.; André, T.","4118","2015",NA,"Brasil","Floresta Nacional do Tapajós. Floresta Ombrófila Densa na altura do km 117 da BR-163 (Cuiabá - Santarém). Floresta Ombrófila Densa (floresta de Terra firme). Módulo PPBio.","-54.940556","-2.936944",NA,NA,"HSTM001047","HSTM001047","11","Pará","Belterra","164","164","24",NA,NA,NA,"Almeida, T.E. & Oliveira, M.H.V.","1905",NA,"54º56'26''W","2º56'13''S","07","11",NA,NA,NA,NA
"42","2020-10-20 14:17:33-03","UFOPA","HSTM","13377","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E.Fourn.",NA,"Almeida, T.E.; Mortati, A.F.; Santana, M.D.F., Paiva, D.N.A., Angiolani, F., Silva, K.M.O.","4918","2019",NA,"Brasil","Floresta Nacional do Tapajós, na altura do km 117 da Rodovia Santarém-Cuiabá (BR-163). Módulo PPBio (módulo 2), Linha 01NS de acesso às parcelas e parcela 3500m. Floresta de Terra Firme. Floresta Nacional do Tapajós","-54.940833","-3.398333",NA,NA,"HSTM013377","HSTM013377","04","Pará","Belterra","125","125","25",NA,NA,NA,"Almeida, T.E.","2019",NA,"54º56'27''W","3º23'54''S","07","03",NA,NA,NA,NA
"43","2020-10-20 14:17:33-03","UFOPA","HSTM","10822","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","ovale","Didymoglossum ovale","E.Fourn.",NA,"Almeida, T.E.; Sousa, K.A.D.; Silva, K.C.A.","4899","2019",NA,"Brasil","Floresta Nacional do Tapajós, na altura do km 134 da Rodovia Santarém-Cuiabá (BR-163). Módulo PPBio, Linha 01 de acesso às parcelas. Floresta Estacional Semidecidual. Floresta Nacional do Tapajós","-54.9125","-3.471667",NA,NA,"HSTM010822","HSTM010822","05","Pará","Belterra","147","147","18",NA,NA,NA,"Almeida, T.E.","2019",NA,"54º54'45''W","3º28'18''S","05","18",NA,NA,NA,NA
