"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"50","2009-08-21 06:32:00-03","MO","MOBOT","2455937","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"Balduino Rambo","Rambo 45445","South America","Brazil",NA,NA,NA,NA,NA,"(Baker) Cabrera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-08-31 08:52:53-03","INPA","INPA","82996","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","Robinson, HE","Irwin, HS","11324","Southern America","Brasil","Côrrego Landim, ca. 20 km. N. of Brasília. Gallery forest and creek margin.",NA,NA,"INPA0082996","INPA0082996 INPA0082996_e","(Baker) Cabrera","1965","12","16","Distrito Federal",NA,NA,NA,"950","950","1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-04 11:04:28-03","UFRB","HURB","18934","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum",NA,"Martins, M.L.L.","2267",NA,"Brasil","Mata da Cazuzinha;",NA,NA,"HURB000018934",NA,"(Less.) Cabrera",NA,NA,NA,"Bahia","Cruz das Almas","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA,NA,NA
"53","2019-05-23 11:07:48-03","UFLA","ESAL","186","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","F. C. Hochne","Hoehne, FC","31.958",NA,"Brasil","Parque do Estado de São Paulo",NA,"; ; ;",NA,NA,"(Baker) Cabrera",NA,NA,NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"54","2019-12-19 11:17:20-03","UFG","UFG","47541","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Soavedra, M.M.","Bringel, J.B.A.; et al.","238",NA,"Brasil",NA,NA,NA,"UFG0047541",NA,"(Less.) Cabrera","2005","08","23","Goiás","São Domingos","-46.569444","-13.676389",NA,NA,"2011","06","-46.569444","-13.676389",NA,NA,NA,"01",NA,NA,NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","1423808","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum",NA,"F. C. Hoehne","2348","South America - Neotropics","Brazil","Butantan, S. Paulo [interpreted]",NA,NA,"US01615413","US01615413_01","(Less.) Cabrera","1918","7","31","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"56","2020-09-12 05:00:02-03","US","US","3347202","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"J. A. Lombardi & L. G. Temponi","926","South America - Neotropics","Brazil","Brasil, Estacao Ecologica, campus da UFMG, Belo Horizonte, MG",NA,NA,"US01615509","US01615509_01","(Baker) Cabrera","1995","9","21","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"57","2020-09-12 05:00:02-03","US","US","3411252","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"W. Hoehne","10946","South America - Neotropics","Brazil","Brasil, Sao Paulo, Sao Paulo, Cidade Jardim",NA,NA,"US01615511","US01615511_01","(Baker) Cabrera",NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"58","2020-09-12 05:00:02-03","US","US","2818373","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","11324","South America - Neotropics","Brazil","Planalto do Brasil, Corrego Landim, ca 20 km N. of Brasilia",NA,NA,"US01615508","US01615508_01","(Baker) Cabrera","1965","12","16","Distrito Federal",NA,NA,NA,"950",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"59","2020-09-12 05:00:02-03","US","US","2883531","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"S. Sarti","8477","South America - Neotropics","Brazil","Estado de Minas Gerais, trevo de entrada para Monte Belo",NA,NA,"US01615510","US01615510_01","(Baker) Cabrera",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"60","2020-09-12 05:00:02-03","US","US","2950773","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"E. P. Heringer, T. S. Filgueiras, F. R. Mendonca & B. A. S. Pereira","6908","South America - Neotropics","Brazil","Brasilia, DF, Bacia do Rio Sao Bartolomeu",NA,NA,"US01615507","US01615507_01","(Baker) Cabrera","1981","5","6","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"61","2020-09-02 16:21:10-03","Cenargen","CEN","63339","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","cf. lanceolatum","Dasyphyllum cf. lanceolatum","M. M. Saavedra","João Bernardo de Azevedo Bringel Jr.","238",NA,"Brasil","Caminho entre Estiva e Fazenda Santa Izabel.","Exsicatas","Capítulos jovens verdes, folhas verdes brilhantes concolores, 2 espigas en cada nó.","CEN00063339","CEN00063339","(Less.) Cabrera","2005","08","23","GO","SAO DOMINGOS","-46.569444","-13.676388",NA,NA,"2011","06","-46.569444","-13.676388",NA,NA,NA,NA,NA,NA,"3",NA,NA
"62","2020-09-02 16:21:10-03","Cenargen","CEN","33437","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","cf. lanceolatum","Dasyphyllum cf. lanceolatum","M. M. Saavedra","Alexandre Bonesso Sampaio","170",NA,"Brasil","Mata do Riacho Fundo, Fazenda Sucupira (CENARGEN/EMBRAPA).","Exsicatas","Transecto nº 1 da Fitossociologia, coletada próximo a parcela nº 12.","CEN00033437","CEN00033437","(Less.) Cabrera","1998","04","23","DF","BRASILIA","-47.9296989440918","-15.7797002792358","1080","1080","2011","06","-4803333.0","-1592417.0","70570","auto",NA,NA,NA,NA,"4",NA,NA
"63","2021-03-25 13:51:37-03","UNIVILLE","JOI","18419","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Vieira, F.C.S.","Vieira, F.C.S.","2612",NA,"Brasil","Serra Queimada.",NA,NA,"JOI018419",NA,"(Less.) Cabrera","2019","06","21","Santa Catarina","Garuva","-49.035556","-26.102222","950","950","2019","06","49º2'8''W","26º6'8''S",NA,NA,NA,"21",NA,NA,NA,NA,NA
"64","2019-10-07 09:11:22-03","UEFS","HUEFS","102342","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","M.M.Saavedra","Santos, V.J.","316",NA,"Brasil",NA,NA,"Arbustiva-arbórea.","HUEFS0102342","HUEFS0102342","(Less.) Cabrera","2004","09","10","Bahia","Senhor do Bonfim","-40.1893997192383","-10.4614000320435",NA,NA,"2011","06",NA,NA,"27716","auto","Asteranae",NA,NA,NA,NA,NA,NA
"65","2019-10-07 09:11:22-03","UEFS","HUEFS","25544","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","M.M.Saavedra","Hoehne, W.",NA,NA,"Brasil","Cidade Jardim.",NA,NA,"HUEFS0025544","HUEFS0025544","(Less.) Cabrera","1941","08",NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"2011","06",NA,NA,"53584","auto","Asteranae",NA,NA,NA,NA,NA,NA
"66","2019-10-07 09:11:22-03","UEFS","HUEFS","146029","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","L.Moura","Popovkin, A.V.","432",NA,"Brasil","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.",NA,NA,"HUEFS0146029","HUEFS0146029","(Less.) Cabrera","2008","11","01","Bahia","Entre Rios","-38.048611","-12.017778",NA,NA,"2015","03","38W2'55''","12S1'4''",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"67","2019-10-07 09:11:22-03","UEFS","HUEFS","123441","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","M.M.Saavedra","Paixão, J.L.","1314",NA,"Brasil","Serra do Timbó, Mata do Centro Sapucaia, área das Duas Barras.",NA,"Mata Atlântica.","HUEFS0123441","HUEFS0123441","(Less.) Cabrera","2007","08","04","Bahia","Amargosa","-39.658611","-13.164722",NA,NA,"2011","06","39W39'31''","13S9'53''",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"68","2019-09-04 19:38:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Chuquiraga","synacantha","Chuquiraga synacantha",NA,"G. Schüch","94","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA,NA,NA
"69","2019-06-24 08:12:22-03","IAC","IAC","6424","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","M. Monge","A.P. Viégas","s/nº",NA,"Brasil",NA,NA,NA,NA,NA,"(Baker) Cabrera","1941","07","05","São Paulo","Espírito Santo do Pinhal","-46.6828","-22.1158",NA,NA,"2011","12","-46.6828","-22.1158",NA,NA,NA,"05",NA,NA,NA,NA,NA
"70","2020-07-23 11:58:58-03","CEPLAC","CEPEC","48148","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","SpeciesLink/lacunas","J. L. Hage","2291",NA,"Brasil","Ramal a direita a 5Km da Rod. BA-052. Fazendinha do Boqueirão, 2Km ramal adentro.",NA,NA,NA,NA,NA,"1990","08","28","Bahia","JACOBINA","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA,NA,"25/06/2009",NA
"71","2020-11-12 16:58:19-03","UEL","FUEL","24239","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Nakajima, JN","Viani, RAG; et al.","48",NA,"Brasil","Fazenda São Pedro",NA,NA,NA,NA,"(Less) Cabrera","1998","07","04","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,"2000",NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-11-12 16:58:19-03","UEL","FUEL","17615","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Nakajima, JN","Vieira, AOS; et al.","s.n.",NA,"Brasil","Fazenda Barra Grande, Rio Barrinha. Beira da mata, próximo à Rodovia do Café",NA,NA,"FUEL018564",NA,"(Less) Cabrera","1994","08","11","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"2009","09",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-01 14:53:42-03","UnB","UB","96920","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Roque, N","Irwin, HS","11324","Southern America","Brasil","Córrego Landim, ca. 20km N of Brasília",NA,"Shrub 1m. Heads pale green; Gallery forest and creek margin",NA,NA,"(Less.) Cabrera","1965","12","16","Distrito Federal",NA,NA,NA,"950","950","2013","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-01-04 10:56:55-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Zanatta, MRV","Zanatta, MRV; Faria, JEQ; Castro, BM","2226","Southern America","Brasil","Região da Fercal. Monumento Natural do Morro da Pedreira.",NA,"Material coletado para a elaboração do Plano de Manejo da Unidade de Conservação.; Subarbusto escandente. Botões e brácteas verdes.; Cerrado de encosta alterado, transição com mata seca, com regenerantes de mata.",NA,NA,"(Less.) Cabrera","2015","05","23","Distrito Federal","Brasília","-47.949167","-15.511667","829","829","2015","05","-47.949167","-15.511667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-05-06 11:53:04-03","UFU","HUFU","73489","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Nakajima, J.N.","Alvim, T.H.G.; Viana, C.G. & Tinti, B.V.","22",NA,"Brasil","PESB, Pedra da Torre",NA,"Liana. Folhas alternas, presença de espinhos apresentando-se em pares na base dos pecíolos. Inflorescência. Coletada no escrube.","HUFU00071186","HUFU00071186","(Less.) Cabrera","2007","06","03","Minas Gerais",NA,"-43.479167","-20.727222","1550","1550","2017","06","-43.479167","-20.727222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-05-06 11:53:07-03","UFU","HUFU","35375","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","Monge, M.","Pifano, D.S.; Castro, R.M. & Valente, A.S.M.","416",NA,"Brasil","Morro do Imperador",NA,"Liana. Aquênios negros de pápus alvo.; Interior da mata.","HUFU00045318","HUFU00045318","(Baker) Cabrera","2002","10","26","Minas Gerais","Juíz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"2013","04",NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"77","2019-05-06 11:53:07-03","UFU","HUFU","35853","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","Hattori, E.K.O.","Hattori, E.K.O.; Fleury-Silva, H.R. & Amorim, E.H.","159",NA,"Brasil","Galheiro, Mata da Aparecida.",NA,"Mata.","HUFU00045317","HUFU00045317","(Baker) Cabrera","2003","12","06","Minas Gerais","Perdizes","-47.2928009033203","-19.3528003692627",NA,NA,"2005","03",NA,NA,"45889","auto",NA,"09",NA,NA,NA,NA,NA
"78","2021-03-04 15:42:32-03","IF","SPSF","21814","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum",NA,"M.C.Carvalho",NA,"América do Sul","Brasil","Parque Estadual Intervales",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"1997","07","15","SP","Ribeirão Grande","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,NA,NA,"25028","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"79","2021-03-04 15:42:32-03","IF","SPSF","38822","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","F. A. R. D. P. Arzolla","F. A. R. D. P. Arzolla & C. de Moura & F.E.S.P.Vilela","1120","América do Sul","Brasil","Parque Estadual da Cantareira",NA,"COLETA: Arbusto escadente, com frutos.; GEOGRAFIA: Crista da Serra da Pirucaia, Hortolândia, Floresta Omblófila Densa, de porte baixo, sobre quartzito.;",NA,NA,"(Baker) Cabrera","2007","09","20","SP","Mairiporã","-46.524444","-23.358056","1120","1120","2007","09",NA,NA,NA,NA,"Magnoliopsida","25",NA,NA,NA,NA,NA
"80","2021-03-04 15:42:32-03","IF","SPSF","40961","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","F. A. R. D. P. Arzolla","F. A. R. D. P. Arzolla & J.A.Pastore & A.A.de Paula","1332","América do Sul","Brasil","Parque Estadual da Cantareira, Hortolândia",NA,"COLETA: Arbusto escandente, frutos secos amarronzados.;",NA,NA,"(Baker) Cabrera","2008","11","06","SP","Mairiporã","-46.522222","-23.355833","1160","1160","2008","11",NA,NA,NA,NA,"Magnoliopsida","09",NA,NA,NA,NA,NA
"81","2017-09-11 17:07:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Chuquiraga","synacantha","Chuquiraga synacantha",NA,"Pohl, JBE","s.n.",NA,"?","Praeterea.",NA,NA,NA,NA,"(Sch.Bip.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:07:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Chuquiraga","synacantha","Chuquiraga synacantha",NA,"Pohl, JBE","s.n.",NA,"?","praeterea",NA,NA,NA,NA,"(Sch.Bip.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:07:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Chuquiraga","synacantha","Chuquiraga synacantha",NA,"Ackermann, ?","s.n.",NA,"?","Praeterea.",NA,NA,NA,NA,"(Sch.Bip.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:07:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Chuquiraga","synacantha","Chuquiraga synacantha",NA,"Ackermann, ?","s.n.",NA,"?","praeterea",NA,NA,NA,NA,"(Sch.Bip.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:07:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Chuquiraga","synacantha","Chuquiraga synacantha",NA,"Lindberg, GA","19","Southern America","Brazil",NA,NA,"(forma foliis lanceolatis)",NA,NA,"(Sch.Bip.) Baker",NA,NA,NA,"Minas Gerais","Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:07:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Chuquiraga","synacantha","Chuquiraga synacantha",NA,"Regnell, AF","ser. I263","Southern America","Brazil",NA,NA,"Habitat in silvis apertis Brasiliae orientalis.; HABITAT: Habitat in silvis apertis Brasiliae orientalis.",NA,NA,"(Sch.Bip.) Baker",NA,NA,NA,"Minas Gerais","Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"87","2017-09-11 17:07:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Chuquiraga","synacantha","Chuquiraga synacantha",NA,"Lindberg, GA","18","Southern America","Brazil",NA,NA,NA,NA,NA,"(Sch.Bip.) Baker",NA,NA,NA,"Minas Gerais","Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"88","2021-02-08 12:36:15-03","UFRGS","ICN","181800","S","Plantae","Dicotyledon",NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","Fier","Hagelund, K","10927 (DII)","América do Sul","Brasil",NA,NA,NA,NA,NA,"(Baker) Cabrera","1977","01","20","SC","Timbé do Sul","-49.8471984863281","-28.8302993774414",NA,NA,NA,NA,NA,NA,"15081","auto",NA,NA,NA,NA,NA,NA,NA
"89","2020-08-26 10:47:52-03","MCN-FZBRS","HAS","56647","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"Mattos, J.","1239",NA,"Brasil","Fortaleza,",NA,"Espinho-de-agulha-cipó; Ca. de 3m. de altura, flores amarelas, passadas.","HAS0056647",NA,"(Baker) Cabrera","1987","03",NA,"Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"90","2020-08-26 10:47:52-03","MCN-FZBRS","HAS","85877","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"Mattos, J.","31043",NA,"Brasil","Fortaleza,",NA,"Espinho-de-agulha-cipó;","HAS0085877",NA,"(Baker) Cabrera","1987","03",NA,"Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"91","2020-08-26 10:47:52-03","MCN-FZBRS","HAS","56642","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"Mattos, J.","6551",NA,"Brasil","Bom Jardim, Serra do Oratório",NA,"Espinho-de-agulha-cipó;","HAS0056642",NA,"(Baker) Cabrera","1959","01",NA,"Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"92","2019-11-21 10:00:28-03","IBt","SP","2348","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Monge, M","Hoehne, FC","s.n.",NA,"Brasil","Butantã",NA,NA,NA,NA,"(Less.) Cabrera","1918","07","31","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"2010","12",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"93","2019-11-21 10:00:28-03","IBt","SP","114091","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Monge, M","Mattos, J","14551",NA,"Brasil","Serra da Cantareira, no Horto Florestal",NA,NA,NA,NA,"(Less.) Cabrera","1967","03","30","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"2010","12",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:00:28-03","IBt","SP","48894","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","Monge, M","Viégas, AP","6424",NA,"Brasil",NA,NA,NA,NA,NA,"(Baker) Cabrera","1941","07","05","São Paulo","Espírito Santo do Pinhal","-46.7400016784668","-22.1900005340576",NA,NA,"2010","12",NA,NA,"18890","auto",NA,NA,NA,NA,NA,NA,NA
"95","2010-08-16 16:37:24-03","GH","HU-HERB","GH 00008149","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Flotovia","lanceolata","Flotovia lanceolata",NA,"F. Sellow",NA,"South America","Brazil",NA,"Sheet",NA,NA,NA,"Lessing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,"undetermined"
