"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus","sex"
"161","2019-10-09 11:09:22-03","UFBA","ALCB","74213","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","H.J.Lam.","Guedes, ML","2006","10",NA,"Tosto, MG; Santos, JS; Guedes, ML; Rigueira, D","2006","08","12","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.033333","-13.483333","-39.033333","-13.483333",NA,NA,"ca. 25 cm alt. Folhas: peciolos vináceos na base, levemente discolor. Raque da inflorescência vinácea, panícula de umbela composta. Muito frequente.; Mussununga.",NA,NA,"81","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-10-09 11:09:22-03","UFBA","ALCB","96051","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","H.J.Lam.","Guedes, ML","2010","08",NA,"Guedes, ML; Gomes, FS; Lisboa, MS","2010","07","23","Brasil","Bahia","Cairu","Baixo Sul, Cajazeiras. Casa de Dona Maria Guiomar do Nascimento","-39.033333","-13.483333","-39.033333","-13.483333",NA,NA,"perene, prostrada. Folhas simples peltadas, brilhantes. Inflorescência verde-amareladas. Chá das folhas serve para problemas estomacal.; Área Antropizada.",NA,NA,"17574","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-02-08 21:31:45-03","UFBA","ALCB","20954","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","H.J.Lam.","Carvalho, AM de","1980","09",NA,"Mattos Silva, LA; Brito, S","1980","06","16","Brasil","Bahia","Porto Seguro","Rodovia P. Segura/Santa Cruz de Cabrália, km 5.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,"Planta rasteira, rizomatosa. Abundante. Espalha-se sobre o solo ficando, os rizomas, numa profundidade de ca. 10 cm.; Solo arenoso. Vegetação da Praia. Próx. ao nível do mar. Folha SE-24 (16-39c).",NA,NA,"s/n","Southern America",NA,NA,"Dicotyledon",NA,"68835","auto",NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-02-08 21:31:45-03","UFBA","ALCB","03205","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","H.J.Lam.","Noblick, LR","1980","09",NA,"Equipe de Ecologia","1975","10","10","Brasil","Bahia","Salvador","Instituto de Biologia.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"flores pequenas tipo umbela composta ou panícula de capítulos.; Terrestre.",NA,NA,"s/n","Southern America",NA,NA,"Dicotyledon",NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-02-08 21:31:45-03","UFBA","ALCB","03204","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","H.J.Lam.","Noblick, LR","1980","09",NA,"Azevedo, B de","1975","11","03","Brasil","Bahia","Salvador","Instituto de Biologia. Lago.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,"s/n","Southern America",NA,NA,"Dicotyledon",NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-02-08 21:31:45-03","UFBA","ALCB","11776","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","umbellata","Hydrocotyle umbellata bonariensis","L.",NA,NA,NA,NA,"s.col.",NA,NA,NA,"Brasil",NA,NA,"do sul do Brasil",NA,NA,NA,NA,NA,NA,NA,"ALCB015525","ALCB015525","s/n","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"bonariensis",NA,NA,NA,NA,NA,NA
"167","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2582186","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Klein RM","1961","12","04","Brazil",NA,NA,"Santa Catarina. Itajaí.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2582186 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2582186","NL-L2582186",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,"L 0941910",NA,NA,NA,NA,NA
"168","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2582187","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Hatschbach GG","1967","04","23","Brazil",NA,NA,"Paraná, Mun Paranaguá, Pontal do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2582187 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2582187","NL-L2582187",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,"L 0941909",NA,NA,NA,NA,NA
"169","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2582189","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Hutchison PC","1957","11","25","Peru",NA,NA,"Five km west of Moquegua. province Mariscal Nieto. Department Moquega.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2582189 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2582189","NL-L2582189",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,"L 0941907",NA,NA,NA,NA,NA
"170","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2582190","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Smith LB; Reitz R","1957","03","28","Brazil",NA,NA,"Santa Catarina. mun Florianópolis: Dune formation, Canavieiras, Ilha de Santa Catarina.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2582190 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2582190","NL-L2582190",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,"L 0941906",NA,NA,NA,NA,NA
"171","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077821","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Renvoize SA; Wilmot-Dear CM; Zuloaga FO","1978","10","05","Argentina",NA,NA,"Argentina. Entre Rios, Federacion. Santa Ana. Grassland near sand dunes. 30 m. Small succulent herb.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077821 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077821","NL-U1077821",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"172","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077823","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"O'Donell CA; Rodriguez V JM","1944","03","28","Argentina",NA,NA,"Argentina. Prov. de Cordoba. Dep. Cruz del Eje.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077823 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077823","NL-U1077823",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"173","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077824","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Herter WGF","1926","12","01","Uruguay",NA,NA,"Uruguayenses. Montevideo - Liste de Correos. Dict. Malvin Departamento de Montevideo. Lit. Platens. Aren. Republica Oriental del Uruguay.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077824 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077824","NL-U1077824",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"174","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077838","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Vlugt PJ van der","1979","03","04","Argentina",NA,NA,"Argentina. Buenos Aires: common weed among grass. Taken alive and subsequently grown by the collector in his private garden in Voorburg, The Netherlands.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077838","NL-U1077838",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"175","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077877","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","12","29","Brazil",NA,NA,"Brasiliae Australis. Est. Rio Grande do Sul. Moist roadside in coastal plain N of Osorio.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077877 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077877","NL-U1077877",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"176","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077878","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","12","29","Brazil",NA,NA,"Brasiliae Australis. Est. Rio Grande do Sul. Moist roadside in coastal plain N of Osorio.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077878","NL-U1077878",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"177","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077879","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Camerik AM","1975","05","24","Brazil",NA,NA,"Proced. Brasil; Est. R.J.; Cabo Frio. In wegbermen langs hoofdweg Rio de Janeiro - Cabo Frio.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077879","NL-U1077879",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"178","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077880","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Lindeman JC",NA,NA,NA,"Lindeman JC; Haas JH de","1965","12","26","Brazil","Paraná",NA,"Est. Paraná. Matinhos.",NA,NA,NA,NA,NA,NA,"Low dune ridge behind the beach.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077880 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077880","NL-U1077880",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,"U 0183234",NA,NA,NA,NA,NA
"179","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077881","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Cid Ferreira CA; Ramos J","1980","06","18","Brazil",NA,NA,"Para. Municipio de Oriximina, margem esquerda de estrada da Cachoeira Porteira paralela ao Rio Trombetas km 5; terra firme; mata secundaria; solo argiloso. Planta rasteira.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077881 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077881","NL-U1077881",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"180","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077882","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Harley RM; et al.","1974","03","30","Brazil",NA,NA,"Estado De Bahia. Coastal Zone. ca. 6Km. S.W. of Itacare, on side road, by small dam and hydroelectric generator by river. South of the mount of the Rio de Contas. Evergreen forest and gallery, and disturbed ground.","-39.05","-14.316667","-39.05","-14.316667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077882 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077882","NL-U1077882",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"181","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077883","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Harley RM; et al.","1977","01","16","Brazil",NA,NA,"Estado Da Bahia. Coastal Zone. Between Alcobaca and Prado, on the coast road 12km N of Alcobaca. Mixed restinga with high forest, bushy areas, damp open ground and marsh. This plant is growing in marsh.","-39.216667","-17.483333","-39.216667","-17.483333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077883 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077883","NL-U1077883",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"182","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077884","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Harley RM; et al.","1977","01","18","Brazil",NA,NA,"Estado De Bahia. Cumuruxatiba, 47 Km. n. of Prado on the coast. Strand-line vegetation and low often much disturbed restinga.","-39.183333","-17.1","-39.183333","-17.1",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077884","NL-U1077884",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"183","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077885","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Lindeman JC","1971","07","13","Brazil",NA,NA,"Brasil, Cabo Frio, terreno baldio numa rua, areia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077885","NL-U1077885",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"184","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077887","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Lindeman JC","1919","07","16","Brazil",NA,NA,"Brasil, resinga logo S de Cabo Frio, RJ, vale astras de uma funa movel. Erva carnosa ate as umbeles coberta de areia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077887 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077887","NL-U1077887",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"185","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077943","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Ellenberg H",NA,NA,NA,"Peru",NA,NA,"Vegetation del Peru. Kustenwuste Mittelperus Trockenzeit. Suszwasser- Graben. Villa, S von Lima.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077943","NL-U1077943",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"186","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077944","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Ellenberg H","1957","03","16","Peru",NA,NA,"Vegetation del Peru. Halbwusten des westl. Andenrades Sudperu Regenzeit. 21 feuchter Rasen, etwas salzig, 550 m alt. Rio Mages-Tal, N von Las Palmas.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077944 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077944","NL-U1077944",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"187","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077945","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Ellenberg H",NA,NA,NA,"Peru",NA,NA,"Vegetacion del Peru. Halbwusten des westl. Andenrandes Sudperu Regenzeit. Bachkerbtal-Gebusch, 2750 m. alt. Chuquibamba, NW von Arequipa.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077945 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077945","NL-U1077945",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"188","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077946","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Ellenberg H",NA,NA,NA,"Peru",NA,NA,"Vegetation del Peru. Andenhochland Sudperus Regenzeit. 88 Juncus-Feuchtwiese, 3350 m. alt. Huambutio, OSO von Cusco.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077946 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077946","NL-U1077946",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"189","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1077947","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Rutten LMR","1921","07","01","Peru",NA,NA,"Peru, Chosica prope Lima alt. ± 1000 M.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077947 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077947","NL-U1077947",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"190","2020-02-08 08:44:01-03","NBC","NL-BOTANY","L.2582624","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","umbellata","Hydrocotyle umbellata bonariensis","Don",NA,NA,NA,NA,"Buchtien O","1912","10","01","Bolivia",NA,NA,"Polo-Polo bei Coroico, Nordyungas.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2582624 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2582624","NL-L2582624",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae","bonariensis","L 0941112",NA,NA,NA,NA,NA
"191","2020-02-08 08:44:01-03","NBC","NL-BOTANY","U.1077826","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","umbellata","Hydrocotyle umbellata bonariensis","Don",NA,NA,NA,NA,"Ruiz Leal A","1944","02","01","Argentina",NA,NA,"Argentina. Prov. de Mendoza. Dep. Godoy Bruz. Tafzon de Sevilla.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077826 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077826","NL-U1077826",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae","bonariensis",NA,NA,NA,NA,NA,NA
"192","2020-11-04 11:00:28-03","ESALQ","ESA","117711","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis",NA,"Silveira, M.F.",NA,NA,NA,"Vidal, W.N. et al.","1986","03","01","Brasil","Rio de Janeiro","Arraial do Cabo",NA,"-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,"ESA117711","ESA117711","659.0",NA,NA,NA,"Magnoliophyta",NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-11-04 11:00:29-03","ESALQ","ESA","88058","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Silveira, M.F.",NA,NA,NA,"Silveira, M.F.","2004","03","28","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA088058","ESA088058","31.0",NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-11-04 11:00:29-03","ESALQ","ESA","32567","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Silveira, M.F.",NA,NA,NA,"Leitão Filho, H.F. et al.","1996","02","02","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"ESA032567","ESA032567","34598.0",NA,NA,NA,"Magnoliophyta",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-11-04 11:00:29-03","ESALQ","ESA","119967","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis",NA,"Silveira, M.F.",NA,NA,NA,"Weinberg, B.","1984","10","23","Brasil","Espírito Santo","Vitória","Goiabeiras, campo universitário.","-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,NA,"ESA119967",NA,"549.0",NA,NA,NA,"Magnoliophyta",NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-11-04 11:00:29-03","ESALQ","ESA","22412","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Silveira, M.F.",NA,NA,NA,"Basso, M.E. et al.","1994","09","08","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA022412","ESA022412","10.0",NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-11-04 10:54:42-03","ESALQ","ESA","141471","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Souza, V.C.","2018","10","13","Souza, V.C.","2018","10","13","Brasil","São Paulo","Itanhaém","Área urbana do bairro Mosteiro.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Erva rizomatosa, flores creme.","ESA141471",NA,"41194.0",NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-11-04 11:00:28-03","ESALQ","ESA","119966","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis",NA,"Silveira, M.F.",NA,NA,NA,"Mota, E.V.R.","1980","06","07","Brasil","Espírito Santo","Nova Almeida","Em uma praia próxima a zona de batimento da maré.",NA,NA,NA,NA,NA,NA,NA,"ESA119966",NA,"17.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-11-04 11:00:28-03","ESALQ","ESA","117712","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis",NA,"Silveira, M.F.",NA,NA,NA,"Valente, G.E. et al.","2002","08","01","Brasil","Espírito Santo","Anchieta",NA,"-40.6455993652344","-20.8057994842529",NA,NA,NA,NA,NA,"ESA117712","ESA117712","1060.0",NA,NA,NA,"Magnoliophyta",NA,"28755","auto",NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-11-04 11:00:28-03","ESALQ","ESA","118970","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis",NA,"Silveira, M.F.","2006","03","16","Castro, N.M.",NA,NA,NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,NA,NA,NA,"ESA118970",NA,"67.0",NA,NA,NA,"Magnoliophyta",NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-11-04 11:00:28-03","ESALQ","ESA","108140","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis",NA,"Queiroz, R.","2009","10","16","MOURA, T.M.","2009","10","01","Brasil","São Paulo","Ilha Comprida",NA,"-47.5400009155273","-24.7399997711182",NA,NA,NA,NA,NA,"ESA108140",NA,"762.0",NA,NA,NA,"Magnoliophyta",NA,"49747","auto",NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-11-04 10:54:42-03","ESALQ","ESA","115954","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis",NA,"Hoehne, W.",NA,NA,NA,"Hoehne, W.","1949","11","25","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA115954",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-11-04 11:04:59-03","ESALQ","ESA","81807","PreservedSpecimen","Plantae","Combretaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Correa, J.P.",NA,NA,NA,"Grande, D.A. ; Lopes, E.A.","1978","04","19","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA081807",NA,"88.0",NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
