"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","locality","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2016-09-28 13:09:00-03","NY","NYBG","540742","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","R. Reitz","9172","1959","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540742",NA,"Cordeiros, Itajaí","Magnoliophyta","Oxalidales",NA,"D. A. Castaneda","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,"5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","03687187","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","L. Nusbaumer","4184","2014","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952223' target='other'> <mi>dwc_moreinfo</mi></a>","NY03687187",NA,"Reserva Biológica da Pedra Talhada. localité de Quebrangulo","Magnoliophyta","Oxalidales","(Aubl.) Benth.","D. Sampaio","Alagoas","Quebrangulo","-36.444247","-9.228754","NY03687187_01","740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 23:05:00-03","NY","NYBG","00996298","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","J. A. Ratter","R.631","1967","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996298",NA,"Vale de Sonhos (c. 80 km S of Xavantina on the Xavantina - Aragarças road).","Magnoliophyta","Oxalidales",NA,"D. A. Castaneda","Mato Grosso",NA,"-52.33","-14.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","540728","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","G. G. Hatschbach","16507","1967","06","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41366' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540728",NA,"Serrinha","Magnoliophyta","Oxalidales","(Aubl.) Benth.","D. A. Castaneda","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 23:05:00-03","NY","NYBG","00996302","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","M. G. da Silva","4267","1979","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996302",NA,"Bosquinho.","Magnoliophyta","Oxalidales",NA,"M. G. da Silva","Mato Grosso","Aripuanã","-59.4592","-10.1669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00996295","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","G. G. Hatschbach","65571","1996","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996295",NA,"Serra Ricardo Franco, Córrego Cachoeira.","Magnoliophyta","Oxalidales","(Aubl.) Benth.","S. F. Smith","Mato Grosso","Vila Bela da Santíssima Trindade","-59.9506","-15.0083","NY00996295_01 NY00996295_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","540725","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","R. P. Belém","10117","1910","08","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540725",NA,"Serra do Prata","Magnoliophyta","Oxalidales","(Aubl.) Benth.","D. Castaneda","Paraná","Cândido de Abreu","-51.3331","-24.5669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","709214","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","D. C. Daly","10097","1999","03","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00709214",NA,"Rio Purus, left bank, Seringal Refúgio, S of Igarapé Extrema de Baixo.","Magnoliophyta","Oxalidales","(Aubl.) Benth.","M. J. E. Coode","Acre","Santa Rosa do Purus","-69.9858","-9.0856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","540744","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","R. M. Klein","34","1949","10","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540744",NA,"Mata da Azambuja, Brusque","Magnoliophyta","Oxalidales","(Aubl.) Benth.","D. A. Castaneda","Santa Catarina","Brusque","-48.910147","-27.126635",NA,"50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","540723","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","G. P. Lewis","777","1981","12","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540723",NA,"Fazenda Guanabara, 5 km NW de Itamarajú. Path from main road to fazenda","Magnoliophyta","Oxalidales","(Aubl.) Benth.","G. P. Lewis","Bahia","Itamarajú","-39.48","-17.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-28 13:09:00-03","NY","NYBG","540738","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","R. M. Klein","1761","1955","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540738",NA,"Morro da Ressacada, Itajaí","Magnoliophyta","Oxalidales",NA,"D. A. Castaneda","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02713576","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","D. M. Torres","91","2013","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3034180' target='other'> <mi>dwc_moreinfo</mi></a>","NY02713576",NA,"Jaci-Paraná: Módulo Novo-T3 /P 5000","Magnoliophyta","Oxalidales","(Aubl.) Benth.","D. M. Torres","Rondônia","Porto Velho","-64.3786","-9.4006","NY02713576_01","118","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 23:14:00-03","NY","NYBG","00996650","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","M. G. da Silva","4755","1979","06","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996650",NA,"Aripuanã, BR-174. Projeto Juína, estrada para o aeroporto.","Magnoliophyta","Oxalidales",NA,"M. G. da Silva","Mato Grosso","Juína","-58.7408","-11.3783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","540740","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","R. Reitz","3912","1949","10","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540740",NA,"Mata do Azambuja, Brusque","Magnoliophyta","Oxalidales","(Aubl.) Benth.","D. A. Castaneda","Santa Catarina","Brusque","-48.910147","-27.126635",NA,"50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-28 13:09:00-03","NY","NYBG","540743","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","R. M. Klein","1643","1955","10","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41365' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540743",NA,"Morro da Fazenda, Itajaí","Magnoliophyta","Oxalidales",NA,"D. A. Castaneda","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-28 13:09:00-03","NY","NYBG","540739","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","A. F. M. Glaziou","6481","1873","09","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540739",NA,"Petrópolis, Itamaraty","Magnoliophyta","Oxalidales",NA,"C. E. Smith, Jr.","Rio de Janeiro","Petrópolis","-43.1783","-22.505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","88798","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis stipitata","H. T. Beck","2320","1994","07","20","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=359221' target='other'> <mi>dwc_moreinfo</mi></a>","NY00088798",NA,"Awá Reserve. Community of La Union.","Magnoliophyta","Oxalidales","(Spruce ex Benth.) T.D.Penn.","T. D. Pennington","Esmeraldas",NA,"-78.55","1","NY00088798_01",NA,NA,"stipitata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","471857","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","M. Silveira","1112","1995","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471857",NA,"Bacia do Alto Juruá, Rio Tarauacá, margem esquerda. Reserva Indígena Praia do Carapana, colocaçao Vai Quem Quer.","Magnoliophyta","Oxalidales","(Aubl.) Benth.","M. J. E. Coode","Acre","Tarauacá","-71.3317","-8.4064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-28 13:09:00-03","NY","NYBG","540741","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","R. M. Klein","1431","1955","06","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540741",NA,"Cunhas, Itajaí","Magnoliophyta","Oxalidales",NA,"D. A. Castaneda","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","03075410","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","F. Pereira",NA,"2000","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3301096' target='other'> <mi>dwc_moreinfo</mi></a>","NY03075410",NA,"3º Distrito Lagoinhas, Fazenda Lagoinha. Coletas organizadas pela Extracta Moléculas Naturais Ltda, Projeto de Bioprospecção.","Magnoliophyta","Oxalidales","(Aubl.) Benth.",NA,"Rio de Janeiro","Cachoeiras de Macacu","-42.8558333","-22.4566666","NY03075410_01","590","590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00996297","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","J. H. Kirkbride Jr.","3421","1980","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996297",NA,"A margem de mata decidua e capoeira. Na Fazienda das Esmeraldas, perto Corrégo Paciência e GO 164, ca. 6 km NE de Goiás Velho.","Magnoliophyta","Oxalidales","(Aubl.) Benth.","S. F. Smith","Goiás","Goiás","-50.12","-15.9",NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","540727","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","G. G. Hatschbach","18140","1967","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540727",NA,"Fda. Abrobeira","Magnoliophyta","Oxalidales","(Aubl.) Benth.","D. A. Castaneda","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,"50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-28 13:09:00-03","NY","NYBG","540721","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","R. P. Belém","3262","1967","02","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540721",NA,"Belmonte","Magnoliophyta","Oxalidales",NA,"D. Castaneda","Bahia","Belmonte","-38.88","-15.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","540724","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","P. K. H. Dusén","s.n.","1911","08","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41373' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540724",NA,"Morretes","Magnoliophyta","Oxalidales","(Aubl.) Benth.","D. Castaneda","Paraná","Morretes","-48.8342","-25.4769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","868290","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","B. A. Krukoff","5418","1933","08","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00868290",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","Magnoliophyta","Oxalidales","(Aubl.) Benth.","C. E. Smith, Jr.","Acre",NA,"-69","-9.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","540729","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","G. G. Hatschbach","15838","1967","01","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540729",NA,"Rio Paraná, Ilha Bandeirante","Magnoliophyta","Oxalidales","(Aubl.) Benth.","D. A. Castaneda","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","471892","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","M. Silveira","1006","1995","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41377' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471892",NA,"Bacia do Alto Juruá, Rio Tarauacá, margem direira, seringal Tamandaré, colocacao Santa Maria.","Magnoliophyta","Oxalidales","(Aubl.) Benth.","M. J. E. Coode","Acre","Tarauacá","-71.5158","-8.5867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","540730","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","G. G. Hatschbach","4357","1967","01","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540730",NA,"Ilha dos Bandeirantes in Rio Paraná opposite of Porto Camargo","Magnoliophyta","Oxalidales","(Aubl.) Benth.","D. A. Castaneda","Paraná","Icaraíma","-53.6139","-23.3958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-29 23:07:00-03","NY","NYBG","00996574","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","U. Pastore","76","1986","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996574",NA,"Fazenda Panambi, próximo Rio Ivinhema. Folha SF 22-Y-A; Ponto 27.","Magnoliophyta","Oxalidales",NA,"J. D. C. Arouck-Ferreira","Mato Grosso do Sul","Taquarussu","-53.47","-22.43","NY00996574_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","540731","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","G. G. Hatschbach","30559","1972","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540731",NA,"Rio dos Padres","Magnoliophyta","Oxalidales","(Aubl.) Benth.","D. A. Castaneda","Paraná","Antonina","-48.7117","-25.4286",NA,"50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","471860","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","M. Silveira","974","1995","11","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471860",NA,"Bacia do Alto Juruá, Rio Tarauacá, margem direira, Reserva Indígena Praia do Carapana.","Magnoliophyta","Oxalidales","(Aubl.) Benth.","M. J. E. Coode","Acre","Tarauacá","-71.4775","-8.5475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00996301","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","B. A. Krukoff","1396","1931","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996301",NA,"Near Tabajara, upper Machado River region.","Magnoliophyta","Oxalidales","(Aubl.) Benth.","C. Smith","Rondônia",NA,"-62.0581","-8.93419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
