"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","recordNumber","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"45","2020-12-21 16:12:41-03","MBM","MBM","36303","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Muell. Arg.) Woodson","Hatschbach, G.","1962","10","13","Brazil","Paraná","Matelândia","Matelândia, arredores","-53.9963989257812","-25.2408008575439",NA,NA,NA,"MBM036303","MBM036303","Southern America",NA,NA,NA,NA,"9343","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,"40323","auto",NA,NA,NA,NA
"46","2020-12-21 16:12:41-03","MBM","MBM","36302","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Muell. Arg.) Woodson","Hatschbach, G.","1965","04","13","Brazil","Paraná","Guaraniaçu","Guaraniaçu","-52.878101348877","-25.1007995605469",NA,NA,NA,"MBM036302","MBM036302","Southern America",NA,NA,NA,NA,"12555","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,"38806","auto",NA,NA,NA,NA
"47","2020-12-21 16:12:41-03","MBM","MBM","36300","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Muell. Arg.) Woodson","Hatschbach, G.","1952","10","14","Brazil","Paraná","Tibagi","Fazenda Monte Alegre, Jaguatirica","-50.4136009216309","-24.5093994140625",NA,NA,NA,"MBM036300","MBM036300","Southern America",NA,NA,NA,NA,"2952","Markgraf, F.",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA
"48","2020-12-21 16:12:41-03","MBM","MBM","218506","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","selowii","Mandevilla selowii","(Muell. Arg.) Woodson","Thomas, W.W.; et al.; et al.","1992","05","14","Brazil","Bahia","Wenceslau Guimarães","Reserva Natural","-39.4794006347656","-13.686900138855",NA,NA,NA,"MBM218506",NA,"Southern America",NA,NA,NA,NA,"9310","Leeuwenberg, A.J.M.",NA,NA,NA,NA,NA,NA,NA,"37469","auto",NA,NA,NA,NA
"49","2015-09-27 06:22:08-03","MNHN","RECOLNAT_MNHN_P","P00646664","PreservedSpecimen",NA,"Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Sello",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"Donné par le Muséum de Berlin 1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646664' target='other'> <mi>dwc_moreinfo</mi></a>","P00646664","P00646664_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA
"50","2015-09-27 06:22:25-03","MNHN","RECOLNAT_MNHN_P","P00646665","PreservedSpecimen",NA,"Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Sello",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646665' target='other'> <mi>dwc_moreinfo</mi></a>","P00646665","P00646665_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA
"51","2015-09-04 13:41:13-03","MNHN","RECOLNAT_MNHN_P","P04217287","PreservedSpecimen",NA,"Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Saint-Hilaire, A.","1816","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04217287' target='other'> <mi>dwc_moreinfo</mi></a>","P04217287","P04217287_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 67",NA,NA
"52","2021-01-15 17:51:35-03","UFMG","BHCB","160138","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Gontijo, FD","2012","03","15","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","-43.433333","-20.198611",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"s.n.",NA,NA,NA,NA,NA,"2012","08",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:31:52-03","UFMG","BHCB","142148","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Oliveira, CT; Stehmann, JR; Batista, JAN","2008","12","09","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico do Inficionado","-43.453056","-20.134167","-43.453056","-20.134167","Liana, flores rosas com a parte interna do tubo da corola amarela.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"242",NA,"2052","2052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:31:52-03","UFMG","BHCB","165911","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","02","19","Brasil","Minas Gerais","Barão de Cocais","Morro do Baú, Litotipo: Itabirito e itabirito dolomítico, com lentes de dolomito","-43.579722","-20.023889","-43.579722","-20.023889","Projeto Lacunas do Conhecimento.; Liana, flores rosas com fauce amarela.; Campo Rupestre Ferruginoso Arbustivo.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"1931",NA,"1286","1286",NA,NA,"2013","02",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:31:52-03","UFMG","BHCB","142144","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Oliveira, CT; Stehmann, JR; Batista, JAN","2008","12","08","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico do Inficionado","-43.456111","-20.136111","-43.456111","-20.136111","Subarbusto de 30 cm, flores rosas com a parte interna do tubo da corola amarela.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"238",NA,"1987","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:31:52-03","UFMG","BHCB","171963","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Pivari, MOD; Miranda, E; Tomich, S","2014","03","21","Brasil","Minas Gerais","Barão de Cocais","Mina de Brucutu, Complexo Minas Centrais, Cava da Divisa.","-43.437778","-19.889722","-43.437778","-19.889722","Liana, flores rosas com fauce amarela.; Campo Rupestre Ferruginoso Arbustivo.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"1879",NA,"971","971",NA,NA,"2014","03",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:31:52-03","UFMG","BHCB","178942","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","2015","09","30","Brasil","Minas Gerais","Ouro Preto","RPPN Capanema","-43.605","-20.197222","-43.605","-20.197222","Prensada em álcool; Liana; flores rosas com o interior do tubo floral amarelo; latex branco; frutos maduros castanhos.; Campo Rupestre Quartzítico",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"941",NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:31:52-03","UFMG","BHCB","183806","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Souza, JAM; Santos, A; Avelar, R","2016","11","17","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.849444","-20.245278","-43.849444","-20.245278","Herbáceo, 0,4m alt. Terrestre. Flor rosa claro. Látex branco em abundância.; Cerrado Sentido Restrito. Cerrado em encosta.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"87",NA,"1219","1219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-11 11:31:52-03","UFMG","BHCB","183900","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Sousa, NL; Souza, JAM; Avelar, R","2016","11","24","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.883056","-20.28","-43.883056","-20.28","Arbustivo, 0,35m alt. Terrestre. Cálice vemelho, flor rosa e tubo internamente amarelo. Folha cartácea.; Campo Rupestre Quartizito. Área aberta, arbustos espassos.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"412",NA,"1337","1337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:31:52-03","UFMG","BHCB","188577","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Pereira, AFS; Souza, JAM; Silva, E","2017","03","22","Brasil","Minas Gerais","Ouro Preto","Fazenda Córrego das Almas","-43.527778","-20.240278","-43.527778","-20.240278","Liana; flores rosas.; Campo Rupestre Ferruginoso, Canga Laterítica couraçada","BHCB188577",NA,"Southern America",NA,NA,"Dicotyledon",NA,"64",NA,"1538","1538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:31:52-03","UFMG","BHCB","21269","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Pereira, M; Lucca, M","1991","11","26","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Na região do Congonhas em frente a Serra do Palácio.","-43.7144012451172","-19.1688995361328",NA,NA,"Escandente. Flor rosa.; Campo rupestre (afloramento rochoso).",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"1053",NA,"1300","1300",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"62","2020-12-11 11:31:52-03","UFMG","BHCB","21269","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Pereira, M; Lucca, M","1991","11","26","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Na região do Congonhas em frente a Serra do Palácio.","-43.7144012451172","-19.1688995361328",NA,NA,"Escandente. Flor rosa.; Campo rupestre (afloramento rochoso).",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"1053",NA,"1300","1300",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"63","2020-12-11 11:31:52-03","UFMG","BHCB","52557","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Vasconcelos, MF de","2000","02","15","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Pico do Inficionado.","-43.4075012207031","-20.0746994018555",NA,NA,"Trepadeira. Corola rosa.; Campo rupestre.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"s.n.",NA,"2050","2050",NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA
"64","2021-02-11 17:17:52-03","UFPR","UPCB","69608","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Mull. Arg.) Woodson","Labiak, P.H.","2008","10","14","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"9999","9999","Trepadeira sobre arbustos. Cálice verde, pétalas róseas com listras amareladas, tubo da corola levemente amarelado internamente..","UPCB0036881","UPCB0036881",NA,NA,NA,NA,NA,"4944","Morales, J.F.","1500","1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-11 17:17:52-03","UFPR","UPCB","69611","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Mull. Arg.) Woodson","Labiak, P.H.","2008","10","15","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"9999","9999","Liana escandente, no dossel. Flores vermelhas, base das pétalas amareladas, interior da corola com listras levemente amareladas..","UPCB0036880","UPCB0036880",NA,NA,NA,NA,NA,"4969","Fontana, A.P.","1250","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2018-06-22 05:25:00-03","MO","MOBOT","2455593","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","Pe. Raulino Reitz|Roberto M. Klein","1958","1","10","Brazil","Santa Catarina",NA,"Campo Alegre. Morro do Iquererim","-49.235","-26.205",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Reitz 6156",NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-08-10 05:49:00-03","MO","MOBOT","2810141","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","Amaro Macedo","1895",NA,NA,"Brazil","Minas Gerais",NA,"[Ltacoloui]. [O. Pret]. Escandente da serra em matagais. Hermelhes.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Macedo 2788","Margareth F. Sales, 30/6/","1500.00000000","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2009-10-24 06:44:00-02","MO","MOBOT","2810156","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","George Eiten","1965","11","30","Brazil","Minas Gerais",NA,"De Mariana, but along boundary with Mun. de Ouro Prêto: 6 km due SE of city of Ouro Prêto, on top (planalto) of the mountain, Itacolomi. by altimeter or 1700 m on map. Southeast-facing rocky slope (on SW side of immense rock). 20º26'S. 43º27 1/2'W.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Eiten 7033","J. Francisco Morales, (INB), May","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2013-05-07 06:03:00-03","MO","MOBOT","2810180","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","Ynés Mexia","1930","2","1","Brazil","Minas Gerais",NA,"Carangola. Top of Serra da Gramma; above timberline.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Mexia 4277","J. Francisco Morales, (INB), May","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2009-10-21 17:44:00-02","MO","MOBOT","2810187","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","1972","2","12","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Eastern slopes of Pico do Itambé; sandstone outcrops with shrubby vegetation, adjacent grassy slopes, and valley of small stream; mostly sandy soil, but with overlying black humus in many places.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Anderson 35845","J. Francisco Morales, (INB), May","1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","13670",NA,"Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","L. Kollmann; et al","2000","10","13","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9","Trepadeira no sol. Flores rosas, corola amarela por dentro.","MBML013670","MBML013670",NA,NA,NA,NA,NA,"3201","J.F. Morales/11-X-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","23441",NA,"Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","L. Kollmann; et al","2004","10","30","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9","Trepadeira ao sol. Flores rosas escuras.","MBML023441","MBML023441",NA,NA,NA,NA,NA,"7145","J.F.Morales/Nov.2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","24083",NA,"Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","A. P. Fontana; et al","2004","11","01","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9","Trepadeira, heliófila, flores rosas.","MBML024083","MBML024083",NA,NA,NA,NA,NA,"1004","J.F.Morales/Nov.2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","37234",NA,"Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","P. Labiak; et al","2008","10","14","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.520556","41W6'2","20S31'14",NA,"MBML037234","MBML037234",NA,NA,NA,NA,NA,"4944","J.F.Morales/Maio.2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-09-12 05:00:02-03","US","US","1706189","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","Woodson","W. Kil.",NA,NA,NA,"Brazil",NA,NA,"St. Hilaire.",NA,NA,NA,NA,NA,"US03248162","US03248162_01","South America",NA,NA,NA,"Gentianales","67",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","2931603","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","Woodson","G. Hatschbach","1978","11","17","Brazil","Paraná",NA,"Roça Nova (mun. Piraquara).",NA,NA,NA,NA,NA,"US03248156","US03248156_01","South America",NA,NA,NA,"Gentianales","41753",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","1690899","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","Woodson","Y. Mexia","1930","2","1","Brazil","Minas Gerais",NA,"Districto Carangola. Top of Serra da Gramma; above timberline.",NA,NA,NA,NA,NA,"US03248160","US03248160_01","South America - Neotropics",NA,NA,NA,"Gentianales","4277",NA,"1700",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2020-09-12 05:00:02-03","US","US","1690900","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","Woodson","-. Mexia","1930","2","1","Brazil","Minas Gerais",NA,"Top of Serra da Gramma.",NA,NA,NA,NA,NA,"US03248159","US03248159_01","South America - Neotropics",NA,NA,NA,"Gentianales","4277",NA,"1700",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"79","2020-09-12 05:00:02-03","US","US","1706058","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","Woodson","M. Claussen","1840",NA,NA,"Brazil","Minas Gerais",NA,"Pcio d'itabira.",NA,NA,NA,NA,NA,"US03248161","US03248161_01","South America - Neotropics",NA,NA,NA,"Gentianales","26",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","2268773","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","Woodson","-- Reitz & Klein, --","1958","1","10","Brazil","Santa Catarina",NA,"Morro do Iquererim, Campo Alegre.",NA,NA,NA,NA,NA,"US03248158","US03248158_01","South America",NA,NA,NA,"Gentianales","6156",NA,"1400",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","2687587","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","Woodson","G. Eiten","1965","11","30","Brazil","Minas Gerais",NA,"Município de Mariana, but along boundary with Mun. de Ouro Prêto: 6 km due SE of city of Ouro Prêto, on top (Planalto) of the mountain, Itacolomi.","-43.4583","-20.43",NA,NA,NA,"US03248157","US03248157_01","South America - Neotropics",NA,NA,NA,"Gentianales","7033",NA,"1600","1700","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"82","2020-09-02 16:20:06-03","Cenargen","CEN","108422","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","G. O. Romão","2010","04","08","Brasil","MG","SANTO ANTONIO DO ITAMBE","Pico do Itambé, subida para o Pico","-43.348333","-18.395833","-43.348333","-18.395833","Doação Universidade de São Paulo Escola Superior de agricultura Luiz de Queiroz - Herbário ESA 117312.","CEN00108422","CEN00108422",NA,"Exsicatas",NA,NA,NA,"2610","B. M. T. Walter",NA,NA,NA,NA,"2019","04",NA,NA,NA,NA,NA,"1",NA
"83","2021-03-15 18:24:47-03","USP","SPF","220191","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Escaramai, M","2012","02","07","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Caminho para o vellozieto.","-43.558333","-19.264639","-43.558333","-19.264639","Liana. Folhas verde escuras. Cálice verde. Corola vinho, com interior do tubo floral de cor creme esverdeado. Botões florais vinho. Planta latescente.","SPF00220191",NA,NA,NA,NA,NA,NA,"16","Escaramai, M","1289","1289",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-13 11:15:08-03","USP","SPF","212192","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Krieger, L","1988","03","21","Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465",NA,NA,NA,"SPF00212192",NA,NA,NA,NA,NA,NA,"CESJ21992","Pereira, NWV",NA,NA,NA,NA,"1996","06",NA,"20996","auto",NA,NA,NA,NA
"85","2019-11-13 11:15:08-03","USP","SPF","212191","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Clemente, MA","2007","11","18","Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,"SPF00212191",NA,NA,NA,NA,NA,NA,"5","Menini-Neto, L",NA,NA,NA,NA,"2008","05",NA,"30417","auto",NA,NA,NA,NA
"86","2021-03-15 18:24:47-03","USP","SPF","177922","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Monguilhott, L","2005","03","15","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Parque Estadual de Ibitipoca, início da trilha para Lagoa Seca.","-43.793098449707","-21.8425006866455",NA,NA,"Trepadeira em cima da árvore. Corola rosa claro. Folhas discolores.","SPF00177922",NA,NA,NA,NA,NA,NA,"111","Monguilhott, L",NA,NA,NA,NA,"2006",NA,NA,"30417","auto",NA,NA,NA,NA
"87","2021-03-15 18:24:47-03","USP","SPF","166972","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Bezerra, LM","2004","11","30","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Parque Estadual de Ibitipoca. Margem do rio que forma a cachoeirinha.","-43.793098449707","-21.8425006866455",NA,NA,"Liana com base lenhosa. Folhas discolares. Flores róseas com centro amarelo, sépalas vináceas.","SPF00166972",NA,NA,NA,NA,NA,NA,"40","Bezerra, LM",NA,NA,NA,NA,"2005","01",NA,"30417","auto",NA,NA,NA,NA
"88","2021-03-15 18:24:47-03","USP","SPF","177923","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Monguilhott, L","2005","03","15","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Parque Estadual de Ibitipoca. Trilha entre Lagoa Seca e Janela do Céu.","-43.793098449707","-21.8425006866455",NA,NA,"Trepadeira em campo rupestre. Folhas discolores. Flores rosa claro.","SPF00177923",NA,NA,NA,NA,NA,NA,"118","Monguilhott, L",NA,NA,NA,NA,"2005","04",NA,"30417","auto",NA,NA,NA,NA
"89","2021-03-15 18:24:47-03","USP","SPF","19291","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Hatschbach, G","1978","11","17","Brasil","Paraná","Piraquara","Roça Nova.","-49.0633010864258","-25.4416999816895",NA,NA,"Volúvel,lacticifera, flor rosada. Comumente epifita.","SPF00019291",NA,NA,NA,NA,NA,NA,"41753","Hatschbach, G",NA,NA,NA,NA,"1979","02",NA,"12577","auto",NA,NA,NA,NA
"90","2021-03-25 13:51:26-03","UNIVILLE","JOI","1968","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Ribas, O.S.; Silva, J.M.",NA,NA,NA,"Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,"JOI001968","JOI001968",NA,NA,NA,NA,NA,"7145","Hatschbach, G.",NA,NA,NA,NA,"2006","01","12","38300","auto",NA,NA,NA,NA
"91","2019-10-07 09:13:33-03","UEFS","HUEFS","113032","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Amorim, A.M.","2005","10","29","Brasil","Bahia","Camacan","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e torre da Embratel. Trilha ao lado do espaço destinado a casa oficial do proprietário da RPPN.","-39.565278","-15.391667","39W33'55''","15S23'30''","Floresta Ombrófila Densa Montana.","HUEFS0113032","HUEFS0113032",NA,NA,NA,"Angiospermae","Gentianales","5420",NA,"835","835","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-10-07 09:13:33-03","UEFS","HUEFS","210870","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Rapini, A.","2014","01","31","Brasil","Minas Gerais","Santo Antônio do Itambé","Subida para o Pico do Itambé.","-43.340556","-18.398889","43W20'26''","18S23'56''",NA,"HUEFS0210870","HUEFS0210870",NA,NA,NA,"Angiospermae","Gentianales","2030","A.Rapini",NA,NA,"Asteranae",NA,"2015","08",NA,NA,NA,NA,NA,NA,NA
