"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"514","2019-12-19 11:17:01-03","UFG","UFG","46168","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Mull. Arg.","A.L. Scudeler","2017","09","13","Santos, A.A.; et al.","646","2000","04","27","Brasil","Goiás","Niquelândia",NA,"-48.4597015380859","-14.4738998413086",NA,NA,NA,NA,NA,"UFG0046168","UFG0046168",NA,NA,NA,NA,NA,NA,"74171","auto",NA,NA,NA,NA,NA
"515","2019-12-19 11:17:01-03","UFG","UFG","8519","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Mull. Arg.","A.C.D. Castello","2016","11",NA,"Rizzo, J.A.","8482","1972","10","19","Brasil","Goiás","Jataí","Em direção a Perolândia, 20km de Rio Claro. Mata.","-51.7144012451172","-17.8813991546631",NA,NA,NA,NA,"Árvore 10m; corola branca.","UFG0008519",NA,NA,NA,NA,NA,NA,NA,"75073","auto",NA,NA,NA,NA,NA
"516","2019-06-10 10:10:05-03","FZB-BH","BHZB","6161","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe",NA,"Echternacht, L.A.","2006","03",NA,"Echternacht, L.A. et al.","1084","2005","10","29","Brasil","MG","Carmópolis de Minas","Estação Ecológica da Mata do Cedro - Início da subida para a Serra da Canoa","-44.6349983215332","-20.5414009094238",NA,NA,NA,NA,"Doação BHCB 98458. Em área aberta.",NA,NA,NA,NA,NA,NA,NA,NA,"18828","auto",NA,NA,NA,NA,NA
"517","2021-03-12 08:14:33-03","IMA","MAC","29043","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"N.T.Mendonça","476","2005","02","15","Brasil","Alagoas","Murici","Plano.","-35.941803","-9.309914","-35.941803","-9.309914",NA,NA,"Árvore ca. 6,5 m de altura. Exsudato branco no tronco e ramos. Flores amarelo claro, perfumado.","MAC0029043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2021-02-04 10:24:58-03","UFRPE","HST","22521","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"K.V. Morato; G.S.Silva & R.S.Souza","189","2018","07","30","Brasil","Bahia","Lafaiete Coutinho","Fazenda Boa Esperança","-40.336944","-13.637778","40W20'13''","13S38'16''",NA,NA,"Árvore ca. 7 m alt.; folha verde coriácea; fruto verde.","HST022521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2021-02-04 10:24:58-03","UFRPE","HST","15796","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","M.C.Lovato","2003",NA,NA,"M.C.Lovato; et al.","340","2003","04","15","Brasil","Paraná","Londrina","Fazenda Figueira-Paiquerê","-50.971667","-23.536667","50W58,3'","23S32,2'",NA,NA,"Árvore 8m; fruto imaturo verde-claro. Fragmento 11.","HST015796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","2021-02-04 10:24:58-03","UFRPE","HST","15813","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","S.F.Andrade","2000",NA,NA,"J.A.Ferreira","s.n.","2000","09","22","Brasil","Paraná","Assaí","Fazenda São Francisco","-50.8414001464844","-23.3733005523682",NA,NA,NA,NA,"Árvore 6m, flores amarelas.","HST015813",NA,NA,NA,NA,NA,NA,NA,"20909","auto",NA,NA,NA,NA,NA
"521","2020-09-12 05:00:02-03","US","US","3423412","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"A. Kegler","1137","2001","3","2","Brazil","Rio Grande do Sul",NA,"Mun. Caxias do Sul - São Virgilio.",NA,NA,NA,NA,"780",NA,NA,"US03229732","US03229732_01",NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"522","2020-09-12 05:00:02-03","US","US","3228283","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"L. C. Stutz","2278","1985","2","1","Paraguay",NA,NA,"Forêt primaire, C.F.A.P., Pto Stroessner, Km 12.",NA,NA,NA,NA,NA,NA,NA,"US03229690",NA,NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"523","2020-09-12 05:00:02-03","US","US","2938045","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"E. P. Heringer, J. E. de Paula, F. Silva, R. C. Mendonça & et al.","1355","1979","5","9","Brazil","Distrito Federal",NA,"Brasilia, DF. Area de inundação da Barragem do São Bartolomeu corrego do Mato Grande - Cerrado.",NA,NA,NA,NA,NA,NA,NA,"US03229725","US03229725_01",NA,"Gentianales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"524","2020-09-12 05:00:02-03","US","US","2927476","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"E. P. Heringer, T. S. Figueiras, F. R. Mendonca, B. A. S. Pereira & et al.","2947","1979","12","18","Brazil","Distrito Federal",NA,"Brasília DF. Bacia do Rio São Bartolomeu.",NA,NA,NA,NA,NA,NA,NA,"US03229724","US03229724_01",NA,"Gentianales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"525","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Strong, Mark T., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,"P. Acevedo-Rodriguez, M. R. Pace, G. M. Antar, J. Fabri & R. Velasques","16616","2017","9","1","Brazil","Mato Grosso do Sul",NA,"Serra da Bodoquena, northwestern side of the souther sector along road to Laudjá","-56.7288","-21.1089",NA,NA,"590",NA,"US, NY, MO, K",NA,NA,NA,"Gentianales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"526","2020-09-12 05:00:02-03","US","US","3332212","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"A. Butzke","11548","1995","9","9","Brazil","Rio Grande do Sul",NA,"Marcelino Ramos - Coronel Teixeira.",NA,NA,NA,NA,"460",NA,NA,"US03229734","US03229734_01",NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"527","2020-09-12 05:00:02-03","US","US","2564875","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"G. Hatschbach","13034","1965","10","14","Brazil","Paraná",NA,"Mun. Campo Mourão. Rio da Vargem.",NA,NA,NA,NA,"515",NA,NA,"US03229726","US03229726_01",NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"528","2020-09-12 05:00:02-03","US","US","2025627","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"A. Macedo","2698","1950","11","1","Brazil","Goiás",NA,"Arvore da mata à margens do Río Brancas aromatîcao. Bàlsama [interpreted], Municipio Jataí.",NA,NA,NA,NA,NA,NA,NA,"US03229736","US03229736_01",NA,"Gentianales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"529","2020-09-12 05:00:02-03","US","US","2268141","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"L. Smith & R. M. Klein","11915","1957","2","28","Brazil","Santa Catarina",NA,"Mun. Capinzal: mato branco, 4 km southeast of Capinzal.",NA,NA,NA,NA,"500","600",NA,"US03229729","US03229729_01",NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"530","2020-09-12 05:00:02-03","US","US","2492129","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"L. Smith & R. M. Klein","12985","1964","11","7","Brazil","Santa Catarina",NA,"Mun. Catanduvas: Forest, east of Catanduvas.","-51.75","-27.05",NA,NA,"700","800",NA,"US03229721","US03229721_01",NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"531","2020-09-12 05:00:02-03","US","US","2541900","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"E. P. Heringer","10585","1965","9","30","Brazil","Distrito Federal",NA,"Parque do Guará, Brasília.",NA,NA,NA,NA,NA,NA,NA,"US03229719","US03229719_01",NA,"Gentianales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"532","2020-09-12 05:00:02-03","US","US","2492130","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"L. Smith & R. Reitz","12682","1964","10","17","Brazil","Santa Catarina",NA,"Mun. Itapiranga: Woods, Laranjeira.","-53.75","-27.17",NA,NA,"150","200",NA,"US03229730","US03229730_01",NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"533","2020-09-12 05:00:02-03","US","US","2947254","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"A. P. Duarte","9942","1964",NA,NA,"Brazil","Minas Gerais",NA,"Estrada de Lagoa Santa, árvores remanescentes.",NA,NA,NA,NA,NA,NA,NA,"US03229728","US03229728_01",NA,"Gentianales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"534","2020-09-12 05:00:02-03","US","US","3387390","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"A. Kegler","403","1999","11","30","Brazil","Rio Grande do Sul",NA,"Mun. Caxias do Sul - Agudo -Criúva.",NA,NA,NA,NA,"780",NA,NA,"US03229735","US03229735_01",NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"535","2020-09-12 05:00:02-03","US","US","2492139","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"L. Smith & R. Reitz","12956","1964","10","25","Brazil","Santa Catarina",NA,"Mun. Jabora: Castelhano.","-51.75","-27.13",NA,NA,NA,NA,NA,"US03229727","US03229727_01",NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"536","2020-09-12 05:00:02-03","US","US","2938046","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"E. P. Heringer, T. S. Figueiras, F. R. Mendonca, B. A. S. Pereira & et al.","3799","1980","3","17","Brazil","Distrito Federal",NA,"Brasília DF, Bacia do Rio São Bartolomeu.",NA,NA,NA,NA,NA,NA,NA,"US03229723","US03229723_01",NA,"Gentianales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"537","2020-09-12 05:00:02-03","US","US","2885467","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","18049","1966","7","7","Brazil","Distrito Federal",NA,"Planalto do Brasil. Gallery forest, Sobradinho, D.F., ca. 20 km. E. of Brasília.",NA,NA,NA,NA,"1000",NA,NA,"US03229720","US03229720_01",NA,"Gentianales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"538","2020-09-12 05:00:02-03","US","US","3226249","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"L. C. Stutz","2318","1985","2","15","Paraguay",NA,NA,"Kirandy, bord de route, route à 5 km de Caaguazu.",NA,NA,NA,NA,NA,NA,NA,"US03229691",NA,NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"539","2020-09-12 05:00:02-03","US","US","3444258","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"A. Kegler","1232","2002","1","20","Brazil","Rio Grande do Sul",NA,"Mun. Caxias do Sul - Forqueta.",NA,NA,NA,NA,"780",NA,NA,"US03229733","US03229733_01",NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"540","2020-09-12 05:00:02-03","US","US","2953087","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"E. P. Heringer, T. S. Figueiras, F. R. Mendonca, B. A. S. Pereira & et al.","5779","1980","11","24","Brazil","Distrito Federal",NA,"Brasília DF. Córrego Quilombo.",NA,NA,NA,NA,NA,NA,NA,"US03229722","US03229722_01",NA,"Gentianales",NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"541","2020-09-12 05:00:02-03","US","US","1483799","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"P. Jörgensen","3690","1929","10","15","Paraguay",NA,NA,"V. Rica.",NA,NA,NA,NA,NA,NA,NA,"US03229688",NA,NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"542","2020-09-12 05:00:02-03","US","US","3387404","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"A. Kegler","419","1999","12","1","Brazil","Rio Grande do Sul",NA,"Mun. Caxias do Sul - Fazenda Souza.",NA,NA,NA,NA,"780",NA,NA,"US03229731","US03229731_01",NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"543","2020-09-12 05:00:02-03","US","US","2055140","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"E. Hassler","2329","1903","10",NA,"Paraguay",NA,NA,"Gran Chaco: Ad. ripam occidentalem flum. Paraguay.",NA,NA,NA,NA,NA,NA,NA,"US03229689",NA,NA,"Gentianales",NA,"South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"544","2020-09-12 05:00:02-03","US","US","2055445","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe estrellense","Hassl.",NA,NA,NA,NA,"E. Hassler","10651",NA,NA,NA,"Paraguay",NA,NA,"Estrella.",NA,NA,NA,NA,NA,NA,NA,"US00111782",NA,NA,"Gentianales","Isotype","South America",NA,"estrellense",NA,NA,"Dicotyledonae",NA,"1",NA,NA
"545","2020-09-12 05:00:02-03","US","US","2055445","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe estrellense","Hassl.",NA,NA,NA,NA,"E. Hassler","10651",NA,NA,NA,"Paraguay",NA,NA,"Estrella.",NA,NA,NA,NA,NA,NA,NA,"US00111782",NA,NA,"Gentianales","Isotype","South America",NA,"estrellense",NA,NA,"Dicotyledonae",NA,"1",NA,NA
"546","2020-09-12 05:00:02-03","US","US","2055428","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy silvaticum","Hassl.",NA,NA,NA,NA,"E. Hassler","10601","1903",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00111814","US00111814_01",NA,"Gentianales","Isosyntype","South America",NA,"silvaticum",NA,NA,"Dicotyledonae",NA,"1",NA,NA
"547","2020-09-02 16:19:50-03","Cenargen","CEN","104123","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","A. C. D. Castello","2018","09",NA,"Anderson Cássio Sevilha","6944","2017","06","20","Brasil","MG","MONTEZUMA","Comunidade Brejo. Sítio 23 - Ponto 1.","-42.431388","-15.301944","-42.431388","-15.301944","915","915","Projeto Bem Diverso.","CEN00104123","CEN00104123",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,"5",NA,NA
"548","2020-09-02 16:19:50-03","Cenargen","CEN","25814","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","A. C. D. Castello","2016","11",NA,"Carolyn Elinore Barnes Proença","489","1985","04","06","Brasil",NA,NA,"Entre Orlando e Jaborandi. Na borda da mata.",NA,NA,"-4816667.0","-2183472.0",NA,NA,"Doação do Sistema Herbário HEPH (11420-1) - São Paulo.","CEN00025814","CEN00025814",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,"1",NA,NA
"549","2020-09-02 16:19:50-03","Cenargen","CEN","46604","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","A. P. Duarte","1966","03",NA,"Apparício Pereira Duarte","9943","1965","10","13","Brasil",NA,NA,"Brasil, Estado de Minas Gerais, Município de Belo Horizonte, Paraupeba e Brasília, Catetinho.",NA,NA,NA,NA,NA,NA,"Árvore de mata ou capão de comunidade mesófita, produz boa madeira. Doação do Instituto de Pesquisa do Jardim Botânico do Rio de Janeiro - RB (130.091).","CEN00046604","CEN00046604",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,"1",NA,NA
"550","2020-09-02 16:19:50-03","Cenargen","CEN","66302","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","A. C. D. Castello","2016","11",NA,"Aécio Amaral-Santos","2782","2005","11","29","Brasil","RS","PINHAL DA SERRA","Margem esquerda da barragem da UHE Barra Grande, estrada para Esmeralda (RS).","-51.063333","-27.873611","-51.063333","-27.873611","729","729",NA,"CEN00066302","CEN00066302",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,"4",NA,NA
"551","2020-09-02 16:19:50-03","Cenargen","CEN","67115","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","A. C. D. Castello","2016","11",NA,"Glocimar Pereira-Silva","10044","2005","05","05","Brasil","RS","VACARIA","Estrada vicinal à direita, logo após a ponte sobre o rio Pelotas.","-50.770277","-28.213333","-50.770277","-28.213333","800","800","Área de influência indireta.","CEN00067115","CEN00067115",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,"4",NA,NA
"552","2020-09-02 16:19:50-03","Cenargen","CEN","67157","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","A. C. D. Castello","2016","11",NA,"Glocimar Pereira-Silva","10094","2005","05","11","Brasil","RS","PINHAL DA SERRA","Estrada de acesso ao desmatamento Pinhal da Serra.","-51.065833","-27.875833","-51.065833","-27.875833","750","750","Área de influência indireta.","CEN00067157","CEN00067157",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,"4",NA,NA
"553","2020-09-02 16:19:50-03","Cenargen","CEN","67444","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","A. C. D. Castello","2016","11",NA,"Glocimar Pereira-Silva","11191","2007","01","13","Brasil","RS","PINHAL DA SERRA","Margem esquerda do lago do UHE Barra Grande, próximo ao eixo da Barragem.","-51.175833","-27.808333","-51.175833","-27.808333","900","900","Área de influência direta APP.","CEN00067444","CEN00067444",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,"4",NA,NA
"554","2020-09-02 16:19:50-03","Cenargen","CEN","82933","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","J. B. Pereira","2014","11",NA,"Ernestino de S. Gomes Guarino","1129","2006","09","18","Brasil","RS","PINHAL DA SERRA","Cerro Alegre, cerca de 6 km após a entrada.","-51.153333","-27.815555","-51.153333","-27.815555","865","865",NA,"CEN00082933","CEN00082933",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,"4",NA,NA
"555","2020-09-02 16:19:50-03","Cenargen","CEN","94370","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","A. C. D. Castello","2018","04",NA,"Inês Cordeiro - CFCR","5686","1984","01","30","Brasil","MG","SAO TOME DAS LETRAS","Estrada para Baependi. Vale do Ribeirão Cantagalo.","-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,"Folhagem verde brilhante. Frutos verdes e secos.Doação Departamento de Botânica - Universidade de São Paulo. Flora de Campos Rupestres.","CEN00094370","CEN00094370",NA,NA,NA,NA,"Exsicatas",NA,"16076","auto",NA,NA,"1",NA,NA
"556","2019-06-05 10:33:07-03","UFG","HJ","7874","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Ana Laura Scudeler","2017","05","21","Souza, L.F.","6165","2017","05","21","Brasil","Goiás","Chapadão do Céu","Parque Nacional das Emas Parque Nacional das Emas","-52.944444","-18.304167","52º56'40''W","18º18'15''S","800","800","solo arenoso com cascalho","HJ00007874","HJ00007874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","2019-12-09 17:29:18-03","UFPR","EFC","3940","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, A.C.D.","2017","06","19","Vicentini, A.; Vilhena, A.","28","1993","02","13","Brasil","Paraná","Cornélio Procópio",NA,"-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,"__COMMOM_NAME__: Pororoca","EFC003940",NA,NA,NA,NA,NA,NA,NA,"23842","auto",NA,NA,NA,NA,NA
"558","2019-12-09 17:29:18-03","UFPR","EFC","5852","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, A.C.D.","2017","06","19","Kochler, A.; Bozzi, J.","10","1996","05","03","Brasil","Paraná","Pinhão","Rio Jordão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"Árvore em floresta de galeria. __COMMOM_NAME__: Peroba","EFC005852",NA,NA,NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA
"559","2019-12-09 17:29:18-03","UFPR","EFC","5416","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, A.C.D.","2017","06","19","Roderjan, C.V.; Kuniyoshi, Y.S.","1246","1996","02","14","Brasil","Paraná","Pinhão","Rio Jordão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"Jusante do Salto do Cachorro. Floresta ciliar. Árvore. Altitude 570m. Frutos secos. Exsuda látex branco dos ramos. __COMMOM_NAME__: Guatambu","EFC005416",NA,NA,NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA
"560","2020-10-15 09:53:48-03","UFPR","EFC","11294","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Saueressig, D.","2012","10","04","Saueressig, D.; Henke, J.M.","1499","2011","12","02","Brasil","Rio Grande do Sul","Não-Me-Toque","Não-Me-Toque/RS","-52.82080078125","-28.4591999053955",NA,NA,NA,NA,"árvore dominante de aprox. 30 metros de altura __COMMOM_NAME__: guatambú","EFC011294",NA,NA,NA,NA,NA,NA,NA,"14277","auto",NA,NA,NA,NA,NA
"561","2021-03-15 18:24:30-03","USP","SPF","129537","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Simões, AO","2004","09","08","Pirani, JR","4241","1998","03","05","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estrada Santana do Riacho-Lapinha. Afloramento de metacalcário, à beira da estrada.","-43.7","-19.066667","-43.7","-19.066667","1092","1092","Árvore 10 m alt., na base das moles calcárias. Frutos imaturos verde-oliva.","SPF00129537","SPF00129537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","2021-03-15 18:24:30-03","USP","SPF","114533","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2019","04",NA,"Kinoshita-Gouveia, LS","94212","1994","11","09","Brasil","São Paulo","Cássia dos Coqueiros","Estrada para Cássia dos Coqueiros.","-47.288889","-21.469444","-47.288889","-21.469444",NA,NA,"Árvore, 8 m., botões jovens verdes-acizentados, maduros acastanhados.","SPF00114533","SPF00114533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2021-03-15 18:24:30-03","USP","SPF","197813","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Simões, AO","2008",NA,NA,"Santos, MF","448","2007","05","18","Brasil","Minas Gerais","Itambé do Mato Dentro","Santana do Rio Preto, (Cabeça de Boi). Apa do Parque Nacional da Serra do Cipó. Trilha da Peroba.","-43.431333","-19.414444","-43.431333","-19.414444",NA,NA,"Árvore, 3 m. Folhas com face adaxial brilhante. Estéril. Material prensado em álcool.","SPF00197813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","2021-03-15 18:24:30-03","USP","SPF","209692","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Devecchi, MF","2009","08",NA,"Zappi, DC","1844","2009","03","07","Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Estrada entre Capela de São José e Santana do Riacho, Faz. Toucan Cipó.","-43.777434","-18.993024","-43.777434","-18.993024",NA,NA,"Arvoreta 5 m alt., folhas fortemente discolores, frutos verde-alvacentos.; Pasto na beira da estrada.","SPF00209692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","2021-03-15 18:24:30-03","USP","SPF","219208","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Akemi-Borges, I",NA,NA,NA,"Akemi-Borges, I","5","2014","12","18","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Morro da Pedreira. Trilha para grupo 2.","-43.616056","-19.310722","-43.616056","-19.310722","879","879","Árvore ca. 4 m alt., com látex. Folhas com face adaxial verde-escura e abaxial verde-clara. Cálice verde-claro. Corola creme.","SPF00219208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
