"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","infraspecificEpithet","previousCatalogNumber"
"47","2015-10-05 20:18:45-03","MNHN","RECOLNAT_MNHN_P","P00723203","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,"Brasilia",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723203' target='other'> <mi>dwc_moreinfo</mi></a>","P00723203","P00723203_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-10-05 20:18:57-03","MNHN","RECOLNAT_MNHN_P","P00723204","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Sello, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723204' target='other'> <mi>dwc_moreinfo</mi></a>","P00723204","P00723204_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2015-10-05 20:19:11-03","MNHN","RECOLNAT_MNHN_P","P00723205","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Sello, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","Donné par le Muséum Bot. de Berlin en 1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723205' target='other'> <mi>dwc_moreinfo</mi></a>","P00723205","P00723205_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2015-10-05 20:19:22-03","MNHN","RECOLNAT_MNHN_P","P00723206","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Sello, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723206' target='other'> <mi>dwc_moreinfo</mi></a>","P00723206","P00723206_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2015-09-04 20:36:31-03","MNHN","RECOLNAT_MNHN_P","P05203874","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil. Brasil, América do Sul",NA,NA,NA,"hb",". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907. G.7. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05203874' target='other'> <mi>dwc_moreinfo</mi></a>","P05203874","P05203874_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-09-04 20:33:16-03","MNHN","RECOLNAT_MNHN_P","P05232246","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil. Brasil, América do Sul",NA,NA,NA,"hb",". s.d. donné par Mme Simard, sa fille, en 1907. Planta cultivada <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232246' target='other'> <mi>dwc_moreinfo</mi></a>","P05232246","P05232246_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",NA,NA,NA
"53","2015-09-04 20:33:16-03","MNHN","RECOLNAT_MNHN_P","P05232247","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil","Minas Gerais","Brésil. Province de Minas-Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232247' target='other'> <mi>dwc_moreinfo</mi></a>","P05232247","P05232247_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108",NA,NA,NA
"54","2015-09-04 20:33:16-03","MNHN","RECOLNAT_MNHN_P","P05232248","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Glaziou, A.",NA,"1892","9","22",NA,"Brasil","São Paulo","Brésil (S. Paulo) Ipiranga. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232248' target='other'> <mi>dwc_moreinfo</mi></a>","P05232248","P05232248_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19366 A",NA,NA,NA
"55","2020-12-11 11:39:00-03","UFMG","BHCB","149144","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Tameirão Neto, E; Mansur, T","4951","2011","01","13","Southern America","Brasil","Minas Gerais","Serra Gandarela, Projeto Mina Apolo","-49.685369","-20.0473","1500",NA,"Floresta estacional semidecidual, arbóreo (3,00m)",NA,NA,NA,"1500","Santa Bárbara","2011","03",NA,"-49.685369","-20.0473",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:39:00-03","UFMG","BHCB","177942","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Gontijo, FD; Braga, IF","611","2015","01","27","Southern America","Brasil","Minas Gerais",NA,"-20.046667","-43.684167","1519",NA,"Flroes brancas; altura: 1,20 metros.; Arbustivo. Floresta estacional semidecidual","BHCB030419","BHCB030419",NA,"1519","Santa Bárbara","2015","05","06","-20.046667","-43.684167",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:39:00-03","UFMG","BHCB","136773","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Santos, MF; Serafim, H","298","2008","03","14","Southern America","Brasil","Minas Gerais","Distrito de Santana do Rio Preto (Cabeça de Boi)., APA. do Parque Nacional da Serra do Cipó. No leito do córrego Cipó, à meia altura da serra.","-43.431333","-19.414444",NA,NA,"Árvore, 2 m. Copa cadelabriforme. Ramos escuros. Frutos maduros vermelhos. População númerosa. Material prensado em álcool.",NA,NA,NA,NA,"Itambé do Mato Dentro",NA,NA,NA,"-43.431333","-19.414444",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:39:00-03","UFMG","BHCB","159607","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Vidal, CV; Paula, RL","739","2011","04","01","Southern America","Brasil","Minas Gerais","Serra da Moeda","-43.973828","-20.173208",NA,NA,"Capão de floresta semidecidual, arbóreo",NA,NA,NA,NA,"Brumadinho",NA,NA,NA,"-43.973828","-20.173208",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-11 11:39:00-03","UFMG","BHCB","171436","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Faria, JEQ; Villarroel, D","986","2010","11","13","Southern America","Brasil","Minas Gerais","RPPN Serra do Caraça, Coletada na borda cachoeira do Taboão. Sobre rocha na margem de córrego.","-43.506389","-20.081667","1205",NA,"Árbusto ca. 3m de altura, botões florais verdes.","BHCB016061",NA,NA,"1205","Catas Altas","2010",NA,NA,"-43.506389","-20.081667",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:39:00-03","UFMG","BHCB","171440","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Faria, JEQ; Villarroel, D; Filho, JJ","974","2010","11","13","Southern America","Brasil","Minas Gerais","RPPN Caraça, margem do córrego da trilha para o pico do sol, cerrado na margem do córrego.","-43.473889","-20.105556",NA,NA,"Arbusto ca. 3m de altura, botões florais avermelhados.","BHCB016065",NA,NA,NA,"Catas Altas","2010","11",NA,"-43.473889","-20.105556",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:39:00-03","UFMG","BHCB","198170","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Santos, MF; Siniscalchi, CM; Oliveira, CV","714","2011","10","20","Southern America","Brasil","Minas Gerais","Serra do Cipó, Córrego Vitalino, próximo ao Km112 da rodovia MG-10. Fazenda Serra do Cipó","-43.583139","-19.2815","1045",NA,"Arvoreta, 2,5m de altura. Ramo imaturo verde. Folha brilhante na face adaxial. ráquis da inflorescência verde. Botão floral verde-vináceo; Leito de córrego, sobre pedras","BHCB198170",NA,NA,"1045","Santana do Riacho","2011",NA,NA,"-43.583139","-19.2815",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:39:00-03","UFMG","BHCB","13094","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Tales; Pedersoli, JL","s.n.","1981","11","14","Southern America","Brasil","Minas Gerais","Caraça.","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"Santa Bárbara",NA,NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:39:00-03","UFMG","BHCB","8682","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Horta, MB; et al.","s.n.","1986","12","12","Southern America","Brasil","Minas Gerais","Caraça. Cachoeira do Belchior.","-43.4075012207031","-20.0746994018555",NA,NA,"Mata úmida,arbusto.Flores brancas.",NA,NA,NA,NA,"Catas Altas",NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:39:00-03","UFMG","BHCB","39624","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Salino, A","3793","1997","11","20","Southern America","Brasil","Minas Gerais","Parque Natural do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"Arbusto ca. 1,5m de altura, ao lado de cachoeira, na margem do rio, na CascatinhFlores, A. brancas, sépalas avermelhadas.","BHCB000735","BHCB000735",NA,NA,"Catas Altas","1999",NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:39:00-03","UFMG","BHCB","32035","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Teixeira, WA","s.n.","1995","07","07","Southern America","Brasil","Minas Gerais","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"Coletada entre afloramento de quartizito, próximo a córrego, MBR.","BHCB000736","BHCB000736",NA,NA,"Itabirito","1996",NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:39:00-03","UFMG","BHCB","6976","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Brandt, A; et al.","36","1985","11","20","Southern America","Brasil","Minas Gerais","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto;",NA,NA,NA,NA,"Santa Bárbara",NA,NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:39:00-03","UFMG","BHCB","67151","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Mota, RC da","958","2000","10","08","Southern America","Brasil","Minas Gerais","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,"Planta coletada em mata semidecídua; arbusto.",NA,NA,NA,NA,"Catas Altas",NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"68","2020-08-31 09:07:28-03","INPA","INPA","12199","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Calyptranthes","musciflora","Calyptranthes musciflora","O.Berg","Huber, JE","MG4662","1904",NA,NA,"Southern America","Brasil","Amazonas","Rio Purús, Bom Lugar, Rio Purús, Bom Lugar","-67.3977966308594","-8.75222015380859",NA,NA,NA,"INPA0012199","INPA0012199 INPA0012199_e",NA,NA,"Boca do Acre",NA,NA,NA,NA,NA,"220472","auto",NA,NA,NA,NA,NA,NA
"69","2021-03-04 11:05:51-03","UFRB","HURB","17825","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand.","Vasconcelos, T.N.C.; Faria, J.E.Q.","483","2014","11","03",NA,"Brasil","Minas Gerais","Perto da estátua do Juquinha;","-43.552778","-19.256667","1300",NA,NA,"HURB000017825",NA,NA,"1300","Parque Nacional da Serra do Cipó",NA,NA,NA,"43º33'10W","19º15'24S",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-06-10 10:11:14-03","FZB-BH","BHZB","11188","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica",NA,"Assis, L.",NA,"2015","10","20",NA,"Brasil","MG","Parque Serra do Intendente","-43.573889","-19.091944",NA,NA,"Levantamento Florístico no Parque Serra do Intendente ( Conceição do Mato Dentro , MG , para elaboração do Plano de Manejo, unicata .",NA,NA,NA,NA,"Conceição do Mato Dentro",NA,NA,NA,"43º 34' 26W","19º 05' 31S",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-06-10 10:11:14-03","FZB-BH","BHZB","373","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica",NA,"Ordones, J. et al.","374","2000","10","08",NA,"Brasil","MG","Caraça/ Buraco da Boiada","-43.4075012207031","-20.0746994018555",NA,NA,"Mata.",NA,NA,"Carolyn Proença",NA,"Catas Altas","2002","02","14",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"72","2019-06-10 10:11:14-03","FZB-BH","BHZB","11279","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica",NA,"Assis, L.",NA,"2015","10","26",NA,"Brasil","MG","Parque Serra do Intendente","-43.599444","-19.024444",NA,NA,"Levantamento Florístico no Parque Serra do Intendente ( Conceição do Mato Dentro , MG , para elaboração do Plano de Manejo, com duplicata",NA,NA,NA,NA,"Conceição do Mato Dentro",NA,NA,NA,"43º35' 58W","19º 01' 28S",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-06-10 10:11:14-03","FZB-BH","BHZB","9592","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica",NA,"Fernandes, F.M. et al","339","2012","11","29",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo do Gerais","-43.7144012451172","-19.1688995361328",NA,NA,"Beira da cachoeira., com duplicata, uma duplicata enviada como doação para herbário da UFSJ",NA,NA,"M.Sobral",NA,"Santana do Riacho","2013","02",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"74","2019-06-10 10:11:14-03","FZB-BH","BHZB","9595","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica",NA,"Ferreira Junior, C.A. et al.","805","2012","11","28",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo do Gerais","-43.7144012451172","-19.1688995361328",NA,NA,"sem ponto",NA,NA,NA,NA,"Santana do Riacho",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"75","2019-06-10 10:11:14-03","FZB-BH","BHZB","9956","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica",NA,"Ordones, J. et al.","2138","2013","01","29",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.717222","-19.033056","1355",NA,"Ponto 103, 635004 7895005 1355 m , com duplicata",NA,NA,NA,"1355","Santana do Riacho",NA,NA,NA,"43W 43' 02","19S 01' 59",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-03 13:56:22-03","UFF","NIT","NIT696","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","A. Lobão","1912","2012","04","14",NA,"Brasil","Rio de Janeiro",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,"NIT00000695",NA,NA,NA,"Itatiaia",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"77","2021-03-03 13:56:22-03","UFF","NIT","NIT10268","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","T. Fernandes","139","2017","08","16",NA,"Brasil","Rio de Janeiro","Parque Nacional de Itatiaia. Margem do rio campo belo, na altura do alojamento 12.","-44.5633010864258","-22.4960994720459",NA,NA,"Arbusto, 3 m. Ramificações vegetativas monopodiais. Botões verdes, fechados. Flores brancas. Folhas levemente discolores.","NIT00001502",NA,"T. Fernandes",NA,"Itatiaia",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"78","2020-09-12 05:00:02-03","US","US","2342890","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D. Legrand","O. Barth",NA,"1960","1","7","South America - Neotropics","Brazil","Rio de Janeiro","Parque Nacional de Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"US01894921","US01894921_01 US01894921_02",NA,NA,"Itatiaia",NA,NA,NA,NA,NA,"19648","auto","Dicotyledonae",NA,NA,"1",NA,NA
"79","2020-09-12 05:00:02-03","US","US","3111992","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D. Legrand","L. R. Landrum","4246","1982","2","1","South America - Neotropics","Brazil","Minas Gerais","Serra do Cipó, Cachoeira Veu da Noiva, at base of waterfall","-43.67","-19.25","900",NA,NA,"US01894920","US01894920_01 US01894920_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"80","2020-09-12 05:00:02-03","US","US","1544834","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D. Legrand","G. Dusen","714","1902","1","19","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01894922","US01894922_01 US01894922_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"81","2020-09-12 05:00:02-03","US","US","1570126","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","uniflora","Calyptranthes uniflora","Spreng.","L. Riedel","707",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US01895047","US01895047_01 US01895047_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"82","2020-09-02 16:33:44-03","Cenargen","CEN","80353","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Jair Eustáquio Quintino de Faria Jr.","974","2010","11","13",NA,"Brasil","MG","RPPN Serra do Caraça, margem de córrego na trilha para o Pico do Sol.","-43.473888","-20.105555","1360","Exsicatas","Botões florais avermelhados. HERBÁRIO UB - Minas Gerais.","CEN00080353","CEN00080353","J. E. Q. Faria Júnior","1360","CATAS ALTAS DA NORUEGA","2010","11",NA,"-43.473888","-20.105555",NA,NA,NA,NA,NA,"1",NA,NA
"83","2019-11-13 11:26:34-03","USP","SPF","133841","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Rapini, A","686","1998","11","30",NA,"Brasil","Minas Gerais","Serra do Caraça","-43.5","-20.083333","1250",NA,NA,"SPF00133841",NA,"Anônimo","1250","Catas Altas",NA,NA,NA,"-43.5","-20.083333",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-13 11:26:34-03","USP","SPF","197945","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Santos, MF","298","2008","03","14",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó","-43.431111","-19.414444",NA,NA,NA,"SPF00197945",NA,"Santos, MF",NA,"Itambé do Mato Dentro","2008",NA,NA,"-43.431111","-19.414444",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-13 11:26:34-03","USP","SPF","210709","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Souza, VC","32608","2007","02","18",NA,"Brasil","Minas Gerais","Serra do Cipó, Serra do Cipó (Serra da Lapa). Distr. de São José da Cachoeira. Trilha para a Cachoeira Bonita.","-43.776389","-18.977778","680",NA,NA,"SPF00210709",NA,"Santos, MF","680","Santana de Pirapama","2008",NA,NA,"-43.776389","-18.977778",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-13 11:26:34-03","USP","SPF","210710","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Souza, VC","32636","2007","02","18",NA,"Brasil","Minas Gerais","Serra do Cipó, Serra do Cipó (Serra da Lapa). Distr. de São José da Cachoeira. Trilha para a Cachoeira Bonita.","-43.776389","-18.977778","680",NA,NA,"SPF00210710",NA,"Santos, MF","680","Santana de Pirapama","2008",NA,NA,"-43.776389","-18.977778",NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-15 18:28:56-03","USP","SPF","210711","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Borges, LM","229","2007","11","17",NA,"Brasil","Minas Gerais","Serra do Cipó, Vilarejo Inhame. Fazenda Inhame. Cachoeira Inhame. Trilha do canal de água a esquerda do poço inferior da cachoeira.","-43.794927","-18.960683",NA,NA,"Arvoreta ca. 2,5 m. Flores velhas com cálice avermelhado. Fruto jovem marrom avermelhado.; Mata ciliar.","SPF00210711",NA,"Santos, MF",NA,"Santana de Pirapama","2008",NA,NA,"-43.794927","-18.960683",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-15 18:28:56-03","USP","SPF","214587","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Santos, MF","714","2011","10","20",NA,"Brasil","Minas Gerais","Serra do Cipó, Córrego Vitalino, próximo ao km 112 da rodovia MG-10. Fazenda Serra do Cipó.","-43.583139","-19.2815",NA,NA,"Arvoreta, 2,5 m alt. Ramo imaturo verde. Folha brilhante na face adaxial. Ráquis da inflorescência verde. Botão floral verde-vináceo. Material armazenado em sílica-gel e FAA/álcool.; No leito do córrego, sobre pedras.","SPF00214587",NA,"Santos, MF",NA,"Santana do Riacho","2011",NA,NA,"-43.583139","-19.2815",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-13 11:26:35-03","USP","SPF","22260","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Hensold, N","CFCR2780","1982","01","09",NA,"Brasil","Minas Gerais","Serra do Caraça",NA,NA,NA,NA,NA,"SPF00022260",NA,"Anônimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-13 11:26:35-03","USP","SPF","34689","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Hensold, N","CFSC8555","1982","02","16",NA,"Brasil","Minas Gerais","Morro do Breu","-43.655556","-19.072222","1300",NA,NA,"SPF00034689",NA,"Kawasaki, ML","1500","Santana do Riacho",NA,NA,NA,"-43.655556","-19.072222",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-13 11:26:34-03","USP","SPF","116151","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Pirani, JR","360","1982","12","18",NA,"Brasil","Minas Gerais","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"SPF00116151",NA,"Kawasaki, ML",NA,"Santa Bárbara",NA,NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA
"92","2019-11-13 11:26:34-03","USP","SPF","19523","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Cordeiro, I","CFSC6509","1980","09","04",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,"SPF00019523",NA,"Kawasaki, ML",NA,"Santana do Riacho",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"93","2019-11-13 11:26:34-03","USP","SPF","20843","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Hensold, N","CFSC7709","1981","12","05",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,"SPF00020843",NA,"Kawasaki, ML",NA,"Santana do Riacho",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"94","2019-11-13 11:26:34-03","USP","SPF","20853","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Hensold, N","CFSC7719","1981","12","06",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,"SPF00020853",NA,"Kawasaki, ML",NA,"Santana do Riacho",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"95","2019-11-13 11:26:35-03","USP","SPF","37294","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Rossi, L","CFSC7001","1981","01","12",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,"SPF00037294",NA,"Kawasaki, ML",NA,"Santana do Riacho",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
