"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","763512","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","D. C. Daly","1997","03","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=27313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00763512","9414","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Acre","Basin of Rio Purus, Rio Antimari, Floresta Estadual do Antimari, left bank, inland from river.","NY00763512_01","Bujari","-68.1239","-9.4111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","886777","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","A. P. Duarte","1961","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886777","5904","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Rio de Janeiro","Restinga de Jacarepaguá","NY00886777_01",NA,"-43.397161","-23.010952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2172397","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","M. L. Alencar","1979","06","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2321796' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172397","36","Magnoliophyta","Rosales","(Miq.) Miq.",NA,"Amazonas","Between Parana da Floresta and the mouth of the Rio Branco","NY02172397_01",NA,"-61.08","-1.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1416369","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","H. Medeiros","2010","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412422' target='other'> <mi>dwc_moreinfo</mi></a>","NY01416369","448","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Acre","Fazenda São Jorge I, BR 364, Km 107, ramal do Toco Preto.",NA,"Sena Madureira","-68.6239","-9.4317","217","217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","869365","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","G. T. Prance","1979","06","07","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044544' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869365","26106","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Mato Grosso","Acurizal.",NA,NA,"-57.53","-17.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","03075141","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","H. Medeiros","2014","11","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3365376' target='other'> <mi>dwc_moreinfo</mi></a>","NY03075141","1591","Magnoliophyta","Rosales","(Miq.) Miq.",NA,"Acre","BR 364, cerca de 1 km antes da ponte sobre o Rio Purus, lado direiro da BR, sentido Sena Madureira/Manoel Urbano. Colônia Deus nos Ajude.","NY03075141_01","Manoel Urbano","-69.082339","-8.965081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","886779","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","G. G. Hatschbach","1967","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886779","4335","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Paraná","Mouth of Rio Ivaí.","NY00886779_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02172394","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","A. A. de Oliveira","1995","07","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2321792' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172394","2641","Magnoliophyta","Rosales","(Miq.) Miq.",NA,"Amazonas","Ilha das Onças","NY02172394_01",NA,"-61.55","-1.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1414192","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","H. Medeiros","2010","04","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412459' target='other'> <mi>dwc_moreinfo</mi></a>","NY01414192","367","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Acre","Rio Iquiri, 30 min acima e uma hora descendo da ponte do Rio Iquiry, BR 364, Km 28.","NY01414192_01","Senador Guiomard","-67.54525","-10.0831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2172395","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","M. J. G. Hopkins","1986","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2321794' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172395","710","Magnoliophyta","Rosales","(Miq.) Miq.",NA,"Roraima","Ilha de Maracá. Furo Paraná de Firmino.-Ilha de Maracá. SEMA Estação - Furo Panamá de Firmino of Rio Uraricuera on S side of island. Within 1 Km of end of Nova Olinda","NY02172395_01","Alto Alegre","-61.433333","3.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","787124","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","D. A. Neill","1986","01","04","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530314' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787124","7050","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Napo","Río Napo, 8 km río abajo del Puerto Misahuallí. Reserva Biológica Jatun Sacha",NA,NA,"-77.62","-1.07","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00895729","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","W. W. Thomas","1985","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895729","4608","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Mato Grosso","Pantanal. 16 km NW of Porto Jofre on Transpantaneira (MT060) to Poconé.","NY00895729_01","Poconé","-56.92","-17.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","677517","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","D. C. Daly","2001","04","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00677517","10734","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Acre","Basin of Rio Juruá, Rio Bagé (tributary of Rio Tejo), left bank, Colocaçao Boa Vista da Uniao.","NY00677517_01","Marechal Thaumaturgo","-72.5619","-8.9336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","787122","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","A. P. Duarte","1961","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787122","5618","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Rio de Janeiro","Restinga de Jacarepaguá","NY00787122_01 NY00787122_02",NA,"-43.397161","-23.010952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","886778","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","D. S. D. de Araújo","1979","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061329' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886778","3269","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Rio de Janeiro","À beira da estrada, Faz. Flecheira - Retiro.","NY00886778_01","Macaé","-41.7867","-22.3708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","787120","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","H. S. Irwin","1971","03","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787120","31440","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Bahia","Ca. 8km NW of Barreiras, incomplete road to Santa Rita da Cássia. Slopes of the Espigao Mestre","NY00787120_01",NA,NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","869380","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","H. S. Irwin","1969","03","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044623' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869380","24082","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Goiás","Ca. 10 km south of Cavalcante. Chapada dos Veadeiros.",NA,"Cavalcante","-47.5","-13.89039","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","869367","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","W. R. Anderson","1973","05","01","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869367","9537","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Goiás","Serra do Caiapó, ca. 16 km (straight line) S of Caiapônia.","NY00869367_01","Caiapônia","-51.81666667","-17.0922","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-27 05:46:00-03","NY","NYBG","787123","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","I. G. Vargas Caballero","1990","06","16","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530311' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787123","646","Magnoliophyta","Rosales",NA,"C. C. Berg","Santa Cruz","Reserva de Vida Silvestre Rios Blanco y Negro. Perseverancia; orillas del Río Negro a 10 km rio abajo de las instalaciones",NA,"Ñuflo de Chávez","-62.62","-14.63","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","869366","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","C. A. Cid Ferreira","1985","10","03","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869366","6323","Magnoliophyta","Rosales","(Miq.) Miq.","C. C. Berg","Mato Grosso","BR-080, a 142 Km da BR-163. estrada da Fazenda Flor da Mata, Km 04","NY00869366_01","Sinop","-53.916667","-10.666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:31:32-03","UFRJ","RFA","5908","PreservedSpecimen","Plantae","Moraceae","Ficus","tomentella","Ficus tomentella","A.P. Duarte","1959","09","30",NA,"Brasil",NA,NA,"Grande árvore copada, ampla","RFA46103","5030",NA,NA,"(Miq.) Miq.","J.P.P. Carauta","Rio de Janeiro","Próximo de Nossa Granja",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:45:21-03","EAO","IAN","64638","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","Fróes, RL; Black, GA","1951","07","23","Southern America","Brasil",NA,NA,"Árvore ao longo do rio.","IAN064638","27642","Dicotiledônea",NA,"(Miq.) Miq.","Berg, CC","Amapá","Rio Araguarí, Uruguaína, várzea.",NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,"2001","03","09","-52.916667","-0.916667",NA,NA,NA,NA,NA
"33","2021-03-30 12:45:21-03","EAO","IAN","115637","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","Oliveira, E","1963","11","07","Southern America","Brasil",NA,NA,"Árvore de 12-14m de altura, frutos. Apuí","IAN115637","2854","Dicotiledônea",NA,"(Miq.) Miq.","Berg, CC","Amazonas","Km 21 da Rod. Itacoatiára-Manaus. Beira do Rio Urubú. (Lugarejo Pedral). Terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,"2001","03","09",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:45:21-03","EAO","IAN","50384","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","Schultes, RE","1943","07","27",NA,"Colômbia",NA,NA,NA,"IAN050384","5733","Dicotiledônea",NA,"(Miq.) Miq.","Berg, CC",NA,"Caquetá. Apapóris River: Cerro Castillo. Quartzite base.",NA,NA,NA,NA,"1000","1000",NA,NA,"2001","03","09",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:45:21-03","EAO","IAN","72002","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","Black, GA","1951","10","05","Southern America","Brasil",NA,NA,"Árvore, látex branco, fruto verde.","IAN072002","13759","Dicotiledônea",NA,"(Miq.) Miq.","Berg, CC","Rio Branco",NA,NA,"Boa Vista",NA,NA,NA,NA,NA,NA,"2001","03","12",NA,NA,NA,NA,NA,NA,NA
"36","2021-04-08 17:42:56-03","EAO","IAN","XILO3293","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","Oliveira, E","1963","11","07","Southern America","Brasil",NA,NA,"Árvore de 12-14m de altura, frutos. Apuí","IANXILO3293","2854","Dicotiledônea",NA,"(Miq.) Miq.","Berg, CC","Amazonas","Km 21 da Rod. Itacoatiára-Manaus. Beira do Rio Urubú. (Lugarejo Pedral). Terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,"2001","03","09",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:45:21-03","EAO","IAN","42499","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","Corner, EJH","1948","08",NA,"Southern America","Brasil",NA,NA,"Big tree, in water.","IAN042499","112","Dicotiledônea",NA,"(Miq.) Miq.","Berg, CC","Amazonas","Rio Janoeiré.",NA,"Manaus","-60.0250015258789","-3.10193991661072",NA,NA,"138090","auto","2001","03","12",NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:20:56-03","UFBA","ALCB","20833","PreservedSpecimen","Plantae","Moraceae","Ficus","tomentella","Ficus tomentella","Gouveia, EP de","1988","03","31","Southern America","Brasil",NA,NA,"Ramos com infrutescencia.","ALCB035285","s/n","Dicotyledon",NA,"(Miq.) Miq.","Machado, AFP","Bahia","Serra Geral, Ituaçu","ALCB035285","Brumado","-41.333333","-13.833333",NA,NA,NA,NA,"2009","07","17","-41.333333","-13.833333",NA,NA,NA,NA,NA
"39","2019-10-09 11:20:56-03","UFBA","ALCB","21245","PreservedSpecimen","Plantae","Moraceae","Ficus","tomentella","Ficus tomentella","Gouveia, EP de","1988","02","22","Southern America","Brasil",NA,NA,NA,"ALCB035286","s/n","Dicotyledon",NA,"(Miq.) Miq.","Machado, AFP","Bahia","Serra Geral, Ituaçu, Morro da Mangabeira","ALCB035286","Brumado","-41.333333","-13.833333",NA,NA,NA,NA,"2009","07","17","-41.333333","-13.833333",NA,NA,NA,NA,NA
"40","2019-10-09 11:20:56-03","UFBA","ALCB","16592","PreservedSpecimen","Plantae","Moraceae","Ficus","tomentella","Ficus tomentella","Oliveira, ELPG de","1985","03","27","Southern America","Brasil",NA,NA,"Muito frequente. Característica da região, indicadora de água. Madeira p/ caixotaria, forro e confecção de gamela.","ALCB035287","669","Dicotyledon",NA,"(Miq.) Miq.","Machado, AFP","Bahia","Paraguaçu","ALCB035287","Mairi","-40.1488990783691","-11.7114000320435",NA,NA,"25726","auto","2009","07","17",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1432492","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","Boom BM","1986","04","26","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432492 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432492",NA,NA,"Rosales","(Miq.) Miq.","Berg CC","Bolívar",NA,"NL-U1432492",NA,"-61.733333","8.366667",NA,NA,NA,NA,"2009","06","08","-61.733333","8.366667","Magnoliopsidae","U 0023858",NA,NA,NA
"42","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425866","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","Duarte AP","1961","07","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425866 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425866",NA,NA,"Rosales","(Miq.) Miq.",NA,"Rio de Janeiro",NA,"NL-U1425866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023143",NA,NA,NA
"43","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425861","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","Prance GT; Silva NT","1964","09","25","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425861",NA,NA,"Rosales","(Miq.) Miq.",NA,"Mato Grosso",NA,"NL-U1425861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023162",NA,NA,NA
"44","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425862","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","Duarte AP","1961","07","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425862",NA,NA,"Rosales","(Miq.) Miq.",NA,"Rio de Janeiro",NA,"NL-U1425862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023142",NA,NA,NA
"45","2020-02-08 10:23:34-03","NBC","NL-BOTANY","L.1596722","PreservedSpecimen","Plantae","Moraceae","Ficus","crocata","Ficus crocata","Graham JG; Schunke Vigo J","2000","02","21","Southern America","Peru",NA,NA,"bosque primario, terreno inundable<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1596722 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1596722",NA,NA,"Rosales","(Miq.) Miq.","Berg CC","Ucayali","rio curanja, cerca la comunidad nativa de columbiana","NL-L1596722",NA,"-71.1","-10.066667",NA,NA,NA,NA,"2007","02","13","-71.1","-10.066667","Magnoliopsidae","L 0735563",NA,NA,NA
