"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","typeStatus","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"22","2021-03-30 12:34:25-03","EAO","IAN","156640","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Rodrigues, IA; Dantas, M","1979","04","24","Brasil","Roraima",NA,"Fazenda Quixabeira, campo do prostrado, BR 401, próximo km 62. Latossolo vermelho escuro distrófico textura argilosa.","-59.254167","0.737222","-59.254167","0.737222",NA,NA,"IAN156640",NA,"497",NA,"Southern America",NA,NA,"Cipó tóxico, flor amarela-esverdeada.","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:34:25-03","EAO","IAN","39274","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.","Gehrt, A","Hoehne, FC; Gentry, AH","1936","10","20","Brasil","São Paulo",NA,"Itahym, campo.",NA,NA,NA,NA,NA,NA,"IAN039274",NA,"36550",NA,"Southern America",NA,NA,"Flores esverdeadas.","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:34:25-03","EAO","IAN","90592","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Macêdo, A","1956","01","05","Brasil","Minas Gerais","Ituiutuba",NA,NA,NA,NA,NA,NA,NA,"IAN090592",NA,"4101",NA,"Southern America",NA,NA,"Pequena planta campestre, flores amareladas.","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:34:25-03","EAO","IAN","82261","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum capitatum","Mart. & Zucc.","Fontelle, H","Fróes, RL","1954","02","15","Brasil","Pará",NA,"Estrada Vigia; campina.",NA,NA,NA,NA,NA,NA,"IAN082261",NA,"30633",NA,"Southern America",NA,NA,"Arbusto pequeno, com látex; flor róseo-amarelado.","Dicotiledônea",NA,"capitatum","1988","09",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:34:25-03","EAO","IAN","95320","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.","Fontelle, H","Black, GA; Smith, LB","1956","10","12","Brasil","Pará","Vigia","campo do Caembê.","-48.1417007446289","-0.858332991600037",NA,NA,NA,NA,"IAN095320",NA,"18819",NA,"Southern America",NA,NA,"Perene, flor esverdeada.","Dicotiledônea",NA,NA,"1988","02","33395","auto",NA,NA,NA,NA,NA
"27","2020-11-26 18:07:01-03","CPAN-UFMS","COR","4687","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart.","Bortolotto","Bortolotto, I.M.; Rodriguez, D.P.; Baracat, L.C.; Cavalheiro, G.","1995","12","19","Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"241",NA,NA,NA,NA,"Habito: Erva",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"28","2020-02-08 09:19:58-03","NBC","NL-BOTANY","L 0004383","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","albicans","Oxypetalum albicans","Schltr.","Fontella H","Ule EHG","1909","11","01","Brazil","Paraná",NA,"Brazil, Curitiba, Parana",NA,NA,NA,NA,NA,NA,"NL-L0004383","NL-L0004383",NA,"isotype","Southern America",NA,NA,"bl. weisslich im Baumstrump<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200004383 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,"1984","03",NA,NA,"Magnoliopsidae","01","915114573",NA,NA
"29","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U 0100603","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Jansen-Jacobs MJ; Welle BJH ter; James V","1997","02","08","Guyana","Rupununi District",NA,"Rupununi Distr., between Nappi R. and Marakanata.","-59.6","3.616667","-59.6","3.616667",NA,NA,"NL-U0100603",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200100603 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U 0100602","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Jansen-Jacobs MJ; Welle BJH ter; Gustafsson C; James V","1995","06","10","Guyana","Rupununi District",NA,"Rupununi Distr., Dadanawa.","-59.516667","2.816667","-59.516667","2.816667",NA,NA,"NL-U0100602",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200100602 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U.1092402","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Jansen-Jacobs MJ; Welle BJH ter; Gustafsson C; James V; Andrew R","1995","06","16","Guyana","Rupununi District",NA,"Rupununi Distr., foot of Mount Shiriri.","-59.716667","2.883333","-59.716667","2.883333",NA,NA,"NL-U1092402","NL-U1092402",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092402 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0100607",NA,NA
"32","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U.1092400","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Jansen-Jacobs MJ; Welle BJH ter; Gustafsson C; James V","1995","06","10","Guyana","Rupununi District",NA,"Rupununi Distr., Dadanawa.","-59.516667","2.816667","-59.516667","2.816667",NA,NA,"NL-U1092400","NL-U1092400",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092400 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0100602",NA,NA
"33","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U 0100607","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Jansen-Jacobs MJ; Welle BJH ter; Gustafsson C; James V; Andrew R","1995","06","16","Guyana","Rupununi District",NA,"Rupununi Distr., foot of Mount Shiriri.","-59.716667","2.883333","-59.716667","2.883333",NA,NA,"NL-U0100607",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200100607 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U.1092396","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Lanjouw J; Lindeman JC","1949","01","05","Surinam",NA,NA,"savanne bij km 1.",NA,NA,NA,NA,NA,NA,"NL-U1092396","NL-U1092396",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092396 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0100552",NA,NA
"35","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U.1092397","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Teunissen PA","1976","12","28","Surinam",NA,NA,"Suriname, Lobin-savanna.",NA,NA,NA,NA,NA,NA,"NL-U1092397","NL-U1092397",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092397 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0100553",NA,NA
"36","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U.1092398","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.","Donselaar J van","Donselaar J van; Donselaar- Bokkel Huinink WAE van","1959","02","28","Surinam",NA,NA,"Lobin-savanna inter Zanderij I et Hannover.",NA,NA,NA,NA,NA,NA,"NL-U1092398","NL-U1092398",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092398 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0100554",NA,NA
"37","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U.1092399","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.","Donselaar J van","Donselaar J van; Donselaar- Bokkel Huinink WAE van","1959","01","22","Surinam",NA,NA,"Lobin-savanna inter Zanderij I et Hannover opname 34.",NA,NA,NA,NA,NA,NA,"NL-U1092399","NL-U1092399",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092399 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0100555",NA,NA
"38","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U.1092403","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Irwin HS; Souza R; Reis dos Santos R","1965","11","16","Brazil",NA,NA,NA,"-47","-16","-47.0","-16.0",NA,NA,"NL-U1092403","NL-U1092403",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092403 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U 0100552","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Lanjouw J; Lindeman JC","1949","01","05","Surinam",NA,NA,"savanne bij km 1.",NA,NA,NA,NA,NA,NA,"NL-U0100552",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200100552 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U 0100553","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Teunissen PA","1976","12","28","Surinam",NA,NA,"Suriname, Lobin-savanna.",NA,NA,NA,NA,NA,NA,"NL-U0100553",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200100553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U 0100554","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.","Donselaar J van","Donselaar J van; Donselaar- Bokkel Huinink WAE van","1959","02","28","Surinam",NA,NA,"Lobin-savanna inter Zanderij I et Hannover.",NA,NA,NA,NA,NA,NA,"NL-U0100554",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200100554 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U 0100555","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.","Donselaar J van","Donselaar J van; Donselaar- Bokkel Huinink WAE van","1959","01","22","Surinam",NA,NA,"Lobin-savanna inter Zanderij I et Hannover opname 34.",NA,NA,NA,NA,NA,NA,"NL-U0100555",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200100555 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U.1092404","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Irwin HS; Souza R; Reis dos Santos R","1965","09","15","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1092404","NL-U1092404",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092404 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 09:19:59-03","NBC","NL-BOTANY","U.1092405","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","capitatum","Oxypetalum capitatum","Mart. & Zucc.",NA,"Irwin HS; Soderstrom TR","1964","10","24","Brazil",NA,NA,NA,"-51.783333","-17.2","-51.783333","-17.2",NA,NA,"NL-U1092405","NL-U1092405",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092405 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
