"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","continentOcean","preparationType","previousCatalogNumber","phylum","order","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"1","2021-04-05 14:34:11-03","UNESC","CRI","15396","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","Alexandre Medeiros","2017","10","17","Alexandre Medeiros","583","2017","10","17","Brasil","Santa Catarina","Balneário Camboriú","Estaleirinho","-48.5825","-27.028889","48º34'57''W","27º1'44''S","Habito: Subarbustivo","CRI014813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-09-23 10:43:35-03","E","E","230379","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata",NA,NA,NA,NA,NA,"M?ller, B.L.","112","1947","04","12","AR","Provincia de Catamarca",NA,"Dep. Fray M.Esqui?; Piedra Blanca",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00230379 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00230379","Temperate South America","herbarium specimen of unspecif","BGBASE:447591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-09-23 10:43:35-03","E","E","230380","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata",NA,NA,NA,NA,NA,"Morel, Ismael","5633","1948","06","02","AR","Provincia de Formosa",NA,"Dep. Pilcomayo. Ruta 86 al km 41",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00230380 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00230380","Temperate South America","herbarium specimen of unspecif","BGBASE:447592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-09-23 10:43:35-03","E","E","230378","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata",NA,NA,NA,NA,NA,"Luna, F.E.","801","1948","04","12","AR","Provincia de Salta",NA,"El Dorado",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00230378 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00230378","Temperate South America","herbarium specimen of unspecif","BGBASE:447590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","911254","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","W. P. Hiern",NA,NA,NA,"J. E. B. Warming","s.n.",NA,NA,NA,"Brazil",NA,NA,"Ad Lagoa Santa",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911254","South America","sheet",NA,"Magnoliophyta","Solanales","NY00911254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","01405008","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata lanceifolia","(Nees) Waterf.","W. G. D'Arcy",NA,NA,NA,"L. J. Dorr","7351","1990","07","18","Venezuela","Trujillo","Boconó","Páramo de Guaramacal, SE of Boconó","-70.1875","9.1706",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2854334' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405008","South America","sheet",NA,"Magnoliophyta","Solanales","NY01405008_01","lanceifolia","1500","2600",NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","1291410","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"G. T. Prance","5271","1968","06","27","Brazil","Rondônia",NA,"Island in Rio Madeira opposite Jaciparaná","-64.397038","-9.194036",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760755' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291410","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291410_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","01805991","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","M. H. Nee",NA,NA,NA,"J. L. Viana","87","2010","08","21","Brazil","Pernambuco","Igarassu","Usina São José. Mata de Piedade","-34.9064","-7.83417",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551881' target='other'> <mi>dwc_moreinfo</mi></a>","NY01805991","South America","sheet",NA,"Magnoliophyta","Solanales","NY01805991_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1291419","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"A. da Silva","13","1944","01","12","Brazil","Pará",NA,"Belem: on lands of Instituto Agronomico do Norte, 1 K. n. of Administration Building. At Utinga.","-48.448352","-1.4277294",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760764' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291419","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291419_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2016-12-15 15:00:00-02","NY","NYBG","1291427","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata",NA,NA,NA,NA,NA,"D. G. Campbell","20863","1974","03","23","Brazil","Amazonas",NA,"Manaus-Porto Velho Highway Km 160","-60.8031","-4.1781",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760772' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291427","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291427_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","1291415","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"S. Tsugaru","B-785","1987","08","08","Brazil","Amazonas",NA,"river side and small islets of Rio Amazonas. From Manaus to 100km lower reaches",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760760' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291415","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291415_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1291399","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"P. J. M. Maas","274","1971","04","15","Brazil","Amazonas","Manaus","Parque 10, dry roadside.","-60.0063694","-3.0786429",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760744' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291399","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291399_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-12-15 15:00:00-02","NY","NYBG","1291398","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata",NA,NA,NA,NA,NA,"R. de S. Secco","182","1982","05","14","Brazil","Pará",NA,"Marabá, N5, arredores do lago",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760743' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291398","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291398_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1291418","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"W. A. Archer","7773","1942","11","06","Brazil","Pará","Belém","Northeast woods of the I.A.N., Belém","-48.4447503","-1.4380977",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760763' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291418","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1291406","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"M. H. Nee","34967-a","1987","04","22","Brazil","Rondônia","Porto Velho","Ca. 2 km. E of Mineração at Campo Novo; near water supply pump","-63.58","-10.57",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760751' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291406","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291406_01",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","656389","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"I. Isernhagen","164","1998","02","04","Brazil","Paraná","Capitão Leônidas Marques","Rio Cotegipe (margem direita).","-53.67","-25.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483339' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656389","South America","sheet",NA,"Magnoliophyta","Solanales","NY00656389_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","298856","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","M. H. Nee",NA,NA,NA,"M. H. Nee","48432","1998","02","24","Bolivia","Santa Cruz","Andrés Ibáñez","3.5 km NE of Montero Hoyos on dirt road [to San Antonio?].","-62.82","-17.62",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483315' target='other'> <mi>dwc_moreinfo</mi></a>","NY00298856","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,"280","280",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1291400","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"N. T. da Silva","1068","1968","10","01","Brazil","Pará",NA,"Região do Rio Jarí. R. Jarí, Monte Dourado","-52.5338101","-0.86071",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760745' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291400","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","656391","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","C. Grey-Wilson",NA,NA,NA,"R. M. Harley","17443","1974","03","26","Brazil","Bahia","Belmonte","On SW outskirts of town.","-38.88","-15.87",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656391","South America","sheet",NA,"Magnoliophyta","Solanales","NY00656391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","656387","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","L. P. de Queiroz",NA,NA,NA,"L. P. de Queiroz","1712","1987","07","21","Brazil","Bahia","Feira de Santana","10km NE do entroncamento da BA-052 com a estrada para Jaguara.","-39.0183","-12.2069",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656387","South America","sheet",NA,"Magnoliophyta","Solanales","NY00656387_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","656398","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","M. H. Nee",NA,NA,NA,"L. Riedel","411","1821",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483307' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656398","South America","sheet",NA,"Magnoliophyta","Solanales","NY00656398_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1291416","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"W. L. Balée","1561","1985","08","13","Brazil","Pará","Viseu","Basin of the Rio Gurupi; Tembé Indian Reserve; 6km SSW of F.U.N.A.I. Post Canindé.","-46.1167","-1.2",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760761' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291416","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291416_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","911263","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"H. S. Irwin","12236","1966","02","03","Brazil","Distrito Federal","Brasília",NA,"-47.9167","-15.7833",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911263","South America","sheet",NA,"Magnoliophyta","Solanales","NY00911263_01",NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","911260","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","M. H. Nee",NA,NA,NA,"F. de A. Viana","EAC11929","1982","07","21","Brazil","Ceará","Aiuaba","Estação Ecológica","-40.1233","-6.5736",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992140' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911260","South America","sheet",NA,"Magnoliophyta","Solanales","NY00911260_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-12-15 15:00:00-02","NY","NYBG","1291428","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata",NA,NA,NA,NA,NA,"D. G. Campbell","20855","1974","03","23","Brazil","Amazonas",NA,"Manaus-Porto Velho Highway Km 160","-60.8031","-4.1781",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760773' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291428","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291428_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1291433","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"S. R. Lowrie","12","1980","09","16","Brazil","Amazonas",NA,"Km 180 on Manaus-Humaitá road.","-60.8552241","-4.2871635",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760778' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291433","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291433_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","305959","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","M. H. Nee",NA,NA,NA,"M. H. Nee","48674","1998","03","14","Bolivia","Santa Cruz","Cordillera","Along road to San Joaquín, 1.3 km E of turnoff at La Mora from highway from Santa Cruz to Abapó.","-63.2","-18.4583",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00305959","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1291432","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"M. J. P. Pires-O'Brien","1244","1986","06","19","Brazil","Pará","Almeirim","Mt. Dourado, Munguba, área 22.","-52.4281526","-0.9089303",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760777' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291432","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291432_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01806030","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","E. M. Pessoa",NA,NA,NA,"E. M. Pessoa","233","2009","12","18","Brazil","Pernambuco","Igarassu","Fragmento Chave. Borda do fragmento.","-34.9803","-7.8083",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551618' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806030","South America","sheet",NA,"Magnoliophyta","Solanales","NY01806030_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
