"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","continentOcean","preparationType","previousCatalogNumber","phylum","order","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"30","2021-03-15 16:37:00-03","NY","NYBG","191560","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","M. H. Nee",NA,NA,NA,"P. Kunkumas","261","1985","09","20","Ecuador","Morona-Santiago",NA,"Los alrededores del Centro Tuutin Entsa; cerca Taisha",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00191560","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,"330","330",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02098334","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"L. A. Pereira","259","2011","05","12","Brazil","Paraíba","João Pessoa","Mata Ciliar do Rio Cabelo: Mangabeira","-34.8631","-7.115",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2479645' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098334","South America","sheet",NA,"Magnoliophyta","Solanales","NY02098334_01",NA,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","196327","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","M. H. Nee",NA,NA,NA,"M. N. Alexiades","920","1989","08","21","Peru","Madre de Dios","Tambopata","Confluence of rivers Tambopata and La Torre","-69.28","-12.83",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483293' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196327","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,"260","260",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","517256","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","J. G. Jardim",NA,NA,NA,"M. B. Thomas","649","1998","09","16","Brazil","Bahia","Porto Seguro","Pataxó Indígena Reserva. Rua de Baixo. Behind banana plantation in low lying area. [Monte Pascoal National Park]","-39.13","-16.85",NA,NA,"Site: MP. Planta medicinal para o projeto phD 'Estudo de Plantas Medicinais do Pataxó Communidade da Barra Belha, Bahia' <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517256","South America","sheet",NA,"Magnoliophyta","Solanales","NY00517256_01",NA,"15","15",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1291425","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"G. T. Prance","17620","1973","11","06","Brazil","Amazonas",NA,"CEPLAC, cocoa research station , Manaus-Itacoatiara road, km 31. In plantation.","-59.9158287","-2.7556471",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760770' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291425","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291425_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","656397","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","M. H. Nee",NA,NA,NA,"G. H. von Langsdorff","s.n.",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483306' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656397","South America","sheet",NA,"Magnoliophyta","Solanales","NY00656397_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1291412","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"D. F. Austin","7383","1979","11","11","Brazil","Amapá",NA,"Estrada do Igarapé Pacoval, NE de Macapá","-51.053876","0.057691",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760757' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291412","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","911259","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"W. L. Balée","1994","1986","03","20","Brazil","Pará","Altamira","Igarapé Ipixuna, affluent of Rio Xingu; 5 km S of settlement, Araweté Indian Reserve.","-52.2064018249512","-3.20333003997803",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911259","South America","sheet",NA,"Magnoliophyta","Solanales","NY00911259_01",NA,NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA
"38","2016-12-15 15:00:00-02","NY","NYBG","1291414","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata",NA,NA,NA,NA,NA,"S. A. da M. Souza","630","1987","11","29","Brazil","Pará","Altamira","Travessão do CNEC, entre D13 e margem do R. Xingú.","-52.2064018249512","-3.20333003997803",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760759' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291414","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291414_01",NA,NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA
"39","2016-12-15 15:00:00-02","NY","NYBG","1291420","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata",NA,NA,NA,NA,NA,"M. Barbosa da Silva","3","1942","08","27","Brazil","Pará","Belém","2 km NW of Instituto Agronomico do Norte, near Sao Joaquim.","-48.5043983459473","-1.4558299779892",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760765' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291420","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291420_01",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA
"40","2016-12-15 15:00:00-02","NY","NYBG","1291397","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata",NA,NA,NA,NA,NA,"J. Revilla","8460","1983","10","03","Brazil","Pará","Tucuruí","Área de controle de colonizantes e rebrotas.","-49.6725006103516","-3.76610994338989",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760742' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291397","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291397_01",NA,NA,NA,"59618","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","196837","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","M. H. Nee",NA,NA,NA,"M. N. Alexiades","1324","1997","01","07","Peru","Madre de Dios","Tambopata","Rio Heath, ca. 10km upriver from mouth. Capelleti, Comunidad Nativa Sonene","-68.63","-12.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483304' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196837","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,"180","180",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1291426","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"G. T. Prance","18019","1973","09","17","Brazil","Amazonas",NA,"Gardens around Jaradá. Rio Cuieras.","-60.3529429","-2.6996631",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760771' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291426","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291426_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1747607","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"C. Dick","309","1995","11","06","Brazil","Amazonas","Manaus","Distrito Agropecuário da SUFRAMA, ca. 90 km N de Manaus, Rodovia BR 174, km 64, then east on ZF3, vic. acampamento km 41.","-59.7634149","-2.4510057",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007287' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747607","South America","sheet",NA,"Magnoliophyta","Solanales","NY01747607_01",NA,"135",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1291411","PreservedSpecimen","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,NA,"N. T. da Silva","1068","1968","10","01","Brazil","Pará",NA,"Região do Rio Jarí. R. Jarí, Monte Dourado","-52.5338101","-0.86071",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760756' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291411","South America","sheet",NA,"Magnoliophyta","Solanales","NY01291411_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
