"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"483","2019-08-20 10:18:59-03","UNICAMP","UEC","10782","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Bianco, S","10267","1979","07",NA,NA,"Brazil",NA,NA,"flor, Arbusto até 2 m, flores brancas. Nativo em cerrado.","UEC163507","Magnoliopsida",NA,"Naudin","Chiea, SAC","São Paulo","Ilha Solteira",NA,"-51.3400001525879","-20.4300003051758",NA,NA,"UEC163507","31913","auto","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2019-08-20 10:18:59-03","UNICAMP","UEC","81173","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Mantovani, W; Catharino, ELM","s.n.","1985","08","22",NA,"Brazil",NA,NA,"flor, Arbusto de 1 a 1,5 m de altura, flores brancas.","UEC163520","Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Ipeúna","Beira do riacho afluente do Ribeirão Pas","-47.7099990844727","-22.4300003051758",NA,NA,"UEC163520","12906","auto","1994","10",NA,NA,NA,NA,NA,NA,NA,NA
"485","2019-08-20 10:18:59-03","UNICAMP","UEC","81172","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Catharino, ELM","868","1986","07","09",NA,"Brazil",NA,NA,"flor, Arbusto, cerca de 2 a 3 m de altura. Terreno encharcado. Flores brancas.","UEC163521","Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Ipeúna","Sítio do Sr. Antônio Cicolim, Passa Cinco.","-47.7099990844727","-22.4300003051758",NA,NA,"UEC163521","12906","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2021-03-01 16:34:33-03","UNICAMP","UEC","10751","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Giannotti, E","5514","1977","07","08",NA,"Brazil",NA,NA,"Arbusto de 2m. Flores brancas.","UEC012987","Magnoliopsida",NA,"Naudin",NA,"São Paulo","Itapetininga","Fazenda Experimental de Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,"UEC012987","40712","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2021-03-01 16:34:33-03","UNICAMP","UEC","75398","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Ivanauskas, NM; Nave, AG","998",NA,NA,NA,NA,"Brazil",NA,NA,"Árvore de 4m alt.","UEC163529","Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Itatinga","Fazenda Santa Irene - Propriedade da EUC, Propriedade da EUCATEX LTDA. Mata de brejo.","-48.6100006103516","-23.1000003814697",NA,NA,"UEC163529","28219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2021-03-01 16:34:33-03","UNICAMP","UEC","75398","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Ivanauskas, NM; Nave, AG","998",NA,NA,NA,NA,"Brazil",NA,NA,"Árvore de 4m alt.",NA,"Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Itatinga","Fazenda Santa Irene - Propriedade da EUC, Propriedade da EUCATEX LTDA. Mata de brejo.","-48.6100006103516","-23.1000003814697",NA,NA,NA,"28219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2019-08-20 10:18:59-03","UNICAMP","UEC","65135","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Cunha, NML","19","1987","04","19",NA,"Brazil",NA,NA,"flor, Arbusto, flores brancas. Brejo.","UEC163535","Magnoliopsida",NA,"Naudin","Cunha, NML","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"UEC163535","22843","auto","1987","10",NA,NA,NA,NA,NA,NA,NA,NA
"490","2019-08-20 10:18:59-03","UNICAMP","UEC","178717","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Caetano, APS; Cortez, PA","36","2012","08","22",NA,"Brazil",NA,NA,NA,"UEC031683","Magnoliopsida",NA,"Naudin","Caetano, APS","São Paulo","Itirapina","Estação Ecológica.","-47.8199996948242","-22.25",NA,NA,"UEC031683","22843","auto","2012","12",NA,NA,NA,NA,NA,NA,NA,NA
"491","2021-03-01 16:34:33-03","UNICAMP","UEC","64486","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Leitão Filho, HF; Rodrigues, RR","24363","1991","07","03",NA,"Brazil",NA,NA,"Arvoreta até 3 metros; flores brancas.","UEC012993","Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Itirapina","Estação Experimental de Itirapina, Área do cerrado. Em mata de brejo, em local sombreado e úmido.","-47.8199996948242","-22.25",NA,NA,"UEC012993","22843","auto","1994","02",NA,NA,NA,NA,NA,NA,NA,NA
"492","2019-08-20 10:18:59-03","UNICAMP","UEC","62779","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Goldenberg, R","28484","1992","08","10",NA,"Brazil",NA,NA,"flor, Arbusto de 2 m de altura. Flores brancas. Beira de riacho.","UEC163484","Magnoliopsida",NA,"Naudin",NA,"São Paulo","Itirapina","Estação Experimental do Instituto Flores","-47.8199996948242","-22.25",NA,NA,"UEC163484","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2021-03-01 16:34:33-03","UNICAMP","UEC","167708","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Cesar, O; Pagano, SN","60","1983","09","19",NA,"Brazil",NA,NA,"Arvoreta até 2 m. Flores branca amarelada.","UEC091010","Magnoliopsida",NA,"Naudin",NA,"São Paulo","Itirapina","Próxima a 1º ponte em direção a Usina do Lobo (Broa).&nf;Habitat: solo alagado.","-47.8199996948242","-22.25",NA,NA,"UEC091010","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2021-03-01 16:34:33-03","UNICAMP","UEC","148335","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Dahlström, L","79","2008","03","27",NA,"Brazil",NA,NA,"Erect shrub, 1.5m. Flowers corolla white, calyx green. Flowers smell of sweet perfume. Leaves undulate. Not treated in ethanol.; Wet grass meadow with a few shrubs.","UEC163491","Magnoliopsida",NA,"Naudin","Dinato, DO","São Paulo","Luís Antônio","The ecological reserve of Jataí. Floodplain of Capão-da-Cruz. Experimental site D7:2.","-47.7000007629395","-21.5499992370605",NA,NA,"UEC163491","26872","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2021-03-01 16:34:33-03","UNICAMP","UEC","148294","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Dahlström, L","90","2008","04","03",NA,"Brazil",NA,NA,"Erect shrub, 0.6m. Leaves undulate. Flowers: corolla white, calyx green. Berries red. Not treated in ethanol.; Within/nearby open water.","UEC163492","Magnoliopsida",NA,"Naudin","Dinato, DO","São Paulo","Luís Antônio","The ecological reserve of Jataí, floodplain of Capão-da-Cruz. Experimental site G3:1.","-47.7000007629395","-21.5499992370605",NA,NA,"UEC163492","26872","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2019-08-20 10:18:59-03","UNICAMP","UEC","37049","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Klein, A","41","1981","05","30",NA,"Brazil",NA,NA,"flor, Hábito terrestre.","UEC163538","Magnoliopsida",NA,"Naudin",NA,"São Paulo","Mogi Guaçu","Cerrado da Campininha.","-46.9421997070312","-22.372200012207",NA,NA,"UEC163538","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2019-08-20 10:18:59-03","UNICAMP","UEC","37043","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Klein, A","52","1985","05","31",NA,"Brazil",NA,NA,"flor e fruto, Hábito terrestre.","UEC163508","Magnoliopsida",NA,"Naudin",NA,"São Paulo","Mogi Guaçu","Cerrado da Campininha.","-46.9421997070312","-22.372200012207",NA,NA,"UEC163508","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2019-08-20 10:18:59-03","UNICAMP","UEC","50913","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Rodrigues, AAG","s.n.","1989","05","11",NA,"Brazil",NA,NA,"flor, Porte herbáceo-arbustivo. Flores brancas. Sub-bosque de Pinus.","UEC163558","Magnoliopsida",NA,"Naudin","Rezende, AR","São Paulo","Mogi Guaçu","Estação Biológica de Mogi Guaçu, (faz. Campininha)","-46.9421997070312","-22.372200012207",NA,NA,"UEC163558","39309","auto","2010","11","29",NA,NA,NA,NA,NA,NA,NA
"499","2019-08-20 10:18:59-03","UNICAMP","UEC","10750","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Leitão Filho, HF; Semir, J; Shepherd, GJ","2166","1976","06","01",NA,"Brazil",NA,NA,"flor, Arvoreta de 3 m, flores brancacentas. Comum em cerradão.","UEC163539","Magnoliopsida",NA,"Naudin","Martins, FR","São Paulo","Mogi Guaçu","Estação Biológica de Mogi Guaçu, (faz. Campininha)","-46.9421997070312","-22.372200012207",NA,NA,"UEC163539","39309","auto","1976","08",NA,NA,NA,NA,NA,NA,NA,NA
"500","2021-02-12 10:03:51-03","UNICAMP","UEC","10718","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Gibbs, PE; Leitão Filho, HF","4273","1977","01","17",NA,"Brazil",NA,NA,"flor, Arbusto até 2,5 m; flores brancas e frutos avermelhados.","UEC163506","Magnoliopsida",NA,"Naudin",NA,"São Paulo","Mogi Guaçu","Estação Experimental de Mogi-Guaçu, Fazenda Campininha. A 25 km NW de Mogi-Guaçu.","-46.9421997070312","-22.372200012207",NA,NA,"UEC163506","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2019-08-20 10:18:59-03","UNICAMP","UEC","148160","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Lima, RV; Kinoshita, LS","s.n.","2000","05","06",NA,"Brazil",NA,NA,"Arbusto.","UEC163489","Magnoliopsida",NA,"Naudin","Caddah, MK","São Paulo","Mogi Guaçu","Reserva Biológica Campininha, Cerrado-cerradão.","-46.9421997070312","-22.372200012207",NA,NA,"UEC163489","39309","auto","2010","07",NA,NA,NA,NA,NA,NA,NA,NA
"502","2021-03-01 16:34:33-03","UNICAMP","UEC","112024","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Amaral, MCE; Bittrich, V; Faria, AD","2000/31","2000","03",NA,NA,"Brazil",NA,NA,"Flores alvas.","UEC069035","Magnoliopsida",NA,"Naudin",NA,"São Paulo","Mogi Guaçu","Reserva do Instituto Florestal, Lago do Jacareí.","-46.9421997070312","-22.372200012207",NA,NA,"UEC069035","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2021-03-01 16:34:33-03","UNICAMP","UEC","96362","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Rodrigues, RR; Ivanauskas, NM; Malamud, R","14","1994","07","20",NA,"Brazil",NA,NA,"Espata alva. Mata Atlântica.; Arvoreta 4m alt., frutos vermelhos.; Área de brejo.","UEC163587","Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Novo Horizonte","Beira da estrada entre Mendonça e Novo Horizonte.","-49.2200012207031","-21.4599990844727",NA,NA,"UEC163587","32394","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2019-08-20 10:18:59-03","UNICAMP","UEC","96327","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Rodrigues, RR; Ivanauskas, NM; Malamud, R","48","1994","07","20",NA,"Brazil",NA,NA,"flor, Arbusto de cerca de 2 m de altura, flores brancas. Coletado em mata ciliar.","UEC163525","Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Novo Horizonte","Rio Cervo Grande.","-49.2200012207031","-21.4599990844727",NA,NA,"UEC163525","32394","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2019-08-20 10:18:59-03","UNICAMP","UEC","75141","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Moncaio, E; Souza, JP; Basso, ME; Barraca, SA","207","1994","10","13",NA,"Brazil",NA,NA,"ori, Planta de 4,5 m de altura. Cerradão perturbado. Mata ciliar com brejo adjacente.","UEC163522","Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Paulo de Faria","Fazenda Figueira, Cerca de 12 km de Paulo de Faria em direção a Riolândia.","-49.3800010681152","-20.0300006866455",NA,NA,"UEC163522","29574","auto","1995","01",NA,NA,NA,NA,NA,NA,NA,NA
"506","2021-03-01 16:34:33-03","UNICAMP","UEC","80926","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Marcondes-Ferreira, W; Belinello, R; Silva, AA; Zanini, E; Torres Jr, AH; Rizzatti, ACS","1133","1995","05","04",NA,"Brazil",NA,NA,"flor, Morro com afloramentos rochosos de quartzito, com vegetação de cerrado e algumas Vellozias.; Flores brancas, ca. 1,3m.; Morro com afloramentos rochosos e quartzito, com vegetação de cerrado e algumas Vellozias.","UEC163498","Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Pedregulho","Igaçaba, Morro Solteiro","-47.4700012207031","-20.25",NA,NA,"UEC163498","27552","auto","1996","05",NA,NA,NA,NA,NA,NA,NA,NA
"507","2019-08-20 10:18:59-03","UNICAMP","UEC","89863","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Barreto, KD; Fernandes, GD; Vitti, FX","292","1993","04","16",NA,"Brazil",NA,NA,"flor, Arbusto de 1,5 m de altura. Borda de mata, em floração, sadia, tronco livo, sem látex, flor branca. Mata de brejo.","UEC163564","Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Piracicaba","Estrada de Limeira (DIR)","-47.6399993896484","-22.7199993133545",NA,NA,"UEC163564","44778","auto","1997","06",NA,NA,NA,NA,NA,NA,NA,NA
"508","2019-08-20 10:18:59-03","UNICAMP","UEC","89864","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Barreto, KD; Fernandes, GD; Vitti, FX","283","1993","04","15",NA,"Brazil",NA,NA,"flor, Arbusto de 2,5 m de altura. Borda de mata, em floração, sadia, tronco liso, sem látex. Botões florais verdes. Mata.","UEC163478","Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Piracicaba","Estrada de Limeira (DIR)","-47.6399993896484","-22.7199993133545",NA,NA,"UEC163478","44778","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2019-08-20 10:18:59-03","UNICAMP","UEC","71655","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Pirani, JR; Cordeiro, I; Garcia, RJF","3229","1994","07","05",NA,"Brazil",NA,NA,"flor e fruto, Arbusto com 1,5 m de altura, ao sol, no brejo. Folhas verde-claras. Flor branca. Frutos alaranjados a vermelhos. Área de várzea.","UEC163543","Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Promissão","Estrada vicinal para Prainha de Promissã, Cerca de 2 km E da Rodovia BR-153.","-49.8499984741211","-21.5300006866455",NA,NA,"UEC163543","30472","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2019-08-20 10:18:59-03","UNICAMP","UEC","61338","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Peressim, VA","s.n.","1992","07","14",NA,"Brazil",NA,NA,"flor, Arbusto, até 1,5 m de altura, pétalas e estames alvos; latossolo, preferencialmente áreas úmidas. Formando densos aglomerados em áreas de pastagem.","UEC163512","Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Santa Maria da Serra",NA,"-48.1599998474121","-22.5599994659424",NA,NA,"UEC163512","12628","auto","1992","10",NA,NA,NA,NA,NA,NA,NA,NA
"511","2019-08-20 10:18:59-03","UNICAMP","UEC","65124","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Hoehne, W","s.n.","1948","08","12",NA,"Brazil",NA,NA,"flor e fruto","UEC163477","Magnoliopsida",NA,"Naudin","Hoehne, W","São Paulo","São Paulo","Próximo à Limeira.","-46.6300010681152","-23.5400009155273",NA,NA,"UEC163477","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2019-08-20 10:18:59-03","UNICAMP","UEC","85462","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Pastore, JFB","494","1994","06","21",NA,"Brazil",NA,NA,"fruto, Arvoreta de cerca de 2 m de altura, local alagado (charco). Mata seca, degradada, presença de mandacarus.","UEC163527","Magnoliopsida",NA,"Naudin","Goldenberg, R","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo, Estrada do Estreito.","-52.1599998474121","-22.5300006866455",NA,NA,"UEC163527","54606","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2019-08-20 10:18:59-03","UNICAMP","UEC","100196","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Faria, AD; Matsumoto, K; Aona, LYS; Galvão, JC; Belinello, R","96/184","1996","07","11",NA,"Brazil",NA,NA,NA,"UEC069036","Magnoliopsida",NA,"Naudin","Matsumoto, K; Mendonça, TG","São Paulo","Tupã","Rodovia Comandante J. Ribeiro de Barros, Lado direito da pista no sentido Tupã_Herculândia, cerca de 1 Km de Varpa Juliana Queiroz.","-50.5099983215332","-21.9300003051758",NA,NA,"UEC069036","21791","auto","2000","10",NA,NA,NA,NA,NA,NA,NA,NA
"514","2019-08-20 10:18:59-03","UNICAMP","UEC","106504","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Faria, AD; Matsumoto, K; Aona, LYS; Galvão, JC; Belinello, R","96/184","1996","07","11",NA,"Brazil",NA,NA,NA,"UEC069037","Magnoliopsida",NA,"Naudin","Matsumoto, K; Mendonça, TG","São Paulo","Tupã","Rodovia Comandante J. Ribeiro de Barros, Lado direito da pista no sentido Tupã_Herculândia, cerca de 1 Km de Varpa Juliana Queiroz.","-50.5099983215332","-21.9300003051758",NA,NA,"UEC069037","21791","auto","2000","10",NA,NA,NA,NA,NA,NA,NA,NA
"515","2019-08-20 10:18:59-03","UNICAMP","UEC","78929","S","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Bernacci, LC; Belinello, R; Moreira, JLA; Sciamarelli, A; Andrade, PRP; Silva, AMC","1608","1995","05","15",NA,"Brazil",NA,NA,"fruto, Arbusto com cerca de 1,5 m de altura; frutos imaturos arroxeados. Cerrado.","UEC163500","Magnoliopsida",NA,"Naudin","Bernacci, LC","São Paulo","Votuporanga","Estação Experimental do IAC, Próximo ao riacho.","-49.9700012207031","-20.4200000762939",NA,NA,"UEC163500","20562","auto","1995","05",NA,NA,NA,NA,NA,NA,NA,NA
"516","2019-12-18 15:50:47-03","UFOP","OUPR","21962","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Cavalcanti, T.B.","3407","2003","09","30",NA,"Brasil",NA,NA,"Borda de mata. Relevo plano. Solo quartzênico. Frutos imaturos verdes",NA,NA,NA,"Naudin","Romero, R.","Goiás","Dianópolis",NA,NA,NA,NA,NA,NA,NA,NA,"2010","02",NA,NA,NA,NA,NA,NA,NA,NA
"517","2019-11-06 09:56:25-03","UFOP","OUPR","25009","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Antônio-Silva, L.","146","2010","07","12",NA,"Brasil",NA,NA,"Subarbusto com 1m. Flores alvas. Aromática com apêncides brancos. Brejo",NA,NA,NA,"Naudin","Rezende, A.R.","Minas Gerais","Engenho do Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,"2012","03","03",NA,NA,NA,NA,NA,NA,NA
"518","2019-11-06 09:56:25-03","UFOP","OUPR","6399","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","s.col.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Naudin","Rezende, A.R.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","02","24",NA,NA,NA,NA,NA,NA,NA
"519","2019-11-06 09:56:25-03","UFOP","OUPR","6592","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","s.col.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Naudin","Rezende, A.R.","Minas Gerais","Esmeraldas",NA,"-44.3138999938965","-19.7625007629395",NA,NA,NA,"23009","auto","2011","02","24",NA,NA,NA,NA,NA,NA,NA
"520","2019-11-06 09:56:25-03","UFOP","OUPR","8468","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Ferreira, F.A.","37","1999","09","03",NA,"Brasil",NA,NA,"Mata. Arbusto. Flores brancas. Presença de erva parasita. Encontrada proximo a lagoa",NA,NA,NA,"Naudin","Rezende, A.R.","Minas Gerais","Leme do Prado","Estação Ecológica Acauã","-42.6925010681152","-17.0832996368408",NA,NA,NA,"17527","auto","2011","02","24",NA,NA,NA,NA,NA,NA,NA
"521","2019-11-06 09:56:25-03","UFOP","OUPR","5504","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Magalhães-Gomes, F.M.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Naudin","Rezende, A.R.","Minas Gerais","São João Del Rei",NA,"-44.2616996765137","-21.1355991363525",NA,NA,NA,"39093","auto","2011","02","24",NA,NA,NA,NA,NA,NA,NA
"522","2019-12-18 15:50:47-03","UFOP","OUPR","21165","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Silva, G.P.","7699","2003","06","02",NA,"Brasil",NA,NA,"Mata de galeria. Relevo plano. Solo argiloso. Árvore com 3m",NA,NA,NA,"Naudin","Silva, A.A.","Goiás","Silvania",NA,"-48.6081008911133","-16.658899307251",NA,NA,NA,"46044","auto","2003","11","11",NA,NA,NA,NA,NA,NA,NA
"523","2019-11-06 09:56:25-03","UFOP","OUPR","17803","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Roschel, M.B.","s.n.","2003","06","20",NA,"Brasil",NA,NA,"Cerrado. Área drenada. Arvoreta com 3,5m.",NA,NA,NA,"Naudin","Romero, R.","Minas Gerais","Uberaba","Barreira do Eli","-47.9319000244141","-19.7483005523682",NA,NA,NA,"73879","auto","2005","05","10",NA,NA,NA,NA,NA,NA,NA
"524","2020-10-14 10:02:55-03","FURB","FURB","37718","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Fonseca, M.L.; Oliveira, F.C.A.","5453","2004","05","26",NA,"Brasil",NA,NA,"Solo argiloso Habitat: mata de galeria Habito: subarbustiva; flor botão verde","FURB29900",NA,NA,"Naudin","Fonseca, ML","Minas Gerais","Arinos","RPPN Arara Vermelha. Estrada para Chapada Gaúcha.","-45.82","-15.4408333","740","740","FURB29900",NA,NA,"2004","06",NA,"-45.8200000","-15.4408333",NA,NA,NA,NA,NA
"525","2020-10-14 10:02:55-03","FURB","FURB","42769","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Ramos, A.E.; et al.","1823","2009","08","10",NA,"Brasil",NA,NA,NA,"FURB29897",NA,NA,"Naudin","Paiva, VF; Oliveira, M","Distrito Federal","Brasília","Recanto das Emas (Núcleo Rural Monjolo).","-48.0836111","-15.9269445",NA,NA,"FURB29897",NA,NA,"2009","08",NA,"-48.0836111","-15.9269445",NA,NA,NA,NA,NA
"526","2020-10-14 10:02:55-03","FURB","FURB","41228","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Zerbini, C.; Munhoz, C.","37","1994","07","07",NA,"Brasil",NA,NA,NA,"FURB29899",NA,NA,"Naudin","Munhoz, C","Distrito Federal","Brasília","EEJBB, Campo Úmido T3.","-47.9296989440918","-15.7797002792358",NA,NA,"FURB29899","70570","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","2020-10-14 10:02:55-03","FURB","FURB","6326","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Barbosa, E.; Silva, J.M.","1447","2006","06","11",NA,"Brasil",NA,NA,"Habitat: beira do córredo Habito: arbustiva; flor pétalas alvas","FURB29896",NA,NA,"Naudin","Goldemberg, R.","Mato Grosso do Sul","Antônio João","Fazenda Cervo.","-55.9474983215332","-22.1910991668701",NA,NA,"FURB29896","38814","auto","2014","02","12",NA,NA,NA,NA,NA,NA,NA
"528","2020-10-14 10:02:55-03","FURB","FURB","26316","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Silva, J.M.; Barbosa, E.","4799","2006","06","10",NA,"Brasil",NA,NA,NA,"FURB02251",NA,NA,"Naudin","Hatschbach, G","Mato Grosso do Sul","Antônio João","Fazenda Cervo.","-55.9474983215332","-22.1910991668701",NA,NA,"FURB02251","38814","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","2021-03-16 17:53:44-03","UCS","HUCS","45232","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Windisch, P.G.","6183","1991","06","15",NA,"Brasil",NA,NA,"região de cerrado, formação ciliar ao longo de regato, arvoreta de 4m, junto à água",NA,"Angiospermae","Myrtales","Naud.","Wurdack, J.","Mato Grosso","Guiratinga","estrada de Ponte Branca - Diamantino- Acantilado, ca 10km depois de Diamantino, Serra da Estrela","-53.25","-16.25","800","800",NA,NA,NA,"1992",NA,NA,"-53.25","-16.25",NA,NA,NA,NA,NA
"530","2021-03-16 17:53:44-03","UCS","HUCS","45233","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Windisch, P.G.","6144","1991","06","14",NA,"Brasil",NA,NA,"região de cerrado, baixada com rio e mata ciliar, arvoreta, margem da mata ciliar",NA,"Angiospermae","Myrtales","Naud.","Wurdack, J.","Goiás",NA,"estrada para Montevidiu a Caiapônia, ca 50km de Caiapônia","-51.833333","-17.416667","900","900",NA,NA,NA,"1992",NA,NA,"-51.833333","-17.416667",NA,NA,NA,NA,NA
"531","2021-03-16 17:53:44-03","UCS","HUCS","30033","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Silva, J.M.","4799","2006","06","10",NA,"Brasil",NA,NA,"arvoreta 3m.; capão",NA,"Angiospermae","Myrtales","Naud.","Hatschbach, G.","Mato Grosso do Sul","Antônio João","Fazenda Cervo","-55.9474983215332","-22.1910991668701",NA,NA,NA,"38814","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","2021-03-16 17:53:44-03","UCS","HUCS","6094","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","Hatschbach, G.","52900","1989","05","19",NA,"Brasil",NA,NA,"arbusto ramoso 1,50m., flor alva; orla do brejo",NA,"Angiospermae","Myrtales","Naud.","Hatschbach, G.","Minas Gerais","Conceição do Mato Dentro","Ouro Fino","-43.4249992370605","-19.0372009277344","700","700",NA,"60318","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
