"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"45","2021-01-14 15:30:30-03","MN","R","8750","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Glaziou, A.F.M.; Galvão, F.R.","2548","1881","04","14",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008750",NA,NA,"Vogel","Mansano, V.F.M.","Minas Gerais",NA,NA,NA,NA,NA,NA,"R000008750_001",NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:30:30-03","MN","R","194419","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Sucre Benjamin, D.; Plowmann, T.","5192","1969","05","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Vogel","Mansano, V.F.","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459","1820","1820",NA,NA,NA,"19648","auto",NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA
"47","2015-07-02 14:55:24-03","JBP","HPL","11772","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","H. Lorenzi","6594","2009","02","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"BA","Caetite","Na estrada para Brumado","-42.427389","-14.11975","743","743",NA,NA,NA,NA,NA,"42° 25' 38,6 W","14° 07' 11,1 S",NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-07-02 14:02:03-03","JBP","HPL","4394","S","Plantae","Fabaceae-Faboideae","Swartzia","aff. acutifolia","Swartzia aff. acutifolia","E.R. Salviani & H. Lorenzi","1626","2000","10","11",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Vog.","E.R. Salviani & H. Lorenzi","ES","Itarana","Coletada no caminho para Colatina a beira da estrada de chão.","-40.8753","-19.8739",NA,NA,NA,NA,NA,"23320","auto",NA,NA,"2000","10","11",NA,NA,NA,NA,NA
"49","2019-02-22 11:47:05-03","IPA","IPA","60860","S","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia","Jost, T.; Tourinho, R.; Tourinho, R.","430","2002","04","05","Southern America","Brasil",NA,NA,"Folíolos levemente discolores. Flores alvas, cálice verde-água. Frutos imaturos marrom amarelado","IPA0060860","Plantae",NA,"Vogel","Costa e Silva, M.B.","Minas Gerais","Pedra Azul","Estrada para a Barragem do Soberbo, 6km de Pedra Azul","-41.288889","-15.956111","733","733",NA,NA,NA,NA,NA,"-41.288889","-15.956111","2003","02","20",NA,NA,NA,NA,NA
"50","2019-02-22 11:47:05-03","IPA","IPA","24652","S","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia acutifolia","Spada, J.","60","1978","03","04","Southern America","Brasil",NA,NA,"Árvore ca. 25m de altura com fuste de ca.15m, crescendo em mata alta com flor branca e botão marrom. Fuste cilíndrico e casca superficialmente sulcada","IPA0024652","Plantae",NA,NA,NA,"Espírito Santo","Linhares","Reserva Florestal da CVRD, Estrada 241 km-510, talhão 403","-40.0722007751465","-19.3910999298096",NA,NA,NA,"acutifolia",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-20 21:17:51-03","UFV","VIC","723","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia ynesiana","Mexia, Y.","4463","1930","03","15",NA,"Brasil",NA,NA,"Árvore, c.a. de 12 metros de altura; flores bancas, em ramos secundários ou no principal. ISÓTIPO.","VIC000723",NA,NA,"R.S. Cowan","Mansano, V.F. de","Minas Gerais","Viçosa","E. S. A. V., Vale Chachá. Margem de rio.","-42.8819007873535","-20.7539005279541",NA,NA,"VIC000723","ynesiana","Isótipo","13937","auto",NA,NA,"2000","04","04",NA,NA,NA,NA,NA
"52","2019-11-21 14:37:14-03","UFJF","CESJ","23485","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","B.B.S. Coelho","161","1988","09","22","América do Sul","Brasil",NA,NA,"N.V: Tripa-de-abóbora.","CESJ023485","Angiosperma",NA,"Vogel","H.C. Lima","Minas Gerais","Juiz de Fora","Museu Mariano Procópio","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 14:37:14-03","UFJF","CESJ","25079","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","L. Krieger","CESJ25079","1987","03","01","América do Sul","Brasil",NA,NA,"Árvore pequena 2 a 3 m, no barranco. Flores brancas, levemente rosadas. Perto de duas árvores de Ingá.","CESJ025079","Angiosperma",NA,"Vogel","H.C.Lima, CForney, S","Minas Gerais","Juiz de Fora","UFJF","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"36144","auto",NA,NA,"1987","04","08",NA,NA,NA,NA,NA
"54","2019-11-21 14:37:14-03","UFJF","CESJ","42829","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","M. Borgo; et al.","2249","2003","03","27","América do Sul","Brasil",NA,NA,"àrvore, 6 m, flor creme. Em trecho de vegetação secundária média.","CESJ042829","Angiosperma",NA,"Vogel","G. Hatschbach","Paraná","Antonina","Reserva Natural, Trilha Gervásio","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"38300","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:37:14-03","UFJF","CESJ","53413","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","E. Barbosa; J.M. Silva","2129","2007","03","20","América do Sul","Brasil",NA,NA,"Árvore, 4m, flor alva. Floresta atlântica.","CESJ053413","Angiosperma",NA,"Vogel","G. Hatschbach","Paraná","Guaraqueçaba","Fazenda vale Verde","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"37295","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:37:14-03","UFJF","CESJ","53801","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","E. Barbosa; J.M. Silva","2129","2007","03","20","América do Sul","Brasil",NA,NA,"Árvore, 4 m, flor alva. Floresta Atlântica.","CESJ053801","Angiosperma",NA,"Vogel","G. Hatschbach","Paraná","Guaraqueçaba","Fazenda vale Verde","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"37295","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:37:14-03","UFJF","CESJ","44423","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","V.C. Souza; P.H. Miyagi; J.P. Souza","8386","1995","03","12","América do Sul","Brasil",NA,NA,"Árvore, ca. 4 m alt.; frutos imaturos verdes Beira de mata.","CESJ044423","Angiosperma",NA,"Vogel","A.M.G.Azevedo- Tozzi","Minas Gerais","Santo Antônio do Itambé","Início da estrada para o pico do Itambé 800 -1200","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 14:37:14-03","UFJF","CESJ","50927","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","E. Barbosa; J.M. Silva","2129","2007","03","20","América do Sul","Brasil",NA,NA,"Árvore, 4m, flor alva. Floresta atlântica.","CESJ050927","Angiosperma",NA,"Vogel","G. Hatschbach","Paraná","Guaraqueçaba","Fazenda vale Verde","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"37295","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-27 13:49:21-03","UFS","ASE","25279","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Silva, TR; Freire, GS; Campos, DA; Santos, JPS","2","2012","09","11","Southern America","Brasil",NA,NA,"Árvore, aprox 4m., frutos castanhos.; Árvore, aprox 4m., frutos castanhos.","ASE0030354","Magnoliophyta",NA,"Vogel","Silva, TR","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura, Margem da trilha","-37.146","-10.842222",NA,NA,"ASE0030354",NA,NA,NA,NA,"-37.146","-10.842222","2012","09","25",NA,NA,NA,NA,NA
"60","2019-11-27 13:49:21-03","UFS","ASE","34602","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Almeida, ES","502","2012","11","20","Southern America","Brasil",NA,NA,"Árvore.; Mata atlântica.","ASE0033095","Magnoliophyta",NA,"Vogel","Freire, GS","Sergipe","Boquim","Povoado Mangue Grande","-37.3714","-11.0849",NA,NA,"ASE0033095",NA,NA,NA,NA,"-37.3714","-11.0849","2018","09","11",NA,NA,NA,NA,NA
"61","2019-11-27 13:49:21-03","UFS","ASE","7256","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia ynesiana","A.Vicente","192","1998","12","17","Southern America","Brasil",NA,NA,"árvore. 15. m. frutos castanhos pubescentes.; árvore. 15. m. frutos castanhos pubescentes.; mata","ASE0017388","Magnoliophyta",NA,"Cowan","J.Y.Tamashiro","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana","-37.2081","-10.4583",NA,NA,"ASE0017388","ynesiana",NA,NA,NA,"-37.2081","-10.4583","1999","08",NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:31:25-03","UNICAMP","UEC","155438","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Pinho-Ferreira, MA; Lorenzo, L; Rodrigues, CDN; Viani, RAG; Souza, VC; Scalon, VR","M658","2006","04","11",NA,"Brazil",NA,NA,"Árvore, 36m. Fruto imaturo castanho.; Mata de Tabuleira com nativo.","UEC055931","Magnoliopsida",NA,"Vogel","Pinto, RB","Espírito Santo","Linhares","Reserva da Companhia Vale do Rio Doce, Estrada Juerana Vermelha, Barra Seca, próximo à casa do guarda. (Barra Seca)","-40.483333","-19.139722","44","44","UEC055931",NA,NA,NA,NA,"-40.483333","-19.139722","2010","05","12",NA,NA,NA,NA,NA
"63","2021-03-01 16:31:25-03","UNICAMP","UEC","169190","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia parvipetala","Oliveira, FCA; Marocollo, JF; Parente, HVM; Fonseca, JS","2313","2010","05","19",NA,"Brazil",NA,NA,"Árvore ca. 7 m altura e 20 cm DAP. &nf;Casca fissurada.&nf;Folhas cartáceas. &nf;Fruto imaturo cor verde.; Solo arenoso escuro. &nf;Relevo inclinado.&nf;Floresta de galeria.","UEC007093","Magnoliopsida",NA,"R.S.Cowan","Fonseca, ML","Tocantins","Darcinópolis","Folha: SB-23-Y-A.&nf;Bacia do Araguaia. Sub-bacia do ribeirão Corda.&nf;(A-15, área 1, pto 452).","-47.910833","-6.684167","309","309","UEC007093","parvipetala",NA,NA,NA,"-47.910833","-6.684167","2010","08",NA,NA,NA,NA,NA,NA
"64","2019-08-20 10:15:14-03","UNICAMP","UEC","72514","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia submarginata","Leitão Filho, HF","33458","1995","02","15",NA,"Brazil",NA,NA,"flor, Mata Atlântica de Encosta, solo raso. Árvore tortuosa 1.5 m, botões verde claro.",NA,"Magnoliopsida",NA,"Vogel","Mansano, VF","São Paulo","Iguape","Calvario.","-41.491111","-24.655",NA,NA,NA,"submarginata",NA,NA,NA,"-41.491111","-24.655","2000","05",NA,NA,NA,NA,NA,NA
"65","2019-08-20 10:15:14-03","UNICAMP","UEC","84041","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia submarginata","Shepherd, GJ; Goldenberg, R","9539","1995","04","05",NA,"Brazil",NA,NA,"flor, Floresta em grota, árvore com inflorescências caulinares, flores com pétalas brancas e estames amarelos em dois ciclos, formados por quatro grandes e muitos pequenos.",NA,"Magnoliopsida",NA,"Vogel","Mansano, VF","São Paulo","Cruzeiro","Estrada da faz. Boa Vista.","-45.333333","-22.488889",NA,NA,NA,"submarginata",NA,NA,NA,"-45.333333","-22.488889","2000","05",NA,NA,NA,NA,NA,NA
"66","2019-08-20 10:15:14-03","UNICAMP","UEC","54440","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia submarginata","Silva, AF; Capellari Jr, L; Linnaeus, C","1385","1986","03","06",NA,"Brazil",NA,NA,"flor, Árvore jovem de 3m, pétala branca.","UEC016763","Magnoliopsida",NA,"Vogel","Mansano, VF","São Paulo","São José dos Campos","Mata da reserva florestal.","-45.9375","-23.716667",NA,NA,"UEC016763","submarginata",NA,NA,NA,"-45.9375","-23.716667","2000","05",NA,NA,NA,NA,NA,NA
"67","2019-08-20 10:15:14-03","UNICAMP","UEC","79213","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia submarginata","Silva, AF; Capellari Jr, L; Linnaeus, C","1385","1986","03","06",NA,"Brazil",NA,NA,"flor, Árvore jovem de 3m, pétala branca.",NA,"Magnoliopsida",NA,"Vogel","Mansano, VF","São Paulo","São José dos Campos","Mata da reserva florestal.","-45.9375","-23.716667",NA,NA,NA,"submarginata",NA,NA,NA,"-45.9375","-23.716667","2000","05",NA,NA,NA,NA,NA,NA
"68","2019-08-20 10:15:14-03","UNICAMP","UEC","95650","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia submarginata","Ivanauskas, NM","82","1995","03","24",NA,"Brazil",NA,NA,"flor, Árvore de 10m. Tronco cinza, liso. Apresenta caulifloria, flores em botão.",NA,"Magnoliopsida",NA,"Vogel","Mansano, VF","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronô","-47.876944","-24.608333",NA,NA,NA,"submarginata",NA,NA,NA,"-47.876944","-24.608333","2000","05",NA,NA,NA,NA,NA,NA
"69","2019-08-20 10:15:14-03","UNICAMP","UEC","112351","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Souza, V","4","1991","01","30",NA,"Brazil",NA,NA,"flor, Mata de Tabuleiro. Porte Arbóreo com 20m de altura, flor branca e botão verde cana.",NA,"Magnoliopsida",NA,"Vogel","Mansano, VF","Espírito Santo","Linhares","10m da estrada de Regência e 20 km da BR","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"48094","auto",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA
"70","2019-08-20 10:15:14-03","UNICAMP","UEC","112265","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Sartori, ALB; Koch, I; Mansano, VF; Sciamarelli, A; Goldenberg, R","222","1996","08","22",NA,"Brazil",NA,NA,"fruto, Árvore 25m, fuste 18m. Tronco com descamações triangulares (40x10 cm); frutos imaturos esverdeados até castanhos ou ferrugíneos.",NA,"Magnoliopsida",NA,"Vogel","Mansano, VF","Espírito Santo","Linhares","Reserva Florestal da CVRD, estrada das C","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"48094","auto",NA,NA,"2000","04",NA,NA,NA,NA,NA,NA
"71","2019-08-20 10:15:14-03","UNICAMP","UEC","112352","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Spada, JS","153","1973","01","22",NA,"Brazil",NA,NA,"flor, Mata de Tabuleiro. Porte Arbóreo com 22m de altura, flor branca e botão amarelo escuro.",NA,"Magnoliopsida",NA,"Vogel","Mansano, VF","Espírito Santo","Linhares","Reserva Florestal de Linhares.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"48094","auto",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA
"72","2019-08-20 10:15:14-03","UNICAMP","UEC","112354","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Folli, DA","67","1979","01","24",NA,"Brazil",NA,NA,"flor, Mata de Tabuleiro. Porte Arbóreo com 28m de altura, flor amarela e botão cinza.",NA,"Magnoliopsida",NA,"Vogel","Mansano, VF","Espírito Santo","Linhares","Reserva Florestal de Linhares. Estrada F","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"48094","auto",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA
"73","2019-08-20 10:15:14-03","UNICAMP","UEC","42909","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia ynesiana","Heringer, EP","25","1941","05","16",NA,"Brazil",NA,NA,"flor, Árvore de grande porte, encontrada em solos sem umidade, ou em terras em portos, madeira boa para construção, flores em grandes cachos brancos.","UEC018525","Magnoliopsida",NA,"R.S.Cowan","Mansano, VF","Minas Gerais","Coronel Pacheco","Estação Experimental de Café.","-43.2655982971191","-21.5877990722656",NA,NA,"UEC018525","ynesiana",NA,"10350","auto",NA,NA,"2000","05",NA,NA,NA,NA,NA,NA
"74","2019-08-20 10:15:14-03","UNICAMP","UEC","84693","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia ynesiana","Heringer, EP","25","1941","05","16",NA,"Brazil",NA,NA,"flor, Árvore de grande porte, encontrada em solos sem umidade, ou em terras em portos, madeira boa para construção, flores em grandes cachos brancos.",NA,"Magnoliopsida",NA,"R.S.Cowan","Mansano, VF","Minas Gerais","Coronel Pacheco","Estação Experimental de Café.","-43.2655982971191","-21.5877990722656",NA,NA,NA,"ynesiana",NA,"10350","auto",NA,NA,"2000","05",NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:31:25-03","UNICAMP","UEC","158625","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Yamamoto, LF","978","2002","12","19",NA,"Brazil",NA,NA,"Botão verde.","UEC013618","Magnoliopsida",NA,"Vogel","Yamamoto, LF","Minas Gerais","Extrema","Serra do Lopo, Estrada para Joanópolis. Borda da estrada.","-46.3182983398438","-22.854700088501","1300","1300","UEC013618",NA,NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:31:25-03","UNICAMP","UEC","131472","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Lima, HC","1027","1979","05","11",NA,"Brazil",NA,NA,"mata Semi-caducifólia. àrvore Alta, 15 metros de altura, tronco liso, de cor pardo-acizentado, copa larga e muito ramificada. Folíolo fortemente doscolor. Frutos com indumento aureo-esverdeado, sementes pardescente com arilo amarelo-alaranjado. Fruto",NA,"Magnoliopsida",NA,"Vogel","Mansano, VF","Minas Gerais","Turmalina","Estrada para Virgem de Lapa-Turmalina, próximo a Turmalina.","-42.7299995422363","-17.2856006622314",NA,NA,NA,NA,NA,"36128","auto",NA,NA,"2002","11","13",NA,NA,NA,NA,NA
"77","2019-08-20 10:15:14-03","UNICAMP","UEC","84692","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia submarginata","Kuhlmann, E","s.n.","1938","01","03",NA,"Brazil",NA,NA,"folha",NA,"Magnoliopsida",NA,"Vogel","Hoehne, FC","Rio de Janeiro","Paraíba do Sul","Caminhos das Águas Salutaris.","-43.2928009033203","-22.1618995666504",NA,NA,NA,"submarginata",NA,"22368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-08-20 10:15:14-03","UNICAMP","UEC","84694","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia submarginata","Kuhlmann, M; Gonçalves, P","2762","1952","06","26",NA,"Brazil",NA,NA,"flor, Flores.",NA,"Magnoliopsida",NA,"Vogel","Mansano, VF","São Paulo","Igaratá","Santa Izabel - Igaratá.","-46.1500015258789","-23.2000007629395",NA,NA,NA,"submarginata",NA,"24798","auto",NA,NA,"2000","05",NA,NA,NA,NA,NA,NA
"79","2019-08-20 10:15:14-03","UNICAMP","UEC","84696","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia submarginata","Kuhlmann, M; Gonçalves, P","2762","1952","06","26",NA,"Brazil",NA,NA,"flor, Flores.",NA,"Magnoliopsida",NA,"Vogel","Mansano, VF","São Paulo","Igaratá","Santa Izabel - Igaratá.","-46.1500015258789","-23.2000007629395",NA,NA,NA,"submarginata",NA,"24798","auto",NA,NA,"2000","05",NA,NA,NA,NA,NA,NA
"80","2019-08-20 10:15:14-03","UNICAMP","UEC","85385","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia submarginata","Galetti, M","158","1994","03","12",NA,"Brazil",NA,NA,"flor, Árvore 30m de altura, muitos botões florais presentes. Na fit. n. 44.",NA,"Magnoliopsida",NA,"Vogel","Mansano, VF","São Paulo","Sete Barras","faz. Intervales, Base Saibadela, trilha","-47.9199981689453","-24.3799991607666",NA,NA,NA,"submarginata",NA,"34059","auto",NA,NA,"2000","04",NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:31:25-03","UNICAMP","UEC","184755","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Silva, ED","843","2007","06","08",NA,"Brazil",NA,NA,"árvore 5m, estéril; floresta ombrófila densa montana","UEC106627","Magnoliopsida",NA,"Vogel","Silva, ED","São Paulo","Ubatuba","picinguaba, morro do cuscuzeiro, parque estadual da serra do mar","-45.0699996948242","-23.4300003051758","1100","1100","UEC106627",NA,NA,"34265","auto",NA,NA,"2009","09","20",NA,NA,NA,NA,NA
"82","2021-03-01 16:31:25-03","UNICAMP","UEC","131464","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia ynesiana","Morais, MD","318","1996","02","29",NA,"Brazil",NA,NA,"Arvoreta de 4m, pleno sol. Pétalas brancas.; Planície.","UEC055031","Magnoliopsida",NA,"R.S.Cowan",NA,"São Paulo","Ubatuba","Picinguaba, Trilha do Noelo.","-45.0699996948242","-23.4300003051758",NA,NA,"UEC055031","ynesiana",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-10-14 10:01:48-03","FURB","FURB","749","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Borgo, M.; et al.",NA,"2003","03","27",NA,"Brasil",NA,NA,NA,"FURB01846",NA,NA,"Vogel","Hatschbach, G","Paraná","Antonina","Reserva Natural, Trilha Gervásio.","-48.7118988037109","-25.4286003112793",NA,NA,"FURB01846",NA,NA,"38300","auto",NA,NA,"2003","03","27",NA,NA,NA,NA,NA
"84","2019-06-27 10:25:15-03","UFES","VIES","33253","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Moreira, L.N.","15","2007","05","14",NA,"Brasil",NA,NA,NA,"VIES033253",NA,NA,"Vogel",NA,"Espírito Santo","Cachoeiro de Itapemirim","Floresta Nacional Pacotuba.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES033253",NA,NA,"35694","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-02-12 18:12:10-03","UFES","VIES","36935","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Gurtler, J.; Dutra, S.C.","JAC 453","2018","02","16",NA,"Brasil",NA,NA,NA,"VIES036935",NA,NA,"Vogel",NA,"Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P5).","-40.441111","-18.783056",NA,NA,"VIES036935",NA,NA,NA,NA,"40º26'28''W","18º46'59''S",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-09-27 18:04:58-03","UFES","VIES","6785","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Gomes, J.M.L.; Vinha, P.C.","1787","1992","10","18",NA,"Brasil",NA,NA,NA,"VIES006785",NA,NA,"Vogel","Gomes, J.M.L.","Espírito Santo","Vila Velha","Morro da Mantegueira.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES006785",NA,NA,"27156","auto",NA,NA,"1992","10","18",NA,NA,NA,NA,NA
"87","2021-04-05 11:06:06-03","UNESP-IBB","BOTUW","577","PreservedSpecimen","Plantae","Leguminosae","Swartzia","acutifolia","Swartzia acutifolia",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"BOTUW000577",NA,NA,"Vog.",NA,"Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-08-16 08:39:33-03","UTFPR","HCF","10625","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","M.G. Caxambu","4054","2012","04","28",NA,"Brasil",NA,NA,"arvoreta ca. 3 m, heliófita. Flores alvas com interior amarelo. Cultivada.",NA,NA,NA,"Vogel","J. Cordeiro","SP","Pariquera-Açu","Propriedade do Sr. Flávio","-47.848333","-24.800417","36","36",NA,NA,NA,NA,NA,"47°50'54 W","24°48'01,5 S","2018",NA,NA,NA,NA,NA,NA,NA
"89","2019-08-16 08:39:33-03","UTFPR","HCF","16543","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","M.G. Caxambu","5975","2015","03","27",NA,"Brasil",NA,NA,"arvoreta ca. 5 m, semi-ciófila. Botões florais esverdeados em inflorescências caulifloras.",NA,NA,NA,"Vogel","E. Barboza & J. Cordeiro","SP","Eldorado","Fazenda Itaipava/ Catre","-48.105028","-24.555","44","44",NA,NA,NA,NA,NA,"48°06'18,1 W","24°33'18 S","2016",NA,NA,NA,NA,NA,NA,NA
"90","2019-08-16 08:39:33-03","UTFPR","HCF","8746","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","E. Barboza","2129","2007","03","20",NA,"Brasil",NA,NA,"árvore, 4 m, flor alva. Floresta atlântica.",NA,NA,NA,"Vogel","M.G. Caxambu","PR","Guaraqueçaba","Fazenda Vale Verde","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"37295","auto",NA,NA,"2012","05","25",NA,NA,NA,NA,NA
"91","2013-04-01 09:19:55-03","IPT","BCTW","19975","S","Plantae",NA,"Swartzia","acutifolia","Swartzia acutifolia","Lorenzi, H.","52",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Magnoliophyta",NA,"Vogel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"92","2021-03-21 19:36:11-03","UFC","EAC","46753","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Guedes, M.L.; et al.","46844","2009","12","16","Southern America","Brasil",NA,NA,"Árvore, 8m; folha com folílolo cartáceo.; Campo rupestre","EAC0046753","Dicotyledon",NA,"Vogel","Guedes, M.L.","Bahia","Andaraí","Chapada da Diamantina","-41.366667","-12.8","850","850","EAC0046753",NA,NA,NA,NA,"-41.366667","-12.8","2010","02",NA,NA,NA,NA,NA,NA
