"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"158","2021-03-01 16:36:23-03","UNICAMP","UEC","11757","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","Sucre, D","8187","1972","01","04",NA,"Brazil","Rio de Janeiro","Estado da Guanabara, Morro Taquara da Tijuca",NA,"Árvore 11m alt.; umbrofila, crescendo na mata, com caulle não descorticante. Folhas novas verde claro e as adultas com a pag. ventral verde escuro, dorsal verde claro, ambas foscas. Botão floral oboval, pedicelos verdes escuro.",NA,NA,"Kiaersk.","Barroso, GM","Rio de Janeiro","-43.2075004577637","-22.9027996063232","680","700",NA,NA,NA,NA,"1972","57442","auto","01",NA,NA,NA,NA,NA,NA,NA
"159","2021-03-01 16:36:23-03","UNICAMP","UEC","54947","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","Tamashiro, JY; Bernacci, LC; Meira Neto, JAA","21281","1987","09","14",NA,"Brazil","São Paulo","Fazenda Grota Funda",NA,"Árvore com 6m, frutos maduros alaranjados.",NA,NA,"Kiaersk.",NA,"Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-01 16:36:23-03","UNICAMP","UEC","62472","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","Bernacci, LC","28471","1989","08","15",NA,"Brazil","São Paulo","Parque Municipal da Grota Funda",NA,"Árvore ca. 4-5-m de alt.; ocorrente no alto da encosta; frutos imaturos.; Mata Mesófila de Altitude com afloramentos rochoso no interior, intercalada com afloramentos expostos.",NA,NA,"Kiaersk.",NA,"Atibaia","-46.5499992370605","-23.1100006103516","900","900",NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-04-22 16:22:19-03","UFPB","JPB","45411","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Myrtaceae","Eugenia","prasina","Eugenia prasina","Lourenço, AR; Barbosa, MR","263","2009","03","04","Southern America","Brasil","Paraíba","RPPN Fazenda Almas, Caatinga arbórea. Casa de Cumadre fulozinha. Em meio a um afloramento rochoso.",NA,"; DESC: Árvore de aprox. 15m de altura. Frutos maduros de cor amarelada.","JPB0045411",NA,"O. Berg",NA,"São José dos Cordeiros","-36.898222","-7.470556","600","600",NA,NA,"-36.898222","-7.470556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 10:03:23-03","FURB","FURB","2860","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Bastos, E.B.; et al.",NA,"1994","09","05",NA,"Brasil","São Paulo",NA,NA,NA,"FURB32323","FURB32323","O.Berg","Sobral, M","Pariquera-Açu","-47.8877777","-24.6230556",NA,NA,NA,NA,"-47.8877777","-24.6230556","2009",NA,NA,"07","17",NA,NA,NA,NA,NA,NA
"163","2020-10-14 10:03:23-03","FURB","FURB","32667","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Verdi, M.; Martins, E.M. & Veiga, O.N.","5578","2010","08","27",NA,"Brasil","Paraná","Morro dos Perdidos / APA Estadual de Guaratuba.",NA,NA,"FURB02468","FURB02468","O.Berg","Sobral, M","Guaratuba","-48.9666667","-25.8688889","954","954",NA,NA,"-48.9666667","-25.8688889","2010",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"164","2020-10-14 10:03:23-03","FURB","FURB","34941","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Stival-Santos, A.; Legal, E. & Silveira, S.","3326","2009","12","14",NA,"Brasil","Santa Catarina","Canudos.",NA,"Voucher estéril IFFSC 428 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbusto;","FURB32322","FURB32322","O.Berg","Sobral, M","São João Batista","-48.8675","-27.3597222","231","231",NA,NA,"-48.8675000","-27.3597222","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 10:03:23-03","FURB","FURB","48710","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Oliveira, A.A. de","2671","2015","10","25",NA,"Brasil","Santa Catarina","Pirai.",NA,NA,"FURB48710","FURB48710","O.Berg","Pastório, FF","Joinville","-48.9619444","-26.28","85","85",NA,NA,"-48.9619444","-26.2800000","2015",NA,NA,"11","19",NA,NA,NA,NA,NA,NA
"166","2020-10-14 10:03:23-03","FURB","FURB","53395","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Funez, L.A.","6235","2017","04","24",NA,"Brasil","Santa Catarina","Península Palmeiras.",NA,"Fruto maduro amarelo Habitat: Área bosqueada Habito: Árvore","FURB53395","FURB53395","O.Berg","Vieira, F. C. S.","Rio dos Cedros","-49.3388889","-26.6036111","647","647",NA,NA,"-49.3388889","-26.6036111","2020",NA,NA,"04","21",NA,NA,NA,NA,NA,NA
"167","2020-10-14 10:03:23-03","FURB","FURB","54529","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Funez, L.A.","6425","2017","07","30",NA,"Brasil","Santa Catarina","Praia da Sepultura.",NA,"Frutos maduros roxos Habitat: Floresta Habito: árvore","FURB54529","FURB54529","O.Berg","Ribeiro, C.L.","Bombinhas","-48.4786111","-27.1388889","20","20",NA,NA,"-48.4786111","-27.1388889","2019",NA,NA,"12","18",NA,NA,NA,NA,NA,NA
"168","2020-10-14 10:03:23-03","FURB","FURB","61089","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Schwirkowski, P.","2969","2018","08","04",NA,"Brasil","Santa Catarina","Turvo. Próximo à estrada sentido Turvo. APA do Rio Turvo",NA,"FOM, estágio secundário avançado. Esciófita. Cálice verde-avermelhado, colora branca Habitat: Interior do fragmento Habito: Árvore","FURB61089","FURB61089","O.Berg","Schwirkowski, P.","Campo Alegre","-49.2455555","-26.2219445","950","950",NA,NA,"-49.2455555","-26.2219445","2018",NA,NA,"10","29",NA,NA,NA,NA,NA,NA
"169","2020-10-14 10:03:23-03","FURB","FURB","62294","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Kassner-Filho, A.","2901","2018","06","26",NA,"Brasil","Santa Catarina","Barragem 8° Salto.",NA,"fruto imaturo Habitat: beira de trilha Habito: arbórea","FURB62294","FURB62294","O.Berg","Ribeiro, C.L.","Schroeder","-49.0572222","-26.295","715","715",NA,NA,"-49.0572222","-26.2950000","2019",NA,NA,"12","18",NA,NA,NA,NA,NA,NA
"170","2021-03-16 17:53:53-03","UCS","HUCS","49568","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","prasina","Eugenia prasina","Schwirkowski, P.","2969","2018","08","04",NA,"Brasil","Santa Catarina","Turvo. Próximo à estrada sentido Turvo. APA do Rio Turvo",NA,"FOM, estágio secundário avançado. Esciófita. Cálice verde-avermelhado, colora branca",NA,NA,"O. Berg","Schwirkowski, P.","Campo Alegre","-49.245556","-26.221944","950","950",NA,NA,"-49.245556","-26.221944","2018",NA,NA,"10","29",NA,NA,NA,NA,NA,NA
"171","2021-03-16 17:53:53-03","UCS","HUCS","13203","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","Hatschbach, G.","51206","1987","04","09",NA,"Brasil","Paraná","Serra dos Castelhanos",NA,"pequena árvore com frutos amarelo-alaranjados.; Mata pluvial",NA,NA,"Kiaersk.","Sobral, M.","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2014-10-14 15:56:58-03","BS","M","M-0171047","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","prasina","Eugenia prasina","Riedel, L.",NA,NA,NA,NA,NA,"Brasil",NA,"Rio Janeiro",NA,NA,"M0171047",NA,"O.Berg",NA,NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"173","2014-10-14 15:56:58-03","BS","M","M-0171048","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","prasina","Eugenia prasina","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"M0171048",NA,"O.Berg",NA,NA,NA,NA,NA,NA,NA,"HOLOTYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"174","2020-04-27 16:10:45-03","UFES","VIES","35732","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Carrijo, T.T.; Luber, J.; Martins, K.G.G. & Garbin, M.L.","1657","2013","02","04",NA,"Brasil","Espírito Santo","Parque Estadual de Mata das Flores.",NA,NA,"VIES035732","VIES035732","O.Berg","Tuler, A.C.","Castelo","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,NA,NA,"2013","23588","auto","02","04",NA,NA,NA,NA,NA,NA
"175","2020-04-27 16:10:45-03","UFES","VIES","36629","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Ribeiro, M.; Coelho, R.; Marcarini, L.","742","2012","01","10",NA,"Brasil","Espírito Santo","Reserva Biológica do Córrego Grande. Floresta alta sobre tabuleiro, Km 4.",NA,NA,"VIES036629","VIES036629","O.Berg","Giaretta, A.","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,NA,"2017","41644","auto","09",NA,NA,NA,NA,NA,NA,NA
"176","2021-02-12 18:12:20-03","UFES","VIES","24520","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Gurtler, J.; Costa-Lima, J.L.; Hollunder, R.K.; Frade, M.S. & Scheidegger, A.F.A.","JAC 155","2017","03","14",NA,"Brasil","Espírito Santo","Distrito de Itaúnas. ao longo da Trilha Borboleta. Parque Estadual de Itaúnas",NA,NA,"VIES024520","VIES024520","O.Berg",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-04-27 16:10:45-03","UFES","VIES","36630","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Ribeiro, M.; Silva, W.B.","788","2012","02","02",NA,"Brasil","Espírito Santo","Reserva Biológica do Córrego Grande. Floresta alta sobre tabuleiro, Km 4 ao 13.",NA,NA,"VIES036630","VIES036630","O.Berg","Giaretta, A.","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,NA,"2017","41644","auto","09",NA,NA,NA,NA,NA,NA,NA
"178","2020-02-10 08:20:57-03","UTFPR","HCF","30293","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","J.M. Silva","9498","2016","09","28",NA,"Brasil","PR","Parque Estadual das Lauráceas",NA,"árvore com 4 m de altura. Flor alva.",NA,NA,"O.Berg","R.G. Antoniuk-Bonato","Adrianópolis","-48.713611","-24.852778","890","890",NA,NA,"48°42'49 W","24°51'10 S","2018",NA,NA,"06","18",NA,NA,NA,NA,NA,NA
"179","2020-06-29 09:31:29-03","UFRRJ","RBR","36689","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","H. Monteiro","2439","1942","01","00",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"RBR00036689","RBR00036689","O.Berg",NA,"Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-06-29 09:31:29-03","UFRRJ","RBR","23673","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","F.C. Nettesheim","220","2005","05","17",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Ponta do Varejo",NA,NA,"RBR00023673",NA,"O.Berg",NA,"Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-06-29 09:31:29-03","UFRRJ","RBR","4626","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","L.S. Sylvestre","963","1994","02","09",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Caminho de Macuco a Barrelão. Reserva Biológica do Tinguá",NA,NA,"RBR00004626","RBR00004626","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-06-29 09:31:29-03","UFRRJ","RBR","26168","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","H.C. Rodrigues","s.n.","1994","05","14",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, linha 2. Reserva Biológica do Tinguá",NA,NA,"RBR00026168","RBR00026168","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-06-29 09:31:29-03","UFRRJ","RBR","26174","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","H.C. Rodrigues","s.n.","1994","06","11",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, Linha 3. Reserva Biológica do Tinguá",NA,NA,"RBR00026174","RBR00026174","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-06-29 09:31:29-03","UFRRJ","RBR","26177","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","H.C. Rodrigues","s.n.","1994","07","02",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, Linha 5. Reserva Biológica do Tinguá",NA,NA,"RBR00026177","RBR00026177","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-06-29 09:31:29-03","UFRRJ","RBR","26192","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","H.C. Rodrigues","s.n.","1994","09","24",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, Linha 7. Reserva Biológica do Tinguá",NA,NA,"RBR00026192","RBR00026192","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-06-29 09:31:29-03","UFRRJ","RBR","26194","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","H.C. Rodrigues","s.n.","1994","11","05",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, Linha 7. Reserva Biológica do Tinguá",NA,NA,"RBR00026194","RBR00026194","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-06-29 09:31:29-03","UFRRJ","RBR","4641","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","I.M. Silva","358","1995","04","17",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada entre a Represa do Barrelão e Reunião. Reserva Biológica do Tinguá",NA,NA,"RBR00004641","RBR00004641","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-06-29 09:31:29-03","UFRRJ","RBR","4625","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","L.S. Sylvestre","969","1994","02","09",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada para Macuco, rumo a Barrelão. Reserva Biológica do Tinguá",NA,NA,"RBR00004625","RBR00004625","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-06-29 09:31:29-03","UFRRJ","RBR","27890","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","H.C. Lima","5876","2001","09","12",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá Reserva Biológica do Tinguá",NA,NA,"RBR00027890","RBR00027890","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-06-29 09:31:29-03","UFRRJ","RBR","26175","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","H.C. Rodrigues","s.n.","1994","08","13",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá Reserva Biológica do Tinguá",NA,NA,"RBR00026175","RBR00026175","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-06-29 09:31:29-03","UFRRJ","RBR","35076","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","A.L. Peixoto","4913","1990","08","25",NA,"Brasil","Espírito Santo","Reserva Florestal da CRVD",NA,NA,"RBR00035076",NA,"O.Berg","M.C. Souza","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"2011","48094","auto","08","24",NA,NA,NA,NA,NA,NA
"192","2020-06-29 09:31:29-03","UFRRJ","RBR","42178","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","L.F. Gonçalves","277","2016","07","03",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Barragem. Parque Nacional da Serra dos Órgãos",NA,NA,"RBR00042178","RBR00042178","O.Berg","L.F. Gonçalves","Teresópolis","-43.001111","-22.451389","1215","1215",NA,NA,"43º0'4''W","22º27'5''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-06-29 09:31:29-03","UFRRJ","RBR","42231","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","L.F. Gonçalves","374","2017","01","19",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Margem do Rio Paquequer, entrada para a Trilha da Agulhinha do Beija Flor. Parque Nacional da Serra dos Órgãos",NA,NA,"RBR00042231","RBR00042231","O.Berg","L.F. Gonçalves","Teresópolis","-43.005556","-22.447778","1305","1305",NA,NA,"43º0'20''W","22º26'52''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-06-29 09:31:29-03","UFRRJ","RBR","42232","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","L.F. Gonçalves","362","2016","12","14",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Trilha da Agulhinha do Beija Flor. Parque Nacional da Serra dos Órgãos",NA,NA,"RBR00042232","RBR00042232","O.Berg","L.F. Gonçalves","Teresópolis","-43.004722","-22.445278","962","962",NA,NA,"43º0'17''W","22º26'43''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-06-29 09:31:29-03","UFRRJ","RBR","42233","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","L.F. Gonçalves","286","2016","07","29",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Trilha Cartão Postal. Parque Nacional da Serra dos Órgãos",NA,NA,"RBR00042233","RBR00042233","O.Berg","L.F. Gonçalves","Teresópolis","-42.993611","-22.4575","1183","1183",NA,NA,"42º59'37''W","22º27'27''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-06-29 09:31:29-03","UFRRJ","RBR","42234","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","L.F. Gonçalves","193","2015","11","28",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Trilha do Dedinho de Nossa Senhora. Parque Nacional da Serra dos Órgãos",NA,NA,"RBR00042234","RBR00042234","O.Berg","L.F. Gonçalves","Guapimirim","-43.003611","-22.474722","944","944",NA,NA,"43º0'13''W","22º28'29''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-06-29 09:31:29-03","UFRRJ","RBR","42235","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","L.F. Gonçalves","192","2015","11","28",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Trilha do Dedinho de Nossa Senhora. Parque Nacional da Serra dos Órgãos",NA,NA,"RBR00042235","RBR00042235","O.Berg","L.F. Gonçalves","Guapimirim","-43.003611","-22.474722","924","924",NA,NA,"43º0'13''W","22º28'29''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-06-18 10:58:07-03","UFRRJ","RBR","46672","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","T. Fernandes","424","2019","01","16",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"RBR00046672",NA,"O.Berg","T. Fernandes","Niterói","-43.101111","-22.943056","223","223",NA,NA,"43º6'4''W","22º56'35''S","2020",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"199","2020-06-29 09:31:29-03","UFRRJ","RBR","44116","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","R.A. Coelho; M.C. Souza, J. Costa","18","2018","03","27",NA,"Brasil","Rio de Janeiro","Campus Fiocruz Mata Atlântica. Parque Estadual da Pedra Branca",NA,NA,"RBR00044116",NA,"O.Berg","M.C. Souza","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"2018","57442","auto","04","05",NA,NA,NA,NA,NA,NA
"200","2020-06-29 09:31:29-03","UFRRJ","RBR","36614","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","M.C.R. Campos; M.A. Assis, A. Guaraldo, R. Belinello","675","2006","05","09",NA,"Brasil","São Paulo","Núcleo piciguaba/PESM; trilha daq casa da farinha, parcela E , subparcela 70",NA,NA,"RBR00036614",NA,"O.Berg",NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-06-29 09:31:29-03","UFRRJ","RBR","36164","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","M.C.R. Campos","675","2006","05","09",NA,"Brasil","São Paulo","Núcleo Picinguaba/PESM, Trilha da casa da farinha; parcela E, sub-parcela 70",NA,NA,"RBR00036164","RBR00036164","O.Berg",NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-06-29 09:31:29-03","UFRRJ","RBR","45300","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","M.C. Souza; L.F.G. Silva, L. Carvalho","1087","2012","09","14",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Orgãos. Estrada subindo para a barragem km2, margem do rio Paqueque.",NA,NA,"RBR00045300","RBR00045300","O.Berg",NA,"Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-06-29 09:31:29-03","UFRRJ","RBR","44921","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","M.C.F. Santos; A.A. Valente","1718","2004","01","27",NA,"Brasil","Rio de Janeiro","Parque Natural Municipal de Nova Iguaçu, trilha da travessia, parte média, lado esquerdo.",NA,NA,"RBR00044921","RBR00044921","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,"2018","25743","auto","12","10",NA,NA,NA,NA,NA,NA
"204","2020-06-29 09:31:29-03","UFRRJ","RBR","26176","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","H.C. Rodrigues","s.n.","1994","05","14",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, Linha 2. Reserva Biológica do Tinguá",NA,NA,"RBR00026176","RBR00026176","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-06-29 09:31:29-03","UFRRJ","RBR","26170","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","H.C. Rodrigues","s.n.","1994","05","14",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, Linha 2. Reserva Biológica do Tinguá",NA,NA,"RBR00026170","RBR00026170","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-06-29 09:31:29-03","UFRRJ","RBR","26173","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","H.C. Rodrigues","s.n.","1994","05","21",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, Linha 2. Reserva Biológica do Tinguá",NA,NA,"RBR00026173","RBR00026173","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-06-29 09:31:29-03","UFRRJ","RBR","26169","S","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","H.C. Rodrigues","s.n.","1994","05","14",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, Linha 2. Reserva Biológica do Tinguá",NA,NA,"RBR00026169","RBR00026169","O.Berg","M.C. Souza","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
