"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","locality","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","continentOcean","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType"
"11","2020-10-14 10:03:51-03","FURB","FURB","31261","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,NA,"Epífita IFFSC e993a (Abaixo de 4m), coletada para cultivo e floresceno em 10/04/2010 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","1947","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","-49.2355555","-26.365",NA,"FURB04605","FURB04605",NA,"Braço esquerdo.","-49.2355555","-26.3650000",NA,NA,NA,"417","417",NA,NA
"12","2020-10-14 10:03:51-03","FURB","FURB","65382","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","Júnior, C.A.F.","2019","06","29",NA,"FOD. Mata ciliar Habitat: Mata ciliar. Heliófita. Cálice amarelo, corola amarela com listras vináceas Habito: Epífita","Schwirkowski, P.","3452","2019","06","29","Brasil","Santa Catarina","São Bento do Sul","-49.2802778","-26.3288889",NA,"FURB65382","FURB65382",NA,"Rio Natal. Nas margens do Rio Natal.","-49.2802778","-26.3288889",NA,NA,NA,"350","350",NA,NA
"13","2020-12-21 16:38:46-03","MBM","MBM","15558","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Pleurothallis","pectinata","Pleurothallis pectinata","Lindl.","Pabst, G.",NA,NA,NA,NA,NA,"Vasco Gomes","65","1969","08","22","Brazil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713","36144","MBM015558","MBM015558","auto","Fazenda São Mateus, Mata do Rio do Peixe",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"14","2020-12-21 16:38:46-03","MBM","MBM","29841","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Pleurothallis","pectinata","Pleurothallis pectinata","Lindl.","Pabst, G.",NA,NA,NA,NA,NA,"Hatschbach, G.","19020","1968","04","12","Brazil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076","37295","MBM029841","MBM029841","auto","Serrinha",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"15","2015-09-03 19:29:04-03","MNHN","RECOLNAT_MNHN_P","P00485747","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Pleurothallis","pectinata","Pleurothallis pectinata","Lindl.",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00485747' target='other'> <mi>dwc_moreinfo</mi></a>","Glaziou, A.",NA,"1875","6","10","Brésil",NA,NA,NA,NA,NA,"P00485747","P00485747_01",NA,"Tijuca",NA,NA,NA,NA,NA,NA,NA,"8037","hb"
"16","2020-12-11 11:44:17-03","UFMG","BHCB","95288","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase",NA,NA,NA,NA,NA,"Erva epífita em Andira , flores rosas.; na mata ciliar do rio Córrego Grande","Mota, NFO; Viana, PL; Almeida, TE; Souza, D","516","2005","08","17","Brasil","Minas Gerais","Virginópolis","-42.7038993835449","-18.8227996826172","19497","BHCB000991","BHCB000991","auto","Área da PCH Fortuna II",NA,NA,NA,NA,"Southern America","800","800",NA,NA
"17","2021-02-11 17:20:51-03","UFPR","UPCB","83214","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","Toscano de Brito, A.L.V.","2015","07","17",NA,"Pedicelo e ovário verdes; sépalas esverdeadas externamente, internamente purpúreas na metade basal; pétalas translúcio-esverdeadas; labelo púrpureo; coluna alvacenta com nuances purpúreos.. Coletada e cultivada pelo Orquidário Caliman, Espírito Santo, fl","Toscano de Brito, A.L.V.","3090","2012","06","07","Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"Sem localidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-11 17:20:51-03","UFPR","UPCB","84794","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","Toscano de Brito, A.L.V.","2015",NA,NA,NA,"Cultivado a partir de sementes no Orquidário Caliman, em Venda Nova, Espírito Santo. Amostra conservada em solução de glicerina com álcool..","Toscano de Brito, A.L.V.","3295",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-11 17:20:51-03","UFPR","UPCB","83213","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","Toscano de Brito, A.L.V.","2015","07","17",NA,"Flores amarelas; ovário e pedicelo verdes; sépalas levemente esverdeadas próximo à base; pétalas amarelo-esverdeadas; labelo maculado de vermelho-purpúreo no terço basal.. Coletada e cultivada pelo Orquidário Caliman, Espírito Santo, fl. cult. 07/06/2012","Toscano de Brito, A.L.V.","3089","2012","06","07","Brasil","Espírito Santo","Itarana","-40.875301361084","-19.8738994598389","23320",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","13662",NA,"Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","H.L. Silva/16-01-2020",NA,NA,NA,NA,"Epífita. Folhas verdes, flores com sépalas dorsal verde amarelada, pétalas verdes transparentes, labelo e sépalas laterais amarelos.","A. P. Fontana; et al","34","2000","10","07","Brasil","Espírito Santo","Santa Leopoldina","-40.532222","-20.0475",NA,"MBML013662","MBML013662",NA,"Cachoeira Véu de Noiva","40W31'56","20S2'51",NA,NA,NA,NA,NA,NA,NA
"21","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","16552",NA,"Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","H.L. Silva/16-01-2020",NA,NA,NA,NA,"Epífito, folhas verdes, flores lilás, sépalas dorsal externa esverdeada. Coluna esbranquiçada. Inflorescência esverdeada com brácteas esbranquiçadas.","A. P. Fontana; et al","82","2001","02","01","Brasil","Espírito Santo","Santa Teresa","-40.6075","-19.931389",NA,"MBML016552","MBML016552",NA,"Estação Biológica Caixa D'Água","40W36'27","19S55'53",NA,NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","16712",NA,"Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","H.L. Silva/16-01-2020",NA,NA,NA,NA,"Epífita pendula, inflorescência verde, flores lilás.","A. P. Fontana; et al","357","2002","06","09","Brasil","Espírito Santo","Santa Teresa","-40.620556","-19.931111",NA,"MBML016712","MBML016712",NA,"São Lourenço","40W37'14","19S55'52",NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","20973",NA,"Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","H.L. Silva/16-01-2020",NA,NA,NA,NA,"Epífita, flores roxas.","A. P. Fontana; et al","502","2003","02","15","Brasil","Espírito Santo","Santa Teresa","-40.599444","-19.918056",NA,"MBML020973",NA,NA,"Topo do Canaã","40W35'58","19S55'5",NA,NA,NA,NA,NA,NA,NA
"24","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","30319",NA,"Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","H.L. Silva/16-01-2020",NA,NA,NA,NA,"Rupícola flores amarelas (ÁLCOOL). Interior de mata.","V. Demuner; R. R. Vervloet, T. Cruz e Elias Bausen.","4266","2007","06","14","Brasil","Espírito Santo","Marilândia","-40.535556","-19.335556",NA,"MBML030319","MBML030319",NA,"Liberdade, propr.: Sônia (Reinaldo Bautz)","40W32'8","19S20'8",NA,NA,NA,"400","400",NA,NA
"25","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","34451",NA,"Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","H.L. Silva/16-01-2020",NA,NA,NA,NA,NA,"M.M. Saavedra; et al","767","2008","05","06","Brasil","Espírito Santo","Cariacica","-40.55","-20.266667",NA,"MBML034451","MBML034451",NA,"Reserva Biológica Duas Bocas","40W32'60","20S16'0",NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","53027",NA,"Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","A.P. Fontana/17-05-2007",NA,NA,NA,NA,"Epífito, na sombra. Folhas pêndulas com flores lilás.","A. P. Fontana; L. Kollmann & K. A. Brahim","3350","2007","05","17","Brasil","Espírito Santo","São Roque do Canaã","-40.754833","-19.7675",NA,"MBML053027","MBML053027",NA,"Misterioso, Pedra dos Três Carneiros, mata do topo.","40W45'17,4","19S46'3",NA,NA,NA,"803","803",NA,NA
"27","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","16941",NA,"Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","H.L. Silva/16-01-2020",NA,NA,NA,NA,"Epífita, a 2m , as margens do córrego, flores com pétals e sépalas vinho, labelo em tom mais claro, fruto verde.","R.R. Vervloet; et al","36","2001","09","06","Brasil","Espírito Santo","Santa Teresa","-40.455278","-19.247222",NA,"MBML016941","MBML016941",NA,"Estação Biológica de São Lourenço","40W27'19","19S14'50",NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","51647",NA,"Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase",NA,NA,NA,NA,NA,NA,"R.X. Bolsanello",NA,"2016","12","26","Brasil","Espírito Santo","Santa Maria de Jetibá","-40.7461013793945","-20.040599822998","31867","MBML051647","MBML051647","auto",NA,NA,NA,NA,NA,NA,"614","614",NA,NA
"29","2020-12-03 10:05:45-03","UFMA","BMA","528","PreservedSpecimen","Plantae",NA,NA,"Asparagales","Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M. W. Chase",NA,NA,NA,NA,NA,"Planta epífita, frequente no local, encontrada tanto na sombra quanto em local sombreado.","E. Guarçoni 012 e Linhares",NA,"2000","01","15","Brasil","MG","Rosário da Limeira","-42.5119018554688","-20.9789009094238","8868",NA,NA,"auto","Cachoeira do Cesário, Pombal.",NA,NA,NA,NA,NA,"700","700",NA,NA
"30","2021-02-25 10:11:27-03","CVRD","CVRD","4453","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Pleurothallis","pectinata","Pleurothallis pectinata","Lindl.","J. T. Atwood","1995","06","30",NA,"<ll>dwc_commonname:</ll> Orquídea coração","Folli, D.A.","1895","1993","06","11","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094","CVRD004453","CVRD004453","auto","Próximo ao Marco de ferro.",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"31","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Pleurothallis","pectinata","Pleurothallis pectinata","Lindl.",NA,NA,NA,NA,NA,NA,"Riedel, L","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"P03P4N0088",NA,"in Brasilia loco haud indicato",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"32","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Pleurothallis","pectinata","Pleurothallis pectinata","Lindl.",NA,NA,NA,NA,NA,NA,"Moura, JT de","69",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"P03P4N0088",NA,"in arboribus secus flum. Parahyba ad Cazal",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"33","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Pleurothallis","pectinata","Pleurothallis pectinata","Lindl.",NA,NA,NA,NA,NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"P03P4N0088",NA,"in sylvis virgineis ad Serra do mar altit 370",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"34","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Pleurothallis","pectinata","Pleurothallis pectinata","Lindl.",NA,NA,NA,NA,NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"P03P4N0088",NA,"in sylvis virgineis ad Serra do Mar altit. 370m",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"35","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Pleurothallis","pectinata","Pleurothallis pectinata","Lindl.",NA,NA,NA,NA,NA,"Floret Junio - Septembri","Glaziou, AFM","8037",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"P03P4N0088",NA,"in rupibus siccis ad Tijuca",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"36","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Pleurothallis","pectinata","Pleurothallis pectinata","Lindl.",NA,NA,NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"P03P4N0088",NA,"Habitat in sylvis virgineis ad Serra dos Orgãos prov. Rio de Janeiro",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"37","2019-11-21 10:12:49-03","IBt","SP","385246","S","Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase",NA,NA,NA,NA,NA,NA,"Romanini, RP","291","2006","05","02","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","37574",NA,NA,"auto","Ilha do Cardoso, Cultivada no Instituto de Botânica sob n° 16.903",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 10:12:49-03","IBt","SP","385242","S","Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase",NA,NA,NA,NA,NA,NA,"Pansarin, ER","285","1998","08","30","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","37574",NA,NA,"auto","Parque Estadual da Ilha do Cardoso, Floresceu em cultivo em VIII/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 10:12:49-03","IBt","SP","22551","S","Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","Mamede, MCH","2011","05",NA,NA,NA,"Edwall, G","CGG6072","1902","08","11","Brasil","São Paulo","São José dos Campos","-45.8800010681152","-23.1700000762939","39297","SP009465","SP009465","auto","Estação Eugênio de Mello. Margem do Paraíba",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 10:12:49-03","IBt","SP","248","S","Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","Mamede, MCH","2011","07",NA,NA,NA,"Hoehne, FC","s.n.","1917","04",NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","Horto do Museu Paulista (cult.)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:12:49-03","IBt","SP","41334","S","Plantae",NA,NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","Mamede, MCH","2011","07",NA,NA,NA,"Lobato, A","s.n.",NA,NA,NA,"Brasil","São Paulo","Taubaté","-45.5499992370605","-23.0200004577637","25704",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:13:44-03","IBt","SP","44546","S","Plantae",NA,NA,NA,"Orchidaceae","Pleurothallis","pectinata","Pleurothallis pectinata","Lindl.",NA,NA,NA,NA,NA,NA,"Heringer, EP","333","1941","11","20","Brasil","Minas Gerais","Coronel Pacheco","-43.2655982971191","-21.5877990722656","10350",NA,NA,"auto","Fazenda da Companhia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 10:13:44-03","IBt","SP","27704","S","Plantae",NA,NA,NA,"Orchidaceae","Pleurothallis","pectinata","Pleurothallis pectinata","Lindl.","Hoehne, FC",NA,NA,NA,NA,NA,"Spannagel, C","303","1932","04","23","Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666","36524",NA,NA,"auto","Meio da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA
