"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","month","day","locality","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","previousCatalogNumber"
"322","2020-03-02 09:10:54-03","UFRPE","PEUFR","26269","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"E.M.N. Ferraz; A.G. Bispo; F. Lucena","542","1998",NA,"Brasil","Pernambuco","São Vicente Férrer","-35.5","-7.619722",NA,"Árvore ca. de 8 m de alt.; ramos jovens ferrugíneos; flores com cálice; corola e estames esvedeados","PEUFR026269",NA,"07","04","Mata do Estado","F. Garcia","600","600",NA,NA,"2000","06","13","35º30'00W","7º37'11S",NA,NA,NA,NA,NA,NA
"323","2020-03-02 09:10:54-03","UFRPE","PEUFR","53919","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"L.M. Nascimento","645",NA,NA,"Brasil","Pernambuco","Igarassu","-34.906389","-7.834444",NA,"Planta com flores","PEUFR053919",NA,NA,NA,"Mata da Usina São José/fragmento Capoeira 2",NA,"19","19",NA,NA,NA,NA,NA,"34° 54' 23 w","7° 50' 4''s",NA,NA,NA,NA,NA,NA
"324","2020-03-02 09:10:54-03","UFRPE","PEUFR","53920","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"L.M. Nascimento","697","2008",NA,"Brasil","Pernambuco","Igarassu","-34.906389","-7.834444",NA,"Planta com frutos","PEUFR053920",NA,"11","27","Mata da Usina São José/fragmento Capoeira 1",NA,"19","19",NA,NA,NA,NA,NA,"34° 54' 23 w","7° 50' 4''s",NA,NA,NA,NA,NA,NA
"325","2020-02-10 08:59:56-03","UFRPE","PEUFR","55143","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(rich.) Willd",NA,"D.G. Silva; K.E.A. Santana","1","2019",NA,"Brasil","Pernambuco","Recife","-34.881111","-8.054167",NA,"Árvore; flor com cor branca; sua elevação é de 20m; coordenadas geográficas do município.","PEUFR055143",NA,"11","20","Campus da UFRPE","J.I.S. Barbosa",NA,NA,NA,NA,NA,NA,NA,"34°52'52W","08°03'15S",NA,NA,NA,NA,NA,NA
"326","2020-03-02 09:10:54-03","UFRPE","PEUFR","36178","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"L.M. Nascimento; M.J.N. Rodal; V. Santos","92","1998",NA,"Brasil","Pernambuco","Garanhuns","-36.4928016662598","-8.89027976989746",NA,"Árvore com cerca de 5 m de alt.; frutos imaturos verde; floração passada","PEUFR036178",NA,"04","27","Mata da Propriedade da Serra Branca","J.S. Marques",NA,NA,"21839","auto","2008","04","03",NA,NA,NA,NA,NA,NA,NA,NA
"327","2020-03-02 09:10:54-03","UFRPE","PEUFR","25974","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"A. Laurênio; M.F.A. Lucena","1006","1998",NA,"Brasil","Pernambuco","Itamaracá","-34.8255996704102","-7.74777984619141",NA,"Árvore ca. de 5 m de alt.; frutos imaturos verdes com tricomas ferrugíneos","PEUFR025974",NA,"05","04","Mata de Santa Cruz","J.S. Marques",NA,NA,"9347","auto","2008","04","03",NA,NA,NA,NA,NA,NA,NA,NA
"328","2020-03-02 09:10:54-03","UFRPE","PEUFR","15910","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"A.M. Miranda; L.P. Félix;S.C. Rodrigues; S. A. Lima","1356","1994",NA,"Brasil","Pernambuco","Maraial","-35.8088989257812","-8.78250026702881",NA,"Árvore, folhas subcoriáceas, frutos e ramos jovens ferrugeneos; frequente nas margens do Rio Pirangi","PEUFR015910",NA,"03","12","Engenho Curtume","G.G. Baracho",NA,NA,"17320","auto","1997","05","02",NA,NA,NA,NA,NA,NA,NA,NA
"329","2020-03-02 09:10:54-03","UFRPE","PEUFR","16024","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"A.M. Miranda; L.P. Félix;S.C. Rodrigues; S. A. Lima","1388","1994",NA,"Brasil","Pernambuco","Maraial","-35.8088989257812","-8.78250026702881",NA,"Árvore frondosa; folhas verdes e levemente bicolores; flores de cálice verde; corola branco-esverdeado e estames brancos; frequente na margem do rio Pirangi; frutos comestíveis","PEUFR016024",NA,"03","12","Engenho Curtume","M.F. Mata",NA,NA,"17320","auto","2008","09","03",NA,NA,NA,NA,NA,NA,NA,NA
"330","2020-03-02 09:10:54-03","UFRPE","PEUFR","17028","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"M.R.C.S. de Melo; A. Laurênio; F.M.O. Villarouco","12","1994",NA,"Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,"Árvore com 7 m; flores alvas-amareladas, coletada próximo ao açude de Dois Irmãos","PEUFR017028",NA,"11","26","Dois Irmãos","M.F. Mata",NA,NA,"18865","auto","2008","09","04",NA,NA,NA,NA,NA,NA,NA,NA
"331","2020-03-02 09:10:54-03","UFRPE","PEUFR","22232","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"L.C. Gomes","91","1990",NA,"Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,"Árvore 8-10 m de al.; folhas compostas, paripenadas; inflorescência amarelada","PEUFR022232",NA,"05","09","Dois Irmãos","L.C. Gomes; M.R. Sales de Melo",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2020-03-02 09:10:54-03","UFRPE","PEUFR","33994","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Edda; Janicleide; Viviane",NA,"1988",NA,"Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,"PEUFR033994",NA,"02","18","Dois Irmãos, Horto Zoobotânico","J.S. Marques",NA,NA,"18865","auto","2008","04","03",NA,NA,NA,NA,NA,NA,NA,NA
"333","2020-03-02 09:10:54-03","UFRPE","PEUFR","391","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"V. Sobrinho",NA,"1962",NA,"Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,"Árvore + ou - com 12 m","PEUFR000391",NA,"01","22","Dois Irmãos, Jardim Zoobotânico","J.S. Marques",NA,NA,"18865","auto","2008","04","03",NA,NA,NA,NA,NA,NA,NA,NA
"334","2020-03-02 09:10:54-03","UFRPE","PEUFR","34379","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"M.R.C.S. de Melo","21","1994",NA,"Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,"Árvore com 5-7 m; flores alvas; frutos cilindricos","PEUFR034379",NA,"12","27","Dois Irmãos, próximo a pro-reitoria de pesquisa","M.F. Mata",NA,NA,"18865","auto","2008","09","04",NA,NA,NA,NA,NA,NA,NA,NA
"335","2020-03-02 09:10:54-03","UFRPE","PEUFR","36964","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"A.C. Souza; A. Sacramento; A.M. Reis","45","1996",NA,"Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,"Árvore com mais de 3 m de alt.; em plena floração com botões verdes a flores alvas","PEUFR036964",NA,"12","17","Reserva Ecológica da Mata de Dois Irmãos","L.C. Gomes",NA,NA,"18865","auto","2001","12","04",NA,NA,NA,NA,NA,NA,NA,NA
"336","2020-03-02 09:10:54-03","UFRPE","PEUFR","15278","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"A.M. Miranda","1278","1994",NA,"Brasil","Pernambuco","São Benedito do Sul","-35.9516983032227","-8.80832958221436",NA,"Arvoreta ca. 3 m alt.; flores alvas","PEUFR015278",NA,"02","08","Cachoeira da repressa","J.S. Marques",NA,NA,"15839","auto","2008","04","03",NA,NA,NA,NA,NA,NA,NA,NA
"337","2020-03-02 09:10:54-03","UFRPE","PEUFR","6919","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"I. Pontual","77-1409","1977",NA,"Brasil","Pernambuco","São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,"Árvore de + ou - 6 m de altura","PEUFR006919",NA,"02","12","Estação Ecológica do Tapacurá, Mata do Camocim","M.F. Mata",NA,NA,"21764","auto","2008","09","04",NA,NA,NA,NA,NA,NA,NA,NA
"338","2020-03-02 09:10:54-03","UFRPE","PEUFR","7169","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"I. Pontual","77-1281","1977",NA,"Brasil","Pernambuco","São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,"Árvore de + ou - 4 m de alt., flores alvas","PEUFR007169",NA,"12","20","Estação Ecológica do Tapacurá, Mata do Camocim","M.F. Mata",NA,NA,"21764","auto","2008","09","04",NA,NA,NA,NA,NA,NA,NA,NA
"339","2020-04-22 16:20:37-03","UFPB","JPB","27605","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Silva, AG da; Nascimento, LM","159","1999","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","-36.400556","-8.221944",NA,"; DESC: Árvore com 10m de alt. flores em botão.",NA,NA,"09","14","Fazenda Bituri, Mata estacional. vegetação arbórea-arbustiva.","Gadelha Neto, PC; Lima, HC; Lima, IB","990","990",NA,NA,"2002","12","05","-36.400556","-8.221944",NA,NA,NA,NA,NA,NA
"340","2020-04-22 16:20:37-03","UFPB","JPB","27604","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Silva, AG da; Nascimento, LM","157","1999","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","-36.400556","-8.221944",NA,"; DESC: Árvore com 11m de alt. Flores com cálice verde e estames claros. frutificação passada.",NA,NA,"09","14","Fazenda Bituri, Mata da Rita.","Gadelha Neto, PC; Lima, HC; Lima, IB","990","990",NA,NA,"2002","12","05","-36.400556","-8.221944",NA,NA,NA,NA,NA,NA
"341","2020-04-22 16:20:37-03","UFPB","JPB","157-5","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Xavier, LP","JPB1578","1900","Southern America","Brasil","Paraíba","João Pessoa","-34.863056","-7.115",NA,NA,NA,NA,"01","01",NA,NA,"47","47",NA,NA,NA,NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA
"342","2020-04-22 16:20:37-03","UFPB","JPB","28163","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Barbosa, MR; et al.","1973","2000","Southern America","Brasil","Paraíba","Areia","-35.741755","-6.971994",NA,"; DESC: Árvore.",NA,NA,"02","16","Mata do Pau-Ferro","Lima, HC",NA,NA,NA,NA,"2002","12","05","-35.741755","-6.971994",NA,NA,NA,NA,NA,NA
"343","2020-04-22 16:20:37-03","UFPB","JPB","27624","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Silva, AG da; Nascimento, LM","173","1999","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","-36.403611","-8.2075",NA,"; DESC: Árvore com 7m de alt. Flores com sépalas verdes, pétalas verde claras e estames com anteras amarelas.",NA,NA,"10","18","Fazenda Bituri, Margem da estrada. Mata Estacional.","Gadelha Neto, PC; Lima, HC; Lima, IB","920","1030",NA,NA,"2002","12","05","-36.403611","-8.2075",NA,NA,NA,NA,NA,NA
"344","2020-04-22 16:20:37-03","UFPB","JPB","31384","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Gadelha Neto, PC","814","1992","Southern America","Brasil","Paraíba",NA,NA,NA,NA,NA,NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2020-04-22 16:20:37-03","UFPB","JPB","31596","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Barbosa, MR; Thomas, WW; Perreira, MS; Donísio, GO; Freitas, GL","2770","2003","Southern America","Brasil","Paraíba","Rio Tinto","-34.921667","-6.838056",NA,"; DESC: Árvore frondosa, frutos verdes.","JPB0031596",NA,"03","03","Mata do Oiteiro, mata de tauleiro cercada por plantações de banana.","Mata, MF","53","53",NA,NA,"2007","04","04","-34.921667","-6.838056",NA,NA,NA,NA,NA,NA
"346","2020-05-21 14:11:34-03","UFPB","JPB","3387","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Carvalheira, RPC","JPB3387","1972","Southern America","Brasil","Paraíba","Conde","-34.9075","-7.26",NA,NA,NA,NA,"11","15","Próx. Gramame",NA,"112","112",NA,NA,NA,NA,NA,"-34.9075","-7.26",NA,NA,NA,NA,NA,NA
"347","2020-04-22 16:20:37-03","UFPB","JPB","38630","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Lima, IB; Silva, CS; Gadelha Neto, PC","854","2007","Southern America","Brasil","Paraíba","Mataraca","-34.978633","-6.493619",NA,"; HABITAT: Mata Atlântica. Restinga sobre dunas.; DESC: Árvore ca. de 3-4m de altura. folhas compostas pinadas 4-5 foliolos paripinadas, com nectário entre os foliolos. flores pilosas verdes.",NA,NA,"10","18","Millennium Inorganic Chemicals Mineração Ltda, Mata da Mineradora. Tabuleiro.","Córdula, E",NA,NA,NA,NA,"2016","08","02","-34.978633","-6.493619",NA,NA,NA,NA,NA,NA
"348","2020-04-22 16:20:37-03","UFPB","JPB","44166","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Cariri, AHL; Nóbrega, CE; Sandra","99","2009","Southern America","Brasil","Paraíba","João Pessoa","-34.863056","-7.115",NA,"; HABITAT: Mata Atlântica.; DESC: Árvore com cerca de 3m; flores alvas com estames amarelos; fruto alongado, delgado, imaturo verde, indo a castanho quando marudo",NA,NA,"10","09","Comunidade São Rafael, Próximo ao IBAMA; Torre. Orla da Mata.","Córdula, E","47","47",NA,NA,"2016","08","02","-34.863056","-7.115",NA,NA,NA,NA,NA,NA
"349","2020-04-22 16:20:37-03","UFPB","JPB","45315","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Vieira, LAF; Pereira, LA","52","2010","Southern America","Brasil","Paraíba","João Pessoa","-34.863056","-7.115",NA,"; DESC: Flores vistosas com longos estames, pecíolo alado",NA,NA,"07","09","15º BIMtz, Mata Ciliar","Vasconcelos, G","47","47",NA,NA,"2013","04","16","-34.863056","-7.115",NA,NA,NA,NA,NA,NA
"350","2020-04-22 16:20:37-03","UFPB","JPB","64141","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Gadelha Neto, PC","4098","2017","Southern America","Brasil","Paraíba","Areia","-35.758333","-6.976389",NA,"com cerca de 7m, folhas compostas, alternas, pinadas. Ráquis alada. Frutos levemente curvados, tomentosos, cilíndrico estriado. Substrato areno-argiloso.; HABITAT: Floresta Ombrófila Aberta; DESC: com cerca de 7m, folhas compostas, al","JPB0064141",NA,"03","11","Parque Estadual Mata do Pau-Ferro",NA,"597","597",NA,NA,NA,NA,NA,"-35.758333","-6.976389",NA,NA,NA,NA,NA,NA
"351","2020-04-22 16:20:37-03","UFPB","JPB","25062","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Barbosa, MR","1668","1997","Southern America","Brasil","Paraíba","Bananeiras","-35.63330078125","-6.75",NA,"; DESC: Árvore.",NA,NA,"11","23","Campus da UFPB","Lima, HC",NA,NA,"19965","auto","2002","12","05",NA,NA,NA,NA,NA,NA,NA,NA
"352","2020-04-22 16:20:37-03","UFPB","JPB","34074","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Gadelha Neto, PC","1334","2005","Southern America","Brasil","Paraíba","João Pessoa","-34.8630981445312","-7.11499977111816",NA,"; DESC: Solo areno-argiloso.&nf;Árvore com cerca de 7m, na orla da mata. flor esverdeada.",NA,NA,"03","09","Jardim Botânico","Gadelha Neto, PC",NA,NA,"15975","auto","2005","03","09",NA,NA,NA,NA,NA,NA,NA,NA
"353","2020-04-22 16:20:37-03","UFPB","JPB","29238","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Barbosa, MR; et al.","2097","2000","Southern America","Brasil","Paraíba","Matinhas","-35.7667007446289","-7.125",NA,"; DESC: Árvore.",NA,NA,"12","06","Mata de Agreste.","Lima, HC",NA,NA,"5818","auto","2002","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2020-04-22 16:20:37-03","UFPB","JPB","26656","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Barbosa, MR; et al.","1878","2000","Southern America","Brasil","Paraíba","Natuba","-35.5499992370605","-7.64138984680176",NA,"; DESC: Árvore","JPB0026656",NA,"01","12","Remanescente de Mata.","Lima, HC",NA,NA,"24999","auto","2002","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2020-04-22 16:20:37-03","UFPB","JPB","25268","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Moura, ACA","210","1998","Southern America","Brasil","Paraíba","Sapé","-35.2327995300293","-7.09638977050781",NA,"; DESC: A-37. ? pelos guaribas.","JPB0025268",NA,"09","17","RPPN Fazenda Pacatuba","Lima, IB",NA,NA,"20077","auto","2007","09","03",NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-11-06 09:55:32-03","UFOP","OUPR","19188","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Badini, J.","s.n.","1938",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Árvore. Flores brancas. Beira do Rio cipó",NA,NA,NA,NA,"Serra do Cipó","Lima, H.C.",NA,NA,NA,NA,"2009","05","28",NA,NA,NA,NA,NA,NA,NA,NA
"357","2019-11-06 09:55:32-03","UFOP","OUPR","9012","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Silveira, A.L.","s.n.","2000",NA,"Brasil","Minas Gerais","João Pinheiro","-46.1725006103516","-17.7425003051758",NA,"Mata ciliar. Árboreo.",NA,NA,"01","27","Fazenda Gameleira","Lima, H.C.",NA,NA,"102029","auto","2009","05","28",NA,NA,NA,NA,NA,NA,NA,NA
"358","2019-11-06 09:55:32-03","UFOP","OUPR","21339","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Lima, L.C.P.; Ferreira, S.C. & Araujo, M.E.F.","296","2005",NA,"Brasil","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,"Árvore 15m de altura. Fruto marrom com fissuras laterais. Espécie comum ao longo da trilha. Coletado em área de mata",NA,NA,"02","17","Parque Estadual do Itacolomi","Lima, L.C.P.",NA,NA,"33524","auto","2005","03","01",NA,NA,NA,NA,NA,NA,NA,NA
"359","2019-11-06 09:55:32-03","UFOP","OUPR","21186","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Lima, L.C.P.; Araujo, M.E.F.","241","2004",NA,"Brasil","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,"Árvore com 6m de altura. Fruto castanho. Coletado em mata",NA,NA,"12","07","Parque Estadual do Itacolomi","Lima, LCP (LEFB)",NA,NA,"33524","auto","2005","03","01",NA,NA,NA,NA,NA,NA,NA,NA
"360","2019-11-06 09:55:32-03","UFOP","OUPR","19478","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Lima, L.C.P.; Araujo, M.E.F.","256","2004",NA,"Brasil","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,"Árvore com 8m de altura. Fruto verde imaturo. Coletado em margem de rio",NA,NA,"12","08","Parque Estadual do Itacolomi","Lima, LCP (LEFB)",NA,NA,"33524","auto","2005","03","01",NA,NA,NA,NA,NA,NA,NA,NA
"361","2019-11-06 09:55:32-03","UFOP","OUPR","13743","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Lima, H.C.","4114","1990",NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"Árvore com 12m. Estéril. Ocasional",NA,NA,"12","14","Antônio Pereira, Serra do Frazão","Lima, H.C.",NA,NA,"44599","auto","2009","05","28",NA,NA,NA,NA,NA,NA,NA,NA
"362","2019-11-06 09:55:32-03","UFOP","OUPR","7515","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Sousa, H.C. de; Roschel, M.B. & Matos, A.V.M.","s.n.","1998",NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"Orla de mata alterada. Árvore com 5m. Ramos lenticelados. Folhas discolores. Pubescentes. Cálice e corola verde-tomentoso. Filetes alvos",NA,NA,"10","01","Parque Estadual do Itacolomi","Lima, H.C.",NA,NA,"44599","auto","2009","05","28",NA,NA,NA,NA,NA,NA,NA,NA
"363","2019-11-06 09:55:32-03","UFOP","OUPR","1976","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Messias, M.C.T.B.","s.n.","1995",NA,"Brasil","Minas Gerais","Ponte Nova","-42.9085998535156","-20.4164009094238",NA,"Mata ciliar. Árboreo.",NA,NA,"09","08",NA,"Lima, H.C.",NA,NA,"16921","auto","2009","05","28",NA,NA,NA,NA,NA,NA,NA,NA
"364","2019-11-06 09:55:32-03","UFOP","OUPR","6394","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Messias, M.C.T.B.","s.n.","1996",NA,"Brasil","Minas Gerais","Ponte Nova","-42.9085998535156","-20.4164009094238",NA,"Mata ciliar. Árvore com 5m de altura. Flores pálidas",NA,NA,"09","07","Fazenda Casa Branca","Lima, H.C.",NA,NA,"16921","auto","2009","05","28",NA,NA,NA,NA,NA,NA,NA,NA
"365","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","100","S","Plantae",NA,NA,"Leguminosae-Pap.","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Silva, P; Barbosa, D","s.n.","1998",NA,"Brasil","Paraíba",NA,NA,NA,NA,NA,NA,NA,"03",NA,"Parque Estadual de Areia, brejo de altitude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2019-06-27 10:25:05-03","UFES","VIES","31867","S","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Couto, D.R.","1651","2010",NA,"Brasil","Espírito Santo","Alegre","-41.5331001281738","-20.763599395752",NA,NA,"VIES031867",NA,"09","30","São João do Norte.","Chagas, A.P.",NA,NA,"26101","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-04-27 16:09:54-03","UFES","VIES","10274","S","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Pereira, O.J.; Almeida, R. de","6015","1997",NA,"Brasil","Espírito Santo","Montanha","-40.3633003234863","-18.1268997192383",NA,NA,"VIES010274","VIES010274","11","06","Roda D#?# água.","A.P. Chagas",NA,NA,"28642","auto","2014","05","20",NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-04-27 16:09:54-03","UFES","VIES","5495","S","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Thomaz, L.D.","715","1991",NA,"Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"VIES005495","VIES005495","02","02","Guriri.","Lima, H.C. de",NA,NA,"56510","auto","2008","08","22",NA,NA,NA,NA,NA,NA,NA,NA
"369","2020-04-27 16:09:54-03","UFES","VIES","39745","S","Plantae",NA,NA,"Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"Oliveira J.A.; Fernandez E.; Martins E.; Verdi M. & Pougy N.","516","2014",NA,"Brasil","Goiás","Niquelândia","-48.4597015380859","-14.4738998413086",NA,NA,"VIES039745","VIES039745","11","27","Rodovia GO-132.","Castro, M.A.",NA,NA,"74171","auto","2017","07","25",NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-11-24 00:00:00-03","C","MARCGRAVE","C10020019",NA,NA,NA,NA,"Leguminosae","Inga","bahiensis","Inga bahiensis","Benth.",NA,"MarcGrave, G.","19","1638 - 1644",NA,"BRAZIL",NA,NA,NA,NA,NA,NA,"C10020019","C10020019",NA,NA,"NE Brazil","Andrade-Lima, D.",NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2020-11-24 00:00:00-03","C","MARCGRAVE","C10020043",NA,NA,NA,NA,"Leguminosae","Inga","bahiensis","Inga bahiensis","Benth.",NA,"MarcGrave, G.","43","1638 - 1644",NA,"BRAZIL",NA,NA,NA,NA,NA,NA,"C10020043","C10020043",NA,NA,"NE Brazil","Andrade-Lima, D.",NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
