"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","minimumElevationInMeters","maximumElevationInMeters"
"18","2020-12-21 16:47:26-03","MBM","MBM","161477","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Hatschbach, G.","59430","1993","09","19","Southern America","Brazil","Paraná","Jaguariaíva","Lajeado Cinco Reis","-49.7057991027832","-24.2511005401611",NA,NA,"MBM161477","MBM161477",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:47:26-03","MBM","MBM","244106","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Dombrowski, L.T.; et al.; et al.","10090",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,NA,"MBM244106","MBM244106",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:47:26-03","MBM","MBM","244108","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Dombrowski, L.T.","6987","1976","10","11","Southern America","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM244108","MBM244108",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:47:26-03","MBM","MBM","13003","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Hatschbach, G.","22318","1969","10","07","Southern America","Brazil","Paraná","Ponta Grossa","Rio Guavirova","-50.1618995666504","-25.0949993133545",NA,NA,"MBM013003","MBM013003",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:47:26-03","MBM","MBM","36185","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Hatschbach, G.","12831","1965","09","29","Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM036185","MBM036185",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:47:26-03","MBM","MBM","5656","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Lindeman, J.; Haas, H.; Haas, H.","2490","1966","09","16","Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM005656","MBM005656",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:47:26-03","MBM","MBM","36191","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Hatschbach, G.","2796","1952","09","16","Southern America","Brazil","Paraná","Tibagi","Fazenda Monte Alegre, Harmonia","-50.4136009216309","-24.5093994140625",NA,NA,"MBM036191","MBM036191",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:47:26-03","MBM","MBM","36195","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Hatschbach, G.","6377","1959","10","18","Southern America","Brazil","Paraná","Tibagi","Três Pontões","-50.4136009216309","-24.5093994140625",NA,NA,"MBM036195","MBM036195",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:47:26-03","MBM","MBM","68619","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Hatschbach, G.","37073","1975","09","18","Southern America","Brazil","Paraná","Jaguariaíva","Lajeado Cinco Reis","-49.7057991027832","-24.2511005401611",NA,NA,"MBM068619","MBM068619",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:47:26-03","MBM","MBM","135175","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Silva, J.M.; Nicolack, V.; Nicolack, V.","731","1989","11","24","Southern America","Brazil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,"MBM135175","MBM135175",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:47:26-03","MBM","MBM","244109","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Dombrowski, L.T.","6309","1976","10","11","Southern America","Brazil","Paraná","Ponta Grossa","Próximo a Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM244109","MBM244109",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:47:26-03","MBM","MBM","244107","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Dombrowski, L.T.","676","1964","10",NA,"Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM244107","MBM244107",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:47:26-03","MBM","MBM","36186","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Hatschbach, G.","10236","1963","10","04","Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM036186","MBM036186",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:47:26-03","MBM","MBM","216299","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Cervi, A.C.","6326","1997","09","10","Southern America","Brazil","Paraná","Ponta Grossa","Furnas","-50.1618995666504","-25.0949993133545",NA,NA,"MBM216299","MBM216299",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:47:26-03","MBM","MBM","211","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","G.K. Schulze","Luz, M.C.M.","Dombrowski, L.T.","6987","1976","10","29","Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM000211","MBM000211",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:47:26-03","MBM","MBM","428249","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza","Paula-Souza, J.","Lozano, E.D.; Engels, M.E.; Engels, M.E.","1683","2013","11","02","Southern America","Brazil","Paraná","Carambeí","Rio São João, estrada para o rio","-50.124861","-24.899806",NA,"Herbácea, 40 cm, flores creme, barranco a beira da estrada, campo seco.; Campos Gerais.","MBM428249",NA,NA,NA,NA,"2017",NA,NA,"-50.124861","-24.899806",NA,NA,NA,NA,NA
"34","2015-10-10 20:31:13-03","MNHN","RECOLNAT_MNHN_P","P02141290","PreservedSpecimen",NA,NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz","Souza","Hassler, E.",NA,"1905","10",NA,NA,"Paraguay",NA,NA,"Florula Caaguazuensis, in regione fluminis Yhu",NA,NA,"hb","reçu le 11 janvier 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02141290' target='other'> <mi>dwc_moreinfo</mi></a>","P02141290","P02141290_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","9514",NA,NA,NA
"35","2020-12-11 11:42:49-03","UFMG","BHCB","70886","PreservedSpecimen","Plantae","Dicotyledon",NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz",NA,"Dombrowski, LT","6309",NA,NA,NA,"Southern America","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-11 17:22:02-03","UFPR","UPCB","22393","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz","Montes Luz, M.C.","Hatschbach, G.","59430","1993","09","19",NA,"Brasil","Paraná","Jaguariaíva","Lajeado Cinco Reis","-49.7057991027832","-24.2511005401611",NA,"Flores alvas. Campo cerrado recém queimado..",NA,NA,NA,"44368","auto","2001","04","02",NA,NA,NA,NA,NA,NA,NA
"37","2021-02-11 17:22:02-03","UFPR","UPCB","5525","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz","Montes Luz, M.C.","Occioni",NA,"1966","02","09",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Erva ereta de campo limpo..",NA,NA,NA,"46557","auto","2001","04","02",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:22:02-03","UFPR","UPCB","36290","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz","Montes Luz, M.C.","Melo, E.de",NA,"1989","09","17",NA,"Brasil","Paraná","Ponta Grossa","Parque Pitangui","-50.1618995666504","-25.0949993133545",NA,"Erva, flores brancas. Pasto..",NA,NA,NA,"46557","auto","2001","04","02",NA,NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:22:02-03","UFPR","UPCB","31694","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz","Montes Luz, M.C.","Cervi, A.C.","6326","1997","09","10",NA,"Brasil","Paraná","Ponta Grossa","Usina Hidrelétrica de Furnas","-50.1618995666504","-25.0949993133545",NA,"Erva ereta do campo. Flores creme. Perfumadas..",NA,NA,NA,"46557","auto","2001","04","09",NA,NA,NA,NA,NA,NA,NA
"40","2014-12-02 15:51:00-02","MO","MOBOT","100762961","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz",NA,"Émile Hassler","Hassler 9514","1905","10",NA,"South America","Paraguay",NA,NA,"In regione fluminis Yhú.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype",NA,"1",NA,NA
"41","2009-07-09 17:05:00-03","MO","MOBOT","2476678","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz",NA,"Gert G. Hatschbach","Hatschbach 43375","1980","11","24","South America","Brazil","Paraná",NA,"Faz. Cajuru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","2515394","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz","Schinini, A., III-","Pérez","Perez 2986","1993","2","15","South America","Paraguay","Presidente Hayes",NA,"Estancia Yrenda","-59.55","-22.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Violales","Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz",NA,"P. K. Dusén",NA,"1910","2","1","South America - Neotropics","Brazil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"Dicotyledonae","44368","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"44","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Violales","Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz",NA,"L. Smith & R. M. Klein",NA,"1964","12","8","South America - Neotropics","Brazil","Santa Catarina","Abelardo Luz","8-9 km north of Abelardo Luz.","-52.33","-26.55",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","900","1000"
"45","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Violales","Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz",NA,"G. Hatschbach",NA,"1952","9","16","South America - Neotropics","Brazil","Paraná","Tibagi","Fda. Monte-Alegre; Harmonia","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Dicotyledonae","56988","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"46","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Violales","Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz",NA,"G. Hatschbach",NA,"1959","10","12","South America - Neotropics","Brazil","Paraná","Tibagi","Três Portões","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Dicotyledonae","56988","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"47","2020-09-02 16:40:34-03","Cenargen","CEN","72751","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza","B. M. T. Walter","Anderson Cássio Sevilha","4713","2007","11","06",NA,"Brasil","MG","RIO PARDO DE MINAS","Sítio do Sr. José.","-47.458888","-15.5325","Exsicatas",NA,"CEN00072751","CEN00072751",NA,NA,NA,"2018","09",NA,"-47.458888","-15.5325",NA,NA,"3","900","900"
"48","2019-11-13 11:32:59-03","USP","SPF","195985","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza","Paula-Souza, J","Paula-Souza, J","8736","2007","09","26",NA,"Brasil","Paraná","Jaguariaíva",NA,"-50.327639","-24.558611",NA,NA,"SPF00195985",NA,NA,NA,NA,"2007","09",NA,"-50.327639","-24.558611",NA,NA,NA,NA,NA
"49","2019-11-13 11:32:59-03","USP","SPF","188140","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza","Oliveira, JFC","Paula-Souza, J","8215","2006","10","11",NA,"Brasil","Goiás","Chapadão do Céu","Parque Nacional das Emas","-52.548900604248","-18.4074993133545",NA,NA,"SPF00188140",NA,NA,"44163","auto","2019","04",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-13 11:32:59-03","USP","SPF","20810","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza","Paula-Souza, J","Hatschbach, G","37073","1975","09","18",NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,"SPF00020810",NA,NA,"44368","auto","2003","10",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-13 11:32:59-03","USP","SPF","161366","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza","Paula-Souza, J","Hatschbach, G","59430","1993","09","19",NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,"SPF00161366",NA,NA,"44368","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2014-04-04 18:28:53-03","PNFM","IRAI","5321","S","Plantae","Magnoliophyta",NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz","Cordeiro, J.; Santos, E.L. dos","Teixeira, T.B.","s.n.","2011","12","29",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.989917","-25.239611",NA,"Herbácea, caule e folhas pilosos, frutos. Campo limpo seco","IRAI00005321",NA,NA,NA,NA,"2012","05",NA,"-49.989917","-25.239611",NA,NA,NA,"965","965"
"53","2019-10-07 09:33:01-03","UEFS","HUEFS","27059","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza","J.F.C.Oliveira","Krieger, L.","7282","1969","10","05",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,"HUEFS0027059","HUEFS0027059","Rosanae","46557","auto","2017","09",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-10-07 09:33:01-03","UEFS","HUEFS","27058","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza","J.F.C.Oliveira","Krieger, L.","7282","1969","10","05",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,"HUEFS0027058","HUEFS0027058","Rosanae","46557","auto","2017","09",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-10-07 09:33:01-03","UEFS","HUEFS","140910","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza","J.F.C.Oliveira","Chagas e Silva, F.","2035","1996","10","15",NA,"Brasil","Paraná","Londrina","Arredores de Ventania.","-51.1627998352051","-23.3103008270264",NA,NA,"HUEFS0140910","HUEFS0140910","Rosanae","63728","auto","2015","09",NA,NA,NA,NA,NA,NA,NA,NA
