"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","typeStatus","stateProvince","locality","imagecode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","relatedCatalogItem","sex"
"128","2021-04-07 11:41:29-03","UFMS","CGMS","44665","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","A. Pott; V.J. Pott; M. Pereira; S.M. Salis; C.J.A. Ferreira; C.C.F. Tavares","3756","1987","10","30",NA,"Brasil",NA,NA,"Flor amarela. Em caapão próximo a Lagoa. Habitat: Campo inundável. Solo arenoso. Relevo plano com mesorrelevo. Habito: Erva ereta. Frequente.","CGMS1074632",NA,NA,NA,"Mato Grosso do Sul","Invernada de Búfalo; Fazenda Leque (Embrapa), Pantanal.",NA,"(Gardner) Cabrera","Corumbá","-57.0166667","-19.2333333","V.J. Pott","90","90",NA,NA,NA,NA,NA,"-57,0166667","-19,2333333",NA,NA,NA,NA,NA
"129","2021-04-07 11:41:29-03","UFMS","CGMS","36656","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","A. Pott; V.J. Pott; P.R. Souza; R.A. Mauro","8907","2001","04","17",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Campo secundário de sede de Fazenda. Solo siltoso salino. Relevo plano convexo, terraço fluvial. Habito: Erva ereta. Frequente. 0,50-1,00m de altura.","CGMS1066066",NA,NA,NA,"Mato Grosso do Sul","Fazenda Rebojão, Ilha do Nabileque, Rio Paraguai, Pantanal.",NA,"(Gardner) Cabrera","Corumbá","-57.9166667","-20.0319445",NA,NA,NA,NA,NA,NA,NA,NA,"-57,9166667","-20,0319445",NA,NA,NA,NA,NA
"130","2021-04-07 11:41:29-03","UFMS","CGMS","51723","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","A. Pott; V.J. Pott; A.L.B. Sartori; C.N. da Cunha; E.A. Silveira; L. Amorim","8670","2001","03","22",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Vegetação ripária. Solo aluvial argiloso. Relevo plano convexo. Esparsa. Habito: Erva ereta.","CGMS004669",NA,NA,NA,"Mato Grosso","Baía dos Burros, Parque Nacional do Pantanal.",NA,"(Gardner) Cabrera","Poconé","-57.3825","-17.8219445","A. Pott; V.J. Pott",NA,NA,"2001",NA,NA,NA,NA,"-57,3825","-17,8219445",NA,NA,NA,NA,NA
"131","2021-04-07 11:41:29-03","UFMS","CGMS","30925","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","T.H. Stefanello; V.S. Santos; A.C.S. Brito","194","2010","11","23",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Mata ciliar. Habito: Subarbusto.","CGMS1060336",NA,NA,NA,"Mato Grosso do Sul","Sub-região Pantanal do Paraguai, Baía Mandioré.",NA,"(Gardner) Cabrera","Corumbá","-57.4833333","-18.1988889",NA,"90","90",NA,NA,NA,NA,NA,"-57,4833333","-18,1988889",NA,NA,NA,NA,NA
"132","2021-04-07 11:41:29-03","UFMS","CGMS","34133","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","M. Rocha; C.C.S. Júnior; C.P. Teixeira","250","2011","09","23",NA,"Brasil",NA,NA,"Flor amarela. Área inundável, porém encontrava-se seca. Habitat: Pirizal (Comunidade com dominância de Cyperus giganteus). Habito: Erva.","CGMS1063534",NA,NA,NA,"Mato Grosso do Sul","Próximo a BR-262.",NA,"(Gardner) Cabrera","Miranda","-56.9538889","-19.4611111","V.J. Pott","95","95","2011","10","07",NA,NA,"-56,9538889","-19,4611111",NA,NA,NA,NA,NA
"133","2021-04-07 11:41:29-03","UFMS","CGMS","34015","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","M. Rocha; C.C.S. Júnior; L.C.S. Magalhães","132","2011","02","27",NA,"Brasil",NA,NA,"Flor amarela. Local encontrava-se seco em sua maior parte. Habitat: Campo inundável, com presença de murundus; próximo à estrada e criação de animais. Solo argiloso. Habito: Erva.","CGMS1063413",NA,NA,NA,"Mato Grosso do Sul","Próximo a BR-262.",NA,"(Gardner) Cabrera","Corumbá","-57.4216667","-19.4611111","M. Rocha","83","83","2011","02","27",NA,NA,"-57,4216667","-19,4611111",NA,NA,NA,NA,NA
"134","2021-04-07 11:41:29-03","UFMS","CGMS","44663","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","N.C. Bueno; V.J. Pott","35","1989","06","08",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Fundos da casa. Solo argilo-arenoso. Relevo plano. Habito: Subarbusto. Ocasional.","CGMS1074630",NA,NA,NA,"Mato Grosso do Sul","Aterro do Murundu-Alegre, Fazenda Leque, Pantanal.",NA,"(Gardner) Cabrera","Corumbá","-51.05","-19.2333333","M.G. López","95","95",NA,NA,NA,NA,NA,"-51,05","-19,2333333",NA,NA,NA,NA,NA
"135","2021-04-07 11:41:29-03","UFMS","CGMS","34020","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","M. Rocha; C.C.S. Júnior; L.C.S. Magalhães","137","2011","02","27",NA,"Brasil",NA,NA,"Flor amarela. Local encontrava-se seco em sua maior parte. Habitat: Campo inundável, com presença de murundus; próximo à estrada e criação de animais. Solo argiloso. Habito: Erva.","CGMS1063418",NA,NA,NA,"Mato Grosso do Sul","Próximo a BR-262.",NA,"(Gardner) Cabrera","Corumbá","-57.4216667","-19.4611111","M. Rocha","83","83","2011","02","27",NA,NA,"-57,4216667","-19,4611111",NA,NA,NA,NA,NA
"136","2021-04-07 11:41:29-03","UFMS","CGMS","50053","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","E.B. Souza","149","2013","03","30",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Pantanal. Solo arenoso a argiloso. Habito: Erva.","CGMS004673",NA,NA,NA,"Mato Grosso do Sul","Fazenda São Miguel, campo inundável.",NA,"(Gardner) Cabrera","Corumbá","-57.0602778","-19.5788889","A. Pott","91","91","2015","04","29",NA,NA,"-57,0602778","-19,5788889",NA,NA,NA,NA,NA
"137","2021-04-07 11:41:29-03","UFMS","CGMS","34913","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","G.A. Damasceno-Junior; C.A. Carolo; L. Marques; E. Anjos-dos-Santos; D.R. Espirito-Santo","5172","2012","03","10",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Campo inundável. Solo argiloso. Relevo plano. Habito: Erva ereta. 0,40-0,50m de altura.","CGMS1064308",NA,NA,NA,"Mato Grosso do Sul","Ao lado da sede da Base de Estudos do Pantanal (BEP - UFMS), Passo do Lontra.",NA,"(Gardner) Cabrera","Corumbá","-57.0166667","-19.5772223","G.A. Damasceno-Junior","100","100","2012","05","04",NA,NA,"-57,0166667","-19,5772223",NA,NA,NA,NA,NA
"138","2021-04-07 11:41:29-03","UFMS","CGMS","33992","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","M. Rocha; C.C.S. Júnior; L.C.S. Magalhães","109","2011","02","26",NA,"Brasil",NA,NA,"Flor amarela. Local encontrava-se seco em sua maior parte. Habitat: Campo inundável, com presença de murundus; próximo à estrada e criação de animais. Solo argiloso Habito: Erva.","CGMS1063389",NA,NA,NA,"Mato Grosso do Sul","Próximo a BR-262.",NA,"(Gardner) Cabrera","Corumbá","-57.4216667","-19.4611111","V.J. Pott","83","83","2011","04","28",NA,NA,"-57,4216667","-19,4611111",NA,NA,NA,NA,NA
"139","2021-04-07 11:41:29-03","UFMS","CGMS","44664","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","V.J. Pott; M. Pereira; Sidnei; Benicio","1167","1989","12","06",NA,"Brasil",NA,NA,"Flor amarela. Caule quadrangular. Habitat: Caapão de Inga. Substrato: areno argiloso. Relevo plano. Habito: Erva ereta, 25 cm. Raro.","CGMS1074631",NA,NA,NA,"Mato Grosso do Sul","Caapão da Baía do Búfalo - Murundum-Alegre; Fazenda Leque; sub-região do Abobral, Pantanal.",NA,"(Gardner) Cabrera","Corumbá","-57.05","-19.2333333","V.J. Pott","98","98",NA,NA,NA,NA,NA,"-57,05","-19,2333333",NA,NA,NA,NA,NA
"140","2021-04-07 11:41:29-03","UFMS","CGMS","32614","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","G.S.V. Duarte","119","2010","02","22",NA,"Brasil",NA,NA,NA,"CGMS1062041",NA,NA,NA,"Mato Grosso do Sul","Bacia do Rio Paraguai.",NA,"(Gardner) Cabrera","Porto Murtinho","-57.8833333","-21.7022222","G.S.V. Duarte; V.J. Pott","62","62","2011","03","03",NA,NA,"-57,8833333","-21,7022222",NA,NA,NA,NA,NA
"141","2021-04-07 11:41:29-03","UFMS","CGMS","36655","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","V.J. Pott; A. Pott; A.L.B. Sartori; C. Cunha; E.A. Silveira; H. Amorim","4371","2001","03","23",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Brejo de meandro abandonado entre dois aterros. Solo argiloso. Relevo plano. Habito: Erva ereta. Ocasional. 0,50-0,60m de altura.","CGMS1066065",NA,NA,NA,"Mato Grosso","Rio Araminho, entre dois aterros (bachswamps) brejo.",NA,"(Gardner) Cabrera","Poconé","-57.5333333","-17.7275","V.J. Pott",NA,NA,NA,NA,NA,NA,NA,"-57,5333333","-17,7275",NA,NA,NA,NA,NA
"142","2021-04-07 11:41:29-03","UFMS","CGMS","56947","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","A. Pott","17304","2008","06","24",NA,"Brasil",NA,NA,"Capítulo amarelo. Habitat: Vegetação secundária. Solo arenoso. Relevo plano. Habito: Erva. 50-100cm de altura.","CGMS004670",NA,NA,NA,"Mato Grosso do Sul","Estrada Parque Pantanal.",NA,"(Gardner) Cabrera","Corumbá","-57.0369444","-19.5727778","A. Pott",NA,NA,NA,NA,NA,NA,NA,"-57,0369444","-19,5727778",NA,NA,NA,NA,NA
"143","2021-04-07 11:41:29-03","UFMS","CGMS","45029","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","O.S. Ribas; L.B.S. Pereira","2588","1998","02","08",NA,"Brasil",NA,NA,"Capítulo amarelo. Fruto ausente. Habitat: Campo Cerrado. Habito: Arbusto. 3m de altura.","CGMS1074997",NA,NA,NA,"Mato Grosso do Sul","Rodovia MS-178, 20 km S de Bodoquena.",NA,"(Gardner) Cabrera","Bodoquena","-56.7150001525879","-20.5386009216309","H. Robinson",NA,NA,"1998",NA,NA,"47684","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-04-07 11:41:29-03","UFMS","CGMS","19810","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","E.C. Bertazzoni; W. Magalhães; R.B. Rodrigues","2545",NA,NA,NA,NA,"Brasil",NA,NA,"Flor amarela. Habitat: Arrozal. Frequente. Habito: Erva. 0,70m de altura.","CGMS1049115",NA,NA,NA,"Mato Grosso do Sul","Amolar.",NA,"(Gardner) Cabrera","Corumbá","-57.6533012390137","-19.0091991424561","G.A. Damasceno Júnior; V.J. Pott",NA,NA,"2011","02","24","295160","auto",NA,NA,NA,NA,NA,NA,NA
"145","2021-04-07 11:41:29-03","UFMS","CGMS","5341","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","A.M. Franco; M.A. Seixas; V. Calazans",NA,"1996","10","02",NA,"Brasil",NA,NA,"Flor amarela. Presença de abelhas. Frutos e formigas. Habitat: Terrestre. Habito: Herbáceo.","CGMS004685",NA,NA,NA,"Mato Grosso do Sul","Base de Estudos do Pantanal.",NA,"(Gardner) Cabrera","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"146","2021-04-07 11:41:29-03","UFMS","CGMS","58803","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","A. Pott; V.J. Pott; V.C. Souza; R. Tsuji","12689","2005","03","11",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Vegetação secundária em aterro (estrada) não inundável, semisombreada. Solo argiloso-cascalhento. Relevo plano convexo (aterro de estrada). Habito: Erva ereta. 0,6-1,0 m de altura. Esparsa.","CGMS004667",NA,NA,NA,"Mato Grosso do Sul","Base de Pesquisa do Pantanal da UFMS, Passo do Lontra, sub-região de Miranda, Pantanal.",NA,"(Gardner) Cabrera","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"147","2021-04-07 11:41:29-03","UFMS","CGMS","11142","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","E.S. Módena; et al.",NA,"1999","07","03",NA,"Brasil",NA,NA,"Flor amarela.","CGMS1040457",NA,NA,NA,"Mato Grosso do Sul","Estrada Parque.",NA,"(Gardner) Cabrera","Corumbá","-57.6533012390137","-19.0091991424561","E.S. Módena; et.al.",NA,NA,"1999","07","03","295160","auto",NA,NA,NA,NA,NA,NA,NA
"148","2021-04-07 11:41:29-03","UFMS","CGMS","50154","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","E.B. Souza","252","2013","07","25",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Pantanal. Solo arenoso a argiloso. Habito: Erva.","CGMS004672",NA,NA,NA,"Mato Grosso do Sul","Fazenda São Miguel, campo inundável.",NA,"(Gardner) Cabrera","Corumbá","-57.6533012390137","-19.0091991424561","A. Pott","91","91","2015","04","29","295160","auto",NA,NA,NA,NA,NA,NA,NA
"149","2021-04-07 11:41:29-03","UFMS","CGMS","5351","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","M.A.C. Macieli; et al.",NA,"1996","11","02",NA,"Brasil",NA,NA,"Flor amarela. Inflorescência. Habitat: Terrestre. Mata ciliar. Habito: Herbáceo.","CGMS004684",NA,NA,NA,"Mato Grosso do Sul","Passo do Lontra - Base de Estudos do Pantanal.",NA,"(Gardner) Cabrera","Corumbá","-57.6533012390137","-19.0091991424561","Rosângela",NA,NA,"1996","11","02","295160","auto",NA,NA,NA,NA,NA,NA,NA
"150","2021-04-07 11:41:29-03","UFMS","CGMS","6233","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","G.A. Damasceno-Junior; A. Sanches; A.G. Cavalheiro","454","1994","12","22",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Mata ciliar do rio Paraguai. Habito: Erva. 0,50m de altura.","CGMS004683",NA,NA,NA,"Mato Grosso do Sul","próximo ao polder.",NA,"(Gardner) Cabrera","Ladário","-57.6016998291016","-19.0046997070312","M. Magenta",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA
"151","2021-04-07 11:41:29-03","UFMS","CGMS","45028","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","G. Hatschbach; M. Hatschbach; O.S. Ribas","73088","2002","05","17",NA,"Brasil",NA,NA,"Capítulo amarelo. Fruto ausente. Habitat: Pantanal. Habito: Erva ereta. 1.5m de altura.","CGMS1074996",NA,NA,NA,"Mato Grosso do Sul","Rodovia BR-262, Miranda - Corumbá, próximo de Guaicurus.",NA,"(Gardner) Cabrera","Miranda","-56.3782997131348","-20.2406005859375","H. Robinson",NA,NA,"2002",NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA,NA
"152","2019-11-27 13:46:18-03","UFS","ASE","12127","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Santos, CS","222","2008","07","25","Southern America","Brasil",NA,NA,"Erva. Flor amarela com oito pétalas.; Erva. Flor amarela com oito pétalas.; Semi-árido.","ASE0019904","Magnoliophyta",NA,NA,"Sergipe","Lagoa do Rancho","ASE0019904","(Gardner) Cabrera","Porto da Folha","-37.278056","-9.917222","Oliveira, DG",NA,NA,"2012","06","04",NA,NA,"-37.278056","-9.917222",NA,NA,NA,NA,NA
"153","2019-11-27 13:46:18-03","UFS","ASE","20807","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Oliveira, DG; Almeida, ES","213","2011","07","05","Southern America","Brasil",NA,NA,"Herbácea. Flores com pétalas amarelas vistosas, alguns estames com pontuações escuras no ápice. Folhas discolor, com pilosidade. Altura ca. 80 cm.; Herbácea. Flores com pétalas amarelas vistosas, alguns estames com pontuações escuras","ASE0027051","Magnoliophyta",NA,NA,"Sergipe","Povoado Lagoa Grande, Fazenda São Pedro, lado esquerdo da estrada principal em direção ao Assentamento São Judas Tadeu. Próximo a trilha principal do fragmento.","ASE0027051","(Gardner) Cabrera","Porto da Folha","-37.409775","-10.0324","Oliveira, DG",NA,NA,"2011","08","02",NA,NA,"-37.409775","-10.0324",NA,NA,NA,NA,NA
"154","2019-11-27 13:46:18-03","UFS","ASE","26175","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Prata, AP; Gomes, LA; Déda, RM; Santos, E; Freire, GS","3309","2012","08","28","Southern America","Brasil",NA,NA,"Subarbusto com cerca de 40 cm. Flores com brácteas verdes, corola e estames amarelos. UTM 0698627S8805806","ASE0032261","Magnoliophyta",NA,NA,"Sergipe","Gruta do Faleiro, Vila do Faleiro.","ASE0032261","(Gardner) Cabrera","Laranjeiras","-37.169722","-10.806389","Gomes, LA",NA,NA,"2012","10",NA,NA,NA,"-37.169722","-10.806389",NA,NA,NA,NA,NA
"155","2019-11-27 13:46:18-03","UFS","ASE","26176","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Gomes, LA; Déda, RM; Santos, E","783","2012","09","20","Southern America","Brasil",NA,NA,"Subarbusto com cerca de 1 m. Flores com brácteas verdes, corola e estames amarelos.","ASE0032262","Magnoliophyta",NA,NA,"Sergipe","Caverna do Tramandaí, Povoado Machado.","ASE0032262","(Gardner) Cabrera","Laranjeiras","-37.170083","-10.817667","Gomes, LA",NA,NA,"2012","10",NA,NA,NA,"-37.170083","-10.817667",NA,NA,NA,NA,NA
"156","2019-11-27 13:46:18-03","UFS","ASE","26177","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Gomes, LA; Santos, E; Freire, GS; Silva, E","856","2012","10","11","Southern America","Brasil",NA,NA,"Subarbusto com cerca de 1 m. Flores com brácteas verdes, corola e estames amarelos.","ASE0032263","Magnoliophyta",NA,NA,"Sergipe","Caverna do Tramandaí, Povoado Machado.","ASE0032263","(Gardner) Cabrera","Laranjeiras","-37.170083","-10.817667","Gomes, LA",NA,NA,"2012","10",NA,NA,NA,"-37.170083","-10.817667",NA,NA,NA,NA,NA
"157","2019-11-27 13:46:18-03","UFS","ASE","26178","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Gomes, LA; Déda, RM; Santos, E","724","2012","09","20","Southern America","Brasil",NA,NA,"Subarbusto com cerca de 1 m. Flores com brácteas verdes, corola e estames amarelos. UTM 0698627S8805806","ASE0032264","Magnoliophyta",NA,NA,"Sergipe","Gruta do Faleiro, Vila do Faleiro.","ASE0032264","(Gardner) Cabrera","Laranjeiras","-37.169722","-10.806389","Gomes, LA",NA,NA,"2012","10",NA,NA,NA,"-37.169722","-10.806389",NA,NA,NA,NA,NA
"158","2019-11-27 13:46:18-03","UFS","ASE","32160","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Almeida, ES","122","2014","04","01","Southern America","Brasil",NA,NA,"Herbácea. Coordenadas UTM: E(0631031m), N(8766064m). Número de conglomerado: 151; número da subunidade: 4; número da subparcela: 1; número da árvore: 9R.","ASE0003338","Magnoliophyta",NA,NA,"Sergipe",NA,"ASE0003338","(Gardner) Cabrera","Itabaianinha","-37.79","-11.273889","Silva, TR",NA,NA,"2014","09","05",NA,NA,"-37.79","-11.273889",NA,NA,NA,NA,NA
"159","2019-11-27 13:46:18-03","UFS","ASE","33047","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Almeida, ES","316","2014","05","15","Southern America","Brasil",NA,NA,"Herbácea, flores amarelas. Número do conglomerado: 106, coordenadas UTM do ponto central E (0609987) N (8815432), número da subunidade: 2, número da subparcela: 10, número da árvore: 02RF8.","ASE0004811","Magnoliophyta",NA,NA,"Sergipe","Solo massapê.","ASE0004811","(Gardner) Cabrera","Maruim","-37.081667","-10.737778","Franco, IM",NA,NA,"2015","01","27",NA,NA,"-37.081667","-10.737778",NA,NA,NA,NA,NA
"160","2019-11-27 13:46:18-03","UFS","ASE","33557","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Santos, MH; Lino, JB","78","2014","09","03","Southern America","Brasil",NA,NA,"Flor amarela.","ASE0005996","Magnoliophyta",NA,NA,"Sergipe","Lagoa dos Campinhos","ASE0005996","(Gardner) Cabrera","Amparo de São Francisco","-36.929444","-10.134167","Santos, MH","12","12",NA,NA,NA,NA,NA,"-36.929444","-10.134167",NA,NA,NA,NA,NA
"161","2019-11-27 13:46:18-03","UFS","ASE","33575","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Santos, MH; Lino, JB","106","2014","09","03","Southern America","Brasil",NA,NA,"Flor amarela.","ASE0005997","Magnoliophyta",NA,NA,"Sergipe","Lagoa dos Campinhos",NA,"(Gardner) Cabrera","Amparo de São Francisco","-36.929444","-10.134167","Santos, MH","12","12","2014","12","03",NA,NA,"-36.929444","-10.134167",NA,NA,NA,NA,NA
"162","2019-11-27 13:46:18-03","UFS","ASE","34752","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Oliveira, EVS; Freire, GS; Andrade, RS","590","2015","08","07","Southern America","Brasil",NA,NA,"Coletado em solo argiloso e úmido (período chuvoso), na borda da mata. Erva, ca. de 1,5 m. Folhas de base larga. Capítulo com flores amarelas.; Caatinga arbórea densa.","ASE0033211","Magnoliophyta",NA,NA,"Sergipe","Assentamento Santa Maria da Lage, Área de reserva legal","ASE0033211","(Gardner) Cabrera","Poço Verde","-38.1833","-10.7083","Oliveira, EVS",NA,NA,"2015","09","11",NA,NA,"-38.1833","-10.7083",NA,NA,NA,NA,NA
"163","2019-11-27 13:46:18-03","UFS","ASE","34620","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Santana Júnior, JA; Figueiredo, MA; Schottino, SC","208","2015","07","06","Southern America","Brasil",NA,NA,"Arbusto. Aproximadamente 1,5 m. Inflorescência amarela.; Mata Atlântica","ASE0033071","Magnoliophyta",NA,NA,"Sergipe","Fazenda São Joaquim, No entorno da Caverna do Urubu","ASE0033071","(Gardner) Cabrera","Divina Pastora","-37.0956","-10.4358","Santana Júnior, JA",NA,NA,"2015","08","03",NA,NA,"-37.0956","-10.4358",NA,NA,NA,NA,NA
"164","2019-11-27 13:46:18-03","UFS","ASE","37636","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Déda, RM; Freire, GS; Santos, E; Silva, AS","332","2016","08","05","Southern America","Brasil",NA,NA,"Subarbusto com cerca de 40 cm. Flores amarelas.; Mata Atlântica. Solo argiloso.","ASE0038683","Magnoliophyta",NA,NA,"Sergipe","Área de Compensação Ambiental da fábrica CIMESA","ASE0038683","(Gardner) Cabrera","Laranjeiras","-37.0939","-10.4923",NA,NA,NA,"2016","09","20",NA,NA,"-37.0939","-10.4923",NA,NA,NA,NA,NA
"165","2019-11-27 13:46:18-03","UFS","ASE","6110","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Landim, M","372","1995","05","15","Southern America","Brasil",NA,NA,"arbusto. 2. m. flores amarelas.; arbusto. 2. m. flores amarelas.; Mata","ASE0016618","Magnoliophyta",NA,NA,"Sergipe","Mata do Crasto","ASE0016618","(Gardner) Cabrera","Santa Luzia do Itanhy","-37.425861","-11.385528","Gomes, LA",NA,NA,"2013","11",NA,NA,NA,"-37.425861","-11.385528",NA,NA,NA,NA,NA
"166","2019-11-27 13:46:18-03","UFS","ASE","36696","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Santos, MH; Santos, TLS; Lino, JB; Antônio, GM; Oliveira, MVN","126","2014","12","10","Southern America","Brasil",NA,NA,"Flor amarela. UTM N (8868789.506) E (736583.364).","ASE0037157","Magnoliophyta",NA,NA,"Sergipe","Lagoa dos campinhos, Lagoa dos Campinhos","ASE0037157","(Gardner) Cabrera","Amparo de São Francisco","-36.5428","-10.0819","Santos, MH",NA,NA,NA,NA,NA,NA,NA,"-36.5428","-10.0819",NA,NA,NA,NA,NA
"167","2019-11-27 13:46:18-03","UFS","ASE","34952","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Matos, GMA; Freire, GS; Barbosa, P; Santos, E; Santana, STS; Meira, ACS","500","2015","11","06","Southern America","Brasil",NA,NA,"Herbácea com ca. de 50 cm. Flores amarelas.; Ecótono: Caatinga e Mata Atlântica.","ASE0033536","Magnoliophyta",NA,NA,"Sergipe","Povoado Saúde, Fazenda Mãe Natureza.","ASE0033536","(Gardner) Cabrera","Santana do São Francisco","-36.38222","-10.15195","Matos, GMA",NA,NA,"2015","11","09",NA,NA,"-36.38222","-10.15195",NA,NA,NA,NA,NA
"168","2019-11-27 13:46:18-03","UFS","ASE","35703","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Santana Júnior, JA; Silva, EJ; Schettino, SC","65","2014","11","28","Southern America","Brasil",NA,NA,"Herbácea. Aproximadamente 80 cm. Cápsulas abertas; Mata Atlântica","ASE0003969","Magnoliophyta",NA,NA,"Sergipe","Fazenda São Joaquim, No entorno da caverna do urubu. Margem esquerda do Rio Sergipe","ASE0003969","(Gardner) Cabrera","Divina Pastora","-37.095629","-10.435868","Santana Júnior, JA",NA,NA,"2014","12","02",NA,NA,"-37.095629","-10.435868",NA,NA,NA,NA,NA
"169","2019-12-13 15:39:02-03","UFS","ASE","41878","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Mendonça, DA; Fabricante, JR","53","2018","07","31","Southern America","Brasil",NA,NA,"Erva - aprox. 50 cm de altura. Flores capítulo amarela. Folhas opostas cor das faces abaxial verde claro e adaxial verde com pilosidade sem látex e de forma penninérvs. Caule cilindrico verde e marrom piloso e sem látex.&nf;; Ecótono en","ASE0043390","Magnoliophyta",NA,NA,"Sergipe","Povoado Pé do veado, Sítio da Sra. Helena",NA,"(Gardner) Cabrera","Itabaiana","-37.24537","-10.38274","Fabricante, JR","196","196","2018","08","02",NA,NA,"-37.24537","-10.38274",NA,NA,NA,NA,NA
