"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem"
"11","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","ANG3630","S","Plantae",NA,NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata",NA,NA,NA,NA,"2010",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra do Gandarela - Município de Santa Bárbara",NA,NA,NA,"Estrada Paiol. Florística e Fitossociologia para ampliação de mina de dolomito calcário. Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:31:34-03","UFRJ","RFA","18587","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","M. Sobral","P. Occhioni","7819","1975","11","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Barreira do Soberbo","-43.2075004577637","-22.9027996063232",NA,"Arvoreta de 6 a 7 m de altura, flores alvas","RFA46404",NA,NA,NA,NA,"2002","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-01-20 14:40:42-03","UPM","MACK","901","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calycorectes","acutatus","Calycorectes acutatus","(Miq.) Toledo","O. T. Aguiar","J. R. Guillaumon","s/n","2002","10","06",NA,"Brasil","SP","Valinhos","Estação ecológica, estrada dos fundos, borda de mata natural.","-46.9900016784668","-22.9699993133545",NA,NA,NA,NA,NA,NA,NA,"2002","12075","auto","10","30",NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:06:07-03","NBC","NL-BOTANY","U.1442916","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Plant bras. 2 sec.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442916 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442916","NL-U1442916",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-02-08 10:06:31-03","NBC","NL-BOTANY","L.2515779","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","springiana","Eugenia springiana","O.Berg",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2515779 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2515779","NL-L2515779",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2020-11-04 11:14:27-03","ESALQ","ESA","13196","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","Meireles, L.D.","Martins, F. R. Tamashiro, J.Y.; Peixoto, A. L.","1611.0","1981","12","03",NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,"ESA013196",NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:27-03","ESALQ","ESA","18508","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","Gissi, D.S.","Barreto, K.D. et al.","1778.0","1994","01","12",NA,"Brasil","São Paulo","Itapira",NA,"-46.8199996948242","-22.4300003051758",NA,NA,"ESA018508","ESA018508",NA,NA,NA,"2011","19933","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:14:27-03","ESALQ","ESA","118678","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","Giaretta, A.","Giannotti, E.",NA,"1998","11","01",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA118678",NA,NA,NA,NA,"2015","44778","auto","05","01",NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:14:27-03","ESALQ","ESA","76138","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","Giaretta, A.","Moraes, P.L.R.","2494.0","2001","10","12",NA,"Brasil","São Paulo","São João da Boa Vista",NA,"-46.7900009155273","-21.9599990844727",NA,NA,"ESA076138","ESA076138",NA,NA,NA,"2015","17205","auto","05","01",NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:14:27-03","ESALQ","ESA","118285","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","Giaretta, A.","Sakita, M.N.",NA,"2005","10","01",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA118285",NA,NA,NA,NA,"2015","53584","auto","05","01",NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:14:27-03","ESALQ","ESA","97431","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","Giaretta, A.","Pastore, J.A. ; Moura, C.","1073.0","2001","08","17",NA,"Brasil","São Paulo","São Vicente",NA,"-46.3899993896484","-23.9599990844727",NA,NA,"ESA097431",NA,NA,NA,NA,NA,"25482","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:14:27-03","ESALQ","ESA","62153","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata",NA,"Mazine, F.F.","Sampaio, D. et al.","157.0","1999","01","12",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA062153",NA,NA,NA,NA,"2014","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 10:56:23-03","ESALQ","ESA","142910","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","F.F. Mazine","N.M. Ivanauskas","5017.0","2004","01","15",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA142910",NA,NA,NA,NA,"2014","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:14:27-03","ESALQ","ESA","93454","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","Giaretta, A.","Árbocz, G.F.","891.0","1997","10","08",NA,"Brasil","São Paulo","Socorro",NA,"-46.5200004577637","-22.5900001525879",NA,NA,"ESA093454","ESA093454",NA,NA,NA,"2015","17674","auto","05","01",NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:27-03","ESALQ","ESA","118284","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","Giaretta, A.","Guillaumon, J.R.",NA,"2002","10","01",NA,"Brasil","São Paulo","Valinhos",NA,"-46.9900016784668","-22.9699993133545",NA,NA,"ESA118284",NA,NA,NA,NA,"2015","12075","auto","05","01",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:27-03","ESALQ","ESA","83219","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","Sobral, M.","Chaddad Jr., J.","152.0","2002","12","26",NA,"Brasil","Minas Gerais","Lavras",NA,"-44.999698638916","-21.2453002929688",NA,NA,"ESA083219","ESA083219",NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 10:56:23-03","ESALQ","ESA","136337","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","V.S. Moreno","V.S. Moreno",NA,"2013","11","20",NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,"ESA136337",NA,NA,NA,NA,"2014","23696","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:14:27-03","ESALQ","ESA","107605","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata",NA,"Proença, C.","Proença, C.","3476.0","2008","01","07",NA,"Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,"ESA107605","ESA107605",NA,NA,NA,"2008","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 10:56:23-03","ESALQ","ESA","127300","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","Giaretta, A.","Santos, K.","4109.0","2001","09","13",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,"ESA127300",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:27-03","ESALQ","ESA","125610","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","Giaretta, A.","Santos, D.A.","33602.0","1905","06","15",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,"ESA125610",NA,NA,NA,NA,"2015","23900","auto","05","01",NA,NA,NA,NA,NA,NA
"31","2020-11-04 10:56:23-03","ESALQ","ESA","142909","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","F.F. Mazine","N.M. Ivanauskas","5020.0","2004","01","16",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA142909",NA,NA,NA,NA,"2014","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:14:27-03","ESALQ","ESA","118673","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","Giaretta, A.","Guillaumon, J.R.",NA,"2003","01","01",NA,"Brasil","São Paulo","Vinhedo",NA,"-46.9700012207031","-23.0300006866455",NA,NA,"ESA118673",NA,NA,NA,NA,"2015","9595","auto","05","01",NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:32:11-03","MN","R","9088","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.",NA,"Glaziou, A.F.M.","21196","1895","08","14",NA,"Brasil","Goiás","Mossamedes",NA,"-50.2150001525879","-16.1266994476318",NA,"Plantas do Brasil Central","R000009088","R000009088_001",NA,NA,NA,NA,"30139","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-07-02 14:03:06-03","JBP","HPL","9229","S","Plantae",NA,NA,"Myrtaceae","Calycorectes","acutatus","Calycorectes acutatus","(Miq.) Toledo","H. Lorenzi","H. Lorenzi","227","1993","07","02",NA,"Brasil","MG","Itamogi","Coletado no bosque das Pindaívas","-47.0483","-21.0781",NA,NA,NA,NA,NA,NA,NA,"1993","11256","auto","07","02",NA,NA,NA,NA,NA,NA
"35","2015-07-02 14:03:06-03","JBP","HPL","9743","S","Plantae",NA,NA,"Myrtaceae","Calycorectes","acutatus","Calycorectes acutatus",NA,"H. Lorenzi","H. Lorenzi","357","1993","09","17",NA,"Brasil","MG","Itamogi","Coletado no Bosque das Pindaívas.","-47.0483","-21.0781",NA,NA,NA,NA,NA,NA,NA,"1993","11256","auto","09","17",NA,NA,NA,NA,NA,NA
"36","2015-07-02 14:03:11-03","JBP","HPL","9129","S","Plantae",NA,NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","V.C. Souza","H. Lorenzi","99","1992","01","21",NA,"Brasil","MG","Itamogi","Bosque das Pindaívas.","-47.0483","-21.0781",NA,NA,NA,NA,NA,NA,NA,"2012","11256","auto","06","25",NA,NA,NA,NA,NA,NA
"37","2015-07-02 14:55:39-03","JBP","HPL","4244","S","Plantae",NA,NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","M. Sobral","H. Lorenzi","5149","2005","03","04",NA,"Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889",NA,NA,NA,NA,NA,"781","781","2012",NA,NA,"02","27",NA,"43° 18' 21,4 W","19° 19' 04,4 S",NA,NA,NA
"38","2015-07-02 14:03:05-03","JBP","HPL","5463","S","Plantae",NA,NA,"Myricaceae","Eugenia","acutata","Eugenia acutata","Miq.","V.C. Souza","G.F. Arbocz","2141","1996","01","11",NA,"Brasil","MG","Itamogi","Coletado no bosque das Pindaivas, a beira da estrada.","-47.0483","-21.0781",NA,NA,NA,NA,NA,NA,NA,"2012","11256","auto","06","25",NA,NA,NA,NA,NA,NA
"39","2015-07-02 14:03:11-03","JBP","HPL","5464","S","Plantae",NA,NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","V.C. Souza","H. Lorenzi","1062","1993","10","25",NA,"Brasil","SP","Mogi Mirim","Coletado no loteamento situado do lado esquerdo da rodovia Mogi Mirim-Itapira.","-46.95","-22.43",NA,NA,NA,NA,NA,NA,NA,"2012","19575","auto","06","25",NA,NA,NA,NA,NA,NA
"40","2015-07-02 14:03:11-03","JBP","HPL","5465","S","Plantae",NA,NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","V.C. Souza","H. Lorenzi","1214","1993","12","16",NA,"Brasil","SP","Mogi Guaçu","Coletado no arboreto da campininha.","-46.9422","-22.3722",NA,NA,NA,NA,NA,NA,NA,"2012","39309","auto","06","25",NA,NA,NA,NA,NA,NA
"41","2015-07-02 14:03:11-03","JBP","HPL","5466","S","Plantae",NA,NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","V.C. Souza","H. Lorenzi","1066","1993","10","26",NA,"Brasil","MG","Itamogi","Coletado no Bosque das Pindaíbas.","-47.0483","-21.0781",NA,NA,NA,NA,NA,NA,NA,"2012","11256","auto","06","25",NA,NA,NA,NA,NA,NA
"42","2015-07-02 14:03:11-03","JBP","HPL","9230","S","Plantae",NA,NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","V.C. Souza","H. Lorenzi","226","1993","07","02",NA,"Brasil","MG","Itamogi","Coletado no Bosque dos Sassáfras.","-47.0483","-21.0781",NA,NA,NA,NA,NA,NA,NA,"2012","11256","auto","06","25",NA,NA,NA,NA,NA,NA
"43","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0016931","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calycorectes","acutatus","Calycorectes acutatus","(Miq.) Toledo","M. Sobral, 1987.","G. Hatschbach","50792","1986","10","2",NA,"Brazil","Parana","Antonina","Porto das Mocas.","-48.7167","-25.45",NA,"Coor from www.fallingrain.com/world; Arvore 8m, flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:40:03-03","UFJF","CESJ","36182","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq","M. Sobral","L.C. Milhomens; F.G.Duval; C. Proença; J.A.Carvalho","22","2000","11","26","América do Sul","Brasil","Minas Gerais","Garapuava",NA,NA,NA,NA,"arvoreta 1.8m. Flor alva. Casca clara lisa s/esfoliar. Folha c/ nervação invisivel n/ face dorsal clara imperseotível n/ dorsa clara elevada n/ ventral","CESJ036182",NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-27 13:50:40-03","UFS","ASE","13429","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","Proença, C","Proença, C; Harris, SA","3476","2008","01","07","Southern America","Brasil","Minas Gerais","São Roque de Minas","RPPN Cachoeira do Cerradão.","-46.4","-20.137222",NA,"Árvore 5 m. Fruto alaranjado. Folhas novas alvo-rosadas. Frutos muito bonitos, com cor e textura lembrando a nêspera (Eryobotrium japonicum), de sabor adocicado insípido. Notas organolépticas ( Sistema 1-5 estrelas). SAH=1 estrela, CP","ASE0021285","ASE0021285",NA,NA,NA,"2008",NA,NA,NA,NA,NA,"-46.4","-20.137222",NA,NA,NA
"46","2021-03-01 16:36:02-03","UNICAMP","UEC","115116","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","acutatus","Calycorectes acutatus","(Miq.) Toledo","Aguiar, OT","Leite, EC","500","1999","04","02",NA,"Brazil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi","-46.25","-23.25",NA,"5m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.25","-23.25",NA,NA,NA
"47","2021-03-01 16:36:02-03","UNICAMP","UEC","176851","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","acutatus","Calycorectes acutatus","(Miq.) Toledo","Santos, K","Santos, K; Belinello, R","2794","2000","07","06",NA,"Brazil","São Paulo","Itatiba","Mata da Fazenda Malabar - mata da torre (Fragmento P4); área total:12,5ha.,","-46.883333","-22.916667",NA,"Árvore, semidecídua, córtex rugoso, madeira moderadamente pesada, altura total: 12m; altura do fuste: 1,8m; PAP: 58cm. 76-100% da copa infestada por lianas.; Floresta Estacional Semidecidual","UEC051260","UEC051260",NA,"808","808",NA,NA,NA,NA,NA,NA,"-46.883333","-22.916667",NA,NA,NA
"48","2019-08-20 10:20:51-03","UNICAMP","UEC","136932","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","acutatus","Calycorectes acutatus","(Miq.) Toledo","Kawasaki, ML","Santos, K","104","1996","10","18",NA,"Brazil","São Paulo","Campinas","Sousas, Mata Ribeirão Cachoeira. Floresta Estacional semidecidual. Interior de mata.","-46.932778","-22.836944",NA,"Árvore, 2,5 m. de altura, PAP 11 cm. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.932778","-22.836944",NA,NA,NA
"49","2021-03-01 16:36:02-03","UNICAMP","UEC","176847","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","acutatus","Calycorectes acutatus","(Miq.) Toledo","Santos, K","Santos, K; Belinello, R","397","1999","08","16",NA,"Brazil","São Paulo","Campinas","Mata Ribeirão da Cachoeira (Área C1); área total: 244,9ha.","-46.916667","-22.816667",NA,"Árvore semidecídua, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 10m; altura do fuste: 8,5m; PAP: 38cm.; Floresta estacional semidecidual.","UEC002869","UEC002869",NA,"653","653",NA,NA,NA,NA,NA,NA,"-46.916667","-22.816667",NA,NA,NA
"50","2021-03-01 16:36:02-03","UNICAMP","UEC","176848","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","acutatus","Calycorectes acutatus","(Miq.) Toledo","Santos, K","Santos, K; Belinello, R","461","1999","09","28",NA,"Brazil","São Paulo","Campinas","Mata do Macuco (Fragmento G1); área total: 41,8 ha.","-46.933333","-22.783333",NA,"Árvore semidecídua, zoocórica; córtex rugoso, madeira moderadamente pesada, altura total: 11m; altura do fuste: 10m; PAP: 35cm.; Floresta estacional semidecidual.","UEC023788","UEC023788",NA,"739","739",NA,NA,NA,NA,NA,NA,"-46.933333","-22.783333",NA,NA,NA
"51","2021-03-01 16:36:02-03","UNICAMP","UEC","176849","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","acutatus","Calycorectes acutatus","(Miq.) Toledo","Santos, K","Santos, K; Belinello, R","2965","2000","08","15",NA,"Brazil","São Paulo","Campinas","Mata da Fazenda Capoeira Grande (fragmento M1); área total: 19,9ha","-46.9","-22.866667",NA,"Árvore semidecídua, zoocórica; córtex rugoso, madeira moderamente pesada; altura total 8m; altura do fuste: 6m; PAP: 26cm. 26-50% da copa infestada por lianas.; Floresta estacional semidecidual","UEC021159","UEC021159",NA,"885","885","2000",NA,NA,"08","15",NA,"-46.9","-22.866667",NA,NA,NA
