"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","previousCatalogNumber","typeStatus","coordinatePrecision","geoFlag","individualCount","fieldNumber","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","669767","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","santosii","Solanum santosii","S.Knapp","M. H. Nee","A. M. V. de Carvalho","6128","1995","10","10","South America","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. Ca. 7km na estrada Serra Grande/Itacaré. Local do Inventário Florestal.","-39.2842","-14.5933",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669767","NY00669767_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","669768","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","santosii","Solanum santosii","S.Knapp","M. H. Nee","J. G. Jardim","613","1995","02","16","South America","Brazil","Bahia","Ilhéus","Cidade de Ilhéus. Mata da Esperança. Entrada a 2km a partir da antiga ponte do Rio Fundao.","-39.0692","-14.7819",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542257' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669768","NY00669768_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-02-10 11:46:46-02","BM","SOLANACEAE_SOURCE_BR","15494","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","santosii","Solanum santosii","S.Knapp","Knapp, S.","Jardim, J.G.; Sant'Ana, S.C.; Juchum, F.","3165","2000","11","03","Southern America","Brazil","Bahia",NA,"Riberao do Largo, Rod. Itambé/Encruzilhada, entrada para faxendas de café 22.3 km","-40.751111","-15.328333","880","880",NA,"arvore ca. 7 m alt; folhas verdes concoloras; flores em corola branca; Regio da Tomba","BM000846518",NA,"Dicotyledoneae","2006","01","01","-40.751111","-15.328333",NA,NA,NA,NA,NA,NA,NA
"14","2015-02-10 11:46:47-02","BM","SOLANACEAE_SOURCE_BR","74171","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","santosii","Solanum santosii","S.Knapp",NA,"Agra, M.F.; Daneu, L.; Bohs, L.","7210","2009","12","07","Southern America","Brazil","Bahia",NA,"CEPLAC, km 22 on road from Ilhéus to Itabuna. Parque Zoobotanico (Quadra D)","-39.223611","-14.783167","10","20",NA,"Small tree 1.5 m tall. Corollas greenish-white; anthers yellow. Calyx lobes cucullate, forming knobs like those of Solanum pastillum.; Mata atlântica. Trail leading into forest surrounding old cacao plantation.",NA,NA,"Dicotyledoneae",NA,NA,NA,"-39.223611","-14.783167",NA,NA,NA,NA,NA,NA,NA
"15","2015-02-10 11:46:46-02","BM","SOLANACEAE_SOURCE_BR","73041","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","santosii","Solanum santosii","S.Knapp","Knapp, S.","Cardoso, D.; Costa, T.; Cordeiro, D.P.; Souza Junior, E.; Costa, J.R.","377","2005","03","26","Southern America","Brazil","Bahia","Rui Barbosa","Serra do Orobó, Fazenda Boa Jardim, estamcias Baleeiro","-40.4825","-12.332222","653","653",NA,"arbusto ca. 2 m; fohlas papiraceas con face adaxial um pouco verde-brihante; frutos inmaduros verdes (DNA); floresta estacional semidecidual",NA,NA,"Dicotyledoneae","2013","11",NA,"-40.4825","-12.332222","118264",NA,NA,NA,NA,NA,NA
"16","2015-02-10 11:46:47-02","BM","SOLANACEAE_SOURCE_BR","74171","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","santosii","Solanum santosii","S.Knapp",NA,"Agra, M.F.; Daneu, L.; Bohs, L.","7210","2009","12","07","Southern America","Brazil","Bahia",NA,"CEPLAC, km 22 on road from Ilhéus to Itabuna. Parque Zoobotanico (Quadra D)","-39.223611","-14.783167","10","20",NA,"Small tree 1.5 m tall. Corollas greenish-white; anthers yellow. Calyx lobes cucullate, forming knobs like those of Solanum pastillum.; Mata atlântica. Trail leading into forest surrounding old cacao plantation.",NA,NA,"Dicotyledoneae",NA,NA,NA,"-39.223611","-14.783167",NA,NA,NA,NA,NA,NA,NA
"17","2015-02-10 11:46:46-02","BM","SOLANACEAE_SOURCE_BR","73081","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","santosii","Solanum santosii","S.Knapp","Knapp, S.","Santos, T.S. dos","3797","1982","09","10","Southern America","Brazil","Bahia","Ilhéus","CEPEC, km 22 Rodovia Ilheús/Itabuna (BR 415), quadra D (inventario florestal)","-39.0494","-14.7889","50","50",NA,"arbusto 3 m por 2 cm diam.; flores esveradas estames e anteras amarelas; mata higrofila sul Bahiana",NA,NA,"Dicotyledoneae","2013","11",NA,NA,NA,"30023","holotype","61245","auto",NA,NA,NA
"18","2015-02-10 11:46:46-02","BM","SOLANACEAE_SOURCE_BR","27745","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","santosii","Solanum santosii","S.Knapp","Knapp, S.","Maas, P.J.M.; Maas, H.; Hage, J.L.","6976","1987","11","24","Southern America","Brazil","Bahia","Ilhéus","Grounds of CEPEC (km 22 of road BR-415, from llhéus to Itabuna).","-39.0494","-14.7889",NA,NA,NA,"Shrub, 2 m tall, calyx pale green, glandular at the apex, corolla green.; Old, forested cacao plantation.",NA,NA,"Dicotyledoneae","2007","07",NA,NA,NA,"1995979",NA,"61245","auto",NA,NA,NA
"19","2020-02-08 10:36:30-03","NBC","NL-BOTANY","U.1738801","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","santosii","Solanum santosii","S.Knapp",NA,"Maas PJM; Maas-van de Kamer H; Hage JL",NA,"1987","11","24","Southern America","Brazil",NA,NA,"Bahia: Mun. de Ilheus grounds of Cepec km 22 of road BR 415, from Ilheus to Itabuna.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1738801 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1738801","NL-U1738801","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-02-15 11:50:59-02","IPA","IPA","41563","S","Plantae","Plantae",NA,"Solanaceae","Solanum","santosii","Solanum santosii","S. Knapp","Stehmann, J.R.","Pinto, G.C.P.","433","1981","10",NA,"Southern America","Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,"Hábito: subarbusto. Sob a sombra de grandes árvores.","IPA0041563",NA,NA,"2017","04","26",NA,NA,NA,NA,"26018","auto",NA,NA,NA
"21","2020-12-11 11:42:23-03","UFMG","BHCB","111949","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,NA,"Neves, MLC; Jardim, J; Lima, J","70","2004","07","19","Southern America","Brasil","Bahia","Santa Teresinha","Serra da Jibóia","-39.476944","-16.869722",NA,NA,NA,"Arbusto com ca. 2 m. Ramos com frutos imaturos verde-escuro.","BHCB017133",NA,NA,"2013",NA,NA,"-39.476944","-16.869722",NA,NA,NA,NA,NA,NA,NA
"22","2015-12-27 05:33:00-02","MO","MOBOT","2993065","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii","S. Knapp","Sandra knapp","Scott A. Mori|Jacquelyn A. Kallunki|T. D. Pennington","Mori 9299","1978",NA,NA,"South America","Brazil",NA,NA,"Municipio de Una. Rodovia BA-265. a 23km de Una. Região de Mata Higrófila Sul Baina. 50 a 75m alt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2012-10-17 05:07:00-03","MO","MOBOT","2993479","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii","S. Knapp","S. Knapp","Talmon S. dos Santos","Santos 3405","1978","12","5","South America","Brazil",NA,NA,"Município de Ilhéus, Área do Cepec, quadra D. plantação de cacau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"24","2019-11-13 11:32:18-03","USP","SPF","188099","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii","S.Knapp","Stehmann, JR","Paixão, JL","858","2006","03","19",NA,"Brasil","Bahia","Almadina","Serra do Corcovado","-39.6025","-14.703611","300","900",NA,NA,"SPF00188099","SPF00188099",NA,"2016","09",NA,"-39.6025","-14.703611",NA,NA,NA,NA,NA,NA,NA
"25","2020-07-10 11:20:41-03","UEFS","HUEFS","121254","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","santosii","Solanum santosii","S.Knapp","J.R.Stehmann","Neves, M.L.C.","70","2004","07","19",NA,"Brasil","Bahia","Santa Terezinha","Serra da Jibóia.","-39.476944","-12.869722",NA,NA,NA,"Mata.","HUEFS0121254","HUEFS0121254 HUEFS0121254_e1","Asteranae","2013",NA,NA,"39W28'37''","12S52'11''",NA,NA,NA,NA,NA,NA,NA
"26","2019-01-23 11:19:15-02","F","FMNH-SEEDPLANTS","V0073397F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,NA,"T. S. dos Santos","3797","1982","9","10","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0073397F","V0073397F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA
"27","2015-03-07 08:32:15-03","F","FMNH-SEEDPLANTS","V0146345F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0146345F","V0146345F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-03-07 08:32:15-03","F","FMNH-SEEDPLANTS","V0146346F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0146346F","V0146346F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-03-07 08:32:15-03","F","FMNH-SEEDPLANTS","V0146347F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0146347F","V0146347F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2018-05-14 15:58:20-03","F","FMNH-SEEDPLANTS","V0176277F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"RRC ID Flag","J. L. Hage","630",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,NA,NA,"V0176277F","V0176277F_01 V0176277F_02","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"630",NA
"31","2015-03-07 08:32:15-03","F","FMNH-SEEDPLANTS","V0146344F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0146344F","V0146344F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-23 12:23:22-03","CEPLAC","CEPEC","118264","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"S. Knapp","D. Cardoso","377","2005","03","26",NA,"Brasil","Bahia","RUY BARBOSA","Serra do Orobó. Fazenda Bom Jardim. Estâncias Bleeiro.","-40.4825","-12.332222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W28'57","12S19'56",NA,NA,NA,NA,NA,NA,"30/12/2013"
"33","2020-07-23 12:23:22-03","CEPLAC","CEPEC","63816","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"M. Nee","J. G. Jardim","613","1995","02","16",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão.","-39.069167","-14.781944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,NA,"30/12/1995"
"34","2020-07-23 12:23:22-03","CEPLAC","CEPEC","66681","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","A. M. de Carvalho","6128","1995","10","10",NA,"Brasil","Bahia","URUÇUCA","Ca. 7Km na estrada Serra Grande/Itacaré. Local do Inventário Florestal.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA,"30/03/1999"
"35","2020-07-23 12:23:22-03","CEPLAC","CEPEC","82024","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"M. de F. Agra","A. M. Amorim","2621","1981","12","09",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada a ca. 7,5Km da Rod. Jussari, Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,NA,NA,NA,"30/12/2009"
"36","2020-07-23 12:23:22-03","CEPLAC","CEPEC","84295","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"B. Clifton","J. G. Jardim","2407","2000","01","14",NA,"Brasil","Bahia","JUSSARÍ","Entrada a 7,5Km na Rod. Jussari/Palmira. Faz. Teimoso, 1,7Km da entrada. RPPN Serra do Teimoso. Parcela 29. Árvore 844.","-39.536111","-15.160278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W32'10","15S9'37",NA,NA,NA,NA,NA,NA,"30/12/2003"
"37","2020-07-23 12:23:22-03","CEPLAC","CEPEC","84310","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","J. G. Jardim","2595","2000","01","30",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança, parte W, acesso Rod. Ilheus/Itabuna. Banco da Vitória.","-39.083333","-14.775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'0","14S46'30",NA,NA,NA,NA,NA,NA,"30/12/2001"
"38","2020-07-23 12:23:22-03","CEPLAC","CEPEC","42746","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","P. J. M. Maas","6976","1998","01","29",NA,"Brasil","Bahia","ILHÉUS","Area do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"22/10/1996"
"39","2020-07-23 12:23:22-03","CEPLAC","CEPEC","41806","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","M. Sobral","5479","1987","03","01",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"30/12/1999"
"40","2020-07-23 12:23:22-03","CEPLAC","CEPEC","40100","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","J. L. Hage","2065","1986","06","10",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"30/10/1996"
"41","2020-07-23 12:23:22-03","CEPLAC","CEPEC","39801","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","J. L. Hage","2053","1986","06","05",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"30/10/1996"
"42","2020-07-23 12:23:22-03","CEPLAC","CEPEC","34903","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","R. Callejas","1538","1983","10","27",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"30/10/1996"
"43","2020-07-23 12:23:22-03","CEPLAC","CEPEC","30023","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"S. Knapp","T. S. dos Santos","3797","1982","09","10",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"Holótipo","61245","auto",NA,NA,"30/12/1988"
"44","2020-07-23 12:23:22-03","CEPLAC","CEPEC","27269","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","J. L. Hage","1599","1982","01","12",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"30/10/1996"
"45","2020-07-23 12:23:22-03","CEPLAC","CEPEC","27266","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"S. Knapp","J. L. Hage","1596","1982","01","12",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"Paratipo","61245","auto",NA,NA,"30/12/1988"
"46","2020-07-23 12:23:22-03","CEPLAC","CEPEC","23949","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"S. Knapp","J. L. Hage","630","1981","04","29",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"Paratipo","61245","auto",NA,NA,"30/12/1988"
"47","2020-07-23 12:23:22-03","CEPLAC","CEPEC","23746","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"S. Knapp","J. L. Hage","510","2003","02","05",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"Paratipo","61245","auto",NA,NA,"30/12/1988"
"48","2020-07-23 12:23:22-03","CEPLAC","CEPEC","56891","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","A. M. Amorim","901","1998","03","18",NA,"Brasil","Bahia","ITACARÉ","6Km da estrada Itacaré/Taboquinhas. Loteamento da Marambaia.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41230","auto",NA,NA,"30/12/1999"
