"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1921336","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","M. Sobral","J. R. Mattos","8872","1961","04","04","South America","Brazil","São Paulo","Juquiá","Juquiá, ca. de 8 km NE de cidade","-47.63","-24.32",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2271717' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921336","NY01921336_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01873542","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","M. Sobral","W. W. Thomas","13450","2003","03","19","South America","Brazil","Bahia","Ibirapitanga","23 km N of Itamarati on BR 101, then 6.8 km E on road to Embratel Tower. Reserva Municipal Cachoeira do Pau","-39.4592","-13.8908","690","690","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=622938' target='other'> <mi>dwc_moreinfo</mi></a>","NY01873542","NY01873542_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:20:23-03","UFRJ","RFA","25333","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O.Berg","G. M. Barroso","A. Quinet","378 ( 08/23)","2000","07","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vargem Grande.","-43.2075004577637","-22.9027996063232","250","250",NA,"Árvore, 6m de altura, 22cm de DAP, folha verde discolor, flor alva, fruto verde, comum no local.","RFA42057",NA,"2000","08","17","43º30'93''W","22º57'99''S","57442","auto",NA,NA,NA,NA,NA
"14","2020-06-29 11:31:37-03","UFRJ","RFA","39668","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O.Berg","Marcelo Sousa","Finotti R.; Caruzo J.","110",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Interior de fragmento florestal cujo o entorno é ocupado por várias pequenas propriedades, antigo assentamento do INCRA","-42.845833","-22.577222","50","50",NA,"Arvore de 6 metros de altura e PAP de 29,7cm.","RFA24692",NA,NA,NA,NA,"42º50'45''W","22º34'38''S",NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:31:37-03","UFRJ","RFA","40481","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O.Berg","Souza, M.C.","Konno, T.U.P.; Silva, M.F.O., Galvão, M.N.","1184","2009","07","16",NA,"Brasil","Rio de Janeiro","Macaé","Lagomar, Petrobrás, Terminal Cabiúnas (TECAB).","-41.435278","-22.172778",NA,NA,NA,NA,"RFA33119",NA,"2011","11","12","41º26'7''W","22º10'22''S",NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:31:37-03","UFRJ","RFA","15284","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O.Berg","A. Giaretta","P. Occhioni","6104","1974","09","00",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos. Próximo Morro do Garrafão","-42.9655990600586","-22.4122009277344","600","600",NA,"Arvoreta de flor creme-esverdeada","RFA13337",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"17","2021-03-30 12:45:56-03","EAO","IAN","26640","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","Berg",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN026640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2014-08-26 09:10:40-03","EBDA","BAH","10186","S","Plantae",NA,NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O. Berg","Stadnik, A.","Jesus, N.G.","1345","2001","04","08",NA,"Brasil","Bahia","Jacobina","Mata dos Bandeirantes (futura reserva bBiológica dos Bandeirantes).","-40.485278","-11.151389","810","810",NA,"Árvore ca. De 8m de altura, caule vermelho. Folhas criáceas. Cálice verde. Frutos jovens longo-pedunculados.",NA,NA,"2014","07",NA,"40W 29' 07","11S 09' 05",NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:21:17-03","UFBA","ALCB","036545","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O.Berg","Neves, PS","Harley, RM; Nic Lughadha, E; Soffiatti, P; França, F; Gasson, P","PCD5890","1997","02","27","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41","-12",NA,NA,NA,"15,00 m, tronco com casca lisa, acinzentada, desfoliando, áreas vermelho-alaranjadas.","ALCB058426",NA,"2019","04","23","-41","-12",NA,NA,NA,NA,NA,NA,NA
"20","2021-02-24 18:14:02-03","UFBA","ALCB","42645","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O.Berg",NA,"Stradmann, MTS; Poveda, A","0574","1998","01","07","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Parque Municipal de MucugÆ/Projeto Sempre Viva. BA - Km 42 a 46. Mata de Zé Leandro","-41.316667","-12.983333",NA,NA,NA,"ca 2,0 m. Terrestre. Folhas membran ceas, disc¢lores. Flores diminutas. Ocasional.; Vegeta!Æo predominantemente herb cea. Solo arenoso associados a afloramentos rochosos.","ALCB057942",NA,"2019",NA,NA,"-41.316667","-12.983333",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:21:18-03","UFBA","ALCB","112341","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","Giaretta, A","Stadnik, A; Vieira, TL; Moura, L","60","2012","01","12","Southern America","Brasil","Bahia","Jacobina","Estancia dos Bandeirantes.","-40.5182991027832","-11.1806001663208",NA,NA,NA,"ca. 5m alt. Folhas discolores. Frutos verdes imaturos, roxos maduros.","ALCB044713",NA,"2019","05","17",NA,NA,"62396","auto",NA,NA,NA,NA,NA
"22","2019-10-09 11:21:18-03","UFBA","ALCB","036485","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","Giaretta, A","Giulietti, AM; Funch, L","PCD1572","1995","02","05","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.45","-12.433333","700","700",NA,"7,00 m.; Mata de grotão em local muito úmido, com açaí de até 30 m de altura, imbés e ciclantera. Afloramentos rochosos de arenito.","ALCB058193",NA,"2019","05","17","-41.45","-12.433333",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:21:18-03","UFBA","ALCB","037793","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","Giaretta, A","Bautista, HP; Harley, RM; Hind, DJN; Smith, S; Giulietti, AM","PCD&nf;3482","1996","07","08","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41","-12",NA,NA,NA,"até 5,00 m. folhas coriáceas, discolores, faces adaxial verde-escura e abaxial verde-clara. Fruto deiscente com exocarpo passando de vermelho a negro, mesocarpo carnoso vermelho; geralmente 1-2 sementes brancas. Frequente.; Floresta ú","ALCB058190",NA,"2019","05","17","-41","-12",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:21:18-03","UFBA","ALCB","48113","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","Giaretta, A","Ferreira, MC; Pereira, A; Costa, J; Melo, E","PCD1810","1995","04","25","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Morro do Pai Inácio, entrada de mata de grotão, fenda da Serra do Brejão","-41.452778","-12.456944","980","980",NA,"15,00 m. Folhas simples. Botões florais e flores alvas. Frutos jovens, verdes, manchas vináceas. Frequente.; Vegetação arbórea aberta, com muita umidade, epífitas e palmeiras do gênero Euterpe. Afloramentos rochosos de arenito com sol","ALCB058191",NA,"2019","05","17","-41.452778","-12.456944",NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:21:18-03","UFBA","ALCB","55650","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","Giaretta, A","Jesus, NG de; Ribeiro, T; Bautista, HP; Tourinho, R","1345","2001","04","08","Southern America","Brasil","Bahia","Jacobina",NA,"-40.485278","-11.151389",NA,NA,NA,"Árvore com ca. de 8 m de altura, caule vermelho. Folhas coriáceas. Cálice verde. Frutos jovens longo-pedunculados.","ALCB058192",NA,"2019","05","17","-40.485278","-11.151389",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 10:56:24-03","ESALQ","ESA","135444","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O. Berg","M. Souza","L.B. Pimentel",NA,"2013","09","26",NA,"Brasil","Rio de Janeiro","São Pedro da Aldeia",NA,"-42.1027984619141","-22.8391990661621",NA,NA,NA,NA,"ESA135444",NA,"2014",NA,NA,NA,NA,"20879","auto",NA,NA,NA,NA,NA
"27","2020-11-04 10:56:24-03","ESALQ","ESA","137387","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O. Berg.","M.C. Souza","R.D. Ribeiro","303.0","2004","07","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Mariane","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"ESA137387",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"28","2020-11-04 11:14:42-03","ESALQ","ESA","97525","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","zuccarinni","Eugenia zuccarinni","Berg.","Sobral, M.","Mattos, J. Handro, O.","8872.0","1961","04","04",NA,"Brasil","São Paulo","Juquiá",NA,"-47.6300010681152","-24.3199996948242",NA,NA,NA,NA,"ESA097525","ESA097525",NA,NA,NA,NA,NA,"32505","auto",NA,NA,NA,NA,NA
"29","2019-08-27 13:31:22-03","IAP","PACA-AGP","65888","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","oxyphylla","Eugenia oxyphylla","O. Berg","C. D. Legrand","Reitz & Klein","5578","1957","11","06",NA,"Brasil","SC","Joinville","Estrada Dona Francisca","-48.8456001281738","-26.3043994903564","600","600",NA,"10m de altura e fruto maduro roxo-escuro. HBR 15075. Habitat: mata Hábito: árvore","PACA065888",NA,"1958",NA,NA,NA,NA,"37150","auto","Magnoliatae",NA,NA,NA,NA
"30","2019-08-27 13:31:22-03","IAP","PACA-AGP","65873","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O. Berg","C. D. Legrand","Reitz & Klein","5813","1957","12","21",NA,"Brasil","SC","São Francisco do Sul","Porto do Palmital, Garuva","-48.6380996704102","-26.2432994842529","10","10",NA,"8m de altura e fruto maduro alaranjado. HBR 15110. Habitat: capoeirão Hábito: arvoreta","PACA065873",NA,"1958",NA,NA,NA,NA,"23627","auto","Magnoliatae",NA,NA,NA,NA
"31","2021-03-24 17:09:33-03","UFES","SAMES","7073","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O.Berg",NA,"Saporetti,A.M.J.","85","2017","05","30",NA,"Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,"Frutos verdes. Habito: Árvore","SAMES07073",NA,NA,NA,NA,"-394636111.0","-183844444.0","41644","auto",NA,NA,NA,NA,NA
"32","2021-03-24 17:09:34-03","UFES","SAMES","3958","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","Souza,M.","Ribeiro,M.; Broggio,I.S.;Fanticelle,B.S.","331","2010","11","02",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica Córrego do Veado. Floresta Atlântica de Tabuleiro, Estrada a direita da sede da reserva; próximo ao Córrego do Veado.","-40.2132987976074","-18.3703002929688",NA,NA,NA,"Fruto vinoso avermelhado quando maduros. Habito: Árvore","SAMES03958",NA,"2014","02","24",NA,NA,"28525","auto",NA,NA,NA,NA,NA
"33","2019-11-21 14:40:08-03","UFJF","CESJ","33132","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","DC.","M. Sobral","G. Hatschbach; et al.","71839","2000","12","12","América do Sul","Brasil","Santa Catarina","Laguna","Praia da Galheta","-48.7807998657227","-28.4825000762939",NA,NA,NA,"arbusto 2,5m flor alva. dunas fixas.","CESJ033132",NA,"2001",NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA,NA
"34","2019-11-27 13:50:51-03","UFS","ASE","33211","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O.Berg","Proença, C","Almeida, ES","429","2014","08","05","Southern America","Brasil","Sergipe","Nossa Senhora das Dores","Solo pedregoso.","-37.193056","-10.491944",NA,NA,NA,"Árvore, com aproximadamente 1,70 metros, casca externa cinza e interna verde e fina, frutos maduros, arredondados vermelhos , carnosos e com polpa, número do conglomerado: 69, coordenadas UTM do ponto central: E (0690462m) N (8845413m","ASE0009211","ASE0009211","2015","05","25","-37.193056","-10.491944",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-27 13:50:51-03","UFS","ASE","7267","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O.Berg","Proença, C","Viana, G; Umbelino, PC","3","2000","08","03","Southern America","Brasil","Sergipe","Malhador","Jacarecica, Área de enchimento do lago.","-37.304444","-10.658056",NA,NA,NA,"Hábito - Árvore.; Hábito - Árvore.; Mata Atlântica.","ASE0026051","ASE0026051","2017","10","18","-37.304444","-10.658056",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-27 13:50:51-03","UFS","ASE","32562","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O.Berg","Dantas, FS","Santana, JP; Silva, TR","259","2014","06","02","Southern America","Brasil","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura","-37.083","-10.5034",NA,NA,NA,"Árvore, ca 4m. Frutos maduros vermelhos.","ASE0004121","ASE0004121","2019","11","12","-37.083","-10.5034",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:36:23-03","UNICAMP","UEC","24554","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O.Berg","Sobral, M","Mori, SA; Benton, F","12996","1979","11","10",NA,"Brazil","Bahia","Ilhéus","Estrada entre Sururú e Vila Brasil, a 6-14km de Sururú. A 12-20km ao SE de Buerarema.","-39.0494003295898","-14.7889003753662","100","100",NA,"Árvore, 15m x 25cm.; REgião de Mata Higrófila Sul-Baiana. Mata em via de destruição.",NA,NA,"1990",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA
"38","2021-03-01 16:36:23-03","UNICAMP","UEC","24555","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","rostrata","Eugenia rostrata","O.Berg","Sobral, M","Mori, SA; Benton, F","12869","1979","10","27",NA,"Brazil","Bahia","Ilhéus","Estrada entre Sururú e Vila Brasil, a 6-14km de Sururú. A 12-20km ao SE de Buerarema.","-39.0494003295898","-14.7889003753662","100","100",NA,"Árvore; 9m x 20cm. Casca acidentada, com fissuras verticais.; REgião de Mata Higrófila Sul-Baiana. Mata em via de destruição.",NA,NA,"1990",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA
"39","2020-04-27 16:10:47-03","UFES","VIES","32614","S","Plantae",NA,NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","A. Giaretta","Gomes, J.M.L.","3955","2010","11","08",NA,"Brasil","Espírito Santo","Aracruz","Vila do Riacho.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"VIES032614","VIES032614","2017","09",NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA
"40","2020-04-27 16:10:47-03","UFES","VIES","38538","S","Plantae",NA,NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","A. Giantta","Dal col, A.C.S.; Cardoso, W.C.","376","2015","06","07",NA,"Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES038538",NA,"2017","09",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"41","2020-04-27 16:10:47-03","UFES","VIES","11171","S","Plantae",NA,NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","A. Giaretta","Gomes, J.M.L.","2225","1996","10","14",NA,"Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES011171","VIES011171","2017","09",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"42","2020-04-27 16:10:47-03","UFES","VIES","15450","S","Plantae",NA,NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","A. Giaretta","Fabris, L.C.","823","1992","05","15",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES015450","VIES015450","2017","09",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"43","2020-04-27 16:10:45-03","UFES","VIES","10833","S","Plantae",NA,NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","A. Giaretta","Assis, A.M.; Pereira, O.J.","619","1998","09","05",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES010833","VIES010833","2017","09",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"44","2020-04-27 16:10:47-03","UFES","VIES","6427","S","Plantae",NA,NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","A. Giaretta","Rosa, L.V.","277","1992","08","12",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES006427","VIES006427","2017","09",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"45","2020-04-27 16:10:47-03","UFES","VIES","6406","S","Plantae",NA,NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","A. Giaretta","Rosa, L.V.","255","1992","08","07",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES006406","VIES006406 VIES006406_1","2017","09",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"46","2020-04-27 16:10:47-03","UFES","VIES","6424","S","Plantae",NA,NA,"Myrtaceae","Eugenia","zuccarinii","Eugenia zuccarinii","O.Berg","A. Giaretta","Rosa, L.V.","265","1992","08","12",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES006424","VIES006424","2017","09",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
