"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","relatedCatalogItem","infraspecificEpithet","typeStatus"
"11","2020-02-08 09:32:00-03","NBC","NL-BOTANY","U.1341569","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler",NA,"Hatschbach GG",NA,"1962","10","19","Southern America","Brazil",NA,NA,"Est Parana (Brasil) Mun Prudentopolis. Serra da Esperanca.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1341569 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1341569","NL-U1341569",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:32:00-03","NBC","NL-BOTANY","WAG.1827051","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler",NA,"Hatschbach GG",NA,"1970","11","18","Southern America","Brazil",NA,NA,"Sertão de 6ima (mun. Jaguaraiva) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1827051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1827051","NL-WAG1827051",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:32:00-03","NBC","NL-BOTANY","WAG.1827052","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler",NA,"Hatschbach GG",NA,"1973","08","14","Southern America","Brazil",NA,NA,"Morros (mun. Castro) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1827052 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1827052","NL-WAG1827052",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:32:00-03","NBC","NL-BOTANY","WAG.1827054","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler",NA,"Hatschbach GG",NA,"1962","10","19","Southern America","Brazil",NA,NA,"Est Parana (Brasil) Mun Prudentopolis. Serra da Esperanca.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1827054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1827054","NL-WAG1827054",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:32:00-03","NBC","NL-BOTANY","WAG.1827055","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler",NA,"Hatschbach GG",NA,"1969","12","13","Southern America","Brazil",NA,NA,"Fortaleza (mun. Ponta Grossa) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1827055 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1827055","NL-WAG1827055",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:11:16-03","ESALQ","ESA","40477","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wichler",NA,"Chung, F.; Matos, J.; Schmidt, M.; Gandara, F.; Ivanauskas, N.M.; Vanini, A.; Souza, J.P.; Souza, V.C.; Tamashiro, J.Y.; Rodrigues, R.R.","26.0","1997","12","10",NA,"Brasil","São Paulo","Bom Sucesso de Itararé","Fazenda Nicolau. Campo, área com afloramentos rochosos","-490.905","-241.611",NA,"Erva, com tubérculos","ESA040477",NA,"-490,905","-241,611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:11:16-03","ESALQ","ESA","31811","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehl.","Hatschbach, G.","Ribas, O.S. et al.","897.0","1995","10","27",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,"ESA031811",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:11:16-03","ESALQ","ESA","21046","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehl.","Scaramuzza, C.A.M & Sanches, C.D.A.","Souza, V.C. et al.","7162.0","1994","11","13",NA,"Brasil","São Paulo","Bom Sucesso de Itararé",NA,"-49.1399993896484","-24.3099994659424",NA,NA,"ESA021046",NA,NA,NA,"14955","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:11:16-03","ESALQ","ESA","11817","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehl.","Miyagui, P.H. & Scaramuzza, C.A.M.","Souza, V.C. et al.","4125.0","1993","09","06",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA011817",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:11:16-03","ESALQ","ESA","85504","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens",NA,"Souza, V.C.","Paula-Souza, J.; Souza, V.C.; Mazine, F.F.; Lucas, E.; Romão, G.O.","3716.0","2003","11","13",NA,"Brasil","São Paulo","Bom Sucesso de Itararé","Ventania. Campo de altitude em escarpa íngreme, próximo a plantio de Pinus","-49.1399993896484","-24.3099994659424",NA,"Erva com tubérculo, flores vermelho-rosadas com pintas vináceas na fauce","ESA085504","ESA085504","-49,151,389","-24,269,722","14955","auto",NA,NA,NA,NA,"1120","1120",NA,NA,NA,NA,NA
"21","2020-11-04 11:11:16-03","ESALQ","ESA","69911","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehl.","Hatschbach, G.","Poliquesi, C.B. et al.","643.0","1999","11","24",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,"ESA069911","ESA069911",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:11:16-03","ESALQ","ESA","18079","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) H.E.Moore","Chautems, A.","Souza, V.C. et al.","7347.0","1994","11","14",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA018079",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:11:16-03","ESALQ","ESA","111261","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens",NA,"Oliveira, J.T. & Santos, F.B.","Silva, A.L.R.","12.0","2008","10","19",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA111261","ESA111261",NA,NA,"27729","auto","2008","10","25",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:11:16-03","ESALQ","ESA","21324","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehl.","Souza, V.C. & Souza, J.P.","Barreto, K.D. et al.","3265.0","1994","11","24",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA021324",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:11:16-03","ESALQ","ESA","11778","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehl.","Scaramuzza, C.A.M. & Miyagui, P.H.","Souza, V.C. et al.","4086.0","1993","09","06",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA011778",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:11:16-03","ESALQ","ESA","16886","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehl.","Scaramuzza, C.A.M & Miyagui, P.H.","Sakuragui, C.M. et al.","447.0","1993","10","02",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA016886",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:11:16-03","ESALQ","ESA","16885","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehl.","Scaramuzza, C.A.M & Miyagui, P.H.","Sakuragui, C.M. et al.","357.0","1993","10","02",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA016885",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-07-02 14:02:15-03","JBP","HPL","3028","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler","E.R. Salviani & H. Lorenzi","E.R. Salviani & H. Lorenzi","1795","2000","11","16",NA,"Brasil","PR","Vila Velha","Vegetando em arenito, nas proximidades da cidade, porém cultivada no Instituto Plantarum.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","11","16",NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-07-02 14:02:15-03","JBP","HPL","13131","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler",NA,"A. Campos-Rocha & H. Lorenzi","978","2012","10","24",NA,"Brasil","PR","Pinhão","Coletado em cultivo no Jardim Botânico da Copel, Faxinal do Céu, município de Pinhão - PR; originário do município de Ponta Grossa - PR, em área ca. 500 m da UHE Pitangui.","-51.6597","-25.6956",NA,NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-07-02 14:02:15-03","JBP","HPL","3030","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler","H. Lorenzi","H. Lorenzi","2398","2000","10","06",NA,"Brasil","PR","Ponta Grossa","Coletado no Parque de Vila Velha.","-50.1619","-25.095",NA,NA,NA,NA,NA,NA,"46557","auto","2000","10","06",NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-07-02 14:02:15-03","JBP","HPL","3029","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler","E.R. Salviani & H. Lorenzi","E.R. Salviani & H. Lorenzi","587","1999","11","07",NA,"Brasil","PR","Ponta Grossa","Coletada no parque de Vila Velha, vivendo sobre rochas.","-50.1619","-25.095",NA,NA,NA,NA,NA,NA,"46557","auto","1999","11","07",NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-07-02 14:02:15-03","JBP","HPL","13132","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","cf. canescens","Sinningia cf. canescens",NA,NA,"A. Campos-Rocha & H. Lorenzi","979","2012","10","24",NA,"Brasil","PR","Pinhão","Coletado em cultivo no Jardim Botânico da Copel, Faxinal do Céu; originário do município de Ponta Grossa - PR, em área ca. 500 m da UHE Pitangui. Possível híbrido entre S. canescens e macropoda.","-51.6597","-25.6956",NA,NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-20 21:17:56-03","UFV","VIC","31469","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler","Valente, G.E.","Valente, G.E.","2387","2006","08","22",NA,"Brasil","Minas Gerais","Viçosa","Horto Botânico, Próximo as 4 pilastras.","-42.8819007873535","-20.7539005279541",NA,"Planta proveniente do araná, cultivada no horto, ca 40 cm, indumento branco,consistência aveludada em toda parte aérea da planta, cálice verde e corola alaranjada,vistadas por formiguinhas pretinhas.","VIC031469",NA,NA,NA,"13937","auto","2006","08","22",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 14:37:24-03","UFJF","CESJ","33079","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Woehler","A. Chautems","J.M. Silva; E. Barbosa","3223","2000","09","22","América do Sul","Brasil","Paraná","Bocaiúva do Sul","Serra da Bocaina, Serra da Bocaina (Mun. Bocaiúva do Sul) Paraná.","-49.1150016784668","-25.2061004638672",NA,"Flor zarcão. Dos paredões rochosos; campo de altitude.","CESJ033079",NA,NA,NA,"61623","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:37:24-03","UFJF","CESJ","31786","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Woehler","G. Hatschbach","C. B. Poliquesi; J. Cordeiro; E. Barbosa","643","1999","11","24","América do Sul","Brasil","Paraná","Ponta Grossa","Buraco do Padre, Burraco do Padre (Mun. Ponta Gossa) Paraná.","-50.1618995666504","-25.0949993133545",NA,"Flor vermelha. Campos gerais. Afloramento de arenito.","CESJ031786",NA,NA,NA,"46557","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:37:24-03","UFJF","CESJ","38278","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Woehler","G. Hatschbach","O. S. Ribas; J.A.N. Batista; P. R. Silva","3720","2001","10","28","América do Sul","Brasil","Paraná","Ponta Grossa","Cachoeira do Sapeli, Rio São Jorge, Cachoeira do Sapeli, Rio São Jorge (Mun. Ponta Grossa) Paraná.","-50.1618995666504","-25.0949993133545",NA,"Rupicola; nas fendas das formações arenitica; flor vermelha com máculas punctiformes; folhas pubescentes e prateadas.","CESJ038278",NA,NA,NA,"46557","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-07 11:44:59-03","UFMS","CGMS","50728","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler","G. Hatschbach","E. Barbosa; J.M. Silva; E.M. Cunha","1695","2006","10","14",NA,"Brasil","Paraná","Jaguariaíva","Fazenda Samambaia.","-49.7057991027832","-24.2511005401611",NA,"Flor vermelha.","CGMS1080715",NA,NA,NA,"44368","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-20 10:15:43-03","UNICAMP","UEC","77834","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) H.E.Moore","Chautems, A","Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY","7347","1994","11","14",NA,"Brazil","São Paulo","Itararé","Estrada Itararé-Bonsucesso, Fazenda Santa Maria do Espinho.","-49.263056","-24.261667",NA,"flor, Erva, flores salmão. Afloramento rochoso. Campo natural com banhado e mata ciliar adjacentes.","UEC141410","UEC141410","-49.263056","-24.261667",NA,NA,"1997","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:15:43-03","UNICAMP","UEC","20758","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) H.E.Moore","Chautems, A","Kummrow, R","971","1975","11","03",NA,"Brazil","Paraná","Palmeira","Rodovia do Café","-50.0064010620117","-25.4293994903564",NA,"flor, Flor vermelha. Nas rochas da borda do Canion.","UEC141409","UEC141409",NA,NA,"35166","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-20 10:15:43-03","UNICAMP","UEC","5455","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) H.E.Moore","Chautems, A","Shepherd, GJ; Andrade, JB","6162","1977","11","05",NA,"Brazil","Paraná","Ponta Grossa","Estrada entre Ponta Grossa e ItararÃ©, k","-50.1618995666504","-25.0949993133545",NA,"flor, Erva de 30 cm. Flores vermelho-alaranjadas com manchas mais escuras. Em campo.","UEC141408","UEC141408",NA,NA,"46557","auto","1990",NA,NA,NA,"1100","1100",NA,NA,NA,NA,NA
"41","2020-10-14 10:01:53-03","FURB","FURB","32428","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler","Chautems A.","Verdi, M.; Martins, E.M. & Veiga, O.N.","5626","2010","08","31",NA,"Brasil","Paraná","Ponta Grossa","Arenitos / Parque Estadual de Vila Velha.","-49.9975","-25.2527778",NA,"Planta coletada sobre arenito Habitat: Estepe; Habito: erva terrícola; flor laranja","FURB26145","FURB26145","-49.9975000","-25.2527778",NA,NA,"2020","05","03",NA,"900","900",NA,NA,NA,NA,NA
"42","2021-03-16 17:52:44-03","UCS","HUCS","41241","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler","Chautems, A.","Pinto, L.R.","s.n.","1994","11","04",NA,"Brasil","Paraná","Tibagi","Canion Guartelá","-50.4136009216309","-24.5093994140625",NA,"ambiente rupestre",NA,NA,NA,NA,"56988","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-16 17:52:44-03","UCS","HUCS","41438","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler","Barbosa, E.","Silva, J.M.","7836","2011","09","20",NA,"Brasil","Paraná","Palmeira","Cercado","-50.0064010620117","-25.4293994903564",NA,"rupícola - flor zarcão; paredão rochoso",NA,NA,NA,NA,"35166","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-16 08:39:34-03","UTFPR","HCF","8242","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler.","J. Cordeiro & E. Barboza","M.G. Caxambu","2712","2009","10","16",NA,"Brasil","PR","Ponta Grossa","Buraco do Padre","-49.967833","-25.174472",NA,"erva heliófita, rupícola, gríseo-tomentosa. Flores vermelhas. Paredão de arenito.",NA,NA,"49°58'04,2 W","25°10'28,1 S",NA,NA,"2012",NA,NA,NA,"926","926",NA,NA,NA,NA,NA
"45","2019-08-16 08:39:34-03","UTFPR","HCF","6319","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler.","J. Cordeiro & E. Barboza","M.G. Caxambu","1846","2007","11","03",NA,"Brasil","PR","Ponta Grossa","Buraco do Padre","-49.968361","-25.174111",NA,"erva heliófita, rupícola. Flores vermelhas.",NA,NA,"49°58'06,1 W","25°10'26,8 S",NA,NA,"2008",NA,NA,NA,"922","922",NA,NA,NA,NA,NA
"46","2020-12-21 16:29:09-03","MBM","MBM","196896","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler","Dombrowski, L.T.","Dombrowski, L.T.","505",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Barigui","-49.2731018066406","-25.4277992248535",NA,NA,"MBM196896",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:29:09-03","MBM","MBM","320394","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler","Hatschbach, G.","Barboza, E.; Silva, J.M.; Cunha, E.M.; Silva, J.M.; Cunha, E.M.","1695","2006","10","14","Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Samambaia","-49.7057991027832","-24.2511005401611",NA,"Rupícola, flor vermelha.","MBM320394","MBM320394",NA,NA,"44368","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:29:09-03","MBM","MBM","32773","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","canescens","Sinningia canescens","(Mart.) Wiehler","Chautems, A.","Hatschbach, G.","35455",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Samambaia","-49.7057991027832","-24.2511005401611",NA,NA,"MBM032773","MBM032773",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
