"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","country","stateProvince","individualCount","occurrenceRemarks","identifiedBy","year","month","day","continentOcean","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber"
"11","2020-11-19 10:22:41-03","CPAP","CPAP","8155","PreserverdSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Pott, V. J.","1624","Brasil","PR",NA,"Erva 1-2m de altura, decumbente. FLOR: . FRUTO: . INTERESSE: ornamental.. FREQUÊNCIA: Cultivada. AMBIENTE: Mata raleada. SUBSTRATO: solo areno-argiloso. RELEVO: plano deprimido.","G. Hastchbach","1991","12","20",NA,"Morretes","Reserva Biológica Sapitanduva Degert Hatschbach","-48.766667","-25.533333",NA,NA,"900","900",NA,"48°46' W","25°32' S",NA,NA,NA,NA,NA,NA
"12","2015-07-02 13:40:07-03","JBP","HPL","6853","S","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia",NA,"A. Amaral Jr. & J.O. Mendonça et al.","407","Brasil","SP",NA,NA,"A. Amaral Jr.","1999","04","13",NA,"Panorama","Coletado na margem esquerda do Rio Paraná (Rio Anhúmas), dentro d'água - perto da foz, entre os municípios de Panorama-Caiuá. S 21° 59' 39,5; W 52° 18' 41,5.","-51.86","-21.35",NA,NA,NA,NA,NA,NA,NA,"1999","04","13","25925","auto",NA
"13","2019-11-21 14:30:50-03","UFJF","CESJ","40552","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","G. Hatschbach","40596","Brasil","Paraná",NA,"Ereta, 1,50m. Na borda da ilha, local fortemente borrifado com água dos saltos. Seiva altamente urticante.","S.Mayo","1977","12","12","América do Sul","Guaira","Sete Quedas","-54.2557983398438","-24.0799999237061",NA,"CESJ040552",NA,NA,"CESJ040552",NA,NA,NA,NA,NA,"33984","auto",NA
"14","2021-04-07 11:41:05-03","UFMS","CGMS","8277","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","407","Brasil","São Paulo",NA,NA,NA,"1999","04","13",NA,"São Paulo","Panorama-Caiuá, margem esquerda do Rio Paraná. Rio Anhúmas.","-52.3116667","-21.9944444",NA,"CGMS002867",NA,NA,NA,"-52,3116667","-21,9944444",NA,NA,NA,NA,NA,NA
"15","2019-08-16 08:38:22-03","UTFPR","HCF","15592","S","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","M.G. Caxambu","5801","Brasil","PR",NA,"subarbusto, ca. 1,80 m, heliófito, palustre. Flores alvas envoltas por bráctea verde. Em banhado paralelo ao Rio Ivaí.","M.G. Caxambu","2014","11","20",NA,"Fênix","RPPN Vila Rica - Propriedade de Bernard","-51.960194","-23.865389",NA,NA,"308","308",NA,"51°57'36,7 W","23°51'55,4 S","2014","11","20",NA,NA,NA
"16","2019-08-16 08:38:22-03","UTFPR","HCF","18491","S","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","E.L. Siqueira","1842","Brasil","PR",NA,"erva heliófita, ereta, ca. 0,60 m, palustre. Espigas alvas.","M.G. Caxambu","2015","11","26",NA,"Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha das","-54.431583","-25.656528",NA,NA,"185","185",NA,"54°25'53,7 W","25°39'23,5 S","2015","12","29",NA,NA,NA
"17","2020-12-21 16:13:17-03","MBM","MBM","403036","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Engels, M.E.; Lautert, M.; Lautert, M.","4048","Brazil","Mato Grosso",NA,"Erva. Caule cilíndrico, ereto, ca. 1m altura, 8cm de espessura. Folhas verdes. Inflorescência com espata verde clara. Espádice com base verde amarelada, zona masculina alva.; Floresta do Planalto dos Parecís, região de ecótono entr","Engels, M.E.","2015","11","20","Southern America","Nova Canaã do Norte","Resgate da Flora da UHE Colíder, Lote C de supressão","-55.729444","-10.999167",NA,"MBM403036","264","264","MBM403036","-55.729444","-10.999167","2015","11","20",NA,NA,NA
"18","2020-12-21 16:13:17-03","MBM","MBM","412218","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Engels, M.E.; Barreto, R.; Antoniazzi, S.A.; Barreto, R.; Antoniazzi, S.A.","3536","Brazil","Mato Grosso",NA,"Erva ereta as margens de riacho. Caule cilíndrico, verde, entre 5 e 8 cm de espessura. Folhas discolores, membranáceas. Infrutescência com espata constricta, verde. Espádice com frutos imaturos verdes, globosos (zonamasculina ausente","Engels, M.E.","2015","05","27","Southern America","Itaúba","Resgate de Flora da UHE Colíder, Lote G de supressão.","-55.2675","-11.011667",NA,"MBM412218","318","318","MBM412218","-55.2675","-11.011667","2015","05","27",NA,NA,NA
"19","2020-12-21 16:13:17-03","MBM","MBM","412219","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Engels, M.E.; Lautert, M.; Lautert, M.","4101","Brazil","Mato Grosso",NA,"Erva em ambiente paludoso, ensolarado. Caule ereto, cilíndrico, verde claro. Folhas verdes, levemente discolores, nervura na face abaxial levemente mais clara que o limbo. Inflorescência com pedúnculo verde, cilíndrico, espata pouco","Engels, M.E.","2014","11","20","Southern America","Itaúba","Resgate de Flora da UHE Colíder, Lote C de supressão.","-55.741111","-10.981389",NA,"MBM412219","268","268","MBM412219","-55.741111","-10.981389","2014","11","20",NA,NA,NA
"20","2020-12-21 16:13:17-03","MBM","MBM","150434","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Pott, A.; et al.; et al.","4684","Brazil","Mato Grosso do Sul",NA,NA,"Pott, A.","1989","03","12","Southern America","Corumbá","Fazenda Campo Dora, Nhecolândia","-57.6533012390137","-19.0091991424561",NA,"MBM150434",NA,NA,"MBM150434",NA,NA,NA,NA,NA,"295160","auto",NA
"21","2020-12-21 16:13:17-03","MBM","MBM","56148","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Hatschbach, G.","40596","Brazil","Paraná",NA,NA,"Mayo, S.","1977","12","12","Southern America","Guaíra","Sete Quedas","-54.2557983398438","-24.0799999237061",NA,"MBM056148",NA,NA,"MBM056148",NA,NA,NA,NA,NA,"33984","auto",NA
"22","2020-12-21 16:13:17-03","MBM","MBM","285748","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Kozera, C.","1817","Brazil","Paraná",NA,NA,"Ribas, O.S.","2003","01","24","Southern America","Vila Alta","Lagoa Azul","-53.7277984619141","-23.50830078125",NA,"MBM285748",NA,NA,"MBM285748",NA,NA,NA,NA,NA,"31931","auto",NA
"23","2021-02-11 17:17:54-03","UFPR","UPCB","91156","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Pereira S.F.","322","Brasil","Paraná",NA,"Folhas variegadas, látex incolor..","Pereira, S.F.","2014","01","14",NA,"Matinhos","Valeta de esgoto em frente ao Parque Estadual Rio da Onça","-48.5428009033203","-25.8174991607666",NA,"UPCB0028591",NA,NA,"UPCB0028591",NA,NA,"2014","02",NA,"15275","auto",NA
"24","2009-10-18 06:42:00-02","MO","MOBOT","350433","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Elsa M. Zardini|Tulio Tillería","Zardini 32240","Paraguay","Cordillera","4",NA,"T. Croat (MO), 1992 &","1992","6","25","South America",NA,"1 km NE of Nueva Colombia, on arroyo Mbaey. Peatbog.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2009-07-09 17:05:00-03","MO","MOBOT","1182314","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Gert G. Hatschbach","Hatschbach 40596","Brazil","Paraná",NA,NA,"T. Croat (MO)","1977","12","12","South America",NA,"Sete Quedas (Mpio. Guairá) Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-07-19 10:33:00-03","MO","MOBOT","1300058","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Thomas B. Croat","Croat 75212","Paraguay",NA,"6",NA,"Thomas B. Croat","1993","6","1","South America",NA,"Received from Elsa Zardini June 7, 1993. (Same locality as Zardini 32240.) Collected in Paraguay: Cordillera: 1 km NE of Nueva Colombia, on arroyo Mbaey Peatbo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2010-03-29 16:31:00-03","MO","MOBOT","1445161","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Rosa Guaglianone|et al.","Guaglianone 3022","Argentina","Misiones","1",NA,"E. Guaglianone (SI)","1995","11","23","South America",NA,"Dpto. San Ingacio: Parque Prov. Teyú Cuaré, Peñón de la Sierra Victoria, vertiente.","-54.9166667","-27.2666667",NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","1448156","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Émile Hassler","Hassler 2117","Paraguay",NA,NA,NA,"T. Croat (MO)","1886",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","1448157","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Émile Hassler","Hassler 2129","Paraguay","Cordillera",NA,NA,"T. Croat (MO)","1904",NA,NA,"South America",NA,"Cordillera Altos Swamps.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2009-05-15 13:24:00-03","MO","MOBOT","357390","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Pedro Jörgensen","Jörgensen 4600","Paraguay",NA,NA,NA,"T. Croat (MO)","1931","2",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2010-07-19 14:47:00-03","MO","MOBOT","357857","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Timothy C. Plowman|Gerrit Davidse|Nelson A. Rosa|Carlos S. Rosário|M.R. dos Santos","Plowman 8387","Brazil","Tocantins","1",NA,"T. Croat (MO)","1980","2","4","South America","Presidente Kennedy","Municipio Presidente Kennedy. Road from BR153 to Itaporã, 12 km W of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho. [as estado Goiás and BR010 in original field book].","-48.6447222","-8.4944444",NA,NA,"400.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"50"
"32","2008-05-27 22:02:00-03","MO","MOBOT","359069","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Elsa M. Zardini","Zardini 5169","Paraguay","Cordillera","1",NA,"T. Croat (MO), 1990 &","1988","6","25","South America",NA,"Cerro Zanja Jhú, 1 km East of road from Route 1 to Atyra, 3 kms before Atyra. In gallery forest.","-57.15","-25.21666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-35"
"33","2013-10-15 11:06:00-03","MO","MOBOT","359327","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Elsa M. Zardini|R. Velázquez","Zardini 20579","Paraguay","Cordillera","4",NA,"T. Croat (MO), 1991 &","1990","5","26","South America",NA,"1 km E of Nueva Colombia on road to Atyra. On a plain.","-57.2166667","-25.1666667",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"331"
"34","2008-05-27 22:02:00-03","MO","MOBOT","377730","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Elsa M. Zardini","Zardini 35894","Paraguay","Cordillera","4",NA,"T. Croat (MO), 1995 &","1993","6","1","South America",NA,"1 km NE of Nueva Colombia on Arroyho Mbaey. Gallery forest.","-57.28333","-25.18333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"821"
"35","2018-09-12 14:47:59-03","UNIOESTE","UNOP","1372","S","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Buturi, C.V.; Toderke, M.L.; Escher, A.; Toderke, M.L.; Escher, A.","72","Brasil","Paraná",NA,"Terrestre. Folha cartácea discolor, com máculas amarelas. Espata verde externamente e internamente. Espádice com gineceu amarelo e estames e estaminódios alvos.","Buturi, C.V.","2013","12","17",NA,"Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha das Bananeiras.","-54.433667","-25.656194",NA,NA,NA,NA,NA,"-54.433667","-25.656194","2013","12","17",NA,NA,NA
"36","2018-09-12 14:47:59-03","UNIOESTE","UNOP","7868","S","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Buturi, C.V.; Temponi, L.G.; Toderke, M.L.; Lautert, M.; Escher, A.; Temponi, L.G.; Toderke, M.L.; Lautert, M.; Escher, A.","5","Brasil","Paraná",NA,"Terrícola. Folha coriácea discolor. Espata verde externamente e verde amarelada internamente. Espádice em pós antese amarelado","Ferneda Rocha, L.C.; Buturi, C.V.","2013","02","13",NA,"Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha das Bananeiras, em uma sanga d'água.","-54.433667","-25.656194",NA,NA,NA,NA,NA,"-54.433667","-25.656194","2013","02","16",NA,NA,NA
"37","2019-03-08 14:15:14-03","UNIOESTE","UNOP","9511","S","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Rauber, C.R.; Zabotti, K.; Zabotti, K.","207","Brasil","Paraná",NA,"Subarbusto 1,5, caule verde, folha verde membranácea, espata verde, espadice branca","Rauber, C.R.","2018","11","29",NA,"Céu Azul","Parque Nacional do Iguaçu, trilha da Educação Ambiental","-53.8485984802246","-25.1466999053955",NA,NA,NA,NA,NA,NA,NA,"2018","12","06","51148","auto",NA
"38","2016-04-07 14:03:33-03","UNIOESTE","UNOP","72","S","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Ferneda Rocha, L.C.; Escher, A.; Boff, L.C.; Buturi, V.; Pereira, S.F.; Escher, A.; Boff, L.C.; Buturi, V.; Pereira, S.F.","268","Brasil","Paraná",NA,"Helófita. Espata verde externamente e no ápice internamente, na base alva. Espádice amarelo, porção masculina alva, ovário verde, estigma amarelo-crème em pré antese e castanho em pós antese, estaminódios alvos.","Temponi, L.G.","2013","08","31",NA,"Foz do Iguaçu","Parque Nacional do Iguaçu, atrás da escola parque.","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,NA,NA,"2013","08","01","39570","auto",NA
"39","2015-10-22 10:02:28-02","UNIOESTE","UNOP","2666","S","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Pereira, S.F.; Ferneda Rocha, L.C.; Engels, M.E.; Ferneda Rocha, L.C.; Engels, M.E.","322","Brasil","Paraná",NA,"Folhas variegadas, látex incolor.","Pereira, S.F.","2014","01","14",NA,"Matinhos","Em frente ao Parque Estadual Rio da Onça, margem do rio.","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,NA,NA,"2014","02","10","15275","auto",NA
"40","2020-08-31 09:18:46-03","INPA","INPA","119889","S","Plantae","Monocotyledon",NA,"Alismatales","Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Plowman, T","8387","Brasil","Goiás",NA,NA,"Gonçalves, EG","1980","02","04","Southern America","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feinho","-48.616667","-3.416667",NA,"INPA0119889","400","500","INPA0119889 INPA0119889_e INPA0119889_e1","-48.616667","-3.416667","2001","05",NA,NA,NA,NA
"41","2020-06-15 15:28:35-03","UNESP-RC","HRCB","45820","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Lombardi","6516","Brasil","Mato Grosso",NA,"Erva, tanto dentrod'água quanto fora, carnosa, corte com cheiro aliáceo, folhas e espatas verdes, flores masculinas e estaminadódios creme, ovário verde, estigma ocre, frutos imaturos verdes. Prensado","Gonçalves, E.G.","2006","12","17",NA,"Bom Jesus do Araguaia",NA,"-51.613833","-12.158389",NA,NA,"305","305",NA,"51º36'49.8W","12º09'30,2S","2006","12",NA,NA,NA,NA
"42","2021-01-26 11:46:29-03","IMA","MAC","35114","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Chagas-Mota; J.W.A.Silva; P.B.Alves","1622","Brasil","Alagoas",NA,"Erva aquática ca. 1 m de altura. Inflorescência salmão.; Mata Pluvial Atlântica.","E.C.O. Chagas","2009","01","10",NA,"São Luiz do Quitunde","Garabu.",NA,NA,NA,"MAC0035114",NA,NA,NA,NA,NA,"2009","01","10",NA,NA,NA
"43","2019-07-09 09:49:37-03","F","FMNH-SEEDPLANTS","V0472595F","PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia",NA,"P. Jörgensen","4600","Paraguay",NA,NA,NA,"RRC ID Flag","1930",NA,NA,"South America",NA,NA,"-58.1689","-23.2025",NA,"V0472595F",NA,NA,"V0472595F_01 V0472595F_02",NA,NA,NA,NA,NA,NA,NA,"4600"
"44","2020-05-08 15:59:33-03","F","FMNH-SEEDPLANTS","V0472596F","PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia",NA,"T. Plowman et al.","8387","Brazil",NA,NA,NA,NA,"1980","2","4","South America",NA,NA,"-52.8731","-10.8339",NA,"V0472596F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 17:28:29-03","UEM","HUEM","7622","S","Plantae",NA,NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Fachini, MP","185","Brasil","Paraná",NA,"Erva perene, caule verde com nós; deitado parcialmente; látex verde; flor ausente; solo sujeito a alagamento; rara ocorrência. Plantada na estufa da UEM.","Fachini, MP",NA,NA,NA,NA,"Porto Rico","rio Paraná, margem esquerda, próxima da margem, ponto 13","-53.2668991088867","-22.7721996307373",NA,"HUEM000027755",NA,NA,NA,NA,NA,"1999",NA,NA,"18063","auto",NA
"46","2019-11-01 15:12:49-03","UnB","UB","7991","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Gonçalves, EG; Oliveira, RS","169","Brasil","Maranhão",NA,"Folhas verde-fosco adaxialmente, mais claras abaxialmente.; Erva aquática emergente 1,5m; Brejo com buritis.","Gonçalves, EG","1998","01","19","Southern America","Loreto","Estrada Loreto - Buritirana","-47.180833","-7.060278",NA,"UB0000936",NA,NA,"UB0000936","-47.180833","-7.060278","2001","06",NA,NA,NA,NA
