"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","818016","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","H. S. Irwin","1964","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=855957' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818016","Magnoliophyta","Malpighiales","A.Juss.","C. E. Anderson","5926","Distrito Federal","Brasília","Parque Municipal do Gama, ca. 20 km S. of Brasília.","-48.0638","-16.01719",NA,NA,"NY00818016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00916341","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","H. S. Irwin","1965","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916341","Magnoliophyta","Malpighiales","A.Juss.","B. MacBryde","9511","Goiás","Cavalcante","Chapada dos Veadeiros, 24 km N.W. of Veadeiros, road to Cavalcante.","-47.67387","-13.96332","1200","1200","NY00916341_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1182092","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","P. G. Delprete","2004","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397178' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182092","Magnoliophyta","Malpighiales","A.Juss.","A. Francener","8996","Goiás","Iporá","Parque Ecológico da Cachoeirinha, Junção do Córrego Tamanduá.","-51.1342","-16.4428","460","460","NY01182092_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00916354","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","L. Duarte","1966","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916354","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","887","Minas Gerais",NA,"Est. Presidente Olegario Corumateo.",NA,NA,NA,NA,"NY00916354_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","60500","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","A. F. C. P. Saint-Hilaire","1816",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00060500","Magnoliophyta","Malpighiales","A.Juss.",NA,"s.n.","Minas Gerais",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,NA,NA,"NY00060500_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00916360","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","R. Goodland","1965","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916360","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","122","Minas Gerais",NA,"Jaguara.",NA,NA,NA,NA,"NY00916360_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00916350","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","W. R. Anderson","1973","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987354' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916350","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","7750","Goiás","São João d'Aliança","3 km by road S of São João da Aliança. Serra Geral do Paraná.","-47.5","-14.73","1040","1040","NY00916350_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","818019","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","W. R. Anderson","1973","05","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=856193' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818019","Magnoliophyta","Malpighiales","A.Juss.","C. E. Anderson","10421","Goiás","Cocalzinho de Goiás","Serra dos Pirineus, ca. 15 km (straight line) N of Corumbá de Goiás","-48.80861","-15.7880556","1230","1230","NY00818019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00916342","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","H. S. Irwin","1966","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916342","Magnoliophyta","Malpighiales","A.Juss.","B. MacBryde","15404","Distrito Federal","Brasília","Near Côrrego Taquari, E. of Lagôa Paranoá","-47.82","-15.87","975","975","NY00916342_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00916370","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","L. Riedel","1834","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987421' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916370","Magnoliophyta","Malpighiales","A.Juss.",NA,"2533","Minas Gerais",NA,NA,NA,NA,NA,NA,"NY00916370_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00916362","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","B. Maguire","1963","10","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987392' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916362","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","57015","Distrito Federal","Brasília","30 km north of Brasília, Corrego Sobradinho, Farm No. 19.","-47.9294","-15.7797",NA,NA,"NY00916362_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00916366","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","R. M. Harley","1988","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916366","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","24857","Minas Gerais","Buenópolis","Serra do Cabral, a 6-7 km da cidade.","-44.25","-17.88","760","760","NY00916366_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00916349","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","H. S. Irwin","1972","01","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916349","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","34494","Goiás","Corumbá de Goiás","Serra dos Pirineus, ca. 18 km E. of Pirenópolis","-48.78195","-15.85","1000","1000","NY00916349_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00916345","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","R. S. Santos","1963","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987341' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916345","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","24057","Minas Gerais",NA,"Entre Matosinho e Prudente de Morais.","-44.1199689","-19.5184939",NA,NA,"NY00916345_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00916339","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","H. S. Irwin","1964","10","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916339","Magnoliophyta","Malpighiales","A.Juss.","B. MacBryde","7055","Goiás","Caiapônia","Ca. 35 km. E. of Caiapônia on road to Jataí. Serra do Caiapó.","-51.82","-17.22","800","1000","NY00916339_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00942306","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","L. Duarte","1966","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031167' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942306","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","887","Minas Gerais",NA,"Est. Presidente Olegario Corumateo.",NA,NA,NA,NA,"NY00942306_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00916361","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","S. G. da Fonsêca","1968","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916361","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","1050","Goiás","Caiapônia","Entre Caiapônia e Aragarças. A 9 km de Caiapônia.","-51.8103","-16.9569",NA,NA,"NY00916361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00916355","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","E. P. Heringer","1977","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916355","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","84","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.9294","-15.7797",NA,NA,"NY00916355_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00916346","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","R. S. Santos","1963","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916346","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","24057","Minas Gerais",NA,"Entre Matosinho e Prudente de Morais.","-44.1199689","-19.5184939",NA,NA,"NY00916346_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00916369","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","L. Riedel","1834","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916369","Magnoliophyta","Malpighiales","A.Juss.",NA,"2533","Minas Gerais",NA,NA,NA,NA,NA,NA,"NY00916369_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1145337","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","P. G. Delprete","2004","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1310809' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145337","Magnoliophyta","Malpighiales","A.Juss.",NA,"9086","Goiás","Pirenópolis","Serra dos Pireneus. Córrego da Barriguda.","-48.8842","-15.8175","1080","1080","NY01145337_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00916364","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","D. R. Hunt","1966","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916364","Magnoliophyta","Malpighiales","A.Juss.","H. S. Irwin","6126","Goiás","Piranhas","Caiaponia - Aragarças road, about 80 km from Aragarças.","-51.8219","-16.4269",NA,NA,"NY00916364_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00916365","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","P. E. Gibbs","1976","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916365","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","2726","Goiás","Goiás",NA,"-50.1403","-15.9344",NA,NA,"NY00916365_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00916356","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","E. P. Heringer","1978","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987371' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916356","Magnoliophyta","Malpighiales","A.Juss.","C. E. Anderson","664","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.9294","-15.7797",NA,NA,"NY00916356_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","818015","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","H. S. Irwin","1964","10","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=855956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818015","Magnoliophyta","Malpighiales","A.Juss.","C. E. Anderson","7055","Goiás","Caiapônia","Ca. 35 km. E. of Caiapônia on road to Jataí. Serra do Caiapó.","-51.82","-17.22","800","1000","NY00818015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00916352","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","L. Duarte","1966","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916352","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","990","Minas Gerais","Santa Bárbara","Estr. Rio Acima, Fazenda Gandarela.","-43.4153","-19.9594",NA,NA,"NY00916352_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00916344","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","R. S. Santos","1963","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916344","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","24081","Minas Gerais",NA,"Entre Corinto e Trés Marias.",NA,NA,NA,NA,"NY00916344_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00916353","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","L. Duarte","1962","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916353","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","120","Distrito Federal","Brasília","Fercal.","-47.9294","-15.7797",NA,NA,"NY00916353_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00916343","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","H. S. Irwin","1969","03","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987301' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916343","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","24225","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km south of Cavalcante","-47.5","-13.98077","1000","1000","NY00916343_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00916337","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","H. S. Irwin","1964","08","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987289' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916337","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","5659","Distrito Federal","Brasília","15 km S. of Brasília on road to Belo Horizonte.","-47.98","-15.97","700","1000","NY00916337_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00926500","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","I. Silberbauer-Gottsberger","1990","09","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926500","Magnoliophyta","Malpighiales","A.Juss.","M. C. H. Mamede","14-17990","Minas Gerais","Indianópolis","Fazenda Bela Tanda and neighboring fazendas; Fazenda Tabatinga.","-47.95","-19.05",NA,NA,"NY00926500_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00916336","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","H. S. Irwin","1964","08","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916336","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","5274","Distrito Federal","Brasília","Chapada da Contagem, ca. 15 km. E. of Brasilia.","-47.85","-15.68","700","1000","NY00916336_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00916357","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","E. P. Heringer","1965","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916357","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","9421","Goiás","Planaltina","São Gabriel.","-47.6142","-15.4531",NA,NA,"NY00916357_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00916348","PreservedSpecimen","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","H. S. Irwin","1971","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987349' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916348","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","31942","Goiás","São João d'Aliança","Serra Geral do Paraná, ca. 3 km S.of São João de Aliança, near Riacho","-47.5333","-14.72711","850","850","NY00916348_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
