"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","individualCount","verbatimLongitude","verbatimLatitude","fieldNumber"
"50","2020-12-21 16:33:22-03","MBM","MBM","223526","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Inácio, A.","s.n.",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Caçador",NA,NA,"MBM223526",NA,"Dombrowski, L.T.","Caçador","-51.0149993896484","-26.7752990722656",NA,NA,"38516","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:33:22-03","MBM","MBM","147905","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Krapovickas, A.; et al.; et al.","43703",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Rio Castelhanos",NA,NA,"MBM147905","MBM147905",NA,"Caçador","-51.0149993896484","-26.7752990722656",NA,NA,"38516","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-09-04 18:58:08-03","MNHN","RECOLNAT_MNHN_P","P06661792","PreservedSpecimen",NA,NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Muller",NA,NA,NA,NA,NA,"Brasil","Santa Catarina","Campos dos Curitibanos.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06661792' target='other'> <mi>dwc_moreinfo</mi></a>","P06661792","P06661792_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-09-04 18:58:08-03","MNHN","RECOLNAT_MNHN_P","P06661795","PreservedSpecimen",NA,NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Smith, L.B.|Reitz, R.",NA,"1956","12","21",NA,"Brasil","Santa Catarina","15 km northeast of Caçador.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06661795' target='other'> <mi>dwc_moreinfo</mi></a>","P06661795","P06661795_01",NA,"Caçador","-51.0149993896484","-26.7752990722656",NA,NA,"38516","auto",NA,NA,NA,NA,NA,NA,NA,"8984"
"54","2015-09-04 18:58:08-03","MNHN","RECOLNAT_MNHN_P","P06661793","PreservedSpecimen",NA,NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Hatschbach, G.|Smith, L.B.|Klein, R.",NA,"1971","12","7",NA,"Brasil","Paraná","Faxinal dos Souzas.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06661793' target='other'> <mi>dwc_moreinfo</mi></a>","P06661793","P06661793_01",NA,"General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,"33284","auto",NA,NA,NA,NA,NA,NA,NA,"28345"
"55","2021-02-11 17:19:30-03","UFPR","UPCB","6085","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman.) Krapov.",NA,"Hatschbach, G.","15392","1966","12","13",NA,"Brasil","Paraná",NA,NA,"Arbusto, pétalas róseas, anteras amarelas. Brejo..",NA,NA,"Krapovickas, A.","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,"33284","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-11 17:19:30-03","UFPR","UPCB","6233","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman.) Krapov.",NA,"Hatschbach, G.","15377","1966","12","11",NA,"Brasil","Paraná",NA,NA,"Arbusto. Brejo..",NA,NA,"Krapovickas, A.","União da Vitória","-51.0863990783691","-26.2299995422363",NA,NA,"35297","auto","1967",NA,"01","01",NA,NA,NA,NA
"57","2021-02-11 17:19:30-03","UFPR","UPCB","5588","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman.) Krapov.",NA,"Hatschbach, G.","13751","1966","02","12",NA,"Brasil","Paraná","Rio Lageado",NA,"Arbusto, 1,3m, flor 5R 9/3, filamentos avermelhados, anteras amarelas. Brejo..",NA,NA,"Krapovickas, A.","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,"33284","auto","1966",NA,"01","01",NA,NA,NA,NA
"58","2012-09-28 15:57:00-03","MO","MOBOT","100497192","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Gert G. Hatschbach","Hatschbach 28476","1971","12","13","South America","Brazil","Paraná","Maria Antonieta.",NA,NA,NA,NA,"S. Dreher","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA,"1",NA,NA,NA
"59","2009-08-21 06:32:00-03","MO","MOBOT","2458368","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Balduino Rambo","Rambo 34556","1947",NA,NA,"South America","Brazil","Rio Grande do Sul","Bom Jesus. Fazenda B. Velho, in dumetis palustribus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2016-11-15 05:15:00-02","MO","MOBOT","2459284","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 43703","1990","12","22","South America","Brazil","Santa Catarina","Cacador. Rio Castelhano",NA,NA,NA,NA,"S. Dreher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"61","2009-07-09 17:05:00-03","MO","MOBOT","3048796","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Gert G. Hatschbach","Hatschbach 13751","1966",NA,NA,"South America","Brazil","Paraná","Gal . Carneiro. Rio Lageado.",NA,NA,NA,NA,"A. Krapovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","2686786","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"G. Hatschbach, L. B. Smith & R. M. Klein","28345","1971","12","7","South America","Brazil","Paraná","Mun Gal Carneiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","2743490","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"L. B. Smith & R. Reitz","9010","1956","12","21","South America","Brazil","Santa Catarina","Mun Cacador: bog, Fazenda Carneiros, NE of Cacador.",NA,NA,NA,NA,NA,NA,NA,NA,"950","1100",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"64","2020-09-12 05:00:02-03","US","US","2743109","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"L. B. Smith & R. Reitz","8828","1956","12","19","South America","Brazil","Santa Catarina","Mun Porto Uniao: Campo by new airport E of Porto Uniao.",NA,NA,NA,NA,NA,NA,NA,NA,"750",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","2743489","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"L. B. Smith & R. Reitz","8984","1956","12","21","South America","Brazil","Santa Catarina","Mun Cacador: bog, 15 km N of Cacador.",NA,NA,NA,NA,NA,NA,NA,NA,"950","1100",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"66","2020-09-12 05:00:02-03","US","US","2564157","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"G. Hatschbach, H. Haas & J. C. Lindeman","13751","1966","2","12","South America","Brazil","Paraná","Mun Gal Carneiro. Rio Lageado.",NA,NA,"US01474706","US01474706_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"67","2020-09-12 05:00:02-03","US","US","2459169","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"L. B. Smith & R. Reitz","14217","1965","1","3","South America","Brazil","Santa Catarina","Mun Sao Joaquim: Campo and boggy brook, Santa Barbara.",NA,NA,NA,NA,NA,NA,"-49.5","-28.12","1400",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"68","2020-09-12 05:00:02-03","US","US","2743303","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"L. B. Smith & R. M. Klein","15495","1971","11","29","South America","Brazil","Santa Catarina","Mun Curitibanos. 49 km N of Curitibanos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"69","2020-09-12 05:00:02-03","US","US","2564567","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"G. Hatschbach","14913","1966","10","16","South America","Brazil","Paraná","Estr. para Porto Vitoria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"70","2020-09-12 05:00:02-03","US","US","2743488","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"L. B. Smith & R. M. Klein","8152","1956","12","3","South America","Brazil","Santa Catarina","Mun Lajes, bog, along the Estrada de Rodagem Federal, S of Lajes.",NA,NA,NA,NA,NA,NA,NA,NA,"900",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"71","2020-09-12 05:00:02-03","US","US","2705910","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"G. Hatschbach","28476","1971","12","13","South America","Brazil","Paraná","Maria Antonieta (mun Piraquara).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"72","2020-09-12 05:00:02-03","US","US","2250500","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"L. B. Smith & R. Reitz","9131","1956","12","23","South America","Brazil","Santa Catarina","Mun Cacador: campo, 52 km W of Cacador near the E edge of the campos Palmas.",NA,NA,NA,NA,NA,NA,NA,NA,"1000","1200",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"73","2020-09-12 05:00:02-03","US","US","2564560","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"G. Hatschbach","15392","1966","12","13","South America","Brazil","Paraná","Gal. Carneiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"74","2019-11-13 11:24:54-03","USP","SPF","167193","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Krapovickas, A","38373","1982","12","27",NA,"Brasil","Santa Catarina",NA,NA,NA,"SPF00167193",NA,"Anônimo","Urupema","-49.8731002807617","-27.9528007507324",NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-10-07 09:33:22-03","UEFS","HUEFS","208811","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Cervi, A.C.","10033","2013","11","04",NA,"Brasil","Santa Catarina","BR-282, Km 121.",NA,NA,"HUEFS0208811","HUEFS0208811",NA,"Bom Retiro","-49.439722","-27.685556","892","892",NA,NA,NA,"Rosanae",NA,NA,NA,"49W26'23''","27S41'8''",NA
"76","2019-09-04 18:53:11-03","F","FMNH-SEEDPLANTS","V0062953F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Malvastrum","bullatum","Malvastrum bullatum",NA,"Isotype","P. Dusén","9331","1910","3","15","South America","Brazil",NA,NA,NA,NA,"V0062953F","V0062953F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"77","2015-03-13 18:50:33-03","F","FMNH-SEEDPLANTS","V0241298F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0241298F","V0241298F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"78","2015-03-13 18:50:33-03","F","FMNH-SEEDPLANTS","V0241299F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0241299F","V0241299F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"79","2015-03-13 18:50:33-03","F","FMNH-SEEDPLANTS","V0241300F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0241300F","V0241300F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"80","2015-03-13 18:50:33-03","F","FMNH-SEEDPLANTS","V0241301F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0241301F","V0241301F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"81","2015-03-13 18:50:33-03","F","FMNH-SEEDPLANTS","V0241302F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0241302F","V0241302F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"82","2015-03-13 18:50:33-03","F","FMNH-SEEDPLANTS","V0241303F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0241303F","V0241303F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"83","2019-11-01 15:03:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Cervi, AC; Barboza, E; Cordeiro, J","10033","2013","11","04","Southern America","Brasil","Santa Catarina",NA,NA,"Arbusto 1,20m. Flores róseas",NA,NA,"Barboza, E","Bom Retiro","-49.439722","-27.685556",NA,NA,NA,NA,"2013",NA,"12","03",NA,"-49.439722","-27.685556",NA
"84","2020-08-20 14:57:34-03","UFSC","FLOR","61115","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Cervi, A.C.; Barboza, E. & Cordeiro, J.","10033","2013","11","04",NA,"Brasil","Santa Catarina","BR-282, Km 121.",NA,"Arbusto 1,20m alt, flores róseas","FLOR0061115","FLOR0061115","Barboza, E.","Bom Retiro","-49.439722","-27.685556","892","892",NA,NA,"2013",NA,"12","03",NA,"49º26'23''W","27º41'8''S",NA
"85","2020-08-20 14:57:34-03","UFSC","FLOR","8449","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Falkenberg, D.B.","281","1980","11","26",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"FLOR0008449",NA,"Krapovickas, A.","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-08-20 14:57:34-03","UFSC","FLOR","21459","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Falkenberg, D.B.; Sobral, M.","s.n.","1984","04","01",NA,"Brasil","Rio Grande do Sul","Faxinal, Aparados da Serra.",NA,"erva, flor rósea, 0,6m altura","FLOR0021459",NA,NA,"Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-08-20 14:57:34-03","UFSC","FLOR","43286","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Grings, M.; Hennemann, G.M.","1092","2010","11","07",NA,"Brasil","Rio Grande do Sul","Linha Imperial, antes do CTG Pousada da Serra.",NA,"arbusto, flor rosa-fraco e anteras amarelas, muito visitadas por abelhas, 4m altura. Recebido de ICN Nº 165755.","FLOR0043286",NA,"Grings, M.","Nova Petrópolis","-51.1143989562988","-29.3763999938965","680","680","14669","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-02-08 12:43:24-03","UFRGS","ICN","181662","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Cervi, AC; Barboza, E; Cordeiro, J","10033","2013","11","04","América do Sul","Brasil","SC","BR-282, km 121",NA,"Doação Herbário MBM; Arbusto 1,20m. Flores róseas.",NA,NA,"Barboza, E","Bom Retiro","-49.439722","-27.685556","892","892",NA,NA,"2013",NA,"12","03",NA,"-49.439722","-27.685556",NA
"89","2021-02-08 12:43:23-03","UFRGS","ICN","088709","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Baptista, LRM","s.n.",NA,NA,NA,"América do Sul","Brasil","RS",NA,NA,NA,NA,NA,"Sobral, M","Rio Tainhas",NA,NA,NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA
"90","2021-02-08 12:43:23-03","UFRGS","ICN","144754","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Soares, ELC","167","2005","11","03","América do Sul","Brasil","RS","Jaquirana a Bom Jesus, Km 7 Jaquirana a Bom Jesus estrada de chão frente a casa com araucaria torta. 28°50'58.1S / 50°24'40.3W",NA,"Flores róseas.; Ambiente úmido.",NA,NA,"Grings, M","Jaquirana","-50.411111","-28.849444","935","935",NA,NA,"2010",NA,"04","17",NA,"-50.411111","-28.849444",NA
"91","2021-02-08 12:43:24-03","UFRGS","ICN","180996","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Silva Filho, PJS; Ardissone, RE","2154","2014","11","15","América do Sul","Brasil","RS","Caminho para Cânion Fortaleza",NA,"Cambo úmido a beira de turfeira, flores roxas",NA,NA,"Silva Filho, PJS","Cambará do Sul","-50.025556","-29.069444",NA,NA,NA,NA,"2015",NA,"01",NA,NA,"-50.025556","-29.069444",NA
"92","2021-02-08 12:43:24-03","UFRGS","ICN","190306","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Silva Filho, PJS","1736","2012","04","16","América do Sul","Brasil","RS","Reserva do Aratinga.",NA,"Arbusto de 2m de altura, com flores rosadas; Em banhado",NA,NA,"Silva Filho, PJS","São Francisco de Paula","-50.240278","-29.389444",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.240278","-29.389444",NA
"93","2021-02-08 12:43:24-03","UFRGS","ICN","200014","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Grings, M","MG1992","2018","12","21","América do Sul","Brasil","SC","margem da BR-116, WGS 84",NA,"arbusto com cerca de 1,6 m de altura; frutificando; em banhado",NA,NA,"Grings, M","Capão Alto","-50.5475","-28.011944","905","905",NA,NA,"2018",NA,"12","21",NA,"-50.5475","-28.011944",NA
"94","2021-02-08 12:43:24-03","UFRGS","ICN","201359","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Neves, M","1754","1993","11","11","América do Sul","Brasil","RS","Fazenda Velha, Celulose Cambará",NA,"Doação do HAS; arbusto com ca. 4m altura; flor rosa-forte. Rara e dispersa.; na beira da mata",NA,NA,"Grings, M","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto","2020",NA,"09","08",NA,NA,NA,NA
"95","2021-02-08 12:43:24-03","UFRGS","ICN","167066","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Bordignon, SAL","774","1987","12","06","América do Sul","Brasil","RS","Fortaleza",NA,"arbusto",NA,NA,"Grings, M","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:43:23-03","UFRGS","ICN","068270","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Roth, L","25","1987","11","16","América do Sul","Brasil","RS","Itaimbezinho",NA,"Em turfeira.",NA,NA,"Sobral, M","Cambará do Sul","-50.1446990966797","-29.0478000640869","950","950","30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:43:24-03","UFRGS","ICN","166012","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Schneider, AA","1665","2010","12","10","América do Sul","Brasil","RS","Itaimbezinho Parque Nacional",NA,"Flores púrpuras.; Em turfeira.",NA,NA,"Grings, M","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-02-08 12:43:23-03","UFRGS","ICN","007393","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Ferreira, A; Irgang, B","s.n.","1969","12","20","América do Sul","Brasil","RS",NA,NA,"Turfeira. Flores cor lilás.",NA,NA,"Vasconcellos, J","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-02-08 12:43:23-03","UFRGS","ICN","163135","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Grings, M; Grings, NJ","896","2009","12","26","América do Sul","Brasil","RS","entre posto fical e Serra da Rocinha",NA,"arbusto ereto, apoiado sobre Baccharis uncinella; flores de cor rosa-forte e andróforo amarelo; na beira de pequena sanga (afluente do Antas) que cruza a estrada",NA,NA,"Grings, M","São José dos Ausentes","-50.0657997131348","-28.7483005523682","1250","1250","42598","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-02-08 12:43:24-03","UFRGS","ICN","167065","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Bordignon, SAL","1807",NA,NA,NA,"América do Sul","Brasil","RS","Águas Claras",NA,"arbusto",NA,NA,"Grings, M","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-02-08 12:43:23-03","UFRGS","ICN","069631","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Stehmann, JR","256","1983","12",NA,"América do Sul","Brasil","RS",NA,NA,"Erva.",NA,NA,"Sobral, M","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto","1988",NA,NA,NA,NA,NA,NA,NA
"102","2021-02-08 12:43:23-03","UFRGS","ICN","081198","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Rego, A; Paiva","s.n.","1983","11","28","América do Sul","Brasil","RS","Itaimbezinho",NA,NA,NA,NA,"Sobral, M","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-02-08 12:43:24-03","UFRGS","ICN","165755","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Grings, M; Hennemann, GM","1092","2010","11","07","América do Sul","Brasil","RS","Linha Imperial antes do CTG Pousada da Serra",NA,"arbusto de 4 m de altura com flores de cor rosa-fraco e anteras amarelas, muito visitadas por abelhas; em banhado",NA,NA,"Grings, M","Nova Petrópolis","-51.1143989562988","-29.3763999938965","680","680","14669","auto",NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:43:23-03","UFRGS","ICN","043331","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Arzivenco, L","s.n.","1974","12","08","América do Sul","Brasil","RS","Morro Santa Tereza",NA,"Solo seco e pedregoso.",NA,NA,"Grings, M","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto","2009",NA,"08","25",NA,NA,NA,NA
"105","2021-02-08 12:43:24-03","UFRGS","ICN","167068","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Bordignon, SAL","2345","2001","11","26","América do Sul","Brasil","RS","RS-020 trecho Cambará-Tainhas",NA,"arbusto",NA,NA,"Grings, M","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-02-08 12:43:24-03","UFRGS","ICN","186388","S","Plantae","Dicotyledon",NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Schmidt-Silveira, F","405","2012","10","19","América do Sul","Brasil","RS","Águas Claras, Banhado dos Pachecos",NA,"Banhado",NA,NA,NA,"Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
