"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","infraspecificEpithet","individualCount","fieldNumber"
"44","2020-02-08 09:04:40-03","NBC","NL-BOTANY","U.1592830","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia uruguayensis",NA,NA,NA,NA,NA,"Herter","1926","04","01","Uruguay",NA,NA,NA,NA,NA,NA,"NL-U1592830","NL-U1592830",NA,"Dict. Nueva Palmira. Departamento de Colonia.","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1592830 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Ericales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"uruguayensis",NA,NA
"45","2020-11-04 11:19:44-03","ESALQ","ESA","60373","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Hatschbach, G.","1997","01","01","Silva, J.M. et al.","1997","10","17","Brasil","Paraná","Três Barras do Paraná","-53.1808013916016","-25.4188995361328",NA,NA,"ESA060373",NA,"2141.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"20611","auto",NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:19:44-03","ESALQ","ESA","60737","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia",NA,NA,NA,NA,NA,"Silva, J.M.","1997","10","17","Brasil","Paraná","Três Barras do Paraná","-53.1808013916016","-25.4188995361328",NA,NA,"ESA060737","ESA060737","2141.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"20611","auto",NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:33:33-03","MN","R","94007","PreservedSpecimen","Plantae","Sapotaceae","Lucuma","sellowii","Lucuma sellowii","A. DC.",NA,NA,NA,NA,"Freire Allemão, F.",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"R010052843","R010052843_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:33:34-03","MN","R","12031","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Cardoso, J.","1983","03",NA,"Glaziou, A.F.M.","1879","08","24","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R000012031","R000012031_001","11196",NA,NA,NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:33:34-03","MN","R","12032","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Cardoso, J.","1983","03",NA,"glaziou, A.F.M.","1892","03","05","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"R000012032","R000012032_001","19604","Serra de Santa Bárbara",NA,NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2015-07-02 14:04:17-03","JBP","HPL","7221","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia",NA,NA,"2001","10","29","H. Lorenzi","2001","10","29","Brasil","RS","Porto Alegre","-51.23","-30.0331",NA,NA,NA,NA,"2930","Coletado nas proximidades do Morro do Côco, ao nível do lago Guaíba - em terreno úmido.",NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"51","2015-07-02 14:04:17-03","JBP","HPL","6216","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","Radlk.","H. Lorenzi","2005","12","09","H. Lorenzi","2005","12","09","Brasil","RS","Caçapava do Sul","-53.4914","-30.5122",NA,NA,NA,NA,"5972","Coletado na beira da BR-290, beira de estrada.",NA,NA,NA,NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"52","2016-02-02 14:39:09-02","BGBM","B","B 18 0010207","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","Radlk.",NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"B180010207",NA,NA,NA,"Middle and South America",NA,NA,"<a href=http://herbarium.bgbm.org/object/B180010207 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2016-02-02 14:39:09-02","BGBM","B","B 18 0009401","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","Radlk.",NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"B180009401",NA,NA,NA,"Middle and South America",NA,NA,"<a href=http://herbarium.bgbm.org/object/B180009401 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-27 13:28:51-03","IAP","PACA-AGP","11212","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1954","09","17","P. Buck SJ","1943","01",NA,"Brasil","RS","São Luiz",NA,NA,NA,NA,"PACA011212",NA,NA,"Cerro Largo",NA,NA,NA,"Habitat: In silvula riparia Fenofase: estéril","Magnoliophyta","Ebenales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"55","2019-08-27 13:28:51-03","IAP","PACA-AGP","117927","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Schneider, P.H.",NA,NA,NA,"Schneider, P.H.","2015","05","15","Brasil","RS","Santo Antônio da Patrulha","-50.685017","-29.711017","50º41.101'W","29º42.661'S","PACA117927",NA,NA,"Alto Sinos",NA,NA,NA,"Hábito: terrícola","Magnoliophyta","Ebenales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"56","2019-08-27 13:28:51-03","IAP","PACA-AGP","117928","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Schneider, P.H.",NA,NA,NA,"Schneider, P.H.","2015","03","26","Brasil","RS","Campo Bom","-51.069583","-29.703067","51º4.175'W","29º42.184'S","PACA117928",NA,NA,"Baixo Sinos",NA,NA,NA,"Hábito: terrícola","Magnoliophyta","Ebenales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"57","2019-08-27 13:28:51-03","IAP","PACA-AGP","26151","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1954","09","17","Rambo, B.","1945","01",NA,"Brasil","ES","Quaraí",NA,NA,NA,NA,"PACA026151",NA,NA,"Faz. do Jarau",NA,NA,NA,"Habitat: In silva riparia Fenofase: fruto semievoluto","Magnoliophyta","Ebenales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"58","2019-08-27 13:28:51-03","IAP","PACA-AGP","26795.1","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1954","09","17","E. Friderichs","1944","10",NA,"Brasil","RS","São Luiz",NA,NA,NA,NA,"PACA026795-1",NA,NA,"Cerro Largo",NA,NA,NA,"Habitat: Ad rivum in silvula Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"59","2019-08-27 13:28:51-03","IAP","PACA-AGP","308","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1954","09","17","Rambo, B.",NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,"PACA000308",NA,NA,NA,NA,NA,NA,"Fenofase: estéril","Magnoliophyta","Ebenales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"60","2019-12-04 11:51:28-03","IAP","PACA-AGP","4055","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1954","09","17","Rambo, B.","1941","01","12","Uruguai",NA,NA,NA,NA,NA,NA,"PACA004055",NA,NA,"Três Fornos, Rivera",NA,NA,NA,"Habitat: In silva riparia Fenofase: estéril","Magnoliophyta","Ebenales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"61","2019-08-27 13:28:51-03","IAP","PACA-AGP","53255","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1954","09","17","Rambo, B.","1952","11","20","Brasil","RS","São Luiz",NA,NA,NA,NA,"PACA053255",NA,NA,"Cerro Largo",NA,NA,NA,"Sem material Habitat: In silvula riparia Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"62","2019-08-27 13:28:51-03","IAP","PACA-AGP","60710","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","P.R. Reitz","1961",NA,NA,"J. Mattos",NA,NA,NA,"Uruguai",NA,NA,NA,NA,NA,NA,"PACA060710",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ebenales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"63","2019-08-27 13:28:51-03","IAP","PACA-AGP","4640","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1954","09","17","Rambo, B.","1941","02","16","Brasil","RS","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,"PACA004640",NA,NA,NA,NA,NA,NA,"Habitat: Ad flumen Uruguay Fenofase: estéril","Magnoliophyta","Ebenales",NA,NA,"18635","auto","Magnoliatae",NA,NA,NA,NA,NA
"64","2019-08-27 13:28:51-03","IAP","PACA-AGP","33215","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1954","09","17","Henz, E.","1945","10","09","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"PACA033215",NA,NA,"Parecí",NA,NA,NA,"Habitat: Ad flumen Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA
"65","2020-12-21 16:36:50-03","IAP","PACA-AGP","70394","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","A. Daniel",NA,NA,NA,"Daniel, A.","1987","09","19","Brasil","RS","Parobé","-50.8347015380859","-29.6285991668701",NA,NA,"PACA070394",NA,NA,"Faz. Martins, Santa Cristina do Pinhal",NA,NA,NA,"Habitat: Mata ripária, Margem direita do Rio dos Sinos","Magnoliophyta","Ebenales",NA,NA,"11610","auto","Magnoliatae",NA,NA,NA,NA,NA
"66","2019-08-27 13:28:51-03","IAP","PACA-AGP","4127","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1954","09","17","Rambo, B.","1941","01","14","Brasil","RS","Quaraí","-56.4514007568359","-30.3875007629395",NA,NA,"PACA004127",NA,NA,"Rio Garopá",NA,NA,NA,"Habitat: In silvula riparia Fenofase: estéril","Magnoliophyta","Ebenales",NA,NA,"74636","auto","Magnoliatae",NA,NA,NA,NA,NA
"67","2019-08-27 13:28:51-03","IAP","PACA-AGP","94227","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","C. Mondin","1998","01",NA,"Mondin, C.","1998","01","07","Brasil","RS","Santana da Boa Vista","-53.1152992248535","-30.8719005584717",NA,NA,"PACA094227",NA,"1270","Lajeado Vermelho, Passo da Campina, Arroio Vargas",NA,NA,NA,"HASU 6393&nf;Freqüente c/ ca. 4 m alt. Habitat: Mata ciliar Hábito: arvoreta","Magnoliophyta","Ebenales",NA,NA,"47489","auto","Magnoliatae",NA,NA,NA,NA,NA
"68","2019-08-27 13:28:51-03","IAP","PACA-AGP","94226","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Backes, A.","1975","10","03","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"PACA094226",NA,"037","Morro do Coco",NA,NA,NA,"HEDU 2861&nf;Árvore esporádica, em início de floração Habitat: em lugares ensolarados Hábito: árvore","Magnoliophyta","Ebenales",NA,NA,"41667","auto","Magnoliatae",NA,NA,NA,NA,NA
"69","2019-08-27 13:28:51-03","IAP","PACA-AGP","99928","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Zilda Fernandes Soares",NA,NA,NA,"Backes, A.","1976","12","05","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"PACA099928",NA,"936","Morro do Coco",NA,NA,NA,"Sem n° de HASU Habitat: em lugares ensolarados ao longo do lago Guaíba Fenofase: flor Hábito: árvore","Magnoliophyta","Ebenales",NA,NA,"41667","auto","Magnoliatae",NA,NA,NA,NA,NA
"70","2019-08-27 13:28:51-03","IAP","PACA-AGP","66894","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","P.R. Reitz","1967",NA,NA,"Reitz & Klein","1962","12","21","Brasil","SC","Campos Novos","-51.2249984741211","-27.4016990661621",NA,NA,"PACA066894",NA,"14396","Tupitinga",NA,NA,NA,"Habitat: Capão","Magnoliophyta","Ebenales",NA,NA,"43319","auto","Magnoliatae",NA,NA,NA,NA,NA
"71","2019-08-27 13:28:51-03","IAP","PACA-AGP","104918.1","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Sobral, M.",NA,NA,NA,"Jagmin, N.","1997","04","10","Brasil","RS","Aratiba","-52.3003005981445","-27.3941993713379",NA,NA,"PACA104918-1",NA,NA,NA,NA,NA,NA,"Xiloteca nº 802&nf;Altura: 10m; Circunferência: 1,10m; Fuste: 1,10m.","Magnoliophyta","Ebenales",NA,NA,"18075","auto","Magnoliatae",NA,NA,NA,NA,NA
"72","2019-08-27 13:28:51-03","IAP","PACA-AGP","57555","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1957","05","13","Pivetta","1953","11","05","Brasil","RS","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,"PACA057555",NA,"681","Dr. Pestana",NA,NA,NA,"Habitat: Ad flumen Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,"36807","auto","Magnoliatae",NA,NA,NA,NA,NA
"73","2019-08-27 13:28:51-03","IAP","PACA-AGP","61403","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1958","09","30","Pivetta","1956","11","15","Brasil","RS","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,"PACA061403",NA,"1217","Dr. Pestana",NA,NA,NA,"Sem material Habitat: In ripariis Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,"36807","auto","Magnoliatae",NA,NA,NA,NA,NA
"74","2019-08-27 13:28:51-03","IAP","PACA-AGP","48426","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1954","09","17","Sehnem, A.","1945","11","03","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"PACA048426",NA,"1462","Parecí",NA,NA,NA,"Sem material Habitat: In silva riparia Fenofase: flor","Magnoliophyta","Ebenales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA
"75","2019-08-27 13:28:51-03","IAP","PACA-AGP","63425","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1958","09","17","Sacco","1958","03","24","Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"PACA063425",NA,"1085","Retiro",NA,NA,NA,"Habitat: In silva riparia, rio Pelotas Fenofase: estéril","Magnoliophyta","Ebenales",NA,NA,"51462","auto","Magnoliatae",NA,NA,NA,NA,NA
"76","2019-08-27 13:28:51-03","IAP","PACA-AGP","72185.1","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","A. Sehnem SJ","1978",NA,NA,"Sehnem, A.","1978","12","03","Brasil","RS","Santana da Boa Vista","-53.1152992248535","-30.8719005584717",NA,NA,"PACA072185-1",NA,"16374","Estr. p. Cachoeira",NA,NA,NA,"Sem material Habitat: Arbustum ad rivum","Magnoliophyta","Ebenales",NA,NA,"47489","auto","Magnoliatae",NA,NA,NA,NA,NA
"77","2019-08-27 13:28:51-03","IAP","PACA-AGP","96973","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","A. C. Araújo","2005",NA,NA,"H. G. Konrad","1995","11","27","Brasil","RS","São Lourenço do Sul","-51.9782981872559","-31.3652992248535",NA,NA,"PACA096973",NA,NA,"Pacheco",NA,NA,NA,"HASU 5215 Habitat: margem do rio Camaquã","Magnoliophyta","Ebenales",NA,NA,"48842","auto","Magnoliatae",NA,NA,NA,NA,NA
"78","2019-08-27 13:28:51-03","IAP","PACA-AGP","8343","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1954","09","17","Rambo, B.","1941","12","14","Brasil","RS","São Sebastião do Caí","-51.3755989074707","-29.5867004394531",NA,NA,"PACA008343",NA,NA,"Passo Selbach",NA,NA,NA,"Habitat: In silva riparia Fenofase: estéril","Magnoliophyta","Ebenales",NA,NA,"12036","auto","Magnoliatae",NA,NA,NA,NA,NA
"79","2019-08-27 13:28:51-03","IAP","PACA-AGP","10115","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1954","09","17","Rambo, B.","1942","01","30","Brasil","RS","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,"PACA010115",NA,NA,"Ijuisinho",NA,NA,NA,"Habitat: In silva riparia Fenofase: estéril","Magnoliophyta","Ebenales",NA,NA,"59498","auto","Magnoliatae",NA,NA,NA,NA,NA
"80","2019-08-27 13:28:51-03","IAP","PACA-AGP","107202","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Stephen F. Smith","1991","12",NA,"Wasum & Bastos","1991","11","11","Brasil","RS","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,"PACA107202",NA,"320","Jari, Santana",NA,NA,NA,"Universidade de Caxias do Sul, 8002 Habitat: Próximo a margem do Rio Santana Hábito: arvoreta","Magnoliophyta","Ebenales","415","415","59498","auto","Magnoliatae",NA,NA,NA,NA,NA
"81","2019-08-27 13:28:51-03","IAP","PACA-AGP","94225","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Backes, A.","1975","11","06","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"PACA094225",NA,"172","Morro do Coco",NA,NA,NA,"HEDU 2860","Magnoliophyta","Ebenales",NA,NA,"41667","auto","Magnoliatae",NA,NA,NA,NA,NA
"82","2019-08-27 13:28:51-03","IAP","PACA-AGP","99929","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Zilda Fernandes Soares",NA,NA,NA,"Backes, A.","1975","03","12","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"PACA099929",NA,"469","Morro do Coco",NA,NA,NA,"HAS 17032 Habitat: freqüente nas proximidades do lago Guaíba Hábito: árvore","Magnoliophyta","Ebenales",NA,NA,"41667","auto","Magnoliatae",NA,NA,NA,NA,NA
"83","2019-08-27 13:28:51-03","IAP","PACA-AGP","49893","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1954","09","17","Rambo, B.","1951","02","06","Brasil","SC","Itapiranga","-53.7122001647949","-27.1693992614746",NA,NA,"PACA049893",NA,NA,"ad flumen Uruguay",NA,NA,NA,"Habitat: In silva riparia Fenofase: estéril","Magnoliophyta","Ebenales",NA,NA,"18767","auto","Magnoliatae",NA,NA,NA,NA,NA
"84","2019-08-27 13:28:51-03","IAP","PACA-AGP","61137","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Emrich-Rambo","1957","08","19","J. Mattos","1946","12","25","Brasil","SC","Lages","-50.326099395752","-27.8160991668701",NA,NA,"PACA061137",NA,NA,NA,NA,NA,NA,"Habitat: Ad flumen Fenofase: estéril","Magnoliophyta","Ebenales",NA,NA,"70701","auto","Magnoliatae",NA,NA,NA,NA,NA
"85","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046693","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","G. Hatschbach",NA,NA,NA,"J. M. Silva; A. Soares & W. Maschio","1997","10","17","Brazil","Parana",NA,"-53.173463","-25.400626",NA,NA,NA,NA,"2141","Canion do Rio Guarani (Mun. Tres Barras do Parana).",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046691","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Stephen F. Smith",NA,NA,NA,"M. Rossato et","1998","11","28","Brazil","Rio Grande do Sul",NA,"-53.486539","-30.515918",NA,NA,NA,NA,"13708","Mun. Cacapava do Sul-Pedra do Segredo.",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:41:14-03","UNICAMP","UEC","187193","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Senna, RM",NA,NA,NA,"Spanholi, J","2000","06","14","Brazil","Rio Grande do Sul","Barracão","-51.4606018066406","-27.6716995239258",NA,NA,"UEC116674","UEC116674","37144","Encosta do Rio Pelotas, Linha São Bernado.",NA,NA,NA,"Árvore. Sarandi da mata olho.","Magnoliopsida",NA,NA,NA,"28327","auto",NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:41:14-03","UNICAMP","UEC","65577","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Carneiro, CE",NA,NA,NA,"Stehmann, JR; Vieira, AOS; Falkenberg, DB","1994","01","21","Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"UEC092970","UEC092970","1325","Rodovia Caçapava-Bagé, ponte sobre rio Camaquã.",NA,NA,NA,"Árvore, em mata ciliar; frutos imaturos esverdeados.","Magnoliopsida",NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:41:14-03","UNICAMP","UEC","81693","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Jarenkow, JA","1989","12",NA,"Jarenkow, JA","1989","12","03","Brazil","Rio Grande do Sul","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,"UEC020865","UEC020865","1499","Margem esquerda dp Rio Piratini, proóx. a ponte da BR-293.",NA,NA,NA,"Arvoreta com ca. de 3m de alt. Flores verdosas.; Mata galeria.","Magnoliopsida",NA,NA,NA,"62286","auto",NA,NA,NA,NA,NA,NA
"90","2019-01-17 11:25:15-02","PUCRS","MPUC","13984","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","M. Haussen","2008","01","01",NA,"1990","01","28","Brasil","RS","Viamão","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,"Morro do Coco","South America",NA,NA,"Mato primário e vegetação ruderal",NA,"Ericales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA
"91","2019-01-17 11:25:15-02","PUCRS","MPUC","9005","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","N.I. Matzenbacher","2010","01","01","C.S.A. Martins","1996","11","16","Brasil","RS","Maximiliano de Almeida","-51.8036111","-27.6341667","-51.8036111000","-27.6341667000",NA,NA,NA,"Junto ao rio Forquilha","South America",NA,NA,NA,NA,"Ericales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA
"92","2019-01-17 11:25:15-02","PUCRS","MPUC","9012","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Equipe do Projeto","2010","01","01",NA,"1988","12","16","Brasil","SC","Concórdia","-52.0277778","-27.2344444","-52.0277778000","-27.2344444000",NA,NA,NA,"Estreito","South America",NA,NA,NA,NA,"Ericales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA
"93","2020-10-14 10:06:32-03","FURB","FURB","57683","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Grings, M.","2017","06","02","Gonzatti, F.; Valduga, E.; Grizzon, M.","2017","02","04","Brasil","Rio Grande do Sul","Caxias do Sul","-50.8297223","-28.8991666","-50.8297223","-28.8991666","FURB57683","FURB57683","3397","Canion dos Palanquinhos, Criúva. Ponte.",NA,NA,NA,"Lactescente Habitat: Junto às margens do Rio das Antas Habito: Arvoreta",NA,NA,"736","736",NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-08 08:56:23-03","FURB","FURB","62784","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Kassner-Filho, A.","2018","12","14","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","12","14","Brasil","Santa Catarina","Cerro Negro","-50.9727778","-27.6313889","-50.9727778","-27.6313889","FURB62784","FURB62784","4278","Ponte a jusante do barramento da uhe garibaldi.",NA,NA,NA,"Flor creme",NA,NA,"674","674",NA,NA,NA,NA,NA,NA,NA,NA
